seed,target,level,regime,pair_status,selected_joint_good,order_delta,epoch_delta,bacc_gain_to_nearest_joint,nll_gain_to_nearest_joint,ece_gain_to_nearest_joint,source_score_delta_to_nearest_joint,source_rank_delta_to_nearest_joint,R_src_delta_to_nearest_joint,target_gauge_margin_delta_to_nearest_joint,target_unlabeled_R3_delta_to_nearest_joint,pair_case,gauge_jump_unseen_by_source
1,4,1,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,5,0,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,5,1,S0_full_support,ok,0,11,140.0,0.008680555555555525,0.36852379534078405,0.11428024607821985,0.1350856968237774,0.3333333333333333,0.04251206762819493,0.08030023486379001,0.33409339995341236,source_correct_or_selected_already_good,0
1,6,0,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,6,1,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,7,0,S0_full_support,ok,0,8,60.0,0.027777777777777846,0.18004310832398263,0.07379106535910895,0.12213833011846642,0.44,-0.0572319926771645,0.06582447004032407,0.13329147393828694,source_correct_or_selected_already_good,0
1,7,1,S0_full_support,ok,0,2,15.0,0.060763888888888895,0.12252805012391077,0.10233622097708678,0.04794278696506937,0.25000000000000006,-0.014575308551839306,0.060763888888888895,0.04292341850465542,source_correct_or_selected_already_good,0
1,8,0,S0_full_support,ok,0,1,5.0,0.08333333333333331,0.05217449037920119,0.04216314139063469,0.03348703920632612,0.04545454545454544,-0.0038278203099721964,0.08333333333333331,0.13543366912311838,rank_correct_but_weak,0
1,8,1,S0_full_support,ok,0,8,65.0,0.11111111111111105,0.18162911682796246,0.012261134367159032,0.264822036559587,0.8095238095238095,-0.09306094006417509,0.11111111111111105,-0.2945031227993185,source_correct_or_selected_already_good,0
1,9,0,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,9,1,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,1,0,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,1,1,S0_full_support,ok,0,7,60.0,0.06250000000000006,0.04933312710066984,0.02880052234785986,-0.0534264828416699,-0.49999999999999994,0.026946555686094165,0.06250000000000006,0.009575606898398648,source_wrong,1
2,2,0,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,2,1,S0_full_support,ok,0,1,5.0,0.03472222222222221,0.17737325940716642,0.06571686737529356,0.11326530786695976,0.15625,-0.04398175103656454,0.05130158829928466,0.10016285302074351,source_correct_or_selected_already_good,0
2,3,0,S0_full_support,ok,0,1,20.0,0.04513888888888895,0.0696414082429706,-0.007095451243755102,-0.1017097784761336,-0.19047619047619047,0.008188850154611904,0.04513888888888895,-0.007114145911269021,source_wrong,1
2,3,1,S0_full_support,ok,0,2,30.0,0.09895833333333337,0.12452871511779262,-0.0014321901514335461,0.07280790994755093,0.09090909090909083,-0.03853903086622901,0.06528538090162084,0.15134082904189478,source_correct_or_selected_already_good,0
2,4,0,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,4,1,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,5,0,S0_full_support,no_joint_good_in_unit,0,,,,,,,,,,,,
2,5,1,S0_full_support,no_joint_good_in_unit,0,,,,,,,,,,,,
2,6,0,S0_full_support,ok,0,6,35.0,0.02777777777777779,-0.043178529249598085,-0.007540065900139059,0.16583335028545187,0.7727272727272727,-0.11065677025072995,0.02777777777777779,0.15994144344445205,source_correct_or_selected_already_good,0
2,6,1,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,7,0,S0_full_support,ok,0,3,25.0,0.05034722222222224,0.06173325641065053,0.07274363434931683,0.09839121353005753,0.39999999999999997,-0.02846220708926439,0.05034722222222224,-0.210758239385067,source_correct_or_selected_already_good,0
2,7,1,S0_full_support,ok,0,1,5.0,0.02256944444444442,0.14460141842635044,0.08206600391842678,-0.004107343229254989,-0.04545454545454544,0.031337680321087635,0.047452986476652415,-0.025218521806939398,source_flat,1
2,8,0,S0_full_support,ok,0,4,20.0,0.060763888888888895,0.06293537996319398,0.04527003970779594,0.1368950222373977,0.7272727272727273,-0.018942738204107856,0.060763888888888895,-0.059099497825515934,source_correct_or_selected_already_good,0
2,8,1,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,9,0,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,9,1,S0_full_support,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,1,0,S2_rare_cells,ok,0,7,70.0,0.079861111111111,-0.021504039783423634,0.028934226538118446,0.18502590121697968,0.21052631578947367,-0.14367792872542928,0.079861111111111,-0.1077561294454682,source_correct_or_selected_already_good,0
0,1,1,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,2,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,2,1,S2_rare_cells,ok,0,1,5.0,0.02083333333333337,0.2050756132655298,0.05316164174919619,0.18495050671794183,0.18518518518518517,-0.048986789542819986,0.045611410249885964,-0.04352719171140751,source_correct_or_selected_already_good,0
0,3,0,S2_rare_cells,ok,0,1,5.0,0.09895833333333326,0.18391770480451586,0.08466597985004098,0.12413745544001209,0.7272727272727273,-0.013373908997234785,0.09895833333333326,-0.06360161888197313,source_correct_or_selected_already_good,0
0,3,1,S2_rare_cells,no_joint_good_in_unit,0,,,,,,,,,,,,
0,4,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,4,1,S2_rare_cells,ok,0,2,20.0,0.10416666666666663,0.40961046747733043,0.21308055643769352,0.07285189678335674,0.17142857142857137,0.07231490884398428,0.10416666666666663,-0.13818143912870634,source_correct_or_selected_already_good,0
0,5,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,5,1,S2_rare_cells,ok,0,12,120.0,0.022569444444444475,-0.505204629883174,-0.05415058305080489,-0.11036847804277602,-0.33333333333333337,0.009024506005705368,0.022569444444444475,-0.2793045956186804,source_wrong,1
0,6,0,S2_rare_cells,ok,0,13,90.0,0.05208333333333337,0.016489253751969857,0.0330710144468257,-0.19003897947637194,-0.6190476190476191,-0.05802322380835301,0.05208333333333337,0.1694459565353651,source_wrong,1
0,6,1,S2_rare_cells,ok,0,2,20.0,0.026041666666666685,0.09635296482281985,0.038688520662203574,-0.1406070316483473,-0.6000000000000001,0.004222730426893806,0.026041666666666685,0.11748572803360491,source_wrong,1
0,7,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,7,1,S2_rare_cells,ok,0,5,45.0,0.02083333333333337,0.0934569187792389,0.03377899366621309,0.025296100986013925,0.17391304347826086,-0.046138803835721554,0.02083333333333337,-0.012636144044026687,rank_correct_but_weak,0
0,8,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,8,1,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,9,0,S2_rare_cells,ok,0,5,50.0,0.03298611111111116,0.23016954570019177,0.03815476682875954,0.1691552846371585,0.30434782608695654,-0.014305917773594135,0.03298611111111116,-0.231083083619603,source_correct_or_selected_already_good,0
0,9,1,S2_rare_cells,ok,0,1,10.0,0.0434027777777779,0.0551823732634138,0.022175578165376797,0.0007989438519673819,0.05555555555555555,-0.01168816058424349,0.0434027777777779,-0.07353112725446775,source_flat,1
1,1,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,1,1,S2_rare_cells,ok,0,4,60.0,0.03472222222222221,-0.03890785674690611,0.02460475629542197,-0.04137251208250242,-0.17647058823529416,-0.0021811051899256473,0.03472222222222221,0.08149921419428374,source_wrong,1
1,2,0,S2_rare_cells,ok,0,9,80.0,0.02777777777777779,0.12337891121961553,0.06335042549317077,0.14229528958326487,0.5454545454545454,-0.11263912580573188,0.06335042549317077,-0.03858817816475457,source_correct_or_selected_already_good,0
1,2,1,S2_rare_cells,ok,0,5,80.0,0.03645833333333337,0.23106167689174195,0.08941563935686897,0.0503746114588034,0.10714285714285712,0.14341741435418287,0.08941563935686897,0.023092677867400047,source_correct_or_selected_already_good,0
1,3,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,3,1,S2_rare_cells,ok,0,10,80.0,0.05034722222222221,0.10777867058923452,0.022665287251443178,-0.03174179248515385,-0.15789473684210525,0.007392959830490042,0.03834848047870976,-0.04901579339080553,source_wrong,1
1,4,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,4,1,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,5,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,5,1,S2_rare_cells,ok,0,11,140.0,0.008680555555555525,0.36852379534078405,0.11428024607821985,0.14398236280336607,0.38888888888888884,0.04251206762819493,0.08030023486379001,0.33409339995341236,source_correct_or_selected_already_good,0
1,6,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,6,1,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,7,0,S2_rare_cells,ok,0,8,60.0,0.027777777777777846,0.18004310832398263,0.07379106535910895,0.024115560016075066,0.28,-0.0572319926771645,0.06582447004032407,0.13329147393828694,rank_correct_but_weak,0
1,7,1,S2_rare_cells,ok,0,2,15.0,0.060763888888888895,0.12252805012391077,0.10233622097708678,0.015007947259602417,0.25000000000000006,-0.014575308551839306,0.060763888888888895,0.04292341850465542,source_flat,1
1,8,0,S2_rare_cells,ok,0,1,5.0,0.08333333333333331,0.05217449037920119,0.04216314139063469,0.03633778944882338,0.18181818181818182,-0.0038278203099721964,0.08333333333333331,0.13543366912311838,rank_correct_but_weak,0
1,8,1,S2_rare_cells,ok,0,8,65.0,0.11111111111111105,0.18162911682796246,0.012261134367159032,0.1332337222973945,0.5714285714285714,-0.09306094006417509,0.11111111111111105,-0.2945031227993185,source_correct_or_selected_already_good,0
1,9,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,9,1,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,1,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,1,1,S2_rare_cells,ok,0,7,60.0,0.06250000000000006,0.04933312710066984,0.02880052234785986,-0.12796896988397188,-0.3076923076923077,0.026946555686094165,0.06250000000000006,0.009575606898398648,source_wrong,1
2,2,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,2,1,S2_rare_cells,ok,0,1,5.0,0.03472222222222221,0.17737325940716642,0.06571686737529356,0.043527534992645056,0.03125,-0.04398175103656454,0.05130158829928466,0.10016285302074351,source_correct_or_selected_already_good,0
2,3,0,S2_rare_cells,ok,0,1,20.0,0.04513888888888895,0.0696414082429706,-0.007095451243755102,-0.14934074502325412,-0.09523809523809523,0.008188850154611904,0.04513888888888895,-0.007114145911269021,source_wrong,1
2,3,1,S2_rare_cells,ok,0,2,30.0,0.09895833333333337,0.12452871511779262,-0.0014321901514335461,0.05288711163710014,0.09090909090909083,-0.03853903086622901,0.06528538090162084,0.15134082904189478,source_correct_or_selected_already_good,0
2,4,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,4,1,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,5,0,S2_rare_cells,no_joint_good_in_unit,0,,,,,,,,,,,,
2,5,1,S2_rare_cells,no_joint_good_in_unit,0,,,,,,,,,,,,
2,6,0,S2_rare_cells,ok,0,6,35.0,0.02777777777777779,-0.043178529249598085,-0.007540065900139059,0.041673929946733634,0.18181818181818182,-0.11065677025072995,0.02777777777777779,0.15994144344445205,source_correct_or_selected_already_good,0
2,6,1,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,7,0,S2_rare_cells,ok,0,3,25.0,0.05034722222222224,0.06173325641065053,0.07274363434931683,0.11678268627552502,0.6499999999999999,-0.02846220708926439,0.05034722222222224,-0.210758239385067,source_correct_or_selected_already_good,0
2,7,1,S2_rare_cells,ok,0,1,5.0,0.02256944444444442,0.14460141842635044,0.08206600391842678,-0.040477268217331,-0.13636363636363635,0.031337680321087635,0.047452986476652415,-0.025218521806939398,source_wrong,1
2,8,0,S2_rare_cells,ok,0,4,20.0,0.060763888888888895,0.06293537996319398,0.04527003970779594,0.10659141639415115,0.31818181818181823,-0.018942738204107856,0.060763888888888895,-0.059099497825515934,source_correct_or_selected_already_good,0
2,8,1,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,9,0,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,9,1,S2_rare_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,1,0,S3_nonestimable_cells,ok,0,7,70.0,0.079861111111111,-0.021504039783423634,0.028934226538118446,0.19853405162431187,0.2631578947368421,-0.14367792872542928,0.079861111111111,-0.1077561294454682,source_correct_or_selected_already_good,0
0,1,1,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,2,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,2,1,S3_nonestimable_cells,ok,0,1,5.0,0.02083333333333337,0.2050756132655298,0.05316164174919619,0.16969980344071667,0.1111111111111111,-0.048986789542819986,0.045611410249885964,-0.04352719171140751,source_correct_or_selected_already_good,0
0,3,0,S3_nonestimable_cells,ok,0,1,5.0,0.09895833333333326,0.18391770480451586,0.08466597985004098,0.16914789408354092,0.8181818181818182,-0.013373908997234785,0.09895833333333326,-0.06360161888197313,source_correct_or_selected_already_good,0
0,3,1,S3_nonestimable_cells,no_joint_good_in_unit,0,,,,,,,,,,,,
0,4,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,4,1,S3_nonestimable_cells,ok,0,2,20.0,0.10416666666666663,0.40961046747733043,0.21308055643769352,0.061417472678050755,0.11428571428571432,0.07231490884398428,0.10416666666666663,-0.13818143912870634,source_correct_or_selected_already_good,0
0,5,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,5,1,S3_nonestimable_cells,ok,0,12,120.0,0.022569444444444475,-0.505204629883174,-0.05415058305080489,-0.04607027097374125,-0.14285714285714285,0.009024506005705368,0.022569444444444475,-0.2793045956186804,source_wrong,1
0,6,0,S3_nonestimable_cells,ok,0,13,90.0,0.05208333333333337,0.016489253751969857,0.0330710144468257,-0.22562545383771948,-0.6190476190476191,-0.05802322380835301,0.05208333333333337,0.1694459565353651,source_wrong,1
0,6,1,S3_nonestimable_cells,ok,0,2,20.0,0.026041666666666685,0.09635296482281985,0.038688520662203574,-0.20154746503265164,-0.7,0.004222730426893806,0.026041666666666685,0.11748572803360491,source_wrong,1
0,7,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,7,1,S3_nonestimable_cells,ok,0,5,45.0,0.02083333333333337,0.0934569187792389,0.03377899366621309,-0.10026862451989887,-0.2173913043478261,-0.046138803835721554,0.02083333333333337,-0.012636144044026687,source_wrong,1
0,8,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,8,1,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
0,9,0,S3_nonestimable_cells,ok,0,5,50.0,0.03298611111111116,0.23016954570019177,0.03815476682875954,0.18776222516950375,0.30434782608695654,-0.014305917773594135,0.03298611111111116,-0.231083083619603,source_correct_or_selected_already_good,0
0,9,1,S3_nonestimable_cells,ok,0,1,10.0,0.0434027777777779,0.0551823732634138,0.022175578165376797,-0.027885701229818607,-0.05555555555555555,-0.01168816058424349,0.0434027777777779,-0.07353112725446775,source_wrong,1
1,1,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,1,1,S3_nonestimable_cells,ok,0,4,60.0,0.03472222222222221,-0.03890785674690611,0.02460475629542197,0.033891222120779496,0.1764705882352941,-0.0021811051899256473,0.03472222222222221,0.08149921419428374,rank_correct_but_weak,0
1,2,0,S3_nonestimable_cells,ok,0,9,80.0,0.02777777777777779,0.12337891121961553,0.06335042549317077,0.08358412499032292,0.40909090909090906,-0.11263912580573188,0.06335042549317077,-0.03858817816475457,source_correct_or_selected_already_good,0
1,2,1,S3_nonestimable_cells,ok,0,5,80.0,0.03645833333333337,0.23106167689174195,0.08941563935686897,0.08383438672684246,0.10714285714285712,0.14341741435418287,0.08941563935686897,0.023092677867400047,source_correct_or_selected_already_good,0
1,3,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,3,1,S3_nonestimable_cells,ok,0,10,80.0,0.05034722222222221,0.10777867058923452,0.022665287251443178,-0.057971740647948855,-0.31578947368421056,0.007392959830490042,0.03834848047870976,-0.04901579339080553,source_wrong,1
1,4,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,4,1,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,5,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,5,1,S3_nonestimable_cells,ok,0,11,140.0,0.008680555555555525,0.36852379534078405,0.11428024607821985,0.14299986470739023,0.33333333333333337,0.04251206762819493,0.08030023486379001,0.33409339995341236,source_correct_or_selected_already_good,0
1,6,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,6,1,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,7,0,S3_nonestimable_cells,ok,0,8,60.0,0.027777777777777846,0.18004310832398263,0.07379106535910895,0.07205431943832963,0.4,-0.0572319926771645,0.06582447004032407,0.13329147393828694,source_correct_or_selected_already_good,0
1,7,1,S3_nonestimable_cells,ok,0,2,15.0,0.060763888888888895,0.12252805012391077,0.10233622097708678,-0.02558827781755757,-0.15000000000000002,-0.014575308551839306,0.060763888888888895,0.04292341850465542,source_wrong,1
1,8,0,S3_nonestimable_cells,ok,0,1,5.0,0.08333333333333331,0.05217449037920119,0.04216314139063469,-0.028405119789431388,-0.13636363636363635,-0.0038278203099721964,0.08333333333333331,0.13543366912311838,source_wrong,1
1,8,1,S3_nonestimable_cells,ok,0,8,65.0,0.11111111111111105,0.18162911682796246,0.012261134367159032,0.26214458473233404,0.7142857142857143,-0.09306094006417509,0.11111111111111105,-0.2945031227993185,source_correct_or_selected_already_good,0
1,9,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
1,9,1,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,1,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,1,1,S3_nonestimable_cells,ok,0,7,60.0,0.06250000000000006,0.04933312710066984,0.02880052234785986,-0.22358156211512908,-0.7692307692307692,0.026946555686094165,0.06250000000000006,0.009575606898398648,source_wrong,1
2,2,0,S3_nonestimable_cells,ok,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,selected_already_joint_good,0
2,2,1,S3_nonestimable_cells,ok,0,1,5.0,0.03472222222222221,0.17737325940716642,0.06571686737529356,0.04543760184275225,0.03125,-0.04398175103656454,0.05130158829928466,0.10016285302074351,source_correct_or_selected_already_good,0
2,3,0,S3_nonestimable_cells,ok,0,1,20.0,0.04513888888888895,0.0696414082429706,-0.007095451243755102,-0.14796962844206357,-0.14285714285714285,0.008188850154611904,0.04513888888888895,-0.007114145911269021,source_wrong,1
2,3,1,S3_nonestimable_cells,ok,0,2,30.0,0.09895833333333337,0.12452871511779262,-0.0014321901514335461,0.07259724731657491,0.09090909090909083,-0.03853903086622901,0.06528538090162084,0.15134082904189478,source_correct_or_selected_already_good,0
