seed,target,level,regime,order_a,order_b,transition_type,source_score_gradient,R_src_gradient,rank_gradient,target_gauge_margin_gradient,target_unlabeled_R3_gradient,source_sign_agrees_with_transition,rank_sign_agrees_with_transition,target_gauge_jump
0,1,1,S0_full_support,11,12,bad_to_bad,-0.2079072844564948,0.15015685841383997,-0.5789473684210527,-0.01855884479751735,-0.08445161503273307,,,0
0,1,1,S0_full_support,12,13,bad_to_good,-0.035718100330385694,-0.013399527535963296,-0.15789473684210525,0.039930555555555636,0.03704153689808942,0,0,1
0,1,1,S0_full_support,13,14,good_to_good,0.07624695009060461,-0.010518641324745559,0.3684210526315789,-0.01215277777777779,-0.0011147947199607877,,,0
0,1,1,S0_full_support,14,15,good_to_bad,-0.08989996646829346,0.026601356420171696,-0.42105263157894735,-0.03993055555555558,0.06620775473274232,1,1,1
0,1,1,S0_full_support,15,16,bad_to_bad,-0.06561585820467686,0.02054839463429803,-0.10526315789473684,-0.026041666666666685,-0.01479131150712143,,,1
0,1,1,S0_full_support,16,17,bad_to_bad,0.025344022723373105,-0.0017592356678707288,0.05263157894736842,0.034722222222222154,-0.012654232337697746,,,1
0,1,1,S0_full_support,17,18,bad_to_bad,0.0678313116708204,-0.01614378715948983,0.15789473684210525,-0.03472222222222221,0.016452884981367433,,,1
0,1,1,S0_full_support,18,19,bad_to_bad,0.08998783994376325,-0.013443173650773188,0.42105263157894735,-0.03645833333333326,0.010288207812294614,,,1
0,2,0,S0_full_support,0,1,good_to_good,-0.18851508459810362,0.036403125049488394,-0.23076923076923073,-0.01736111111111116,0.16857789530502665,,,0
0,2,0,S0_full_support,1,2,good_to_good,-0.10550589658019538,0.027330556518045834,-0.6538461538461539,0.0013570206152028197,0.03177720587111943,,,0
0,2,0,S0_full_support,2,3,good_to_bad,0.06338184800308427,-0.03124350772207063,0.5,-0.05760937621174639,-0.10624578343585511,0,0,1
0,2,0,S0_full_support,3,4,bad_to_bad,-0.04610913282878981,0.0012673059631475025,-0.46153846153846156,0.038891244485432463,0.0410806582746196,,,1
0,2,0,S0_full_support,4,5,bad_to_bad,0.02790877553864418,0.032762444093148324,0.3076923076923077,-0.011756089165917694,-0.398662402389318,,,0
0,2,0,S0_full_support,5,6,bad_to_bad,0.231958780470644,-0.10094216716478743,0.5,0.010019978054806589,0.4239004512972098,,,0
0,2,0,S0_full_support,6,7,bad_to_good,0.056074552184271376,-0.029156066844111317,0.07692307692307698,0.015625,0.09718154715691196,1,1,0
0,2,0,S0_full_support,7,8,good_to_good,0.028013424781132557,-0.0429329814257674,0.07692307692307687,0.01041666666666663,-0.07634324308345275,,,0
0,2,0,S0_full_support,8,9,good_to_good,-0.02361927049229351,0.014740662332079268,-0.038461538461538436,-0.006944444444444364,-0.1253441098945678,,,0
0,2,0,S0_full_support,9,10,good_to_good,-0.0873493762462989,0.028698740715619175,-0.15384615384615385,-0.00868055555555558,-0.03287420749868575,,,0
0,2,0,S0_full_support,10,11,good_to_good,-0.05920300490531499,0.020325544921871774,-0.038461538461538436,0.006944444444444421,-0.02210671560841232,,,0
0,2,0,S0_full_support,11,12,good_to_good,-0.04263681126664548,0.014393116717757115,-0.03846153846153855,-0.001736111111111105,-0.014858538429059098,,,0
0,2,0,S0_full_support,12,13,good_to_good,-0.03289280269114114,0.01013505046214247,-0.038461538461538436,0.0,-0.006676222476145965,,,0
0,2,0,S0_full_support,13,14,good_to_good,-0.015812362012438685,0.007493546888512115,-0.07692307692307687,0.0,-0.005933891175605943,,,0
0,2,0,S0_full_support,14,15,good_to_good,-0.01778184831651436,0.006028815006360433,-0.03846153846153855,-0.005774229856248037,-0.007709085749528777,,,0
0,2,0,S0_full_support,15,16,good_to_good,-0.012119502235365731,0.004144863626034168,-0.038461538461538436,-0.002120086150328326,-0.005586194974040726,,,0
0,2,0,S0_full_support,16,17,good_to_good,-0.011905064110991459,0.003019927869917005,-0.07692307692307687,-0.0020195650731574255,-0.00283910894523981,,,0
0,2,0,S0_full_support,17,18,good_to_bad,-0.006953797469704426,0.0021187602827821284,-0.03846153846153849,-0.0009056490094436209,-0.0021782910964338043,0,1,0
0,2,0,S0_full_support,18,19,bad_to_bad,-0.0034197793704141555,0.0014556351989758465,-0.038461538461538436,-0.0006677419041337672,-0.001507047017730745,,,0
0,2,0,S0_full_support,19,20,bad_to_bad,-0.004533005071762408,0.0013100970632641262,-0.07692307692307693,0.000228239887384185,-0.0009638316096027277,,,0
0,2,0,S0_full_support,20,21,bad_to_bad,-0.001017284363765747,0.0009960993015402098,-0.03846153846153849,-0.00046757901876881547,-0.0011782835677088266,,,0
0,2,0,S0_full_support,21,22,bad_to_bad,-0.001986055456063507,0.0005801462162640103,-0.038461538461538436,-0.00021552224860149627,-0.0004346750113030651,,,0
0,2,0,S0_full_support,22,23,bad_to_bad,-0.0030861440905686766,0.0007067602833490394,-0.038461538461538464,-0.00034265232579705485,-0.001026461081699237,,,0
0,2,0,S0_full_support,23,24,bad_to_bad,-0.0007590648051628568,0.00042940210886199814,-0.038461538461538464,-0.0001640385756085383,-0.0002728992586492618,,,0
0,2,0,S0_full_support,24,25,bad_to_bad,-0.0015077136857431506,0.0002843073120688544,-0.038461538461538464,-0.0018368980463185358,0.0002209105566766123,,,0
0,2,0,S0_full_support,25,26,bad_to_bad,-0.0019000052798338607,0.00033863895872920935,-0.038461538461538464,-0.0019120447900334851,-0.0009530637854139878,,,0
0,2,1,S0_full_support,0,1,bad_to_good,0.16006000474129056,-0.048986789542819986,0.1111111111111111,0.045611410249885964,-0.04352719171140751,1,1,1
0,2,1,S0_full_support,1,2,good_to_bad,-0.20720029835961934,0.10848930456958672,-0.18518518518518517,-0.05096173414687627,-0.06894195267027575,1,1,1
0,2,1,S0_full_support,2,3,bad_to_bad,0.06749683022295838,0.0007648315931656491,0.1111111111111111,-0.004874333790240104,-0.14140860564359076,,,0
0,2,1,S0_full_support,3,4,bad_to_bad,-0.022532493235292772,0.011744734094631504,-0.07407407407407407,0.028281144293583027,-0.12655087943842663,,,1
0,2,1,S0_full_support,4,5,bad_to_bad,0.08291037800574697,0.0072850571798430686,0.1111111111111111,-0.03758287650858194,0.01780647898032739,,,1
0,2,1,S0_full_support,5,6,bad_to_bad,-0.1455255605288095,-0.029675711458370335,-0.18518518518518517,0.03562391126322639,0.35500985941916435,,,1
0,2,1,S0_full_support,6,7,bad_to_good,0.23395258293352594,0.008371353299507667,0.25925925925925924,0.052083333333333315,-0.19242821986508418,1,1,1
0,2,1,S0_full_support,7,8,good_to_good,0.09026148891996888,-0.04682644368736133,0.07407407407407407,0.015625000000000056,0.19040567120711605,,,0
0,2,1,S0_full_support,8,9,good_to_good,-0.08585057032996601,-0.044027873370598436,-0.037037037037037035,-0.020833333333333426,0.045608365629481784,,,1
0,2,1,S0_full_support,9,10,good_to_good,0.15433687264524676,-0.04550293657676874,0.33333333333333337,0.001736111111111216,-0.10617050961888463,,,0
0,2,1,S0_full_support,10,11,good_to_good,0.024105388436309938,0.008623015182869231,0.37037037037037035,-0.010416666666666685,0.08139718625234915,,,0
0,2,1,S0_full_support,11,12,good_to_good,-0.011827146614977857,0.0030308091890303146,-0.03703703703703709,-0.005208333333333316,-0.0018373593335228033,,,0
0,2,1,S0_full_support,12,13,good_to_good,-0.006952640907559204,0.000977824866600363,-0.14814814814814814,-0.0034722222222222095,0.006108081039150726,,,0
0,2,1,S0_full_support,13,14,good_to_bad,0.0034823732657800477,0.0008978298458546252,0.11111111111111116,-0.001736111111111105,0.000405529308371122,0,0,0
0,2,1,S0_full_support,14,15,bad_to_bad,-0.0007645180005204644,0.0004283167994766357,-0.03703703703703709,-0.0017361111111111605,0.002937639835189243,,,0
0,2,1,S0_full_support,15,16,bad_to_bad,-0.00019162040615872122,0.0005862437766693818,-0.03703703703703698,0.0,0.0023049887097050803,,,0
0,2,1,S0_full_support,16,17,bad_to_bad,-0.00725663304301194,0.0007817727935279795,-0.18518518518518523,-0.001736111111111105,5.837359563265476e-05,,,0
0,2,1,S0_full_support,17,18,bad_to_bad,0.0010151877035462498,0.00046567694149013406,0.03703703703703709,0.0017361111111111605,-0.0002931378598495238,,,0
0,2,1,S0_full_support,18,19,bad_to_bad,0.0005665580591220909,0.00041488515177356966,0.03703703703703698,0.0,0.00024025089793888732,,,0
0,2,1,S0_full_support,19,20,bad_to_bad,0.0002585496679260446,0.00029186704937433916,0.03703703703703709,-5.551115123125783e-17,0.0016547602227912073,,,0
0,2,1,S0_full_support,20,21,bad_to_bad,-0.0031589642320601907,0.00021401408473509242,-0.18518518518518523,-0.001736111111111105,0.001124933386543292,,,0
0,2,1,S0_full_support,21,22,bad_to_bad,-0.0007354992351934486,0.0001954151764174128,-0.03703703703703698,0.0,0.00016183209130282705,,,0
0,2,1,S0_full_support,22,23,bad_to_bad,-0.0008546291596159827,0.00016581677382421223,-0.03703703703703709,0.0,0.0001858687589884056,,,0
0,2,1,S0_full_support,23,24,bad_to_bad,-7.16202582234926e-05,0.00011017371341404125,-0.037037037037037035,0.0,0.0005777960745140254,,,0
0,2,1,S0_full_support,24,25,bad_to_bad,-0.0005251347763471914,0.00010588322810933803,-0.037037037037037035,0.0,7.195012239025189e-05,,,0
0,2,1,S0_full_support,25,26,bad_to_bad,-0.00027710980590667234,5.860416292002846e-05,-0.037037037037037035,0.0,5.6081761732995616e-05,,,0
0,2,1,S0_full_support,26,27,bad_to_bad,-0.0002697298435323514,5.1457860815729006e-05,-0.037037037037037035,0.0,5.279210092556941e-05,,,0
0,3,0,S0_full_support,0,1,bad_to_good,0.20967464365112753,-0.013373908997234785,0.9090909090909091,0.09895833333333326,-0.06360161888197313,1,1,1
0,3,0,S0_full_support,1,2,good_to_bad,-0.0267982048343669,0.10519097219068696,-0.13636363636363635,-0.09201388888888873,-0.027266279591862896,1,1,1
0,3,0,S0_full_support,2,3,bad_to_bad,-0.12853698420911985,-0.032519251927961124,-0.6818181818181818,0.05381944444444442,0.021064582547514088,,,1
0,3,0,S0_full_support,3,4,bad_to_bad,0.0117156560428614,-0.003762524267771017,0.04545454545454544,0.005208333333333259,0.16542323725948627,,,0
0,3,0,S0_full_support,4,5,bad_to_bad,-0.047182626411264805,0.031679897014766034,-0.0909090909090909,0.01041666666666663,-0.15337882111474888,,,0
0,3,0,S0_full_support,5,6,bad_to_bad,0.09724279486317933,0.008516281717203422,0.13636363636363635,-0.03125,-0.07191928205325498,,,1
0,3,0,S0_full_support,6,7,bad_to_good,0.047239338307805356,-0.03169113558863457,0.04545454545454544,0.08680555555555558,0.07722723765474299,1,1,1
0,3,0,S0_full_support,7,8,good_to_good,0.036802161312572856,-0.03621487708133586,0.5909090909090909,0.003472222222222321,-0.010630336781683125,,,0
0,3,0,S0_full_support,8,9,good_to_good,0.004127691562361702,-0.02797713152129433,0.045454545454545414,0.02083333333333326,-0.014946522219818514,,,1
0,3,0,S0_full_support,9,10,good_to_good,0.020884861737513694,-0.028651997366338278,0.09090909090909094,-0.02256944444444442,-0.04704393455747202,,,1
0,3,0,S0_full_support,10,11,good_to_good,0.0015413704750896207,-0.011006295798964616,0.045454545454545414,0.00694444444444442,0.033064107651783026,,,0
0,3,0,S0_full_support,11,12,good_to_good,-0.049416047281940934,0.002790382108422085,-0.2727272727272727,0.01736111111111116,0.01207085986689127,,,0
0,3,0,S0_full_support,12,13,good_to_good,-0.004605388360111595,0.0006700789302460652,-0.045454545454545525,0.0017361111111110494,0.0012296825982147652,,,0
0,3,0,S0_full_support,13,14,good_to_good,-0.003971193583802934,0.0004929559869466527,-0.18181818181818177,1.1102230246251565e-16,6.287777100377756e-05,,,0
0,3,0,S0_full_support,14,15,good_to_good,0.00041200447669209606,0.00028456666239917716,0.09090909090909094,0.0,0.000366484239280096,,,0
0,3,0,S0_full_support,15,16,good_to_good,0.00021574065994467428,0.00025086535498730633,0.045454545454545414,0.0,0.00026230788807179994,,,0
0,3,0,S0_full_support,16,17,good_to_good,-0.0004734278480572618,0.0002183948150156212,-0.09090909090909094,0.0017361111111110494,-5.4966064424344374e-05,,,0
0,3,0,S0_full_support,17,18,good_to_good,-0.0007417207381570368,0.00014513019831841056,-0.09090909090909088,-0.0017361111111111605,-0.00015727767098727696,,,0
0,3,0,S0_full_support,18,19,good_to_good,-0.0014231307694462236,0.00012511624114541764,-0.045454545454545414,0.0017361111111111605,-0.0001904923927119606,,,0
0,3,0,S0_full_support,19,20,good_to_good,-0.0004854079800238331,8.162023500013493e-05,-0.09090909090909094,0.0,5.4044648545192864e-05,,,0
0,3,0,S0_full_support,20,21,good_to_good,-0.0010034075437883594,6.566475867986199e-05,-0.04545454545454547,0.0,5.735264831052689e-06,,,0
0,3,0,S0_full_support,21,22,good_to_good,0.0010589473800667326,6.741167729806818e-05,0.09090909090909094,0.0,6.770182344040254e-05,,,0
0,3,1,S0_full_support,0,1,bad_to_bad,-0.1617365439823577,-0.03421190934717144,-0.5,-0.05555555555555558,-0.07386647622759096,,,1
0,3,1,S0_full_support,1,2,bad_to_bad,-0.007878855263947937,-0.04336371151068563,-0.08333333333333334,0.03125000000000011,-0.08725137571726876,,,1
0,3,1,S0_full_support,2,3,bad_to_bad,0.1264446647910359,0.10684038411569907,0.5,-0.06076388888888895,0.15514274020057073,,,1
0,3,1,S0_full_support,3,4,bad_to_bad,-0.2640130092071834,-0.0002707089905149562,-0.6666666666666666,0.10069444444444453,0.047455779802363596,,,1
0,3,1,S0_full_support,4,5,bad_to_bad,0.23296229492366827,-0.011945633841498049,0.5416666666666666,-0.03298611111111127,0.00031810576699675686,,,1
0,3,1,S0_full_support,5,6,bad_to_bad,-0.17463581298590503,0.030424207557184224,-0.4583333333333333,0.005208333333333481,-0.08902958843935854,,,0
0,3,1,S0_full_support,6,7,bad_to_bad,0.06259720698957194,-0.004178382028915961,0.04166666666666667,0.02430555555555547,0.028744556782465736,,,1
0,3,1,S0_full_support,7,8,bad_to_bad,-0.0942334915214802,0.011935847108617503,-0.08333333333333334,-0.00520833333333337,0.030106728053682752,,,0
0,3,1,S0_full_support,8,9,bad_to_bad,0.11689125816422208,-0.04921352317131222,0.16666666666666669,-0.003472222222222099,0.011171525369872981,,,0
0,3,1,S0_full_support,9,10,bad_to_bad,0.1739157797964196,-0.03961048744292761,0.5833333333333333,0.02604166666666652,-0.04667099197142649,,,1
0,3,1,S0_full_support,10,11,bad_to_bad,0.019792918382719793,-0.033543111615935484,0.04166666666666674,-0.03298611111111105,0.030406669219248894,,,1
0,3,1,S0_full_support,11,12,bad_to_bad,0.04205115363078582,-0.007800721220861173,0.16666666666666663,0.02951388888888895,-0.06296829111887603,,,1
0,3,1,S0_full_support,12,13,bad_to_bad,-0.010437095816795972,0.008833876669362972,-0.04166666666666663,0.0,-0.018045169592256882,,,0
0,3,1,S0_full_support,13,14,bad_to_bad,-0.0081050067908216,0.0168838399584037,-0.04166666666666674,0.0,-0.024946121913268615,,,0
0,3,1,S0_full_support,14,15,bad_to_bad,-0.0203247652027696,0.02918926343773931,-0.04166666666666663,-0.01041666666666674,-0.023571985739937795,,,0
0,3,1,S0_full_support,15,16,bad_to_bad,-0.04892819574646734,0.0373416596446432,-0.16666666666666663,-0.015624999999999889,-0.02759445538865707,,,0
0,3,1,S0_full_support,16,17,bad_to_bad,-0.041180139513825376,0.03665656155552033,-0.08333333333333337,-0.006944444444444531,-0.027547698191502934,,,0
0,3,1,S0_full_support,17,18,bad_to_bad,-0.019093990379049797,0.027743845044317483,-0.2916666666666667,-0.005208333333333259,-0.019360982692429418,,,0
0,3,1,S0_full_support,18,19,bad_to_bad,-0.0035056270575226645,0.0004240760047566905,-0.04166666666666663,-0.0017361111111111605,0.0037395132022823296,,,0
0,3,1,S0_full_support,19,20,bad_to_bad,0.0039072525118223345,-0.0002710160016721197,0.125,-0.00520833333333337,0.0038032426754003867,,,0
0,3,1,S0_full_support,20,21,bad_to_bad,0.0009411937169776508,0.0007210286666679,0.08333333333333331,-0.0017361111111110494,0.0004862968662512346,,,0
0,3,1,S0_full_support,21,22,bad_to_bad,0.0009010571268169842,0.0003559469599099252,0.08333333333333337,0.0,0.0018986550552476666,,,0
0,3,1,S0_full_support,22,23,bad_to_bad,-0.0013050405533161502,0.00020110272488371717,-0.12500000000000006,0.0,0.00035218392393832065,,,0
0,3,1,S0_full_support,23,24,bad_to_bad,-0.0007462111715605957,0.0002746465987337743,-0.08333333333333331,0.0,0.00010664620255668167,,,0
0,4,0,S0_full_support,0,1,bad_to_good,-0.19585164501975996,0.0597923846566355,-0.5217391304347826,0.041666666666666685,-0.17369362152958434,0,0,1
0,4,0,S0_full_support,1,2,good_to_bad,0.17836913331148432,0.0787870581592095,0.4782608695652174,-0.03472222222222221,0.08433533638585,0,0,1
0,4,0,S0_full_support,2,3,bad_to_good,-0.020445483841143114,-0.03833400401068765,-0.08695652173913043,0.022569444444444475,0.06055292057301265,0,0,1
0,4,0,S0_full_support,3,4,good_to_bad,-0.10554592278388736,0.035531679557304074,-0.30434782608695654,-0.01388888888888895,-0.00014940328230284017,1,1,0
0,4,0,S0_full_support,4,5,bad_to_bad,0.12304998362651998,-0.06217437292486838,0.34782608695652173,-0.02083333333333326,-0.005933872202096069,,,1
0,4,0,S0_full_support,5,6,bad_to_good,-0.10676561750213467,0.06403953842465382,-0.2608695652173913,0.02777777777777779,-0.14537572305312296,0,0,1
0,4,0,S0_full_support,6,7,good_to_bad,0.07646722737145631,-0.0077310439922055885,0.17391304347826086,-0.01041666666666674,0.22555189841267964,0,0,0
0,4,0,S0_full_support,7,8,bad_to_bad,-0.08263827643255237,-0.015775910528932235,-0.21739130434782608,0.0034722222222222654,-0.0973160201459271,,,0
0,4,0,S0_full_support,8,9,bad_to_good,0.07539101193466055,-0.029011369142945442,0.1739130434782609,0.03472222222222221,0.059384425625676696,1,1,1
0,4,0,S0_full_support,9,10,good_to_good,-0.09048327989512915,0.05399214083222936,-0.26086956521739135,-0.032986111111111105,-0.08669421652469522,,,1
0,4,0,S0_full_support,10,11,good_to_good,0.07673847692541082,-0.008636054841240748,0.17391304347826086,0.03645833333333337,-0.1599977413980621,,,1
0,4,0,S0_full_support,11,12,good_to_good,0.18166225315425716,-0.06469802225169763,0.7391304347826088,-0.02604166666666674,0.17795722942654724,,,1
0,4,0,S0_full_support,12,13,good_to_bad,-0.027463571998642355,-0.034809787856071694,-0.0434782608695653,-0.012152777777777735,-0.02562492446569975,1,1,0
0,4,0,S0_full_support,13,14,bad_to_bad,-0.04428377980823328,-0.04476235307216758,-0.17391304347826086,-0.010416666666666685,-0.011250007958141461,,,0
0,4,0,S0_full_support,14,15,bad_to_bad,0.13108110030143594,-0.0014089048967839135,0.26086956521739135,0.00868055555555558,-0.06988339179587022,,,0
0,4,0,S0_full_support,15,16,bad_to_good,-0.12537443279433852,0.09183820767448536,-0.21739130434782605,0.005208333333333259,0.1412408463386824,0,0,0
0,4,0,S0_full_support,16,17,good_to_good,0.0030544418009094687,0.05552795537025501,0.04347826086956519,0.017361111111111105,-0.10796792274429179,,,0
0,4,0,S0_full_support,17,18,good_to_good,-0.031179414909491,0.008644563937263317,-0.26086956521739135,-0.00868055555555547,-0.010860937391156456,,,0
0,4,0,S0_full_support,18,19,good_to_good,0.014333102299933398,-0.009417949621517208,0.08695652173913049,0.027777777777777735,0.045662196702356606,,,1
0,4,0,S0_full_support,19,20,good_to_good,0.005398616861156169,-0.004458595866674742,0.04347826086956519,0.01736111111111116,-0.03127397214223393,,,0
0,4,0,S0_full_support,20,21,good_to_good,-0.10703879916428313,0.009164886408042472,-0.43478260869565216,0.0034722222222221544,0.004536354785034558,,,0
0,4,0,S0_full_support,21,22,good_to_good,0.09279162206885108,-0.0122345052474917,0.3478260869565218,-0.01736111111111105,-0.10748226155787216,,,0
0,4,0,S0_full_support,22,23,good_to_good,0.02735987048475491,0.022892440043910334,0.26086956521739124,0.012152777777777735,0.0347900301410588,,,0
0,4,1,S0_full_support,0,1,bad_to_bad,-0.09532163163400809,0.2090532284608786,-0.17142857142857137,0.044015178844289016,0.21976481860495944,,,1
0,4,1,S0_full_support,1,2,bad_to_bad,0.05001007655997869,-0.06294448392752916,0.08571428571428574,-0.015625,-0.17274859591286384,,,0
0,4,1,S0_full_support,2,3,bad_to_bad,0.023975928553659043,-0.009537152190080556,0.02857142857142847,0.03993055555555558,0.045406631200030856,,,1
0,4,1,S0_full_support,3,4,bad_to_good,0.06255778122984174,0.08185206103406484,0.11428571428571432,0.06423611111111105,-0.1835880703287372,1,1,1
0,4,1,S0_full_support,4,5,good_to_good,-0.09235627895572307,-0.06888616587445229,-0.17142857142857137,-0.012152777777777735,0.11650654896716078,,,0
0,4,1,S0_full_support,5,6,good_to_good,0.03212256895008686,-0.051438649542817294,0.08571428571428563,-0.017361111111111105,0.1387426752481411,,,0
0,4,1,S0_full_support,6,7,good_to_good,0.0678506559048056,-0.03740574675963482,0.11428571428571432,0.0017361111111111058,-0.06936197807147848,,,0
0,4,1,S0_full_support,7,8,good_to_bad,-0.03909294301175714,-0.010351829562922799,-0.05714285714285716,-0.012152777777777846,0.05050334360515207,1,1,0
0,4,1,S0_full_support,8,9,bad_to_bad,-0.07485880904851142,0.012243625589797857,-0.17142857142857137,-0.00694444444444442,0.020073295923167533,,,0
0,4,1,S0_full_support,9,10,bad_to_bad,-0.06905604052340278,0.0173883948733351,-0.05714285714285716,0.006944444444444475,-0.0017751118463069648,,,0
0,4,1,S0_full_support,10,11,bad_to_bad,-0.09282951823287393,0.04669703210489662,-0.02857142857142858,-5.551115123125783e-17,-0.031212343339823034,,,0
0,4,1,S0_full_support,11,12,bad_to_bad,-0.05034441424121738,0.0591031225191021,-0.02857142857142858,-0.01388888888888884,-0.03577556794989978,,,0
0,4,1,S0_full_support,12,13,bad_to_bad,-0.012354386962385812,0.030266571979484902,-0.6571428571428571,-0.006944444444444475,-0.005684379760426239,,,0
0,4,1,S0_full_support,13,14,bad_to_bad,0.00025562453167646965,0.0024301801295627534,0.05714285714285714,-0.005208333333333315,0.0007378974171338148,,,0
0,4,1,S0_full_support,14,15,bad_to_bad,-5.3061930676185504e-05,0.0009009939615713947,-0.02857142857142857,-0.00347222222222221,0.0032274380936541114,,,0
0,4,1,S0_full_support,15,16,bad_to_bad,0.00014319824199655884,0.00022454408096594936,0.05714285714285715,0.001736111111111105,0.001194544122618657,,,0
0,4,1,S0_full_support,16,17,bad_to_bad,5.3045426811469676e-05,7.495489486175622e-05,0.028571428571428567,-0.005208333333333315,0.0014426419265165524,,,0
0,4,1,S0_full_support,17,18,bad_to_bad,0.0005607241997326422,-0.0006861156269829527,0.08571428571428573,0.001736111111111105,0.0015491447658628754,,,0
0,4,1,S0_full_support,18,19,bad_to_bad,-0.0003072484094098771,0.0005909544540405598,-0.05714285714285716,0.0,0.000481182716246753,,,0
0,4,1,S0_full_support,19,20,bad_to_bad,0.00015110355074477236,0.00026197825106832884,0.02857142857142858,0.0,0.0003357012567828388,,,0
