dataset,backbone,seed,fold,target_subject,split_id,n_calibration,n_audit,calibration_idx_hash,audit_idx_hash,calibration_label_hash,audit_label_hash,disjoint
Lee2019_MI,EEGNet,0,3,3,5,100,100,0cc241fd504b1775,a1aa986c28fed7a6,568ffe71bca9c501,5cf7018f0efa0876,True
Lee2019_MI,EEGNet,0,3,3,6,100,100,de07414b7d8200ce,e2b48285b551ec5a,595fcdd530a7ba1b,dc0e5d0b62b3b8d2,True
Lee2019_MI,EEGNet,0,3,3,7,100,100,ee92d2a718f6e713,cd23c2684803919a,8fa670026372bda1,7b09925dcfc31285,True
Lee2019_MI,EEGNet,0,3,3,8,100,100,fed00ba15f69c3aa,2d4f5c72b68c0e7e,809a2b87afe39990,c0ad02b112229954,True
Lee2019_MI,EEGNet,0,3,3,9,100,100,6766e18f7f54a5f3,46ff0f1243ead925,9280f69c93c74090,f11c498aedaf403e,True
Lee2019_MI,EEGNet,0,3,3,10,100,100,9912525ef7ab16dd,7410d96c81b8f225,a9f69fcfc99c1d9c,6ad0bc5234e46541,True
Lee2019_MI,EEGNet,0,4,4,1,100,100,3bf8e77da4368866,d3d9ffce8ebd9a94,73adcbcc26d8beee,f9e9155166520b3c,True
Lee2019_MI,EEGNet,0,4,4,2,100,100,e13ab0c5e06826d6,500ff8519544aafd,9aab54afb046fee5,90d83e5625e30f12,True
Lee2019_MI,EEGNet,0,4,4,3,100,100,e5e6289c64ce785a,d2d8261fbefb9f21,540c1b6bc504169f,7f88c343d25d5e98,True
Lee2019_MI,EEGNet,0,4,4,4,100,100,ad1685746d07e25c,7a1912e452d2a47b,84bbfa93651b5c6f,a544c7a7f200d046,True
Lee2019_MI,EEGNet,0,4,4,5,100,100,df9d213e26ea3021,8a7a3195f6839aec,73ddd72ee593165a,0dcc785fecc9b530,True
Lee2019_MI,EEGNet,0,4,4,6,100,100,3aa66eae84acf0c0,1759b9abf49437be,2fb8dd27c95ece21,4caa8dbb0087a773,True
Lee2019_MI,EEGNet,0,4,4,7,100,100,5f9626b445ca0988,ac9b9bc2e893f75c,5cfaee1320172989,281536d02dca1f60,True
Lee2019_MI,EEGNet,0,4,4,8,100,100,9abe6bac8aac1575,4b2a722485667a57,f3d8b9d1e4dcb4a9,89891dff79df5590,True
Lee2019_MI,EEGNet,0,4,4,9,100,100,b7dfce71665b2460,8543441bd1c4b85f,d11a29a648074e1a,f4c8cedb25660cdd,True
Lee2019_MI,EEGNet,0,4,4,10,100,100,6e6f12e939dae144,291af332266bd0c6,fdf8fc29db1a0d04,ad5d064cffeac8b9,True
Lee2019_MI,EEGNet,0,5,5,1,100,100,8424867ddf75a86a,88c658a2a0e56b13,64b00fb20fd1632e,e14c4e72aa3644ed,True
Lee2019_MI,EEGNet,0,5,5,2,100,100,83e940a3971a8421,8ba00feb6491edf8,e4f593848d5b42d4,c647d2ffc97d0e42,True
Lee2019_MI,EEGNet,0,5,5,3,100,100,44631a3f5e879785,f2a29aac6b5e00c5,9b15da966f6e8451,c015252b8c6efb4c,True
Lee2019_MI,EEGNet,0,5,5,4,100,100,7ab9b9af22209cd6,d42af8de0cfbf6f7,39ef8f5c2eb1f915,b4063dd8940d7abe,True
Lee2019_MI,EEGNet,0,5,5,5,100,100,6ad54f77540996fe,ce47e0323d5efc8c,46012f0df51643ad,90a0ca032303cc8b,True
Lee2019_MI,EEGNet,0,5,5,6,100,100,170476c452ec37f5,32b29697e4982486,215896a33d78d1e5,864226ea173e946d,True
Lee2019_MI,EEGNet,0,5,5,7,100,100,bdc55b3fb8a4695d,abdc74138d35deb1,0d29fd4215c664d8,17d01a00066960a7,True
Lee2019_MI,EEGNet,0,5,5,8,100,100,2908e5f709c9a1fc,acd323c736011cd4,de8ed3d3d2b18ed6,0c975f2cbbefd976,True
Lee2019_MI,EEGNet,0,5,5,9,100,100,82be63f56a6e44b1,a90045e07f66a650,145d0c0039cb8046,d39219acf56e41e0,True
Lee2019_MI,EEGNet,0,5,5,10,100,100,7875adcb3ce9659e,252a09c0b1518199,03a8840c2cc4f16c,f1b488ea15bbe24b,True
Cho2017,EEGNet,0,1,1,1,100,100,b61a1b6da87b2b53,def6022606ce4cf1,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,1,1,2,100,100,defba0cdb0155188,d170fbc24fcc2cde,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,1,1,3,100,100,9e36d473e904096a,9e4bdde721772409,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,1,1,4,100,100,df108735776a5c75,bbf3da747a3ab74d,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,1,1,5,100,100,7c82fc6ad0f2d545,7a20d210928e1ece,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,1,1,6,100,100,bc6395662f4726a2,cbbc07b83e8377b9,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,1,1,7,100,100,820f72b1f9d0e4ee,e229a002310b4876,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,1,1,8,100,100,f8e8759095dae164,a02d30f8de028d25,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,1,1,9,100,100,f15b3e252c755ceb,8161eda600af75a8,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,1,1,10,100,100,f09f40fdfa923062,0055d559a030be43,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,2,2,1,100,100,b61a1b6da87b2b53,def6022606ce4cf1,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,2,2,2,100,100,defba0cdb0155188,d170fbc24fcc2cde,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,2,2,3,100,100,9e36d473e904096a,9e4bdde721772409,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,2,2,4,100,100,df108735776a5c75,bbf3da747a3ab74d,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,2,2,5,100,100,7c82fc6ad0f2d545,7a20d210928e1ece,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,2,2,6,100,100,bc6395662f4726a2,cbbc07b83e8377b9,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,2,2,7,100,100,820f72b1f9d0e4ee,e229a002310b4876,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,2,2,8,100,100,f8e8759095dae164,a02d30f8de028d25,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,2,2,9,100,100,f15b3e252c755ceb,8161eda600af75a8,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,2,2,10,100,100,f09f40fdfa923062,0055d559a030be43,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,3,3,1,100,100,b61a1b6da87b2b53,def6022606ce4cf1,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,3,3,2,100,100,defba0cdb0155188,d170fbc24fcc2cde,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,3,3,3,100,100,9e36d473e904096a,9e4bdde721772409,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,3,3,4,100,100,df108735776a5c75,bbf3da747a3ab74d,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,3,3,5,100,100,7c82fc6ad0f2d545,7a20d210928e1ece,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,3,3,6,100,100,bc6395662f4726a2,cbbc07b83e8377b9,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,3,3,7,100,100,820f72b1f9d0e4ee,e229a002310b4876,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,3,3,8,100,100,f8e8759095dae164,a02d30f8de028d25,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,3,3,9,100,100,f15b3e252c755ceb,8161eda600af75a8,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,3,3,10,100,100,f09f40fdfa923062,0055d559a030be43,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,4,4,1,100,100,b61a1b6da87b2b53,def6022606ce4cf1,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,4,4,2,100,100,defba0cdb0155188,d170fbc24fcc2cde,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,4,4,3,100,100,9e36d473e904096a,9e4bdde721772409,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,4,4,4,100,100,df108735776a5c75,bbf3da747a3ab74d,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,4,4,5,100,100,7c82fc6ad0f2d545,7a20d210928e1ece,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,4,4,6,100,100,bc6395662f4726a2,cbbc07b83e8377b9,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,4,4,7,100,100,820f72b1f9d0e4ee,e229a002310b4876,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,4,4,8,100,100,f8e8759095dae164,a02d30f8de028d25,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,4,4,9,100,100,f15b3e252c755ceb,8161eda600af75a8,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,4,4,10,100,100,f09f40fdfa923062,0055d559a030be43,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,5,5,1,100,100,b61a1b6da87b2b53,def6022606ce4cf1,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,5,5,2,100,100,defba0cdb0155188,d170fbc24fcc2cde,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,5,5,3,100,100,9e36d473e904096a,9e4bdde721772409,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,5,5,4,100,100,df108735776a5c75,bbf3da747a3ab74d,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,5,5,5,100,100,7c82fc6ad0f2d545,7a20d210928e1ece,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,5,5,6,100,100,bc6395662f4726a2,cbbc07b83e8377b9,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,5,5,7,100,100,820f72b1f9d0e4ee,e229a002310b4876,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,5,5,8,100,100,f8e8759095dae164,a02d30f8de028d25,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,5,5,9,100,100,f15b3e252c755ceb,8161eda600af75a8,7a2d1817052f5e48,7a2d1817052f5e48,True
Cho2017,EEGNet,0,5,5,10,100,100,f09f40fdfa923062,0055d559a030be43,7a2d1817052f5e48,7a2d1817052f5e48,True
