unit_id,artifact_kind,path,bytes,expected_sha256,observed_sha256,replay_pass,verification_mode
c84l1_00cb2c89efa87efe281dbb9229c63e53,target_artifact,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/complete_target_unlabeled_v2/c84l1_00cb2c89efa87efe281dbb9229c63e53.npz,29734274,4d0af05bc5e86b6f35c1d12eec8aa96bbfffacf39ea0d8efd0b52405e28dad61,4d0af05bc5e86b6f35c1d12eec8aa96bbfffacf39ea0d8efd0b52405e28dad61,1,stream_sha256
c84l1_00cb2c89efa87efe281dbb9229c63e53,target_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/target_context_digest_index_v2/c84l1_00cb2c89efa87efe281dbb9229c63e53.json,8500,20c4d7a60d1e76370b07b61d562bd33293a76c6c0db4b7898a30df073cb17f1d,20c4d7a60d1e76370b07b61d562bd33293a76c6c0db4b7898a30df073cb17f1d,1,stream_sha256
c84l1_00cb2c89efa87efe281dbb9229c63e53,source_audit,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Cho2017/panel_B/seed_6/level_1/source_audit/c84l1_00cb2c89efa87efe281dbb9229c63e53.npz,17821,2bc84fc1d9f51616efd33048d3d1e235f668d0cab4d3f268b5f89460ac1c5ec4,2bc84fc1d9f51616efd33048d3d1e235f668d0cab4d3f268b5f89460ac1c5ec4,1,stream_sha256
c84l1_00cb2c89efa87efe281dbb9229c63e53,training_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Cho2017/panel_B/seed_6/level_1/sidecars/c84l1_00cb2c89efa87efe281dbb9229c63e53.json,4309,d94aac49e0ebb81684d145017b51d93562e19e405165ba23a6354b7b0a0c99d1,d94aac49e0ebb81684d145017b51d93562e19e405165ba23a6354b7b0a0c99d1,1,stream_sha256
c84l1_017484469b67c502df30c6e010d6fb00,target_artifact,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/complete_target_unlabeled_v2/c84l1_017484469b67c502df30c6e010d6fb00.npz,30974579,d237ffc28624fcf2717653a96c61b2cd0e3d38157693c660ca27f3142450a4f0,d237ffc28624fcf2717653a96c61b2cd0e3d38157693c660ca27f3142450a4f0,1,stream_sha256
c84l1_017484469b67c502df30c6e010d6fb00,target_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/target_context_digest_index_v2/c84l1_017484469b67c502df30c6e010d6fb00.json,8503,02b487d946de164e35509c8ec40498627ff2df580e91d2d3c11d24b2db32c185,02b487d946de164e35509c8ec40498627ff2df580e91d2d3c11d24b2db32c185,1,stream_sha256
c84l1_017484469b67c502df30c6e010d6fb00,source_audit,/projects/EEG-foundation-model/yinghao/oaci-c84-level1-canary-v2/lock_f9ebd88c72915bb41ba2/Cho2017/source_audit/c84l1_017484469b67c502df30c6e010d6fb00.npz,16712,366f45348f58f79c9918e7147075bd7ad18db5c3878aa217a16f4b4b31ef0f91,366f45348f58f79c9918e7147075bd7ad18db5c3878aa217a16f4b4b31ef0f91,1,stream_sha256
c84l1_017484469b67c502df30c6e010d6fb00,training_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-level1-canary-v2/lock_f9ebd88c72915bb41ba2/Cho2017/sidecars/c84l1_017484469b67c502df30c6e010d6fb00.json,5514,1a07e2712062b062d30ba0f863673dbaef1ede25a78b07187ef3190ba62a34d1,1a07e2712062b062d30ba0f863673dbaef1ede25a78b07187ef3190ba62a34d1,1,stream_sha256
c84l1_01998cde253a2272515e77a46601ab0e,target_artifact,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/complete_target_unlabeled_v2/c84l1_01998cde253a2272515e77a46601ab0e.npz,17057394,a1efa183ef9082850e222a9ca224976b22f2bacd7f7d577c6c65c0e74635c17f,a1efa183ef9082850e222a9ca224976b22f2bacd7f7d577c6c65c0e74635c17f,1,stream_sha256
c84l1_01998cde253a2272515e77a46601ab0e,target_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/target_context_digest_index_v2/c84l1_01998cde253a2272515e77a46601ab0e.json,8958,c5baa61fa7246cc9c220ca42558ebdcf519986d7b638dfe7966725de1a898a66,c5baa61fa7246cc9c220ca42558ebdcf519986d7b638dfe7966725de1a898a66,1,stream_sha256
c84l1_01998cde253a2272515e77a46601ab0e,source_audit,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Lee2019_MI/panel_B/seed_6/level_1/source_audit/c84l1_01998cde253a2272515e77a46601ab0e.npz,9764,1e5b10da66cb155878ec81a24687d66363deadbdf0044d0da8505fc8cb4c598f,1e5b10da66cb155878ec81a24687d66363deadbdf0044d0da8505fc8cb4c598f,1,stream_sha256
c84l1_01998cde253a2272515e77a46601ab0e,training_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Lee2019_MI/panel_B/seed_6/level_1/sidecars/c84l1_01998cde253a2272515e77a46601ab0e.json,4371,24f46b21862687fdcc1e039c9dd05dbe5a50638a23a3e5ab353ba35298f7fe45,24f46b21862687fdcc1e039c9dd05dbe5a50638a23a3e5ab353ba35298f7fe45,1,stream_sha256
c84l1_01da71600b6a73373343eccb9205e4aa,target_artifact,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/complete_target_unlabeled_v2/c84l1_01da71600b6a73373343eccb9205e4aa.npz,30015176,efcd0a97d635031c22dc6071d2a8217cbb5b39c53e765b1f28be776e49e62739,efcd0a97d635031c22dc6071d2a8217cbb5b39c53e765b1f28be776e49e62739,1,stream_sha256
c84l1_01da71600b6a73373343eccb9205e4aa,target_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/target_context_digest_index_v2/c84l1_01da71600b6a73373343eccb9205e4aa.json,8502,c8c97cd412dfddcb5875e6763dfac8b7d64d6c35f82c85279c82b701875715db,c8c97cd412dfddcb5875e6763dfac8b7d64d6c35f82c85279c82b701875715db,1,stream_sha256
c84l1_01da71600b6a73373343eccb9205e4aa,source_audit,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Cho2017/panel_B/seed_5/level_1/source_audit/c84l1_01da71600b6a73373343eccb9205e4aa.npz,17984,a49930108fc99632721fe090d502326af704e8df94577fe8544c1fe39330d966,a49930108fc99632721fe090d502326af704e8df94577fe8544c1fe39330d966,1,stream_sha256
c84l1_01da71600b6a73373343eccb9205e4aa,training_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Cho2017/panel_B/seed_5/level_1/sidecars/c84l1_01da71600b6a73373343eccb9205e4aa.json,4308,f6e38798431d214ccbba423a437d56435a4013996ed06dfc7a521f94bfd5547e,f6e38798431d214ccbba423a437d56435a4013996ed06dfc7a521f94bfd5547e,1,stream_sha256
c84l1_01f38ee1591728f929ada4db60ce67ab,target_artifact,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/complete_target_unlabeled_v2/c84l1_01f38ee1591728f929ada4db60ce67ab.npz,26493962,cdc132b11d05aa5d5fa1f1e755e198855e6ef0bf67aec12c04c23327534685d4,cdc132b11d05aa5d5fa1f1e755e198855e6ef0bf67aec12c04c23327534685d4,1,stream_sha256
c84l1_01f38ee1591728f929ada4db60ce67ab,target_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/target_context_digest_index_v2/c84l1_01f38ee1591728f929ada4db60ce67ab.json,19903,0fa708e6e7fe9ee087b94be12bc6cc69e3dda0b86816935b892f7f9d897e4c79,0fa708e6e7fe9ee087b94be12bc6cc69e3dda0b86816935b892f7f9d897e4c79,1,stream_sha256
c84l1_01f38ee1591728f929ada4db60ce67ab,source_audit,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/PhysionetMI/panel_B/seed_6/level_1/source_audit/c84l1_01f38ee1591728f929ada4db60ce67ab.npz,5780,60d459629ff90bfab267bed26a7d1d72fa93d293ebbda5af823f5b33ab50d63f,60d459629ff90bfab267bed26a7d1d72fa93d293ebbda5af823f5b33ab50d63f,1,stream_sha256
c84l1_01f38ee1591728f929ada4db60ce67ab,training_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/PhysionetMI/panel_B/seed_6/level_1/sidecars/c84l1_01f38ee1591728f929ada4db60ce67ab.json,4337,24bcd053caa00bfed3acd5de0e0e709ce4e023af88567326c39df94e41dde1f3,24bcd053caa00bfed3acd5de0e0e709ce4e023af88567326c39df94e41dde1f3,1,stream_sha256
c84l1_02186bfde8af83eecc1e6194bc047e8e,target_artifact,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/complete_target_unlabeled_v2/c84l1_02186bfde8af83eecc1e6194bc047e8e.npz,31015722,070bc59a4043d3e8c07ab875e86d8a07379a04c2482a60002bcc527e7876fd5c,070bc59a4043d3e8c07ab875e86d8a07379a04c2482a60002bcc527e7876fd5c,1,stream_sha256
c84l1_02186bfde8af83eecc1e6194bc047e8e,target_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/target_context_digest_index_v2/c84l1_02186bfde8af83eecc1e6194bc047e8e.json,8503,cb636aa348d85ba3c5eeb6f187bb3e87a0436891c8c908386b040c8a2879b7a7,cb636aa348d85ba3c5eeb6f187bb3e87a0436891c8c908386b040c8a2879b7a7,1,stream_sha256
c84l1_02186bfde8af83eecc1e6194bc047e8e,source_audit,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Cho2017/panel_A/seed_6/level_1/source_audit/c84l1_02186bfde8af83eecc1e6194bc047e8e.npz,16706,27146267b21c4ce20c49719f6085d7ff27675d850c2433be46e4b03ad184e6a7,27146267b21c4ce20c49719f6085d7ff27675d850c2433be46e4b03ad184e6a7,1,stream_sha256
c84l1_02186bfde8af83eecc1e6194bc047e8e,training_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Cho2017/panel_A/seed_6/level_1/sidecars/c84l1_02186bfde8af83eecc1e6194bc047e8e.json,4356,4d656d8ccba987ff6ae81a05d20735507c3b6c192563153eedfa98f1b71b373a,4d656d8ccba987ff6ae81a05d20735507c3b6c192563153eedfa98f1b71b373a,1,stream_sha256
c84l1_02e3ce8cd2e2f90e2373996787c8c662,target_artifact,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/complete_target_unlabeled_v2/c84l1_02e3ce8cd2e2f90e2373996787c8c662.npz,30963080,88539378d120ea3c03c68acdfdf3fecda7b24ddb5a8269528ea27191f5aa8f4b,88539378d120ea3c03c68acdfdf3fecda7b24ddb5a8269528ea27191f5aa8f4b,1,stream_sha256
c84l1_02e3ce8cd2e2f90e2373996787c8c662,target_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/target_context_digest_index_v2/c84l1_02e3ce8cd2e2f90e2373996787c8c662.json,8501,8ea639852f663ed7aa561ea916b8897c89ad6edea33dac5b040f529d9dd339fa,8ea639852f663ed7aa561ea916b8897c89ad6edea33dac5b040f529d9dd339fa,1,stream_sha256
c84l1_02e3ce8cd2e2f90e2373996787c8c662,source_audit,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Cho2017/panel_B/seed_5/level_1/source_audit/c84l1_02e3ce8cd2e2f90e2373996787c8c662.npz,18091,6023dea4e6c77f7d60ac2c8b5e87c4e0a20950aa6ad98853fc7c77fe663272a9,6023dea4e6c77f7d60ac2c8b5e87c4e0a20950aa6ad98853fc7c77fe663272a9,1,stream_sha256
c84l1_02e3ce8cd2e2f90e2373996787c8c662,training_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Cho2017/panel_B/seed_5/level_1/sidecars/c84l1_02e3ce8cd2e2f90e2373996787c8c662.json,4348,3e3e1e0ede00254baaf36a62e673aa7310e1d1925369ac04250539952d2360af,3e3e1e0ede00254baaf36a62e673aa7310e1d1925369ac04250539952d2360af,1,stream_sha256
c84l1_03437a3e2c06b40de5e3f31dc4b09e14,target_artifact,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/complete_target_unlabeled_v2/c84l1_03437a3e2c06b40de5e3f31dc4b09e14.npz,30362897,9cc65cfacce619de5b3bb9d461706420ba83915689cf24ee4e435ebc64a52960,9cc65cfacce619de5b3bb9d461706420ba83915689cf24ee4e435ebc64a52960,1,stream_sha256
c84l1_03437a3e2c06b40de5e3f31dc4b09e14,target_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/target_context_digest_index_v2/c84l1_03437a3e2c06b40de5e3f31dc4b09e14.json,8504,27885722190e7b66293ac427b86c180179f87abcea45b959e2478e4dd6f8cc5c,27885722190e7b66293ac427b86c180179f87abcea45b959e2478e4dd6f8cc5c,1,stream_sha256
c84l1_03437a3e2c06b40de5e3f31dc4b09e14,source_audit,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Cho2017/panel_B/seed_5/level_1/source_audit/c84l1_03437a3e2c06b40de5e3f31dc4b09e14.npz,18064,371e326474f254a54a75eeb5d4ac6877dfcede422bd3c966361c1140d25b8251,371e326474f254a54a75eeb5d4ac6877dfcede422bd3c966361c1140d25b8251,1,stream_sha256
c84l1_03437a3e2c06b40de5e3f31dc4b09e14,training_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Cho2017/panel_B/seed_5/level_1/sidecars/c84l1_03437a3e2c06b40de5e3f31dc4b09e14.json,4305,0b86e5b04d553ad2190f1f31af5eabf94227b18bdb404d5432ce919f0b799da8,0b86e5b04d553ad2190f1f31af5eabf94227b18bdb404d5432ce919f0b799da8,1,stream_sha256
c84l1_0364005f22310b604e6ffbbb99002658,target_artifact,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/complete_target_unlabeled_v2/c84l1_0364005f22310b604e6ffbbb99002658.npz,26501200,e8ffb4db7fd7ca3022719b1ef98761adc0574fcc85cf9aac1fe5038587840411,e8ffb4db7fd7ca3022719b1ef98761adc0574fcc85cf9aac1fe5038587840411,1,stream_sha256
c84l1_0364005f22310b604e6ffbbb99002658,target_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/target_context_digest_index_v2/c84l1_0364005f22310b604e6ffbbb99002658.json,19901,cc1fd037593da40125ee4424376ae886b97ace3721f37e9eb7b747da4789f794,cc1fd037593da40125ee4424376ae886b97ace3721f37e9eb7b747da4789f794,1,stream_sha256
c84l1_0364005f22310b604e6ffbbb99002658,source_audit,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/PhysionetMI/panel_B/seed_6/level_1/source_audit/c84l1_0364005f22310b604e6ffbbb99002658.npz,5769,755cdcbfcb9a063211dcf3bb78e09768328ebd45d8cdbec9e37fc55f8fc952a3,755cdcbfcb9a063211dcf3bb78e09768328ebd45d8cdbec9e37fc55f8fc952a3,1,stream_sha256
c84l1_0364005f22310b604e6ffbbb99002658,training_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/PhysionetMI/panel_B/seed_6/level_1/sidecars/c84l1_0364005f22310b604e6ffbbb99002658.json,4379,58d8e3de8f3f0c75968db18e5384ab8f394eb041bc8b2a1fac7186dfbca59151,58d8e3de8f3f0c75968db18e5384ab8f394eb041bc8b2a1fac7186dfbca59151,1,stream_sha256
c84l1_03707e614b82b95a2473747482777dda,target_artifact,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/complete_target_unlabeled_v2/c84l1_03707e614b82b95a2473747482777dda.npz,17116233,e90b0b844f50d067838cca4b7e8f03d8dd2935009ed11e79ae32d7678df58e84,e90b0b844f50d067838cca4b7e8f03d8dd2935009ed11e79ae32d7678df58e84,1,stream_sha256
c84l1_03707e614b82b95a2473747482777dda,target_sidecar,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-target-replay-v2/lock_f0c369ee273352b47e36/target_context_digest_index_v2/c84l1_03707e614b82b95a2473747482777dda.json,8963,ead669c90c1b15275e3bee9ae1ea0b2f22b0326dd6b0bea8d448d9551fd60b75,ead669c90c1b15275e3bee9ae1ea0b2f22b0326dd6b0bea8d448d9551fd60b75,1,stream_sha256
c84l1_03707e614b82b95a2473747482777dda,source_audit,/projects/EEG-foundation-model/yinghao/oaci-c84-full-field-v1/lock_f9df9dcefea59b05bfea/new_model_field/Lee2019_MI/panel_B/seed_6/level_1/source_audit/c84l1_03707e614b82b95a2473747482777dda.npz,9756,b30deb56949352eda6a48a4e707ab132d5b57a0beaca39dc51aaeeb7a92db2e1,b30deb56949352eda6a48a4e707ab132d5b57a0beaca39dc51aaeeb7a92db2e1,1,stream_sha256
