dataset,panel,training_seed,level,candidate_index,unit_id,regime,epoch,trajectory_order,level_intervention_id,target_artifact_sha256
Cho2017,A,5,0,11,c84v2_5eed5cae572582c7b39738e7c9c296cc,OACI,54,11,C84_LEVEL0_FULL_SOURCE_PANEL_V1,82c72fff48523264278812b0a8db0a5bc8a2524a0a21f9a7b7b4961cac385515
Cho2017,A,5,0,12,c84v2_0a558ccf2a37fcacf47ca0c7c355373a,OACI,59,12,C84_LEVEL0_FULL_SOURCE_PANEL_V1,b608d76433c18ddbed265f33ca5327af6fd5ce4207bbf3f3c8f96b233b07982d
Cho2017,A,5,0,13,c84v2_777ae12ff65ab3d9499a8748ce1b33ca,OACI,64,13,C84_LEVEL0_FULL_SOURCE_PANEL_V1,beb403e0b9b0e3f2df1016ad24e8dbf74c270270ce727b5108c7e70abadde319
Cho2017,A,5,0,14,c84v2_27f06deb05343184483a63c111d2185c,OACI,69,14,C84_LEVEL0_FULL_SOURCE_PANEL_V1,f1a53f5b90f7055f32980b4e4395dc49c7d82a3e33559a0d72fdf7f6bce4b4af
Cho2017,A,5,0,15,c84v2_ee54a0574c3a3aaffcead139af01d49b,OACI,74,15,C84_LEVEL0_FULL_SOURCE_PANEL_V1,e2f496d0659c776dea5c6ebf24f62f2010c84740a55164400f2c0ba0df56d70e
Cho2017,A,5,0,16,c84v2_f3f2ff5a86fb812c90cc0ef8975d244f,OACI,79,16,C84_LEVEL0_FULL_SOURCE_PANEL_V1,a7da77e277c69087cd791e3c4143467ca0c6a2f86eccdd38cbabf46c0cda1ee7
Cho2017,A,5,0,17,c84v2_51c3087f222152fa9a9638fbd98d7fa2,OACI,84,17,C84_LEVEL0_FULL_SOURCE_PANEL_V1,e2619c45dc330808df96abccb9ac075390e13d73c0296cd13d10fd42bb932892
Cho2017,A,5,0,18,c84v2_ba98df384d53f24bfd5ef416ee14cc86,OACI,89,18,C84_LEVEL0_FULL_SOURCE_PANEL_V1,6520563c6fc77d747c4573d9ae4097fb449f575419faf799ff8fdfa32686d807
Cho2017,A,5,0,19,c84v2_e50c4e4d25339644a0e56c94a5dc7e51,OACI,94,19,C84_LEVEL0_FULL_SOURCE_PANEL_V1,cef1d3f936084cef091ccc6cf53466613151a56f103cac2dcedfb00a0a5d2e57
Cho2017,A,5,0,20,c84v2_769fa6d68387d1e54b44a42cd88b17a7,OACI,99,20,C84_LEVEL0_FULL_SOURCE_PANEL_V1,ce1a6ee62efe90ba849021d2e8f2ba50ca03c5ced9a96ab62153867789d8dab2
Cho2017,A,5,0,21,c84v2_93bf80e0a2418c414508d7281d03d52b,OACI,104,21,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1bcf46a68e5a90fb1f789629bd635c451b21c7f0f6dbcbc8d20b00eb92fc96be
Cho2017,A,5,0,22,c84v2_9ea379b399a961857d6a7ece3cc65f2d,OACI,109,22,C84_LEVEL0_FULL_SOURCE_PANEL_V1,18a20b261a80d093931dcd7732c785cb0036bb6c646be140aded6cea9f3c10e6
Cho2017,A,5,0,23,c84v2_79dbcfdf22f7fe0a849e864990be94a7,OACI,114,23,C84_LEVEL0_FULL_SOURCE_PANEL_V1,3ae0cca7a91a0c03179c300640e16aedc8da01c354ebb3e88a5dd7d0674a8718
Cho2017,A,5,0,24,c84v2_ef9c68a958bb6174170e3a3b03c54bcf,OACI,119,24,C84_LEVEL0_FULL_SOURCE_PANEL_V1,50580fe7176d7faa6a8bbe8650c93f6cd1eca768c1f86a1714cdeb28c119ae0f
Cho2017,A,5,0,25,c84v2_cc7faf5bcc47e4caf9e1a10e7ba78645,OACI,124,25,C84_LEVEL0_FULL_SOURCE_PANEL_V1,c6814a36bb2bcd8e6e0d340baa25dc95a6ed0f5f393001ee00549cd48d2ba961
Cho2017,A,5,0,26,c84v2_197eedb1b8af93d00062b272ef6491ee,OACI,129,26,C84_LEVEL0_FULL_SOURCE_PANEL_V1,088e26680f7583b8742c1c56108ed34f5cf790d4680a62af31a9918df7256c02
Cho2017,A,5,0,27,c84v2_ba1555b82b3b28ef37d56b570ba60d75,OACI,134,27,C84_LEVEL0_FULL_SOURCE_PANEL_V1,555fda19f7c95b649c01e684eb06fd66c8dac23f73bf385f42f3d8627531c34a
Cho2017,A,5,0,28,c84v2_b8dd875c06650a6e09a3b5b5fbc05d77,OACI,139,28,C84_LEVEL0_FULL_SOURCE_PANEL_V1,31b5eb660d78dad4bf4a25ea76d3c9982448d26707ff117281201cf599f74909
Cho2017,A,5,0,29,c84v2_c617d4c531dd6af8d778550b551b53d2,OACI,144,29,C84_LEVEL0_FULL_SOURCE_PANEL_V1,57ef217a713aa5275908fb7bc10fd265e4f65ef0fd161fb78fc043d3e6c6a22c
Cho2017,A,5,0,30,c84v2_7c1abd06cce9cf988956ffacd203d4ea,OACI,149,30,C84_LEVEL0_FULL_SOURCE_PANEL_V1,9beb146f6237ac7c54bf9c4183dec07a3b9ec976e23178b936e211886a712e1f
Cho2017,A,5,0,31,c84v2_d2529c23ce2ad247f5e0225337c09f38,OACI,154,31,C84_LEVEL0_FULL_SOURCE_PANEL_V1,def3026ba39b12ec2b1270dc5619d1deab98dee6f8d79d37f539f9940d1173cb
Cho2017,A,5,0,32,c84v2_52f10f8e1faa401145d60c59a8605466,OACI,159,32,C84_LEVEL0_FULL_SOURCE_PANEL_V1,11566d91afbfb257328f4bca037c340614b36bb4a05e8624b483ef0f7535b1e1
Cho2017,A,5,0,33,c84v2_90ff0871477e999fe5c54c76e903efa4,OACI,164,33,C84_LEVEL0_FULL_SOURCE_PANEL_V1,7043261158791e7cdc84d2c6190de51b7a73e75c4e2ba4d7a2a549c46d38174f
Cho2017,A,5,0,34,c84v2_bfd9974b25ca073c23b288dd15a347f2,OACI,169,34,C84_LEVEL0_FULL_SOURCE_PANEL_V1,b10c39cb23d6e01eac95e728e9f75ef02548eb76bbe0d4936179dd1636c2912e
Cho2017,A,5,0,35,c84v2_ea069f722495e4eedb5486ddb8874aaa,OACI,174,35,C84_LEVEL0_FULL_SOURCE_PANEL_V1,54bbd0e43ebe5a7f03a48997e49425c1eb18a82372480356241f7ba0c7a99dda
Cho2017,A,5,0,36,c84v2_6008d5c16a8057c7078a06c6b5a2342b,OACI,179,36,C84_LEVEL0_FULL_SOURCE_PANEL_V1,7db86a9bb3be367bdf7f7ae001b90712f71fe4e6f29a74f16748b933d846ccf4
Cho2017,A,5,0,37,c84v2_c26435164105ec2958e0d063816dbd63,OACI,184,37,C84_LEVEL0_FULL_SOURCE_PANEL_V1,7f4d501b766c99b052f626161afdc631bb76328ed87f6ed0143be55a63e266d8
Cho2017,A,5,0,38,c84v2_b9dd7f5ea92d1cfcdffa973ffb71765d,OACI,189,38,C84_LEVEL0_FULL_SOURCE_PANEL_V1,bf6e0633168c96a8bc9399ccb39e804f528275c7ee4dff9e863fa16c79f5709b
Cho2017,A,5,0,39,c84v2_5f0fe559c3367407732c1215fbd3baf4,OACI,194,39,C84_LEVEL0_FULL_SOURCE_PANEL_V1,354759c682386deca6f1f87c919e799da99f4ef71b94a07efa88209af4c4f22a
Cho2017,A,5,0,40,c84v2_f9173b148cb187227322ae2e67bb387a,OACI,199,40,C84_LEVEL0_FULL_SOURCE_PANEL_V1,079b4312f164578fb15ecea33c7a602f87268f856ff10ab42a06b3ccc4544fd7
Cho2017,A,5,0,41,c84v2_97e10f6cf40cb12e987c3f536ad79bbc,SRC,4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1602586976f3908d0faf47eb73561124b45074110145a3395638095a8a0fb7a5
Cho2017,A,5,0,42,c84v2_080fe10796e65588d3c1bec82573645f,SRC,9,2,C84_LEVEL0_FULL_SOURCE_PANEL_V1,c264f3a989b129b767763c4924b8c9f51e444c277dd976bbe4f84240cd1085f6
Cho2017,A,5,0,43,c84v2_4c53427fd5f8d67b6bac00964311c1be,SRC,14,3,C84_LEVEL0_FULL_SOURCE_PANEL_V1,a4b142eb3cef95bc0d93106efd3b815b480d56e348a538564b1866abe804d569
Cho2017,A,5,0,44,c84v2_75b73960a8cc5bcd23fb44c6d6daa709,SRC,19,4,C84_LEVEL0_FULL_SOURCE_PANEL_V1,df5c4122d242eb2fc051e05efb5b3b9ed0434a7333830eedfada0fcb1e3fcb47
Cho2017,A,5,0,45,c84v2_f8391f5917d590350b9eb6d5518139e3,SRC,24,5,C84_LEVEL0_FULL_SOURCE_PANEL_V1,2e04d579cced1aa5142abc1daf22dacfefcf98bd66257505cab1cad4a13398df
Cho2017,A,5,0,46,c84v2_51d66edc618e709b37240c891d71e277,SRC,29,6,C84_LEVEL0_FULL_SOURCE_PANEL_V1,4265b08d547988be9bdcbe45617184cfbd7ba1aa12e3a3efe42e3b988300103c
Cho2017,A,5,0,47,c84v2_de0de57620c4f27164bcfb0cbb7a9301,SRC,34,7,C84_LEVEL0_FULL_SOURCE_PANEL_V1,7f945c6b36e7709843b044136ef34c187cc2d18331b260d8f0005fd52b526706
Cho2017,A,5,0,48,c84v2_2d72470f9a9ff2b0587d735c60775f13,SRC,39,8,C84_LEVEL0_FULL_SOURCE_PANEL_V1,8b2bee4f0752e5bae0bb50c19e9764057377da71f4ffa96ca112ccf7a8bc10c7
Cho2017,A,5,0,49,c84v2_bdd179e6602e221d004fbe28f3f9edde,SRC,44,9,C84_LEVEL0_FULL_SOURCE_PANEL_V1,844ef1c9b036c6949e13b3a48a7af596431618ff4912afe5f4a2d18a4178709e
Cho2017,A,5,0,50,c84v2_b9d02992bf58faf15e6a6e5f265f144b,SRC,49,10,C84_LEVEL0_FULL_SOURCE_PANEL_V1,7e8d3dca75c0d643699df4939e3f2cfaac8053f6e6062312e993c543ad39bc31
Cho2017,A,5,0,51,c84v2_d8f76b452056bfb98aef9957a6d7635a,SRC,54,11,C84_LEVEL0_FULL_SOURCE_PANEL_V1,7fc324684b6111e11e317e396439519d4d8f0c4740130cbf09c6defa58e24d91
Cho2017,A,5,0,52,c84v2_1be3b8fde0f026221f78c667cbccbc8e,SRC,59,12,C84_LEVEL0_FULL_SOURCE_PANEL_V1,e54f5f99c3a207999338da28ef0f0df018b56496e7241866bedce3d70ef84f18
Cho2017,A,5,0,53,c84v2_d3c78f9a6f4caed562ea02eef6999b81,SRC,64,13,C84_LEVEL0_FULL_SOURCE_PANEL_V1,66f48fdf610e8216bf71a0ba88175174537a2bebd75b28218b274a78456ffecf
Cho2017,A,5,0,54,c84v2_b8518f3c3eabdea55be72c97da7ed128,SRC,69,14,C84_LEVEL0_FULL_SOURCE_PANEL_V1,fd14210a6d425079f7337d8bda3f06c04ccb605cbc7bfe8c335c3342fccc204d
Cho2017,A,5,0,55,c84v2_eb7057e6bb2490c1498a6c505d181bad,SRC,74,15,C84_LEVEL0_FULL_SOURCE_PANEL_V1,e42fc59f6382b9e6470885cd85d85c451856eb96eac9f54bf86655b97e7b0538
Cho2017,A,5,0,56,c84v2_a5677bd6d3bda79c3658c9778eb89e7f,SRC,79,16,C84_LEVEL0_FULL_SOURCE_PANEL_V1,c6366d2f475f531eafda54381348eff35d605e4ee157c0ce5956458facaf616d
Cho2017,A,5,0,57,c84v2_5d9ebe2d0f6b7c754cda7666326b0ce4,SRC,84,17,C84_LEVEL0_FULL_SOURCE_PANEL_V1,a295269745fb7b5cee7162ab565f2ea1bc3e25bfd078fa6cabc0811ceb33865a
Cho2017,A,5,0,58,c84v2_c6542c4ef2ad32741512f1adfeb6a962,SRC,89,18,C84_LEVEL0_FULL_SOURCE_PANEL_V1,331ec4868f380a7eb597843fd2f37b47acc6069e2dd9c5a0de84d40ed4b3b25d
Cho2017,A,5,0,59,c84v2_f2073fc2b0a98dea1b9f874efc1893da,SRC,94,19,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1f29397c08a0d958e59193505cecf4bc38fe96f090be06656fa00892b78dd769
Cho2017,A,5,0,60,c84v2_5cb6640524bae3684a0219843d8833f3,SRC,99,20,C84_LEVEL0_FULL_SOURCE_PANEL_V1,cf42b3fcb45170991b769e7ace6128645742009594d57e3b1c4a73171ee59483
Cho2017,A,5,0,61,c84v2_0c989db07724c0be1a95582e5e144fe9,SRC,104,21,C84_LEVEL0_FULL_SOURCE_PANEL_V1,fc31a159a1bca85ef0fc6a6676df84d30ee1be43c037bb7faf79d60be1e3b9a2
Cho2017,A,5,0,62,c84v2_3c7fc21fd357370e490cc9ef5752548c,SRC,109,22,C84_LEVEL0_FULL_SOURCE_PANEL_V1,857b3127e999eee0700ac12c7fcbf5b9e7d48773272d55cfa48a468e707d0c44
Cho2017,A,5,0,63,c84v2_c258dd6fe328f8b7cf6d56db1021b8d7,SRC,114,23,C84_LEVEL0_FULL_SOURCE_PANEL_V1,82a427b8c57b6155d9ef71f9ff76198001dd39a560990b5a406dc2d14e0a0af4
Cho2017,A,5,0,64,c84v2_a91bbf43fa8f53d8e80d22e3b6e05ffd,SRC,119,24,C84_LEVEL0_FULL_SOURCE_PANEL_V1,8e6da1719f0a0fec3108ad2bae542c6a2a21202b47eb5439476a12c60eb0df09
Cho2017,A,5,0,65,c84v2_dbefccf503e4b1002b80fbac08d5cbda,SRC,124,25,C84_LEVEL0_FULL_SOURCE_PANEL_V1,ac64a41a2c931a61e1a21e0187c520992d7122064a8dffbf40656d23f0841025
Cho2017,A,5,0,66,c84v2_43da19595aad237a14b1c08a042a179a,SRC,129,26,C84_LEVEL0_FULL_SOURCE_PANEL_V1,dda820ae61e7fb8c5ca821b65ab28b2c5ab7c07eee2423ad6da7e8a017752af9
Cho2017,A,5,0,67,c84v2_ffc780af25e9676343aee0a577836948,SRC,134,27,C84_LEVEL0_FULL_SOURCE_PANEL_V1,eee53a5bb5c10547a9016935418bc792f454e74976a23f1a7e5e52764d092bf7
Cho2017,A,5,0,68,c84v2_1fdd1b0ebd4728d35155f1e3a6d0b552,SRC,139,28,C84_LEVEL0_FULL_SOURCE_PANEL_V1,c9b576053462bdce9cd8294cca8c4f839c6f2f75f3ef33a58ac3eb07a69bb478
Cho2017,A,5,0,69,c84v2_023c7cb639b76981dfdbb707ae3202c7,SRC,144,29,C84_LEVEL0_FULL_SOURCE_PANEL_V1,ea23de0c6c555e529543e8e44d4f28000cf33dd4a33c9bf130e4c8a7306f6503
Cho2017,A,5,0,70,c84v2_2f55915bb4fa278c931c8f92e252d552,SRC,149,30,C84_LEVEL0_FULL_SOURCE_PANEL_V1,e50632f820228c57b2545ecb616b83133142f957baec9015318346fc47d4c0bb
Cho2017,A,5,0,71,c84v2_785b53df16d33e84dd0c853f9606866f,SRC,154,31,C84_LEVEL0_FULL_SOURCE_PANEL_V1,d99d88ce8d6179ac68d9bfaf9f8c1968fda37a65c3697bc35ab2092cd9c0e90f
Cho2017,A,5,0,72,c84v2_45daa35a318a61b2239a90a09bd7ebbe,SRC,159,32,C84_LEVEL0_FULL_SOURCE_PANEL_V1,5878d8f3e3dc92cb5a222ac1291fb56d58d6f1378783f241df298b95f22b2ce0
Cho2017,A,5,0,73,c84v2_135c0606ea166f918deea05cec01e865,SRC,164,33,C84_LEVEL0_FULL_SOURCE_PANEL_V1,43bac346004b9e8c8fa8c019d32d0efc6edc7327c35c1133527f2da04acad763
Cho2017,A,5,0,74,c84v2_92423e0db521d44948bc71f6e6a9e093,SRC,169,34,C84_LEVEL0_FULL_SOURCE_PANEL_V1,614747e35e122bb53a66061a19b55bb35d19420c0129896cb108cb67c6d82b47
Cho2017,A,5,0,75,c84v2_201507352d0a39fb6ff751fab0e37c35,SRC,174,35,C84_LEVEL0_FULL_SOURCE_PANEL_V1,a23da583dde3002f9fb86919aeac2b2290cc39e4a0dc129f58dbebad2f66c578
Cho2017,A,5,0,76,c84v2_bd87d63c242cabb8756565360f9ed227,SRC,179,36,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1a05e4606b93187010f7ea0f0120777de57546c34f861f221c3e44d2fd34a82e
Cho2017,A,5,0,77,c84v2_211a5be97c008bc3ff74ebcc56d839f4,SRC,184,37,C84_LEVEL0_FULL_SOURCE_PANEL_V1,52b37d64307e457d11f3f532aedd491c512465b8aac0a2842c9155a5e7637072
Cho2017,A,5,0,78,c84v2_d1df26db06f49541fabfa1a8a4ebe471,SRC,189,38,C84_LEVEL0_FULL_SOURCE_PANEL_V1,96cc10742e97149f3326947839b362f8d30dfe365f7f89ae31b0311b0d1566b3
Cho2017,A,5,0,79,c84v2_beb61493c256be07567f6bdb7f9788c3,SRC,194,39,C84_LEVEL0_FULL_SOURCE_PANEL_V1,a4dcc8b260804f9592c349a205863b32d8d4ff551e91d02befb93f71474cab14
Cho2017,A,5,0,80,c84v2_f07ab67bb45f1cfccbe5bb34ed7a3fe2,SRC,199,40,C84_LEVEL0_FULL_SOURCE_PANEL_V1,b043bb99cd39bd5604e821578b36566f50742dfb38bcdc15dfd3b1c7837b82cf
Cho2017,A,5,1,0,c84l1_c82350b6a4507f9bf1b99c4798493b11,ERM,199,0,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,21240756e59ceff4d226425842f7a2e50ad6e4bab150b42ab42d628a8072501b
Cho2017,A,5,1,1,c84l1_e30eb11364015753813560b6afccb427,OACI,4,1,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,777c2fd77e8e3367623d1713708f07c7756c586f8d2564b05859a7960901d961
Cho2017,A,5,1,2,c84l1_5275948d84953fb8326da3743d2736a0,OACI,9,2,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,17ac837f15c922e0335fd89c2d38ed80fd5619059bf24b43e5d9ec8d9aa316e7
Cho2017,A,5,1,3,c84l1_41a107b1fc838612d93477e2483d91db,OACI,14,3,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,ea5322c95aef3672d52ef0367733a5b57687596c7a0704c478cac0cc8b176793
Cho2017,A,5,1,4,c84l1_65353644814c91adea79463f9c4c129f,OACI,19,4,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,132b5eafb67eead20097f220f1ffe3e6717a287d890efdd236888f4aef259b92
Cho2017,A,5,1,5,c84l1_470cc248d035d414432fac1189e5b4da,OACI,24,5,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,5494c19e90d1707e7815da7cd986986f901126fcf6daa7332ce9dbfeaf7ee397
Cho2017,A,5,1,6,c84l1_017484469b67c502df30c6e010d6fb00,OACI,29,6,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,d237ffc28624fcf2717653a96c61b2cd0e3d38157693c660ca27f3142450a4f0
Cho2017,A,5,1,7,c84l1_e35e6b1eaaac6092b0da32be8dee1f3c,OACI,34,7,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,47534d7b28548b8dbed0ba1e10289e7898cf5ce4759ef1caba615bf42d4ef2e2
Cho2017,A,5,1,8,c84l1_c4b0256e92ae95124ac491a90d871717,OACI,39,8,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,6c90d3696073acc12b343b97297d3f46dcaa8c056118103754b4f1f680fe6e28
Cho2017,A,5,1,9,c84l1_9874e039d289006da6100e8c0ee42c81,OACI,44,9,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,f9d936233c250f5108939f28626f284f563554bc0166a84ace64be07434a3ea7
Cho2017,A,5,1,10,c84l1_8f63c7b943f2d1f340b95175a69a74b1,OACI,49,10,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,7fa2f8fc5a870ab11568bac49a21eb08df9a403baab91523227580cf897d6822
Cho2017,A,5,1,11,c84l1_c1c8bf4a1d38f3f0bdd9f63d9f71a0b2,OACI,54,11,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,6eca4d931eaa99ac660603520c0725bbef4bed500a0bf33c7965b076e65e2776
Cho2017,A,5,1,12,c84l1_2e2a002d50f5e4980fbe1c643f689a95,OACI,59,12,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,16c89af1fff0f70d5311e56629e11a6c122d224f2b59274a12586bacb3ac3e75
Cho2017,A,5,1,13,c84l1_3eca7c38497df16a3335de8d3b3498b3,OACI,64,13,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,f52b4fe642178bda29163cae63441920761e7706386219ef115a01c1c1c1c06d
Cho2017,A,5,1,14,c84l1_1af81c80fdb49936e659032fc3c372e1,OACI,69,14,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,117bab82e97dc4bd9f771f08e3dfa3f5e3f2f30ae916db685ba48101584439a8
Cho2017,A,5,1,15,c84l1_ac53b4fb6db8be2e71556fb4f9b96d88,OACI,74,15,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,356d2c421ad82b809c6b2665991172de34330a019706b8ccf00d6b5f42c89b59
Cho2017,A,5,1,16,c84l1_ff56b23b05c85ff607ce6c2793071042,OACI,79,16,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,e99549972f4e1a0e024e2f3e00485bacee18378d60efa896526b0608f799e4c2
Cho2017,A,5,1,17,c84l1_3c7b6cc23bfb84c5ceca71a2d45c7838,OACI,84,17,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,c947ade47c5969ca480a23a181ca17110c145d20fd14c2e82974662b7f2a3489
Cho2017,A,5,1,18,c84l1_4ca710116d4163856af0728acdb6295c,OACI,89,18,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,96e68dbb06e639465d704b4529e0aa8a7a7e20232c2b8d6fee517627e3de7db3
Cho2017,A,5,1,19,c84l1_df1e15cc0b459281f491215d65cf5a34,OACI,94,19,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,e5d449a7202891985c8e58cd2a4a4d529f60cc59b64570d57d16a0315bf4233a
Cho2017,A,5,1,20,c84l1_5d003391038073ae8e26b1f5e8ffad38,OACI,99,20,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,8b18a20b0275befcc29f11ce3e17c5f20da1880b84977d90f6e2ac613067335e
Cho2017,A,5,1,21,c84l1_f11b2445e826f5b840992a07930702b5,OACI,104,21,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,9a31e95ea52c1d4b6607568d2abc90c99b8e313a9b4022e9a9eab83fc499631f
Cho2017,A,5,1,22,c84l1_23148faab332c36faf9945ab0bc27499,OACI,109,22,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,89948c58ef03709ad0000806155e0f5b2da98a66985c3b6f2bafdb872fac09d4
Cho2017,A,5,1,23,c84l1_bcbcb648b0a0689aa05597de0a5f2e19,OACI,114,23,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,88bfe91a0d4712233477437b87c8679d445085ba47b91fc68ea49ffab062fd77
Cho2017,A,5,1,24,c84l1_6fa2d3db103ee5192ba2d6c4b443b0f6,OACI,119,24,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,c83b8d2bb951c566bceb803dfd2c204efa80a9223a4a0bf87fcf6357b661eac1
Cho2017,A,5,1,25,c84l1_412e52c2886f04fb729a3e2f926161a3,OACI,124,25,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,df9a235c6b96017995b55ef1b09db0ead51eaf224732b35438bea16bf08bbfe1
Cho2017,A,5,1,26,c84l1_d47ea2a4115ae0044729b23b52b6045d,OACI,129,26,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,1c388dd4c6964a0c9a5ce7de3290a66015a5253c38ef01c122db31d7730df040
Cho2017,A,5,1,27,c84l1_e63b930d24bd9feeb05805d0cb09b09f,OACI,134,27,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,d7ca9c6ff8e8f2eef8752470d732a0918565442255b77dd6fb7d007e1e8436fc
Cho2017,A,5,1,28,c84l1_0709b12f70bb9372be917d4533a93313,OACI,139,28,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,a9ec81cb72a3e505cbeadfbcbaf6a4235c589e35fe164e4d8ec6f422b1d52fd6
Cho2017,A,5,1,29,c84l1_12c78e295b4675ceadb5da6f14fe817b,OACI,144,29,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,e3c89fba19712010176258a1637bfff78ceb6b8288a078b72a0fd2bef284a518
Cho2017,A,5,1,30,c84l1_7bf563b054ac7a42cce932f5625bfca6,OACI,149,30,C84_LEVEL1_FIXED_PANEL_LEFT_HAND_CELL_DELETION_V1,09ffcfb2c4d80b270b624a9c3813ae0c46d81dead337754f474e8e1fd4329cdb
