dataset,target_subject_id,panel,training_seed,level,context_id,candidate_count,candidate_id_order_sha256,target_artifact_input_sha256
Lee2019_MI,6,B,6,0,7835b70a37e08773891845d8,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,6,B,6,1,34a45e6dfed455b174e2ddcd,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,8,A,5,0,1be02d70afdd6ae14b347d09,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,8,A,5,1,f3c9a2728852b64a000ccc45,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,8,A,6,0,43cb56cf25ba4a244888c2db,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,8,A,6,1,40e95d500e13ce840dfb6495,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,8,B,5,0,594777fc63f697c0ecfd5d4b,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,8,B,5,1,a9656ef3dfa7aefba85187d7,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,8,B,6,0,a34e866b61fa69032bea07ee,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,8,B,6,1,6195a535544eff946f0154f7,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,9,A,5,0,a9e2feb982150f6bf3a40519,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,9,A,5,1,b59fe209c95333edfaeb769a,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,9,A,6,0,d173c45aef2cd62b54871d20,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,9,A,6,1,8c93bd7e3379b7f13cd01eec,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,9,B,5,0,3cb7bfe404bbcd69c6c5b701,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,9,B,5,1,8a0788e1bcdb26c1a0346fd9,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,9,B,6,0,0d1bb6f5debdf5e0f120c644,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,9,B,6,1,c9fc3d157465392a79b3fc38,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,11,A,5,0,82c77dd7e45e6dd0417c868b,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,11,A,5,1,0cc88633c27cc9998648ee96,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,11,A,6,0,f9885f70232e546f56978f5d,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,11,A,6,1,ed58d62c44dc3a4473d82cf8,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,11,B,5,0,0b030b1b8c5fb642ca89f2c8,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,11,B,5,1,57299ff82057dcae841983b9,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,11,B,6,0,d38e7350c94a642767a0ed98,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,11,B,6,1,2470bd17c12b9a06d3528ac2,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,12,A,5,0,d478277f1c06a909fc91a7ef,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,12,A,5,1,b67abddd912e0ef737dffb68,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,12,A,6,0,8faa2deb06aa479c4cafa709,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,12,A,6,1,53b85c8aed8fb2001d46d94f,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,12,B,5,0,cb54e26e934f6a9e9a8e7fcb,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,12,B,5,1,b490d683d8238b8cbd87bce6,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,12,B,6,0,0edd89b5605cbd755e111995,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,12,B,6,1,af44b6749fb90b9742a1c9ac,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,14,A,5,0,382261351ccf95b9be05d545,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,14,A,5,1,f3fc6c90651de154221c5adc,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,14,A,6,0,4b0aaed601387b8adfbb3a2a,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,14,A,6,1,fa7413da626a30a74e79ea11,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,14,B,5,0,053096202b9a80b6ef1f5c40,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,14,B,5,1,aeaeb66c172567c401b6fbb9,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,14,B,6,0,c819d874ad88da6be69af5c1,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,14,B,6,1,cafe3f4004fb9707a9848858,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,17,A,5,0,981a4d6bb91bd5511289168b,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,17,A,5,1,02b01e723e3e84661b7ae378,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,17,A,6,0,cd2b61669fa639da5b10599c,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,17,A,6,1,8ed6f61debc2faa414e56cd1,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,17,B,5,0,d0aa618fc49dd1a4c38745bf,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,17,B,5,1,86160b05ecb8c0feacc6916a,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,17,B,6,0,0888aad5f98bada7883b2300,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,17,B,6,1,ea18e3ba39b3a08ce0619aca,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,19,A,5,0,0069996f3a4c8f9e7ca2b6d0,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,19,A,5,1,521d5b8f19ecbe2e518ee839,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,19,A,6,0,bc5ab2a7bdfb4158f876d9a4,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,19,A,6,1,6d6706b2ac5dbbba8367e55e,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,19,B,5,0,da3b4aa5f82d6fa16b237489,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,19,B,5,1,dc7243128017c851ebe6b55b,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,19,B,6,0,2fbab3c31d9344eb1ab4ab17,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,19,B,6,1,3e6bb5289fcb74698ccc5fff,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,22,A,5,0,b7c7f3cd23bf385a8e369d39,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,22,A,5,1,62a86d59ecb4820763ae4491,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,22,A,6,0,a87d20c36257d99eaeebd654,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,22,A,6,1,76c4fa3c2763cd6ca3c4976d,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,22,B,5,0,0a1057806421c23ae37c00bf,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,22,B,5,1,42d46704525e84216c6d6a67,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,22,B,6,0,510f4f16f3ac81812160c887,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,22,B,6,1,820f108cd8575a0c37bc6f07,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,25,A,5,0,522fd302f1916fcd67b4784e,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,25,A,5,1,57cf88ab1301059b5b11d72c,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,25,A,6,0,12f9c1579ac1604d627809a9,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,25,A,6,1,e65bfee5bde975cd81086067,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,25,B,5,0,fe946128c780c1c2f7c71194,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,25,B,5,1,3cf2ce1a0b73985125e243da,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,25,B,6,0,8de8595e1d1ff5be4a0d5e25,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,25,B,6,1,457d6f055a1849c2039f1fdd,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,26,A,5,0,10f533ce9bad06292d9ee3ae,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,26,A,5,1,21a01b4814b0bc7c5de0391c,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,26,A,6,0,ca14e3f8a95702f71f8f84e6,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,26,A,6,1,5d1dd9c27b157aca9ba656c2,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,26,B,5,0,031ca8124234259aa4db4449,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,26,B,5,1,926a6de242aab7f9c1f551ce,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,26,B,6,0,f24fb6a2a389eae9cd0351b7,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,26,B,6,1,86737e73f2969ba990736c60,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,29,A,5,0,64457e831a0f659ac048470f,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,29,A,5,1,4f4180c87471ca97035a39c8,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,29,A,6,0,51e8f60d7730202c8d1dc2c6,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,29,A,6,1,716b585481b48310161a587e,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,29,B,5,0,18aa42a382cc006d7ef2adc9,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,29,B,5,1,9653385c835bf2289a646e8b,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,29,B,6,0,e9baa955ca42132790d28816,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,29,B,6,1,83c733a6642d4a502693948b,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,35,A,5,0,1a349e632faf10290fcd668c,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
Lee2019_MI,35,A,5,1,c7e7f856034299f45b0b538f,81,d356098f8836f37f7a5722c94624b58250d6b771539666699367e606e26ca05a,d51f918f3eb8197d8f6b57f655d53e97f243e0eea9073df11c373498c9cacd45
Lee2019_MI,35,A,6,0,a2e05e9b311b06cd08cc3a3c,81,25c08b041f090f4362fafe3dc9e089c00608e2dfe9afc20999bd898c468d49f3,af4a9b474172c7bb76d1d3ae7a4d81ee3c32f0f03e5227b5c12c999363d5c0e2
Lee2019_MI,35,A,6,1,337b5a34e5ae1fbe8955f7c9,81,513c6d4bc69d6293205198be98f466117698f03f7f74a2d50a28f08e6ec070b0,f92f71c720ce585f8a1eefc1ab2ab171e6a333c4b07f6e4e6207d0ae87dc8acd
Lee2019_MI,35,B,5,0,4c93191109de98c48e278759,81,6a3bc2cfdb20dc1bebb3f84dc80be74097fba1cd7385ab2fa854b0a23a856d4f,c2efc19af7e4f36b0e7c39bd1ee7f4acb29742b0174bc653c5c59a9a47d5ded6
Lee2019_MI,35,B,5,1,b5064ac2f2495276f4156de9,81,7a5406fc45aac960103bb5b8ae1238f47659165ccd13901564a352d2122aed42,7fa9a5bd885f59cbe6a7f980529cae07139be3fc0b830e71f329aab05308f870
Lee2019_MI,35,B,6,0,ff62637fa9375f7219ee597d,81,22c3f84ae8c02b366eb39af9ac6bb88c5a3ab6e2174b8b0cbda754676d114dbf,92bd1c98fc647be54aef060cdb9eb132d30c3521e44a6ffae940f6f9b847d57e
Lee2019_MI,35,B,6,1,4ab9a22ba87a6ebb73d1f6bd,81,da077ad6893bef38375c8c8488e5b54af68e72f0480b6d58ea0a9be9986d538e,65638ce91f2a0577fb3136d7b2aa371bfaafe8a62af58d226270201078c6e280
Lee2019_MI,37,A,5,0,2a3162971091f7ead900267c,81,85773204f5ffd53372953039c406ec5b47f39e435f2827231830cdd2f2e4f016,791c4e0ae68e9b63a90dbd9f35f51092990dc4d8236f50a96bab172e792c83f8
