stage,unit_hash,target_id,trajectory_hash,seed,level,regime,candidate_order,target_trial_count,checkpoint_target_rows,construct_trial_count,eval_trial_count,source_domain_trial_logits_available
t2,45a6f3f605e55aff,1,1c2dbc827374b3dc,2,0,S0_full_support,2,576,576,280,296,0
t2,241f89c5d548191f,1,1c2dbc827374b3dc,2,0,S0_full_support,3,576,576,280,296,0
t2,9453a415ce0a0de0,1,a062a04f8717d557,2,1,S0_full_support,0,576,576,280,296,0
t2,1fb542fd51552bc2,1,a062a04f8717d557,2,1,S0_full_support,1,576,576,280,296,0
t2,83217493f7dc8b69,1,a062a04f8717d557,2,1,S0_full_support,2,576,576,280,296,0
t2,3ad3c4b76f33ab72,1,a062a04f8717d557,2,1,S0_full_support,3,576,576,280,296,0
t2,892cbeecb9de54c7,2,523ddae0766192bf,0,0,S0_full_support,0,576,576,283,293,0
t2,fbdef27b5812701f,2,523ddae0766192bf,0,0,S0_full_support,1,576,576,283,293,0
t2,70ae8b551456c97d,2,523ddae0766192bf,0,0,S0_full_support,2,576,576,283,293,0
t2,dc0c2d6f07006e0f,2,523ddae0766192bf,0,0,S0_full_support,3,576,576,283,293,0
t2,e0ba473c1af973bc,2,850437bd0a595888,0,1,S0_full_support,0,576,576,283,293,0
t2,4bfb18dc601557af,2,850437bd0a595888,0,1,S0_full_support,1,576,576,283,293,0
t2,39c3ab853e74e862,2,850437bd0a595888,0,1,S0_full_support,2,576,576,283,293,0
t2,fb20041f5828c528,2,850437bd0a595888,0,1,S0_full_support,3,576,576,283,293,0
t2,5d8230c67a5c485e,2,7457181779f7afd5,1,0,S0_full_support,0,576,576,283,293,0
t2,3f3702454916aba3,2,7457181779f7afd5,1,0,S0_full_support,1,576,576,283,293,0
t2,bd352c76072647f6,2,7457181779f7afd5,1,0,S0_full_support,2,576,576,283,293,0
t2,a4eb31ce18bacde8,2,7457181779f7afd5,1,0,S0_full_support,3,576,576,283,293,0
t2,70db22ebb2f08230,2,79380caf33dcb95a,1,1,S0_full_support,0,576,576,283,293,0
t2,ce7584c2bd4d0522,2,79380caf33dcb95a,1,1,S0_full_support,1,576,576,283,293,0
t2,e6374da8960f627f,2,79380caf33dcb95a,1,1,S0_full_support,2,576,576,283,293,0
t2,7ef6b4f7ae1fff2d,2,79380caf33dcb95a,1,1,S0_full_support,3,576,576,283,293,0
t2,ee4e4b0ada20dbd4,2,8c827d94c0fc2339,2,0,S0_full_support,0,576,576,283,293,0
t2,1c8b5143500b117e,2,8c827d94c0fc2339,2,0,S0_full_support,1,576,576,283,293,0
t2,639f515e1dda206e,2,8c827d94c0fc2339,2,0,S0_full_support,2,576,576,283,293,0
t2,3a14aaaf47f52173,2,8c827d94c0fc2339,2,0,S0_full_support,3,576,576,283,293,0
t2,d361a949cad66c68,2,f31c131a340c9ba8,2,1,S0_full_support,0,576,576,283,293,0
t2,dbff50ffd23a3049,2,f31c131a340c9ba8,2,1,S0_full_support,1,576,576,283,293,0
t2,5915122d6c948f65,2,f31c131a340c9ba8,2,1,S0_full_support,2,576,576,283,293,0
t2,35daad62f150d729,2,f31c131a340c9ba8,2,1,S0_full_support,3,576,576,283,293,0
t2,2bc00faec777cd8c,3,30c0ea2033e35f74,0,0,S0_full_support,0,576,576,271,305,0
t2,2a04ec73a15018f4,3,30c0ea2033e35f74,0,0,S0_full_support,1,576,576,271,305,0
t2,e622c79f40af11b2,3,30c0ea2033e35f74,0,0,S0_full_support,2,576,576,271,305,0
t2,86f167ac2dcb9c4e,3,30c0ea2033e35f74,0,0,S0_full_support,3,576,576,271,305,0
t2,18c68f6c9f117337,3,b96e65058a421903,0,1,S0_full_support,0,576,576,271,305,0
t2,ca140f0c364ddade,3,b96e65058a421903,0,1,S0_full_support,1,576,576,271,305,0
t2,53085ffa4d9ea0a0,3,b96e65058a421903,0,1,S0_full_support,2,576,576,271,305,0
t2,f3b778444204b612,3,b96e65058a421903,0,1,S0_full_support,3,576,576,271,305,0
t2,af785f70270b0599,3,573244bc56edcf5a,1,0,S0_full_support,0,576,576,271,305,0
t2,a9fcc571592b60b5,3,573244bc56edcf5a,1,0,S0_full_support,1,576,576,271,305,0
t2,189d7f1a7382c678,3,573244bc56edcf5a,1,0,S0_full_support,2,576,576,271,305,0
t2,32613245429b3c1e,3,573244bc56edcf5a,1,0,S0_full_support,3,576,576,271,305,0
t2,6119198b67241a37,3,cc96641e946dd6a2,1,1,S0_full_support,0,576,576,271,305,0
t2,2c20f039598598a3,3,cc96641e946dd6a2,1,1,S0_full_support,1,576,576,271,305,0
t2,7c70160faa8ae271,3,cc96641e946dd6a2,1,1,S0_full_support,2,576,576,271,305,0
t2,b431471f83078e6a,3,cc96641e946dd6a2,1,1,S0_full_support,3,576,576,271,305,0
t2,4988750855cd6be2,3,4990aed0f3459ad4,2,0,S0_full_support,0,576,576,271,305,0
t2,6bf72f18b042829d,3,4990aed0f3459ad4,2,0,S0_full_support,1,576,576,271,305,0
t2,bbbc3437bc5df2a0,3,4990aed0f3459ad4,2,0,S0_full_support,2,576,576,271,305,0
t2,5b2d2b0e8a154b00,3,4990aed0f3459ad4,2,0,S0_full_support,3,576,576,271,305,0
t2,653567f7fb617b36,3,659d818b8d34e32a,2,1,S0_full_support,0,576,576,271,305,0
t2,eea1515470aa3198,3,659d818b8d34e32a,2,1,S0_full_support,1,576,576,271,305,0
t2,832645a0d9e74bb9,3,659d818b8d34e32a,2,1,S0_full_support,2,576,576,271,305,0
t2,589ead86e91dfce4,3,659d818b8d34e32a,2,1,S0_full_support,3,576,576,271,305,0
t2,5eed83026322ebec,4,220c0600995360bb,0,0,S0_full_support,0,576,576,261,315,0
t2,2e5136d6b3a7b31d,4,220c0600995360bb,0,0,S0_full_support,1,576,576,261,315,0
t2,f6b31484c95e2891,4,220c0600995360bb,0,0,S0_full_support,2,576,576,261,315,0
t2,27c664bfe812fbec,4,220c0600995360bb,0,0,S0_full_support,3,576,576,261,315,0
t2,6af6b86c2c76813c,4,98ab2069db07a653,0,1,S0_full_support,0,576,576,261,315,0
t2,9eabd92eb72ad2cc,4,98ab2069db07a653,0,1,S0_full_support,1,576,576,261,315,0
t2,2ffe45c0ee78ca89,4,98ab2069db07a653,0,1,S0_full_support,2,576,576,261,315,0
t2,fc6205a9291ed90b,4,98ab2069db07a653,0,1,S0_full_support,3,576,576,261,315,0
t2,e64a13a7901d72e0,4,e715c94dc5c54a6e,1,0,S0_full_support,0,576,576,261,315,0
t2,4d0995950014cd94,4,e715c94dc5c54a6e,1,0,S0_full_support,1,576,576,261,315,0
t2,96b2cbb424452ec3,4,e715c94dc5c54a6e,1,0,S0_full_support,2,576,576,261,315,0
t2,504296ead7f6f2c4,4,e715c94dc5c54a6e,1,0,S0_full_support,3,576,576,261,315,0
t2,28aac57f8696a445,4,cbd4d988ab34046c,1,1,S0_full_support,0,576,576,261,315,0
t2,54c313158a39f3e6,4,cbd4d988ab34046c,1,1,S0_full_support,1,576,576,261,315,0
t2,a5f838571df12f44,4,cbd4d988ab34046c,1,1,S0_full_support,2,576,576,261,315,0
t2,f6ef97bfc7281b31,4,cbd4d988ab34046c,1,1,S0_full_support,3,576,576,261,315,0
t2,0926a157bf22454c,4,c226777360e44ea7,2,0,S0_full_support,0,576,576,261,315,0
t2,ad6f6f6dc7f34fa1,4,c226777360e44ea7,2,0,S0_full_support,1,576,576,261,315,0
t2,f95174e698f73ca0,4,c226777360e44ea7,2,0,S0_full_support,2,576,576,261,315,0
t2,85e93995afc8db79,4,c226777360e44ea7,2,0,S0_full_support,3,576,576,261,315,0
t2,c5f66a1239d8f493,4,b65c483340822a7d,2,1,S0_full_support,0,576,576,261,315,0
t2,4c4e2612c6fce1f0,4,b65c483340822a7d,2,1,S0_full_support,1,576,576,261,315,0
t2,5c457d91a26d450b,4,b65c483340822a7d,2,1,S0_full_support,2,576,576,261,315,0
t2,1063b23a323a704c,4,b65c483340822a7d,2,1,S0_full_support,3,576,576,261,315,0
t2,5ccbe3c87e545b2f,5,0b3fae5b95a319d0,0,0,S0_full_support,0,576,576,280,296,0
t2,80790365bb9e1b5c,5,0b3fae5b95a319d0,0,0,S0_full_support,1,576,576,280,296,0
t2,dd5e0b08ec0d23fe,5,0b3fae5b95a319d0,0,0,S0_full_support,2,576,576,280,296,0
t2,74862003b4c67aa0,5,0b3fae5b95a319d0,0,0,S0_full_support,3,576,576,280,296,0
t2,6a54e2159626192d,5,52f9eeb49c190ba2,0,1,S0_full_support,0,576,576,280,296,0
t2,c5151eb02b36e77b,5,52f9eeb49c190ba2,0,1,S0_full_support,1,576,576,280,296,0
t2,15372a57d1324f3e,5,52f9eeb49c190ba2,0,1,S0_full_support,2,576,576,280,296,0
t2,9d042bfdbdbcdbfc,5,52f9eeb49c190ba2,0,1,S0_full_support,3,576,576,280,296,0
t2,b285beb401ee347e,5,01c7ddffd3b59620,1,0,S0_full_support,0,576,576,280,296,0
t2,605787d8c27478c8,5,01c7ddffd3b59620,1,0,S0_full_support,1,576,576,280,296,0
t2,d8227fbed39b1685,5,01c7ddffd3b59620,1,0,S0_full_support,2,576,576,280,296,0
t2,4be7ebec5cfc128f,5,01c7ddffd3b59620,1,0,S0_full_support,3,576,576,280,296,0
t2,f82401d7acbffb4f,5,b45bcefe06fbc9ef,1,1,S0_full_support,0,576,576,280,296,0
t2,84b95fdb99b75e71,5,b45bcefe06fbc9ef,1,1,S0_full_support,1,576,576,280,296,0
t2,b6ee11732e0b4a5d,5,b45bcefe06fbc9ef,1,1,S0_full_support,2,576,576,280,296,0
t2,6229d327c98ad5e4,5,b45bcefe06fbc9ef,1,1,S0_full_support,3,576,576,280,296,0
t2,657167cc07b5187a,5,882036f3a11222c0,2,0,S0_full_support,0,576,576,280,296,0
t2,834f72d4d6f67b67,5,882036f3a11222c0,2,0,S0_full_support,1,576,576,280,296,0
t2,a7a36d1b0d7d55b5,5,882036f3a11222c0,2,0,S0_full_support,2,576,576,280,296,0
t2,74bb6c2cb544bf35,5,882036f3a11222c0,2,0,S0_full_support,3,576,576,280,296,0
t2,8ef44004e960bf26,5,a35a54ae46d31c40,2,1,S0_full_support,0,576,576,280,296,0
t2,70a5b792a0e77e92,5,a35a54ae46d31c40,2,1,S0_full_support,1,576,576,280,296,0
t2,666dc5ce9414cf6c,5,a35a54ae46d31c40,2,1,S0_full_support,2,576,576,280,296,0
t2,b53748359a81e5b9,5,a35a54ae46d31c40,2,1,S0_full_support,3,576,576,280,296,0
t2,100b9d7e19afef5e,6,ed830aad3718e1dc,0,0,S0_full_support,0,576,576,291,285,0
t2,91e41771e7aa2dea,6,ed830aad3718e1dc,0,0,S0_full_support,1,576,576,291,285,0
t2,bbde0291a7f41943,6,ed830aad3718e1dc,0,0,S0_full_support,2,576,576,291,285,0
t2,bd6f54ae37ac0fd1,6,ed830aad3718e1dc,0,0,S0_full_support,3,576,576,291,285,0
t2,a1e21ed96537ec73,6,62fc31b23ce0facb,0,1,S0_full_support,0,576,576,291,285,0
t2,244c01faf2b41cb0,6,62fc31b23ce0facb,0,1,S0_full_support,1,576,576,291,285,0
t2,da09d708b4118436,6,62fc31b23ce0facb,0,1,S0_full_support,2,576,576,291,285,0
t2,5d4eba38323f5f22,6,62fc31b23ce0facb,0,1,S0_full_support,3,576,576,291,285,0
t2,88bfaaea567d93ed,6,c4acad43cbb188a9,1,0,S0_full_support,0,576,576,291,285,0
t2,68fd01571a23df24,6,c4acad43cbb188a9,1,0,S0_full_support,1,576,576,291,285,0
t2,99e60d2418cd6339,6,c4acad43cbb188a9,1,0,S0_full_support,2,576,576,291,285,0
t2,90f3b83bd3a4a21f,6,c4acad43cbb188a9,1,0,S0_full_support,3,576,576,291,285,0
t2,794fa9c7ffc982aa,6,8e07ab8855cff61f,1,1,S0_full_support,0,576,576,291,285,0
t2,bd4ccdd84ca09f7b,6,8e07ab8855cff61f,1,1,S0_full_support,1,576,576,291,285,0
t2,9d1165d994f19d98,6,8e07ab8855cff61f,1,1,S0_full_support,2,576,576,291,285,0
t2,70c58b7c832620e0,6,8e07ab8855cff61f,1,1,S0_full_support,3,576,576,291,285,0
t2,69784bd9b26dd161,6,ca6e2376e07d1e50,2,0,S0_full_support,0,576,576,291,285,0
t2,a3fcb0de72d2bead,6,ca6e2376e07d1e50,2,0,S0_full_support,1,576,576,291,285,0
t2,1309ab2642792183,6,ca6e2376e07d1e50,2,0,S0_full_support,2,576,576,291,285,0
t2,19b4d57f58c83115,6,ca6e2376e07d1e50,2,0,S0_full_support,3,576,576,291,285,0
t2,a6614cfbbdc32af4,6,5412b8cf5ae76a7a,2,1,S0_full_support,0,576,576,291,285,0
t2,6136db793aff840d,6,5412b8cf5ae76a7a,2,1,S0_full_support,1,576,576,291,285,0
t2,868ae47c16855940,6,5412b8cf5ae76a7a,2,1,S0_full_support,2,576,576,291,285,0
t2,e628122033630e3e,6,5412b8cf5ae76a7a,2,1,S0_full_support,3,576,576,291,285,0
t2,7c55175f20b3dac5,7,7febdfd27671ce81,0,0,S0_full_support,0,576,576,264,312,0
t2,ec21c5441da6a327,7,7febdfd27671ce81,0,0,S0_full_support,1,576,576,264,312,0
t2,7d2ff2b3aefb1a03,7,7febdfd27671ce81,0,0,S0_full_support,2,576,576,264,312,0
t2,f4ac41066fa71ed8,7,7febdfd27671ce81,0,0,S0_full_support,3,576,576,264,312,0
t2,1beb5cada8dcb953,7,ec8f3e9c75f9a21b,0,1,S0_full_support,0,576,576,264,312,0
t2,2d6c0288b65254f6,7,ec8f3e9c75f9a21b,0,1,S0_full_support,1,576,576,264,312,0
t2,d940bd338a055c0d,7,ec8f3e9c75f9a21b,0,1,S0_full_support,2,576,576,264,312,0
t2,db5a886ff11879f7,7,ec8f3e9c75f9a21b,0,1,S0_full_support,3,576,576,264,312,0
t2,ed679da8de9f1564,7,2293aeed09318df7,1,0,S0_full_support,0,576,576,264,312,0
t2,f3d9554db6610ba1,7,2293aeed09318df7,1,0,S0_full_support,1,576,576,264,312,0
t2,2517ea8746d0dfb0,7,2293aeed09318df7,1,0,S0_full_support,2,576,576,264,312,0
t2,dc7434f88671f899,7,2293aeed09318df7,1,0,S0_full_support,3,576,576,264,312,0
t2,f94e4d0b26eb4cf7,7,b8039853d9aad86d,1,1,S0_full_support,0,576,576,264,312,0
t2,253389ca350eb2c8,7,b8039853d9aad86d,1,1,S0_full_support,1,576,576,264,312,0
t2,02f470b6963b16d3,7,b8039853d9aad86d,1,1,S0_full_support,2,576,576,264,312,0
t2,d59d1c8b5c7d8b68,7,b8039853d9aad86d,1,1,S0_full_support,3,576,576,264,312,0
t2,c5315425be9c0dc6,7,051f1974096d7849,2,0,S0_full_support,0,576,576,264,312,0
t2,ef187184ad499271,7,051f1974096d7849,2,0,S0_full_support,1,576,576,264,312,0
t2,97102d3f87a4ca95,7,051f1974096d7849,2,0,S0_full_support,2,576,576,264,312,0
t2,d9283fb3801c28e3,7,051f1974096d7849,2,0,S0_full_support,3,576,576,264,312,0
t2,6c183b9a0146b377,7,bc06299b9f6c0bd1,2,1,S0_full_support,0,576,576,264,312,0
t2,37b334c8724a95db,7,bc06299b9f6c0bd1,2,1,S0_full_support,1,576,576,264,312,0
t2,5933602dce3d4dd3,7,bc06299b9f6c0bd1,2,1,S0_full_support,2,576,576,264,312,0
t2,c0b1f59e56728a7e,7,bc06299b9f6c0bd1,2,1,S0_full_support,3,576,576,264,312,0
t2,6335d5be2a370b6c,8,beab4b14cf2f89c4,0,0,S0_full_support,0,576,576,282,294,0
t2,6d5d455ec7c6449c,8,beab4b14cf2f89c4,0,0,S0_full_support,1,576,576,282,294,0
t2,8d3832a82443ce9c,8,beab4b14cf2f89c4,0,0,S0_full_support,2,576,576,282,294,0
t2,249d84f2fa3def0c,8,beab4b14cf2f89c4,0,0,S0_full_support,3,576,576,282,294,0
t2,73e17457c68bf81c,8,40ba5c44e5f016ac,0,1,S0_full_support,0,576,576,282,294,0
t2,80f3b1b8718d1bd3,8,40ba5c44e5f016ac,0,1,S0_full_support,1,576,576,282,294,0
t2,da655d4b419d35b5,8,40ba5c44e5f016ac,0,1,S0_full_support,2,576,576,282,294,0
t2,8a886fe925fb044c,8,40ba5c44e5f016ac,0,1,S0_full_support,3,576,576,282,294,0
t2,8cac8cce73e1b8af,8,60cceb5bf4b06e33,1,0,S0_full_support,0,576,576,282,294,0
t2,6c3b75d469d7ed82,8,60cceb5bf4b06e33,1,0,S0_full_support,1,576,576,282,294,0
t2,df2bb465c02e6967,8,60cceb5bf4b06e33,1,0,S0_full_support,2,576,576,282,294,0
t2,00c2544b8c87ac3e,8,60cceb5bf4b06e33,1,0,S0_full_support,3,576,576,282,294,0
t2,e8033255a7934ec1,8,b642db44833aef48,1,1,S0_full_support,0,576,576,282,294,0
t2,5fe086d202d41612,8,b642db44833aef48,1,1,S0_full_support,1,576,576,282,294,0
t2,84e84667311bcbe9,8,b642db44833aef48,1,1,S0_full_support,2,576,576,282,294,0
t2,aceadc32647aa1d5,8,b642db44833aef48,1,1,S0_full_support,3,576,576,282,294,0
t2,90045955b0c9fa0e,8,65f8043c191912de,2,0,S0_full_support,0,576,576,282,294,0
t2,94fc2532cf0d0e3f,8,65f8043c191912de,2,0,S0_full_support,1,576,576,282,294,0
t2,796d15d0d266bba0,8,65f8043c191912de,2,0,S0_full_support,2,576,576,282,294,0
t2,9bb09de01d5480bd,8,65f8043c191912de,2,0,S0_full_support,3,576,576,282,294,0
t2,fd05b0a2c3239a24,8,560e02ef2280522d,2,1,S0_full_support,0,576,576,282,294,0
t2,355046ff0288eeab,8,560e02ef2280522d,2,1,S0_full_support,1,576,576,282,294,0
t2,87964faec4d29679,8,560e02ef2280522d,2,1,S0_full_support,2,576,576,282,294,0
t2,93a35a6ac792abe1,8,560e02ef2280522d,2,1,S0_full_support,3,576,576,282,294,0
t2,c93cccac1ad0ab67,9,4ad1225855ecaf7d,0,0,S0_full_support,0,576,576,284,292,0
t2,e326721388dd9cb9,9,4ad1225855ecaf7d,0,0,S0_full_support,1,576,576,284,292,0
t2,20c45d426c00ca6a,9,4ad1225855ecaf7d,0,0,S0_full_support,2,576,576,284,292,0
t2,f21ccff223e1ce0d,9,4ad1225855ecaf7d,0,0,S0_full_support,3,576,576,284,292,0
t2,2fbcd4872b895d8a,9,e8f9ea93af1dec4a,0,1,S0_full_support,0,576,576,284,292,0
t2,bf5799f3fae2fc57,9,e8f9ea93af1dec4a,0,1,S0_full_support,1,576,576,284,292,0
t2,20310852cd4dbf89,9,e8f9ea93af1dec4a,0,1,S0_full_support,2,576,576,284,292,0
t2,530409e436ed3b71,9,e8f9ea93af1dec4a,0,1,S0_full_support,3,576,576,284,292,0
t2,ea3f626c68e654d3,9,32e09e8d9ffca004,1,0,S0_full_support,0,576,576,284,292,0
t2,5f5994476f23c9d1,9,32e09e8d9ffca004,1,0,S0_full_support,1,576,576,284,292,0
t2,babfa5ece683a617,9,32e09e8d9ffca004,1,0,S0_full_support,2,576,576,284,292,0
t2,4fe7e2e4c82fbc04,9,32e09e8d9ffca004,1,0,S0_full_support,3,576,576,284,292,0
t2,594563b94d686357,9,40d5447358bb93b7,1,1,S0_full_support,0,576,576,284,292,0
t2,616ebf4db566caeb,9,40d5447358bb93b7,1,1,S0_full_support,1,576,576,284,292,0
t2,5b8d830b16a521a7,9,40d5447358bb93b7,1,1,S0_full_support,2,576,576,284,292,0
t2,55fec138c8e2d029,9,40d5447358bb93b7,1,1,S0_full_support,3,576,576,284,292,0
t2,96d26aa67687b8f9,9,6bf35e10ba7ffd13,2,0,S0_full_support,0,576,576,284,292,0
t2,cdc49d98dd9d589a,9,6bf35e10ba7ffd13,2,0,S0_full_support,1,576,576,284,292,0
t2,7c4ccffd3dc1acb2,9,6bf35e10ba7ffd13,2,0,S0_full_support,2,576,576,284,292,0
t2,fb330df105e17d1c,9,6bf35e10ba7ffd13,2,0,S0_full_support,3,576,576,284,292,0
t2,511a37b80c9b3318,9,0f02703d2ed381a4,2,1,S0_full_support,0,576,576,284,292,0
t2,dcee368e189114c5,9,0f02703d2ed381a4,2,1,S0_full_support,1,576,576,284,292,0
t2,a52c39815ff9d3c9,9,0f02703d2ed381a4,2,1,S0_full_support,2,576,576,284,292,0
t2,e7b04e100391c24f,9,0f02703d2ed381a4,2,1,S0_full_support,3,576,576,284,292,0
