budget,repeat,target_id,labels_per_class,unique_construct_trials,unique_eval_trials,within_target_spearman,within_target_kendall_tau_proxy,pairwise_order_accuracy,median_eval_pair_margin,top1_hit,top3_hit,continuous_regret,actionability_hit_regret_le_0p02,gauge_residual_recovery,gauge_alpha
0,9,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,9,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,9,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,9,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,9,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,9,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,10,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,10,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,10,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,10,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,10,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,10,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,10,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,10,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,10,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,11,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,11,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,11,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,11,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,11,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,11,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,11,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,11,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,11,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,12,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,12,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,12,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,12,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,12,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,12,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,12,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,12,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,12,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,13,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,13,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,13,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,13,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,13,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,13,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,13,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,13,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,13,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,14,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,14,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,14,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,14,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,14,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,14,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,14,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,14,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,14,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,15,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,15,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,15,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,15,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,15,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,15,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,15,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,15,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,15,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,16,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,16,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,16,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,16,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,16,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,16,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,16,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,16,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,16,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,17,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,17,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,17,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,17,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,17,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,17,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,17,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,17,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,17,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,18,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,18,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,18,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,18,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,18,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,18,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,18,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,18,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,18,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,19,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,19,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,19,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,19,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,19,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,19,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,19,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,19,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,19,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,20,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,20,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,20,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,20,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,20,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,20,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,20,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,20,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,20,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,21,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,21,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,21,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,21,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,21,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,21,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,21,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,21,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,21,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,22,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,22,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,22,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,22,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,22,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,22,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,22,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,22,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,22,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,23,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,23,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,23,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,23,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,23,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,23,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,23,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,23,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,23,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,24,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,24,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,24,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,24,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,24,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,24,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,24,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,24,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,24,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,25,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,25,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,25,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,25,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,25,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,25,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,25,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,25,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,25,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,26,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,26,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,26,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,26,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,26,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,26,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,26,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,26,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,26,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,27,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,27,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,27,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,27,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,27,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,27,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,27,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,27,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,27,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,28,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,28,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,28,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,28,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,28,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,28,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,28,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,28,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,28,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,29,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,29,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,29,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,29,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
0,29,5,0,0,576,,0.0,0.5,0.010417,0.041667,0.125,0.025101,0,0.0,0.0
0,29,6,0,0,576,,0.0,0.5,0.020833,0.041667,0.125,0.035446,0,0.0,0.0
0,29,7,0,0,576,,0.0,0.5,0.017361,0.041667,0.125,0.027995,0,0.0,0.0
0,29,8,0,0,576,,0.0,0.5,0.046875,0.041667,0.125,0.062355,0,0.0,0.0
0,29,9,0,0,576,,0.0,0.5,0.043403,0.041667,0.125,0.086372,0,0.0,0.0
0,30,1,0,0,576,,0.0,0.5,0.03125,0.041667,0.125,0.075738,0,0.0,0.0
0,30,2,0,0,576,,0.0,0.5,0.015625,0.041667,0.125,0.044126,0,0.0,0.0
0,30,3,0,0,576,,0.0,0.5,0.050347,0.041667,0.125,0.09469,0,0.0,0.0
0,30,4,0,0,576,,0.0,0.5,0.027778,0.041667,0.125,0.070602,0,0.0,0.0
