dataset,target_subject,token_seed,k,lam,netted_rec,clean_drop
BNCI2014_001,2,20260707,2,1.0,0.08625730994152087,0.024884259259259283
BNCI2014_001,2,20260707,4,0.5,0.43746867167919784,-0.0005787037037037202
BNCI2014_001,2,20260707,4,1.0,0.5109022556390971,0.0075231481481481954
BNCI2014_001,2,20260708,1,0.5,0.08405407621895349,0.004629629629629595
BNCI2014_001,2,20260708,1,1.0,0.20123393705406944,0.01909722222222221
BNCI2014_001,2,20260708,2,0.5,0.11260621889134848,0.0005787037037036646
BNCI2014_001,2,20260708,2,1.0,0.30304636095813015,0.010416666666666649
BNCI2014_001,2,20260708,4,0.5,0.18739315026148615,-1.850371707708594e-17
BNCI2014_001,2,20260708,4,1.0,0.3850186415337158,0.008101851851851805
BNCI2014_001,2,20260709,1,0.5,0.10675675675675689,0.0023148148148148064
BNCI2014_001,2,20260709,1,1.0,0.5202702702702705,0.010995370370370386
BNCI2014_001,2,20260709,2,0.5,0.7815315315315422,0.00810185185185186
BNCI2014_001,2,20260709,2,1.0,0.8792792792792904,0.01620370370370372
BNCI2014_001,2,20260709,4,0.5,0.36554054054053076,0.006944444444444457
BNCI2014_001,2,20260709,4,1.0,0.40630630630628445,0.020833333333333332
BNCI2014_001,3,0,1,0.5,0.997435897435901,0.00405092592592593
BNCI2014_001,3,0,1,1.0,0.6507692307692287,0.008101851851851824
BNCI2014_001,3,0,2,0.5,1.2399999999999947,0.005208333333333333
BNCI2014_001,3,0,2,1.0,0.8297435897435846,0.007523148148148122
BNCI2014_001,3,0,4,0.5,0.9584615384615356,0.0005787037037036832
BNCI2014_001,3,0,4,1.0,1.2687179487179447,0.008680555555555544
BNCI2014_001,3,20260707,1,0.5,1.1768707482993177,0.008680555555555544
BNCI2014_001,3,20260707,1,1.0,1.5238095238095213,0.027777777777777752
BNCI2014_001,3,20260707,2,0.5,0.8072562358276586,0.010416666666666704
BNCI2014_001,3,20260707,2,1.0,0.5759637188208572,0.029513888888888878
BNCI2014_001,3,20260707,4,0.5,0.34467120181405814,0.013310185185185156
BNCI2014_001,3,20260707,4,1.0,1.208616780045347,0.024884259259259228
BNCI2014_001,3,20260708,1,0.5,0.5611111111111129,0.009259259259259245
BNCI2014_001,3,20260708,1,1.0,-0.26666666666665634,0.020833333333333332
BNCI2014_001,3,20260708,2,0.5,0.24166666666666958,0.009837962962962965
BNCI2014_001,3,20260708,2,1.0,0.18055555555555738,0.026620370370370388
BNCI2014_001,3,20260708,4,0.5,0.09444444444444584,0.013310185185185175
BNCI2014_001,3,20260708,4,1.0,0.4055555555555621,0.023148148148148102
BNCI2014_001,3,20260709,1,0.5,1.297619047619036,0.011574074074074051
BNCI2014_001,3,20260709,1,1.0,1.4642857142857124,0.017361111111111143
BNCI2014_001,3,20260709,2,0.5,1.1428571428571395,0.010995370370370369
BNCI2014_001,3,20260709,2,1.0,1.214285714285711,0.012731481481481491
BNCI2014_001,3,20260709,4,0.5,1.0595238095238095,0.010416666666666685
BNCI2014_001,3,20260709,4,1.0,2.3571428571428417,0.02083333333333337
BNCI2014_001,4,0,1,0.5,0.845864661654136,0.030092592592592598
BNCI2014_001,4,0,1,1.0,5.257518796992498,0.13425925925925927
BNCI2014_001,4,0,2,0.5,1.185463659147875,0.026620370370370388
BNCI2014_001,4,0,2,1.0,5.080200501253141,0.13946759259259256
BNCI2014_001,4,0,4,0.5,0.6704260651629035,0.032986111111111084
BNCI2014_001,4,0,4,1.0,5.067669172932351,0.14409722222222224
BNCI2014_001,4,20260707,1,0.5,-0.2200375019399313,0.006365740740740737
BNCI2014_001,4,20260707,1,1.0,-0.16012284361292817,0.03530092592592593
BNCI2014_001,4,20260707,2,0.5,-0.03816355869211848,0.0028935185185184897
BNCI2014_001,4,20260707,2,1.0,0.19566060284904493,0.031828703703703644
BNCI2014_001,4,20260707,4,0.5,0.31470565112270976,0.011574074074074034
BNCI2014_001,4,20260707,4,1.0,0.7209856434855059,0.041087962962962944
BNCI2014_001,4,20260708,1,0.5,0.18496121933621923,0.015624999999999964
BNCI2014_001,4,20260708,1,1.0,0.30931637806637813,0.04108796296296291
BNCI2014_001,4,20260708,2,0.5,0.2819940476190479,0.016782407407407402
BNCI2014_001,4,20260708,2,1.0,0.5410984848484849,0.039930555555555504
BNCI2014_001,4,20260708,4,0.5,0.299819624819625,0.012152777777777754
BNCI2014_001,4,20260708,4,1.0,0.715606962481962,0.039351851851851784
BNCI2014_001,4,20260709,1,0.5,0.005290322580644967,0.0017361111111111234
BNCI2014_001,4,20260709,1,1.0,0.42468817204301007,0.02604166666666659
BNCI2014_001,4,20260709,2,0.5,0.2258924731182802,0.0034722222222222467
BNCI2014_001,4,20260709,2,1.0,0.7742150537634415,0.026041666666666668
BNCI2014_001,4,20260709,4,0.5,0.5102365591397852,0.0034722222222222467
BNCI2014_001,4,20260709,4,1.0,0.9108387096774194,0.02314814814814814
BNCI2014_001,5,0,1,0.5,0.44444444444443204,-0.001736111111111142
BNCI2014_001,5,0,1,1.0,-1.72222222222232,-0.0028935185185185452
BNCI2014_001,5,0,2,0.5,1.1944444444444595,-0.006944444444444475
BNCI2014_001,5,0,2,1.0,-2.083333333333384,-0.013310185185185211
BNCI2014_001,5,0,4,0.5,0.30555555555553243,-0.005787037037037053
BNCI2014_001,5,0,4,1.0,-0.2500000000000169,-0.006944444444444438
BNCI2014_001,5,20260707,1,0.5,2.150000000000004,0.0011574074074074032
BNCI2014_001,5,20260707,1,1.0,1.1499999999999895,-3.700743415417188e-17
BNCI2014_001,5,20260707,2,0.5,-3.100000000000004,-0.005787037037037053
BNCI2014_001,5,20260707,2,1.0,0.44999999999999707,-0.012152777777777754
BNCI2014_001,5,20260707,4,0.5,-3.1000000000000103,-0.0092592592592593
BNCI2014_001,5,20260707,4,1.0,1.1000000000000025,-0.009837962962962965
BNCI2014_001,5,20260708,1,0.5,-0.3333333333333517,-0.0028935185185185452
BNCI2014_001,5,20260708,1,1.0,-0.6666666666666957,-0.010416666666666685
BNCI2014_001,5,20260708,2,0.5,-1.666666666666705,-0.005787037037037053
BNCI2014_001,5,20260708,2,1.0,-1.0000000000000357,-0.006365740740740773
BNCI2014_001,5,20260708,4,0.5,-1.111111111111141,-0.009259259259259245
BNCI2014_001,5,20260708,4,1.0,0.4999999999999914,-0.0069444444444444935
BNCI2014_001,5,20260709,1,0.5,1.2083333333333304,-0.0017361111111111234
BNCI2014_001,5,20260709,1,1.0,0.7499999999999881,-0.002893518518518564
BNCI2014_001,5,20260709,2,0.5,0.9652777777777626,-0.001736111111111105
BNCI2014_001,5,20260709,2,1.0,0.1805555555555507,-0.010416666666666704
BNCI2014_001,5,20260709,4,0.5,0.7222222222222209,-0.0023148148148148064
BNCI2014_001,5,20260709,4,1.0,-0.29166666666666696,-0.00868055555555558
BNCI2014_001,6,0,1,0.5,1.0000000000000153,0.0023148148148147882
BNCI2014_001,6,0,1,1.0,2.3958333333332797,0.027199074074074032
BNCI2014_001,6,0,2,0.5,0.5625000000000208,0.003472222222222173
BNCI2014_001,6,0,2,1.0,3.4791666666665813,0.026620370370370332
BNCI2014_001,6,0,4,0.5,1.9166666666666856,-0.0011574074074074403
BNCI2014_001,6,0,4,1.0,4.124999999999939,0.030092592592592577
BNCI2014_001,6,20260707,1,0.5,2.0849673202614425,0.010416666666666704
BNCI2014_001,6,20260707,1,1.0,0.5424836601307219,0.061342592592592615
BNCI2014_001,6,20260707,2,0.5,1.71568627450981,0.013310185185185175
BNCI2014_001,6,20260707,2,1.0,0.6732026143790825,0.058449074074074105
BNCI2014_001,6,20260707,4,0.5,2.604575163398696,0.005787037037037035
BNCI2014_001,6,20260707,4,1.0,2.281045751633981,0.05497685185185186
BNCI2014_001,6,20260708,1,0.5,0.3777777777777807,0.002893518518518564
BNCI2014_001,6,20260708,1,1.0,2.573737373737376,0.018518518518518528
BNCI2014_001,6,20260708,2,0.5,0.5878787878787926,0.0017361111111111234
BNCI2014_001,6,20260708,2,1.0,1.1838383838383832,0.01793981481481488
BNCI2014_001,6,20260708,4,0.5,0.7272727272727254,0.004050925925925967
BNCI2014_001,6,20260708,4,1.0,1.698989898989894,0.021990740740740738
BNCI2014_001,6,20260709,1,0.5,0.7019230769230776,0.0023148148148148064
BNCI2014_001,6,20260709,1,1.0,-0.17307692307692335,0.013888888888888914
BNCI2014_001,6,20260709,2,0.5,0.8269230769230702,0.0023148148148148437
BNCI2014_001,6,20260709,2,1.0,-0.03365384615384073,0.01504629629629628
BNCI2014_001,6,20260709,4,0.5,0.7692307692307727,0.00520833333333337
BNCI2014_001,6,20260709,4,1.0,1.0240384615384641,0.01504629629629628
BNCI2014_001,7,0,1,0.5,-0.3266666666666645,0.019675925925925892
BNCI2014_001,7,0,1,1.0,-0.32000000000000345,0.08043981481481477
BNCI2014_001,7,0,2,0.5,-0.34000000000000297,0.01851851851851849
BNCI2014_001,7,0,2,1.0,-0.1700000000000018,0.07928240740740737
BNCI2014_001,7,0,4,0.5,-0.616666666666673,0.01736111111111105
BNCI2014_001,7,0,4,1.0,-0.6533333333333364,0.07349537037037035
BNCI2014_001,7,20260707,1,0.5,-10.222222222222317,0.017939814814814808
BNCI2014_001,7,20260707,1,1.0,-13.111111111111237,0.0532407407407407
BNCI2014_001,7,20260707,2,0.5,-8.666666666666638,0.016782407407407402
BNCI2014_001,7,20260707,2,1.0,-10.444444444444654,0.046874999999999965
BNCI2014_001,7,20260707,4,0.5,-7.666666666666681,0.015625000000000038
BNCI2014_001,7,20260707,4,1.0,-4.5555555555555864,0.042824074074074035
BNCI2014_001,7,20260708,1,0.5,-1.3444444444444652,0.042245370370370385
BNCI2014_001,7,20260708,1,1.0,1.7666666666666897,0.14178240740740738
BNCI2014_001,7,20260708,2,0.5,-0.6000000000000313,0.048611111111111126
BNCI2014_001,7,20260708,2,1.0,-1.9111111111111272,0.1429398148148148
BNCI2014_001,7,20260708,4,0.5,-0.43333333333336704,0.046874999999999965
BNCI2014_001,7,20260708,4,1.0,0.5555555555555515,0.1458333333333333
BNCI2014_001,7,20260709,1,0.5,-0.3422222222222331,0.020833333333333297
BNCI2014_001,7,20260709,1,1.0,-1.300740740740754,0.051504629629629615
BNCI2014_001,7,20260709,2,0.5,-0.11259259259259828,0.015046296296296316
BNCI2014_001,7,20260709,2,1.0,-0.45185185185186133,0.045717592592592594
BNCI2014_001,7,20260709,4,0.5,0.050370370370366103,0.01909722222222221
BNCI2014_001,7,20260709,4,1.0,0.4651851851851778,0.06712962962962958
BNCI2014_001,8,0,1,0.5,1.8888888888888913,-0.010995370370370424
BNCI2014_001,8,0,1,1.0,3.6666666666666736,0.01041666666666661
BNCI2014_001,8,0,2,0.5,1.3611111111111052,-0.010416666666666704
BNCI2014_001,8,0,2,1.0,2.8611111111111125,0.012152777777777754
BNCI2014_001,8,0,4,0.5,1.8888888888888824,-0.013310185185185156
BNCI2014_001,8,0,4,1.0,2.555555555555567,0.011574074074074034
BNCI2014_001,8,20260707,1,0.5,1.0462962962962958,0.002314814814814825
BNCI2014_001,8,20260707,1,1.0,1.8824074074074026,0.017939814814814808
BNCI2014_001,8,20260707,2,0.5,1.080555555555558,0.005208333333333352
BNCI2014_001,8,20260707,2,1.0,1.6925925925925898,0.013310185185185194
BNCI2014_001,8,20260707,4,0.5,1.5777777777777777,0.008101851851851897
BNCI2014_001,8,20260707,4,1.0,1.8407407407407401,0.007523148148148177
BNCI2014_001,8,20260708,1,0.5,0.8253968253968313,-0.0011574074074074403
BNCI2014_001,8,20260708,1,1.0,1.7698412698412824,0.004629629629629613
BNCI2014_001,8,20260708,2,0.5,1.039682539682536,-0.0017361111111111234
BNCI2014_001,8,20260708,2,1.0,0.7619047619047489,0.007523148148148122
BNCI2014_001,8,20260708,4,0.5,1.0000000000000009,-0.004050925925925893
BNCI2014_001,8,20260708,4,1.0,2.1269841269841447,0.004629629629629595
BNCI2014_001,8,20260709,1,0.5,1.0869565217391275,-0.0028935185185186008
BNCI2014_001,8,20260709,1,1.0,1.1684782608695654,0.01041666666666661
BNCI2014_001,8,20260709,2,0.5,1.0054347826086965,-0.00520833333333337
BNCI2014_001,8,20260709,2,1.0,1.0190217391304324,0.010995370370370294
BNCI2014_001,8,20260709,4,0.5,1.0244565217391275,-0.004629629629629724
BNCI2014_001,8,20260709,4,1.0,1.065217391304343,0.013888888888888803
BNCI2014_001,9,0,1,0.5,0.25000000000002004,0.016203703703703682
BNCI2014_001,9,0,1,1.0,-6.675925925925714,0.07523148148148144
BNCI2014_001,9,0,2,0.5,0.1388888888889097,0.01504629629629628
BNCI2014_001,9,0,2,1.0,-5.240740740740582,0.07407407407407406
BNCI2014_001,9,0,4,0.5,0.32407407407409466,0.01851851851851849
BNCI2014_001,9,0,4,1.0,-4.203703703703555,0.06828703703703702
BNCI2014_001,9,20260707,1,0.5,-0.6074074074074036,0.020254629629629577
BNCI2014_001,9,20260707,1,1.0,-1.022222222222214,0.057291666666666664
BNCI2014_001,9,20260707,2,0.5,-0.8037037037036995,0.02141203703703698
BNCI2014_001,9,20260707,2,1.0,-0.3592592592592596,0.05092592592592593
BNCI2014_001,9,20260707,4,0.5,-0.2703703703703663,0.016782407407407367
BNCI2014_001,9,20260707,4,1.0,0.21111111111111155,0.053240740740740734
BNCI2014_001,9,20260708,1,0.5,0.8388888888888885,0.02951388888888884
BNCI2014_001,9,20260708,1,1.0,0.5111111111111061,0.08912037037037035
BNCI2014_001,9,20260708,2,0.5,0.9611111111111114,0.026041666666666668
BNCI2014_001,9,20260708,2,1.0,1.3527777777777772,0.09027777777777779
BNCI2014_001,9,20260708,4,0.5,0.9916666666666688,0.025462962962962948
BNCI2014_001,9,20260708,4,1.0,1.411111111111114,0.09027777777777775
BNCI2014_001,9,20260709,1,0.5,-0.17499999999999835,0.02314814814814814
BNCI2014_001,9,20260709,1,1.0,-0.41666666666666435,0.06655092592592593
BNCI2014_001,9,20260709,2,0.5,-0.23749999999999594,0.02604166666666663
BNCI2014_001,9,20260709,2,1.0,-0.12499999999999871,0.06828703703703705
BNCI2014_001,9,20260709,4,0.5,0.075000000000005,0.02372685185185186
BNCI2014_001,9,20260709,4,1.0,0.3375000000000046,0.06828703703703702
BNCI2015_001,10,0,1,0.5,-0.9849738075544477,-0.005555555555555573
BNCI2015_001,10,0,1,1.0,-0.5040322580645165,-0.016388888888888935
BNCI2015_001,10,0,2,0.5,-0.9849738075544477,-0.005555555555555573
BNCI2015_001,10,0,2,1.0,-0.5958092087124368,-0.016388888888888935
BNCI2015_001,10,0,4,0.5,-1.0928797904604328,-0.0061111111111111045
BNCI2015_001,10,0,4,1.0,-0.11693548387096793,-0.015000000000000013
BNCI2015_001,10,20260707,1,0.5,0.044525844525843704,-0.05666666666666668
BNCI2015_001,10,20260707,1,1.0,1.0824582824582827,-0.044999999999999964
BNCI2015_001,10,20260707,2,0.5,0.03288563288563227,-0.05527777777777776
BNCI2015_001,10,20260707,2,1.0,1.0586080586080588,-0.03361111111111111
BNCI2015_001,10,20260707,4,0.5,-0.009686609686610273,-0.05611111111111108
BNCI2015_001,10,20260707,4,1.0,0.6323158323158325,-0.03388888888888889
BNCI2015_001,10,20260708,1,0.5,-3.5423280423282204,-0.0022222222222222734
BNCI2015_001,10,20260708,1,1.0,-3.2473544973546757,-0.009166666666666767
BNCI2015_001,10,20260708,2,0.5,-3.2129629629631187,-0.0036111111111111573
BNCI2015_001,10,20260708,2,1.0,-2.9140211640213205,-0.010000000000000045
BNCI2015_001,10,20260708,4,0.5,-3.546296296296474,-0.0036111111111111573
BNCI2015_001,10,20260708,4,1.0,-2.53439153439169,-0.01027777777777783
BNCI2015_001,10,20260709,1,0.5,0.11896590096574733,0.01250000000000003
BNCI2015_001,10,20260709,1,1.0,0.8335905594451746,0.04000000000000007
BNCI2015_001,10,20260709,2,0.5,0.11896590096574733,0.01250000000000003
BNCI2015_001,10,20260709,2,1.0,0.8445195211938085,0.04000000000000007
BNCI2015_001,10,20260709,4,0.5,0.1273411103459818,0.01250000000000003
BNCI2015_001,10,20260709,4,1.0,0.8425351404548632,0.04083333333333339
BNCI2015_001,11,0,1,0.5,0.10424061445239424,-0.004166666666666726
BNCI2015_001,11,0,1,1.0,0.8688306740673041,0.007777777777777735
BNCI2015_001,11,0,2,0.5,0.12225803563434506,-0.0038888888888889417
BNCI2015_001,11,0,2,1.0,0.8959521229962366,0.009722222222222151
BNCI2015_001,11,0,4,0.5,0.12073596561912432,-0.0038888888888889417
BNCI2015_001,11,0,4,1.0,0.8906708465004707,0.009722222222222151
BNCI2015_001,11,20260707,1,0.5,0.29659746906218726,-0.006388888888888888
BNCI2015_001,11,20260707,1,1.0,0.9162997389723483,0.0005555555555555683
BNCI2015_001,11,20260707,2,0.5,0.29659746906218726,-0.006944444444444457
BNCI2015_001,11,20260707,2,1.0,0.9931940541276706,0.0019444444444444524
BNCI2015_001,11,20260707,4,0.5,0.29554799922539793,-0.006944444444444457
BNCI2015_001,11,20260707,4,1.0,0.9937187890460653,-3.700743415417188e-17
BNCI2015_001,11,20260708,1,0.5,0.2054131054131055,-0.021666666666666723
BNCI2015_001,11,20260708,1,1.0,0.9282763532763533,-0.04416666666666672
BNCI2015_001,11,20260708,2,0.5,0.21020892687559367,-0.022222222222222254
BNCI2015_001,11,20260708,2,1.0,0.9097578347578347,-0.044722222222222295
BNCI2015_001,11,20260708,4,0.5,0.2225071225071226,-0.021666666666666723
BNCI2015_001,11,20260708,4,1.0,0.8658119658119657,-0.04527777777777786
BNCI2015_001,11,20260709,1,0.5,0.27736082954942853,0.0036111111111110463
BNCI2015_001,11,20260709,1,1.0,0.9016652971632798,0.011388888888888818
BNCI2015_001,11,20260709,2,0.5,0.2846988087689918,0.004999999999999967
BNCI2015_001,11,20260709,2,1.0,0.9084373729418355,0.013055555555555487
BNCI2015_001,11,20260709,4,0.5,0.2886010878311331,0.0055555555555554985
BNCI2015_001,11,20260709,4,1.0,0.9273177541660861,0.014722222222222156
BNCI2015_001,12,0,1,0.5,-0.4763585212038821,-0.06250000000000004
BNCI2015_001,12,0,1,1.0,0.5190551716324915,-0.0883333333333333
BNCI2015_001,12,0,2,0.5,-0.4729220950870436,-0.06166666666666668
BNCI2015_001,12,0,2,1.0,0.533689563586471,-0.08749999999999998
BNCI2015_001,12,0,4,0.5,-0.4763585212038817,-0.06083333333333333
BNCI2015_001,12,0,4,1.0,0.5661191042634339,-0.08833333333333333
BNCI2015_001,12,20260707,1,0.5,0.08103327361857564,-0.0033333333333332993
BNCI2015_001,12,20260707,1,1.0,0.7547535724701079,-0.0074999999999999884
BNCI2015_001,12,20260707,2,0.5,0.06440826841089321,-0.006666666666666672
BNCI2015_001,12,20260707,2,1.0,0.7911611742976571,-0.011666666666666678
BNCI2015_001,12,20260707,4,0.5,0.06178359649488265,-0.006666666666666672
BNCI2015_001,12,20260707,4,1.0,0.7859118304656363,-0.01166666666666664
BNCI2015_001,12,20260708,1,0.5,0.10231846019247615,0.0019444444444444893
BNCI2015_001,12,20260708,1,1.0,0.5213410823647047,0.0022222222222222734
BNCI2015_001,12,20260708,2,0.5,0.10033433320834921,0.0019444444444444893
BNCI2015_001,12,20260708,2,1.0,0.5110804899387579,0.0027777777777778048
BNCI2015_001,12,20260708,4,0.5,0.09875265591801034,0.0027777777777778048
BNCI2015_001,12,20260708,4,1.0,0.4852868391451069,0.0036111111111111205
BNCI2015_001,12,20260709,1,0.5,0.14157283804485762,-0.013055555555555523
BNCI2015_001,12,20260709,1,1.0,0.7884548173477617,-0.006111111111111067
BNCI2015_001,12,20260709,2,0.5,0.14465925779794403,-0.011944444444444424
BNCI2015_001,12,20260709,2,1.0,0.7713123707649254,-0.009722222222222224
BNCI2015_001,12,20260709,4,0.5,0.15604564418433037,-0.010833333333333325
BNCI2015_001,12,20260709,4,1.0,0.8039283200475413,-0.008055555555555557
BNCI2015_001,1,0,1,0.5,-0.34935897435897406,-0.021944444444444395
BNCI2015_001,1,0,1,1.0,0.33516483516483603,-0.038333333333333296
BNCI2015_001,1,0,2,0.5,-0.3237179487179484,-0.021944444444444395
BNCI2015_001,1,0,2,1.0,0.31135531135531164,-0.03888888888888886
BNCI2015_001,1,0,4,0.5,-0.3573717948717938,-0.022777777777777713
BNCI2015_001,1,0,4,1.0,0.4036172161172166,-0.03999999999999996
BNCI2015_001,1,20260707,1,0.5,0.05428378247850876,-0.009166666666666656
BNCI2015_001,1,20260707,1,1.0,0.6533613445378151,-0.019722222222222235
BNCI2015_001,1,20260707,2,0.5,0.05090311986863696,-0.009722222222222224
BNCI2015_001,1,20260707,2,1.0,0.6748285521104987,-0.01972222222222227
BNCI2015_001,1,20260707,4,0.5,0.08060465565536509,-0.009166666666666693
BNCI2015_001,1,20260707,4,1.0,0.747995750024148,-0.0202777777777778
BNCI2015_001,1,20260708,1,0.5,-0.1527806001490216,-0.010833333333333325
BNCI2015_001,1,20260708,1,1.0,0.9455395244868922,-0.005277777777777788
BNCI2015_001,1,20260708,2,0.5,-0.1527806001490216,-0.010833333333333325
BNCI2015_001,1,20260708,2,1.0,1.0883966673440368,-0.00583333333333332
BNCI2015_001,1,20260708,4,0.5,-0.14377159114001256,-0.010833333333333325
BNCI2015_001,1,20260708,4,1.0,1.1432635643161977,-0.005277777777777752
BNCI2015_001,1,20260709,1,0.5,-0.09649122807017536,-0.007500000000000007
BNCI2015_001,1,20260709,1,1.0,1.4490392648287378,-0.0016666666666666496
BNCI2015_001,1,20260709,2,0.5,-0.07268170426065097,-0.006944444444444438
BNCI2015_001,1,20260709,2,1.0,1.601503759398496,-0.0005555555555555499
BNCI2015_001,1,20260709,4,0.5,-0.16959064327485537,-0.007500000000000007
BNCI2015_001,1,20260709,4,1.0,1.8713450292397635,-0.0011111111111111183
BNCI2015_001,2,0,1,0.5,0.4470760233918163,-0.004999999999999967
BNCI2015_001,2,0,1,1.0,1.0295321637426917,-0.008333333333333378
BNCI2015_001,2,0,2,0.5,0.4558479532163775,-0.004166666666666652
BNCI2015_001,2,0,2,1.0,0.9985380116959085,-0.008333333333333378
BNCI2015_001,2,0,4,0.5,0.40263157894737095,-0.00583333333333332
BNCI2015_001,2,0,4,1.0,1.1304093567251483,-0.006666666666666672
BNCI2015_001,2,20260707,1,0.5,0.31597222222222326,-0.0005555555555555314
BNCI2015_001,2,20260707,1,1.0,0.7028769841269854,-0.0036111111111110463
BNCI2015_001,2,20260707,2,0.5,0.3303571428571434,-0.0002777777777777842
BNCI2015_001,2,20260707,2,1.0,0.8187003968253975,-0.006666666666666636
BNCI2015_001,2,20260707,4,0.5,0.3772321428571435,-0.0011111111111110998
BNCI2015_001,2,20260707,4,1.0,0.7941468253968259,-0.007222222222222204
BNCI2015_001,2,20260708,1,0.5,0.5045112781954878,-0.0027777777777778048
BNCI2015_001,2,20260708,1,1.0,0.8259398496240612,-0.011388888888888856
BNCI2015_001,2,20260708,2,0.5,0.4750626566416029,-0.0027777777777778048
BNCI2015_001,2,20260708,2,1.0,0.7933583959899758,-0.009722222222222224
BNCI2015_001,2,20260708,4,0.5,0.3798245614035077,-0.0033333333333333734
BNCI2015_001,2,20260708,4,1.0,0.8115288220551383,-0.00833333333333334
BNCI2015_001,2,20260709,1,0.5,0.6871871871871855,0.0008333333333333156
BNCI2015_001,2,20260709,1,1.0,0.7397397397397394,-0.008055555555555594
BNCI2015_001,2,20260709,2,0.5,0.5578078078078074,0.0
BNCI2015_001,2,20260709,2,1.0,0.7590090090090061,-0.008888888888888946
BNCI2015_001,2,20260709,4,0.5,0.6131131131131143,-0.0024999999999999836
BNCI2015_001,2,20260709,4,1.0,0.7489989989989989,-0.008611111111111125
BNCI2015_001,3,0,1,0.5,-0.3869335173683051,0.0008333333333333526
BNCI2015_001,3,0,1,1.0,0.9976995629169526,0.0050000000000000044
BNCI2015_001,3,0,2,0.5,-0.3796871405567108,0.001666666666666668
BNCI2015_001,3,0,2,1.0,1.0287554635380705,0.006111111111111141
BNCI2015_001,3,0,4,0.5,-0.48355187485623125,0.0024999999999999836
BNCI2015_001,3,0,4,1.0,1.131469979296068,0.00777777777777781
BNCI2015_001,3,20260707,1,0.5,-0.7858535226956346,0.004166666666666652
BNCI2015_001,3,20260707,1,1.0,-0.32405086791052506,0.013333333333333383
BNCI2015_001,3,20260707,2,0.5,-0.6388192703982257,0.007222222222222241
BNCI2015_001,3,20260707,2,1.0,-0.23271140815000801,0.01722222222222221
BNCI2015_001,3,20260707,4,0.5,-0.5294718277174516,0.007222222222222241
BNCI2015_001,3,20260707,4,1.0,-0.006961849067118904,0.019166666666666665
BNCI2015_001,3,20260708,1,0.5,0.04695327273923633,0.007222222222222204
BNCI2015_001,3,20260708,1,1.0,0.38886862410203177,0.018611111111111096
BNCI2015_001,3,20260708,2,0.5,0.04340717344845618,0.007222222222222204
BNCI2015_001,3,20260708,2,1.0,0.3867515498985811,0.016388888888888935
BNCI2015_001,3,20260708,4,0.5,0.05581852096618698,0.008055555555555557
BNCI2015_001,3,20260708,4,1.0,0.39664887179971325,0.01638888888888886
BNCI2015_001,3,20260709,1,0.5,-3.3192066411962586,-0.007500000000000025
BNCI2015_001,3,20260709,1,1.0,-1.3298900995236518,0.020000000000000056
