seed,target,level,regime,category,has_joint_good,selected_joint_good,nearest_order_distance,nearest_order_distance_norm,nearest_epoch_distance,selected_score_rank,best_joint_score_rank,source_top1_joint,source_top3_has_joint,source_top5_has_joint,bacc_regret_to_best_joint,nll_regret_to_best_joint,ece_regret_to_best_joint
0,6,0,S0_full_support,source_rank_not_enriched_enough,1,0,13.0,0.6190476190476191,90.0,10,7,0,0,0,0.05208333333333337,0.14822421106683747,0.04408622123693623
0,6,0,S2_rare_cells,source_rank_not_enriched_enough,1,0,13.0,0.6190476190476191,90.0,5,14,0,0,0,0.05208333333333337,0.14822421106683747,0.04408622123693623
0,6,0,S3_nonestimable_cells,source_rank_not_enriched_enough,1,0,13.0,0.6190476190476191,90.0,6,16,0,0,0,0.05208333333333337,0.14822421106683747,0.04408622123693623
0,6,1,S0_full_support,source_rank_not_enriched_enough,1,0,2.0,0.1,20.0,5,11,0,0,0,0.04340277777777779,0.2164789433766019,0.10335583268622306
0,6,1,S2_rare_cells,source_rank_not_enriched_enough,1,0,2.0,0.1,20.0,3,6,0,0,0,0.04340277777777779,0.2164789433766019,0.10335583268622306
0,6,1,S3_nonestimable_cells,source_rank_not_enriched_enough,1,0,2.0,0.1,20.0,3,6,0,0,0,0.04340277777777779,0.2164789433766019,0.10335583268622306
0,7,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,9,1,1,1,1,0.02951388888888895,0.04342419722735147,0.023966707579040708
0,7,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,10,1,1,1,1,0.02951388888888895,0.04342419722735147,0.023966707579040708
0,7,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,17,1,1,1,1,0.02951388888888895,0.04342419722735147,0.023966707579040708
0,7,1,S0_full_support,source_top5_available_selection_missed,1,0,5.0,0.21739130434782608,45.0,21,1,1,1,1,0.05208333333333326,0.0934569187792389,0.037539292040097705
0,7,1,S2_rare_cells,source_top5_available_selection_missed,1,0,5.0,0.21739130434782608,45.0,18,3,0,1,1,0.05208333333333326,0.0934569187792389,0.037539292040097705
0,7,1,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,5.0,0.21739130434782608,45.0,17,2,0,1,1,0.05208333333333326,0.0934569187792389,0.037539292040097705
0,8,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,19,1,1,1,1,0.05381944444444442,0.16509328978445081,0.003931702549501766
0,8,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,18,1,1,1,1,0.05381944444444442,0.16509328978445081,0.003931702549501766
0,8,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,20,1,1,1,1,0.05381944444444442,0.16509328978445081,0.003931702549501766
0,8,1,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,24,1,1,1,1,0.0,0.019141617471124084,0.05387898526193065
0,8,1,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,24,1,1,1,1,0.0,0.019141617471124084,0.05387898526193065
0,8,1,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,22,2,0,1,1,0.0,0.019141617471124084,0.05387898526193065
0,9,0,S0_full_support,source_top5_available_selection_missed,1,0,5.0,0.21739130434782608,50.0,23,2,0,1,1,0.09375,0.3424855312866437,0.09619878356308327
0,9,0,S2_rare_cells,source_top5_available_selection_missed,1,0,5.0,0.21739130434782608,50.0,23,1,1,1,1,0.09375,0.3424855312866437,0.09619878356308327
0,9,0,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,5.0,0.21739130434782608,50.0,23,1,1,1,1,0.09375,0.3424855312866437,0.09619878356308327
0,9,1,S0_full_support,adjacent_near_miss,1,0,1.0,0.05555555555555555,10.0,16,1,1,1,1,0.08680555555555558,0.2882135686905163,0.049103844152412535
0,9,1,S2_rare_cells,adjacent_near_miss,1,0,1.0,0.05555555555555555,10.0,19,1,1,1,1,0.08680555555555558,0.2882135686905163,0.049103844152412535
0,9,1,S3_nonestimable_cells,adjacent_near_miss,1,0,1.0,0.05555555555555555,10.0,18,1,1,1,1,0.08680555555555558,0.2882135686905163,0.049103844152412535
1,1,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,27,1,1,1,1,0.06597222222222221,0.18624334081246796,0.054007837617247645
1,1,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,27,1,1,1,1,0.06597222222222221,0.18624334081246796,0.054007837617247645
1,1,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,28,1,1,1,1,0.06597222222222221,0.18624334081246796,0.054007837617247645
1,1,1,S0_full_support,source_top5_available_selection_missed,1,0,4.0,0.23529411764705882,60.0,11,1,1,1,1,0.078125,0.047406128614261966,0.03640579742677301
1,1,1,S2_rare_cells,source_top5_available_selection_missed,1,0,4.0,0.23529411764705882,60.0,8,1,1,1,1,0.078125,0.047406128614261966,0.03640579742677301
1,1,1,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,4.0,0.23529411764705882,60.0,12,1,1,1,1,0.078125,0.047406128614261966,0.03640579742677301
1,2,0,S0_full_support,source_top5_available_selection_missed,1,0,9.0,0.4090909090909091,80.0,21,4,0,0,1,0.02777777777777779,0.2834330332952293,0.10307116200100494
1,2,0,S2_rare_cells,source_top5_available_selection_missed,1,0,9.0,0.4090909090909091,80.0,20,5,0,0,1,0.02777777777777779,0.2834330332952293,0.10307116200100494
1,2,0,S3_nonestimable_cells,source_rank_not_enriched_enough,1,0,9.0,0.4090909090909091,80.0,20,6,0,0,0,0.02777777777777779,0.2834330332952293,0.10307116200100494
1,2,1,S0_full_support,source_top5_available_selection_missed,1,0,5.0,0.17857142857142858,80.0,25,2,0,1,1,0.04513888888888895,0.23106167689174195,0.08941563935686897
1,2,1,S2_rare_cells,source_top5_available_selection_missed,1,0,5.0,0.17857142857142858,80.0,24,2,0,1,1,0.04513888888888895,0.23106167689174195,0.08941563935686897
1,2,1,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,5.0,0.17857142857142858,80.0,24,2,0,1,1,0.04513888888888895,0.23106167689174195,0.08941563935686897
1,3,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,11,1,1,1,1,0.06423611111111105,0.11202929856635291,0.0
1,3,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,21,1,1,1,1,0.06423611111111105,0.11202929856635291,0.0
1,3,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,20,1,1,1,1,0.06423611111111105,0.11202929856635291,0.0
1,3,1,S0_full_support,source_rank_not_enriched_enough,1,0,10.0,0.5263157894736842,80.0,10,9,0,0,0,0.05034722222222221,0.11512251863445333,0.03413811990223199
1,3,1,S2_rare_cells,source_rank_not_enriched_enough,1,0,10.0,0.5263157894736842,80.0,8,7,0,0,0,0.05034722222222221,0.11512251863445333,0.03413811990223199
1,3,1,S3_nonestimable_cells,source_rank_not_enriched_enough,1,0,10.0,0.5263157894736842,80.0,7,9,0,0,0,0.05034722222222221,0.11512251863445333,0.03413811990223199
1,4,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,15,1,1,1,1,0.02083333333333337,0.10919126270711144,0.038290163566284896
1,4,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,14,1,1,1,1,0.02083333333333337,0.10919126270711144,0.038290163566284896
1,4,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,14,1,1,1,1,0.02083333333333337,0.10919126270711144,0.038290163566284896
1,4,1,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,11,5,0,0,1,0.02777777777777779,0.10093257067294736,0.02520502322765289
1,4,1,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,12,5,0,0,1,0.02777777777777779,0.10093257067294736,0.02520502322765289
1,4,1,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,10,6,0,0,0,0.02777777777777779,0.10093257067294736,0.02520502322765289
1,5,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,2,2,0,1,1,0.0,0.0,0.0
1,5,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,2,2,0,1,1,0.0,0.0,0.0
1,5,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,2,2,0,1,1,0.0,0.0,0.0
1,5,1,S0_full_support,source_rank_not_enriched_enough,1,0,11.0,0.6111111111111112,140.0,17,11,0,0,0,0.03819444444444442,0.36852379534078405,0.11428024607821985
1,5,1,S2_rare_cells,source_rank_not_enriched_enough,1,0,11.0,0.6111111111111112,140.0,18,11,0,0,0,0.03819444444444442,0.36852379534078405,0.11428024607821985
1,5,1,S3_nonestimable_cells,source_rank_not_enriched_enough,1,0,11.0,0.6111111111111112,140.0,18,12,0,0,0,0.03819444444444442,0.36852379534078405,0.11428024607821985
1,6,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,18,1,1,1,1,0.06770833333333331,0.057184099388062126,0.08302376679915849
1,6,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,20,1,1,1,1,0.06770833333333331,0.057184099388062126,0.08302376679915849
1,6,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,19,1,1,1,1,0.06770833333333331,0.057184099388062126,0.08302376679915849
1,6,1,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,25,1,1,1,1,0.01909722222222221,0.17655591472542342,0.035219117712819714
1,6,1,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,25,1,1,1,1,0.01909722222222221,0.17655591472542342,0.035219117712819714
1,6,1,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,24,1,1,1,1,0.01909722222222221,0.17655591472542342,0.035219117712819714
1,7,0,S0_full_support,source_top5_available_selection_missed,1,0,8.0,0.32,60.0,15,4,0,0,1,0.06597222222222227,0.20900124809761356,0.08213924611257745
1,7,0,S2_rare_cells,source_top5_available_selection_missed,1,0,8.0,0.32,60.0,20,4,0,0,1,0.06597222222222227,0.20900124809761356,0.08213924611257745
1,7,0,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,8.0,0.32,60.0,23,3,0,1,1,0.06597222222222227,0.20900124809761356,0.08213924611257745
1,7,1,S0_full_support,source_top5_available_selection_missed,1,0,2.0,0.1,15.0,15,1,1,1,1,0.060763888888888895,0.12252805012391077,0.10233622097708678
1,7,1,S2_rare_cells,source_top5_available_selection_missed,1,0,2.0,0.1,15.0,15,2,0,1,1,0.060763888888888895,0.12252805012391077,0.10233622097708678
1,7,1,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,2.0,0.1,15.0,12,2,0,1,1,0.060763888888888895,0.12252805012391077,0.10233622097708678
1,8,0,S0_full_support,adjacent_near_miss,1,0,1.0,0.045454545454545456,5.0,21,1,1,1,1,0.18229166666666669,0.17510409122398496,0.06286566290907558
1,8,0,S2_rare_cells,adjacent_near_miss,1,0,1.0,0.045454545454545456,5.0,17,1,1,1,1,0.18229166666666669,0.17510409122398496,0.06286566290907558
1,8,0,S3_nonestimable_cells,adjacent_near_miss,1,0,1.0,0.045454545454545456,5.0,16,1,1,1,1,0.18229166666666669,0.17510409122398496,0.06286566290907558
1,8,1,S0_full_support,source_top5_available_selection_missed,1,0,8.0,0.38095238095238093,65.0,20,3,0,1,1,0.11111111111111105,0.18162911682796246,0.012261134367159032
1,8,1,S2_rare_cells,source_top5_available_selection_missed,1,0,8.0,0.38095238095238093,65.0,16,4,0,0,1,0.11111111111111105,0.18162911682796246,0.012261134367159032
1,8,1,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,8.0,0.38095238095238093,65.0,20,5,0,0,1,0.11111111111111105,0.18162911682796246,0.012261134367159032
1,9,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,22,1,1,1,1,0.02777777777777779,0.13185102712880203,0.03137023952136307
1,9,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,22,1,1,1,1,0.02777777777777779,0.13185102712880203,0.03137023952136307
1,9,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,22,1,1,1,1,0.02777777777777779,0.13185102712880203,0.03137023952136307
1,9,1,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,20,1,1,1,1,0.03993055555555547,0.0939957719022857,0.06648305007962675
1,9,1,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,19,1,1,1,1,0.03993055555555547,0.0939957719022857,0.06648305007962675
1,9,1,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,20,1,1,1,1,0.03993055555555547,0.0939957719022857,0.06648305007962675
2,1,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,9,1,1,1,1,0.05034722222222221,0.03254247858763559,0.025246584485274448
2,1,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,10,1,1,1,1,0.05034722222222221,0.03254247858763559,0.025246584485274448
2,1,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,6,1,1,1,1,0.05034722222222221,0.03254247858763559,0.025246584485274448
2,1,1,S0_full_support,source_top5_available_selection_missed,1,0,7.0,0.2692307692307692,60.0,12,3,0,1,1,0.08680555555555552,0.06747347668216874,0.061501414512966646
2,1,1,S2_rare_cells,source_top5_available_selection_missed,1,0,7.0,0.2692307692307692,60.0,5,3,0,1,1,0.08680555555555552,0.06747347668216874,0.061501414512966646
2,1,1,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,7.0,0.2692307692307692,60.0,5,4,0,0,1,0.08680555555555552,0.06747347668216874,0.061501414512966646
2,2,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,26,4,0,0,1,0.0,0.05765622771291423,0.0
2,2,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,18,4,0,0,1,0.0,0.05765622771291423,0.0
2,2,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,20,4,0,0,1,0.0,0.05765622771291423,0.0
2,2,1,S0_full_support,adjacent_near_miss,1,0,1.0,0.03125,5.0,9,4,0,0,1,0.03472222222222221,0.17737325940716642,0.06571686737529356
2,2,1,S2_rare_cells,adjacent_near_miss,1,0,1.0,0.03125,5.0,5,4,0,0,1,0.03472222222222221,0.17737325940716642,0.06571686737529356
2,2,1,S3_nonestimable_cells,adjacent_near_miss,1,0,1.0,0.03125,5.0,5,4,0,0,1,0.03472222222222221,0.17737325940716642,0.06571686737529356
2,3,0,S0_full_support,adjacent_near_miss,1,0,1.0,0.047619047619047616,20.0,17,1,1,1,1,0.1284722222222222,0.1959133518719791,0.020849064294640347
2,3,0,S2_rare_cells,adjacent_near_miss,1,0,1.0,0.047619047619047616,20.0,19,1,1,1,1,0.1284722222222222,0.1959133518719791,0.020849064294640347
2,3,0,S3_nonestimable_cells,adjacent_near_miss,1,0,1.0,0.047619047619047616,20.0,18,1,1,1,1,0.1284722222222222,0.1959133518719791,0.020849064294640347
2,3,1,S0_full_support,source_top5_available_selection_missed,1,0,2.0,0.06060606060606061,30.0,7,4,0,0,1,0.09895833333333337,0.12452871511779262,0.0
2,3,1,S2_rare_cells,source_top5_available_selection_missed,1,0,2.0,0.06060606060606061,30.0,7,4,0,0,1,0.09895833333333337,0.12452871511779262,0.0
2,3,1,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,2.0,0.06060606060606061,30.0,7,4,0,0,1,0.09895833333333337,0.12452871511779262,0.0
2,4,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,23,1,1,1,1,0.03645833333333337,0.00010901155151898934,0.004761075326193243
2,4,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,24,1,1,1,1,0.03645833333333337,0.00010901155151898934,0.004761075326193243
2,4,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,26,1,1,1,1,0.03645833333333337,0.00010901155151898934,0.004761075326193243
2,4,1,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,20,1,1,1,1,0.052083333333333315,0.21055154069953574,0.0980612710870004
2,4,1,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,20,1,1,1,1,0.052083333333333315,0.21055154069953574,0.0980612710870004
2,4,1,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,20,1,1,1,1,0.052083333333333315,0.21055154069953574,0.0980612710870004
2,5,0,S0_full_support,scarcity_no_joint_good,0,0,,,,16,,0,0,0,,,
2,5,0,S2_rare_cells,scarcity_no_joint_good,0,0,,,,21,,0,0,0,,,
2,5,0,S3_nonestimable_cells,scarcity_no_joint_good,0,0,,,,22,,0,0,0,,,
2,5,1,S0_full_support,scarcity_no_joint_good,0,0,,,,12,,0,0,0,,,
2,5,1,S2_rare_cells,scarcity_no_joint_good,0,0,,,,4,,0,0,0,,,
2,5,1,S3_nonestimable_cells,scarcity_no_joint_good,0,0,,,,3,,0,0,0,,,
2,6,0,S0_full_support,source_top5_available_selection_missed,1,0,6.0,0.2727272727272727,35.0,23,3,0,1,1,0.06944444444444442,0.2099644545048216,0.05900929998014537
2,6,0,S2_rare_cells,source_rank_not_enriched_enough,1,0,6.0,0.2727272727272727,35.0,22,6,0,0,0,0.06944444444444442,0.2099644545048216,0.05900929998014537
2,6,0,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,6.0,0.2727272727272727,35.0,22,5,0,0,1,0.06944444444444442,0.2099644545048216,0.05900929998014537
2,6,1,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,16,1,1,1,1,0.027777777777777735,0.08571586820512977,0.02032771091523089
2,6,1,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,9,1,1,1,1,0.027777777777777735,0.08571586820512977,0.02032771091523089
2,6,1,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,7,1,1,1,1,0.027777777777777735,0.08571586820512977,0.02032771091523089
2,7,0,S0_full_support,source_top5_available_selection_missed,1,0,3.0,0.15,25.0,12,2,0,1,1,0.08506944444444445,0.0995189865136561,0.10359442674937616
2,7,0,S2_rare_cells,source_top5_available_selection_missed,1,0,3.0,0.15,25.0,15,2,0,1,1,0.08506944444444445,0.0995189865136561,0.10359442674937616
2,7,0,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,3.0,0.15,25.0,14,2,0,1,1,0.08506944444444445,0.0995189865136561,0.10359442674937616
2,7,1,S0_full_support,adjacent_near_miss,1,0,1.0,0.045454545454545456,5.0,17,1,1,1,1,0.03298611111111105,0.1698760431518953,0.1044365825195199
2,7,1,S2_rare_cells,adjacent_near_miss,1,0,1.0,0.045454545454545456,5.0,18,1,1,1,1,0.03298611111111105,0.1698760431518953,0.1044365825195199
2,7,1,S3_nonestimable_cells,adjacent_near_miss,1,0,1.0,0.045454545454545456,5.0,19,1,1,1,1,0.03298611111111105,0.1698760431518953,0.1044365825195199
2,8,0,S0_full_support,source_top5_available_selection_missed,1,0,4.0,0.18181818181818182,20.0,22,2,0,1,1,0.07465277777777785,0.06466059089063747,0.04527003970779594
2,8,0,S2_rare_cells,source_top5_available_selection_missed,1,0,4.0,0.18181818181818182,20.0,21,5,0,0,1,0.07465277777777785,0.06466059089063747,0.04527003970779594
2,8,0,S3_nonestimable_cells,source_top5_available_selection_missed,1,0,4.0,0.18181818181818182,20.0,20,4,0,0,1,0.07465277777777785,0.06466059089063747,0.04527003970779594
2,8,1,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,10,1,1,1,1,0.04513888888888884,0.0022122397731725307,0.026430252753138928
2,8,1,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,7,2,0,1,1,0.04513888888888884,0.0022122397731725307,0.026430252753138928
2,8,1,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,7,1,1,1,1,0.04513888888888884,0.0022122397731725307,0.026430252753138928
2,9,0,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,20,1,1,1,1,0.05902777777777779,0.20425920067189063,0.06229112481373807
2,9,0,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,22,1,1,1,1,0.05902777777777779,0.20425920067189063,0.06229112481373807
2,9,0,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,21,1,1,1,1,0.05902777777777779,0.20425920067189063,0.06229112481373807
2,9,1,S0_full_support,selected_joint_good,1,1,0.0,0.0,0.0,25,1,1,1,1,0.05381944444444442,0.1474472322705731,0.08344839731605934
2,9,1,S2_rare_cells,selected_joint_good,1,1,0.0,0.0,0.0,19,1,1,1,1,0.05381944444444442,0.1474472322705731,0.08344839731605934
2,9,1,S3_nonestimable_cells,selected_joint_good,1,1,0.0,0.0,0.0,22,1,1,1,1,0.05381944444444442,0.1474472322705731,0.08344839731605934
