seed,target,level,method_id,standardized_regret,selected_utility,top1,top5,top10,coverage_top1,coverage_top5,coverage_top10,selected_regime,evaluation_label_access_after_selection_freeze,same_label_oracle_accessed,target4_primary
3,1,0,U14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,1,0,U15,0.7729468599033816,0.19583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,0,B0,0.42028985507246364,0.5,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.024691358024691357,0.12037037037037035,0.23302469135802473,RANDOM,True,False,False
3,1,0,B5,0.0,0.8624999999999999,1.0,1.0,1.0,1.0,1.0,1.0,ORACLE,True,False,False
3,1,1,B1,0.8508771929824561,0.14166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,ERM,True,False,False
3,1,1,B2,0.42105263157894735,0.55,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,1,1,B3,0.6666666666666666,0.3166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,1,B4O,0.6885964912280702,0.29583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,1,1,B4S,0.28947368421052644,0.6749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,1,S1,0.7982456140350878,0.19166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,1,S2,0.6622807017543859,0.32083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,1,U1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,1,1,U2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,1,1,U3,0.42105263157894735,0.55,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,1,1,U4,0.7982456140350878,0.19166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,1,U5,0.7982456140350878,0.19166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,1,U6,0.7982456140350878,0.19166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,1,U7,0.8157894736842105,0.17500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,1,U11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,1,1,U12,0.7982456140350878,0.19166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,1,U13,0.32456140350877194,0.6416666666666667,0.0,0.0,0.0,0.0,1.0,1.0,SRC,True,False,False
3,1,1,U14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,1,1,U15,0.7982456140350878,0.19166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,1,1,B0,0.4736842105263158,0.5,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.09876543209876543,0.41376274920578715,0.6692251656497714,RANDOM,True,False,False
3,1,1,B5,0.0,0.9500000000000001,1.0,1.0,1.0,1.0,1.0,1.0,ORACLE,True,False,False
3,2,0,B1,0.5605381165919282,0.4083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,ERM,True,False,False
3,2,0,B2,0.5829596412556054,0.3875,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,2,0,B3,0.4753363228699552,0.4875,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,B4O,0.2421524663677131,0.7041666666666666,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,2,0,B4S,0.4304932735426009,0.5291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,S1,0.7533632286995515,0.2291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,S2,0.7533632286995515,0.2291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,U1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,U2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,U3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,U4,0.6322869955156952,0.3416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,U5,0.6322869955156952,0.3416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,U6,0.6502242152466369,0.325,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,U7,0.5605381165919282,0.4083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,2,0,U11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,U12,0.6322869955156952,0.3416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,U13,0.6771300448430493,0.3,0.0,0.0,0.0,0.0,0.0,1.0,SRC,True,False,False
3,2,0,U14,0.16591928251121077,0.775,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,U15,0.7533632286995515,0.2291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,0,B0,0.46188340807174894,0.4999999999999999,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.04938271604938271,0.22886087970476154,0.4159934845588854,RANDOM,True,False,False
3,2,0,B5,0.0,0.9291666666666667,1.0,1.0,1.0,1.0,1.0,1.0,ORACLE,True,False,False
3,2,1,B1,0.0,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,ERM,True,False,False
3,2,1,B2,0.7098214285714285,0.2708333333333333,0.0,1.0,1.0,0.0,1.0,1.0,OACI,True,False,False
3,2,1,B3,0.43749999999999994,0.525,0.0,1.0,1.0,0.0,1.0,1.0,SRC,True,False,False
3,2,1,B4O,0.15178571428571425,0.7916666666666666,0.0,1.0,1.0,0.0,1.0,1.0,OACI,True,False,False
3,2,1,B4S,0.5133928571428571,0.45416666666666666,0.0,1.0,1.0,0.0,1.0,1.0,SRC,True,False,False
3,2,1,S1,0.6875,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,S2,0.8080357142857142,0.17916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,U1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,U2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,U3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SRC,True,False,False
3,2,1,U4,0.9330357142857143,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,U5,0.9330357142857143,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,U6,0.8080357142857142,0.17916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,U7,0.6428571428571428,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,U11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,U12,0.8214285714285714,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,U13,0.42857142857142855,0.5333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,OACI,True,False,False
3,2,1,U14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,U15,0.6875,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,2,1,B0,0.46428571428571425,0.4999999999999999,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.06172839506172845,0.27893484855510176,0.4918384865642249,RANDOM,True,False,False
3,2,1,B5,0.0,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,ORACLE,True,False,False
3,3,0,B1,0.7452830188679246,0.24166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,ERM,True,False,False
3,3,0,B2,0.5990566037735849,0.37083333333333335,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,3,0,B3,0.37264150943396235,0.5708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,B4O,0.6226415094339623,0.3499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,3,0,B4S,0.731132075471698,0.2541666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,S1,0.768867924528302,0.22083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,S2,0.8867924528301887,0.11666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,U1,0.9245283018867925,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,U2,0.9245283018867925,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,U3,0.5990566037735849,0.37083333333333335,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,3,0,U4,0.45754716981132076,0.49583333333333335,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,U5,0.768867924528302,0.22083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,U6,0.768867924528302,0.22083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,U7,1.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,U11,0.9528301886792453,0.05833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,U12,0.45754716981132076,0.49583333333333335,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,U13,0.23113207547169817,0.6958333333333333,0.0,0.0,0.0,0.0,0.0,1.0,OACI,True,False,False
3,3,0,U14,0.7971698113207548,0.19583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,3,0,U15,0.768867924528302,0.22083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,0,B0,0.45283018867924535,0.4999999999999999,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.024691358024691357,0.12037037037037035,0.23302469135802473,RANDOM,True,False,False
3,3,0,B5,0.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,ORACLE,True,False,False
3,3,1,B1,0.2627118644067798,0.7291666666666666,0.0,0.0,0.0,0.0,1.0,1.0,ERM,True,False,False
3,3,1,B2,0.35381355932203407,0.6395833333333333,0.0,0.0,0.0,0.0,1.0,1.0,OACI,True,False,False
3,3,1,B3,0.1822033898305087,0.8083333333333332,0.0,0.0,0.0,0.0,1.0,1.0,SRC,True,False,False
3,3,1,B4O,0.016949152542373044,0.9708333333333333,0.0,0.0,0.0,1.0,1.0,1.0,OACI,True,False,False
3,3,1,B4S,0.7415254237288135,0.25833333333333336,0.0,0.0,0.0,0.0,1.0,1.0,SRC,True,False,False
3,3,1,S1,0.8389830508474576,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,1,S2,0.8177966101694916,0.18333333333333335,0.0,0.0,1.0,0.0,1.0,1.0,SRC,True,False,False
3,3,1,U1,1.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,3,1,U2,1.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,3,1,U3,0.9957627118644068,0.008333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,SRC,True,False,False
3,3,1,U4,0.7542372881355932,0.24583333333333335,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,1,U5,0.7542372881355932,0.24583333333333335,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,1,U6,0.8008474576271186,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,1,U7,0.902542372881356,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,1,U11,1.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,3,1,U12,0.6822033898305085,0.31666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,1,U13,0.20762711864406794,0.7833333333333333,0.0,0.0,1.0,0.0,1.0,1.0,SRC,True,False,False
3,3,1,U14,0.5805084745762713,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,1,U15,0.8389830508474576,0.1625,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,3,1,B0,0.49576271186440696,0.4999999999999999,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.11111111111111116,0.4539159855615552,0.7145367867936384,RANDOM,True,False,False
3,3,1,B5,0.0,0.9875000000000002,1.0,1.0,1.0,1.0,1.0,1.0,ORACLE,True,False,False
3,5,0,B1,0.4330357142857143,0.5625,0.0,0.0,1.0,0.0,0.0,1.0,ERM,True,False,False
3,5,0,B2,0.3058035714285714,0.68125,0.0,0.0,1.0,0.0,0.0,1.0,OACI,True,False,False
3,5,0,B3,0.7946428571428572,0.225,0.0,0.0,1.0,0.0,0.0,1.0,SRC,True,False,False
3,5,0,B4O,0.4419642857142857,0.5541666666666667,0.0,0.0,1.0,0.0,0.0,1.0,OACI,True,False,False
3,5,0,B4S,0.6741071428571428,0.33749999999999997,0.0,0.0,1.0,0.0,0.0,1.0,SRC,True,False,False
3,5,0,S1,0.8839285714285714,0.1416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,0,S2,0.6428571428571428,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,0,U1,0.9285714285714286,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,0,U2,0.9285714285714286,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,0,U3,0.9285714285714286,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,SRC,True,False,False
3,5,0,U4,0.4732142857142857,0.525,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,0,U5,0.4732142857142857,0.525,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,0,U6,0.8839285714285714,0.1416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,0,U7,0.8080357142857143,0.2125,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,0,U11,0.9285714285714286,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,SRC,True,False,False
3,5,0,U12,0.4732142857142857,0.525,0.0,1.0,1.0,0.0,1.0,1.0,SRC,True,False,False
3,5,0,U13,0.0,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,OACI,True,False,False
3,5,0,U14,0.9285714285714286,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,0,U15,0.8839285714285714,0.1416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,0,B0,0.4999999999999999,0.5000000000000001,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.03703703703703709,0.17604313173933428,0.3301101734646038,RANDOM,True,False,False
3,5,0,B5,0.0,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,ORACLE,True,False,False
3,5,1,B1,0.358490566037736,0.6208333333333332,0.0,0.0,0.0,0.0,0.0,0.0,ERM,True,False,False
3,5,1,B2,0.17216981132075462,0.7854166666666668,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,5,1,B3,0.7570754716981132,0.26875,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,B4O,0.6462264150943396,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,5,1,B4S,0.9669811320754716,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,S1,0.6886792452830189,0.32916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,S2,0.38207547169811323,0.6,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,U1,0.9481132075471699,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,U2,0.9481132075471699,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,U3,0.9481132075471699,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,SRC,True,False,False
3,5,1,U4,0.9905660377358491,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,U5,0.9905660377358491,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,U6,0.9481132075471699,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,U7,0.8490566037735849,0.18750000000000003,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,5,1,U11,0.9481132075471699,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,U12,0.9905660377358491,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,U13,0.16037735849056597,0.7958333333333334,0.0,1.0,1.0,0.0,1.0,1.0,OACI,True,False,False
3,5,1,U14,0.8490566037735849,0.18750000000000003,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,5,1,U15,0.6886792452830189,0.32916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,5,1,B0,0.4952830188679246,0.5,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.024691358024691357,0.12037037037037035,0.23302469135802473,RANDOM,True,False,False
3,5,1,B5,0.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,ORACLE,True,False,False
3,6,0,B1,0.7811158798283262,0.22083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,ERM,True,False,False
3,6,0,B2,0.3819742489270385,0.6083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,6,0,B3,0.776824034334764,0.225,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,B4O,0.3261802575107296,0.6625,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,6,0,B4S,0.6652360515021458,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,S1,0.8283261802575107,0.17500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,S2,0.703862660944206,0.29583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,U1,0.8454935622317596,0.15833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,U2,0.8454935622317596,0.15833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,U3,0.5278969957081545,0.4666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,OACI,True,False,False
3,6,0,U4,0.6995708154506438,0.3,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,U5,0.6995708154506438,0.3,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,U6,0.8454935622317596,0.15833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,U7,0.9399141630901288,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,U11,0.8454935622317596,0.15833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,U12,1.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,U13,0.0,0.9791666666666666,1.0,1.0,1.0,1.0,1.0,1.0,OACI,True,False,False
3,6,0,U14,0.18025751072961366,0.8041666666666667,0.0,0.0,0.0,0.0,1.0,1.0,OACI,True,False,False
3,6,0,U15,0.8283261802575107,0.17500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,0,B0,0.4935622317596566,0.5000000000000001,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.11111111111111116,0.4539159855615552,0.7145367867936384,RANDOM,True,False,False
3,6,0,B5,0.0,0.9791666666666666,1.0,1.0,1.0,1.0,1.0,1.0,ORACLE,True,False,False
3,6,1,B1,0.4745762711864406,0.5291666666666667,0.0,1.0,1.0,0.0,1.0,1.0,ERM,True,False,False
3,6,1,B2,0.39406779661016944,0.6083333333333333,0.0,1.0,1.0,0.0,1.0,1.0,OACI,True,False,False
3,6,1,B3,0.23728813559322018,0.7625000000000001,0.0,1.0,1.0,0.0,1.0,1.0,SRC,True,False,False
3,6,1,B4O,0.1101694915254238,0.8874999999999998,0.0,1.0,1.0,1.0,1.0,1.0,OACI,True,False,False
3,6,1,B4S,0.635593220338983,0.37083333333333335,0.0,1.0,1.0,0.0,1.0,1.0,SRC,True,False,False
3,6,1,S1,0.9618644067796609,0.049999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,S2,0.923728813559322,0.08750000000000001,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,U1,1.0,0.012499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,U2,1.0,0.012499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,U3,1.0,0.012499999999999999,0.0,0.0,0.0,0.0,1.0,1.0,SRC,True,False,False
3,6,1,U4,0.9788135593220338,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,U5,0.9788135593220338,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,U6,0.7542372881355931,0.2541666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,U7,0.6567796610169491,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,6,1,U11,1.0,0.012499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,U12,0.809322033898305,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,U13,0.33898305084745756,0.6625,0.0,1.0,1.0,0.0,1.0,1.0,SRC,True,False,False
3,6,1,U14,1.0,0.012499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,U15,0.9618644067796609,0.049999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,6,1,B0,0.5042372881355931,0.5000000000000001,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.09876543209876543,0.41376274920578715,0.6692251656497714,RANDOM,True,False,False
3,6,1,B5,0.0,0.9958333333333332,1.0,1.0,1.0,1.0,1.0,1.0,ORACLE,True,False,False
3,7,0,B1,0.15744680851063841,0.8291666666666666,0.0,0.0,1.0,0.0,1.0,1.0,ERM,True,False,False
3,7,0,B2,0.11063829787234047,0.875,0.0,0.0,0.0,0.0,1.0,1.0,OACI,True,False,False
3,7,0,B3,0.9617021276595745,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,1.0,SRC,True,False,False
3,7,0,B4O,0.30212765957446813,0.6875,0.0,0.0,0.0,0.0,1.0,1.0,OACI,True,False,False
3,7,0,B4S,0.625531914893617,0.37083333333333335,0.0,0.0,0.0,0.0,1.0,1.0,SRC,True,False,False
3,7,0,S1,0.7574468085106383,0.24166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,7,0,S2,0.6638297872340426,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,7,0,U1,1.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,7,0,U2,1.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,7,0,U3,0.9617021276595745,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,SRC,True,False,False
3,7,0,U4,0.7574468085106383,0.24166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,7,0,U5,0.7574468085106383,0.24166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,7,0,U6,0.7148936170212766,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,7,0,U7,0.646808510638298,0.3499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,7,0,U11,1.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,OACI,True,False,False
3,7,0,U12,0.6085106382978724,0.3875,0.0,0.0,0.0,0.0,0.0,0.0,SRC,True,False,False
3,7,0,U13,0.6085106382978724,0.3875,0.0,0.0,0.0,0.0,1.0,1.0,SRC,True,False,False
3,7,0,U14,1.0,0.004166666666666667,0.0,1.0,1.0,0.0,1.0,1.0,OACI,True,False,False
