seed,target,level,budget,standardized_regret,top1,top5,top10,coverage_top1,coverage_top5,coverage_top10
3,3,0,4,0.22476599351415097,0.03759765625,0.1875,0.34375,0.09033203125,0.33642578125,0.544921875
3,3,0,8,0.1596863944575472,0.0498046875,0.2705078125,0.45068359375,0.12890625,0.46875,0.66845703125
3,3,0,16,0.11998590433372647,0.078125,0.36572265625,0.59033203125,0.1943359375,0.60107421875,0.8037109375
3,3,0,32,0.09693764740566042,0.13525390625,0.55224609375,0.79345703125,0.30810546875,0.77685546875,0.94580078125
3,3,0,FULL,0.09905660377358494,0.0,1.0,1.0,0.0,1.0,1.0
3,3,1,1,0.42207879535222464,0.02392578125,0.1494140625,0.279296875,0.21142578125,0.63623046875,0.8330078125
3,3,1,2,0.31037928694385597,0.048828125,0.21923828125,0.404296875,0.31494140625,0.80615234375,0.939453125
3,3,1,4,0.2215462377515891,0.0673828125,0.32373046875,0.55029296875,0.45068359375,0.92919921875,0.9921875
3,3,1,8,0.1588879601430086,0.09228515625,0.44775390625,0.7060546875,0.56396484375,0.97705078125,0.9970703125
3,3,1,16,0.1214775473384535,0.1298828125,0.576171875,0.85400390625,0.642578125,0.9970703125,1.0
3,3,1,32,0.11138398768538146,0.12158203125,0.6650390625,0.93798828125,0.58984375,1.0,1.0
3,3,1,FULL,0.1483050847457627,0.0,1.0,1.0,0.0,1.0,1.0
3,5,0,1,0.2285548618861607,0.08203125,0.27294921875,0.4228515625,0.216796875,0.61962890625,0.7919921875
3,5,0,2,0.19483729771205358,0.09326171875,0.3349609375,0.4716796875,0.2470703125,0.6865234375,0.8291015625
3,5,0,4,0.17918287004743305,0.1181640625,0.376953125,0.5224609375,0.27099609375,0.72509765625,0.85595703125
3,5,0,8,0.16750117710658483,0.13232421875,0.45166015625,0.59130859375,0.27734375,0.77001953125,0.888671875
3,5,0,16,0.16580418178013392,0.16015625,0.52978515625,0.68212890625,0.26904296875,0.81640625,0.91845703125
3,5,0,32,0.16972242082868305,0.1748046875,0.66455078125,0.79931640625,0.24365234375,0.8798828125,0.95068359375
3,5,0,FULL,0.2232142857142857,0.0,1.0,1.0,0.0,1.0,1.0
3,5,1,1,0.2864667784492924,0.07666015625,0.2724609375,0.37451171875,0.1630859375,0.5439453125,0.67626953125
3,5,1,2,0.23485982642983488,0.07275390625,0.275390625,0.37548828125,0.1923828125,0.583984375,0.71240234375
3,5,1,4,0.21073251400353774,0.08447265625,0.287109375,0.38134765625,0.21533203125,0.61962890625,0.740234375
3,5,1,8,0.18806889372051888,0.07275390625,0.296875,0.380859375,0.2265625,0.6494140625,0.75244140625
3,5,1,16,0.17372448039504718,0.056640625,0.2578125,0.3486328125,0.22802734375,0.64013671875,0.75439453125
3,5,1,32,0.16736645968455188,0.02734375,0.18310546875,0.28076171875,0.21923828125,0.63525390625,0.7548828125
3,5,1,FULL,0.21226415094339623,0.0,0.0,0.0,0.0,1.0,1.0
3,6,0,1,0.33385863733905574,0.03515625,0.14111328125,0.265625,0.2412109375,0.6689453125,0.84765625
3,6,0,2,0.25610037218347637,0.037109375,0.18603515625,0.32958984375,0.31005859375,0.7890625,0.927734375
3,6,0,4,0.20774585903969953,0.0458984375,0.2275390625,0.392578125,0.36181640625,0.84765625,0.9658203125
3,6,0,8,0.18135981089055792,0.0751953125,0.283203125,0.50048828125,0.4033203125,0.8974609375,0.98291015625
3,6,0,16,0.16498667180793986,0.11474609375,0.40283203125,0.619140625,0.439453125,0.91357421875,0.99267578125
3,6,0,32,0.12639359240879822,0.1826171875,0.58349609375,0.79833984375,0.55908203125,0.96142578125,0.998046875
3,6,0,FULL,0.0042918454935621025,0.0,1.0,1.0,1.0,1.0,1.0
3,6,1,1,0.35154387910487284,0.04296875,0.16357421875,0.287109375,0.24853515625,0.6904296875,0.86376953125
3,6,1,2,0.28822042174258466,0.0576171875,0.21923828125,0.3662109375,0.3212890625,0.79296875,0.93701171875
3,6,1,4,0.23781158964512705,0.0810546875,0.287109375,0.45947265625,0.419921875,0.8837890625,0.9794921875
3,6,1,8,0.19431110963983042,0.10986328125,0.361328125,0.5390625,0.5283203125,0.94580078125,0.99658203125
3,6,1,16,0.14914923199152536,0.12109375,0.4638671875,0.66845703125,0.68408203125,0.9912109375,0.99951171875
3,6,1,32,0.09558726165254233,0.1357421875,0.6337890625,0.845703125,0.8662109375,0.99951171875,1.0
3,6,1,FULL,0.021186440677966028,0.0,1.0,1.0,1.0,1.0,1.0
3,7,0,1,0.32162982047872346,0.08447265625,0.298828125,0.462890625,0.3251953125,0.76123046875,0.900390625
3,7,0,2,0.2387508311170213,0.14892578125,0.44189453125,0.63671875,0.4248046875,0.88525390625,0.970703125
3,7,0,4,0.17101687167553198,0.23193359375,0.55517578125,0.74755859375,0.541015625,0.9677734375,0.99658203125
3,7,0,8,0.12429978390957452,0.3349609375,0.69970703125,0.84765625,0.6396484375,0.98974609375,0.99951171875
3,7,0,16,0.08770985704787239,0.4765625,0.83447265625,0.94580078125,0.73291015625,0.99853515625,1.0
3,7,0,32,0.03942195811170216,0.71533203125,0.95947265625,0.998046875,0.88720703125,1.0,1.0
3,7,0,FULL,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3,7,1,1,0.37854524585308047,0.02783203125,0.1689453125,0.3271484375,0.32373046875,0.7744140625,0.90771484375
3,7,1,2,0.2745019994075829,0.044921875,0.212890625,0.390625,0.4140625,0.86572265625,0.9697265625
3,7,1,4,0.21039136552132692,0.04443359375,0.2099609375,0.38525390625,0.4921875,0.939453125,0.994140625
3,7,1,8,0.1514620667950236,0.03662109375,0.220703125,0.39306640625,0.60302734375,0.98193359375,0.99951171875
3,7,1,16,0.117185185870853,0.02197265625,0.15283203125,0.35205078125,0.69140625,0.99560546875,1.0
3,7,1,32,0.08807112707345965,0.0048828125,0.06689453125,0.23193359375,0.806640625,1.0,1.0
3,7,1,FULL,0.07109004739336491,0.0,0.0,0.0,1.0,1.0,1.0
3,8,0,1,0.39169009701236257,0.02099609375,0.099609375,0.1923828125,0.0,0.0,0.0
3,8,0,2,0.30134733430631866,0.037109375,0.14697265625,0.2646484375,0.0,0.0,0.0
3,8,0,4,0.211178957760989,0.0576171875,0.20947265625,0.36572265625,0.0,0.0,0.0
3,8,0,8,0.14734825721153844,0.06005859375,0.26904296875,0.4765625,0.0,0.0,0.0
3,8,0,16,0.11052058293269229,0.0947265625,0.32958984375,0.59228515625,0.0,0.0,0.0
3,8,0,32,0.0896183894230769,0.08447265625,0.3671875,0.72119140625,0.0,0.0,0.0
3,8,0,FULL,0.10989010989010994,0.0,0.0,1.0,0.0,0.0,0.0
3,8,1,1,0.3973606057363014,0.0126953125,0.0791015625,0.1767578125,0.03173828125,0.17626953125,0.3525390625
3,8,1,2,0.35116786172945214,0.01953125,0.11669921875,0.248046875,0.04541015625,0.24365234375,0.46044921875
3,8,1,4,0.28292665525114163,0.0380859375,0.18310546875,0.34130859375,0.08154296875,0.3623046875,0.587890625
3,8,1,8,0.21585375642123295,0.05078125,0.24658203125,0.45068359375,0.12548828125,0.47412109375,0.72119140625
3,8,1,16,0.17325957833904118,0.076171875,0.396484375,0.66650390625,0.1728515625,0.650390625,0.88134765625
3,8,1,32,0.16641472246004574,0.11376953125,0.6279296875,0.9072265625,0.19287109375,0.82470703125,0.9873046875
3,8,1,FULL,0.16438356164383566,0.0,1.0,1.0,0.0,1.0,1.0
3,9,0,1,0.38094910189636755,0.025390625,0.154296875,0.291015625,0.224609375,0.5966796875,0.75537109375
3,9,0,2,0.297137920673077,0.0498046875,0.19140625,0.33837890625,0.330078125,0.71337890625,0.8662109375
3,9,0,4,0.21041374532585472,0.0634765625,0.25390625,0.4462890625,0.4609375,0.86865234375,0.95703125
3,9,0,8,0.1222873263888889,0.076171875,0.35546875,0.5732421875,0.67724609375,0.9619140625,0.99609375
3,9,0,16,0.08118406116452992,0.06884765625,0.421875,0.70703125,0.82373046875,0.9931640625,0.99951171875
3,9,0,32,0.06022552751068376,0.04638671875,0.5224609375,0.84619140625,0.9609375,1.0,1.0
3,9,0,FULL,0.08119658119658114,0.0,1.0,1.0,1.0,1.0,1.0
3,9,1,1,0.39599609375,0.02783203125,0.12744140625,0.24658203125,0.146484375,0.494140625,0.75048828125
3,9,1,2,0.3046895689883475,0.04150390625,0.18115234375,0.326171875,0.2548828125,0.6748046875,0.87548828125
3,9,1,4,0.21714653403072037,0.06201171875,0.251953125,0.42138671875,0.3701171875,0.8203125,0.95703125
3,9,1,8,0.12371929621292375,0.109375,0.349609375,0.56005859375,0.5732421875,0.93994140625,0.990234375
3,9,1,16,0.062744140625,0.08837890625,0.474609375,0.72607421875,0.74560546875,0.994140625,0.99951171875
3,9,1,32,0.012891866393008471,0.0439453125,0.63623046875,0.9013671875,0.9375,1.0,1.0
3,9,1,FULL,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4,1,0,1,0.36421498081140347,0.0439453125,0.15869140625,0.2802734375,0.25927734375,0.64404296875,0.82763671875
4,1,0,2,0.30020516378837714,0.04443359375,0.22119140625,0.37646484375,0.32958984375,0.77099609375,0.91796875
4,1,0,4,0.2072454084429824,0.0751953125,0.2919921875,0.4814453125,0.46142578125,0.88232421875,0.97509765625
4,1,0,8,0.14308782209429818,0.1083984375,0.40380859375,0.63037109375,0.5771484375,0.95263671875,0.99365234375
4,1,0,16,0.09640984786184204,0.1640625,0.5419921875,0.791015625,0.703125,0.99267578125,1.0
4,1,0,32,0.07818710594846481,0.189453125,0.72265625,0.95703125,0.73193359375,0.9990234375,1.0
4,1,0,FULL,0.2499999999999999,0.0,1.0,1.0,0.0,1.0,1.0
4,1,1,1,0.383582998853211,0.0380859375,0.1357421875,0.2529296875,0.1669921875,0.509765625,0.748046875
4,1,1,2,0.31429633744266056,0.056640625,0.21435546875,0.34521484375,0.203125,0.61767578125,0.8291015625
4,1,1,4,0.24662682769495411,0.08837890625,0.291015625,0.4677734375,0.29052734375,0.73046875,0.91650390625
4,1,1,8,0.18721330275229356,0.12939453125,0.39208984375,0.60693359375,0.388671875,0.85498046875,0.970703125
4,1,1,16,0.11882704988532106,0.2138671875,0.56640625,0.78515625,0.5888671875,0.95458984375,0.99658203125
4,1,1,32,0.058548953555045816,0.2666015625,0.84326171875,0.9609375,0.84033203125,0.99755859375,1.0
4,1,1,FULL,0.03211009174311917,0.0,1.0,1.0,1.0,1.0,1.0
4,2,0,1,0.4588997718131188,0.02197265625,0.08935546875,0.17626953125,0.02197265625,0.08935546875,0.17626953125
4,2,0,2,0.3944732363861386,0.02490234375,0.11181640625,0.20458984375,0.02490234375,0.11181640625,0.20458984375
4,2,0,4,0.35641872292698024,0.025390625,0.1220703125,0.212890625,0.025390625,0.1220703125,0.212890625
4,2,0,8,0.32410030553836633,0.0234375,0.11328125,0.2099609375,0.0234375,0.11328125,0.2099609375
4,2,0,16,0.30471167233910895,0.0224609375,0.10302734375,0.20263671875,0.0224609375,0.10302734375,0.20263671875
4,2,0,32,0.2974623878403465,0.0029296875,0.046875,0.1220703125,0.0029296875,0.046875,0.1220703125
4,2,0,FULL,0.34653465346534656,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,1,0.365234375,0.07470703125,0.31005859375,0.4833984375,0.17724609375,0.6083984375,0.81982421875
4,2,1,2,0.29074578536184215,0.13671875,0.41455078125,0.6044921875,0.25537109375,0.697265625,0.89013671875
4,2,1,4,0.22954144394188597,0.20458984375,0.53369140625,0.72900390625,0.330078125,0.802734375,0.94091796875
4,2,1,8,0.19695509525767546,0.28857421875,0.650390625,0.81689453125,0.40478515625,0.87255859375,0.9765625
4,2,1,16,0.15097527754934215,0.40283203125,0.74755859375,0.89599609375,0.51220703125,0.92138671875,0.99267578125
4,2,1,32,0.0869568941885965,0.6298828125,0.89501953125,0.97314453125,0.71142578125,0.97705078125,0.9990234375
4,2,1,FULL,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4,3,0,1,0.31527628940818575,0.0234375,0.1318359375,0.2734375,0.2470703125,0.7470703125,0.90185546875
4,3,0,2,0.2202883019911504,0.04150390625,0.21728515625,0.369140625,0.37353515625,0.86962890625,0.96728515625
4,3,0,4,0.1403246854258849,0.06396484375,0.27001953125,0.46728515625,0.48486328125,0.9560546875,0.99560546875
4,3,0,8,0.08793383573008844,0.08447265625,0.3525390625,0.603515625,0.548828125,0.990234375,1.0
4,3,0,16,0.06313735826880526,0.10009765625,0.46240234375,0.732421875,0.56396484375,0.9951171875,1.0
4,3,0,32,0.05234331789269906,0.09326171875,0.62451171875,0.884765625,0.513671875,1.0,1.0
4,3,0,FULL,0.07079646017699102,0.0,1.0,1.0,0.0,1.0,1.0
4,3,1,1,0.34528548869680853,0.0361328125,0.1787109375,0.32177734375,0.31201171875,0.744140625,0.876953125
4,3,1,2,0.25353848071808505,0.06640625,0.2548828125,0.4267578125,0.41015625,0.8681640625,0.95751953125
4,3,1,4,0.15870802859042552,0.10400390625,0.3740234375,0.58349609375,0.5126953125,0.962890625,0.9921875
4,3,1,8,0.09874916888297869,0.12548828125,0.494140625,0.7490234375,0.56298828125,0.99365234375,1.0
4,3,1,16,0.07752451795212764,0.1396484375,0.63134765625,0.9013671875,0.5107421875,0.99951171875,1.0
4,3,1,32,0.07949842087765957,0.1044921875,0.783203125,0.986328125,0.353515625,1.0,1.0
4,3,1,FULL,0.09787234042553193,0.0,1.0,1.0,0.0,1.0,1.0
4,5,0,1,0.28916648582175936,0.12109375,0.3916015625,0.56640625,0.376953125,0.83154296875,0.953125
4,5,0,2,0.22164803964120378,0.1728515625,0.46044921875,0.61572265625,0.5029296875,0.91015625,0.98486328125
4,5,0,4,0.18103027343750006,0.2041015625,0.4794921875,0.65576171875,0.5830078125,0.94970703125,0.9931640625
4,5,0,8,0.15347629123263895,0.21337890625,0.49951171875,0.6767578125,0.6552734375,0.9736328125,0.99560546875
4,5,0,16,0.13730423538773157,0.232421875,0.5009765625,0.69873046875,0.7001953125,0.9892578125,0.99951171875
4,5,0,32,0.12863950376157413,0.212890625,0.548828125,0.74560546875,0.74072265625,0.9951171875,1.0
4,5,0,FULL,0.08333333333333341,0.0,1.0,1.0,1.0,1.0,1.0
4,5,1,1,0.27071306346792035,0.0322265625,0.16845703125,0.361328125,0.22802734375,0.64404296875,0.86474609375
4,5,1,2,0.2331975076050885,0.0322265625,0.17724609375,0.37646484375,0.2431640625,0.697265625,0.90283203125
4,5,1,4,0.21220465465984512,0.03662109375,0.16796875,0.357421875,0.2802734375,0.77392578125,0.943359375
4,5,1,8,0.1910692063053097,0.0302734375,0.154296875,0.29833984375,0.34130859375,0.8427734375,0.96728515625
4,5,1,16,0.18634627350663716,0.0087890625,0.099609375,0.23779296875,0.380859375,0.92333984375,0.990234375
4,5,1,32,0.17048577502765483,0.0,0.029296875,0.1298828125,0.50537109375,0.98583984375,0.99951171875
4,5,1,FULL,0.10619469026548668,0.0,0.0,0.0,1.0,1.0,1.0
4,6,0,1,0.3134378441629957,0.03466796875,0.1630859375,0.296875,0.37744140625,0.79541015625,0.908203125
4,6,0,2,0.2370401121971366,0.04931640625,0.228515625,0.384765625,0.47802734375,0.89111328125,0.9736328125
4,6,0,4,0.16317843130506615,0.06640625,0.28662109375,0.4541015625,0.59228515625,0.95947265625,0.9951171875
4,6,0,8,0.1084543639867842,0.08349609375,0.31591796875,0.50927734375,0.74072265625,0.98681640625,0.99853515625
4,6,0,16,0.06555874862334808,0.0732421875,0.33544921875,0.57470703125,0.873046875,0.99755859375,1.0
4,6,0,32,0.03568755162444939,0.05859375,0.34033203125,0.67919921875,0.96875,1.0,1.0
4,6,0,FULL,0.013215859030837078,0.0,0.0,1.0,1.0,1.0,1.0
4,6,1,1,0.35075292545995673,0.01611328125,0.0859375,0.1875,0.19677734375,0.6162109375,0.81640625
4,6,1,2,0.28955289502164505,0.01708984375,0.091796875,0.1953125,0.255859375,0.73779296875,0.91064453125
4,6,1,4,0.22306420792748918,0.0185546875,0.1142578125,0.22314453125,0.3330078125,0.85888671875,0.9775390625
4,6,1,8,0.17686350108225107,0.01416015625,0.0859375,0.19384765625,0.4462890625,0.921875,0.99462890625
4,6,1,16,0.138764880952381,0.00439453125,0.04248046875,0.1396484375,0.5888671875,0.97021484375,0.99951171875
4,6,1,32,0.10615995332792211,0.0,0.00732421875,0.0478515625,0.76123046875,0.9970703125,0.99951171875
4,6,1,FULL,0.09523809523809536,0.0,0.0,0.0,1.0,1.0,1.0
4,7,0,1,0.31096248183139524,0.03125,0.1650390625,0.31884765625,0.2197265625,0.69677734375,0.87841796875
4,7,0,2,0.23909656613372082,0.044921875,0.201171875,0.35302734375,0.2587890625,0.7509765625,0.93798828125
4,7,0,4,0.18536746002906965,0.03564453125,0.2080078125,0.37646484375,0.294921875,0.81298828125,0.96533203125
4,7,0,8,0.14957530886627896,0.0263671875,0.1865234375,0.3623046875,0.287109375,0.84521484375,0.98291015625
4,7,0,16,0.12878361191860452,0.02001953125,0.14501953125,0.30078125,0.283203125,0.84228515625,0.984375
4,7,0,32,0.09653888081395336,0.0029296875,0.060546875,0.16943359375,0.30126953125,0.8603515625,0.99267578125
4,7,0,FULL,0.06046511627906958,0.0,0.0,0.0,0.0,1.0,1.0
4,7,1,1,0.4517632715450311,0.06201171875,0.25244140625,0.3857421875,0.0126953125,0.080078125,0.166015625
4,7,1,2,0.37503639363354035,0.09375,0.29833984375,0.466796875,0.01416015625,0.0810546875,0.18994140625
4,7,1,4,0.29786672651397517,0.1240234375,0.376953125,0.55078125,0.013671875,0.10009765625,0.2216796875
4,7,1,8,0.24161126746894412,0.12939453125,0.40234375,0.60986328125,0.013671875,0.1025390625,0.23486328125
4,7,1,16,0.22719938858695654,0.12060546875,0.41650390625,0.64111328125,0.00439453125,0.08251953125,0.22900390625
4,7,1,32,0.25161648388975155,0.0791015625,0.390625,0.68603515625,0.00048828125,0.03564453125,0.189453125
4,7,1,FULL,0.34161490683229806,0.0,0.0,1.0,0.0,0.0,0.0
4,8,0,1,0.44619140625,0.0244140625,0.11962890625,0.24609375,0.05859375,0.25537109375,0.453125
4,8,0,2,0.36845703124999996,0.04833984375,0.19482421875,0.34521484375,0.10498046875,0.3857421875,0.61181640625
4,8,0,4,0.29292927194148927,0.07177734375,0.2841796875,0.46875,0.15771484375,0.537109375,0.75390625
4,8,0,8,0.22663730053191486,0.10791015625,0.3916015625,0.62744140625,0.2373046875,0.689453125,0.89013671875
4,8,0,16,0.17124335106382974,0.18505859375,0.5751953125,0.80126953125,0.35546875,0.83740234375,0.9677734375
4,8,0,32,0.12390292553191487,0.3515625,0.7861328125,0.9326171875,0.50634765625,0.9423828125,0.99462890625
4,8,0,FULL,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4,8,1,1,0.43587634632888345,0.01806640625,0.099609375,0.18310546875,0.07568359375,0.34912109375,0.57080078125
4,8,1,2,0.33731464274878636,0.02685546875,0.1318359375,0.2509765625,0.09619140625,0.41845703125,0.662109375
4,8,1,4,0.24996681583737862,0.03955078125,0.1826171875,0.337890625,0.13818359375,0.5439453125,0.78857421875
4,8,1,8,0.1819866884101941,0.06591796875,0.25146484375,0.40966796875,0.169921875,0.6611328125,0.880859375
4,8,1,16,0.12629655263956302,0.056640625,0.306640625,0.51953125,0.16748046875,0.74365234375,0.9443359375
4,8,1,32,0.08265700849514554,0.06689453125,0.36962890625,0.66162109375,0.16455078125,0.8525390625,0.98974609375
4,8,1,FULL,0.04368932038834938,0.0,0.0,1.0,0.0,1.0,1.0
4,9,0,1,0.4542756453804348,0.0205078125,0.1142578125,0.23193359375,0.1201171875,0.427734375,0.64697265625
4,9,0,2,0.3646887737771739,0.0419921875,0.18359375,0.33154296875,0.1923828125,0.55419921875,0.78759765625
4,9,0,4,0.27246518342391307,0.07568359375,0.30029296875,0.4931640625,0.3134765625,0.75390625,0.91748046875
4,9,0,8,0.17881071671195653,0.130859375,0.45068359375,0.67822265625,0.47021484375,0.8916015625,0.9833984375
4,9,0,16,0.0979662024456522,0.20458984375,0.6572265625,0.87744140625,0.681640625,0.9765625,0.9990234375
4,9,0,32,0.03931937839673917,0.28955078125,0.89111328125,0.9873046875,0.9150390625,1.0,1.0
4,9,0,FULL,0.039130434782608796,0.0,1.0,1.0,1.0,1.0,1.0
4,9,1,1,0.42364792596726186,0.015625,0.07275390625,0.14013671875,0.103515625,0.38818359375,0.5869140625
4,9,1,2,0.36365211123511904,0.02099609375,0.0947265625,0.16748046875,0.12744140625,0.46728515625,0.66064453125
4,9,1,4,0.3027413504464286,0.01513671875,0.0888671875,0.16650390625,0.14111328125,0.5322265625,0.75
4,9,1,8,0.25153111049107146,0.02001953125,0.087890625,0.150390625,0.16552734375,0.59521484375,0.794921875
4,9,1,16,0.22293526785714285,0.00634765625,0.0546875,0.1044921875,0.140625,0.58251953125,0.810546875
4,9,1,32,0.19496605282738097,0.0009765625,0.01806640625,0.0341796875,0.109375,0.63134765625,0.82373046875
4,9,1,FULL,0.19047619047619058,0.0,0.0,0.0,0.0,1.0,1.0
