seed,target,method_id,target_regret,source_relative_gain,Q1_catastrophic_floor_breached,Q2_catastrophic_excess_breached
3,2,U12,0.7268577834721333,-0.006426169122357495,0,1
3,2,U13,0.5528507367072389,0.16758087764253682,0,1
3,2,U14,0.5829596412556054,0.13747197309417036,0,1
3,2,U15,0.7204316143497758,0.0,0,1
3,2,B0,0.4630845611787316,0.25734705317104417,0,0
3,2,B5,0.0,0.7204316143497758,0,0
3,3,B1,0.5039974416373522,0.2999280460505277,0,0
3,3,B2,0.4764350815478095,0.32749040614007036,0,0
3,3,B3,0.2774224496322355,0.5265030380556444,0,0
3,3,B4O,0.3197953309881677,0.48413015669971216,0,0
3,3,B4S,0.7363287496002557,0.06759673808762412,0,1
3,3,S1,0.8039254876878799,0.0,0,1
3,3,S2,0.8522945314998401,-0.04836904381196028,0,1
3,3,U1,0.9622641509433962,-0.15833866325551638,1,1
3,3,U2,0.9622641509433962,-0.15833866325551638,1,1
3,3,U3,0.7974096578189959,0.006515829868883993,0,1
3,3,U4,0.605892228973457,0.1980332587144229,0,0
3,3,U5,0.7615526063319475,0.04237288135593231,0,1
3,3,U6,0.7848576910777103,0.019067796610169552,0,1
3,3,U7,0.951271186440678,-0.14734569875279813,1,1
3,3,U11,0.9764150943396226,-0.17248960665174273,1,1
3,3,U12,0.5698752798209147,0.23405020786696518,0,0
3,3,U13,0.21937959705788307,0.5845458906299967,0,0
3,3,U14,0.688839142948513,0.11508634473936685,0,1
3,3,U15,0.8039254876878799,0.0,0,1
3,3,B0,0.47429645027182615,0.3296290374160537,0,0
3,3,B5,0.0,0.8039254876878799,0,0
3,5,B1,0.39576314016172515,0.3905407681940701,0,0
3,5,B2,0.238986691374663,0.5473172169811322,0,0
3,5,B3,0.7758591644204852,0.01044474393531003,0,1
3,5,B4O,0.5440953504043127,0.24220855795148255,0,1
3,5,B4S,0.8205441374663072,-0.034240229110511944,0,1
3,5,S1,0.7863039083557952,0.0,0,1
3,5,S2,0.512466307277628,0.27383760107816724,0,1
3,5,U1,0.9383423180592992,-0.15203840970350402,1,1
3,5,U2,0.9383423180592992,-0.15203840970350402,1,1
3,5,U3,0.9383423180592992,-0.15203840970350402,1,1
3,5,U4,0.7318901617250674,0.054413746630727844,0,1
3,5,U5,0.7318901617250674,0.054413746630727844,0,1
3,5,U6,0.9160208894878706,-0.12971698113207542,1,1
3,5,U7,0.8285461590296497,-0.04224225067385445,0,1
3,5,U11,0.9383423180592992,-0.15203840970350402,1,1
3,5,U12,0.7318901617250674,0.054413746630727844,0,1
3,5,U13,0.08018867924528299,0.7061152291105123,0,0
3,5,U14,0.8888140161725068,-0.10251010781671155,1,1
3,5,U15,0.7863039083557952,0.0,0,1
3,5,B0,0.49764150943396224,0.288662398921833,0,1
3,5,B5,0.0,0.7863039083557952,0,0
3,6,B1,0.6278460755073834,0.2672492180112025,0,1
3,6,B2,0.38802102276860395,0.5070742707499819,0,0
3,6,B3,0.5070560849639921,0.38803920855459373,0,0
3,6,B4O,0.2181748745180767,0.6769204190005091,0,0
3,6,B4S,0.6504146359205645,0.24468065759802138,0,1
3,6,S1,0.8950952935185859,0.0,0,1
3,6,S2,0.813795737251764,0.08129955626682184,0,1
3,6,U1,0.9227467811158798,-0.027651487597293967,0,1
3,6,U2,0.9227467811158798,-0.027651487597293967,0,1
3,6,U3,0.7639484978540773,0.1311467956645086,0,1
3,6,U4,0.8391921873863388,0.05590310613224703,0,1
3,6,U5,0.8391921873863388,0.05590310613224703,0,1
3,6,U6,0.7998654251836763,0.09522986833490954,0,1
3,6,U7,0.7983469120535389,0.09674838146504694,0,1
3,6,U11,0.9227467811158798,-0.027651487597293967,0,1
3,6,U12,0.9046610169491525,-0.009565723430566608,0,1
3,6,U13,0.16949152542372878,0.725603768094857,0,0
3,6,U14,0.5901287553648068,0.30496653815377905,0,1
3,6,U15,0.8950952935185859,0.0,0,1
3,6,B0,0.4988997599476248,0.39619553357096104,0,0
3,6,B5,0.0,0.8950952935185859,0,0
3,7,B1,0.31805989714631444,0.48483412322274877,0,0
3,7,B2,0.3041343148129475,0.4987597055561157,0,0
3,7,B3,0.8528889785217304,-0.04999495815266719,0,1
3,7,B4O,0.3382676212564284,0.4646263991126348,0,0
3,7,B4S,0.7985479479681354,0.00434607240092777,0,1
3,7,S1,0.8028940203690632,0.0,0,1
3,7,S2,0.7442371684985378,0.058656851870525384,0,1
3,7,U1,0.966824644549763,-0.1639306241806998,1,1
3,7,U2,0.966824644549763,-0.1639306241806998,1,1
3,7,U3,0.6680548552989816,0.13483916507008165,0,1
3,7,U4,0.8455480488050822,-0.042654028436018954,0,1
3,7,U5,0.8455480488050822,-0.042654028436018954,0,1
3,7,U6,0.7816174246243823,0.021276595744680882,0,1
3,7,U7,0.5106080467883434,0.29228597358071984,0,0
3,7,U11,0.9715639810426541,-0.16866996067359086,1,1
3,7,U12,0.7710799636986992,0.031814056670363966,0,1
3,7,U13,0.6360088736513059,0.16688514671775734,0,1
3,7,U14,0.5639810426540284,0.23891297771503484,0,1
3,7,U15,0.8028940203690632,0.0,0,1
3,7,B0,0.5287990319653121,0.2740949884037511,0,0
3,7,B5,0.0,0.8028940203690632,0,0
3,8,B1,0.6081715088564403,0.11640072256510625,0,1
3,8,B2,0.4249460585077023,0.2996261729138443,0,0
3,8,B3,0.6961964975663606,0.02837573385518599,0,1
3,8,B4O,0.4338150434040845,0.2907571880174621,0,0
3,8,B4S,0.46604194891866124,0.25853028250288534,0,0
3,8,S1,0.7245722314215466,0.0,0,1
3,8,S2,0.7712755281248431,-0.04670329670329654,0,1
3,8,U1,0.8159340659340659,-0.09136183451251934,0,1
3,8,U2,0.8159340659340659,-0.09136183451251934,0,1
3,8,U3,0.7719780219780219,-0.047405790556475313,0,1
3,8,U4,0.685797079632696,0.038775151788850604,0,1
3,8,U5,0.685797079632696,0.038775151788850604,0,1
3,8,U6,0.7383084951578103,-0.013736263736263687,0,1
3,8,U7,0.47718149430478196,0.24739073711676463,0,0
3,8,U11,0.8159340659340659,-0.09136183451251934,0,1
3,8,U12,0.685797079632696,0.038775151788850604,0,1
3,8,U13,0.36894726278287926,0.3556249686386673,0,0
3,8,U14,0.782967032967033,-0.058394801545486374,0,1
3,8,U15,0.7245722314215466,0.0,0,1
3,8,B0,0.45679662802950477,0.2677756033920418,0,0
3,8,B5,0.0,0.7245722314215466,0,0
3,9,B1,0.509180790960452,0.20780819933362316,0,0
3,9,B2,0.3581051716644936,0.3588838186295815,0,0
3,9,B3,0.5068810662031001,0.210107924090975,0,0
3,9,B4O,0.30752933507170804,0.4094596552223671,0,0
3,9,B4S,0.8248406489931914,-0.10785165869911628,1,1
3,9,S1,0.7169889902940751,0.0,0,1
3,9,S2,0.7743553527451833,-0.057366362451108155,0,1
3,9,U1,1.0,-0.28301100970592485,1,1
3,9,U2,1.0,-0.28301100970592485,1,1
3,9,U3,1.0,-0.28301100970592485,1,1
3,9,U4,0.6742539475590323,0.042735042735042805,0,1
3,9,U5,0.6742539475590323,0.042735042735042805,0,1
3,9,U6,0.7212262784296684,-0.004237288135593209,0,1
3,9,U7,0.24500217296827465,0.4719868173258005,0,0
3,9,U11,1.0,-0.28301100970592485,1,1
3,9,U12,0.6977582210633059,0.019230769230769273,0,1
3,9,U13,0.41369694335796037,0.3032920469361148,0,0
3,9,U14,1.0,-0.28301100970592485,1,1
3,9,U15,0.7169889902940751,0.0,0,1
3,9,B0,0.4893524554541504,0.22763653483992474,0,0
3,9,B5,0.0,0.7169889902940751,0,0
4,1,B1,0.3562288749396427,0.4732818284242717,0,0
4,1,B2,0.18348623853211007,0.6460244648318043,0,0
4,1,B3,0.8642966360856269,-0.03478593272171249,0,1
4,1,B4O,0.49764606470304207,0.33186463866087235,0,0
4,1,B4S,0.09938837920489285,0.7301223241590216,0,0
4,1,S1,0.8295107033639144,0.0,0,1
4,1,S2,0.827217125382263,0.002293577981651418,0,1
4,1,U1,0.8353251247384517,-0.005814421374537249,0,1
4,1,U2,0.861842105263158,-0.03233140189924355,0,1
4,1,U3,1.0,-0.17048929663608559,1,1
4,1,U4,0.7527563173990021,0.07675438596491235,0,1
4,1,U5,0.7527563173990021,0.07675438596491235,0,1
4,1,U6,0.7953283437952681,0.03418235956864635,0,1
4,1,U7,0.8688837920489296,-0.03937308868501521,0,1
4,1,U11,0.8399122807017544,-0.010401577337839973,0,1
4,1,U12,0.827317720907774,0.002192982456140413,0,1
4,1,U13,0.18002575245453076,0.6494849509093836,0,0
4,1,U14,0.46251810719459197,0.36699259616932245,0,0
4,1,U15,0.8295107033639144,0.0,0,1
4,1,B0,0.47298004184773856,0.35653066151617585,0,0
4,1,B5,0.0,0.8295107033639144,0,0
4,2,B1,0.3289256557234671,0.4789821087371896,0,0
4,2,B2,0.395800764286955,0.4121070001737017,0,0
4,2,B3,0.5513505297898211,0.2565572346708356,0,0
4,2,B4O,0.4234193156157722,0.38448844884488453,0,0
4,2,B4S,0.9788518325516762,-0.17094406809101947,1,1
4,2,S1,0.8079077644606567,0.0,0,1
4,2,S2,0.7552761855132881,0.052631578947368585,0,1
4,2,U1,0.8762376237623762,-0.06832985930171953,0,1
4,2,U2,0.8762376237623762,-0.06832985930171953,0,1
4,2,U3,0.6420878929998263,0.16581987146083044,0,1
4,2,U4,0.8847924266110823,-0.07688466215042555,0,1
4,2,U5,0.8847924266110823,-0.07688466215042555,0,1
4,2,U6,0.908676393955185,-0.10076862949452825,1,1
4,2,U7,0.8132708007642869,-0.00536303630363022,0,1
4,2,U11,0.8762376237623762,-0.06832985930171953,0,1
4,2,U12,0.8847924266110823,-0.07688466215042555,0,1
4,2,U13,0.8847924266110823,-0.07688466215042555,0,1
4,2,U14,0.6608910891089109,0.14701667535174578,0,1
4,2,U15,0.8079077644606567,0.0,0,1
4,2,B0,0.5079902727114818,0.2999174917491749,0,0
4,2,B5,0.0,0.8079077644606567,0,0
4,3,B1,0.026548672566371646,0.6823291282244398,0,0
4,3,B2,0.26672001506307663,0.4421577857277348,0,0
4,3,B3,0.39185652419506684,0.3170212765957446,0,0
4,3,B4O,0.5358595368103934,0.17301826398041797,0,1
4,3,B4S,0.5425061193748824,0.16637168141592906,0,1
4,3,S1,0.7088778007908114,0.0,0,1
4,3,S2,0.6112502353605723,0.0976275654302391,0,1
4,3,U1,0.9800884955752213,-0.27121069478440984,1,1
4,3,U2,0.9800884955752213,-0.27121069478440984,1,1
4,3,U3,0.9800884955752213,-0.27121069478440984,1,1
4,3,U4,0.7258990773865561,-0.017021276595744705,0,1
4,3,U5,0.747175673131237,-0.03829787234042559,0,1
4,3,U6,0.837883637733007,-0.12900583694219558,1,1
4,3,U7,0.8673225381284128,-0.15844473733760134,1,1
4,3,U11,0.9800884955752213,-0.27121069478440984,1,1
4,3,U12,0.5791847109772172,0.12969308981359418,0,1
4,3,U13,0.32327245339860666,0.38560534739220476,0,0
4,3,U14,0.7787610619469025,-0.06988326115609111,0,1
4,3,U15,0.7088778007908114,0.0,0,1
4,3,B0,0.48140651478064395,0.22747128601016747,0,0
4,3,B5,0.0,0.7088778007908114,0,0
4,5,B1,0.5184673058013767,0.4392924450999671,0,1
4,5,B2,0.39693952802359883,0.560820222877745,0,0
4,5,B3,0.38087921992789253,0.5768805309734513,0,0
4,5,B4O,0.22640117994100298,0.7313585709603408,0,0
4,5,B4S,0.7065716158636512,0.25118813503769255,0,1
4,5,S1,0.9577597509013438,0.0,0,1
4,5,S2,0.7785357259914782,0.17922402490986555,0,1
4,5,U1,0.9084726319239593,0.04928711897738447,0,1
4,5,U2,0.9084726319239593,0.04928711897738447,0,1
4,5,U3,0.9269911504424779,0.03076860045886587,0,1
4,5,U4,0.6905727630285152,0.2671869878728286,0,1
4,5,U5,0.6905727630285152,0.2671869878728286,0,1
4,5,U6,0.8363036709275649,0.12145607997377894,0,1
4,5,U7,0.5266306129137988,0.43112913798754504,0,1
4,5,U11,0.9084726319239593,0.04928711897738447,0,1
4,5,U12,0.624201081612586,0.33355866928875777,0,1
4,5,U13,0.38305063913471,0.5747091117666339,0,0
4,5,U14,0.9084726319239593,0.04928711897738447,0,1
4,5,U15,0.9577597509013438,0.0,0,1
4,5,B0,0.5163061291379876,0.44145362176335623,0,1
4,5,B5,0.0,0.9577597509013438,0,0
4,6,B1,0.6513149112268055,0.12281404351888936,0,1
4,6,B2,0.3904304212674258,0.3836985334782691,0,0
4,6,B3,0.7812994641188474,-0.007170509373152556,0,1
4,6,B4O,0.46527261284970534,0.30885634189598954,0,0
4,6,B4S,0.7708583633693766,0.0032705913763182437,0,1
4,6,S1,0.7741289547456949,0.0,0,1
4,6,S2,0.7741289547456949,0.0,0,1
4,6,U1,1.0,-0.22587104525430513,1,1
4,6,U2,1.0,-0.22587104525430513,1,1
4,6,U3,0.7973568281938327,-0.023227873448137815,0,1
4,6,U4,0.6938039933634648,0.08032496138223011,0,1
4,6,U5,0.8325705131872532,-0.058441558441558294,0,1
4,6,U6,0.7741289547456949,0.0,0,1
4,6,U7,0.7680836050880104,0.00604534965768444,0,1
4,6,U11,1.0,-0.22587104525430513,1,1
4,6,U12,0.6938039933634648,0.08032496138223011,0,1
4,6,U13,0.11927646509144303,0.6548524896542518,0,0
4,6,U14,0.6515151515151515,0.12261380323054338,0,1
4,6,U15,0.7741289547456949,0.0,0,1
4,6,B0,0.4913610618456434,0.2827678929000515,0,0
4,6,B5,0.0,0.7741289547456949,0,0
4,7,B1,0.16832298136645962,0.822360248447205,0,0
4,7,B2,0.4454571717463527,0.545226058067312,0,0
4,7,B3,0.8712119023544705,0.11947132745919409,0,1
4,7,B4O,0.39335548172757473,0.5973277480860899,0,0
4,7,B4S,0.6982666474071934,0.2924165824064713,0,1
4,7,S1,0.9906832298136646,0.0,0,1
4,7,S2,0.8657807308970099,0.12490249891665473,0,1
4,7,U1,0.9316770186335404,0.05900621118012428,0,1
4,7,U2,0.9906832298136646,0.0,0,1
4,7,U3,0.7484472049689441,0.2422360248447205,0,1
4,7,U4,0.8386537628195868,0.15202946699407782,0,1
4,7,U5,0.8386537628195868,0.15202946699407782,0,1
4,7,U6,0.9906832298136646,0.0,0,1
4,7,U7,0.7842553806153402,0.20642784919832446,0,1
4,7,U11,0.8354037267080745,0.15527950310559013,0,1
4,7,U12,0.8013866820742452,0.1892965477394194,0,1
4,7,U13,0.7051133901487794,0.28556983966488525,0,1
4,7,U14,0.5,0.49068322981366463,0,0
4,7,U15,0.9906832298136646,0.0,0,1
4,7,B0,0.5462082912032356,0.4444749386104291,0,0
4,7,B5,0.0,0.9906832298136646,0,0
4,8,B1,0.606207395166288,0.12676099979343114,0,0
4,8,B2,0.3325655856228052,0.4004028093369139,0,0
4,8,B3,0.2189010535013427,0.5140673414583764,0,0
4,8,B4O,0.6151414996901466,0.11782689526957246,0,0
4,8,B4S,0.8193038628382565,-0.08633546787853741,0,1
4,8,S1,0.7329683949597191,0.0,0,1
4,8,S2,0.6777112166907664,0.05525717826895271,0,1
4,8,U1,0.9878640776699029,-0.2548956827101838,1,1
4,8,U2,0.9878640776699029,-0.2548956827101838,1,1
4,8,U3,0.6762549060111547,0.05671348894856443,0,1
4,8,U4,0.7329683949597191,0.0,0,1
4,8,U5,0.7329683949597191,0.0,0,1
4,8,U6,0.7505267506713489,-0.01755835571162978,0,1
4,8,U7,0.7320698202850651,0.0008985746746540402,0,1
4,8,U11,0.9296116504854368,-0.1966432555257177,1,1
4,8,U12,0.7329683949597191,0.0,0,1
4,8,U13,0.6517868209047717,0.08118157405494741,0,1
4,8,U14,0.7281553398058253,0.004813055153893853,0,1
4,8,U15,0.7329683949597191,0.0,0,1
4,8,B0,0.4873992976657716,0.2455690972939475,0,0
4,8,B5,0.0,0.7329683949597191,0,0
4,9,B1,0.732815734989648,-0.09606625258799184,0,1
4,9,B2,0.39244306418219466,0.24430641821946153,0,0
4,9,B3,0.36014492753623184,0.27660455486542435,0,0
4,9,B4O,0.33271221532091094,0.30403726708074524,0,0
4,9,B4S,0.7068322981366459,-0.07008281573498976,0,1
4,9,S1,0.6367494824016562,0.0,0,0
4,9,S2,0.7195652173913043,-0.08281573498964812,0,1
4,9,U1,0.6237060041407867,0.01304347826086949,0,0
4,9,U2,0.6237060041407867,0.01304347826086949,0,0
4,9,U3,0.7976190476190476,-0.16086956521739137,1,1
4,9,U4,0.6629399585921325,-0.02619047619047632,0,1
4,9,U5,0.649896480331263,-0.01314699792960683,0,1
4,9,U6,0.7695652173913043,-0.13281573498964816,1,1
4,9,U7,0.4067287784679089,0.2300207039337473,0,0
4,9,U11,0.6237060041407867,0.01304347826086949,0,0
4,9,U12,0.6624223602484471,-0.025672877846790954,0,1
4,9,U13,0.47536231884057967,0.16138716356107652,0,0
4,9,U14,0.598447204968944,0.038302277432712195,0,0
4,9,U15,0.6367494824016562,0.0,0,0
4,9,B0,0.47701863354037266,0.15973084886128353,0,0
4,9,B5,0.0,0.6367494824016562,0,0
