dataset,unit_id,regime,epoch,trajectory_order,checkpoint_sha256,optimizer_sha256,sidecar_sha256,source_audit_sha256,target_unlabeled_sha256,Wz_plus_b_max_error,persisted_linear_max_error,softmax_max_error,repeat_logits_max_error,repeat_z_max_error,status
Cho2017,c84l1_23148faab332c36faf9945ab0bc27499,OACI,109,22,236ed410fe1cfa834669e59784a2c3797e016f32395c83d364685816a2476e01,cba83fdc5c052c20253eb603fd96029c9d38d48e2fab29f098f2893940c2a339,fd7111e230b8bcbc9197e4857bd24213323a873ce6dc23ce5bf7a39d23b647d1,de0aeb0a0de58ee68b3e1e8ada6f72b9bd287910edb5de8e033a9328c47f221b,3298ff906fd492b8e511dfcd0ed8e9ed207fa80187b23ca7e48ff8d50a58f557,1.9073486328125e-06,6.854534149169922e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_2697eb2eb68ebcc14a2f2a7b76f1887f,SRC,74,15,1c257e4e3c1f8fce6e723a9b538b3f14a07a0b8bf4bae8670b99d15d3fd2474b,84d950378ca6badbb9e8d54e114c2e815cdb19bbdffe1e21d7bb8e7024aed2ae,a0a39d04d22720e8a7884184c40ba1781a8e75a13792a103347fabe4a18cf002,3989575d359ca20af7cc63127c27ecab5e41daf9d465396390ace3dc92f1ceea,181df12e60d7485ccfac0fbf32cecc98c2612ef4dc0409f3a2be73ccae413017,4.291534423828125e-06,1.430511474609375e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_275f1aa0af1a3c78151b6091fb5e8d4a,SRC,14,3,bc1efeb5a81c744b2497064e12e4731a3d5abfedb8a89a85a0f4ff2493bfea18,cd400ffd7269eea6e044d050f71fd5beb2b0a7a7a41c646079bea374a907557e,778f5cc5c1bc25deeaac2ec6e9f87f282348570f5b9e2f10365c7de4f443690d,542c87ffa3a2f50483b4f663a5d2e7c502da3d0a58981cd3216563600bc29d39,f2497e5e8faa8403296aa8e70de9393d4ccf1c5eadcf0645636434679e812250,2.1457672119140625e-06,9.5367431640625e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_2e2a002d50f5e4980fbe1c643f689a95,OACI,59,12,f3cd4aebcd6bb254ff3d85c94fd9ae44204064c28da9b50c7b2f12d1f601c88c,dec5cd12c9423725fc80b026b53c97c8023b02a6ffe137c4da0b3569d9848f50,33fa8dee55421d8e2bd8ec3da311a514291f3b78196bf24a6895df963dd2a168,7e885caec243d88862ec2fe855bfad3a2a98502497e347463320dcdbc3ece9fd,451f7b7aca076bdf5dc7144bb6775b625c859867183e439d4e63861bdf6d6465,1.7285346984863281e-06,6.854534149169922e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_317339d98edef82bf1a073b40630f31f,SRC,139,28,07bee957431cc0252d65907474d7a46f774508cbc5d8afd05849548d2840280b,9c29715f642303f40c164ce0cb0d7fef7608337da2f45a98084214505eee9bd6,0141956a50675c9d1620df26dd49ff8e9964ca2437153691860174f0abf16faa,70f50e5c3623c6393f1c855a8a8c5a26096041478c8f061040df38ae758ac34f,07df7cfb0fd45e6034a524e2322f720e726464ec33287d5f6c3cd32a71c75216,6.67572021484375e-06,2.6226043701171875e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_31780a3f4481a302a86e1c1164a5e736,SRC,129,26,3204ad2401e2e5c4f036ab004ca553c0e13e6841919d6b2bd40799993de436e6,d4984fb40ace891adb2d9ac651b8a76a1b0a29fe4364fd360abb825b275ea2d8,1996c0fb2712312567be19731b7ed2c91ecf603abc6858e78db6cf2f554412fe,97a8aaaea73ffadb1c6ecc669f186b66584018342941a25e2d31816d7a5035b8,581d17b99ba57c38eccafdaed6806b8a9dcb9c3e52ee1b88072cca82ecb057dd,4.76837158203125e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_317b961981d587a22956b5e5419117ad,SRC,179,36,d7abbcbe5470b6a5824f08e6e9439c47c138cc26cd8c1d0922456f4a5ee3860a,fca1c057fe43fff440926cd28b95134d531c764cf3188ea34fdeb334d816bfac,ecf462baad54ce982893c92c858e66ecdaad7a883a5c00bdef8b5c61e74f2545,6df211b3091fd55b36f859de429d4fcf9f30d93c0c654bb30cc57e00d59fd9ad,2dd36397baa95f14144b235f54e47416146f9fb5c67784cba14b95b555c8f7e0,6.198883056640625e-06,2.86102294921875e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_34543d382135ccd11a456908a2fdaf80,SRC,64,13,f3f507542907f8c315bfc34fb59cebfbfbb853447c6b75d648e5401ca25ba081,fbf8b318220a0bdb6e6546d3f64532becc675a2bf6e07cb836a4378fa3f5d13b,e3d07a5c911a5a21d84a83abefe601fdcc949a98e338fcff14bdcff1f4b05ad7,f0f3012bbc22ec1394e1ab7d8f55b1b8ce18b60cb6894acf85f6599ebc7eed6a,814b9f0ca5a7ebaf746db99bb00e264e4cad430a1d1b7572c695204e10dc04dd,4.291534423828125e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_38e347ae49b0cc142b255e05d73380ed,OACI,184,37,777f05467a0a94e4d2b07a9ff39d7b88a396eb4f345b730b3ff0cce8045ed673,07b06a576cc1daa57dee027e927c3b01b2987a3adfd362f81fc8db84ac0aee5d,093fb0b967166a74ef86d787bda818fa464c29490243d43924a146ce91d184d9,eabbab6224b782edf8c539cd8ac66f365c5fde6bd0fc88578dc4428d17f82cef,19a3fd4788e99f445a94f26163e8a678739e9d00f95215d761d4ae0446c3cb4c,1.3709068298339844e-06,7.152557373046875e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_3c3043e8c06456b5edbb39401c047e47,OACI,199,40,448b2a00b974ee8311fd6079fd118c10a811d7fb26ce4eea5962590c200ee5bc,54aa9239df1b5e07ac8dc4d9b05b1f2b4539ee4cfedaf0f6c0077da7fabcf0b2,6d5d47448d563465e64e52da9616bea08548e5cdb2e12741df41d341a1096949,e9887816223e5c124e68b98dce9c1a83c120baaee657c8d95042c722d04cb452,677a9012c19cafc1581d7f8d252d197c36cd04cfc06386197096754a9238d248,2.9802322387695312e-06,9.5367431640625e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_3c7b6cc23bfb84c5ceca71a2d45c7838,OACI,84,17,617ebf2b67d7d2a545e07d294eba2333e01e5d754d5e2ab5dc92178d420b259e,41c3d69a7f4eb725d19a40556ce4191f3669e0c764643c2b36fedd1fdc54dfe3,89bbb6f46df6308793ac4b713169eba557d418de1685b2fd1f3862357d259a90,4b5bd5ec216f69d753bde79f1959de5a209b1e6ae90ea2997f108fbcf349a15c,98f34981b085f519004b594c0940d5517bbea01422582e3e65a739f0d5849328,1.5497207641601562e-06,5.960464477539062e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_3eca7c38497df16a3335de8d3b3498b3,OACI,64,13,f40af0abdb23497f965492656484bbdd7a60930e0939ef221844116da5b42ef1,066b940333d6804f8983a7b7bd771b5af1489b4f102314e16a68c8d656f4ca91,b655d8e110cd1af8cd8aed66f11981c150996521869b3219df0af0377b8f7456,31881291e7c96cc04cabc487c91898b02073720021a8766f91e68e6310c6243c,a38a747bce0c14120cc877dc68a06c8ba880fc5d4d3ff3481bd00e1bcd861e5c,1.5497207641601562e-06,7.152557373046875e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_412e52c2886f04fb729a3e2f926161a3,OACI,124,25,eac4d80a26b4648b9137c574da765b00801f94f0ede76379b87a53fef78b7e88,80b0d42db3136a865cdab4dafe13daf56710fc5137d93af9d756ec852112355d,5a2e7b549013d4d7c7e7d7dbdb0b2a16e989ee16217575556993e07d2cd62ece,028c847620c5f248835b0b4ce953bdc02f86d4bc55d6169cf845465b55d4d732,20833e165858f7908ba915c02380abf1b3efddce1b86d9f3d4f841f306a710f6,1.8477439880371094e-06,8.940696716308594e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_41a107b1fc838612d93477e2483d91db,OACI,14,3,46918bc0ac98bddbcdcbd511973d4fb630932bcca2aa793ce6bf9319de68959a,b4bb6d2efd1c171bbea8c9abfeee5407895674ceaba4c8ef3e1f57e5512a6a6b,d535b7148fef2ef2ea58f776e61e591d5f55c6f5bcf7322a849f970bb62ea5e2,6bae6fe7295b8c531bd2685306a974a135795d1bae2f3b30cfcc4b5cf2e4d222,5c8dd41dea663c6fbc5ed9b6a42577a48486427d49e0bf0d61dd3d9a1d44fa34,1.6093254089355469e-06,5.960464477539062e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_431a59259dce168fe7337234797d012a,OACI,154,31,47c296c2001d7863fe9dbf80c4349037d578d8ed74f7d2a4de19ee86b1bb2ac9,a96db2c4e75f6437d07df6fc04f5ae1b5aa616eb57ee2ed7efa76ec01f3a3fe2,77135c4157afeaae438054bcf72fb1dd82761dc60b2e72df0b59e3d468c0e78f,db9d8c4fabf06fcc638e51294ad8536a28d1bd4badfaf9d85a94ce12abb6674d,5fbb18c9afa4152e8f4b521c559efa870cee3b87706b452515a62836572c4ce8,1.7881393432617188e-06,4.76837158203125e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_470cc248d035d414432fac1189e5b4da,OACI,24,5,a12bf62c556158df36499e0097be6259c54fc6dc01ff8de817b1aa42ef4494eb,e6c3c762f0ab6ac1eee94b7d36b65caa1108de51e789495fc72d0bcaf73d2ad8,d3616921330599760b3513343bca968f56c91006f8207b46027692beb6997c04,a458e21a67cf82704ef4ae4c3b51350cb553fafda3b1a93cc4e3e12bb26becc9,929ccad69e7b1c67a324256f242090c47f344d33f60fdec5438a2d0167a3d6bf,1.5497207641601562e-06,6.258487701416016e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_4ca710116d4163856af0728acdb6295c,OACI,89,18,2387ae11f1b15287c5ce51de390729d9a3a2f6a6eb0717486ffd77ae3e51c0e8,80b4cd424d02c9fa91da383bb59dc1eeb7c5d309343477f9897be95e10defa53,39dc36659bb618abe85d362d372de345e70d5b696e250b2294a3ce8798b786aa,c31b65c8a495f2fa387ca27095f1066f4de546f4f0b680d3fae97e71dffa7bc6,92081b138e5acd9543aa4b1dc7e545c1e90db4f7a81f2bc95c330d7784f71021,1.9073486328125e-06,7.748603820800781e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_503796f1c18566bacd1c42bc396c59ff,SRC,24,5,062d35963e6efa74571d36b04615b5f279ecddb69f4a136c6b917b6c42ab72c1,38c445b2d742a604fe656606784bb0bb3d5bd56dc5b2591a05277f608f87b954,d2633b519edba543783931ab972baf67d5f638be44963e9ddd4bf3b4b3cf0561,98295062363ffc038032c8239416467599109d51f5519d09cb30a05f77428e32,1b1a384be98c9163d4d0705eae767c6d5a3f1bf98c7974c184eae32fb817c594,1.9073486328125e-06,1.0728836059570312e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_516f9b74d7a65c83b56697387b27b6a0,SRC,144,29,7e572213a2ac472838f7efc6909957981280bdabf900635d9524d39cf95adfad,e1e92dd2bb22758e119b3907535d70db881548413b89d2c071b560a4b72b4d2e,a45ae6ee29d461e921d4dea5f319382d8688bd642233f1e1400b52653396578d,2a76041301488bbde7d8f5e5955b18800b6799a432f1e7567e8d15cfbb9320a6,8f1accb602ad000b3d82b5c1c6a3c940005ca0feb507e57a4582de887d537a11,6.198883056640625e-06,2.86102294921875e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_5275948d84953fb8326da3743d2736a0,OACI,9,2,4e9a40c0d6c4065e71e5e36b75f42f1657a9dcd4f3cd304d1fb7b95914384708,5d726ae74b19db98525222601e6c36c8e5376d65fe1eb3f354839738dcdb1a65,81ab99d95c03e9162207efd84e2995c89b578b674c3c3b69817faecd4c663bde,ba3c43765682adba55801195e6adbac30ae516d5df2a51a8923884e826428057,f615c59a5a5f43f9c98cc8d5e048c8d30530792cc282ee0ea0449c327a47c330,1.6391277313232422e-06,4.76837158203125e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_544c7931d8e258b69c696f4cdf5ba18e,SRC,124,25,0e6f3c29f9dd48f9e8f2d5f55924e8f18245b19fd498e7ca53147ff4348553d0,110a8982a63d74ca73891ae959d3d0a7bde40400ab52e2d511a3ccec06c38176,f65c97596d75f065c96c4b104992d2bcd6dac8bfa570a86a5d382bc66583003c,54cccdc7c44588fe13d703f6b4c884a256e86519991ec271deec64b6b300f6ad,2109038b5909886a505cbdec8db615bdffad20d75fe1f6b831ab4e82191454e0,5.245208740234375e-06,2.7418136596679688e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_5b9418d66e98e376e08b2c9ea6fa4a63,OACI,194,39,c1c9db30d0935dedd5678f13bcc2cf3cee8bdc3456c32cf373115e56090b577f,454e1e8aacf8f566584f1edce469c9704ed2faa3f2afb3da6e5b05fb43bd01e1,cbaf95b0057302938e265efc0b26e3eb36c9de6fe20e5ebcdc7934f7e9238014,eb1232abac5f9fd6d298745d311f66cb4c971e377f225c2e39a94dc6a1344785,c05ee74e80f8487f09f7e074861127ed2411e49b21ee34336dce7140561f39db,3.814697265625e-06,1.3113021850585938e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_5d003391038073ae8e26b1f5e8ffad38,OACI,99,20,9900e1331efabad46e5a771ad78030368c8b2d3222f4bd188d6265103618f645,63a1dfd64a0f89ae0f0551980e45ec8c8dcbdc3c8724bb9bfc19c2da6bcf1456,bed9141c69b048e3e6cd2f1560e4e4c02785975423c5b52459da4616c958124a,47ee00449d566fd9f699739a952ac2269dcfffc3daa243b2802319ff8fd9c199,a347ec5b1425d6efb9b9f59c145ab0503c989e7ea561b29e7cec8903e0762e4c,1.5497207641601562e-06,4.76837158203125e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_628e294bab0238be1cda70893dc1ee3f,SRC,94,19,8df1a434ff9b48311c67c0c0bad1f7dbbc2aa99eb3c2196b6c823fa2c592f8b6,f3a5d0892428425da666f855c5278a632289d669c020bf02c4d451f88c026e5e,6a83ee0234be9625fb9995a1677114d4561e8c00d7a43f46e8e4aa3d498c804b,05aaeba57275709c91f5f90585bdc0b18d43cd0ddebefada5715593ba6fde2fe,3dab9cb3a374c02c544ee319063af81285f9a817be48fa95cd398c135ab1304b,5.7220458984375e-06,2.86102294921875e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_63d6852844d89494160c6117b47f5282,SRC,54,11,e4845eb512a843d0e1bee335313d68bd4897fcdebb77aa7ffba9bed51730443d,c49d5c306fc28fc0e1075b42b748fc30b29101a6abdbea4e7ef81802f6768526,6d86a09c70f97c7f0edaba04159b8033b956d870170075bc771479c272ad01c4,eaac2ecc65a4bfd4bed49878d03db6e0fc69b1557876839dc1b8b2af9d8d0c18,38e46bd51b02553e9bf69f7d73f300c24c0dbc45cb745060cf3586a211ba30f0,3.933906555175781e-06,1.5497207641601562e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_65353644814c91adea79463f9c4c129f,OACI,19,4,3e04578e5d77132e9d39ae849a2113ca229a16fdf0d8260435e2a31405499d96,5e2d7cd4ef094ad068f44acddac036033a049b4bab3d6302bfba5a3b93476bb7,21d9cde4eee78ed1c56732e2f29a2b794b3a6cf92c8df14b8dbe1f11687ad77c,7a56c3715e3ba061c4484848b3d5b2dde095f1524f34a097da9fb68cfa50df57,ab805527cd0c577f6f8a2a03fc156b45e897aebf9b43b83f8e1695ef893987c8,1.430511474609375e-06,9.5367431640625e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_66be51ff56c613c5dae10b747b806584,SRC,134,27,d5ed549671e90260644a0acbc81df63557bef63b0870c63db59a59016beac0e8,f5cc737935148616bc651638364d9370c44a4834ddae9c720d6911dd9e850eca,acfc79c8c3f22b30f228b95956b31cb0a2e824630426fb322ae5a3af38cba02d,bdca0a450b5751e94d0bd9f75ae0e45883f61dc70f5058d015660ce2fac62d1a,e295fdb7bbd32ef992f2fe2fc23f16d926c89015496d20434678524bdc1f947f,7.152557373046875e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_68381c2e4d6813d3f327fb1c4f0600b5,SRC,4,1,c3b5478d4f406a436a66f3c120f3feb44c27253105046d5f994f3d21b561cb76,9f815869b53fde36a929276f62c7a6b9fe1f53c7aef8d4911b8003ac4272f80e,ddbf282d2f2c1a8469f210505d9f145f36890ffe0aa3b7a6a0246ec47ffe860e,b7e35ad350340763387264ab2a1d2f02fe11a1a4a6dec846c0ead75f878eab89,c8934657d8509249a18644392cc4fcf9e1961aec2defb0bbfb18f8176cbdd897,1.2218952178955078e-06,4.76837158203125e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_6bb27da4e3e247a552722e30fbd71f67,SRC,59,12,1ef9a8fa547d7d1c983f5402a8c2a21bd46ae561609886d83bbc9f20559424f8,d1c434b5ff5913f5af74abe7f2f60a021507f8d29aa6617d9f5a9158f51029c6,ce39af936e52257953c01fc1b871531f00dcfacaeb72a347be2d27c0c88d4275,91c4f4238e9818a138dbec74b62123ec0b7228b1ed7cd05085edbc4a019e30d0,64f6cd876501c5c8f49f1a7a79707908b18cc745fe3720acbf4b6bb1f526847c,4.887580871582031e-06,1.430511474609375e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_6c33113c1e26f467ac915e8a1ece1983,SRC,104,21,f46de3f9c7dbcfb61c6200ce4b6b25e74baf6b84494ab3e7dc6ec7f4e27a3851,ca930c63974282a6eae7b600f2d8655270a6c83ff938a8cb8fbd7eca499acdf1,d6d63724f028d4d36e8f660b89cc7873ca151e6595a58893cb00941bc599b4bf,4a3e2a37db398caee9008802fd90b04c0fbc3ec21e7e5184b4739e323b71007f,0889d153379c1eb5e795f62d9b740956c18cc8f4631eeb87bf5c22b873fc7bdc,5.7220458984375e-06,1.9073486328125e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_6fa2d3db103ee5192ba2d6c4b443b0f6,OACI,119,24,86219569e16fa6a55a05768fa2f3f3e2e6ab173374e56dd95dd0e48242a3469f,6b436bfc3e10889316e2d88c7287e6ad9832b342c738bb0086b569d9be2ee438,5ba165684684f760f252ef7b014c31cbd5e3cc1bcea0594fc1d0b39eb0c2490f,d0cbedb5322d0041aab3cbab4eb02da85ebd0727fba2a2c51a8bb8545f45c999,e3fc38399402c46fea2917cfd461967e68a8029a20b096ad2e7f7657295715e6,2.1457672119140625e-06,8.344650268554688e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_74a371d97681759d5836decf4372d986,SRC,189,38,23a141b14fd0ed52374ef0552774aa0d7f6ee9bdc41adea1557b7e7bacaba657,242e44b07ef18fafe260e07c82a20226e360a9f14330d176ae75d2020f6ec640,021ec2c266b51a14d0bce9c12e4b814731f420455000f7917fa141e2a71f037e,702342083042c811bb4e67b88231502def73f334a5ecc6339aae27c89c98b79f,c6d91f2766047b54e10b66cdfd0e9c1a259d5cf63259077f98b0cf989d67321b,7.62939453125e-06,2.384185791015625e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_77977cb4a2bfbe5410c6194591367cce,SRC,184,37,70d71d26572751ce002de78da6c50aaadc2f6d6ad6ade30998a87cc52adb1f7b,a7aebb0ac61a8e2d54a5717857469d01e4f8a1d2fcbf0b03f65e31fa649a7cd7,d65575e407ec2df693388d6868050c3bc84f4de348de398b273bca88ac9490d6,bb61136b680afb686e91819e03addb338c8cd7bd3ad81a8cc2363dd8a18b5378,c47e13e325292fca92074474a7fbb0845ef5e2dac84b8e2a74025d7d1993ec00,5.7220458984375e-06,2.9802322387695312e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_7bf563b054ac7a42cce932f5625bfca6,OACI,149,30,44e99dccd45c8d1e53c10edb40e113d28af60b69b72a7202ad7ebfd0f94e4907,24e796edc62c88272a1aa4d0a8b046785ac582629e43194a29c9c5d9323cde54,b9e1885e64928d00bc3846fa690d5e695cff9541fe032dbf6b5eedca726d0939,559c52d6e45d1921b0af65ee93e84db13220fd6e2b31fc98222748deac6a4280,01f18415c3b66d6e91a63e35c6f410c5c9ae3755ac4ab9343714598d757ffee0,1.4901161193847656e-06,9.5367431640625e-07,0.0,0.0,0.0,PASS
Cho2017,c84l1_8b2373be136b6c1efcda87e737f19bcb,SRC,194,39,78eeb0dad498b530969c1ef490bd5db514c8797ca678ecc2a463dc08b333bb4c,3ca27632a00df575e8653a6beac20347b8f8b908da84785f818ee6594f9ac6ac,75b6f35513261fb132a2861440e0c158ceba23e753d7a21af6ba56af3552ad18,8d7f6a0c29b8441b03fe026489e1a84787e69e0bd40c560f227bf1f23fca46cd,896737c4e2204358e5cf094818c8d85b240aa7db68b64b4afe34b23452e18452,6.198883056640625e-06,2.384185791015625e-06,0.0,0.0,0.0,PASS
Cho2017,c84l1_8cbdfa31bdf3a3f3a6db7f4e1c4be456,SRC,169,34,08653443e0996c9eae6b17b3d13a79542973b7538a453a7416303a0a237dfe17,6a9a04f13b183c2b372a57f1b0e4e09bea0fd61764759c1c2ca19a62a6893ff6,fb91a0fde63e5abc3056b59f236f224ad5689af6dfa473a642cd7459dfcb5c85,504df0dcaffc6c125c3a3642c4f16ccdd0f9903e00a3622887098213a70f4c6c,bca8abcab2280ffc482411a2907c22a9d9a6ab421047578fb284c1cc402fcb3a,6.67572021484375e-06,2.86102294921875e-06,0.0,0.0,0.0,PASS
