world,dataset,backbone,seed,fold,n_source,alpha,intervention,ground_truth,z_dim,m_eff,degenerate,cond,skip_reason,src_task_full,src_task_eras,task_drop,z_full,z_eras,domain_gain,tgt_bacc_full,tgt_bacc_eras,router_acc
A,Lee2019_MI,EEGNet,0,2,all,0.25,oracle_nuisance_eraser_DIAGNOSTIC_ONLY,target_beneficial_source_uncertifiable,16,4,False,667.5088681393975,,0.8042032373608947,0.7993223028828189,0.004880934478075805,0.9939622641509434,0.5330188679245284,0.460943396226415,0.61,0.6499999999999999,nan
A,Lee2019_MI,EEGNet,0,2,all,0.5,identity,target_beneficial_source_uncertifiable,16,4,False,667.6796266068701,,0.8043934961127972,0.8043934961127972,0.0,1.0,1.0,0.0,0.605,0.605,nan
A,Lee2019_MI,EEGNet,0,2,all,0.5,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,667.6796266068701,,0.8043934961127972,0.7862915721069277,0.01810192400586952,1.0,0.5026415094339622,0.49735849056603776,0.605,0.7250000000000001,nan
A,Lee2019_MI,EEGNet,0,2,all,0.5,tos_vd,target_beneficial_source_uncertifiable,16,4,False,667.6796266068701,,0.8043934961127972,0.8043934961127972,0.0,1.0,1.0,0.0,0.605,0.605,nan
A,Lee2019_MI,EEGNet,0,2,all,0.5,rlace,target_beneficial_source_uncertifiable,16,4,False,667.6796266068701,,0.8043934961127972,0.7838182083321941,0.020575287780603135,1.0,0.570377358490566,0.42962264150943397,0.605,0.7150000000000001,nan
A,Lee2019_MI,EEGNet,0,2,all,0.5,inlp,target_beneficial_source_uncertifiable,16,4,False,667.6796266068701,,0.8043934961127972,0.6103036506894886,0.19408984542330865,1.0,0.5084905660377359,0.4915094339622641,0.605,0.6699999999999999,nan
A,Lee2019_MI,EEGNet,0,2,all,0.5,tp_leace,target_beneficial_source_uncertifiable,16,4,False,667.6796266068701,,0.8043934961127972,0.804012978608992,0.0003805175038051889,1.0,0.910377358490566,0.089622641509434,0.605,0.605,nan
A,Lee2019_MI,EEGNet,0,2,all,0.5,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,667.6796266068701,,0.8043934961127972,0.804012978608992,0.0003805175038051889,1.0,1.0,0.0,0.605,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,0.5,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,667.6796266068701,,0.8043934961127972,0.8017956666575525,0.0025978294552446712,1.0,0.6313207547169811,0.3686792452830189,0.605,0.63,0.7935849056603773
A,Lee2019_MI,EEGNet,0,2,all,0.5,random_k,target_beneficial_source_uncertifiable,16,4,False,667.6796266068701,,0.8043934961127972,0.8043934961127972,0.0,1.0,1.0,0.0,0.605,0.605,nan
A,Lee2019_MI,EEGNet,0,2,all,0.5,oracle_nuisance_eraser_DIAGNOSTIC_ONLY,target_beneficial_source_uncertifiable,16,4,False,667.6796266068701,,0.8043934961127972,0.7993223028828189,0.005071193229978288,1.0,0.5330188679245284,0.46698113207547165,0.605,0.6499999999999999,nan
A,Lee2019_MI,EEGNet,0,2,all,1.0,identity,target_beneficial_source_uncertifiable,16,4,False,668.5035733130528,,0.8051451321102088,0.8051451321102088,0.0,1.0,1.0,0.0,0.6,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,1.0,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,668.5035733130528,,0.8051451321102088,0.7838401393559912,0.0213049927542176,1.0,0.5026415094339622,0.49735849056603776,0.6,0.7250000000000001,nan
A,Lee2019_MI,EEGNet,0,2,all,1.0,tos_vd,target_beneficial_source_uncertifiable,16,4,False,668.5035733130528,,0.8051451321102088,0.8051451321102088,0.0,1.0,1.0,0.0,0.6,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,1.0,rlace,target_beneficial_source_uncertifiable,16,4,False,668.5035733130528,,0.8051451321102088,0.7804342798421422,0.024710852268066574,1.0,0.7081132075471698,0.2918867924528302,0.6,0.73,nan
A,Lee2019_MI,EEGNet,0,2,all,1.0,inlp,target_beneficial_source_uncertifiable,16,4,False,668.5035733130528,,0.8051451321102088,0.762291626792078,0.04285350531813081,1.0,0.5315094339622641,0.46849056603773587,0.6,0.675,nan
A,Lee2019_MI,EEGNet,0,2,all,1.0,tp_leace,target_beneficial_source_uncertifiable,16,4,False,668.5035733130528,,0.8051451321102088,0.8049580063617059,0.000187125748502881,1.0,0.8896226415094339,0.11037735849056607,0.6,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,1.0,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,668.5035733130528,,0.8051451321102088,0.805525649614014,-0.0003805175038051889,1.0,1.0,0.0,0.6,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,1.0,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,668.5035733130528,,0.8051451321102088,0.8017925336541529,0.003352598456055844,1.0,0.6326415094339622,0.36735849056603775,0.6,0.615,0.7937735849056604
A,Lee2019_MI,EEGNet,0,2,all,1.0,random_k,target_beneficial_source_uncertifiable,16,4,False,668.5035733130528,,0.8051451321102088,0.8051451321102088,0.0,1.0,1.0,0.0,0.6,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,1.0,oracle_nuisance_eraser_DIAGNOSTIC_ONLY,target_beneficial_source_uncertifiable,16,4,False,668.5035733130528,,0.8051451321102088,0.7993223028828189,0.0058228292273898585,1.0,0.5330188679245284,0.46698113207547165,0.6,0.6499999999999999,nan
A,Lee2019_MI,EEGNet,0,2,all,2.0,identity,target_beneficial_source_uncertifiable,16,4,False,676.6315873492106,,0.8053353908621115,0.8053353908621115,0.0,1.0,1.0,0.0,0.6,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,2.0,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,676.6315873492106,,0.8053353908621115,0.7827079858547745,0.022627405007336954,1.0,0.5026415094339622,0.49735849056603776,0.6,0.72,nan
A,Lee2019_MI,EEGNet,0,2,all,2.0,tos_vd,target_beneficial_source_uncertifiable,16,4,False,676.6315873492106,,0.8053353908621115,0.8053353908621115,0.0,1.0,1.0,0.0,0.6,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,2.0,rlace,target_beneficial_source_uncertifiable,16,4,False,676.6315873492106,,0.8053353908621115,0.7902212128254906,0.015114178036620851,1.0,0.9284905660377358,0.07150943396226417,0.6,0.66,nan
A,Lee2019_MI,EEGNet,0,2,all,2.0,inlp,target_beneficial_source_uncertifiable,16,4,False,676.6315873492106,,0.8053353908621115,0.7366952738358898,0.06864011702622164,1.0,0.5279245283018867,0.47207547169811326,0.6,0.645,nan
A,Lee2019_MI,EEGNet,0,2,all,2.0,tp_leace,target_beneficial_source_uncertifiable,16,4,False,676.6315873492106,,0.8053353908621115,0.8053385238655111,-3.13300339960243e-06,1.0,0.8864150943396226,0.11358490566037738,0.6,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,2.0,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,676.6315873492106,,0.8053353908621115,0.8051482651136084,0.00018712574850310304,1.0,1.0,0.0,0.6,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,2.0,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,676.6315873492106,,0.8053353908621115,0.8042377003982901,0.0010976904638213547,1.0,0.6326415094339622,0.36735849056603775,0.6,0.605,0.7945283018867925
A,Lee2019_MI,EEGNet,0,2,all,2.0,random_k,target_beneficial_source_uncertifiable,16,4,False,676.6315873492106,,0.8053353908621115,0.8053353908621115,0.0,1.0,1.0,0.0,0.6,0.6,nan
A,Lee2019_MI,EEGNet,0,2,all,2.0,oracle_nuisance_eraser_DIAGNOSTIC_ONLY,target_beneficial_source_uncertifiable,16,4,False,676.6315873492106,,0.8053353908621115,0.7993223028828189,0.006013087979292564,1.0,0.5330188679245284,0.46698113207547165,0.6,0.6499999999999999,nan
A,Lee2019_MI,EEGNet,0,3,all,0.25,identity,target_beneficial_source_uncertifiable,16,4,False,612.1247698958354,,0.7924502963626594,0.7924502963626594,0.0,0.9949056603773585,0.9949056603773585,0.0,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,0.25,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,612.1247698958354,,0.7924502963626594,0.7749492984234769,0.017500997939182472,0.9949056603773585,0.5056603773584906,0.48924528301886794,0.895,0.935,nan
A,Lee2019_MI,EEGNet,0,3,all,0.25,tos_vd,target_beneficial_source_uncertifiable,16,4,False,612.1247698958354,,0.7924502963626594,0.7926439029725414,-0.00019360660988199108,0.9949056603773585,0.600566037735849,0.39433962264150946,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,0.25,rlace,target_beneficial_source_uncertifiable,16,4,False,612.1247698958354,,0.7924502963626594,0.7839803810069851,0.008469915355674318,0.9949056603773585,0.5781132075471698,0.41679245283018873,0.895,0.9199999999999999,nan
A,Lee2019_MI,EEGNet,0,3,all,0.25,inlp,target_beneficial_source_uncertifiable,16,4,False,612.1247698958354,,0.7924502963626594,0.5982634362916053,0.19418686007105412,0.9949056603773585,0.5277358490566038,0.46716981132075475,0.895,0.8500000000000001,nan
A,Lee2019_MI,EEGNet,0,3,all,0.25,tp_leace,target_beneficial_source_uncertifiable,16,4,False,612.1247698958354,,0.7924502963626594,0.7916987979585788,0.0007514984040806194,0.9949056603773585,0.9790566037735849,0.01584905660377356,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,0.25,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,612.1247698958354,,0.7924502963626594,0.7931985193331046,-0.0007482229704451893,0.9949056603773585,0.9950943396226415,-0.00018867924528298552,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,0.25,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,612.1247698958354,,0.7924502963626594,0.7907536929446162,0.00169660341804323,0.9949056603773585,0.6152830188679246,0.3796226415094339,0.895,0.8999999999999999,0.7883018867924528
A,Lee2019_MI,EEGNet,0,3,all,0.25,random_k,target_beneficial_source_uncertifiable,16,4,False,612.1247698958354,,0.7924502963626594,0.7932050702003755,-0.0007547738377160496,0.9949056603773585,0.9939622641509434,0.0009433962264151496,0.895,0.89,nan
A,Lee2019_MI,EEGNet,0,3,all,0.25,oracle_nuisance_eraser_DIAGNOSTIC_ONLY,target_beneficial_source_uncertifiable,16,4,False,612.1247698958354,,0.7924502963626594,0.7915084667823322,0.0009418295803271803,0.9949056603773585,0.5352830188679245,0.459622641509434,0.895,0.8999999999999999,nan
A,Lee2019_MI,EEGNet,0,3,all,0.5,identity,target_beneficial_source_uncertifiable,16,4,False,612.335175826011,,0.7926340766716353,0.7926340766716353,0.0,1.0,1.0,0.0,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,0.5,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,612.335175826011,,0.7926340766716353,0.775126527865182,0.017507548806453332,1.0,0.5056603773584906,0.49433962264150944,0.895,0.935,nan
A,Lee2019_MI,EEGNet,0,3,all,0.5,tos_vd,target_beneficial_source_uncertifiable,16,4,False,612.335175826011,,0.7926340766716353,0.7926340766716353,0.0,1.0,1.0,0.0,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,0.5,rlace,target_beneficial_source_uncertifiable,16,4,False,612.335175826011,,0.7926340766716353,0.781319019973167,0.011315056698468329,1.0,0.5560377358490566,0.4439622641509434,0.895,0.9199999999999999,nan
A,Lee2019_MI,EEGNet,0,3,all,0.5,inlp,target_beneficial_source_uncertifiable,16,4,False,612.335175826011,,0.7926340766716353,0.5988377052539807,0.1937963714176546,1.0,0.5243396226415095,0.47566037735849054,0.895,0.875,nan
A,Lee2019_MI,EEGNet,0,3,all,0.5,tp_leace,target_beneficial_source_uncertifiable,16,4,False,612.335175826011,,0.7926340766716353,0.7926340766716353,0.0,1.0,0.8426415094339622,0.1573584905660378,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,0.5,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,612.335175826011,,0.7926340766716353,0.7928211324142467,-0.00018705574261135283,1.0,1.0,0.0,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,0.5,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,612.335175826011,,0.7926340766716353,0.7909407486872275,0.0016933279844077997,1.0,0.6158490566037735,0.38415094339622646,0.895,0.8999999999999999,0.7875471698113208
A,Lee2019_MI,EEGNet,0,3,all,0.5,random_k,target_beneficial_source_uncertifiable,16,4,False,612.335175826011,,0.7926340766716353,0.7926340766716353,0.0,1.0,1.0,0.0,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,0.5,oracle_nuisance_eraser_DIAGNOSTIC_ONLY,target_beneficial_source_uncertifiable,16,4,False,612.335175826011,,0.7926340766716353,0.7915084667823322,0.001125609889303103,1.0,0.5352830188679245,0.4647169811320755,0.895,0.8999999999999999,nan
A,Lee2019_MI,EEGNet,0,3,all,1.0,identity,target_beneficial_source_uncertifiable,16,4,False,613.4549388919081,,0.7924502963626594,0.7924502963626594,0.0,1.0,1.0,0.0,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,1.0,leace_baseline,target_beneficial_source_uncertifiable,16,4,False,613.4549388919081,,0.7924502963626594,0.7747524163799595,0.017697879982699893,1.0,0.5056603773584906,0.49433962264150944,0.895,0.9299999999999999,nan
A,Lee2019_MI,EEGNet,0,3,all,1.0,tos_vd,target_beneficial_source_uncertifiable,16,4,False,613.4549388919081,,0.7924502963626594,0.7924502963626594,0.0,1.0,1.0,0.0,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,1.0,rlace,target_beneficial_source_uncertifiable,16,4,False,613.4549388919081,,0.7924502963626594,0.7815421054857674,0.010908190876891988,1.0,0.819811320754717,0.18018867924528303,0.895,0.915,nan
A,Lee2019_MI,EEGNet,0,3,all,1.0,inlp,target_beneficial_source_uncertifiable,16,4,False,613.4549388919081,,0.7924502963626594,0.5981975715935027,0.19425272476915667,1.0,0.5243396226415095,0.47566037735849054,0.895,0.86,nan
A,Lee2019_MI,EEGNet,0,3,all,1.0,tp_leace,target_beneficial_source_uncertifiable,16,4,False,613.4549388919081,,0.7924502963626594,0.7926406275389062,-0.00019033117624678297,1.0,0.8047169811320755,0.19528301886792454,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,1.0,alpha_leace,target_beneficial_source_uncertifiable,16,4,False,613.4549388919081,,0.7924502963626594,0.7924502963626594,0.0,1.0,1.0,0.0,0.895,0.895,nan
A,Lee2019_MI,EEGNet,0,3,all,1.0,fair_conditional_leace_disjoint_router,target_beneficial_source_uncertifiable,16,4,False,613.4549388919081,,0.7924502963626594,0.7937695128618447,-0.0013192164991853161,1.0,0.62,0.38,0.895,0.8999999999999999,0.7869811320754717
A,Lee2019_MI,EEGNet,0,3,all,1.0,random_k,target_beneficial_source_uncertifiable,16,4,False,613.4549388919081,,0.7924502963626594,0.7924502963626594,0.0,1.0,1.0,0.0,0.895,0.895,nan
