check,passed,blocking,observed,expected,note
locked_registry_failure_reason_ledger.csv,1,1,82eb8430d3f2b96f823e3561eb5398317917b77c4805e64cb295acace02b9067,82eb8430d3f2b96f823e3561eb5398317917b77c4805e64cb295acace02b9067,
locked_registry_hierarchical_inference_plan.csv,1,1,5d387233f641d4dd1e3aa147b265dfa5e9e704ad666b4915f979ff44190b8e82,5d387233f641d4dd1e3aa147b265dfa5e9e704ad666b4915f979ff44190b8e82,
locked_registry_historical_regime_inventory.csv,1,1,afb2aa834b0105ecd5193b423e9a132f7724f148fa30637b2f0ac65bda5b273c,afb2aa834b0105ecd5193b423e9a132f7724f148fa30637b2f0ac65bda5b273c,
locked_registry_instrumentation_schema_registry.csv,1,1,0664998bea3c3ddcdcc6f0686b9b3ee5b96b209a71cf8c42f4da2fb3e7efb53b,0664998bea3c3ddcdcc6f0686b9b3ee5b96b209a71cf8c42f4da2fb3e7efb53b,
locked_registry_physical_view_schema.csv,1,1,6466157312e52c7518c19f45c15fadd7cfd89ebdc3eb7f3743b3aa7837610e89,6466157312e52c7518c19f45c15fadd7cfd89ebdc3eb7f3743b3aa7837610e89,
locked_registry_primary_hypothesis_registry.csv,1,1,25d0a6c8d9a060a494d9f4306c2a0f0825d2e939e45558d004d25c9de34a7eaf,25d0a6c8d9a060a494d9f4306c2a0f0825d2e939e45558d004d25c9de34a7eaf,
locked_registry_regime_config_hash_manifest.csv,1,1,49fa42a3a6e02e2551297b4ead9622f9853d1603c78bf5b187e424db9f73405e,49fa42a3a6e02e2551297b4ead9622f9853d1603c78bf5b187e424db9f73405e,
locked_registry_regime_reconstruction_status.csv,1,1,4364096f8250e82240c6e238629dff65386237b1108dfec3ee34fe6895b8479c,4364096f8250e82240c6e238629dff65386237b1108dfec3ee34fe6895b8479c,
locked_registry_regime_target_isolation_audit.csv,1,1,94e2f41f3ab293742011d8264b3276fc2c1eb9329e653ce06ec720a434a15b46,94e2f41f3ab293742011d8264b3276fc2c1eb9329e653ce06ec720a434a15b46,
locked_registry_risk_register.csv,1,1,46b36a32d06fc3c0fb27221472edb2bfd23c20606c8128dcc835e3696948d311,46b36a32d06fc3c0fb27221472edb2bfd23c20606c8128dcc835e3696948d311,
locked_registry_seed3_seed4_separation_audit.csv,1,1,f501a90d18e19a30f673daf07abd7acb4112adf8494fa566435ab3b30f6a5405,f501a90d18e19a30f673daf07abd7acb4112adf8494fa566435ab3b30f6a5405,
locked_registry_seed_role_contract.csv,1,1,581b2f831c420ba47462e7dbd5a1310bf61fbe98d31198bf4009cdcc909493dd,581b2f831c420ba47462e7dbd5a1310bf61fbe98d31198bf4009cdcc909493dd,
C76_metric_replay,1,1,rows=10;matches=10,10/10,
C76_orbit_replay,1,1,"{'orbit_variants': '29', 'max_projection_error': '1.5987211554602254e-14', 'max_probability_error': '5.440092820663267e-15', 'prediction_disagreements': '0', 'all_identity_pass': '1'}",29 variants; identity; zero disagreements,
historical_code_blobs_byte_exact,1,1,7,7,
manifest_optimization_hash,1,1,cfa2fdc7c7fafd62f4628aa75412fd7029eceaf1ca543ab51880ab4c6c681d30,cfa2fdc7c7fafd62f4628aa75412fd7029eceaf1ca543ab51880ab4c6c681d30,
three_primary_two_trajectory_regimes,1,1,"primary=['ERM', 'OACI', 'SRC'];trajectory=['OACI', 'SRC']",ERM/OACI/SRC; OACI/SRC trajectories,
SRC_historical_context_not_whitewashed,1,1,endpoint-aligned after C10; temp=0.1 fixed before C12 and before C14-C76; C12 falsified transfer,post-C10; C12 negative control,
historical_target_isolation_actual,1,1,fit_empty=True;selector_no_target=True,true;true,
SRC_negative_result_actual,1,1,stop_SRC_pivot_measurement_only,stop_SRC_pivot_measurement_only,
C78_matrix_exact,1,1,"rows=54;units=1458;levels=[0, 1]","54;1458;[0,1]",
ERM_asymmetry_explicit,1,1,shared_stage1_final_anchor_only,anchor only;54 phases,
pilot_outcome_blind_hash_rule,1,1,target=4;regime=OACI,target4 OACI by SHA,
BNCI001_only,1,1,"{'GPU_future_only_after_authorization': True, 'complete_fixed_cadence_retention': True, 'dataset_allowlist': ['BNCI2014_001'], 'dataset_denylist': ['BNCI2014_004', 'SEED', 'PD_cross_site'], 'manuscript': False, 'raw_cache_or_weights_in_git': False, 'seed_allowlist': [3], 'seed_denylist': [4], 'selector_or_recommendation_artifact': False, 'target_labels_in_training': False, 'target_outcome_checkpoint_retention': False}",BNCI001 only; BNCI004 denied,
seed3_seed4_physical_role,1,1,[3],[3];seed4 denied,
exact_CLI_token_no_prompt_auth,1,1,"{'C77_authorized': False, 'accepted_channel': 'exact_CLI_argument_only', 'argument': '--authorization-token', 'environment_is_authorization': False, 'exact_token': 'C78_SEED3_MULTIREGIME_INSTRUMENTED_PILOT_AUTHORIZED', 'forward_attempts_in_C77': 0, 'prompt_text_is_authorization': False, 'required': True, 'training_attempts_in_C77': 0}",exact CLI;C77 unauthorized,
C79_skeleton_not_final,1,1,SKELETON_ONLY_NOT_FINAL_NOT_AUTHORIZED,SKELETON_ONLY_NOT_FINAL_NOT_AUTHORIZED,
physical_view_isolation_contract,1,1,True,True,
small_primary_family_and_conjunctive_action,1,1,H=7;gates=16,7;16;conjunctive,
independent_dummy_ABI,1,1,"{'test': 'ShallowConvNet_dummy_hook_ABI', 'device': 'cpu', 'input_shape': '[2, 22, 385]', 'z_shape': '[2, 800]', 'logit_shape': '[2, 4]', 'W_shape': '[4, 800]', 'b_shape': '[4]', 'Wz_plus_b_max_abs': 0.0, 'repeat_logit_max_abs': 0.0, 'state_unchanged': 1, 'state_bytes': 158424, 'passed': 1, 'real_EEG_rows_loaded': 0, 'forward_type': 'dummy_synthetic_only'}",exact Wz/logit;158424 bytes;no real data,
eight_shards_complete,1,1,"files=8;counts=[61, 61, 61, 61, 61, 61, 60, 60]",8 files;486 cells,
synthetic_merge_exact,1,1,486,486 unique shard cells,
synthetic_replicates_locked,1,1,['400'],{'400'},
synthetic_summary_exact_reconstruction,1,1,"{'null_association_FPR': 0.023626543209876543, 'stable_local_association_power': 0.9796759259259259, 'heterogeneity_reduces_transport': 0.10370370370370374, 'effective_multiplicity_reduces_actionability': 0.007499999999999951}",reported values bit-close,
null_FPR_and_Wilson_upper,1,1,"FPR=0.023627;CI=[0.022485,0.024825]",point and upper 95% <=0.075,
stable_signal_power,1,1,0.9796759259259259,>=0.80,
transport_heterogeneity_direction,1,1,0.10370370370370374,>0,
multiplicity_direction_registered,1,1,0.007499999999999951,>0,direction passes; magnitude is small and cannot support a strong effect claim
multiplicity_contrast_materiality_caveat,0,0,0.007499999999999951,>=0.02,not a registered C77 blocking gate; C78 must recalibrate rather than call this material
compute_storage_reconstruction,1,1,units=1458;GiB=25.92785182222724,1458;25.92785182222724,
GPU_estimate_disclosed_as_unmeasured,1,1,"['2-6 GPU-hours per historical training phase; unmeasured planning range; P1 must recalibrate before P2', '2-6 GPU-hours per historical training phase; unmeasured planning range; P1 must recalibrate before P2', '2-6 GPU-hours per historical training phase; unmeasured planning range; P1 must recalibrate before P2', '2-6 GPU-hours per historical training phase; unmeasured planning range; P1 must recalibrate before P2']",unmeasured planning range,
future_partitions_available_not_authorized,1,1,"[{'partition': 'V100', 'availability': 'up', 'time_limit': '2-00:00:00', 'nodes': '8', 'gres': 'gpu:2(S:0-1)', 'C77_authorization': '0', 'note': 'read-only scheduler snapshot; availability is not authorization'}, {'partition': 'V100', 'availability': 'up', 'time_limit': '2-00:00:00', 'nodes': '2', 'gres': 'gpu:3(S:0-1)', 'C77_authorization': '0', 'note': 'read-only scheduler snapshot; availability is not authorization'}, {'partition': 'cpu-high', 'availability': 'up', 'time_limit': '5-00:00:00', 'nodes': '2', 'gres': '(null)', 'C77_authorization': '0', 'note': 'read-only scheduler snapshot; availability is not authorization'}]",V100/cpu-high up;authorization=0,
zero_real_execution_boundary,1,1,"{'BNCI2014_004_access': 0, 'GPU': 0, 'checkpoints_created': 0, 're_inference': 0, 'real_forward': 0, 'seed3_access': 0, 'seed4_access': 0, 'training': 0}",all zero,
no_open_blocking_risk,1,1,0,0,
analysis_failure_ledger_separate_and_clear,1,1,rows=5;blocking=0,5;0;separate from locked protocol ledger,
external_dataset_not_accessed,1,1,not_accessed_in_C77,not_accessed_in_C77,
slurm_jobs_complete_cleanly,1,1,0:1;1:1;2:1;3:1;4:1;5:1;6:1;7:1,8 synthetic complete;analysis stderr empty,
artifact_hygiene_no_large_or_raw_payload,1,1,large=[];raw=[],none,
