unit_id,dataset,canary_target_subject_id,canary_target_path,canary_target_sha256,historical_scope,complete_dataset_target_subjects,complete_target_artifact_reusable,C84F_all_target_subset_replay_required,trial_ID_and_numerical_identity_required
c84v2_458f2d81f786a4efc906c1761f9b455f,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_458f2d81f786a4efc906c1761f9b455f.npz,b4d4927eaf806fe3fc6ef3425a1bb10c9c6449a8cd6ae40a8cbc065c8f3e9565,one_target_subject_slice,22,0,1,1
c84v2_656bf280e3ada1fbe5050eaf1bb94127,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_656bf280e3ada1fbe5050eaf1bb94127.npz,20b10d65b6ffce9a9eee38bd86f48d956c02b97aa47c9f6daafaf5f37844db7e,one_target_subject_slice,22,0,1,1
c84v2_4e4e2d32c18250e9774d431df4c2295e,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_4e4e2d32c18250e9774d431df4c2295e.npz,4bcfe7313e4b583ecdca8c0ec20e10c6ce49af635528177dde7c1acfb20f9ca8,one_target_subject_slice,22,0,1,1
c84v2_858154a3c63070394ff52b6f61b7f5ec,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_858154a3c63070394ff52b6f61b7f5ec.npz,9f70dd6d740d8d10f69c07c761301cf0c70576d384da217d998e3753042c00e8,one_target_subject_slice,22,0,1,1
c84v2_60ce8643fbd112a06d6d9525229fd6ba,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_60ce8643fbd112a06d6d9525229fd6ba.npz,47a015358b8d24a07c87b8f1d8b6ff1329509b87131c9d0327d0eb96eeff5c39,one_target_subject_slice,22,0,1,1
c84v2_d503d16d77bea517094274612148cd93,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_d503d16d77bea517094274612148cd93.npz,564c9d71f1e4e8db3a2638fcde6c3a1918eb8096daec794ef9384f15592ad058,one_target_subject_slice,22,0,1,1
c84v2_77ade3fcffa72b7b41858f5f2677c1e3,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_77ade3fcffa72b7b41858f5f2677c1e3.npz,d9539c178c892609e1070aaa3427f5b1e46591169c9a79f1895f9a9916f805bb,one_target_subject_slice,22,0,1,1
c84v2_3ca170cba91025962a8cfd3d21ae34fa,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_3ca170cba91025962a8cfd3d21ae34fa.npz,d1dc3ca785793fee85bd57db72546dd21ad3b024eabcd0c002e86a3d95a832c5,one_target_subject_slice,22,0,1,1
c84v2_7a39f8331ff92de6183de44350678d6a,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_7a39f8331ff92de6183de44350678d6a.npz,93f97cf7b954beb55032252a77c6aaa20b7272a8a4431814b788934d26201db7,one_target_subject_slice,22,0,1,1
c84v2_3f9e47fba6aa1074fa8a4667212e52fd,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_3f9e47fba6aa1074fa8a4667212e52fd.npz,9699629243d9fa62d9a29b7081f079387569c8680b2c9a30852060de0df53342,one_target_subject_slice,22,0,1,1
c84v2_36037a7bb7cd48f9b590e22cb723ccdb,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_36037a7bb7cd48f9b590e22cb723ccdb.npz,1518769dcfab09acc2773815d566d3843be39a5aa6a8436073f5ba49c3110a2a,one_target_subject_slice,22,0,1,1
c84v2_fc54fafa3f153ea39e1ababf6fb27e4e,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_fc54fafa3f153ea39e1ababf6fb27e4e.npz,f8340121133e7fbb0ae69ec12f51888d83564a654e46c3f8ccac92feb7ed451a,one_target_subject_slice,22,0,1,1
c84v2_1f312fc3253bacc03ddb738beec80cee,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_1f312fc3253bacc03ddb738beec80cee.npz,1a557eb3c069092db7fd00c6d21ae4894c39152aa140408ce36e4428678577ea,one_target_subject_slice,22,0,1,1
c84v2_0a6d3172d5d219726197923415418d27,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_0a6d3172d5d219726197923415418d27.npz,cc726e39dbdc1713f72c87dafa603836d72821410c9a116510054305da35f56a,one_target_subject_slice,22,0,1,1
c84v2_ab73356e26d415f520e472e8ed413896,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_ab73356e26d415f520e472e8ed413896.npz,8d075b2d7b0d018840e3f8c214da7e4578477ed40161da12aeb8a3ae3c766d06,one_target_subject_slice,22,0,1,1
c84v2_9f5ac3c9de3c22a58816b4304f1a0938,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_9f5ac3c9de3c22a58816b4304f1a0938.npz,1abef5ab9b6528e4be30d3015e77da4088469d76da7bda37ef999a4dfd1992bb,one_target_subject_slice,22,0,1,1
c84v2_a7023c87aabb1e4727c2c6f3f9732d87,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_a7023c87aabb1e4727c2c6f3f9732d87.npz,6d16a971472fc36a7eb06686bd9862221cb074f366160732ae5875563a22e6e0,one_target_subject_slice,22,0,1,1
c84v2_41c0bf18b5532385bf92db69e5b907cc,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_41c0bf18b5532385bf92db69e5b907cc.npz,3438b5b735775f7e6d98d3697bea4081ce2bfa0b38b27f070dcb2f6d8d087718,one_target_subject_slice,22,0,1,1
c84v2_a8834b416b46b60dd9e0ea276159b5ae,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_a8834b416b46b60dd9e0ea276159b5ae.npz,e727679e8680cc5508c2b26867c023c57e90b96e5f3c5ee98da22c20bf76ba20,one_target_subject_slice,22,0,1,1
c84v2_6f2df8ed916e910fd8fd98dfd558f735,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_6f2df8ed916e910fd8fd98dfd558f735.npz,3dca84c3f60efcea03e4f1dc9a5dd35dbe532d6d3729864af305f441043a8777,one_target_subject_slice,22,0,1,1
c84v2_f92aee738491b191b32f2730244571fa,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_f92aee738491b191b32f2730244571fa.npz,ca5fb9444ba34a33e18689a3ad683a3b4f8d4519eb62b90bc3a103a534b05641,one_target_subject_slice,22,0,1,1
c84v2_57dbb5f42ac703126a33463b2441b017,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_57dbb5f42ac703126a33463b2441b017.npz,e956e7183848fb2efbfe52f98baee433acb4dee91d7b09d4cd6d84cc3581c1ab,one_target_subject_slice,22,0,1,1
c84v2_deae4a64b8e147ee143e3fe48f656d40,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_deae4a64b8e147ee143e3fe48f656d40.npz,bdc54966ab8751bc51742e915ea824e048a62ebb21d7f34c5132502dc3cc8fba,one_target_subject_slice,22,0,1,1
c84v2_804f82cdcbbc8c2e62d3b17e12462559,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_804f82cdcbbc8c2e62d3b17e12462559.npz,9369875f20dfa1cfb98276cbeace468ba5704c508a4517500fe374845f3505fb,one_target_subject_slice,22,0,1,1
c84v2_32810fce269f352e0b660d3ef45efde2,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_32810fce269f352e0b660d3ef45efde2.npz,46da9827625b91e2c1197bab1a98b4b5faa1749251c1f7e0559526e703073d40,one_target_subject_slice,22,0,1,1
c84v2_794e9adc5c06a71b442c920fcc161736,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_794e9adc5c06a71b442c920fcc161736.npz,8728988450a4874433caee22c240f8b742ee536a46681006eff2d19effbe4678,one_target_subject_slice,22,0,1,1
c84v2_baf3430df6f32a513cf4f12df060bad0,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_baf3430df6f32a513cf4f12df060bad0.npz,02f61dc1a5693ad7565b86ae35ae17c12a8ac8576fb1a7191c1b7cc6f1469e9e,one_target_subject_slice,22,0,1,1
c84v2_b80bf88c03f0a0fe9a31b5635b6ca1de,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_b80bf88c03f0a0fe9a31b5635b6ca1de.npz,92e149aef3dc64dbd8c0c85eb75eab80e003d023e3a99fb75c3c2321b3ddd158,one_target_subject_slice,22,0,1,1
c84v2_ff7486a2b36c51d9a5dbe1bfc717265b,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_ff7486a2b36c51d9a5dbe1bfc717265b.npz,00b67a6c3ad6f90bf5818fc62cde6467da177454a5332c6d7f9bdbdd612fe014,one_target_subject_slice,22,0,1,1
c84v2_c136dd66e906aae209e3fcb0edc83517,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_c136dd66e906aae209e3fcb0edc83517.npz,a0192e9e3e7dca43f364c236c6e701f5ab4c7195ff968b57735dfda0af8470b2,one_target_subject_slice,22,0,1,1
c84v2_9fd47bcf914620f35c3f52d1e81c2f7e,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_9fd47bcf914620f35c3f52d1e81c2f7e.npz,8dfd03c1028afc33fde00f1aaab23f0a2dd7c3bcc71fd38f0e7fcc0fde734fba,one_target_subject_slice,22,0,1,1
c84v2_6a8693f7c5101b1ed27111e5236d709b,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_6a8693f7c5101b1ed27111e5236d709b.npz,6c7250580a5ab55d26f2e3860d824c44c37304d6a7d726a94dd14cc68b6d3ff7,one_target_subject_slice,22,0,1,1
c84v2_195045780520f002a48b267a4b7fdd6d,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_195045780520f002a48b267a4b7fdd6d.npz,8c775ce65c7b7520e9f69790930867e9da57b75624bb2b8b3feb1d4abb144347,one_target_subject_slice,22,0,1,1
c84v2_8ef8f000e357159975e69d96cbc5478c,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_8ef8f000e357159975e69d96cbc5478c.npz,7bd71dae3ddaa6a98cd63f02250c5dc7c7038708c70ccb9667faa4fcb25cca28,one_target_subject_slice,22,0,1,1
c84v2_8dab4f8dcdc594d3bb3925ccb4eaeaab,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_8dab4f8dcdc594d3bb3925ccb4eaeaab.npz,190312e6fff63c638473eba9769b8cde9bc6b329c5e47f0efca2b3831eb961c5,one_target_subject_slice,22,0,1,1
c84v2_ed16915812ed8271b7bb8b8ebc22a786,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_ed16915812ed8271b7bb8b8ebc22a786.npz,0fc50ec4797ab8767e36ce50acf2ebd86edaee94140628a595b5f73ce239bde3,one_target_subject_slice,22,0,1,1
c84v2_39ead2f10a5ce089b794ceb74675e99a,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_39ead2f10a5ce089b794ceb74675e99a.npz,ad4a9f501ce7ce825db245d64adb138c1aac0a47967baacacfa1e7c4a8369aaf,one_target_subject_slice,22,0,1,1
c84v2_56ebb9711fb4cfd3faecd3336dd87d63,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_56ebb9711fb4cfd3faecd3336dd87d63.npz,f0a080df44d76fef8e3235a21913cfd605bde047a7dde4228fd37f57eb5c243d,one_target_subject_slice,22,0,1,1
c84v2_09cafb459eefd4422cf94802309bd3f9,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_09cafb459eefd4422cf94802309bd3f9.npz,f029ba3912b859d5c29df1f0c658db6526fc55b32269a0f2c15b9c58f7d88e4f,one_target_subject_slice,22,0,1,1
c84v2_9c0169c925120ff13ec1f0963565a3c7,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_9c0169c925120ff13ec1f0963565a3c7.npz,954dd062a1d869c77ab59b5445987a9507d9d5d0cb4a852e83232cd243122535,one_target_subject_slice,22,0,1,1
c84v2_0450f1f154b12bd8601079a8a7d28098,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_0450f1f154b12bd8601079a8a7d28098.npz,e5ca0becb5ef8d12188bd356634b33c8b679a8dd8a55e25fd55f491ac06e1ab7,one_target_subject_slice,22,0,1,1
c84v2_5bebf659e076f1c7bf638dc8bf1a9973,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_5bebf659e076f1c7bf638dc8bf1a9973.npz,ad5da1edce22e9fdaf023a5e0029cf7001299698ab3fdb4928f17beb0b23e10d,one_target_subject_slice,22,0,1,1
c84v2_a1f282ba596f4d262bb8d1fe7363c03f,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_a1f282ba596f4d262bb8d1fe7363c03f.npz,0a66997c3d98469649602bcdb474e7c13bea5562eda55adcae86ded23d052256,one_target_subject_slice,22,0,1,1
c84v2_3d7b525aadb9bf29dfb4984681665a08,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_3d7b525aadb9bf29dfb4984681665a08.npz,3d038d6414d965d5b7fdd444604d2eade7ebc05b88cb724b3941f7342458ca0c,one_target_subject_slice,22,0,1,1
c84v2_e0d29c4b5f38909fcfbd7017f74b6348,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_e0d29c4b5f38909fcfbd7017f74b6348.npz,4376f9152ad11b17ee345e96ac983f1b26b127a9e26374972a61defe6d0fb77c,one_target_subject_slice,22,0,1,1
c84v2_9a3d98a4b4b096c948fd63f9b2e2ace0,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_9a3d98a4b4b096c948fd63f9b2e2ace0.npz,f3b1462776adaac6bd7bf5bb4b4fe1d15aefeb28ae6a9b7a44f3422932145b95,one_target_subject_slice,22,0,1,1
c84v2_f9d6e5a8ef9bed4fc4e3372e90b4c303,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_f9d6e5a8ef9bed4fc4e3372e90b4c303.npz,71ca551876352a5628c6a1e3daa8c82a78e9c0ba124f69ba551bd7ceeaa05761,one_target_subject_slice,22,0,1,1
c84v2_e6252c607c7bf2804802abb54f949c77,Lee2019_MI,19,/projects/EEG-foundation-model/yinghao/oaci-c84-canary-v4/lock_c198607fb9e46ea2353f/Lee2019_MI/target_unlabeled/c84v2_e6252c607c7bf2804802abb54f949c77.npz,5377ff1edd98293e5e393a927cd20b607890556caa940974f4b7e0655582add3,one_target_subject_slice,22,0,1,1
