unit_id,dataset,panel,training_seed,level,regime,epoch,trajectory_order,interface_id,montage_sha256,wave,wave_order,reuse_C84C_model_state_source_audit,train_in_C84F,target_subject_contexts,complete_target_artifact_required
c84v2_78f9f787927d5178800c822d4c5b7a55,Lee2019_MI,A,5,1,OACI,49,10,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_22a7f0e24bd1ac53f8637102fa69ae06,Lee2019_MI,A,5,1,OACI,54,11,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_2cf539132df593a29cb18e2854ab755b,Lee2019_MI,A,5,1,OACI,59,12,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_dbad6feb60d2efbb0015ed257bc89da2,Lee2019_MI,A,5,1,OACI,64,13,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_d727298361267bf821152adb8f6d067c,Lee2019_MI,A,5,1,OACI,69,14,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_43781bea2244aec2c5c92dc006be8401,Lee2019_MI,A,5,1,OACI,74,15,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_88f1a8133c4cef65d14cc36e51345622,Lee2019_MI,A,5,1,OACI,79,16,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_0d7390cbf15455b8716471f8550b23a8,Lee2019_MI,A,5,1,OACI,84,17,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_19f2f4da87f8816eda0d902f3f590288,Lee2019_MI,A,5,1,OACI,89,18,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_1cb25407b5d1e8e2c94c400b7692e507,Lee2019_MI,A,5,1,OACI,94,19,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_731c2df2cb851fe3c14719d3a28e4357,Lee2019_MI,A,5,1,OACI,99,20,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_37dbd6228df510eb8c6798663ce13959,Lee2019_MI,A,5,1,OACI,104,21,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_4ab8a4c2fa22f26b699d19a2b616ecee,Lee2019_MI,A,5,1,OACI,109,22,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_d188778d412e797ecd842fab481642c1,Lee2019_MI,A,5,1,OACI,114,23,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_d98f0a3aa8c2d4ae950f3895ddacc14d,Lee2019_MI,A,5,1,OACI,119,24,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_ecc9b48dcdae4377f704f952f4d7ba5d,Lee2019_MI,A,5,1,OACI,124,25,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_00b9e1b2acbb336e30cc7ae558fac116,Lee2019_MI,A,5,1,OACI,129,26,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_7f3c43d5774526ea89d3c6ffd5fc3faf,Lee2019_MI,A,5,1,OACI,134,27,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_4522b7cc2d44f749ad53f485a3440445,Lee2019_MI,A,5,1,OACI,139,28,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_281b75553cfafe3f0e21ab0a70f2b166,Lee2019_MI,A,5,1,OACI,144,29,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_f7caccfa835783bbaff5b921595540fe,Lee2019_MI,A,5,1,OACI,149,30,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_947eddede984367fbaa922289d3fb357,Lee2019_MI,A,5,1,OACI,154,31,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_e222be00435772436b6c4cb97a1cf679,Lee2019_MI,A,5,1,OACI,159,32,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_7240486efb9d0308b8dbdb252d399824,Lee2019_MI,A,5,1,OACI,164,33,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_34ae9db487762f1d29ff3160e31925db,Lee2019_MI,A,5,1,OACI,169,34,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_cc2bb44e2258db978757b7a89fbf3066,Lee2019_MI,A,5,1,OACI,174,35,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_d36aa6178b512a86ca1d7f2f95182afd,Lee2019_MI,A,5,1,OACI,179,36,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_d70fc9e0969e88a049a32d5e7859f726,Lee2019_MI,A,5,1,OACI,184,37,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_bc73610a83089a168d1109cfc74f7dd2,Lee2019_MI,A,5,1,OACI,189,38,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_f66109800d7b7a06848899980cb9477e,Lee2019_MI,A,5,1,OACI,194,39,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_6a9f3b3933aa18cda9a9f7d9bfc72f7f,Lee2019_MI,A,5,1,OACI,199,40,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_a4cfe56059667bdcd21d642288e5a8dd,Lee2019_MI,A,5,1,SRC,4,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_8acf1f58f5ba2c99abca7b90644afc69,Lee2019_MI,A,5,1,SRC,9,2,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_741b09cd795c7c7734a8b4e1d2a4b7ed,Lee2019_MI,A,5,1,SRC,14,3,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_986b0cff6b15a6d9317782c1dd223ca7,Lee2019_MI,A,5,1,SRC,19,4,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_a110f08ef3b024cea9942ff7b926adc1,Lee2019_MI,A,5,1,SRC,24,5,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_387b76a6ce2fc198ae5df37c9971e6e7,Lee2019_MI,A,5,1,SRC,29,6,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_c7ab75e378ab6e78390cb59f25615b24,Lee2019_MI,A,5,1,SRC,34,7,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_524fec868223e8a086ce8182084a99ff,Lee2019_MI,A,5,1,SRC,39,8,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_cb418889457c8677b0fdb106d96c0900,Lee2019_MI,A,5,1,SRC,44,9,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_e6a5365ec54907f2d5cf30c5dce8044a,Lee2019_MI,A,5,1,SRC,49,10,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_6c977cf7c624e34d2323a172282bf339,Lee2019_MI,A,5,1,SRC,54,11,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_00e140c069609535cd4a43fa524f8887,Lee2019_MI,A,5,1,SRC,59,12,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_c4e2557c376b72205ab4da7b07a508e6,Lee2019_MI,A,5,1,SRC,64,13,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_a09392f206f2c946eff167c9b8ce683b,Lee2019_MI,A,5,1,SRC,69,14,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_024e581f715653fc4b7541fd37699ecf,Lee2019_MI,A,5,1,SRC,74,15,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_bc603f567434a3082757b042a82ee90e,Lee2019_MI,A,5,1,SRC,79,16,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_4f006c3e106d75af80d8a4bf860a6678,Lee2019_MI,A,5,1,SRC,84,17,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_83508b9c377146044035e7d319b2774d,Lee2019_MI,A,5,1,SRC,89,18,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_c3a9091fd0acfc5d5f5fce1eaa874d14,Lee2019_MI,A,5,1,SRC,94,19,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_13c4cd43cc0384fe738343c0c4ab6c54,Lee2019_MI,A,5,1,SRC,99,20,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_7de5f7c9fbce0483833e232e2c3d7a67,Lee2019_MI,A,5,1,SRC,104,21,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_dbcb1543dea57d01fde341cd25d6e512,Lee2019_MI,A,5,1,SRC,109,22,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_265728e95d48fffe231276c3a7966283,Lee2019_MI,A,5,1,SRC,114,23,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_b3d98ee98befedb227401b2fa0d9d490,Lee2019_MI,A,5,1,SRC,119,24,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_4aa3ab0aaa1db5cd59ca47c40de4b812,Lee2019_MI,A,5,1,SRC,124,25,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_c5450f9e3ae3c450af4c130176767423,Lee2019_MI,A,5,1,SRC,129,26,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_c67d3527c200eda1c540e37e9cdaf81b,Lee2019_MI,A,5,1,SRC,134,27,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_259da3e76c816e37316e9133d1573a2e,Lee2019_MI,A,5,1,SRC,139,28,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_5245516348c1b79f4da99b6d4c280ae5,Lee2019_MI,A,5,1,SRC,144,29,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_7724b34581bee68af22f1ee0b6fefedb,Lee2019_MI,A,5,1,SRC,149,30,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_4b40097f01cf044e620b0e2f319dcd91,Lee2019_MI,A,5,1,SRC,154,31,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_b514068bcc76b574109c5c690b1b340a,Lee2019_MI,A,5,1,SRC,159,32,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_f255340d8b4dfa8c6966648a0e8a2b0f,Lee2019_MI,A,5,1,SRC,164,33,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_4333135ec2d2c25890e002267ef4a50b,Lee2019_MI,A,5,1,SRC,169,34,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_264674edcd68de0946423b74a588bc3d,Lee2019_MI,A,5,1,SRC,174,35,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_31301f297a681b12bd7dcc256cbd4153,Lee2019_MI,A,5,1,SRC,179,36,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_eac8dbeef61107e5c11d22e95363cfcf,Lee2019_MI,A,5,1,SRC,184,37,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_6e370b864984db4c1e7b5fcc63a44a05,Lee2019_MI,A,5,1,SRC,189,38,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_9685b44372cdadc90a45c9335b0aa697,Lee2019_MI,A,5,1,SRC,194,39,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_86a3a4ba75965c5e635e50bc6ff057fe,Lee2019_MI,A,5,1,SRC,199,40,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_971db7d9d75223d9fceb23443c399158,Lee2019_MI,A,6,0,ERM,199,0,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_861c56c096040edbb73cdc23e2b6d17b,Lee2019_MI,A,6,0,OACI,4,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_edaea5611e0d1fed0c4a9855a43231eb,Lee2019_MI,A,6,0,OACI,9,2,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_60281edc26a06b0aa84ecad31d8d1c4d,Lee2019_MI,A,6,0,OACI,14,3,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_e910a346d76fa75b262e7b5573ace949,Lee2019_MI,A,6,0,OACI,19,4,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_d26f1097c893a73a2c9293c1fd65e081,Lee2019_MI,A,6,0,OACI,24,5,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_539b38ad4c792e005d6873c00e24e276,Lee2019_MI,A,6,0,OACI,29,6,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_f16646eb5597980df9786cb267771b69,Lee2019_MI,A,6,0,OACI,34,7,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_8b80a0a59327bf362fcbe8758744da7a,Lee2019_MI,A,6,0,OACI,39,8,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_69ac43b8da6b4348dd9b9be0a3e64a2f,Lee2019_MI,A,6,0,OACI,44,9,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_b115eea3357853c15f01f901b518126c,Lee2019_MI,A,6,0,OACI,49,10,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_36b8c869f4a3984946b5d8e56fbb4c2d,Lee2019_MI,A,6,0,OACI,54,11,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_cb7be9e7b30f6b9b0bfe8885a2c8ee85,Lee2019_MI,A,6,0,OACI,59,12,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_34a299712a9b22327a113688288e4255,Lee2019_MI,A,6,0,OACI,64,13,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_12f9beea99383dd05d71a1752d56ee9b,Lee2019_MI,A,6,0,OACI,69,14,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_e6b61f70e6c2ef12546cadfa767d4e7a,Lee2019_MI,A,6,0,OACI,74,15,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_aded29f6985f800a1a59530f8f05e3bf,Lee2019_MI,A,6,0,OACI,79,16,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_e18971bd79e11f2a63d0a1905c902d79,Lee2019_MI,A,6,0,OACI,84,17,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_9767ff052eb0a45e4e6cd153633446a1,Lee2019_MI,A,6,0,OACI,89,18,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
c84v2_74272a9fa29e4406ac1ce73761d707d8,Lee2019_MI,A,6,0,OACI,94,19,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04,A,1,0,1,22,1
