dataset,backbone,seed,fold,alpha,env,intervention,task_drop,domain_gain,n_env,tgt_bacc_full,tgt_bacc_eras,skip,fail
Cho2017,EEGNet,0,1,0.5,covariance_cluster,tos_vd,0.0,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,covariance_cluster,tp_leace,-0.00019230769230771383,0.15174418604651163,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,covariance_cluster,alpha_leace,-0.0003906250000000888,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,covariance_cluster,random_k,0.0,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,covariance_cluster,oracle_nuisance_DIAGNOSTIC,0.0025300480769230305,0.47984496124031006,8,0.64,0.6699999999999999,,
Cho2017,EEGNet,0,1,0.5,margin_cluster,identity,0.0,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,margin_cluster,leace,0.013449519230769202,0.4959302325581395,8,0.64,0.71,,
Cho2017,EEGNet,0,1,0.5,margin_cluster,rlace,0.0025360576923076916,0.40600775193798455,8,0.64,0.675,,
Cho2017,EEGNet,0,1,0.5,margin_cluster,tos_vd,0.0,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,margin_cluster,tp_leace,-0.00019230769230771383,0.15174418604651163,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,margin_cluster,alpha_leace,-0.0003906250000000888,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,margin_cluster,random_k,0.0,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,margin_cluster,oracle_nuisance_DIAGNOSTIC,0.0025300480769230305,0.47984496124031006,8,0.64,0.6699999999999999,,
Cho2017,EEGNet,0,1,0.5,augmentation_shift,identity,0.0,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,augmentation_shift,leace,0.013449519230769202,0.4959302325581395,8,0.64,0.71,,
Cho2017,EEGNet,0,1,0.5,augmentation_shift,rlace,0.0025360576923076916,0.40600775193798455,8,0.64,0.675,,
Cho2017,EEGNet,0,1,0.5,augmentation_shift,tos_vd,0.0,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,augmentation_shift,tp_leace,-0.00019230769230771383,0.15174418604651163,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,augmentation_shift,alpha_leace,-0.0003906250000000888,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,augmentation_shift,random_k,0.0,0.0,8,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,augmentation_shift,oracle_nuisance_DIAGNOSTIC,0.0025300480769230305,0.47984496124031006,8,0.64,0.6699999999999999,,
Cho2017,EEGNet,0,1,0.5,random,identity,0.0,0.0,3,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,random,leace,0.013449519230769202,0.4959302325581395,3,0.64,0.71,,
Cho2017,EEGNet,0,1,0.5,random,rlace,0.0025360576923076916,0.40600775193798455,3,0.64,0.675,,
Cho2017,EEGNet,0,1,0.5,random,tos_vd,0.0,0.0,3,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,random,tp_leace,-0.00019230769230771383,0.15174418604651163,3,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,random,alpha_leace,-0.0003906250000000888,0.0,3,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,random,random_k,0.0,0.0,3,0.64,0.64,,
Cho2017,EEGNet,0,1,0.5,random,oracle_nuisance_DIAGNOSTIC,0.0025300480769230305,0.47984496124031006,3,0.64,0.6699999999999999,,
Cho2017,EEGNet,0,1,1.0,subject,identity,0.0,0.0,51,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,subject,leace,0.014816706730769291,0.4959302325581395,51,0.645,0.71,,
Cho2017,EEGNet,0,1,1.0,subject,rlace,0.0025450721153846834,0.24709302325581395,51,0.645,0.6599999999999999,,
Cho2017,EEGNet,0,1,1.0,subject,tos_vd,0.0,0.0,51,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,subject,tp_leace,0.0003906249999999778,0.16085271317829453,51,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,subject,alpha_leace,0.00019230769230771383,0.0,51,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,subject,random_k,0.0,0.0,51,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,subject,oracle_nuisance_DIAGNOSTIC,0.0035006009615384803,0.47984496124031006,51,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,1.0,oracle,identity,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,oracle,leace,0.014816706730769291,0.4959302325581395,3,0.645,0.71,,
Cho2017,EEGNet,0,1,1.0,oracle,rlace,0.0025450721153846834,0.24709302325581395,3,0.645,0.6599999999999999,,
Cho2017,EEGNet,0,1,1.0,oracle,tos_vd,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,oracle,tp_leace,0.0003906249999999778,0.16085271317829453,3,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,oracle,alpha_leace,0.00019230769230771383,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,oracle,random_k,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,oracle,oracle_nuisance_DIAGNOSTIC,0.0035006009615384803,0.47984496124031006,3,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,1.0,covariance_cluster,identity,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,covariance_cluster,leace,0.014816706730769291,0.4959302325581395,8,0.645,0.71,,
Cho2017,EEGNet,0,1,1.0,covariance_cluster,rlace,0.0025450721153846834,0.24709302325581395,8,0.645,0.6599999999999999,,
Cho2017,EEGNet,0,1,1.0,covariance_cluster,tos_vd,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,covariance_cluster,tp_leace,0.0003906249999999778,0.16085271317829453,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,covariance_cluster,alpha_leace,0.00019230769230771383,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,covariance_cluster,random_k,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,covariance_cluster,oracle_nuisance_DIAGNOSTIC,0.0035006009615384803,0.47984496124031006,8,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,1.0,margin_cluster,identity,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,margin_cluster,leace,0.014816706730769291,0.4959302325581395,8,0.645,0.71,,
Cho2017,EEGNet,0,1,1.0,margin_cluster,rlace,0.0025450721153846834,0.24709302325581395,8,0.645,0.6599999999999999,,
Cho2017,EEGNet,0,1,1.0,margin_cluster,tos_vd,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,margin_cluster,tp_leace,0.0003906249999999778,0.16085271317829453,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,margin_cluster,alpha_leace,0.00019230769230771383,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,margin_cluster,random_k,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,margin_cluster,oracle_nuisance_DIAGNOSTIC,0.0035006009615384803,0.47984496124031006,8,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,1.0,augmentation_shift,identity,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,augmentation_shift,leace,0.014816706730769291,0.4959302325581395,8,0.645,0.71,,
Cho2017,EEGNet,0,1,1.0,augmentation_shift,rlace,0.0025450721153846834,0.24709302325581395,8,0.645,0.6599999999999999,,
Cho2017,EEGNet,0,1,1.0,augmentation_shift,tos_vd,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,augmentation_shift,tp_leace,0.0003906249999999778,0.16085271317829453,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,augmentation_shift,alpha_leace,0.00019230769230771383,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,augmentation_shift,random_k,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,augmentation_shift,oracle_nuisance_DIAGNOSTIC,0.0035006009615384803,0.47984496124031006,8,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,1.0,random,identity,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,random,leace,0.014816706730769291,0.4959302325581395,3,0.645,0.71,,
Cho2017,EEGNet,0,1,1.0,random,rlace,0.0025450721153846834,0.24709302325581395,3,0.645,0.6599999999999999,,
Cho2017,EEGNet,0,1,1.0,random,tos_vd,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,random,tp_leace,0.0003906249999999778,0.16085271317829453,3,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,random,alpha_leace,0.00019230769230771383,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,random,random_k,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,1.0,random,oracle_nuisance_DIAGNOSTIC,0.0035006009615384803,0.47984496124031006,3,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,2.0,subject,identity,0.0,0.0,51,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,subject,leace,0.015006009615384563,0.4959302325581395,51,0.645,0.71,,
Cho2017,EEGNet,0,1,2.0,subject,rlace,0.0009705528846153388,0.037209302325581395,51,0.645,0.64,,
Cho2017,EEGNet,0,1,2.0,subject,tos_vd,0.0,0.0,51,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,subject,tp_leace,0.0,0.16259689922480625,51,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,subject,alpha_leace,0.0,0.0,51,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,subject,random_k,0.0,0.0,51,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,subject,oracle_nuisance_DIAGNOSTIC,0.004080528846153841,0.47984496124031006,51,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,2.0,oracle,identity,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,oracle,leace,0.015006009615384563,0.4959302325581395,3,0.645,0.71,,
Cho2017,EEGNet,0,1,2.0,oracle,rlace,0.0009705528846153388,0.037209302325581395,3,0.645,0.64,,
Cho2017,EEGNet,0,1,2.0,oracle,tos_vd,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,oracle,tp_leace,0.0,0.16259689922480625,3,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,oracle,alpha_leace,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,oracle,random_k,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,oracle,oracle_nuisance_DIAGNOSTIC,0.004080528846153841,0.47984496124031006,3,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,2.0,covariance_cluster,identity,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,covariance_cluster,leace,0.015006009615384563,0.4959302325581395,8,0.645,0.71,,
Cho2017,EEGNet,0,1,2.0,covariance_cluster,rlace,0.0009705528846153388,0.037209302325581395,8,0.645,0.64,,
Cho2017,EEGNet,0,1,2.0,covariance_cluster,tos_vd,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,covariance_cluster,tp_leace,0.0,0.16259689922480625,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,covariance_cluster,alpha_leace,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,covariance_cluster,random_k,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,covariance_cluster,oracle_nuisance_DIAGNOSTIC,0.004080528846153841,0.47984496124031006,8,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,2.0,margin_cluster,identity,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,margin_cluster,leace,0.015006009615384563,0.4959302325581395,8,0.645,0.71,,
Cho2017,EEGNet,0,1,2.0,margin_cluster,rlace,0.0009705528846153388,0.037209302325581395,8,0.645,0.64,,
Cho2017,EEGNet,0,1,2.0,margin_cluster,tos_vd,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,margin_cluster,tp_leace,0.0,0.16259689922480625,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,margin_cluster,alpha_leace,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,margin_cluster,random_k,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,margin_cluster,oracle_nuisance_DIAGNOSTIC,0.004080528846153841,0.47984496124031006,8,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,2.0,augmentation_shift,identity,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,augmentation_shift,leace,0.015006009615384563,0.4959302325581395,8,0.645,0.71,,
Cho2017,EEGNet,0,1,2.0,augmentation_shift,rlace,0.0009705528846153388,0.037209302325581395,8,0.645,0.64,,
Cho2017,EEGNet,0,1,2.0,augmentation_shift,tos_vd,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,augmentation_shift,tp_leace,0.0,0.16259689922480625,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,augmentation_shift,alpha_leace,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,augmentation_shift,random_k,0.0,0.0,8,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,augmentation_shift,oracle_nuisance_DIAGNOSTIC,0.004080528846153841,0.47984496124031006,8,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,1,2.0,random,identity,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,random,leace,0.015006009615384563,0.4959302325581395,3,0.645,0.71,,
Cho2017,EEGNet,0,1,2.0,random,rlace,0.0009705528846153388,0.037209302325581395,3,0.645,0.64,,
Cho2017,EEGNet,0,1,2.0,random,tos_vd,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,random,tp_leace,0.0,0.16259689922480625,3,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,random,alpha_leace,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,random,random_k,0.0,0.0,3,0.645,0.645,,
Cho2017,EEGNet,0,1,2.0,random,oracle_nuisance_DIAGNOSTIC,0.004080528846153841,0.47984496124031006,3,0.645,0.6699999999999999,,
Cho2017,EEGNet,0,2,0.5,subject,identity,0.0,0.0,51,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,subject,leace,0.014939903846153957,0.49709302325581395,51,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,0.5,subject,rlace,0.005628004807692322,0.42906976744186043,51,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,subject,tos_vd,0.0,0.0,51,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,subject,tp_leace,0.0,0.15445736434108526,51,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,subject,alpha_leace,0.0003906250000000888,0.0,51,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,subject,random_k,0.0,0.0,51,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,subject,oracle_nuisance_DIAGNOSTIC,0.0048437500000000355,0.4899224806201551,51,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,oracle,identity,0.0,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,oracle,leace,0.014939903846153957,0.49709302325581395,3,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,0.5,oracle,rlace,0.005628004807692322,0.42906976744186043,3,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,oracle,tos_vd,0.0,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,oracle,tp_leace,0.0,0.15445736434108526,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,oracle,alpha_leace,0.0003906250000000888,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,oracle,random_k,0.0,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,oracle,oracle_nuisance_DIAGNOSTIC,0.0048437500000000355,0.4899224806201551,3,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,covariance_cluster,identity,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,covariance_cluster,leace,0.014939903846153957,0.49709302325581395,8,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,0.5,covariance_cluster,rlace,0.005628004807692322,0.42906976744186043,8,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,covariance_cluster,tos_vd,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,covariance_cluster,tp_leace,0.0,0.15445736434108526,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,covariance_cluster,alpha_leace,0.0003906250000000888,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,covariance_cluster,random_k,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,covariance_cluster,oracle_nuisance_DIAGNOSTIC,0.0048437500000000355,0.4899224806201551,8,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,margin_cluster,identity,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,margin_cluster,leace,0.014939903846153957,0.49709302325581395,8,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,0.5,margin_cluster,rlace,0.005628004807692322,0.42906976744186043,8,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,margin_cluster,tos_vd,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,margin_cluster,tp_leace,0.0,0.15445736434108526,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,margin_cluster,alpha_leace,0.0003906250000000888,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,margin_cluster,random_k,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,margin_cluster,oracle_nuisance_DIAGNOSTIC,0.0048437500000000355,0.4899224806201551,8,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,augmentation_shift,identity,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,augmentation_shift,leace,0.014939903846153957,0.49709302325581395,8,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,0.5,augmentation_shift,rlace,0.005628004807692322,0.42906976744186043,8,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,augmentation_shift,tos_vd,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,augmentation_shift,tp_leace,0.0,0.15445736434108526,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,augmentation_shift,alpha_leace,0.0003906250000000888,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,augmentation_shift,random_k,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,augmentation_shift,oracle_nuisance_DIAGNOSTIC,0.0048437500000000355,0.4899224806201551,8,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,random,identity,0.0,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,random,leace,0.014939903846153957,0.49709302325581395,3,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,0.5,random,rlace,0.005628004807692322,0.42906976744186043,3,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,0.5,random,tos_vd,0.0,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,random,tp_leace,0.0,0.15445736434108526,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,random,alpha_leace,0.0003906250000000888,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,random,random_k,0.0,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,0.5,random,oracle_nuisance_DIAGNOSTIC,0.0048437500000000355,0.4899224806201551,3,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,1.0,subject,identity,0.0,0.0,51,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,subject,leace,0.01570913461538459,0.49709302325581395,51,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,1.0,subject,rlace,0.005036057692307749,0.2666666666666667,51,0.46499999999999997,0.505,,
Cho2017,EEGNet,0,2,1.0,subject,tos_vd,0.0,0.0,51,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,subject,tp_leace,0.0001953125000000444,0.15794573643410847,51,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,subject,alpha_leace,0.0001953125000000444,0.0,51,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,subject,random_k,0.0,0.0,51,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,subject,oracle_nuisance_DIAGNOSTIC,0.005426682692307727,0.4899224806201551,51,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,1.0,oracle,identity,0.0,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,oracle,leace,0.01570913461538459,0.49709302325581395,3,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,1.0,oracle,rlace,0.005036057692307749,0.2666666666666667,3,0.46499999999999997,0.505,,
Cho2017,EEGNet,0,2,1.0,oracle,tos_vd,0.0,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,oracle,tp_leace,0.0001953125000000444,0.15794573643410847,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,oracle,alpha_leace,0.0001953125000000444,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,oracle,random_k,0.0,0.0,3,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,oracle,oracle_nuisance_DIAGNOSTIC,0.005426682692307727,0.4899224806201551,3,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,1.0,covariance_cluster,identity,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,covariance_cluster,leace,0.01570913461538459,0.49709302325581395,8,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,1.0,covariance_cluster,rlace,0.005036057692307749,0.2666666666666667,8,0.46499999999999997,0.505,,
Cho2017,EEGNet,0,2,1.0,covariance_cluster,tos_vd,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,covariance_cluster,tp_leace,0.0001953125000000444,0.15794573643410847,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,covariance_cluster,alpha_leace,0.0001953125000000444,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,covariance_cluster,random_k,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,covariance_cluster,oracle_nuisance_DIAGNOSTIC,0.005426682692307727,0.4899224806201551,8,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,1.0,margin_cluster,identity,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,margin_cluster,leace,0.01570913461538459,0.49709302325581395,8,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,1.0,margin_cluster,rlace,0.005036057692307749,0.2666666666666667,8,0.46499999999999997,0.505,,
Cho2017,EEGNet,0,2,1.0,margin_cluster,tos_vd,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,margin_cluster,tp_leace,0.0001953125000000444,0.15794573643410847,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,margin_cluster,alpha_leace,0.0001953125000000444,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,margin_cluster,random_k,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,margin_cluster,oracle_nuisance_DIAGNOSTIC,0.005426682692307727,0.4899224806201551,8,0.46499999999999997,0.525,,
Cho2017,EEGNet,0,2,1.0,augmentation_shift,identity,0.0,0.0,8,0.46499999999999997,0.46499999999999997,,
Cho2017,EEGNet,0,2,1.0,augmentation_shift,leace,0.01570913461538459,0.49709302325581395,8,0.46499999999999997,0.56,,
Cho2017,EEGNet,0,2,1.0,augmentation_shift,rlace,0.005036057692307749,0.2666666666666667,8,0.46499999999999997,0.505,,
