tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
H200_s1,7,0.06272267431790465,0.4964609663612329,0.5938275139510565,True
H200_s1,8,0.07174614313719792,0.5023021230429292,0.60149890723823,True
H200_s1,9,0.060055027963228605,0.521827862843369,0.5944910343163834,True
H500_s0,0,0.025014704743378014,0.4438582851652286,0.5566797765695546,True
H500_s0,1,0.022717813278777997,0.42584145822810443,0.5636950256959553,True
H500_s0,2,0.021196836816664455,0.36913483109989853,0.5391156012570193,True
H500_s0,3,0.026049127461089228,0.3992658703979832,0.5334371905889375,True
H500_s0,4,0.03347659587522449,0.42556853743863204,0.5285837896275551,True
H500_s0,5,0.031261412844762373,0.4320153218505587,0.5480413838984304,True
H500_s0,6,0.030029443759409802,0.4430268258006126,0.5418746507511731,True
H500_s0,7,0.041511654863532504,0.4688361894491068,0.5382218605081128,True
H500_s0,8,0.036167679472150646,0.49254936902310775,0.5777786459837849,True
H500_s0,9,0.026677245202773037,0.4900390216729444,0.5677137967733085,True
H500_s1,0,0.024642606487091333,0.3876486502792257,0.5083789459886364,True
H500_s1,1,0.024421536541302562,0.3814345545833251,0.49971099543339476,True
H500_s1,2,0.01918584244863155,0.3341222404465817,0.4719494384870181,True
H500_s1,3,0.029364812706526522,0.35039678235106697,0.48183184290990444,True
H500_s1,4,0.030533402739651362,0.38950990450550194,0.4907724693297979,True
H500_s1,5,0.02561600470640745,0.3981028766636707,0.5018958379703308,True
H500_s1,6,0.023968435143470808,0.3907013976396659,0.4891476018005687,True
H500_s1,7,0.033319619221485505,0.41361910406039915,0.47193290886706973,True
H500_s1,8,0.03182651206120567,0.45760982733657285,0.554423933108785,True
H500_s1,9,0.0258689724895352,0.45212595304816006,0.5469684817967307,True
H1000_s0,0,0.019378557746583328,0.3868831661023465,0.5055299126342057,True
H1000_s0,1,0.022639294793376286,0.37498014197703666,0.4956280034710087,True
H1000_s0,2,0.021525693085714726,0.33282174051950786,0.4790924246832309,True
H1000_s0,3,0.02384422151923233,0.35419565168614026,0.49107527476697604,True
H1000_s0,4,0.022773061055825203,0.3836359644396181,0.4931482189775302,True
H1000_s0,5,0.016778555017857376,0.41062038177871063,0.49845330566333806,True
H1000_s0,6,0.01512263080079521,0.4023349191257444,0.4930411119704582,True
H1000_s0,7,0.027416524115676362,0.4159783583556932,0.4836167335154702,True
H1000_s0,8,0.02731592563569768,0.4694824485141984,0.555614955145225,True
H1000_s0,9,0.02085830231280754,0.44145274474021085,0.5417634395908077,True
H1000_s1,0,0.02016747929538857,0.37230783137978296,0.5103474086443528,True
H1000_s1,1,0.019305771460669224,0.37216721016046356,0.5023840972066619,True
H1000_s1,2,0.017544597782277946,0.3371798607614821,0.45790439702580443,True
H1000_s1,3,0.02024331085594136,0.3522231753678368,0.4564378113600157,True
H1000_s1,4,0.02215591126874749,0.3702254043444734,0.4652106508646323,True
H1000_s1,5,0.019701485216820965,0.37668946298757294,0.4838406676874489,True
H1000_s1,6,0.016681001364044587,0.3837415603557952,0.47460165753680894,True
H1000_s1,7,0.024576696284355964,0.39936825349682714,0.46438497886294083,True
H1000_s1,8,0.025413315107876172,0.4480128419175002,0.5194504885530615,True
H1000_s1,9,0.019184970284634093,0.4385531296178118,0.5351723237191086,True
H2000_s0,0,0.019748794975603355,0.3369399407491874,0.4805172284593099,True
H2000_s0,1,0.02173636449914196,0.3317508514254757,0.46364682801122703,True
H2000_s0,2,0.019642702215700476,0.3075845880034457,0.43291905278076637,True
H2000_s0,3,0.023257615950537026,0.31460900345352166,0.4486190499376702,True
H2000_s0,4,0.0234945781605622,0.3392439725403643,0.4700048376884608,True
H2000_s0,5,0.019843111371765157,0.34588508387664196,0.47745826338757297,True
H2000_s0,6,0.016365821828161528,0.35735303950230646,0.4592265880114187,True
H2000_s0,7,0.024515426763676202,0.39229329064557145,0.44592408238402337,True
H2000_s0,8,0.02629824563814554,0.4350457493746382,0.531852474519551,True
H2000_s0,9,0.019833783870777888,0.39097556299996516,0.5160839312859644,True
H2000_s1,0,0.021177697298595505,0.3422280461511146,0.49510801742345173,True
H2000_s1,1,0.02126832225826846,0.32870231510075276,0.4793675687841189,True
H2000_s1,2,0.019891004391314568,0.2947112215424617,0.44950146138269464,True
H2000_s1,3,0.027255737783245713,0.31109679437014803,0.4621331821192205,True
H2000_s1,4,0.023396934665394633,0.34222589042923357,0.4621531934880013,True
H2000_s1,5,0.018934829575235478,0.33632401941275814,0.4738155314754917,True
H2000_s1,6,0.017369436450788277,0.3376759658930363,0.4610740413731077,True
H2000_s1,7,0.025667704846155354,0.3548011442062266,0.4594075236722356,True
H2000_s1,8,0.026926904082688597,0.42191117184727467,0.5414786723943055,True
H2000_s1,9,0.022178791870731927,0.4076345198809139,0.5336121700772389,True
