tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
H500_s0,6,0.23134777995355105,0.9585798816568047,0.9994464917233795,0.9506538584828377
H500_s0,7,0.25324141249359167,0.9607250755287009,0.9991283173348391,0.94324420605387
H500_s0,8,0.33933854501033917,0.9442815249266863,0.996153612786908,0.9379153719970158
H500_s0,9,0.25663523443488906,0.9442815249266863,0.9991168653234305,0.9484161511063576
H500_s1,0,0.23455554769491968,0.9520958083832335,0.998857790409037,0.9615274391004017
H500_s1,1,0.28884944396216305,0.9472140762463344,0.998313862459352,0.9521288105419704
H500_s1,2,0.29147975481650207,0.9482758620689655,0.998855297568865,0.947697357407638
H500_s1,3,0.36556532383494816,0.9093567251461988,0.99692815696538,0.941097331898553
H500_s1,4,0.31511297769567176,0.9498525073746312,0.9962460433901479,0.9489397097911153
H500_s1,5,0.32559917577486397,0.9449275362318841,0.9964216990103719,0.9424849599599838
H500_s1,6,0.24205617634039206,0.9615384615384616,0.9994594935956492,0.9508689280067172
H500_s1,7,0.24701819761210136,0.9637462235649547,0.9993666230794377,0.9506915573562894
H500_s1,8,0.24596645866203443,0.9560117302052786,0.999510587857985,0.9521326571702957
H500_s1,9,0.20177060510833408,0.9648093841642229,0.9995977158806105,0.9613125941583088
H1000_s0,0,0.23854288243551713,0.9580838323353293,0.9984502599201353,0.958946847489902
H1000_s0,1,0.24507843365361132,0.9530791788856305,0.9981772743696145,0.9510773079735892
H1000_s0,2,0.2984654280662996,0.9310344827586207,0.9962829911918344,0.9408425124628204
H1000_s0,3,0.3089915417340573,0.9444444444444444,0.9944584505131144,0.9467900086726461
H1000_s0,4,0.3037368761699602,0.9321533923303835,0.9981503745060591,0.94931047303336
H1000_s0,5,0.22447136379787755,0.9565217391304348,0.9988903521154666,0.9539945083005088
H1000_s0,6,0.18749929414196229,0.9792899408284024,0.9997455347855805,0.9578777849674225
H1000_s0,7,0.21757388591921553,0.9667673716012085,0.9988820247258463,0.9517799573285239
H1000_s0,8,0.1923604532314401,0.9794721407624634,0.9997585366578502,0.9596586248704365
H1000_s0,9,0.18489686618112589,0.9765395894428153,0.9998439775327647,0.9636871942452022
H1000_s1,0,0.18229725165482932,0.9760479041916168,0.9998041979949875,0.9658168458512851
H1000_s1,1,0.21568515824829027,0.9560117302052786,0.9990192873488069,0.9542853417141097
H1000_s1,2,0.27283058299855456,0.9454022988505747,0.9981020362170246,0.9435569250157901
H1000_s1,3,0.317214021901082,0.9327485380116959,0.9968361988612575,0.9475981880511556
H1000_s1,4,0.24720601155962788,0.9498525073746312,0.9989999271047914,0.9604717673999923
H1000_s1,5,0.2639118763706683,0.9478260869565217,0.9986011243900695,0.952998297555106
H1000_s1,6,0.20918636346311226,0.9615384615384616,0.9989022704983803,0.9548489919730595
H1000_s1,7,0.28593307383684513,0.9486404833836858,0.9932583434871763,0.9420116267033986
H1000_s1,8,0.26393465740972843,0.9472140762463344,0.9964894944872061,0.9464517118675368
H1000_s1,9,0.15917841675473046,0.9765395894428153,0.999898538961039,0.9685915037989616
H2000_s0,0,0.18745928333253667,0.9670658682634731,0.998732439651761,0.9670369923114777
H2000_s0,1,0.2658855767892468,0.9413489736070382,0.9988758898879783,0.9603188325251851
H2000_s0,2,0.33144785802856314,0.9224137931034483,0.9980749489831299,0.9449560248426029
H2000_s0,3,0.3401696236582474,0.9327485380116959,0.9930834650465356,0.9508292792098862
H2000_s0,4,0.2671079556876791,0.9410029498525073,0.9971976732601985,0.9618695218648229
H2000_s0,5,0.31654521880870623,0.9333333333333333,0.9950196234054804,0.9506791574614388
H2000_s0,6,0.19363076235658405,0.9792899408284024,0.9990560640732264,0.9603724852204323
H2000_s0,7,0.24906245180242656,0.9486404833836858,0.9980935149398356,0.9562464186123439
H2000_s0,8,0.20638122415513216,0.9530791788856305,0.9989120219025825,0.9631793722510338
H2000_s0,9,0.13574284447979534,0.9882697947214076,0.9999661796536797,0.9726317226886749
H2000_s1,0,0.24403761613303415,0.9491017964071856,0.9961810095891904,0.9647047924143928
H2000_s1,1,0.2798097998581989,0.9384164222873901,0.9964393068635445,0.9604548183935029
H2000_s1,2,0.3255060999588014,0.9281609195402298,0.9949695824194762,0.9503237903118134
H2000_s1,3,0.3135817510590288,0.9269005847953217,0.9970461391803828,0.9531219271676881
H2000_s1,4,0.2472928239314726,0.9410029498525073,0.9983609901730611,0.9602857945220811
H2000_s1,5,0.26927251509979544,0.9449275362318841,0.9956145809056655,0.9539933087570327
H2000_s1,6,0.2385241528577973,0.9526627218934911,0.9967012775174702,0.9584603362849781
H2000_s1,7,0.23776141914690294,0.9486404833836858,0.9967799348068528,0.9562781527638435
H2000_s1,8,0.1739333371523379,0.9765395894428153,0.9992581193596639,0.9684887624212674
H2000_s1,9,0.13821815698533932,0.9794721407624634,1.0,0.9746783077716827
