subject_id,microblock_id,trial_id,C,Y_design
2,9,358,1,0
2,9,359,0,0
3,0,360,1,0
3,0,361,0,1
3,0,362,1,1
3,0,363,0,0
3,0,364,1,1
3,0,365,0,0
3,0,366,1,1
3,0,367,0,0
3,0,368,0,1
3,0,369,0,1
3,0,370,1,0
3,0,371,1,0
3,1,372,1,1
3,1,373,0,1
3,1,374,0,1
3,1,375,0,0
3,1,376,1,1
3,1,377,1,0
3,1,378,1,0
3,1,379,0,0
3,1,380,1,0
3,1,381,1,1
3,1,382,0,1
3,1,383,0,0
3,2,384,1,0
3,2,385,1,1
3,2,386,0,0
3,2,387,0,1
3,2,388,0,0
3,2,389,0,0
3,2,390,1,0
3,2,391,0,1
3,2,392,1,0
3,2,393,1,1
3,2,394,1,1
3,2,395,0,1
3,3,396,0,1
3,3,397,0,0
3,3,398,1,0
3,3,399,0,1
3,3,400,1,1
3,3,401,1,1
3,3,402,0,1
3,3,403,1,0
3,3,404,0,0
3,3,405,1,1
3,3,406,0,0
3,3,407,1,0
3,4,408,0,1
3,4,409,1,1
3,4,410,0,1
3,4,411,1,1
3,4,412,0,0
3,4,413,1,0
3,4,414,1,0
3,4,415,0,0
3,4,416,0,1
3,4,417,0,0
3,4,418,1,1
3,4,419,1,0
3,5,420,0,1
3,5,421,0,1
3,5,422,0,0
3,5,423,1,0
3,5,424,1,1
3,5,425,1,0
3,5,426,1,1
3,5,427,1,0
3,5,428,0,0
3,5,429,1,1
3,5,430,0,1
3,5,431,0,0
3,6,432,1,0
3,6,433,1,1
3,6,434,1,0
3,6,435,0,1
3,6,436,1,1
3,6,437,0,0
3,6,438,0,0
3,6,439,1,0
3,6,440,1,1
3,6,441,0,0
3,6,442,0,1
3,6,443,0,1
3,7,444,0,0
3,7,445,0,0
3,7,446,1,0
3,7,447,1,1
3,7,448,1,0
3,7,449,1,1
3,7,450,0,1
3,7,451,0,0
3,7,452,0,1
3,7,453,0,1
3,7,454,1,0
3,7,455,1,1
3,8,456,1,1
3,8,457,0,0
3,8,458,0,1
3,8,459,0,0
3,8,460,0,1
3,8,461,1,1
3,8,462,0,0
3,8,463,1,1
3,8,464,1,0
3,8,465,1,0
3,8,466,1,0
3,8,467,0,1
3,9,468,1,0
3,9,469,0,0
3,9,470,0,1
3,9,471,1,0
3,9,472,0,0
3,9,473,1,1
3,9,474,0,1
3,9,475,1,1
3,9,476,1,1
3,9,477,0,0
3,9,478,1,0
3,9,479,0,1
4,0,480,0,1
4,0,481,1,1
4,0,482,0,0
4,0,483,0,0
4,0,484,0,1
4,0,485,1,1
4,0,486,1,1
4,0,487,0,1
4,0,488,1,0
4,0,489,1,0
4,0,490,1,0
4,0,491,0,0
4,1,492,1,0
4,1,493,0,0
4,1,494,0,1
4,1,495,1,0
4,1,496,0,1
4,1,497,1,1
4,1,498,1,1
4,1,499,0,0
4,1,500,1,0
4,1,501,0,0
4,1,502,0,1
4,1,503,1,1
4,2,504,0,1
4,2,505,1,0
4,2,506,1,0
4,2,507,0,1
4,2,508,1,1
4,2,509,0,0
4,2,510,1,1
4,2,511,0,1
4,2,512,0,0
4,2,513,0,0
4,2,514,1,1
4,2,515,1,0
4,3,516,1,0
4,3,517,1,0
4,3,518,1,0
4,3,519,0,1
4,3,520,0,0
4,3,521,0,1
4,3,522,0,1
4,3,523,1,1
4,3,524,0,0
4,3,525,0,0
4,3,526,1,1
4,3,527,1,1
4,4,528,0,0
4,4,529,1,1
4,4,530,1,1
4,4,531,1,0
4,4,532,1,1
4,4,533,0,0
4,4,534,0,1
4,4,535,1,0
4,4,536,0,1
4,4,537,1,0
4,4,538,0,1
4,4,539,0,0
4,5,540,1,0
4,5,541,0,1
4,5,542,0,1
4,5,543,0,1
4,5,544,1,1
4,5,545,1,0
4,5,546,1,1
4,5,547,0,0
4,5,548,0,0
4,5,549,1,0
4,5,550,1,1
4,5,551,0,0
4,6,552,0,1
4,6,553,1,0
4,6,554,1,1
4,6,555,0,0
4,6,556,1,0
4,6,557,1,1
4,6,558,1,1
4,6,559,0,1
4,6,560,0,1
4,6,561,1,0
4,6,562,0,0
4,6,563,0,0
4,7,564,0,0
4,7,565,0,1
4,7,566,0,1
4,7,567,1,0
4,7,568,1,1
4,7,569,0,1
4,7,570,1,0
4,7,571,1,1
4,7,572,1,0
4,7,573,0,0
4,7,574,0,0
4,7,575,1,1
4,8,576,1,0
4,8,577,0,0
4,8,578,0,0
4,8,579,0,1
4,8,580,1,1
4,8,581,1,0
4,8,582,0,1
4,8,583,1,1
4,8,584,1,0
4,8,585,1,1
4,8,586,0,1
4,8,587,0,0
4,9,588,0,1
4,9,589,1,0
4,9,590,0,1
4,9,591,1,1
4,9,592,0,0
4,9,593,1,0
4,9,594,0,0
4,9,595,0,0
4,9,596,1,1
4,9,597,0,1
4,9,598,1,1
4,9,599,1,0
5,0,600,1,1
5,0,601,1,0
5,0,602,0,1
5,0,603,0,0
5,0,604,1,1
5,0,605,0,0
5,0,606,0,0
5,0,607,1,1
5,0,608,0,1
5,0,609,1,0
5,0,610,1,0
5,0,611,0,1
5,1,612,1,1
5,1,613,1,1
5,1,614,0,0
5,1,615,1,1
5,1,616,1,0
5,1,617,0,1
5,1,618,0,1
5,1,619,1,0
5,1,620,0,0
5,1,621,0,0
5,1,622,0,1
5,1,623,1,0
5,2,624,1,1
5,2,625,0,0
5,2,626,0,1
5,2,627,0,1
5,2,628,1,0
5,2,629,0,0
5,2,630,0,1
5,2,631,1,0
5,2,632,1,0
5,2,633,1,1
5,2,634,1,1
5,2,635,0,0
5,3,636,1,0
5,3,637,1,1
5,3,638,0,1
5,3,639,1,0
5,3,640,1,1
5,3,641,0,0
5,3,642,0,1
5,3,643,1,1
5,3,644,0,0
5,3,645,0,1
5,3,646,1,0
5,3,647,0,0
5,4,648,1,1
5,4,649,0,1
5,4,650,1,0
5,4,651,1,1
5,4,652,0,0
5,4,653,1,0
5,4,654,1,1
5,4,655,0,0
5,4,656,0,1
5,4,657,1,0
5,4,658,0,0
5,4,659,0,1
5,5,660,1,0
5,5,661,0,0
5,5,662,0,1
5,5,663,1,1
5,5,664,0,0
5,5,665,0,1
5,5,666,1,0
5,5,667,0,1
5,5,668,1,1
5,5,669,1,1
5,5,670,1,0
5,5,671,0,0
5,6,672,1,0
5,6,673,1,1
5,6,674,1,0
5,6,675,0,1
5,6,676,1,1
5,6,677,0,0
5,6,678,0,1
5,6,679,1,0
5,6,680,0,0
5,6,681,1,1
5,6,682,0,1
5,6,683,0,0
5,7,684,0,1
5,7,685,0,0
5,7,686,1,1
5,7,687,1,0
5,7,688,0,1
5,7,689,1,1
5,7,690,1,1
5,7,691,1,0
5,7,692,0,0
5,7,693,1,0
5,7,694,0,0
5,7,695,0,1
5,8,696,1,0
5,8,697,0,0
5,8,698,0,0
5,8,699,0,1
5,8,700,0,1
5,8,701,1,0
5,8,702,1,0
5,8,703,0,1
5,8,704,1,1
5,8,705,0,0
5,8,706,1,1
5,8,707,1,1
5,9,708,0,0
5,9,709,0,0
5,9,710,1,0
5,9,711,1,1
5,9,712,0,0
5,9,713,0,1
5,9,714,1,1
5,9,715,1,0
5,9,716,1,1
5,9,717,0,1
5,9,718,0,1
5,9,719,1,0
6,0,720,0,0
6,0,721,1,0
6,0,722,1,1
6,0,723,0,1
6,0,724,1,0
6,0,725,0,1
6,0,726,0,0
6,0,727,0,0
6,0,728,0,1
6,0,729,1,1
6,0,730,1,0
6,0,731,1,1
6,1,732,1,1
6,1,733,0,0
6,1,734,0,0
6,1,735,1,1
6,1,736,1,1
6,1,737,1,0
6,1,738,0,0
6,1,739,1,0
6,1,740,0,1
6,1,741,1,0
6,1,742,0,1
6,1,743,0,1
6,2,744,1,1
6,2,745,0,1
6,2,746,0,1
6,2,747,1,1
6,2,748,0,0
6,2,749,1,1
6,2,750,0,0
6,2,751,1,0
6,2,752,0,0
6,2,753,1,0
6,2,754,0,1
6,2,755,1,0
6,3,756,0,1
6,3,757,0,0
6,3,758,1,0
6,3,759,0,0
6,3,760,1,0
6,3,761,0,0
6,3,762,0,1
6,3,763,0,1
6,3,764,1,1
6,3,765,1,0
6,3,766,1,1
6,3,767,1,1
6,4,768,0,1
6,4,769,0,0
6,4,770,0,1
6,4,771,0,1
6,4,772,1,1
6,4,773,1,0
6,4,774,1,0
6,4,775,1,1
6,4,776,1,0
6,4,777,0,0
6,4,778,0,0
6,4,779,1,1
6,5,780,0,1
6,5,781,1,1
6,5,782,0,0
6,5,783,1,1
6,5,784,1,1
6,5,785,0,1
6,5,786,0,0
6,5,787,0,0
6,5,788,1,0
6,5,789,1,0
6,5,790,0,1
6,5,791,1,0
6,6,792,0,1
6,6,793,0,0
6,6,794,1,1
6,6,795,0,0
6,6,796,0,1
6,6,797,1,0
6,6,798,0,0
6,6,799,1,1
6,6,800,1,0
6,6,801,0,1
6,6,802,1,1
6,6,803,1,0
6,7,804,1,1
6,7,805,0,0
6,7,806,1,0
6,7,807,0,1
6,7,808,0,1
6,7,809,1,0
6,7,810,1,1
6,7,811,0,1
6,7,812,1,1
6,7,813,0,0
6,7,814,0,0
6,7,815,1,0
6,8,816,1,1
6,8,817,1,1
6,8,818,1,1
6,8,819,1,0
6,8,820,0,0
6,8,821,0,1
6,8,822,0,0
6,8,823,0,1
6,8,824,0,0
6,8,825,0,1
6,8,826,1,0
6,8,827,1,0
6,9,828,1,1
6,9,829,1,1
6,9,830,0,1
6,9,831,0,1
6,9,832,1,0
6,9,833,0,1
6,9,834,0,0
6,9,835,0,0
6,9,836,1,1
6,9,837,1,0
6,9,838,0,0
6,9,839,1,0
7,0,840,1,1
7,0,841,0,1
7,0,842,0,1
7,0,843,0,0
7,0,844,0,0
7,0,845,0,0
7,0,846,1,1
7,0,847,0,1
7,0,848,1,0
7,0,849,1,0
7,0,850,1,0
7,0,851,1,1
7,1,852,1,0
7,1,853,1,0
7,1,854,1,1
7,1,855,1,0
7,1,856,1,1
7,1,857,0,0
7,1,858,0,1
7,1,859,0,1
7,1,860,0,1
7,1,861,0,0
7,1,862,0,0
7,1,863,1,1
7,2,864,0,1
7,2,865,1,0
7,2,866,1,1
7,2,867,1,0
7,2,868,0,0
7,2,869,1,1
7,2,870,1,1
7,2,871,0,1
7,2,872,0,0
7,2,873,0,1
7,2,874,0,0
7,2,875,1,0
7,3,876,1,1
7,3,877,1,0
7,3,878,1,1
7,3,879,0,1
7,3,880,1,0
7,3,881,0,1
7,3,882,1,1
7,3,883,1,0
7,3,884,0,1
7,3,885,0,0
7,3,886,0,0
7,3,887,0,0
7,4,888,1,0
7,4,889,0,0
7,4,890,1,0
7,4,891,1,0
7,4,892,0,0
7,4,893,1,1
7,4,894,1,1
7,4,895,0,0
7,4,896,0,1
7,4,897,1,1
7,4,898,0,1
7,4,899,0,1
7,5,900,1,0
7,5,901,1,0
7,5,902,0,1
7,5,903,0,1
7,5,904,0,0
7,5,905,0,0
7,5,906,1,1
7,5,907,0,1
7,5,908,1,1
7,5,909,0,0
7,5,910,1,0
7,5,911,1,1
7,6,912,0,1
7,6,913,1,0
7,6,914,0,1
7,6,915,1,1
7,6,916,0,1
7,6,917,1,0
7,6,918,0,0
7,6,919,0,0
7,6,920,0,0
7,6,921,1,1
7,6,922,1,1
7,6,923,1,0
7,7,924,0,0
7,7,925,0,1
7,7,926,1,1
7,7,927,1,0
7,7,928,1,0
7,7,929,0,1
7,7,930,1,0
7,7,931,1,1
7,7,932,0,1
7,7,933,0,0
7,7,934,1,1
7,7,935,0,0
7,8,936,1,1
7,8,937,0,1
7,8,938,1,0
7,8,939,1,0
7,8,940,1,0
7,8,941,1,1
7,8,942,0,0
7,8,943,0,1
7,8,944,0,0
7,8,945,0,0
7,8,946,0,1
7,8,947,1,1
7,9,948,0,0
7,9,949,1,0
7,9,950,0,0
7,9,951,1,0
7,9,952,0,1
7,9,953,1,1
7,9,954,0,0
7,9,955,1,1
7,9,956,0,1
7,9,957,1,1
7,9,958,0,1
7,9,959,1,0
