orbit,replicate,path,max_rbf_association,bandwidth_0.5,bandwidth_1.0,bandwidth_2.0,trajectory_null_p,trajectory_null_p95,candidate_density_order_spearman,orbit_global_max_p,absolute_effect_retention,effect_sign_matches_baseline
O5,1,strict_source,0.023206879852601406,0.023206879852601406,-0.015249971445907352,-0.03661611765771736,0.002,-0.013258043423281726,0.9913043478260868,0.006,0.8669327593559731,1
O5,1,target_unlabeled,0.04129188856581391,0.04129188856581391,-0.0052970254320154325,-0.03398956800864186,0.002,0.0004576334434132387,0.983478260869565,0.002,0.9444959832480487,1
O5,1,target_unlabeled_full_C75,0.05540485953747762,0.05540485953747762,-0.0053421148574922216,-0.0335477848914987,0.002,0.0031999707671403212,0.9921739130434782,0.002,0.9593524456526945,1
O5,2,strict_source,0.02717921100853178,0.02717921100853178,-0.013405713079256868,-0.03611302055358197,0.002,-0.011444895225157748,0.9852173913043477,0.004,1.0153259958427123,1
O5,2,target_unlabeled,0.045815909941139876,0.045815909941139876,-0.0029713316670135197,-0.03331304061619129,0.002,0.0016702991920652683,0.983478260869565,0.002,1.047976840276741,1
O5,2,target_unlabeled_full_C75,0.05916230854693959,0.05916230854693959,-0.00359105613146795,-0.03307852481527579,0.002,0.005336072179110372,0.9921739130434782,0.002,1.0244138486908934,1
O5,3,strict_source,0.024795953259899407,0.024795953259899407,-0.014606224199766213,-0.03638312738280522,0.002,-0.011709245941638148,0.9895652173913043,0.006,0.9262953191898677,1
O5,3,target_unlabeled,0.0412969480323781,0.0412969480323781,-0.005011904976049888,-0.03387986343263469,0.002,0.0012126323489192689,0.9852173913043477,0.002,0.9446117116880216,1
O5,3,target_unlabeled_full_C75,0.05565496960507807,0.05565496960507807,-0.0051991492646334065,-0.0335121562441051,0.002,0.004925752519903495,0.9913043478260868,0.002,0.9636831795817742,1
O6,0,strict_source,0.026412964263430504,0.026412964263430504,-0.014128791117403708,-0.03636360461115254,0.002,-0.011949713748952219,0.9852173913043477,0.004,0.9867015357990792,1
O6,0,target_unlabeled,0.04553476349980139,0.04553476349980139,-0.004056740536113012,-0.033749846090187205,0.002,0.0004451093060265937,0.9817391304347826,0.002,1.041545996501566,1
O6,0,target_unlabeled_full_C75,0.05722091252364889,0.05722091252364889,-0.004775369272714392,-0.033449377157498496,0.002,0.0033230597285689935,0.9913043478260868,0.002,0.9907979702558167,1
O6,1,strict_source,0.026176929244402982,0.026176929244402982,-0.012855809080773837,-0.03576675281806418,0.002,-0.009784424593363218,0.9843478260869565,0.004,0.9778840432429986,1
O6,1,target_unlabeled,0.039381055266556636,0.039381055266556636,-0.0042867329494598976,-0.03348572700180788,0.002,-0.0003489235629680012,0.9826086956521738,0.002,0.9007882615019597,1
O6,1,target_unlabeled_full_C75,0.05638361042608439,0.05638361042608439,-0.004217743880070519,-0.033172234786369686,0.002,0.0046064844500007555,0.9904347826086956,0.002,0.9762998229497076,1
O6,2,strict_source,0.029521875961797863,0.029521875961797863,-0.012789870469659804,-0.036057995484414636,0.002,-0.011810312099295762,0.9791304347826085,0.004,1.1028402590733135,1
O6,2,target_unlabeled,0.04514750586294781,0.04514750586294781,-0.003404369487305127,-0.033518281235713925,0.002,0.0007593981849098758,0.9817391304347826,0.002,1.0326880029538175,1
O6,2,target_unlabeled_full_C75,0.05955507308663447,0.05955507308663447,-0.0038234827044954633,-0.03321559982623951,0.002,0.004040191110425791,0.9869565217391304,0.002,1.0312146893548257,1
O6,3,strict_source,0.025616756305862173,0.025616756305862173,-0.014569300234758643,-0.03644671052092404,0.002,-0.012306779688550125,0.9808695652173912,0.004,0.9569578233284636,1
O6,3,target_unlabeled,0.0419549737329158,0.0419549737329158,-0.004014396024252726,-0.03352269695093615,0.002,-0.0014930061043055484,0.983478260869565,0.002,0.9596631576891229,1
O6,3,target_unlabeled_full_C75,0.05606226579739496,0.05606226579739496,-0.004317796688947769,-0.033223555485431246,0.002,0.002628051044769527,0.9913043478260868,0.002,0.9707356403490456,1
O7,0,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O7,0,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O7,0,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O7,1,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O7,1,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O7,1,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O7,2,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O7,2,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O7,2,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
O7,3,strict_source,0.026768950189218054,0.026768950189218054,-0.013294172732278115,-0.03603430265959559,0.002,-0.011211295971185782,0.9999999999999999,0.004,1.0,1
O7,3,target_unlabeled,0.04371843745043181,0.04371843745043181,-0.003356552704091697,-0.03338910538474357,0.002,0.0016799250049827313,0.9999999999999999,0.002,1.0,1
O7,3,target_unlabeled_full_C75,0.05775235137883344,0.05775235137883344,-0.003940954983075868,-0.03315121659735723,0.002,0.004473472964349559,0.9999999999999999,0.002,1.0,1
