path,sha256,size_bytes,row_count,tracked_in_git,raw_trial_cache
oaci/reports/c76_tables/block_nonlinear_association_summary.csv,ffdf9ec44359fe1b454472a60d9278161724020853b864da5fe226e08aedae11,2465,24,1,0
oaci/reports/c76_tables/c75_artifact_hash_lock.csv,0b157d8b27642f081c820278f51acd34d2e16ca63efd6fbd783c5c01b5142279,2235,14,1,0
oaci/reports/c76_tables/c75_cache_identity_replay.csv,d6f1fbfd1f793dd2ba8cec28dff6a3f402e167d48d0ce7832791a676b737e692,289,1,1,0
oaci/reports/c76_tables/c75_linear_block_replay.csv,4a4aec032cee9495acd39bad9c4d349186a266c4bf65e56b5919b861da6db2c0,1239,3,1,0
oaci/reports/c76_tables/c75_multiplicity_replay.csv,c9da19e8861cd78c3f62c9d6743cff381891c230ec8e8f605dbe856da5280a9b,132,1,1,0
oaci/reports/c76_tables/c75_protocol_replay.csv,eec8f976502802358f823cbafd4a351f899011e21b98417c50bce44b6655d2bf,633,4,1,0
oaci/reports/c76_tables/c75_rbf_association_replay.csv,75d1d882aabb8ee4728791b189d348e4ed6e698a258de038721789234d4c3be7,212,2,1,0
oaci/reports/c76_tables/candidate_nonredundancy_audit.csv,512b39fc5690a8b63276b781cf46538756072385224e0f519fb8bd5a7cb4010a,423,2,1,0
oaci/reports/c76_tables/conditional_on_logits_association.csv,1436ce5065750c840644e859885592d61a21b34623730c190aa9a951e17a9b3e,46607,384,1,0
oaci/reports/c76_tables/cross_fitted_prediction_folds.csv,e12dcd8a31108dcb286d788b5561a514c8c985976396aa11d730c48054a5a4aa,606,18,1,0
oaci/reports/c76_tables/cross_fitted_prediction_summary.csv,150bb222f6f945d39730e9d337559b86e1b364bd1bd7f9cb628e5d88cb1dc211,551,2,1,0
oaci/reports/c76_tables/execution_attempt_ledger.csv,4b71cab585dfe637fb25b1a705577c5b1a5cec1f13b2010070a20aaa8a6c9d0c,1744,16,1,0
oaci/reports/c76_tables/failure_reason_ledger.csv,37f73faba98b60e44a2bb4495012bcdaf2d9d0f30fde95382f7e5e237aca149b,171,1,1,0
oaci/reports/c76_tables/functional_architecture_feature_registry.csv,806947e4ffc5543503c3b9d280496bfb952973681eb6a55d8c521feac0bc0c3b,873,10,1,0
oaci/reports/c76_tables/heterogeneity_decomposition.csv,502ba80a976fd6f7c81b5a83f0c41974d867ad7ccf948717f06b6902cb37f690,17321,96,1,0
oaci/reports/c76_tables/identity_conditioned_association.csv,045e0d5c63079d9c1a1091a5183ead4ebc21fb4a1fce2bfb26e23049833af52c,449,5,1,0
oaci/reports/c76_tables/identity_nuisance_controls.csv,2268fc0b940e14b045a1c843886ebcd70aca827d2b9e179d74ef3a3c3967d48c,515,8,1,0
oaci/reports/c76_tables/invariance_availability_ledger.csv,835ea3ad15496a041edfe19979125242d6236887b1ef6da5599f81b6e2465ce2,1452,12,1,0
oaci/reports/c76_tables/kernel_bandwidth_registry.csv,110f341be98d5fe9c7a19bb6ab5586119114ceba620741450f62c7ec40b7339a,2991,24,1,0
oaci/reports/c76_tables/leave_target_out_association.csv,5f5da255b94011dec712e362fe91184496f3c91e95cef585c23aaf31b9e37725,103018,864,1,0
oaci/reports/c76_tables/leave_trajectory_out_association.csv,9e7b720b1cbed0a702ded84c4d6f5b6bd14731daac31a32201ec56c5edf7a82e,74981,576,1,0
oaci/reports/c76_tables/matched_dimension_controls.csv,6d48f0d74f2eac5ff5065ed16c113919de8220ea416a21549e78ac318af3b366,4338,64,1,0
oaci/reports/c76_tables/nested_null_summary.csv,b91ba669117edfc7e207ec75b7c42526f37bd1bb60e408d8f20307a37fdc8aba,20905,144,1,0
oaci/reports/c76_tables/null_registry.csv,e0adf2732218b8f4b53afaa5968d3affd53c6d382c704f8644660ebb256520fc,831,6,1,0
oaci/reports/c76_tables/orbit_candidate_order_stability.csv,1f329d887e0dd09e5215c5aae62644cec83071925e9236107c521b5acb39cca6,3789,87,1,0
oaci/reports/c76_tables/orbit_family_robustness.csv,1568cd37f8f4c40e3a7668aab0ed857dfe9c65f2308de3b8ef70fb4eb357a8d4,1776,21,1,0
oaci/reports/c76_tables/orbit_feature_stability.csv,cd7b5c36f10d4695ab8e420f542ef2a000859a7161869824d1c8db028221729f,4927,87,1,0
oaci/reports/c76_tables/orbit_functional_identity.csv,9589337c4c8eb9b916b08f8e8db855423722c8c1bc9b6035d7380f298a42afd8,2792,29,1,0
oaci/reports/c76_tables/orbit_rbf_association_stability.csv,5b3a7cb0376b1647c342458a706db477c43e2d593bcf271127b89a8b857091e0,15434,87,1,0
oaci/reports/c76_tables/orbit_registered_association_stability.csv,8a801c1eba47fa33bf88830c768fd7bddc545e8f97995347774cbf4f4b6a6c89,110923,1044,1,0
oaci/reports/c76_tables/orbit_registered_family_robustness.csv,07e8c3875f60be2a23e1dadef67f4d5b7ebe67007c9853a1d735e24de50ede91,27280,252,1,0
oaci/reports/c76_tables/orbit_transform_registry.csv,edbb0a6a3e12a312ca7ce587582f67afe8d0e84e6af0982e83d5a69d00889c53,875,8,1,0
oaci/reports/c76_tables/prediction_leave_target_out.csv,fbffee5eb5b306a9ee90ec74449634b3e1c09157baf41ae2235cf4aa4a268f8b,1877,18,1,0
oaci/reports/c76_tables/prediction_nested_null.csv,5cf172d31b71dec7f1f11c9759cbdd28e1ba41e5785320acd67d2c5693e4ed24,62921,998,1,0
oaci/reports/c76_tables/random_coordinate_controls.csv,fa34304edfdad0c6829be1410f1cf63967916ae0a8eb21e3d7ca77f7037487e5,692,8,1,0
oaci/reports/c76_tables/red_team_checks.csv,5530bb6a05fb15764cb268e4b5a219135d9f02b0d1d21760751bc478adb68a16,3751,26,1,0
oaci/reports/c76_tables/regression_verification.csv,51a0c586d77c008d56aeb7d077d58497f1324388575918076ed6279985668ad3,296,4,1,0
oaci/reports/c76_tables/risk_register.csv,c7b42c528b72a5412919a3d54e601a2e853ec7f3bcede26c67ced9fea815a455,1696,21,1,0
oaci/reports/c76_tables/synthetic_association_prediction_separation.csv,569c58c458a5a1f5fbbfbdec410e1d248fc0cbfc7808f7c869bab5640a0a2316,659693,3500,1,0
oaci/reports/c76_tables/synthetic_false_positive_control.csv,46f8c1af4b7f151fa1bd442e6ba8bb0f59abe50ac7e984503b546be47344f49d,1515,7,1,0
oaci/reports/c76_tables/synthetic_orbit_calibration.csv,46f8c1af4b7f151fa1bd442e6ba8bb0f59abe50ac7e984503b546be47344f49d,1515,7,1,0
oaci/reports/c76_tables/t3_candidate_gate.csv,95a66d8eaad2a9ebf929b59d995e2735feecd15f64d5a5d32ea91be58fb4df1f,4023,26,1,0
oaci/reports/c76_tables/t3_candidate_gate_registry.csv,144df28bc80acf88fd984603d66626cbef79e232721ee37f1ca8dd3c184a53b6,1610,24,1,0
oaci/reports/c76_tables/target_F4_partition_audit.csv,6970f3dfe8801c6ab618eb0439a445dc32640a01b40597508c50f2aa329e4df8,278,1,1,0
oaci/reports/c76_tables/within_target_association.csv,6e24d499e52cc39c9d69f31f422b505ca352e58a41d036526c7749cc177acd99,25868,216,1,0
oaci/OACI_CODEX_HANDOFF.md,7b404cb380b3f5712ab98310428553f0bd1b7445d93903e3fbf90be269b4618c,19031,0,1,0
oaci/conditioned_ceiling_coverage/c76_finalize.py,19c3b9398cc2bcea6709dbb409144a07fc5858687c36900ebada58dbb59c03f5,22217,0,1,0
oaci/conditioned_ceiling_coverage/c76_orbit.py,62705d0d8441fc8bd660624d29890acedbc4ce4dc0a073abba81b147845b4c35,19194,0,1,0
oaci/conditioned_ceiling_coverage/c76_protocol.py,aa70956be8941d59614a6182a1f627fb9aad7a8945875bfd55b0b46b02ae18fd,21449,0,1,0
oaci/conditioned_ceiling_coverage/c76_red_team.py,fe255c611c5d34f3d5708f4787ff92a70f2577343ba9fbaf7ac1c09db2d52022,31534,0,1,0
oaci/conditioned_ceiling_coverage/c76_representation_association_orbit.py,882bd8f6e7c7cb86db0b585fc293e720255614e5aef08f2a8146a7d4e702d990,61279,0,1,0
oaci/conditioned_ceiling_coverage/c76_statistics.py,5b083308075b1f3d53e7124efe7ad0f0fc687d8ee17e676c2bab160874b2a449,13516,0,1,0
oaci/conditioned_ceiling_coverage/synthetic_association_generator.py,053da23cd0f18b70e79311e98657e12418b10c6f8d591f600c3ea56d3c7de00b,7749,0,1,0
oaci/slurm_c76_analyze.sh,994c8b0daa081462ead847fdeb85f0bfa26e27c4deceb2dbf70b86c358bf3700,865,0,1,0
oaci/slurm_c76_extract.sh,9b6f2a5952933fc5112364c00d56d5c6b4faacb8ac777ff4dd20069764fb1cc6,863,0,1,0
oaci/slurm_c76_finalize.sh,4931e80432e3c4d7da8016c15c9b3461a4f689f3374f190781555d1bad8665ad,825,0,1,0
oaci/slurm_c76_protocol.sh,06334f414d9ff989d3e329e8289613bcf0d773c24962ee49231f8b6e587c3787,825,0,1,0
oaci/slurm_c76_red_team.sh,1666137f4422044813204dc29af09bac5027210e2d9cc0babd555d4e9863cba5,826,0,1,0
oaci/slurm_c76_regression.sh,0465a2b5357bdb6d302b58eef465460fdc31befba0bece65b08e97064684b366,1275,0,1,0
oaci/tests/test_c76_representation_association_orbit.py,91a9a526e3de9ce1e5b4af015348bbbdcb695d02b305660d6162c3d416faf1cc,11008,0,1,0
/projects/EEG-foundation-model/yinghao/oaci-c76-representation-association/protocol_1a1b4255601d6178/c76_orbit_feature_cache_sha256_b6d77e57676a3263.npz,b6d77e57676a326309496476b62c2ed52900c4f343c7dc76ed7f39dfc1ebd6b0,10978740,6264,0,0
