null,replicate,max_statistic,family_size
N1_target_block,92,0.2153399201112869,24
N1_target_block,93,0.22396035211771365,24
N1_target_block,94,0.20402785676738738,24
N1_target_block,95,0.19996347365823464,24
N1_target_block,96,0.19959341834166378,24
N1_target_block,97,0.22314322609531936,24
N1_target_block,98,0.19877977766426194,24
N1_target_block,99,0.19752537192523567,24
N1_target_block,100,0.21580830413516738,24
N1_target_block,101,0.21189111183040765,24
N1_target_block,102,0.23198409284366905,24
N1_target_block,103,0.22222729548826076,24
N1_target_block,104,0.20442418715548957,24
N1_target_block,105,0.21329775308482862,24
N1_target_block,106,0.22916959395280478,24
N1_target_block,107,0.21487166259948506,24
N1_target_block,108,0.21110928510616725,24
N1_target_block,109,0.21119546653654975,24
N1_target_block,110,0.2250766097374782,24
N1_target_block,111,0.205425958871798,24
N1_target_block,112,0.20883728709587335,24
N1_target_block,113,0.2059557853761026,24
N1_target_block,114,0.22858142926255207,24
N1_target_block,115,0.22762475627114587,24
N1_target_block,116,0.21853746343690972,24
N1_target_block,117,0.20668550281519604,24
N1_target_block,118,0.22444255336161223,24
N1_target_block,119,0.2052487437762139,24
N1_target_block,120,0.2455927019249066,24
N1_target_block,121,0.21018962772781336,24
N1_target_block,122,0.22166532116185655,24
N1_target_block,123,0.20520221044224513,24
N1_target_block,124,0.21927274377524214,24
N1_target_block,125,0.21986755733439975,24
N1_target_block,126,0.21722389347632504,24
N1_target_block,127,0.20774147606527044,24
N1_target_block,128,0.211117339835497,24
N1_target_block,129,0.21184896726888855,24
N1_target_block,130,0.19595548305852759,24
N1_target_block,131,0.21425551350328692,24
N1_target_block,132,0.20821598279232204,24
N1_target_block,133,0.19658047061970232,24
N1_target_block,134,0.19489912841087367,24
N1_target_block,135,0.2276847901462541,24
N1_target_block,136,0.22179139884860172,24
N1_target_block,137,0.19823428748367228,24
N1_target_block,138,0.22151129279291484,24
N1_target_block,139,0.20715889605169258,24
N1_target_block,140,0.21108024606697778,24
N1_target_block,141,0.22124963118499344,24
N1_target_block,142,0.21239007760783477,24
N1_target_block,143,0.2172312082920566,24
N1_target_block,144,0.21452234280290272,24
N1_target_block,145,0.21838807038393632,24
N1_target_block,146,0.21147486986743166,24
N1_target_block,147,0.21578955655425208,24
N1_target_block,148,0.19319983504532645,24
N1_target_block,149,0.23396634643814856,24
N1_target_block,150,0.20924619960463764,24
N1_target_block,151,0.21851686248426275,24
N1_target_block,152,0.2314472417306942,24
N1_target_block,153,0.21612550060645436,24
N1_target_block,154,0.2131583940933545,24
N1_target_block,155,0.21401128945190298,24
N1_target_block,156,0.20089305922127687,24
N1_target_block,157,0.22678601334460524,24
N1_target_block,158,0.19794399358939416,24
N1_target_block,159,0.21771676770308024,24
N1_target_block,160,0.21651366613577067,24
N1_target_block,161,0.21193069700717262,24
N1_target_block,162,0.21994226269225386,24
N1_target_block,163,0.22360117742873697,24
N1_target_block,164,0.20831899742902893,24
N1_target_block,165,0.21299622064098733,24
N1_target_block,166,0.20572579830572144,24
N1_target_block,167,0.22552249233324867,24
N1_target_block,168,0.22273955022614944,24
N1_target_block,169,0.2086673247310456,24
N1_target_block,170,0.21989337975896334,24
N1_target_block,171,0.21047239214072316,24
N1_target_block,172,0.21649106782215752,24
N1_target_block,173,0.20730150589739493,24
N1_target_block,174,0.19641141800886186,24
N1_target_block,175,0.22677134539062985,24
N1_target_block,176,0.21682278871777066,24
N1_target_block,177,0.2144448092868575,24
N1_target_block,178,0.21420354605791897,24
N1_target_block,179,0.22351723641517907,24
N1_target_block,180,0.2167055084742343,24
N1_target_block,181,0.21568950382267438,24
N1_target_block,182,0.20988076968889818,24
N1_target_block,183,0.21866150939292928,24
N1_target_block,184,0.21375863141472928,24
N1_target_block,185,0.21077886349177208,24
N1_target_block,186,0.22516507273467207,24
N1_target_block,187,0.22311489309417926,24
N1_target_block,188,0.20311919945458512,24
N1_target_block,189,0.20957123694959837,24
N1_target_block,190,0.219774538981496,24
N1_target_block,191,0.2175863750402166,24
N1_target_block,192,0.22278638401955186,24
N1_target_block,193,0.2101438142813668,24
N1_target_block,194,0.1986737859655746,24
N1_target_block,195,0.21108790443584421,24
N1_target_block,196,0.21562238091804145,24
N1_target_block,197,0.21938267332775852,24
N1_target_block,198,0.2147281287958347,24
N1_target_block,199,0.20649761686086657,24
N1_target_block,200,0.20294504336566963,24
N1_target_block,201,0.21881788070394503,24
N1_target_block,202,0.20861919379149393,24
N1_target_block,203,0.21763072214470613,24
N1_target_block,204,0.21116295788728895,24
N1_target_block,205,0.22094921153442437,24
N1_target_block,206,0.22377694056676312,24
N1_target_block,207,0.2125576819877285,24
N1_target_block,208,0.20461249527640002,24
N1_target_block,209,0.2169733320380721,24
N1_target_block,210,0.20722574920041964,24
N1_target_block,211,0.21782741271936562,24
N1_target_block,212,0.2048447612326437,24
N1_target_block,213,0.2170016075827008,24
N1_target_block,214,0.22721194060974703,24
N1_target_block,215,0.22124497105385477,24
N1_target_block,216,0.21996859438567573,24
N1_target_block,217,0.21791988060778525,24
N1_target_block,218,0.21045157995000988,24
N1_target_block,219,0.19777813511812448,24
N1_target_block,220,0.22145063237998505,24
N1_target_block,221,0.21210864576361926,24
N1_target_block,222,0.22712478183550788,24
N1_target_block,223,0.20374478307422608,24
N1_target_block,224,0.2204781062573389,24
N1_target_block,225,0.21643659149787528,24
N1_target_block,226,0.2215030110968158,24
N1_target_block,227,0.21303973266896795,24
N1_target_block,228,0.22021560327270207,24
N1_target_block,229,0.22553240187720988,24
N1_target_block,230,0.21672850405904553,24
N1_target_block,231,0.21670414876649152,24
N1_target_block,232,0.21202883877763368,24
N1_target_block,233,0.2126010983561799,24
N1_target_block,234,0.2025036055211099,24
N1_target_block,235,0.21249851732989036,24
N1_target_block,236,0.21914713432126393,24
N1_target_block,237,0.20535419398479796,24
N1_target_block,238,0.2217325944278672,24
N1_target_block,239,0.22495136819897432,24
N1_target_block,240,0.2129975932614491,24
N1_target_block,241,0.207404308577707,24
N1_target_block,242,0.2173607761506443,24
N1_target_block,243,0.21614125868675155,24
N1_target_block,244,0.21320969261984668,24
N1_target_block,245,0.22750401836008916,24
N1_target_block,246,0.22741338498957372,24
N1_target_block,247,0.2099742662296866,24
N1_target_block,248,0.21464107813089273,24
N1_target_block,249,0.22143282451281007,24
N1_target_block,250,0.20417921252152366,24
N1_target_block,251,0.21159769290151254,24
N1_target_block,252,0.22287550667296163,24
N1_target_block,253,0.22695198224007726,24
N1_target_block,254,0.20337578204774875,24
N1_target_block,255,0.21688100773724375,24
N1_target_block,256,0.22011070231252847,24
N1_target_block,257,0.2271250583945038,24
N1_target_block,258,0.20009757961132524,24
N1_target_block,259,0.22876044586609556,24
N1_target_block,260,0.20472399612185868,24
N1_target_block,261,0.2112429249574529,24
N1_target_block,262,0.21546342037925267,24
N1_target_block,263,0.21779441783428202,24
N1_target_block,264,0.2185409725881744,24
N1_target_block,265,0.21328283223211952,24
N1_target_block,266,0.2117514651816677,24
N1_target_block,267,0.22265233975554186,24
N1_target_block,268,0.19338858150204757,24
N1_target_block,269,0.21478739374151354,24
N1_target_block,270,0.20917204700732026,24
N1_target_block,271,0.20192572815138085,24
N1_target_block,272,0.20356114493664576,24
N1_target_block,273,0.20376082689209563,24
N1_target_block,274,0.1995780859882805,24
N1_target_block,275,0.2156617316198911,24
N1_target_block,276,0.19339275705024628,24
N1_target_block,277,0.2113422093241181,24
N1_target_block,278,0.22386819497122945,24
N1_target_block,279,0.21030040433191058,24
N1_target_block,280,0.21996751071268067,24
N1_target_block,281,0.22689657955386722,24
N1_target_block,282,0.21848617862487787,24
N1_target_block,283,0.2226289756949585,24
N1_target_block,284,0.21585758486081563,24
N1_target_block,285,0.20963667872247893,24
N1_target_block,286,0.22050130170793145,24
N1_target_block,287,0.2085452207328635,24
N1_target_block,288,0.2227227672093036,24
N1_target_block,289,0.20424812634533318,24
N1_target_block,290,0.2007831823713501,24
N1_target_block,291,0.21089252665584607,24
N1_target_block,292,0.2117135063579168,24
N1_target_block,293,0.22666506847550671,24
N1_target_block,294,0.19779849099662938,24
N1_target_block,295,0.20728313965276893,24
N1_target_block,296,0.20579063477207707,24
N1_target_block,297,0.2105037748593867,24
N1_target_block,298,0.2143483776557253,24
N1_target_block,299,0.21753463707848733,24
N1_target_block,300,0.21124322610117513,24
N1_target_block,301,0.21972450603324423,24
N1_target_block,302,0.2248520303026573,24
N1_target_block,303,0.20969118844046497,24
N1_target_block,304,0.2203113758815827,24
N1_target_block,305,0.21115236098588439,24
N1_target_block,306,0.20668711347754576,24
N1_target_block,307,0.20632822712922347,24
N1_target_block,308,0.21405085815608038,24
N1_target_block,309,0.20958058032594895,24
N1_target_block,310,0.21272002226438344,24
N1_target_block,311,0.2234223122240888,24
N1_target_block,312,0.23086594236782135,24
N1_target_block,313,0.22678058156425265,24
N1_target_block,314,0.2201339895186348,24
N1_target_block,315,0.2172096234540345,24
N1_target_block,316,0.20954062728397932,24
N1_target_block,317,0.2148969321845266,24
N1_target_block,318,0.2201294828638275,24
N1_target_block,319,0.20373321504728223,24
N1_target_block,320,0.20073997572469285,24
N1_target_block,321,0.21071841713554515,24
N1_target_block,322,0.20372899564326247,24
N1_target_block,323,0.21242624095939808,24
N1_target_block,324,0.22115687267080408,24
N1_target_block,325,0.20694488946599301,24
N1_target_block,326,0.21566446184998217,24
N1_target_block,327,0.22278398640739974,24
N1_target_block,328,0.2246645083579345,24
N1_target_block,329,0.22742391003757367,24
N1_target_block,330,0.21219377269820258,24
N1_target_block,331,0.19623002075052062,24
N1_target_block,332,0.21876781411617535,24
N1_target_block,333,0.21085097850505294,24
N1_target_block,334,0.22053967633579952,24
N1_target_block,335,0.22068221209629957,24
N1_target_block,336,0.21627593420165467,24
N1_target_block,337,0.21280497678082877,24
N1_target_block,338,0.2232601439132538,24
N1_target_block,339,0.22816501403667017,24
N1_target_block,340,0.2124825530853624,24
N1_target_block,341,0.20386400278218922,24
N1_target_block,342,0.20509387847972305,24
N1_target_block,343,0.20414310607027955,24
N1_target_block,344,0.23799369390720518,24
N1_target_block,345,0.23079686037236474,24
N1_target_block,346,0.2115802391807437,24
N1_target_block,347,0.20669566421104232,24
N1_target_block,348,0.21856264248011206,24
N1_target_block,349,0.20437874210857038,24
N1_target_block,350,0.22787382864222364,24
N1_target_block,351,0.2153480729737019,24
N1_target_block,352,0.21498239071368064,24
N1_target_block,353,0.20194650131237785,24
N1_target_block,354,0.21126862932644738,24
N1_target_block,355,0.21755005271229397,24
N1_target_block,356,0.19632425995754132,24
N1_target_block,357,0.2146195276256253,24
N1_target_block,358,0.2087143174225407,24
N1_target_block,359,0.20260733939868203,24
N1_target_block,360,0.21488603878235862,24
N1_target_block,361,0.2197815659161001,24
N1_target_block,362,0.23327003125024082,24
N1_target_block,363,0.22030902233125327,24
N1_target_block,364,0.22147191968055996,24
N1_target_block,365,0.2178966545592241,24
N1_target_block,366,0.20923008979611982,24
N1_target_block,367,0.19669043726568652,24
N1_target_block,368,0.2215650110793933,24
N1_target_block,369,0.20908687598389628,24
N1_target_block,370,0.19669043726568652,24
N1_target_block,371,0.22099257384106089,24
N1_target_block,372,0.21179154995566268,24
N1_target_block,373,0.20871046929549758,24
N1_target_block,374,0.2100608074564958,24
N1_target_block,375,0.22170772027033744,24
N1_target_block,376,0.23855300627679427,24
N1_target_block,377,0.23501621122271027,24
N1_target_block,378,0.19270047618190983,24
N1_target_block,379,0.21285067834037644,24
N1_target_block,380,0.20626815098852458,24
N1_target_block,381,0.21377714882577992,24
N1_target_block,382,0.2037397144848668,24
N1_target_block,383,0.2273537509647064,24
N1_target_block,384,0.22557235461506706,24
N1_target_block,385,0.2245147025771158,24
N1_target_block,386,0.22011004901502107,24
N1_target_block,387,0.2263947900250432,24
N1_target_block,388,0.1949674187231824,24
N1_target_block,389,0.20815694847932598,24
N1_target_block,390,0.20755328959037697,24
N1_target_block,391,0.20664224755486477,24
N1_target_block,392,0.21379282294517463,24
N1_target_block,393,0.2218921460119281,24
N1_target_block,394,0.20814276670536003,24
N1_target_block,395,0.21466334480375604,24
N1_target_block,396,0.2022127999758442,24
N1_target_block,397,0.21752549314311084,24
N1_target_block,398,0.21466758806085576,24
N1_target_block,399,0.20473759605120215,24
N1_target_block,400,0.21311069152968018,24
N1_target_block,401,0.203284645589717,24
N1_target_block,402,0.21295410547717084,24
N1_target_block,403,0.20942071206394927,24
N1_target_block,404,0.20187302186775444,24
N1_target_block,405,0.1928399908413353,24
N1_target_block,406,0.2133656259550374,24
N1_target_block,407,0.22803157633389462,24
N1_target_block,408,0.2094489015964502,24
N1_target_block,409,0.2166047729509081,24
N1_target_block,410,0.22020140544916306,24
N1_target_block,411,0.21358961179336985,24
N1_target_block,412,0.1994067126336399,24
N1_target_block,413,0.20094100887410354,24
N1_target_block,414,0.21784573126683165,24
N1_target_block,415,0.19871456156371925,24
N1_target_block,416,0.2060679968518032,24
N1_target_block,417,0.2087625669452912,24
N1_target_block,418,0.20664065050527705,24
N1_target_block,419,0.2144311708947147,24
N1_target_block,420,0.20677413542267772,24
N1_target_block,421,0.2235907017173,24
N1_target_block,422,0.2165251225258712,24
N1_target_block,423,0.20108414002483313,24
N1_target_block,424,0.21680645222466596,24
N1_target_block,425,0.20182853202666362,24
N1_target_block,426,0.21259685353313618,24
N1_target_block,427,0.22067207551614632,24
N1_target_block,428,0.2206092855025482,24
N1_target_block,429,0.20895196954420622,24
N1_target_block,430,0.21887523624235658,24
N1_target_block,431,0.2145609287408471,24
N1_target_block,432,0.22608422614462015,24
N1_target_block,433,0.23710453589970187,24
N1_target_block,434,0.21621501894184822,24
N1_target_block,435,0.21344073533339458,24
N1_target_block,436,0.2088605121902004,24
N1_target_block,437,0.20015460908483235,24
N1_target_block,438,0.2105648785663581,24
N1_target_block,439,0.21587287911646877,24
N1_target_block,440,0.2083832203958091,24
N1_target_block,441,0.21211731774078446,24
N1_target_block,442,0.22642153857741804,24
N1_target_block,443,0.21957759819879785,24
N1_target_block,444,0.21658529167087534,24
N1_target_block,445,0.21991002470498355,24
N1_target_block,446,0.21973199553341102,24
N1_target_block,447,0.21335215290604234,24
N1_target_block,448,0.21546490560569304,24
N1_target_block,449,0.22076761124942948,24
N1_target_block,450,0.2088652784411663,24
N1_target_block,451,0.21472605613444454,24
N1_target_block,452,0.22057214794443913,24
N1_target_block,453,0.2015821723163929,24
N1_target_block,454,0.21551338863188216,24
N1_target_block,455,0.20188136606619306,24
N1_target_block,456,0.23213767978061092,24
N1_target_block,457,0.20954565623519286,24
N1_target_block,458,0.2091484973512163,24
N1_target_block,459,0.21452895030291794,24
N1_target_block,460,0.2118148826263829,24
N1_target_block,461,0.20942740341426166,24
N1_target_block,462,0.22595565055521347,24
N1_target_block,463,0.2133420084986763,24
N1_target_block,464,0.22606135069174174,24
N1_target_block,465,0.22152735673065724,24
N1_target_block,466,0.20251921949019885,24
N1_target_block,467,0.20349791615363713,24
N1_target_block,468,0.21850929808945352,24
N1_target_block,469,0.21791167131746098,24
N1_target_block,470,0.2037126547537825,24
N1_target_block,471,0.21843050812295106,24
N1_target_block,472,0.21101808808045677,24
N1_target_block,473,0.20661240929763552,24
N1_target_block,474,0.22221960565480187,24
N1_target_block,475,0.22197325657876935,24
N1_target_block,476,0.2091671623804837,24
N1_target_block,477,0.22298617280121336,24
N1_target_block,478,0.22479296981090688,24
N1_target_block,479,0.21218146339849345,24
N1_target_block,480,0.21901931979754077,24
N1_target_block,481,0.21988005652907547,24
N1_target_block,482,0.21619921178123397,24
N1_target_block,483,0.21638973613354806,24
N1_target_block,484,0.2150325589211173,24
N1_target_block,485,0.21169932415001122,24
N1_target_block,486,0.2025149059489058,24
N1_target_block,487,0.19974967288998993,24
N1_target_block,488,0.22549883462903464,24
N1_target_block,489,0.2152623668220387,24
N1_target_block,490,0.22567585110289004,24
N1_target_block,491,0.20740137825650445,24
N1_target_block,492,0.20958367387896548,24
N1_target_block,493,0.1980544785511622,24
N1_target_block,494,0.2059109256750476,24
N1_target_block,495,0.21897685042754922,24
N1_target_block,496,0.21422094659109212,24
N1_target_block,497,0.2119059984216305,24
N1_target_block,498,0.22295040153015386,24
N2_checkpoint_block,0,0.20066007094967683,24
N2_checkpoint_block,1,0.2051041251292687,24
N2_checkpoint_block,2,0.2169819422322402,24
N2_checkpoint_block,3,0.20342604544231993,24
N2_checkpoint_block,4,0.19470626192101656,24
N2_checkpoint_block,5,0.20949526282747943,24
N2_checkpoint_block,6,0.22271542241212153,24
N2_checkpoint_block,7,0.2088510267694086,24
N2_checkpoint_block,8,0.21093324965188426,24
N2_checkpoint_block,9,0.20064119241247294,24
N2_checkpoint_block,10,0.20097467099755478,24
N2_checkpoint_block,11,0.20168611147529403,24
N2_checkpoint_block,12,0.21283932240517464,24
N2_checkpoint_block,13,0.20871951330925326,24
N2_checkpoint_block,14,0.2073423936607692,24
N2_checkpoint_block,15,0.1967027366817324,24
N2_checkpoint_block,16,0.21701814143560053,24
N2_checkpoint_block,17,0.21299888734497538,24
N2_checkpoint_block,18,0.2119429776141333,24
N2_checkpoint_block,19,0.20692925167777282,24
N2_checkpoint_block,20,0.2032031939502645,24
N2_checkpoint_block,21,0.20573941387289463,24
N2_checkpoint_block,22,0.21230528536923174,24
N2_checkpoint_block,23,0.20525484571820427,24
N2_checkpoint_block,24,0.20645448994380358,24
N2_checkpoint_block,25,0.20251937201723783,24
N2_checkpoint_block,26,0.20539935601388462,24
N2_checkpoint_block,27,0.20345002513420396,24
N2_checkpoint_block,28,0.1860614964125192,24
N2_checkpoint_block,29,0.1919409791016611,24
N2_checkpoint_block,30,0.2038960807425968,24
N2_checkpoint_block,31,0.21530544430030532,24
N2_checkpoint_block,32,0.2000028668459356,24
N2_checkpoint_block,33,0.20170678029282388,24
N2_checkpoint_block,34,0.20796491865475175,24
N2_checkpoint_block,35,0.20880203893061022,24
N2_checkpoint_block,36,0.2215546990756541,24
N2_checkpoint_block,37,0.20043034992769576,24
N2_checkpoint_block,38,0.20397240635518185,24
N2_checkpoint_block,39,0.21113883706549855,24
N2_checkpoint_block,40,0.20646070552338164,24
N2_checkpoint_block,41,0.20310827851561467,24
N2_checkpoint_block,42,0.21387042627627728,24
N2_checkpoint_block,43,0.19986724234271402,24
N2_checkpoint_block,44,0.1960607402114977,24
N2_checkpoint_block,45,0.2065492266360377,24
N2_checkpoint_block,46,0.21204214752583553,24
N2_checkpoint_block,47,0.21205041804392447,24
N2_checkpoint_block,48,0.20314543816692124,24
N2_checkpoint_block,49,0.20443526018826436,24
N2_checkpoint_block,50,0.20336109203569525,24
N2_checkpoint_block,51,0.19938316285543822,24
N2_checkpoint_block,52,0.20887587309803657,24
N2_checkpoint_block,53,0.20915689032330964,24
N2_checkpoint_block,54,0.20832793132661231,24
N2_checkpoint_block,55,0.19622678356816553,24
N2_checkpoint_block,56,0.19990428311602843,24
N2_checkpoint_block,57,0.2069656782443462,24
N2_checkpoint_block,58,0.2141111568231452,24
N2_checkpoint_block,59,0.21291224500770717,24
N2_checkpoint_block,60,0.20435812367633996,24
N2_checkpoint_block,61,0.20743335964152243,24
N2_checkpoint_block,62,0.20317645387256036,24
N2_checkpoint_block,63,0.19837008125960262,24
N2_checkpoint_block,64,0.20911403223298175,24
N2_checkpoint_block,65,0.19558188318823516,24
N2_checkpoint_block,66,0.20108741313558307,24
N2_checkpoint_block,67,0.19766115838340162,24
N2_checkpoint_block,68,0.20325143846629656,24
N2_checkpoint_block,69,0.20201113408510687,24
N2_checkpoint_block,70,0.1955305921313526,24
N2_checkpoint_block,71,0.2136250690028578,24
N2_checkpoint_block,72,0.20195153976211425,24
N2_checkpoint_block,73,0.2113558295893547,24
N2_checkpoint_block,74,0.20683269602041132,24
N2_checkpoint_block,75,0.20438405718113942,24
N2_checkpoint_block,76,0.20112323025124443,24
N2_checkpoint_block,77,0.19973778890157096,24
N2_checkpoint_block,78,0.2079952319929845,24
N2_checkpoint_block,79,0.21366119289898686,24
N2_checkpoint_block,80,0.20506325309973641,24
N2_checkpoint_block,81,0.20805937478327793,24
N2_checkpoint_block,82,0.19851322384742967,24
N2_checkpoint_block,83,0.20343336388496225,24
N2_checkpoint_block,84,0.2102982089688327,24
N2_checkpoint_block,85,0.1997627963439101,24
N2_checkpoint_block,86,0.21309163338388498,24
N2_checkpoint_block,87,0.21082413946114897,24
N2_checkpoint_block,88,0.21186422550568385,24
N2_checkpoint_block,89,0.19859602063382964,24
N2_checkpoint_block,90,0.2028233841246466,24
N2_checkpoint_block,91,0.20680136812553104,24
N2_checkpoint_block,92,0.19905608085023957,24
N2_checkpoint_block,93,0.19756775654342595,24
N2_checkpoint_block,94,0.21127296780256596,24
N2_checkpoint_block,95,0.20073232942638153,24
N2_checkpoint_block,96,0.19530274439279846,24
N2_checkpoint_block,97,0.1979175634707656,24
N2_checkpoint_block,98,0.20232962136851337,24
N2_checkpoint_block,99,0.21510061698533062,24
N2_checkpoint_block,100,0.20830289957384515,24
N2_checkpoint_block,101,0.19398522458585132,24
N2_checkpoint_block,102,0.20051803268687876,24
N2_checkpoint_block,103,0.1975781735611578,24
N2_checkpoint_block,104,0.19470021274626303,24
N2_checkpoint_block,105,0.19974554798383892,24
N2_checkpoint_block,106,0.20231013619562,24
N2_checkpoint_block,107,0.20524116000079326,24
N2_checkpoint_block,108,0.19938511789701627,24
N2_checkpoint_block,109,0.2045210384349613,24
N2_checkpoint_block,110,0.20219772922930757,24
N2_checkpoint_block,111,0.19840922921184986,24
N2_checkpoint_block,112,0.1950364196708675,24
N2_checkpoint_block,113,0.21402501968352874,24
N2_checkpoint_block,114,0.2030232011047977,24
N2_checkpoint_block,115,0.20264413339709364,24
N2_checkpoint_block,116,0.20958625730411723,24
N2_checkpoint_block,117,0.2045852068025017,24
N2_checkpoint_block,118,0.20847820678879636,24
N2_checkpoint_block,119,0.20633497739991735,24
N2_checkpoint_block,120,0.2075691741171243,24
N2_checkpoint_block,121,0.20262618275302305,24
N2_checkpoint_block,122,0.21966201578713065,24
N2_checkpoint_block,123,0.21088548689731784,24
N2_checkpoint_block,124,0.20218548995902227,24
N2_checkpoint_block,125,0.20883353666575408,24
N2_checkpoint_block,126,0.1984622583724252,24
N2_checkpoint_block,127,0.19792818858699956,24
N2_checkpoint_block,128,0.20968735425996593,24
N2_checkpoint_block,129,0.20224128824071985,24
N2_checkpoint_block,130,0.20077830014077672,24
N2_checkpoint_block,131,0.20649983568910252,24
N2_checkpoint_block,132,0.19737351870194234,24
N2_checkpoint_block,133,0.20844307107909554,24
N2_checkpoint_block,134,0.20453927116351314,24
N2_checkpoint_block,135,0.21923009216629588,24
N2_checkpoint_block,136,0.19776684449077764,24
N2_checkpoint_block,137,0.1896450209983725,24
N2_checkpoint_block,138,0.1959789484146196,24
N2_checkpoint_block,139,0.20911927540889932,24
N2_checkpoint_block,140,0.19052085753160208,24
N2_checkpoint_block,141,0.20605157965870646,24
N2_checkpoint_block,142,0.21207109405246766,24
N2_checkpoint_block,143,0.20561780867622412,24
N2_checkpoint_block,144,0.20485954848219454,24
N2_checkpoint_block,145,0.20688140513964215,24
N2_checkpoint_block,146,0.20799329250359766,24
N2_checkpoint_block,147,0.2008336068121914,24
N2_checkpoint_block,148,0.19675590566612886,24
N2_checkpoint_block,149,0.20611289587065953,24
N2_checkpoint_block,150,0.20013158712443715,24
N2_checkpoint_block,151,0.20275757937036507,24
N2_checkpoint_block,152,0.20971956693054933,24
N2_checkpoint_block,153,0.20990446545715657,24
N2_checkpoint_block,154,0.20766733218927824,24
N2_checkpoint_block,155,0.2108894016187977,24
N2_checkpoint_block,156,0.20819884449721177,24
N2_checkpoint_block,157,0.2021647226769006,24
N2_checkpoint_block,158,0.20161005487790457,24
N2_checkpoint_block,159,0.20889143945523256,24
N2_checkpoint_block,160,0.20843266783397857,24
N2_checkpoint_block,161,0.19753599770678687,24
N2_checkpoint_block,162,0.20361698466232775,24
N2_checkpoint_block,163,0.23085929535184516,24
N2_checkpoint_block,164,0.21052569651523093,24
N2_checkpoint_block,165,0.20549751931733537,24
