feature_set,path,kernel,bandwidth_factor,statistic,pooled,within_target,within_trajectory,within_regime,pooled_minus_within_target
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,normalized_alignment,-0.005123659772442552,-0.03453096945554675,-0.3891506270085906,-0.005123659772442552,0.029407309683104198
target_unlabeled_G2_Wz,target_unlabeled,rbf,2.0,centered_hsic,0.0034966465314699275,0.19347506072268839,0.5272312856199741,0.0034966465314699275,-0.18997841419121847
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,normalized_alignment,0.00016763221389810403,0.026226572014376386,-0.3319786398539335,0.00016763221389810403,-0.02605893980047828
target_unlabeled_G2_Wz,target_unlabeled,laplacian,0.5,centered_hsic,0.04179245117307541,0.24812390560391334,0.584105500958348,0.04179245117307541,-0.20633145443083795
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,normalized_alignment,-0.00383494017121641,-0.006091689913497523,-0.3654014849318908,-0.00383494017121641,0.002256749742281113
target_unlabeled_G2_Wz,target_unlabeled,laplacian,1.0,centered_hsic,0.026458828391962827,0.2511594048610968,0.5809690137830539,0.026458828391962827,-0.22470057646913394
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,normalized_alignment,-0.004694670980942538,-0.025095287740428067,-0.38189500539418875,-0.004694670980942538,0.02040061675948553
target_unlabeled_G2_Wz,target_unlabeled,laplacian,2.0,centered_hsic,0.019281976812182675,0.2452376945582917,0.5765515991206657,0.019281976812182675,-0.225955717746109
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,normalized_alignment,7.543584982937877e-05,0.05068598905984705,-0.29548664112743367,7.543584982937877e-05,-0.05061055321001767
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,0.5,centered_hsic,0.029942831802504063,0.2557182731375128,0.5750155150175397,0.029942831802504063,-0.2257754413350087
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,normalized_alignment,-0.005551712318323789,-0.009215006661503797,-0.36553010149338155,-0.005551712318323789,0.003663294343180009
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,1.0,centered_hsic,0.00931487217046271,0.22925261427052668,0.5537837496607493,0.00931487217046271,-0.21993774210006398
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,normalized_alignment,-0.005087037031528393,-0.03442524894829865,-0.3887244894515672,-0.005087037031528393,0.02933821191677026
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,rbf,2.0,centered_hsic,0.005295332157316175,0.19846861267828045,0.5421659053463368,0.005295332157316175,-0.19317328052096427
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,normalized_alignment,-0.0007841640501870383,0.02704806206673519,-0.33240720309064203,-0.0007841640501870383,-0.02783222611692223
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,0.5,centered_hsic,0.04653198824857031,0.25169612418403386,0.5841671357481141,0.04653198824857031,-0.20516413593546357
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,normalized_alignment,-0.004049142182831263,-0.005606683903229593,-0.36465984459114037,-0.004049142182831263,0.0015575417203983304
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,1.0,centered_hsic,0.030617926206376777,0.25617276526355565,0.5829439452603244,0.030617926206376777,-0.22555483905717888
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,normalized_alignment,-0.004741727398665178,-0.024821641145115272,-0.3812610475547884,-0.004741727398665178,0.020079913746450094
target_unlabeled_G2_F4_invariant_tail,target_unlabeled,laplacian,2.0,centered_hsic,0.022824938812581033,0.2507898778825234,0.5800825937909926,0.022824938812581033,-0.22796493906994236
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,-0.001764719898539142,0.03972325823924419,-0.22500147108495708,-0.001764719898539142,-0.041487978137783335
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,0.025497537421934367,0.226977887975702,0.5820384991871733,0.025497537421934367,-0.20148035055376765
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,-0.004230499685417967,-0.010414312115000516,-0.35849579138031096,-0.004230499685417967,0.0061838124295825496
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,0.014983094449418729,0.21464078661141106,0.5592772942320954,0.014983094449418729,-0.19965769216199233
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,-0.00448022306761969,-0.03543245175408238,-0.3876402170824232,-0.00448022306761969,0.030952228686462687
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,0.01422189153381338,0.20497276456204397,0.5457735113015756,0.01422189153381338,-0.1907508730282306
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,-0.0019589036449996215,0.02082547312767055,-0.2950128922432564,-0.0019589036449996215,-0.02278437677267017
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,0.04296963128333658,0.2401752637743517,0.5874146865475841,0.04296963128333658,-0.1972056324910151
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,-0.0037233132168424127,-0.008536233960642563,-0.3526648302533986,-0.0037233132168424127,0.00481292074380015
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,0.031216548003705068,0.24176337706853065,0.5871835805550271,0.031216548003705068,-0.21054682906482558
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,-0.0042696135567178405,-0.026314200945475603,-0.37680774143044476,-0.0042696135567178405,0.022044587388757763
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,0.02618137137105968,0.23834827818688378,0.5846634494369857,0.02618137137105968,-0.2121669068158241
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,normalized_alignment,-0.0012853443279271038,0.05761246745727241,-0.25135936593696306,-0.0012853443279271038,-0.05889781178519951
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,0.5,centered_hsic,0.031453955529466074,0.2637072608468883,0.5887941318165416,0.031453955529466074,-0.23225330531742222
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,normalized_alignment,-0.004658342765934158,-0.009533065577854489,-0.36435660024874816,-0.004658342765934158,0.00487472281192033
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,centered_hsic,0.01580266483149603,0.24494214290742564,0.5767826554175505,0.01580266483149603,-0.2291394780759296
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,normalized_alignment,-0.004696680486482115,-0.035456194059660405,-0.3886607650917813,-0.004696680486482115,0.030759513573178292
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,centered_hsic,0.013069307701883096,0.22602632538639986,0.5685234400427444,0.013069307701883096,-0.21295701768451675
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,normalized_alignment,-0.0015328254112140442,0.028594332436577028,-0.31739962318425397,-0.0015328254112140442,-0.03012715784779107
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,centered_hsic,0.05031273260111579,0.2540307524987721,0.5880271457059776,0.05031273260111579,-0.2037180198976563
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,normalized_alignment,-0.00386399052268335,-0.006430117052218839,-0.36120534396970566,-0.00386399052268335,0.0025661265295354885
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,centered_hsic,0.036333410927587156,0.26324570765672817,0.5905055972527882,0.036333410927587156,-0.226912296729141
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,normalized_alignment,-0.004440618570434862,-0.025686453076018825,-0.3800187797396201,-0.004440618570434862,0.021245834505583962
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,centered_hsic,0.02968131670514212,0.262427755878888,0.5903390234459392,0.02968131670514212,-0.23274643917374588
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,normalized_alignment,-0.0012334465416489909,0.006623207177542365,-0.2793735912997463,-0.0012334465416489909,-0.007856653719191356
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,centered_hsic,0.031135140551224644,0.20334183604148504,0.579416455455929,0.031135140551224644,-0.17220669549026038
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,normalized_alignment,-0.004762229433745788,-0.03407909239408587,-0.3722508043707029,-0.004762229433745788,0.029316862960340084
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,centered_hsic,0.015307735650313199,0.15739227792637067,0.557659546122436,0.015307735650313199,-0.14208454227605746
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,normalized_alignment,-0.0048561895497724735,-0.04296986840492357,-0.3908100368088044,-0.0048561895497724735,0.038113678855151094
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,centered_hsic,0.009620048125555943,0.1297974159167644,0.5439755499417329,0.009620048125555943,-0.12017736779120847
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,normalized_alignment,-0.0019040307837686454,-0.010232218606940595,-0.3334600551646742,-0.0019040307837686454,0.00832818782317195
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,centered_hsic,0.04900793038373241,0.21724136251553838,0.583171596760059,0.04900793038373241,-0.16823343213180597
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,normalized_alignment,-0.004027537336300678,-0.029912853359623355,-0.3696434217672216,-0.004027537336300678,0.025885316023322676
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,centered_hsic,0.03566562551588609,0.2062077200149113,0.5822274185633307,0.03566562551588609,-0.17054209449902522
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,normalized_alignment,-0.004572838720096335,-0.03846582119317094,-0.38440537893123267,-0.004572838720096335,0.03389298247307461
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,centered_hsic,0.028583400463914242,0.19461309387656628,0.579633300757234,0.028583400463914242,-0.16602969341265203
