feature_set,path,kernel,bandwidth_factor,statistic,target_id,statistic_value,training_bandwidth,candidate_count
strict_source_G3_architecture,strict_source,laplacian,1.0,centered_hsic,9,0.24046696834842424,6.503700842362467,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,1,-0.024642395863617935,12.96755631207938,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,2,-0.042091004693121,12.990106075573216,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,3,-0.03617205580450426,12.962119695296272,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,4,-0.014946560283993994,12.957152729822717,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,5,-0.049861114117786244,12.983016237962007,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,6,-0.03465753015817954,12.923516488877564,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,7,-0.03676052561582381,12.996540209182276,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,8,0.004493597473842847,12.968912572201848,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,9,-0.028301071763607084,13.007401684724934,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,1,0.26667500028806335,12.96755631207938,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,2,0.17042948833759833,12.990106075573216,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,3,0.1950761859989788,12.962119695296272,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,4,0.2863753244388163,12.957152729822717,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,5,0.1260150433628658,12.983016237962007,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,6,0.2214803669367646,12.923516488877564,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,7,0.21260578513956327,12.996540209182276,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,8,0.3676575070739862,12.968912572201848,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,9,0.23768412302626277,13.007401684724934,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,1,0.1225575249146307,2.8432459438190953,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,2,0.034910153424436555,2.8791391628776672,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,3,-0.007212790393862238,2.868547088921473,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,4,0.10215798119543967,2.874127490861388,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,5,0.06675316246843584,2.872363124455645,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,6,-0.01394386004795621,2.8547741125606434,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,7,-0.05516490705854951,2.890119953762171,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,8,0.13799351412767122,2.8735351964941214,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,normalized_alignment,9,0.005415158423640207,2.850218989127827,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,1,0.29789932974318034,2.8432459438190953,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,2,0.20717335612485652,2.8791391628776672,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,3,0.1655013625304943,2.868547088921473,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,4,0.3005655520925962,2.874127490861388,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,5,0.2472922100112777,2.872363124455645,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,6,0.16930109232900947,2.8547741125606434,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,7,0.08124156650231197,2.890119953762171,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,8,0.3124577077077378,2.8735351964941214,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,0.5,centered_hsic,9,0.19660486103404376,2.850218989127827,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,1,0.01692493883281131,5.686491887638191,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,2,-0.010294944933981831,5.7582783257553345,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,3,-0.012336243822952266,5.737094177842946,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,4,0.011474091291926286,5.748254981722776,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,5,0.00654949171594844,5.74472624891129,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,6,-0.027395747507917293,5.709548225121287,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,7,-0.050103234111258964,5.780239907524342,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,8,0.055241993135320716,5.747070392988243,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,normalized_alignment,9,-0.02026931893672167,5.700437978255654,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,1,0.2852412372519762,5.686491887638191,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,2,0.1515843663746183,5.7582783257553345,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,3,0.20984595136758366,5.737094177842946,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,4,0.27917735686957995,5.748254981722776,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,5,0.2292472247224334,5.74472624891129,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,6,0.1589147601732529,5.709548225121287,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,7,0.05210796453062058,5.780239907524342,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,8,0.35129438787374456,5.747070392988243,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,1.0,centered_hsic,9,0.20044858743799354,5.700437978255654,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,1,-0.029475999939683008,11.372983775276381,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,2,-0.036577696504327364,11.516556651510669,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,3,-0.033918360377404866,11.474188355685891,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,4,-0.030248409514594843,11.496509963445552,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,5,-0.0317301721213963,11.48945249782258,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,6,-0.039334068236025165,11.419096450242574,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,7,-0.04652155932952228,11.560479815048684,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,8,-0.014987230325955126,11.494140785976485,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,normalized_alignment,9,-0.037708452113783195,11.400875956511308,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,1,0.2673514956684193,11.372983775276381,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,2,0.112670938650048,11.516556651510669,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,3,0.23054046990300314,11.474188355685891,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,4,0.25006166215048636,11.496509963445552,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,5,0.2020267625835863,11.48945249782258,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,6,0.15923828002527868,11.419096450242574,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,7,0.040132936713076994,11.560479815048684,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,8,0.3512989012922652,11.494140785976485,24
target_unlabeled_G3_architecture,target_unlabeled,rbf,2.0,centered_hsic,9,0.19724864060258984,11.400875956511308,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,1,0.0811222289161959,2.8432459438190953,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,2,0.015047931402938652,2.8791391628776672,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,3,-0.01030710461288422,2.868547088921473,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,4,0.07475719618810382,2.874127490861388,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,5,0.042858540701850356,2.872363124455645,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,6,-0.016143810576713217,2.8547741125606434,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,7,-0.05323889141175746,2.890119953762171,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,8,0.10623682881702726,2.8735351964941214,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,normalized_alignment,9,-0.010095316023151314,2.850218989127827,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,1,0.28388415163665026,2.8432459438190953,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,2,0.2180176882535382,2.8791391628776672,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,3,0.20793024469508425,2.868547088921473,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,4,0.2950356272547693,2.874127490861388,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,5,0.2509153939537629,2.872363124455645,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,6,0.2068735628827467,2.8547741125606434,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,7,0.14824889078292658,2.890119953762171,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,8,0.29738356895441664,2.8735351964941214,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,0.5,centered_hsic,9,0.21599101935545323,2.850218989127827,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,1,0.021572709742792538,5.686491887638191,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,2,-0.012073256754948596,5.7582783257553345,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,3,-0.018232993279926196,5.737094177842946,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,4,0.021277244688656376,5.748254981722776,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,5,0.005708929790278619,5.74472624891129,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,6,-0.028636537737180084,5.709548225121287,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,7,-0.051470602369555314,5.780239907524342,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,8,0.04871568215200985,5.747070392988243,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,normalized_alignment,9,-0.02284368233184148,5.700437978255654,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,1,0.2982374839380063,5.686491887638191,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,2,0.1981317437052021,5.7582783257553345,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,3,0.21461063614883732,5.737094177842946,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,4,0.3022171286668185,5.748254981722776,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,5,0.253862430404445,5.74472624891129,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,6,0.19749888141400154,5.709548225121287,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,7,0.12115814731605376,5.780239907524342,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,8,0.33475511130854296,5.747070392988243,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,1.0,centered_hsic,9,0.21904969856089201,5.700437978255654,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,1,-0.012300571933011052,11.372983775276381,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,2,-0.029503120616260547,11.516556651510669,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,3,-0.028729474312239135,11.474188355685891,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,4,-0.011376075249671868,11.496509963445552,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,5,-0.019360097163208634,11.48945249782258,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,6,-0.03610517624634206,11.419096450242574,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,7,-0.04885087052000254,11.560479815048684,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,8,0.004975750697736674,11.494140785976485,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,normalized_alignment,9,-0.032934265289604275,11.400875956511308,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,1,0.2984146042685364,11.372983775276381,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,2,0.1762388294127404,11.516556651510669,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,3,0.2204982187527013,11.474188355685891,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,4,0.29759241268324854,11.496509963445552,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,5,0.24720225878980956,11.48945249782258,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,6,0.1910921717065318,11.419096450242574,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,7,0.10520899836795096,11.560479815048684,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,8,0.3494268965674274,11.494140785976485,24
target_unlabeled_G3_architecture,target_unlabeled,laplacian,2.0,centered_hsic,9,0.21902092948381036,11.400875956511308,24
