orbit,replicate,path,candidate_density_order_spearman,kernel,bandwidth_factor,statistic,association,absolute_effect_retention,effect_sign_matches_baseline
O0,0,target_unlabeled,0.9999999999999999,laplacian,0.5,centered_hsic,0.23603112752992755,1.0,1
O0,0,target_unlabeled,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.003998056233301587,1.0,1
O0,0,target_unlabeled,0.9999999999999999,laplacian,1.0,centered_hsic,0.23772458460697768,1.0,1
O0,0,target_unlabeled,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.02379821118140038,1.0,1
O0,0,target_unlabeled,0.9999999999999999,laplacian,2.0,centered_hsic,0.23385503555919518,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,normalized_alignment,0.05775235137883344,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,centered_hsic,0.2502959299384762,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003940954983075868,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,centered_hsic,0.23350087497881514,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03315121659735723,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,centered_hsic,0.21445376508572178,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,normalized_alignment,0.03201773088235508,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,centered_hsic,0.2497886312636295,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.002795578567439847,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,centered_hsic,0.25663817847067893,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.023410863648526004,1.0,1
O0,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,centered_hsic,0.25399000995429977,1.0,1
O1,0,strict_source,0.9999999999999999,rbf,0.5,normalized_alignment,0.026768950189218054,1.0,1
O1,0,strict_source,0.9999999999999999,rbf,0.5,centered_hsic,0.21995448301848863,1.0,1
O1,0,strict_source,0.9999999999999999,rbf,1.0,normalized_alignment,-0.013294172732278115,1.0,1
O1,0,strict_source,0.9999999999999999,rbf,1.0,centered_hsic,0.20911650050884187,1.0,1
O1,0,strict_source,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03603430265959559,1.0,1
O1,0,strict_source,0.9999999999999999,rbf,2.0,centered_hsic,0.1955737676315708,1.0,1
O1,0,strict_source,0.9999999999999999,laplacian,0.5,normalized_alignment,0.009103853655378443,1.0,1
O1,0,strict_source,0.9999999999999999,laplacian,0.5,centered_hsic,0.23107203198929646,1.0,1
O1,0,strict_source,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.014465679806498362,1.0,1
O1,0,strict_source,0.9999999999999999,laplacian,1.0,centered_hsic,0.23414362161678998,1.0,1
O1,0,strict_source,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.029215406758532333,1.0,1
O1,0,strict_source,0.9999999999999999,laplacian,2.0,centered_hsic,0.23155542495587772,1.0,1
O1,0,target_unlabeled,0.9999999999999999,rbf,0.5,normalized_alignment,0.04371843745043181,1.0,1
O1,0,target_unlabeled,0.9999999999999999,rbf,0.5,centered_hsic,0.21978189311950092,1.0,1
O1,0,target_unlabeled,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003356552704091697,1.0,1
O1,0,target_unlabeled,0.9999999999999999,rbf,1.0,centered_hsic,0.21309575962242258,1.0,1
O1,0,target_unlabeled,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03338910538474357,1.0,1
O1,0,target_unlabeled,0.9999999999999999,rbf,2.0,centered_hsic,0.2011744541765282,1.0,1
O1,0,target_unlabeled,0.9999999999999999,laplacian,0.5,normalized_alignment,0.025581955933512198,1.0,1
O1,0,target_unlabeled,0.9999999999999999,laplacian,0.5,centered_hsic,0.23603112752992755,1.0,1
O1,0,target_unlabeled,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.003998056233301587,1.0,1
O1,0,target_unlabeled,0.9999999999999999,laplacian,1.0,centered_hsic,0.23772458460697768,1.0,1
O1,0,target_unlabeled,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.02379821118140038,1.0,1
O1,0,target_unlabeled,0.9999999999999999,laplacian,2.0,centered_hsic,0.23385503555919518,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,normalized_alignment,0.05775235137883344,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,centered_hsic,0.2502959299384762,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003940954983075868,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,centered_hsic,0.23350087497881514,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03315121659735723,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,centered_hsic,0.21445376508572178,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,normalized_alignment,0.03201773088235508,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,centered_hsic,0.2497886312636295,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.002795578567439847,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,centered_hsic,0.25663817847067893,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.023410863648526004,1.0,1
O1,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,centered_hsic,0.25399000995429977,1.0,1
O1,1,strict_source,0.9999999999999999,rbf,0.5,normalized_alignment,0.026768950189218054,1.0,1
O1,1,strict_source,0.9999999999999999,rbf,0.5,centered_hsic,0.21995448301848863,1.0,1
O1,1,strict_source,0.9999999999999999,rbf,1.0,normalized_alignment,-0.013294172732278115,1.0,1
O1,1,strict_source,0.9999999999999999,rbf,1.0,centered_hsic,0.20911650050884187,1.0,1
O1,1,strict_source,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03603430265959559,1.0,1
O1,1,strict_source,0.9999999999999999,rbf,2.0,centered_hsic,0.1955737676315708,1.0,1
O1,1,strict_source,0.9999999999999999,laplacian,0.5,normalized_alignment,0.009103853655378443,1.0,1
O1,1,strict_source,0.9999999999999999,laplacian,0.5,centered_hsic,0.23107203198929646,1.0,1
O1,1,strict_source,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.014465679806498362,1.0,1
O1,1,strict_source,0.9999999999999999,laplacian,1.0,centered_hsic,0.23414362161678998,1.0,1
O1,1,strict_source,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.029215406758532333,1.0,1
O1,1,strict_source,0.9999999999999999,laplacian,2.0,centered_hsic,0.23155542495587772,1.0,1
O1,1,target_unlabeled,0.9999999999999999,rbf,0.5,normalized_alignment,0.04371843745043181,1.0,1
O1,1,target_unlabeled,0.9999999999999999,rbf,0.5,centered_hsic,0.21978189311950092,1.0,1
O1,1,target_unlabeled,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003356552704091697,1.0,1
O1,1,target_unlabeled,0.9999999999999999,rbf,1.0,centered_hsic,0.21309575962242258,1.0,1
O1,1,target_unlabeled,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03338910538474357,1.0,1
O1,1,target_unlabeled,0.9999999999999999,rbf,2.0,centered_hsic,0.2011744541765282,1.0,1
O1,1,target_unlabeled,0.9999999999999999,laplacian,0.5,normalized_alignment,0.025581955933512198,1.0,1
O1,1,target_unlabeled,0.9999999999999999,laplacian,0.5,centered_hsic,0.23603112752992755,1.0,1
O1,1,target_unlabeled,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.003998056233301587,1.0,1
O1,1,target_unlabeled,0.9999999999999999,laplacian,1.0,centered_hsic,0.23772458460697768,1.0,1
O1,1,target_unlabeled,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.02379821118140038,1.0,1
O1,1,target_unlabeled,0.9999999999999999,laplacian,2.0,centered_hsic,0.23385503555919518,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,normalized_alignment,0.05775235137883344,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,centered_hsic,0.2502959299384762,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003940954983075868,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,centered_hsic,0.23350087497881514,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03315121659735723,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,centered_hsic,0.21445376508572178,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,normalized_alignment,0.03201773088235508,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,centered_hsic,0.2497886312636295,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.002795578567439847,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,centered_hsic,0.25663817847067893,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.023410863648526004,1.0,1
O1,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,centered_hsic,0.25399000995429977,1.0,1
O1,2,strict_source,0.9999999999999999,rbf,0.5,normalized_alignment,0.026768950189218054,1.0,1
O1,2,strict_source,0.9999999999999999,rbf,0.5,centered_hsic,0.21995448301848863,1.0,1
O1,2,strict_source,0.9999999999999999,rbf,1.0,normalized_alignment,-0.013294172732278115,1.0,1
O1,2,strict_source,0.9999999999999999,rbf,1.0,centered_hsic,0.20911650050884187,1.0,1
O1,2,strict_source,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03603430265959559,1.0,1
O1,2,strict_source,0.9999999999999999,rbf,2.0,centered_hsic,0.1955737676315708,1.0,1
O1,2,strict_source,0.9999999999999999,laplacian,0.5,normalized_alignment,0.009103853655378443,1.0,1
O1,2,strict_source,0.9999999999999999,laplacian,0.5,centered_hsic,0.23107203198929646,1.0,1
O1,2,strict_source,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.014465679806498362,1.0,1
O1,2,strict_source,0.9999999999999999,laplacian,1.0,centered_hsic,0.23414362161678998,1.0,1
O1,2,strict_source,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.029215406758532333,1.0,1
O1,2,strict_source,0.9999999999999999,laplacian,2.0,centered_hsic,0.23155542495587772,1.0,1
O1,2,target_unlabeled,0.9999999999999999,rbf,0.5,normalized_alignment,0.04371843745043181,1.0,1
O1,2,target_unlabeled,0.9999999999999999,rbf,0.5,centered_hsic,0.21978189311950092,1.0,1
O1,2,target_unlabeled,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003356552704091697,1.0,1
O1,2,target_unlabeled,0.9999999999999999,rbf,1.0,centered_hsic,0.21309575962242258,1.0,1
O1,2,target_unlabeled,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03338910538474357,1.0,1
O1,2,target_unlabeled,0.9999999999999999,rbf,2.0,centered_hsic,0.2011744541765282,1.0,1
O1,2,target_unlabeled,0.9999999999999999,laplacian,0.5,normalized_alignment,0.025581955933512198,1.0,1
O1,2,target_unlabeled,0.9999999999999999,laplacian,0.5,centered_hsic,0.23603112752992755,1.0,1
O1,2,target_unlabeled,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.003998056233301587,1.0,1
O1,2,target_unlabeled,0.9999999999999999,laplacian,1.0,centered_hsic,0.23772458460697768,1.0,1
O1,2,target_unlabeled,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.02379821118140038,1.0,1
O1,2,target_unlabeled,0.9999999999999999,laplacian,2.0,centered_hsic,0.23385503555919518,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,normalized_alignment,0.05775235137883344,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,centered_hsic,0.2502959299384762,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003940954983075868,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,centered_hsic,0.23350087497881514,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03315121659735723,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,centered_hsic,0.21445376508572178,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,normalized_alignment,0.03201773088235508,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,centered_hsic,0.2497886312636295,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.002795578567439847,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,centered_hsic,0.25663817847067893,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.023410863648526004,1.0,1
O1,2,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,centered_hsic,0.25399000995429977,1.0,1
O1,3,strict_source,0.9999999999999999,rbf,0.5,normalized_alignment,0.026768950189218054,1.0,1
O1,3,strict_source,0.9999999999999999,rbf,0.5,centered_hsic,0.21995448301848863,1.0,1
O1,3,strict_source,0.9999999999999999,rbf,1.0,normalized_alignment,-0.013294172732278115,1.0,1
O1,3,strict_source,0.9999999999999999,rbf,1.0,centered_hsic,0.20911650050884187,1.0,1
O1,3,strict_source,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03603430265959559,1.0,1
O1,3,strict_source,0.9999999999999999,rbf,2.0,centered_hsic,0.1955737676315708,1.0,1
O1,3,strict_source,0.9999999999999999,laplacian,0.5,normalized_alignment,0.009103853655378443,1.0,1
O1,3,strict_source,0.9999999999999999,laplacian,0.5,centered_hsic,0.23107203198929646,1.0,1
O1,3,strict_source,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.014465679806498362,1.0,1
O1,3,strict_source,0.9999999999999999,laplacian,1.0,centered_hsic,0.23414362161678998,1.0,1
O1,3,strict_source,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.029215406758532333,1.0,1
O1,3,strict_source,0.9999999999999999,laplacian,2.0,centered_hsic,0.23155542495587772,1.0,1
O1,3,target_unlabeled,0.9999999999999999,rbf,0.5,normalized_alignment,0.04371843745043181,1.0,1
O1,3,target_unlabeled,0.9999999999999999,rbf,0.5,centered_hsic,0.21978189311950092,1.0,1
O1,3,target_unlabeled,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003356552704091697,1.0,1
O1,3,target_unlabeled,0.9999999999999999,rbf,1.0,centered_hsic,0.21309575962242258,1.0,1
O1,3,target_unlabeled,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03338910538474357,1.0,1
O1,3,target_unlabeled,0.9999999999999999,rbf,2.0,centered_hsic,0.2011744541765282,1.0,1
O1,3,target_unlabeled,0.9999999999999999,laplacian,0.5,normalized_alignment,0.025581955933512198,1.0,1
O1,3,target_unlabeled,0.9999999999999999,laplacian,0.5,centered_hsic,0.23603112752992755,1.0,1
O1,3,target_unlabeled,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.003998056233301587,1.0,1
O1,3,target_unlabeled,0.9999999999999999,laplacian,1.0,centered_hsic,0.23772458460697768,1.0,1
O1,3,target_unlabeled,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.02379821118140038,1.0,1
O1,3,target_unlabeled,0.9999999999999999,laplacian,2.0,centered_hsic,0.23385503555919518,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,normalized_alignment,0.05775235137883344,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,centered_hsic,0.2502959299384762,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003940954983075868,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,centered_hsic,0.23350087497881514,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03315121659735723,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,centered_hsic,0.21445376508572178,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,normalized_alignment,0.03201773088235508,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,centered_hsic,0.2497886312636295,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.002795578567439847,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,centered_hsic,0.25663817847067893,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.023410863648526004,1.0,1
O1,3,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,centered_hsic,0.25399000995429977,1.0,1
O2,0,strict_source,0.9999999999999999,rbf,0.5,normalized_alignment,0.026768950189218054,1.0,1
O2,0,strict_source,0.9999999999999999,rbf,0.5,centered_hsic,0.21995448301848863,1.0,1
O2,0,strict_source,0.9999999999999999,rbf,1.0,normalized_alignment,-0.013294172732278115,1.0,1
O2,0,strict_source,0.9999999999999999,rbf,1.0,centered_hsic,0.20911650050884187,1.0,1
O2,0,strict_source,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03603430265959559,1.0,1
O2,0,strict_source,0.9999999999999999,rbf,2.0,centered_hsic,0.1955737676315708,1.0,1
O2,0,strict_source,0.9999999999999999,laplacian,0.5,normalized_alignment,0.009103853655378443,1.0,1
O2,0,strict_source,0.9999999999999999,laplacian,0.5,centered_hsic,0.23107203198929646,1.0,1
O2,0,strict_source,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.014465679806498362,1.0,1
O2,0,strict_source,0.9999999999999999,laplacian,1.0,centered_hsic,0.23414362161678998,1.0,1
O2,0,strict_source,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.029215406758532333,1.0,1
O2,0,strict_source,0.9999999999999999,laplacian,2.0,centered_hsic,0.23155542495587772,1.0,1
O2,0,target_unlabeled,0.9999999999999999,rbf,0.5,normalized_alignment,0.04371843745043181,1.0,1
O2,0,target_unlabeled,0.9999999999999999,rbf,0.5,centered_hsic,0.21978189311950092,1.0,1
O2,0,target_unlabeled,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003356552704091697,1.0,1
O2,0,target_unlabeled,0.9999999999999999,rbf,1.0,centered_hsic,0.21309575962242258,1.0,1
O2,0,target_unlabeled,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03338910538474357,1.0,1
O2,0,target_unlabeled,0.9999999999999999,rbf,2.0,centered_hsic,0.2011744541765282,1.0,1
O2,0,target_unlabeled,0.9999999999999999,laplacian,0.5,normalized_alignment,0.025581955933512198,1.0,1
O2,0,target_unlabeled,0.9999999999999999,laplacian,0.5,centered_hsic,0.23603112752992755,1.0,1
O2,0,target_unlabeled,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.003998056233301587,1.0,1
O2,0,target_unlabeled,0.9999999999999999,laplacian,1.0,centered_hsic,0.23772458460697768,1.0,1
O2,0,target_unlabeled,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.02379821118140038,1.0,1
O2,0,target_unlabeled,0.9999999999999999,laplacian,2.0,centered_hsic,0.23385503555919518,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,normalized_alignment,0.05775235137883344,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,centered_hsic,0.2502959299384762,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003940954983075868,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,centered_hsic,0.23350087497881514,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03315121659735723,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,centered_hsic,0.21445376508572178,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,normalized_alignment,0.03201773088235508,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,centered_hsic,0.2497886312636295,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.002795578567439847,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,centered_hsic,0.25663817847067893,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.023410863648526004,1.0,1
O2,0,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,centered_hsic,0.25399000995429977,1.0,1
O2,1,strict_source,0.9999999999999999,rbf,0.5,normalized_alignment,0.026768950189218054,1.0,1
O2,1,strict_source,0.9999999999999999,rbf,0.5,centered_hsic,0.21995448301848863,1.0,1
O2,1,strict_source,0.9999999999999999,rbf,1.0,normalized_alignment,-0.013294172732278115,1.0,1
O2,1,strict_source,0.9999999999999999,rbf,1.0,centered_hsic,0.20911650050884187,1.0,1
O2,1,strict_source,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03603430265959559,1.0,1
O2,1,strict_source,0.9999999999999999,rbf,2.0,centered_hsic,0.1955737676315708,1.0,1
O2,1,strict_source,0.9999999999999999,laplacian,0.5,normalized_alignment,0.009103853655378443,1.0,1
O2,1,strict_source,0.9999999999999999,laplacian,0.5,centered_hsic,0.23107203198929646,1.0,1
O2,1,strict_source,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.014465679806498362,1.0,1
O2,1,strict_source,0.9999999999999999,laplacian,1.0,centered_hsic,0.23414362161678998,1.0,1
O2,1,strict_source,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.029215406758532333,1.0,1
O2,1,strict_source,0.9999999999999999,laplacian,2.0,centered_hsic,0.23155542495587772,1.0,1
O2,1,target_unlabeled,0.9999999999999999,rbf,0.5,normalized_alignment,0.04371843745043181,1.0,1
O2,1,target_unlabeled,0.9999999999999999,rbf,0.5,centered_hsic,0.21978189311950092,1.0,1
O2,1,target_unlabeled,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003356552704091697,1.0,1
O2,1,target_unlabeled,0.9999999999999999,rbf,1.0,centered_hsic,0.21309575962242258,1.0,1
O2,1,target_unlabeled,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03338910538474357,1.0,1
O2,1,target_unlabeled,0.9999999999999999,rbf,2.0,centered_hsic,0.2011744541765282,1.0,1
O2,1,target_unlabeled,0.9999999999999999,laplacian,0.5,normalized_alignment,0.025581955933512198,1.0,1
O2,1,target_unlabeled,0.9999999999999999,laplacian,0.5,centered_hsic,0.23603112752992755,1.0,1
O2,1,target_unlabeled,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.003998056233301587,1.0,1
O2,1,target_unlabeled,0.9999999999999999,laplacian,1.0,centered_hsic,0.23772458460697768,1.0,1
O2,1,target_unlabeled,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.02379821118140038,1.0,1
O2,1,target_unlabeled,0.9999999999999999,laplacian,2.0,centered_hsic,0.23385503555919518,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,normalized_alignment,0.05775235137883344,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,rbf,0.5,centered_hsic,0.2502959299384762,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,normalized_alignment,-0.003940954983075868,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,rbf,1.0,centered_hsic,0.23350087497881514,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03315121659735723,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,rbf,2.0,centered_hsic,0.21445376508572178,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,normalized_alignment,0.03201773088235508,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,0.5,centered_hsic,0.2497886312636295,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,normalized_alignment,-0.002795578567439847,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,1.0,centered_hsic,0.25663817847067893,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,normalized_alignment,-0.023410863648526004,1.0,1
O2,1,target_unlabeled_full_C75,0.9999999999999999,laplacian,2.0,centered_hsic,0.25399000995429977,1.0,1
O2,2,strict_source,0.9999999999999999,rbf,0.5,normalized_alignment,0.026768950189218054,1.0,1
O2,2,strict_source,0.9999999999999999,rbf,0.5,centered_hsic,0.21995448301848863,1.0,1
O2,2,strict_source,0.9999999999999999,rbf,1.0,normalized_alignment,-0.013294172732278115,1.0,1
O2,2,strict_source,0.9999999999999999,rbf,1.0,centered_hsic,0.20911650050884187,1.0,1
O2,2,strict_source,0.9999999999999999,rbf,2.0,normalized_alignment,-0.03603430265959559,1.0,1
