feature_set,path,kernel,bandwidth_factor,statistic,target_id,statistic_value,training_bandwidth,candidate_count
strict_source_G2_Wz,strict_source,rbf,1.0,centered_hsic,8,0.1149748250594345,3.0477772590347874,24
strict_source_G2_Wz,strict_source,rbf,1.0,centered_hsic,9,0.03445050257959723,3.072534962575287,24
strict_source_G2_Wz,strict_source,rbf,2.0,normalized_alignment,1,-0.0360529047142719,6.232129251760108,24
strict_source_G2_Wz,strict_source,rbf,2.0,normalized_alignment,2,-0.022892792257118422,6.124100169866479,24
strict_source_G2_Wz,strict_source,rbf,2.0,normalized_alignment,3,-0.023599508211811865,6.13060813403548,24
strict_source_G2_Wz,strict_source,rbf,2.0,normalized_alignment,4,-0.02397847676007251,6.269181097546966,24
strict_source_G2_Wz,strict_source,rbf,2.0,normalized_alignment,5,-0.045706407495836515,6.414818818624893,24
strict_source_G2_Wz,strict_source,rbf,2.0,normalized_alignment,6,-0.04419896850749712,6.104473393053147,24
strict_source_G2_Wz,strict_source,rbf,2.0,normalized_alignment,7,-0.04371416000626407,6.1880159937064665,24
strict_source_G2_Wz,strict_source,rbf,2.0,normalized_alignment,8,-0.04561584785492024,6.095554518069575,24
strict_source_G2_Wz,strict_source,rbf,2.0,normalized_alignment,9,-0.04890553241643633,6.145069925150574,24
strict_source_G2_Wz,strict_source,rbf,2.0,centered_hsic,1,0.17205766489088337,6.232129251760108,24
strict_source_G2_Wz,strict_source,rbf,2.0,centered_hsic,2,0.29000092656954357,6.124100169866479,24
strict_source_G2_Wz,strict_source,rbf,2.0,centered_hsic,3,0.22395645423480687,6.13060813403548,24
strict_source_G2_Wz,strict_source,rbf,2.0,centered_hsic,4,0.19551896786377645,6.269181097546966,24
strict_source_G2_Wz,strict_source,rbf,2.0,centered_hsic,5,0.06649569760581284,6.414818818624893,24
strict_source_G2_Wz,strict_source,rbf,2.0,centered_hsic,6,0.0839800762461885,6.104473393053147,24
strict_source_G2_Wz,strict_source,rbf,2.0,centered_hsic,7,0.11340557323818512,6.1880159937064665,24
strict_source_G2_Wz,strict_source,rbf,2.0,centered_hsic,8,0.059562985859452224,6.095554518069575,24
strict_source_G2_Wz,strict_source,rbf,2.0,centered_hsic,9,0.019610938948241816,6.145069925150574,24
strict_source_G2_Wz,strict_source,laplacian,0.5,normalized_alignment,1,0.01902752332908705,1.558032312940027,24
strict_source_G2_Wz,strict_source,laplacian,0.5,normalized_alignment,2,0.11933078707841742,1.5310250424666199,24
strict_source_G2_Wz,strict_source,laplacian,0.5,normalized_alignment,3,-0.000715239562603449,1.53265203350887,24
strict_source_G2_Wz,strict_source,laplacian,0.5,normalized_alignment,4,0.07738707571167361,1.5672952743867414,24
strict_source_G2_Wz,strict_source,laplacian,0.5,normalized_alignment,5,-0.042712193350266804,1.6037047046562232,24
strict_source_G2_Wz,strict_source,laplacian,0.5,normalized_alignment,6,-0.02812315267405796,1.5261183482632867,24
strict_source_G2_Wz,strict_source,laplacian,0.5,normalized_alignment,7,-0.024032315990633147,1.5470039984266166,24
strict_source_G2_Wz,strict_source,laplacian,0.5,normalized_alignment,8,0.000154813103061426,1.5238886295173937,24
strict_source_G2_Wz,strict_source,laplacian,0.5,normalized_alignment,9,-0.048644734624839765,1.5362674812876436,24
strict_source_G2_Wz,strict_source,laplacian,0.5,centered_hsic,1,0.2543616899701031,1.558032312940027,24
strict_source_G2_Wz,strict_source,laplacian,0.5,centered_hsic,2,0.3253107980614703,1.5310250424666199,24
strict_source_G2_Wz,strict_source,laplacian,0.5,centered_hsic,3,0.21618125259887114,1.53265203350887,24
strict_source_G2_Wz,strict_source,laplacian,0.5,centered_hsic,4,0.2552868299341349,1.5672952743867414,24
strict_source_G2_Wz,strict_source,laplacian,0.5,centered_hsic,5,0.18098710801736662,1.6037047046562232,24
strict_source_G2_Wz,strict_source,laplacian,0.5,centered_hsic,6,0.19560282013327107,1.5261183482632867,24
strict_source_G2_Wz,strict_source,laplacian,0.5,centered_hsic,7,0.2129374429559335,1.5470039984266166,24
strict_source_G2_Wz,strict_source,laplacian,0.5,centered_hsic,8,0.21461768235566367,1.5238886295173937,24
strict_source_G2_Wz,strict_source,laplacian,0.5,centered_hsic,9,0.1748643726689022,1.5362674812876436,24
strict_source_G2_Wz,strict_source,laplacian,1.0,normalized_alignment,1,-0.008874616674132543,3.116064625880054,24
strict_source_G2_Wz,strict_source,laplacian,1.0,normalized_alignment,2,0.04405866348643257,3.0620500849332397,24
strict_source_G2_Wz,strict_source,laplacian,1.0,normalized_alignment,3,-0.008686228045505928,3.06530406701774,24
strict_source_G2_Wz,strict_source,laplacian,1.0,normalized_alignment,4,0.026017404892642794,3.134590548773483,24
strict_source_G2_Wz,strict_source,laplacian,1.0,normalized_alignment,5,-0.044468131139186566,3.2074094093124463,24
strict_source_G2_Wz,strict_source,laplacian,1.0,normalized_alignment,6,-0.03863347283538517,3.0522366965265735,24
strict_source_G2_Wz,strict_source,laplacian,1.0,normalized_alignment,7,-0.03570521957321131,3.0940079968532332,24
strict_source_G2_Wz,strict_source,laplacian,1.0,normalized_alignment,8,-0.027069410699733145,3.0477772590347874,24
strict_source_G2_Wz,strict_source,laplacian,1.0,normalized_alignment,9,-0.0535594289455899,3.072534962575287,24
strict_source_G2_Wz,strict_source,laplacian,1.0,centered_hsic,1,0.25696952913547744,3.116064625880054,24
strict_source_G2_Wz,strict_source,laplacian,1.0,centered_hsic,2,0.35389566090766794,3.0620500849332397,24
strict_source_G2_Wz,strict_source,laplacian,1.0,centered_hsic,3,0.22199646787082952,3.06530406701774,24
strict_source_G2_Wz,strict_source,laplacian,1.0,centered_hsic,4,0.2689900083926427,3.134590548773483,24
strict_source_G2_Wz,strict_source,laplacian,1.0,centered_hsic,5,0.15038118601127246,3.2074094093124463,24
strict_source_G2_Wz,strict_source,laplacian,1.0,centered_hsic,6,0.17089084160706033,3.0522366965265735,24
strict_source_G2_Wz,strict_source,laplacian,1.0,centered_hsic,7,0.19911442354627684,3.0940079968532332,24
strict_source_G2_Wz,strict_source,laplacian,1.0,centered_hsic,8,0.1858868292781554,3.0477772590347874,24
strict_source_G2_Wz,strict_source,laplacian,1.0,centered_hsic,9,0.1335880548282103,3.072534962575287,24
strict_source_G2_Wz,strict_source,laplacian,2.0,normalized_alignment,1,-0.026159106909452143,6.232129251760108,24
strict_source_G2_Wz,strict_source,laplacian,2.0,normalized_alignment,2,-0.00014972717814908858,6.124100169866479,24
strict_source_G2_Wz,strict_source,laplacian,2.0,normalized_alignment,3,-0.021214648145473056,6.13060813403548,24
strict_source_G2_Wz,strict_source,laplacian,2.0,normalized_alignment,4,-0.010558655608194132,6.269181097546966,24
strict_source_G2_Wz,strict_source,laplacian,2.0,normalized_alignment,5,-0.046036268322970274,6.414818818624893,24
strict_source_G2_Wz,strict_source,laplacian,2.0,normalized_alignment,6,-0.04262602569885406,6.104473393053147,24
strict_source_G2_Wz,strict_source,laplacian,2.0,normalized_alignment,7,-0.04062457408655211,6.1880159937064665,24
strict_source_G2_Wz,strict_source,laplacian,2.0,normalized_alignment,8,-0.03863329488400367,6.095554518069575,24
strict_source_G2_Wz,strict_source,laplacian,2.0,normalized_alignment,9,-0.05093869397805117,6.145069925150574,24
strict_source_G2_Wz,strict_source,laplacian,2.0,centered_hsic,1,0.24782938846387234,6.232129251760108,24
strict_source_G2_Wz,strict_source,laplacian,2.0,centered_hsic,2,0.35374702657786433,6.124100169866479,24
strict_source_G2_Wz,strict_source,laplacian,2.0,centered_hsic,3,0.22761138316235832,6.13060813403548,24
strict_source_G2_Wz,strict_source,laplacian,2.0,centered_hsic,4,0.2571935704928545,6.269181097546966,24
strict_source_G2_Wz,strict_source,laplacian,2.0,centered_hsic,5,0.12524494409899484,6.414818818624893,24
strict_source_G2_Wz,strict_source,laplacian,2.0,centered_hsic,6,0.15155852333250258,6.104473393053147,24
strict_source_G2_Wz,strict_source,laplacian,2.0,centered_hsic,7,0.18759559060235226,6.1880159937064665,24
strict_source_G2_Wz,strict_source,laplacian,2.0,centered_hsic,8,0.15952128846176897,6.095554518069575,24
strict_source_G2_Wz,strict_source,laplacian,2.0,centered_hsic,9,0.10630056702421918,6.145069925150574,24
strict_source_G3_architecture,strict_source,rbf,0.5,normalized_alignment,1,0.06879184247976097,3.241889078019845,24
strict_source_G3_architecture,strict_source,rbf,0.5,normalized_alignment,2,-0.02377550705719572,3.247526518893304,24
strict_source_G3_architecture,strict_source,rbf,0.5,normalized_alignment,3,-0.019893481501140658,3.240529923824068,24
strict_source_G3_architecture,strict_source,rbf,0.5,normalized_alignment,4,0.10764275521804552,3.239288182455679,24
strict_source_G3_architecture,strict_source,rbf,0.5,normalized_alignment,5,-0.05477946964130932,3.2457540594905017,24
strict_source_G3_architecture,strict_source,rbf,0.5,normalized_alignment,6,0.006683679859406039,3.230879122219391,24
strict_source_G3_architecture,strict_source,rbf,0.5,normalized_alignment,7,0.0033406686749391824,3.249135052295569,24
strict_source_G3_architecture,strict_source,rbf,0.5,normalized_alignment,8,0.11429007163477038,3.242228143050462,24
strict_source_G3_architecture,strict_source,rbf,0.5,normalized_alignment,9,0.03861999203568609,3.2518504211812336,24
strict_source_G3_architecture,strict_source,rbf,0.5,centered_hsic,1,0.27648646708017793,3.241889078019845,24
strict_source_G3_architecture,strict_source,rbf,0.5,centered_hsic,2,0.16864861725378752,3.247526518893304,24
strict_source_G3_architecture,strict_source,rbf,0.5,centered_hsic,3,0.1654015184276598,3.240529923824068,24
strict_source_G3_architecture,strict_source,rbf,0.5,centered_hsic,4,0.2883973835257549,3.239288182455679,24
strict_source_G3_architecture,strict_source,rbf,0.5,centered_hsic,5,0.14258188620118206,3.2457540594905017,24
strict_source_G3_architecture,strict_source,rbf,0.5,centered_hsic,6,0.21053667244353355,3.230879122219391,24
strict_source_G3_architecture,strict_source,rbf,0.5,centered_hsic,7,0.21611376669148494,3.249135052295569,24
strict_source_G3_architecture,strict_source,rbf,0.5,centered_hsic,8,0.27868341201344865,3.242228143050462,24
strict_source_G3_architecture,strict_source,rbf,0.5,centered_hsic,9,0.23274062352936853,3.2518504211812336,24
strict_source_G3_architecture,strict_source,rbf,1.0,normalized_alignment,1,-0.007833371666256998,6.48377815603969,24
strict_source_G3_architecture,strict_source,rbf,1.0,normalized_alignment,2,-0.04033409248524825,6.495053037786608,24
strict_source_G3_architecture,strict_source,rbf,1.0,normalized_alignment,3,-0.028031048046587903,6.481059847648136,24
strict_source_G3_architecture,strict_source,rbf,1.0,normalized_alignment,4,0.01268348342351486,6.478576364911358,24
strict_source_G3_architecture,strict_source,rbf,1.0,normalized_alignment,5,-0.05100368947304082,6.491508118981003,24
strict_source_G3_architecture,strict_source,rbf,1.0,normalized_alignment,6,-0.023823070036838638,6.461758244438782,24
strict_source_G3_architecture,strict_source,rbf,1.0,normalized_alignment,7,-0.03328259243104853,6.498270104591138,24
strict_source_G3_architecture,strict_source,rbf,1.0,normalized_alignment,8,0.062226061188114294,6.484456286100924,24
strict_source_G3_architecture,strict_source,rbf,1.0,normalized_alignment,9,-0.010249235063111059,6.503700842362467,24
strict_source_G3_architecture,strict_source,rbf,1.0,centered_hsic,1,0.25025238183074516,6.48377815603969,24
strict_source_G3_architecture,strict_source,rbf,1.0,centered_hsic,2,0.12518299222327667,6.495053037786608,24
strict_source_G3_architecture,strict_source,rbf,1.0,centered_hsic,3,0.1634001621922999,6.481059847648136,24
strict_source_G3_architecture,strict_source,rbf,1.0,centered_hsic,4,0.277219173493136,6.478576364911358,24
strict_source_G3_architecture,strict_source,rbf,1.0,centered_hsic,5,0.08495278397987101,6.491508118981003,24
strict_source_G3_architecture,strict_source,rbf,1.0,centered_hsic,6,0.1997170302743211,6.461758244438782,24
strict_source_G3_architecture,strict_source,rbf,1.0,centered_hsic,7,0.169786370901698,6.498270104591138,24
strict_source_G3_architecture,strict_source,rbf,1.0,centered_hsic,8,0.3890646152913402,6.484456286100924,24
strict_source_G3_architecture,strict_source,rbf,1.0,centered_hsic,9,0.22247299439288865,6.503700842362467,24
strict_source_G3_architecture,strict_source,rbf,2.0,normalized_alignment,1,-0.03608466663623814,12.96755631207938,24
strict_source_G3_architecture,strict_source,rbf,2.0,normalized_alignment,2,-0.04380055940122871,12.990106075573216,24
strict_source_G3_architecture,strict_source,rbf,2.0,normalized_alignment,3,-0.03896384192195529,12.962119695296272,24
strict_source_G3_architecture,strict_source,rbf,2.0,normalized_alignment,4,-0.0309290933778618,12.957152729822717,24
strict_source_G3_architecture,strict_source,rbf,2.0,normalized_alignment,5,-0.04801379405224898,12.983016237962007,24
strict_source_G3_architecture,strict_source,rbf,2.0,normalized_alignment,6,-0.03916330690130334,12.923516488877564,24
strict_source_G3_architecture,strict_source,rbf,2.0,normalized_alignment,7,-0.0418283403887726,12.996540209182276,24
strict_source_G3_architecture,strict_source,rbf,2.0,normalized_alignment,8,-0.010153663430618888,12.968912572201848,24
strict_source_G3_architecture,strict_source,rbf,2.0,normalized_alignment,9,-0.035371457826132595,13.007401684724934,24
strict_source_G3_architecture,strict_source,rbf,2.0,centered_hsic,1,0.2234558944104535,12.96755631207938,24
strict_source_G3_architecture,strict_source,rbf,2.0,centered_hsic,2,0.10421080347019539,12.990106075573216,24
strict_source_G3_architecture,strict_source,rbf,2.0,centered_hsic,3,0.17162715886795443,12.962119695296272,24
strict_source_G3_architecture,strict_source,rbf,2.0,centered_hsic,4,0.2448434337105912,12.957152729822717,24
strict_source_G3_architecture,strict_source,rbf,2.0,centered_hsic,5,0.056187571960292344,12.983016237962007,24
strict_source_G3_architecture,strict_source,rbf,2.0,centered_hsic,6,0.19114755697158625,12.923516488877564,24
strict_source_G3_architecture,strict_source,rbf,2.0,centered_hsic,7,0.1499083039276173,12.996540209182276,24
strict_source_G3_architecture,strict_source,rbf,2.0,centered_hsic,8,0.4226748084810261,12.968912572201848,24
strict_source_G3_architecture,strict_source,rbf,2.0,centered_hsic,9,0.19610837688442076,13.007401684724934,24
strict_source_G3_architecture,strict_source,laplacian,0.5,normalized_alignment,1,0.034210934574205584,3.241889078019845,24
strict_source_G3_architecture,strict_source,laplacian,0.5,normalized_alignment,2,-0.029860772974368826,3.247526518893304,24
strict_source_G3_architecture,strict_source,laplacian,0.5,normalized_alignment,3,-0.019882928040208345,3.240529923824068,24
strict_source_G3_architecture,strict_source,laplacian,0.5,normalized_alignment,4,0.06971719511816378,3.239288182455679,24
strict_source_G3_architecture,strict_source,laplacian,0.5,normalized_alignment,5,-0.058803596498771815,3.2457540594905017,24
strict_source_G3_architecture,strict_source,laplacian,0.5,normalized_alignment,6,-0.009755918942527662,3.230879122219391,24
strict_source_G3_architecture,strict_source,laplacian,0.5,normalized_alignment,7,-0.00810601092890506,3.249135052295569,24
strict_source_G3_architecture,strict_source,laplacian,0.5,normalized_alignment,8,0.08998836973124907,3.242228143050462,24
strict_source_G3_architecture,strict_source,laplacian,0.5,normalized_alignment,9,0.014427410859569263,3.2518504211812336,24
strict_source_G3_architecture,strict_source,laplacian,0.5,centered_hsic,1,0.26022775634745116,3.241889078019845,24
strict_source_G3_architecture,strict_source,laplacian,0.5,centered_hsic,2,0.2008039349645416,3.247526518893304,24
strict_source_G3_architecture,strict_source,laplacian,0.5,centered_hsic,3,0.20584271412382635,3.240529923824068,24
strict_source_G3_architecture,strict_source,laplacian,0.5,centered_hsic,4,0.276007903116944,3.239288182455679,24
strict_source_G3_architecture,strict_source,laplacian,0.5,centered_hsic,5,0.17543624032327568,3.2457540594905017,24
strict_source_G3_architecture,strict_source,laplacian,0.5,centered_hsic,6,0.22175385877638942,3.230879122219391,24
strict_source_G3_architecture,strict_source,laplacian,0.5,centered_hsic,7,0.22986263699781823,3.249135052295569,24
strict_source_G3_architecture,strict_source,laplacian,0.5,centered_hsic,8,0.2753864390827765,3.242228143050462,24
strict_source_G3_architecture,strict_source,laplacian,0.5,centered_hsic,9,0.23432680417064505,3.2518504211812336,24
strict_source_G3_architecture,strict_source,laplacian,1.0,normalized_alignment,1,-0.003432513996671318,6.48377815603969,24
strict_source_G3_architecture,strict_source,laplacian,1.0,normalized_alignment,2,-0.03870534932779402,6.495053037786608,24
strict_source_G3_architecture,strict_source,laplacian,1.0,normalized_alignment,3,-0.029642174909785688,6.481059847648136,24
strict_source_G3_architecture,strict_source,laplacian,1.0,normalized_alignment,4,0.01617608606877967,6.478576364911358,24
strict_source_G3_architecture,strict_source,laplacian,1.0,normalized_alignment,5,-0.053251209555533724,6.491508118981003,24
strict_source_G3_architecture,strict_source,laplacian,1.0,normalized_alignment,6,-0.02516623397696305,6.461758244438782,24
strict_source_G3_architecture,strict_source,laplacian,1.0,normalized_alignment,7,-0.027844115257963303,6.498270104591138,24
strict_source_G3_architecture,strict_source,laplacian,1.0,normalized_alignment,8,0.04397656576465685,6.484456286100924,24
strict_source_G3_architecture,strict_source,laplacian,1.0,normalized_alignment,9,-0.012302173067210664,6.503700842362467,24
strict_source_G3_architecture,strict_source,laplacian,1.0,centered_hsic,1,0.26927681852866503,6.48377815603969,24
strict_source_G3_architecture,strict_source,laplacian,1.0,centered_hsic,2,0.18392382238826457,6.495053037786608,24
strict_source_G3_architecture,strict_source,laplacian,1.0,centered_hsic,3,0.19890400005687522,6.481059847648136,24
strict_source_G3_architecture,strict_source,laplacian,1.0,centered_hsic,4,0.2885133879843271,6.478576364911358,24
strict_source_G3_architecture,strict_source,laplacian,1.0,centered_hsic,5,0.1473944490134805,6.491508118981003,24
strict_source_G3_architecture,strict_source,laplacian,1.0,centered_hsic,6,0.22369430377960867,6.461758244438782,24
strict_source_G3_architecture,strict_source,laplacian,1.0,centered_hsic,7,0.22192590943885165,6.498270104591138,24
strict_source_G3_architecture,strict_source,laplacian,1.0,centered_hsic,8,0.333192935012613,6.484456286100924,24
strict_source_G3_architecture,strict_source,laplacian,1.0,centered_hsic,9,0.24046696834842424,6.503700842362467,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,1,-0.024642395863617935,12.96755631207938,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,2,-0.042091004693121,12.990106075573216,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,3,-0.03617205580450426,12.962119695296272,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,4,-0.014946560283993994,12.957152729822717,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,5,-0.049861114117786244,12.983016237962007,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,6,-0.03465753015817954,12.923516488877564,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,7,-0.03676052561582381,12.996540209182276,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,8,0.004493597473842847,12.968912572201848,24
strict_source_G3_architecture,strict_source,laplacian,2.0,normalized_alignment,9,-0.028301071763607084,13.007401684724934,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,1,0.26667500028806335,12.96755631207938,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,2,0.17042948833759833,12.990106075573216,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,3,0.1950761859989788,12.962119695296272,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,4,0.2863753244388163,12.957152729822717,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,5,0.1260150433628658,12.983016237962007,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,6,0.2214803669367646,12.923516488877564,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,7,0.21260578513956327,12.996540209182276,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,8,0.3676575070739862,12.968912572201848,24
strict_source_G3_architecture,strict_source,laplacian,2.0,centered_hsic,9,0.23768412302626277,13.007401684724934,24
strict_source_G4_coordinates,strict_source,rbf,0.5,normalized_alignment,1,-0.052706120094885914,1.8734761109979328,24
strict_source_G4_coordinates,strict_source,rbf,0.5,normalized_alignment,2,-0.02952989467106017,1.866020920580433,24
strict_source_G4_coordinates,strict_source,rbf,0.5,normalized_alignment,3,-0.009966349334668043,1.846837083373778,24
strict_source_G4_coordinates,strict_source,rbf,0.5,normalized_alignment,4,-0.011803387583027299,1.8567036865025508,24
strict_source_G4_coordinates,strict_source,rbf,0.5,normalized_alignment,5,-0.016366688795725542,1.8601011579864406,24
strict_source_G4_coordinates,strict_source,rbf,0.5,normalized_alignment,6,-0.03977142510240076,1.8689483042593869,24
strict_source_G4_coordinates,strict_source,rbf,0.5,normalized_alignment,7,0.03098032343689964,1.8643558404030596,24
strict_source_G4_coordinates,strict_source,rbf,0.5,normalized_alignment,8,-0.022112302078062175,1.8578142160745983,24
strict_source_G4_coordinates,strict_source,rbf,0.5,normalized_alignment,9,0.021274273874122986,1.854789704898088,24
strict_source_G4_coordinates,strict_source,rbf,0.5,centered_hsic,1,0.1267742055572398,1.8734761109979328,24
strict_source_G4_coordinates,strict_source,rbf,0.5,centered_hsic,2,0.15359659833220904,1.866020920580433,24
strict_source_G4_coordinates,strict_source,rbf,0.5,centered_hsic,3,0.17071731659862321,1.846837083373778,24
strict_source_G4_coordinates,strict_source,rbf,0.5,centered_hsic,4,0.18675775422399232,1.8567036865025508,24
strict_source_G4_coordinates,strict_source,rbf,0.5,centered_hsic,5,0.17625121337280583,1.8601011579864406,24
strict_source_G4_coordinates,strict_source,rbf,0.5,centered_hsic,6,0.14128132102107216,1.8689483042593869,24
strict_source_G4_coordinates,strict_source,rbf,0.5,centered_hsic,7,0.22358582110957884,1.8643558404030596,24
strict_source_G4_coordinates,strict_source,rbf,0.5,centered_hsic,8,0.16404693507252147,1.8578142160745983,24
strict_source_G4_coordinates,strict_source,rbf,0.5,centered_hsic,9,0.20989609425479638,1.854789704898088,24
strict_source_G4_coordinates,strict_source,rbf,1.0,normalized_alignment,1,-0.03987869601813492,3.7469522219958655,24
strict_source_G4_coordinates,strict_source,rbf,1.0,normalized_alignment,2,-0.043602596906782226,3.732041841160866,24
strict_source_G4_coordinates,strict_source,rbf,1.0,normalized_alignment,3,-0.04096465183152112,3.693674166747556,24
strict_source_G4_coordinates,strict_source,rbf,1.0,normalized_alignment,4,-0.033997171178687155,3.7134073730051016,24
strict_source_G4_coordinates,strict_source,rbf,1.0,normalized_alignment,5,-0.04474596007996508,3.720202315972881,24
strict_source_G4_coordinates,strict_source,rbf,1.0,normalized_alignment,6,-0.04635429406852569,3.7378966085187737,24
strict_source_G4_coordinates,strict_source,rbf,1.0,normalized_alignment,7,-0.035835367300902914,3.728711680806119,24
strict_source_G4_coordinates,strict_source,rbf,1.0,normalized_alignment,8,-0.04948127756716733,3.7156284321491966,24
strict_source_G4_coordinates,strict_source,rbf,1.0,normalized_alignment,9,-0.028818985583971838,3.709579409796176,24
strict_source_G4_coordinates,strict_source,rbf,1.0,centered_hsic,1,0.11633171740831735,3.7469522219958655,24
strict_source_G4_coordinates,strict_source,rbf,1.0,centered_hsic,2,0.11144765976028492,3.732041841160866,24
strict_source_G4_coordinates,strict_source,rbf,1.0,centered_hsic,3,0.12084500927095211,3.693674166747556,24
strict_source_G4_coordinates,strict_source,rbf,1.0,centered_hsic,4,0.15297577009883753,3.7134073730051016,24
strict_source_G4_coordinates,strict_source,rbf,1.0,centered_hsic,5,0.11070978105330134,3.720202315972881,24
strict_source_G4_coordinates,strict_source,rbf,1.0,centered_hsic,6,0.09855424602045036,3.7378966085187737,24
strict_source_G4_coordinates,strict_source,rbf,1.0,centered_hsic,7,0.1389335072445104,3.728711680806119,24
strict_source_G4_coordinates,strict_source,rbf,1.0,centered_hsic,8,0.0917126690026478,3.7156284321491966,24
strict_source_G4_coordinates,strict_source,rbf,1.0,centered_hsic,9,0.1636658820063471,3.709579409796176,24
strict_source_G4_coordinates,strict_source,rbf,2.0,normalized_alignment,1,-0.04328035183211426,7.493904443991731,24
