path,sha256,bytes,blob,commit
oaci/reports/C84_MULTIDATASET_EXTERNAL_VALIDITY_PROTOCOL_V3.json,cd338bf1b97180b27dd42471dd2a67768194b74ed9896275424591d17e970ce0,8334,be9e0d74fa1a251853e18a8b564be52d241ad5ed,a64c6815ad512d0b8bc7158cd61ff2147f24948a
oaci/reports/C84_MULTIDATASET_EXTERNAL_VALIDITY_PROTOCOL_V3.sha256,9b40e381a742adff018b95f38065935adafd3e42f4754fa84fe3fe29709ea680,118,65413d1a3928196d11bdc81aea3d0a27ae3f82b4,a64c6815ad512d0b8bc7158cd61ff2147f24948a
oaci/reports/C84_FIELD_GENERATION_PROTOCOL_V7.json,9db0219befecb11cf72386b96e28ee9d9430c3df5d7947298f102492f072b737,5313,9b47f7a7b39b5092f0a2d3740b853ba6c53d7fbc,a64c6815ad512d0b8bc7158cd61ff2147f24948a
oaci/reports/C84_FIELD_GENERATION_PROTOCOL_V7.sha256,cb124e03dde06893de6f9fa99b831185f264ca80bdbaf78ef53bc64da0ab36c4,104,34e3138f8507dd678e7b965d721085cbb796fd1a,a64c6815ad512d0b8bc7158cd61ff2147f24948a
oaci/reports/C84F_FULL_FIELD_EXECUTION_AND_MANIFEST_PROTOCOL_V2.json,dafc44dbc24ea5d4d1cea61207479cbd986c9f8129b111682a00f15a44b1d15d,3229,009cfae0db800c02fb9ee84e35f76e4625bd8dd0,a64c6815ad512d0b8bc7158cd61ff2147f24948a
oaci/reports/C84F_FULL_FIELD_EXECUTION_AND_MANIFEST_PROTOCOL_V2.sha256,40b071b8aecb27f4ac5672ca44ef417f6d830ad01bbc4534a46ca0463d7e6356,122,ded3124d08040fbf8c3b4c1020da9e1e677e161d,a64c6815ad512d0b8bc7158cd61ff2147f24948a
oaci/reports/C84_SCIENTIFIC_ANALYSIS_PROTOCOL_V3.json,bf6c7f718413b4b2ac2ad9786aa2e47dc045a536e7237d5d8c0464b6598130b8,3297,60ed33e6e69327f1ab3b389fe983d8695e15d7bb,a64c6815ad512d0b8bc7158cd61ff2147f24948a
oaci/reports/C84_SCIENTIFIC_ANALYSIS_PROTOCOL_V3.sha256,c9ae6ddd2f5095fbcf0809b8f527b7ed6ffc7d7d6f9cf0fcd7fca14a78c95b17,107,7a73e9af5127ad15af5bcce3d1a46f7cfb56578b,a64c6815ad512d0b8bc7158cd61ff2147f24948a
oaci/reports/c84fl2_tables/dual_canary_reuse_registry.csv,ce126edb69df0c1724c3ed4ba0c303c1cb4160abccf98a2eabc57acb98c3cda9,680767,51855cd43ee8a44e2c5952db33fcb09c10de5e89,a64c6815ad512d0b8bc7158cd61ff2147f24948a
oaci/reports/c84fl2_tables/operative_complete_unit_registry_replay.csv,b0117d94f221eaab1b49b7181f3a026a77ee19ee4e1f7e8e9b9de541c7d45591,515432,8b2b842f64eea0f6513bd34be58cef10f625c8a6,a64c6815ad512d0b8bc7158cd61ff2147f24948a
