target_id,trajectory_id,cell_id,n_candidates,random_hit,key_only_hit,best_source_hit,c52_local_diag_hit,c53_same_cell_scalar_hit,best_endpoint_scalar,best_endpoint_scalar_semantic_class,component_sufficient,joint_margin_required,minimal_bit_budget,cross_cell_transfer_hit,same_cell_minus_transfer_gap,same_label_tautology,null_like,artifact_flag,reason_code,target_label_derived,same_label_derived,available_at_selection_time,diagnostic_only,no_selection_artifact
4,0|4|0|S3_nonestimable_cells,0|4|0|S3_nonestimable_cells,24,0.625,0.625,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
4,0|4|1|S0_full_support,0|4|1|S0_full_support,36,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
4,0|4|1|S2_rare_cells,0|4|1|S2_rare_cells,36,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
4,0|4|1|S3_nonestimable_cells,0|4|1|S3_nonestimable_cells,36,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,0|5|0|S0_full_support,0|5|0|S0_full_support,20,0.55,0.55,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,0|5|0|S2_rare_cells,0|5|0|S2_rare_cells,20,0.55,0.55,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,0|5|0|S3_nonestimable_cells,0|5|0|S3_nonestimable_cells,20,0.55,0.55,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,0|5|1|S0_full_support,0|5|1|S0_full_support,22,0.045454545454545456,0.045454545454545456,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,0|5|1|S2_rare_cells,0|5|1|S2_rare_cells,22,0.045454545454545456,0.045454545454545456,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,0|5|1|S3_nonestimable_cells,0|5|1|S3_nonestimable_cells,22,0.045454545454545456,0.045454545454545456,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,0|6|0|S0_full_support,0|6|0|S0_full_support,22,0.09090909090909091,0.09090909090909091,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,0|6|0|S2_rare_cells,0|6|0|S2_rare_cells,22,0.09090909090909091,0.09090909090909091,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,0|6|0|S3_nonestimable_cells,0|6|0|S3_nonestimable_cells,22,0.09090909090909091,0.09090909090909091,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,0|6|1|S0_full_support,0|6|1|S0_full_support,21,0.09523809523809523,0.09523809523809523,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,0|6|1|S2_rare_cells,0|6|1|S2_rare_cells,21,0.09523809523809523,0.09523809523809523,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,0|6|1|S3_nonestimable_cells,0|6|1|S3_nonestimable_cells,21,0.09523809523809523,0.09523809523809523,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,0|7|0|S0_full_support,0|7|0|S0_full_support,21,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,0|7|0|S2_rare_cells,0|7|0|S2_rare_cells,21,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,0|7|0|S3_nonestimable_cells,0|7|0|S3_nonestimable_cells,21,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,0|7|1|S0_full_support,0|7|1|S0_full_support,24,0.25,0.25,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,0|7|1|S2_rare_cells,0|7|1|S2_rare_cells,24,0.25,0.25,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,0|7|1|S3_nonestimable_cells,0|7|1|S3_nonestimable_cells,24,0.25,0.25,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
8,0|8|0|S0_full_support,0|8|0|S0_full_support,20,0.65,0.65,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
8,0|8|0|S2_rare_cells,0|8|0|S2_rare_cells,20,0.65,0.65,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
8,0|8|0|S3_nonestimable_cells,0|8|0|S3_nonestimable_cells,20,0.65,0.65,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
8,0|8|1|S0_full_support,0|8|1|S0_full_support,24,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
8,0|8|1|S2_rare_cells,0|8|1|S2_rare_cells,24,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
8,0|8|1|S3_nonestimable_cells,0|8|1|S3_nonestimable_cells,24,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
9,0|9|0|S0_full_support,0|9|0|S0_full_support,24,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
9,0|9|0|S2_rare_cells,0|9|0|S2_rare_cells,24,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
9,0|9|0|S3_nonestimable_cells,0|9|0|S3_nonestimable_cells,24,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
9,0|9|1|S0_full_support,0|9|1|S0_full_support,19,0.5263157894736842,0.5263157894736842,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
9,0|9|1|S2_rare_cells,0|9|1|S2_rare_cells,19,0.5263157894736842,0.5263157894736842,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
9,0|9|1|S3_nonestimable_cells,0|9|1|S3_nonestimable_cells,19,0.5263157894736842,0.5263157894736842,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,1|1|0|S0_full_support,1|1|0|S0_full_support,28,0.9642857142857143,0.9642857142857143,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,1|1|0|S2_rare_cells,1|1|0|S2_rare_cells,28,0.9642857142857143,0.9642857142857143,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,1|1|0|S3_nonestimable_cells,1|1|0|S3_nonestimable_cells,28,0.9642857142857143,0.9642857142857143,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,1|1|1|S0_full_support,1|1|1|S0_full_support,18,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,1|1|1|S2_rare_cells,1|1|1|S2_rare_cells,18,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
1,1|1|1|S3_nonestimable_cells,1|1|1|S3_nonestimable_cells,18,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,1|2|0|S0_full_support,1|2|0|S0_full_support,23,0.13043478260869565,0.13043478260869565,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,1|2|0|S2_rare_cells,1|2|0|S2_rare_cells,23,0.13043478260869565,0.13043478260869565,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,1|2|0|S3_nonestimable_cells,1|2|0|S3_nonestimable_cells,23,0.13043478260869565,0.13043478260869565,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,1|2|1|S0_full_support,1|2|1|S0_full_support,29,0.6551724137931034,0.6551724137931034,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,1|2|1|S2_rare_cells,1|2|1|S2_rare_cells,29,0.6551724137931034,0.6551724137931034,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
2,1|2|1|S3_nonestimable_cells,1|2|1|S3_nonestimable_cells,29,0.6551724137931034,0.6551724137931034,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
3,1|3|0|S0_full_support,1|3|0|S0_full_support,28,0.25,0.25,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
3,1|3|0|S2_rare_cells,1|3|0|S2_rare_cells,28,0.25,0.25,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
3,1|3|0|S3_nonestimable_cells,1|3|0|S3_nonestimable_cells,28,0.25,0.25,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
3,1|3|1|S0_full_support,1|3|1|S0_full_support,20,0.1,0.1,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
3,1|3|1|S2_rare_cells,1|3|1|S2_rare_cells,20,0.1,0.1,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
3,1|3|1|S3_nonestimable_cells,1|3|1|S3_nonestimable_cells,20,0.1,0.1,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
4,1|4|0|S0_full_support,1|4|0|S0_full_support,18,0.9444444444444444,0.9444444444444444,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
4,1|4|0|S2_rare_cells,1|4|0|S2_rare_cells,18,0.9444444444444444,0.9444444444444444,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
4,1|4|0|S3_nonestimable_cells,1|4|0|S3_nonestimable_cells,18,0.9444444444444444,0.9444444444444444,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
4,1|4|1|S0_full_support,1|4|1|S0_full_support,24,0.5416666666666666,0.5416666666666666,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
4,1|4|1|S2_rare_cells,1|4|1|S2_rare_cells,24,0.5416666666666666,0.5416666666666666,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
4,1|4|1|S3_nonestimable_cells,1|4|1|S3_nonestimable_cells,24,0.5416666666666666,0.5416666666666666,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,1|5|0|S0_full_support,1|5|0|S0_full_support,18,0.2777777777777778,0.2777777777777778,1.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,1|5|0|S2_rare_cells,1|5|0|S2_rare_cells,18,0.2777777777777778,0.2777777777777778,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,1|5|0|S3_nonestimable_cells,1|5|0|S3_nonestimable_cells,18,0.2777777777777778,0.2777777777777778,1.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,0.0,1.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,1|5|1|S0_full_support,1|5|1|S0_full_support,19,0.10526315789473684,0.10526315789473684,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,1|5|1|S2_rare_cells,1|5|1|S2_rare_cells,19,0.10526315789473684,0.10526315789473684,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
5,1|5|1|S3_nonestimable_cells,1|5|1|S3_nonestimable_cells,19,0.10526315789473684,0.10526315789473684,0.0,0.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,1|6|0|S0_full_support,1|6|0|S0_full_support,21,1.0,1.0,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,1|6|0|S2_rare_cells,1|6|0|S2_rare_cells,21,1.0,1.0,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,1|6|0|S3_nonestimable_cells,1|6|0|S3_nonestimable_cells,21,1.0,1.0,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,1|6|1|S0_full_support,1|6|1|S0_full_support,25,0.92,0.92,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,1|6|1|S2_rare_cells,1|6|1|S2_rare_cells,25,0.92,0.92,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
6,1|6|1|S3_nonestimable_cells,1|6|1|S3_nonestimable_cells,25,0.92,0.92,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,1|7|0|S0_full_support,1|7|0|S0_full_support,26,0.2692307692307692,0.2692307692307692,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,1|7|0|S2_rare_cells,1|7|0|S2_rare_cells,26,0.2692307692307692,0.2692307692307692,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,1|7|0|S3_nonestimable_cells,1|7|0|S3_nonestimable_cells,26,0.2692307692307692,0.2692307692307692,0.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,1|7|1|S0_full_support,1|7|1|S0_full_support,21,0.5238095238095238,0.5238095238095238,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,1|7|1|S2_rare_cells,1|7|1|S2_rare_cells,21,0.5238095238095238,0.5238095238095238,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
7,1|7|1|S3_nonestimable_cells,1|7|1|S3_nonestimable_cells,21,0.5238095238095238,0.5238095238095238,1.0,1.0,1.0,target_joint_margin_raw:high,S5_same_label_oracle_margin,1,0,binary_sign,1.0,0.0,1,0,0,endpoint_joint_margin_oracle_closes,1,1,0,1,1
