score,selection_rule,label,n_trajectories,mean_pairwise_auc_vs_target_utility,mean_hit_rate,mean_random_baseline,mean_enrichment_ratio,mean_regret_vs_target_oracle,non_source_only,diagnostic_ceiling
target_grouped_diagnostic_ceiling,top3,preference_robust_better_candidate,162,1.0,0.08024691358024691,0.03019713146878921,2.6578947368421053,0.0,1,1
target_grouped_diagnostic_ceiling,top5,primary_joint_good,162,1.0,0.7555555555555555,0.4297233780360411,2.6564917813256232,0.0,1,1
target_grouped_diagnostic_ceiling,top5,pareto_good,162,1.0,0.4703703703703705,0.1377191744332418,3.8944278252611593,0.0,1,1
target_grouped_diagnostic_ceiling,top5,preference_robust_better_candidate,162,1.0,0.05925925925925927,0.03019713146878921,1.9157894736842105,0.0,1,1
target_grouped_diagnostic_ceiling,top_decile,primary_joint_good,162,1.0,0.808641975308642,0.4297233780360411,3.214508505355824,0.0,1,1
target_grouped_diagnostic_ceiling,top_decile,pareto_good,162,1.0,0.6651234567901234,0.1377191744332418,5.7886237733459955,0.0,1,1
target_grouped_diagnostic_ceiling,top_decile,preference_robust_better_candidate,162,1.0,0.0787037037037037,0.03019713146878921,2.585526315789474,0.0,1,1
C19_robust_core_score,top1,primary_joint_good,162,0.5904967774230292,0.5061728395061729,0.4297233780360411,1.1542183729112576,0.6568196494026767,0,0
C19_robust_core_score,top1,pareto_good,162,0.5904967774230292,0.2037037037037037,0.1377191744332418,1.255195473251029,0.6568196494026767,0,0
C19_robust_core_score,top1,preference_robust_better_candidate,162,0.5904967774230292,0.006172839506172839,0.03019713146878921,0.17543859649122806,0.6568196494026767,0,0
C19_robust_core_score,top3,primary_joint_good,162,0.5904967774230292,0.5288065843621399,0.4297233780360411,1.216145667036694,0.297346000898257,0,0
C19_robust_core_score,top3,pareto_good,162,0.5904967774230292,0.2222222222222222,0.1377191744332418,1.7288751714677641,0.297346000898257,0,0
C19_robust_core_score,top3,preference_robust_better_candidate,162,0.5904967774230292,0.012345679012345678,0.03019713146878921,0.3742690058479532,0.297346000898257,0,0
C19_robust_core_score,top5,primary_joint_good,162,0.5904967774230292,0.5320987654320988,0.4297233780360411,1.527847408707476,0.1766355408749307,0,0
C19_robust_core_score,top5,pareto_good,162,0.5904967774230292,0.20740740740740743,0.1377191744332418,1.7340329218106998,0.1766355408749307,0,0
C19_robust_core_score,top5,preference_robust_better_candidate,162,0.5904967774230292,0.022222222222222223,0.03019713146878921,0.7403508771929825,0.1766355408749307,0,0
C19_robust_core_score,top_decile,primary_joint_good,162,0.5904967774230292,0.5473251028806584,0.4297233780360411,1.5813268910414473,0.308485387954273,0,0
C19_robust_core_score,top_decile,pareto_good,162,0.5904967774230292,0.23559670781893002,0.1377191744332418,1.8634430727023317,0.308485387954273,0,0
C19_robust_core_score,top_decile,preference_robust_better_candidate,162,0.5904967774230292,0.011831275720164609,0.03019713146878921,0.44517543859649117,0.308485387954273,0,0
C30_source_rank_score,top1,primary_joint_good,162,0.5904967774230292,0.5061728395061729,0.4297233780360411,1.1542183729112576,0.6568196494026767,0,0
C30_source_rank_score,top1,pareto_good,162,0.5904967774230292,0.2037037037037037,0.1377191744332418,1.255195473251029,0.6568196494026767,0,0
C30_source_rank_score,top1,preference_robust_better_candidate,162,0.5904967774230292,0.006172839506172839,0.03019713146878921,0.17543859649122806,0.6568196494026767,0,0
C30_source_rank_score,top3,primary_joint_good,162,0.5904967774230292,0.5288065843621399,0.4297233780360411,1.216145667036694,0.297346000898257,0,0
C30_source_rank_score,top3,pareto_good,162,0.5904967774230292,0.2222222222222222,0.1377191744332418,1.7288751714677641,0.297346000898257,0,0
C30_source_rank_score,top3,preference_robust_better_candidate,162,0.5904967774230292,0.012345679012345678,0.03019713146878921,0.3742690058479532,0.297346000898257,0,0
C30_source_rank_score,top5,primary_joint_good,162,0.5904967774230292,0.5320987654320988,0.4297233780360411,1.527847408707476,0.1766355408749307,0,0
C30_source_rank_score,top5,pareto_good,162,0.5904967774230292,0.20740740740740743,0.1377191744332418,1.7340329218106998,0.1766355408749307,0,0
C30_source_rank_score,top5,preference_robust_better_candidate,162,0.5904967774230292,0.022222222222222223,0.03019713146878921,0.7403508771929825,0.1766355408749307,0,0
C30_source_rank_score,top_decile,primary_joint_good,162,0.5904967774230292,0.5473251028806584,0.4297233780360411,1.5813268910414473,0.308485387954273,0,0
C30_source_rank_score,top_decile,pareto_good,162,0.5904967774230292,0.23559670781893002,0.1377191744332418,1.8634430727023317,0.308485387954273,0,0
C30_source_rank_score,top_decile,preference_robust_better_candidate,162,0.5904967774230292,0.011831275720164609,0.03019713146878921,0.44517543859649117,0.308485387954273,0,0
source_audit_leakage,top1,primary_joint_good,162,0.4981768980759732,0.3888888888888889,0.4297233780360411,0.7366213985668781,0.9980344793592181,0,0
source_audit_leakage,top1,pareto_good,162,0.4981768980759732,0.09259259259259259,0.1377191744332418,0.6311728395061729,0.9980344793592181,0,0
source_audit_leakage,top1,preference_robust_better_candidate,162,0.4981768980759732,0.05555555555555555,0.03019713146878921,1.7894736842105263,0.9980344793592181,0,0
source_audit_leakage,top3,primary_joint_good,162,0.4981768980759732,0.4074074074074074,0.4297233780360411,1.1123603426290423,0.5113923421676185,0,0
source_audit_leakage,top3,pareto_good,162,0.4981768980759732,0.15432098765432098,0.1377191744332418,1.3772119341563784,0.5113923421676185,0,0
source_audit_leakage,top3,preference_robust_better_candidate,162,0.4981768980759732,0.030864197530864196,0.03019713146878921,1.0789473684210524,0.5113923421676185,0,0
source_audit_leakage,top5,primary_joint_good,162,0.4981768980759732,0.43333333333333324,0.4297233780360411,1.1137151522947026,0.3243923021574115,0,0
source_audit_leakage,top5,pareto_good,162,0.4981768980759732,0.15185185185185182,0.1377191744332418,1.3356576448243118,0.3243923021574115,0,0
source_audit_leakage,top5,preference_robust_better_candidate,162,0.4981768980759732,0.04074074074074074,0.03019713146878921,1.3473684210526318,0.3243923021574115,0,0
source_audit_leakage,top_decile,primary_joint_good,162,0.4981768980759732,0.4166666666666667,0.4297233780360411,1.099254225370676,0.5508538074968741,0,0
source_audit_leakage,top_decile,pareto_good,162,0.4981768980759732,0.14506172839506173,0.1377191744332418,1.2275007913896803,0.5508538074968741,0,0
source_audit_leakage,top_decile,preference_robust_better_candidate,162,0.4981768980759732,0.032407407407407406,0.03019713146878921,1.0899122807017545,0.5508538074968741,0,0
selection_leakage_point,top1,primary_joint_good,162,0.49373160501299335,0.4074074074074074,0.4297233780360411,0.7599767821298743,0.916813309662393,0,0
selection_leakage_point,top1,pareto_good,162,0.49373160501299335,0.1111111111111111,0.1377191744332418,0.7765432098765432,0.916813309662393,0,0
selection_leakage_point,top1,preference_robust_better_candidate,162,0.49373160501299335,0.0,0.03019713146878921,0.0,0.916813309662393,0,0
selection_leakage_point,top3,primary_joint_good,162,0.49373160501299335,0.38271604938271603,0.4297233780360411,0.9182126539374492,0.4973695903761813,0,0
selection_leakage_point,top3,pareto_good,162,0.49373160501299335,0.12962962962962962,0.1377191744332418,1.1982154162709717,0.4973695903761813,0,0
selection_leakage_point,top3,preference_robust_better_candidate,162,0.49373160501299335,0.06790123456790123,0.03019713146878921,2.412280701754386,0.4973695903761813,0,0
selection_leakage_point,top5,primary_joint_good,162,0.49373160501299335,0.3814814814814815,0.4297233780360411,0.9092169080040706,0.30969582633668613,0,0
selection_leakage_point,top5,pareto_good,162,0.49373160501299335,0.1222222222222222,0.1377191744332418,1.0315835707502377,0.30969582633668613,0,0
selection_leakage_point,top5,preference_robust_better_candidate,162,0.49373160501299335,0.05555555555555555,0.03019713146878921,1.8842105263157896,0.30969582633668613,0,0
selection_leakage_point,top_decile,primary_joint_good,162,0.49373160501299335,0.38271604938271603,0.4297233780360411,0.8547640110770416,0.5156802378047873,0,0
selection_leakage_point,top_decile,pareto_good,162,0.49373160501299335,0.14351851851851852,0.1377191744332418,1.2691476733143399,0.5156802378047873,0,0
selection_leakage_point,top_decile,preference_robust_better_candidate,162,0.49373160501299335,0.06172839506172839,0.03019713146878921,2.182017543859649,0.5156802378047873,0,0
