dataset,target_subject,method,n_source_seeds,acc,bacc
Lee2019_MI,51,spdim_geodesic,3,0.5933333333333333,0.5933333333333334
Lee2019_MI,52,FP-GEM,3,0.7066666666666667,0.7066666666666667
Lee2019_MI,52,Joint-GEM,3,0.6933333333333334,0.6933333333333334
Lee2019_MI,52,rct,3,0.7333333333333334,0.7333333333333334
Lee2019_MI,52,source_only_tsmnet,3,0.5,0.5
Lee2019_MI,52,spdim_bias,3,0.7066666666666667,0.7066666666666667
Lee2019_MI,52,spdim_geodesic,3,0.7266666666666666,0.7266666666666666
Lee2019_MI,53,FP-GEM,3,0.6066666666666667,0.6066666666666667
Lee2019_MI,53,Joint-GEM,3,0.62,0.62
Lee2019_MI,53,rct,3,0.62,0.62
Lee2019_MI,53,source_only_tsmnet,3,0.5,0.5
Lee2019_MI,53,spdim_bias,3,0.6066666666666667,0.6066666666666667
Lee2019_MI,53,spdim_geodesic,3,0.6,0.6
Lee2019_MI,54,FP-GEM,3,0.48666666666666664,0.48666666666666664
Lee2019_MI,54,Joint-GEM,3,0.48666666666666664,0.48666666666666664
Lee2019_MI,54,rct,3,0.48666666666666664,0.48666666666666664
Lee2019_MI,54,source_only_tsmnet,3,0.49333333333333335,0.49333333333333335
Lee2019_MI,54,spdim_bias,3,0.4666666666666666,0.4666666666666666
Lee2019_MI,54,spdim_geodesic,3,0.49333333333333335,0.49333333333333335
