dataset,target_subject,source_seed,split_family,method,n_adapt,n_eval,class_counts_adapt,class_counts_eval,acc,bacc,macro_f1,prediction_hash,logits_hash,status,failure_reason,source_model_sha256,source_checkpoint_file_sha256,result_origin,target_label_leakage_detected,target_performance_selection_detected,classifier_frozen,backbone_frozen
BNCI2014_001,2,0,class_stratified_half,spdim_geodesic,72,72,"[36,36]","[36,36]",0.5277777777777778,0.5277777777777778,0.5274131274131274,f6ab7b268ed946569e3ae5b583985acac06e7119dd264c1e5b7fdcaea2b0359d,743d63ee032a78aab313ccf3a9a76d55e2bbf7bb6825d6fa6e57515b1326be93,ok,,d3743216b9f7ad807572a13a39cad7f4b27055ee5011927d7a9226ef41690570,c9598d9fad486e7b29b95b0f2e12983fa53bfff6ef60774c3e211122efc6bc3d,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,2,0,class_stratified_half,spdim_bias,72,72,"[36,36]","[36,36]",0.5138888888888888,0.513888888888889,0.5092502434274586,9cf66ad4d5a661d9423a31c34b87aec1c7c634e4c4dcab26f0241345eb6b58f5,f8bd1cb965d281040e73cb9176977c98f1e44c1fd4430d3a13df96543d01967c,ok,,d3743216b9f7ad807572a13a39cad7f4b27055ee5011927d7a9226ef41690570,c9598d9fad486e7b29b95b0f2e12983fa53bfff6ef60774c3e211122efc6bc3d,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,2,0,class_stratified_half,Joint-GEM,72,72,"[36,36]","[36,36]",0.5555555555555556,0.5555555555555556,0.5324675324675324,e31c3e4c84e2a1812f04707317de91ab91dc8492b1fe196651f9480a79e1e3fa,7d3a4741c242a73bcf88b77f4f7ffaa347b49d9367f09a36ad191e942f7272bb,ok,,d3743216b9f7ad807572a13a39cad7f4b27055ee5011927d7a9226ef41690570,c9598d9fad486e7b29b95b0f2e12983fa53bfff6ef60774c3e211122efc6bc3d,P12_new_method,False,False,True,True
BNCI2014_001,2,0,class_stratified_half,FP-GEM,72,72,"[36,36]","[36,36]",0.5555555555555556,0.5555555555555556,0.5324675324675324,e31c3e4c84e2a1812f04707317de91ab91dc8492b1fe196651f9480a79e1e3fa,bda6ab6d078fa9043cc905fbbad0c8939aaf26046ec9cc0ce7d2b2a2f3f12b57,ok,,d3743216b9f7ad807572a13a39cad7f4b27055ee5011927d7a9226ef41690570,c9598d9fad486e7b29b95b0f2e12983fa53bfff6ef60774c3e211122efc6bc3d,P12_new_method,False,False,True,True
BNCI2014_001,2,1,class_stratified_half,source_only_tsmnet,72,72,"[36,36]","[36,36]",0.5,0.5,0.3333333333333333,6bc25e9e3aae737cef0ecb1f71f4d1143dc99fc72c62b0f8db9603fb87614c5b,61b1a2a45bcaaf945bf02f31607100dc183f9001840d62c2c3c0fa68a8f40192,ok,,990894dfb894e8b5a36f72956d37f3f1b7c7467ea47124176ba7b36f2bfb2a4b,fbee783dd3c62038661d371b9992159dcc5d7029a0a6963af5ea3c9f8a5a22c8,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,2,1,class_stratified_half,rct,72,72,"[36,36]","[36,36]",0.4583333333333333,0.45833333333333337,0.45739130434782604,36efab2d50d1ce273add936ff2356c86c86093c281b3f8618b45d9f7cfa5ec25,8357357a6c91f9ed7bcc0eed38f8c745f51e9243a13e891aea206502ba2d8200,ok,,990894dfb894e8b5a36f72956d37f3f1b7c7467ea47124176ba7b36f2bfb2a4b,fbee783dd3c62038661d371b9992159dcc5d7029a0a6963af5ea3c9f8a5a22c8,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,2,1,class_stratified_half,spdim_geodesic,72,72,"[36,36]","[36,36]",0.4583333333333333,0.45833333333333337,0.45739130434782604,36efab2d50d1ce273add936ff2356c86c86093c281b3f8618b45d9f7cfa5ec25,40480d1d728afe1b9329de6e8665ac3b88d1c7dd5b01a7fb13e9af5b260812ac,ok,,990894dfb894e8b5a36f72956d37f3f1b7c7467ea47124176ba7b36f2bfb2a4b,fbee783dd3c62038661d371b9992159dcc5d7029a0a6963af5ea3c9f8a5a22c8,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,2,1,class_stratified_half,spdim_bias,72,72,"[36,36]","[36,36]",0.4583333333333333,0.4583333333333333,0.4582288250048234,9c7593cbb561364594ad96efb82db8d591107d3e9c9153c3b4d0ed3f08054870,8d1d7ca25b2698dd909d609b697033ed98a614259b3bd78e1e40efe8038dfa2c,ok,,990894dfb894e8b5a36f72956d37f3f1b7c7467ea47124176ba7b36f2bfb2a4b,fbee783dd3c62038661d371b9992159dcc5d7029a0a6963af5ea3c9f8a5a22c8,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,2,1,class_stratified_half,Joint-GEM,72,72,"[36,36]","[36,36]",0.5,0.5,0.49961389961389957,50cf2d04705c47fee33b23757fc43d2340869241776bd62e4c635d1f0c930e1e,36547e4ef2a15ab6ac8cdcb7435db7fb84bea2cf1a93927e62c4eeed3ad36f99,ok,,990894dfb894e8b5a36f72956d37f3f1b7c7467ea47124176ba7b36f2bfb2a4b,fbee783dd3c62038661d371b9992159dcc5d7029a0a6963af5ea3c9f8a5a22c8,P12_new_method,False,False,True,True
BNCI2014_001,2,1,class_stratified_half,FP-GEM,72,72,"[36,36]","[36,36]",0.5277777777777778,0.5277777777777778,0.5263157894736843,3e6de64faf71fa8ac3ccf44493b01e89f8c7b29364800e142cd7b9d98ce48f5f,310a20b34dea429357160eb6098b1ade57cd4040a6a523432f3e2ad34885ab1b,ok,,990894dfb894e8b5a36f72956d37f3f1b7c7467ea47124176ba7b36f2bfb2a4b,fbee783dd3c62038661d371b9992159dcc5d7029a0a6963af5ea3c9f8a5a22c8,P12_new_method,False,False,True,True
BNCI2014_001,2,2,class_stratified_half,source_only_tsmnet,72,72,"[36,36]","[36,36]",0.5138888888888888,0.5138888888888888,0.4032678190859579,13f8a185f3b8c401dbd7a1eb51da8ed6c34e0caf5c961003dbd195196f53ed65,93185c4dcdcf88d1168cb5bd00b0d38d7a4a733186228684438d1e21ac071cb0,ok,,5be61115f2742d8753e3c30fd7b47e2be3f70817c1e2db4f2d4bdc240af621cd,d9d3d4a7b99ee7fd092505c0d72d6c9397fa5bd66ebd9be7026bf3b4e519d1fa,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,2,2,class_stratified_half,rct,72,72,"[36,36]","[36,36]",0.4583333333333333,0.4583333333333333,0.4582288250048234,3d0238253e042fd57f71aaf952f627f68ffe7636ebf53d8c4686cd342a9787d1,1f1cc8a1318afd4ee0d82c45943455bc95f9a1783189f37d9416861181e19666,ok,,5be61115f2742d8753e3c30fd7b47e2be3f70817c1e2db4f2d4bdc240af621cd,d9d3d4a7b99ee7fd092505c0d72d6c9397fa5bd66ebd9be7026bf3b4e519d1fa,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,2,2,class_stratified_half,spdim_geodesic,72,72,"[36,36]","[36,36]",0.4583333333333333,0.4583333333333333,0.4582288250048234,3d0238253e042fd57f71aaf952f627f68ffe7636ebf53d8c4686cd342a9787d1,413fc578d68fa7d2c68f236bcbbed2cb5f57c1fe7ff4612ce53185e0074c50b6,ok,,5be61115f2742d8753e3c30fd7b47e2be3f70817c1e2db4f2d4bdc240af621cd,d9d3d4a7b99ee7fd092505c0d72d6c9397fa5bd66ebd9be7026bf3b4e519d1fa,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,2,2,class_stratified_half,spdim_bias,72,72,"[36,36]","[36,36]",0.4305555555555556,0.4305555555555556,0.4295652173913044,87fb5b9e550ac8dc20ca3f6c4c7df914336c835b08094916acb581ed06e184f9,5d2001ca59e0a20ba3af1bbf3cead4b8f3edb8a9e327a5732a450507057b1a0e,ok,,5be61115f2742d8753e3c30fd7b47e2be3f70817c1e2db4f2d4bdc240af621cd,d9d3d4a7b99ee7fd092505c0d72d6c9397fa5bd66ebd9be7026bf3b4e519d1fa,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,2,2,class_stratified_half,Joint-GEM,72,72,"[36,36]","[36,36]",0.5,0.5,0.48035284683239776,856560fd4f25f63a99edb4c8ff0d62fee9c317fa88affc444e7c5a551b9c6b14,425113c00d3f7b2fd859d340c64a9c64ee15d32323d83dff90aff96db472fb87,ok,,5be61115f2742d8753e3c30fd7b47e2be3f70817c1e2db4f2d4bdc240af621cd,d9d3d4a7b99ee7fd092505c0d72d6c9397fa5bd66ebd9be7026bf3b4e519d1fa,P12_new_method,False,False,True,True
BNCI2014_001,2,2,class_stratified_half,FP-GEM,72,72,"[36,36]","[36,36]",0.4583333333333333,0.45833333333333337,0.4497354497354497,4d7f0a27d1ff56209f9ef525352697aff232047f2903db7ecc6beabd63640f2f,6ceb65c664ecdb698cf087196063dbddeb4bba4e63f65f015feefb736fc94d05,ok,,5be61115f2742d8753e3c30fd7b47e2be3f70817c1e2db4f2d4bdc240af621cd,d9d3d4a7b99ee7fd092505c0d72d6c9397fa5bd66ebd9be7026bf3b4e519d1fa,P12_new_method,False,False,True,True
BNCI2014_001,3,0,class_stratified_half,source_only_tsmnet,72,72,"[36,36]","[36,36]",0.8333333333333334,0.8333333333333333,0.8300550747442959,bd548a2829e512300f1add6663db72206495ac9f1943489c626f3fbd33bd4717,fb1e0a129e45bcba1f6758624c3395a3dbef4a43d93266ed38d628db1db814b0,ok,,4117dc3d197902e31041a13ba91c28e9ef4d47076892c7ea71006860468fe7c5,a3345865160d19b1569c4a82c54e08cbfe2d4af7c74a332b4608ee6644095257,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,3,0,class_stratified_half,rct,72,72,"[36,36]","[36,36]",0.875,0.875,0.873807205452775,44a12b2181179a01214f02e49f7adcf77a51443397554895f238ae90129fc4f4,8990868ce45287e185c0f1e195e6db6d2c4b2ac571afc6903e5b2cbfe2f162ee,ok,,4117dc3d197902e31041a13ba91c28e9ef4d47076892c7ea71006860468fe7c5,a3345865160d19b1569c4a82c54e08cbfe2d4af7c74a332b4608ee6644095257,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,3,0,class_stratified_half,spdim_geodesic,72,72,"[36,36]","[36,36]",0.875,0.875,0.873807205452775,44a12b2181179a01214f02e49f7adcf77a51443397554895f238ae90129fc4f4,d4680413363c3bd9ab0638dd2ff3e09cda7a958edb5aa483f9b3f44b16672849,ok,,4117dc3d197902e31041a13ba91c28e9ef4d47076892c7ea71006860468fe7c5,a3345865160d19b1569c4a82c54e08cbfe2d4af7c74a332b4608ee6644095257,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,3,0,class_stratified_half,spdim_bias,72,72,"[36,36]","[36,36]",0.875,0.875,0.873807205452775,44a12b2181179a01214f02e49f7adcf77a51443397554895f238ae90129fc4f4,172edec71ffee0f4855439313fd7761d62b0000feea7600edf5ab742bfad2b1f,ok,,4117dc3d197902e31041a13ba91c28e9ef4d47076892c7ea71006860468fe7c5,a3345865160d19b1569c4a82c54e08cbfe2d4af7c74a332b4608ee6644095257,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,3,0,class_stratified_half,Joint-GEM,72,72,"[36,36]","[36,36]",0.8194444444444444,0.8194444444444444,0.8133599202392822,a4f4597c2a9f6d975d8ebdb0c78d4b09459a43adeb3f2588b1f91cd0a0ffbed9,4f5abfc698cd46a0de3d25973a8fa6f08ab9913cd68d6fb5e36ae08b92df13b5,ok,,4117dc3d197902e31041a13ba91c28e9ef4d47076892c7ea71006860468fe7c5,a3345865160d19b1569c4a82c54e08cbfe2d4af7c74a332b4608ee6644095257,P12_new_method,False,False,True,True
BNCI2014_001,3,0,class_stratified_half,FP-GEM,72,72,"[36,36]","[36,36]",0.8194444444444444,0.8194444444444444,0.8133599202392822,a4f4597c2a9f6d975d8ebdb0c78d4b09459a43adeb3f2588b1f91cd0a0ffbed9,522c466d5be30a5b75c5a067f1fad92f9750630701fefea2217950464724e8b0,ok,,4117dc3d197902e31041a13ba91c28e9ef4d47076892c7ea71006860468fe7c5,a3345865160d19b1569c4a82c54e08cbfe2d4af7c74a332b4608ee6644095257,P12_new_method,False,False,True,True
BNCI2014_001,3,1,class_stratified_half,source_only_tsmnet,72,72,"[36,36]","[36,36]",0.6111111111111112,0.6111111111111112,0.5418181818181818,12db9cd4896b263f7c5ebbcb51f1410cb23fe61d3ef70c28e2c6b4982787a207,ef3f28894c33be3656bd3c34744d48e3df71420fbad06b263cb91a6001dc9a6a,ok,,f2e88a6ef61a3ca7bd06e3e8cc7dca872f73d56b3a209d57a6fcfc0a44a4b2ff,278b79aeaeae3641b4de9f44fa6b924e0ec6c3272913cdfe84fd0a35c8d72579,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,3,1,class_stratified_half,rct,72,72,"[36,36]","[36,36]",0.8333333333333334,0.8333333333333333,0.83125,fafb91c9e2e748b5a7908d183f4dad351a9db6e76d1a4534ef0dbaaafc9722d8,794b172e4667bd4db25c495458b42c51a4b998dd2c35d745956d3849a85deabd,ok,,f2e88a6ef61a3ca7bd06e3e8cc7dca872f73d56b3a209d57a6fcfc0a44a4b2ff,278b79aeaeae3641b4de9f44fa6b924e0ec6c3272913cdfe84fd0a35c8d72579,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,3,1,class_stratified_half,spdim_geodesic,72,72,"[36,36]","[36,36]",0.8472222222222222,0.8472222222222222,0.8447971781305115,d67d7d66c5a8737e4a858face7c2b8a6f7fd13dd99611314d18e9b4cbb6a2d15,aed98d9a232329366d72e1b7abb78eebfc4e1c1c4f1f5f838d8caf401bb2785f,ok,,f2e88a6ef61a3ca7bd06e3e8cc7dca872f73d56b3a209d57a6fcfc0a44a4b2ff,278b79aeaeae3641b4de9f44fa6b924e0ec6c3272913cdfe84fd0a35c8d72579,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,3,1,class_stratified_half,spdim_bias,72,72,"[36,36]","[36,36]",0.8333333333333334,0.8333333333333333,0.8300550747442959,bbd290ce1c0d61d596f03946ca8d2dd95b99bdd9d4393f3f26d65ec3eba58a63,27a78d35d1a7d4e9acebc230f7d7f08ff6b9f4cd1b2536dbf91a3225ed41126b,ok,,f2e88a6ef61a3ca7bd06e3e8cc7dca872f73d56b3a209d57a6fcfc0a44a4b2ff,278b79aeaeae3641b4de9f44fa6b924e0ec6c3272913cdfe84fd0a35c8d72579,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,3,1,class_stratified_half,Joint-GEM,72,72,"[36,36]","[36,36]",0.875,0.875,0.8743942624539639,c4fa8d9f32bd82c8b629afbc2a269e31fe504b0e4a7ba83c8e309d1b5145461f,31561eb6e22be191c5b45663312151c0c15daaca5d7d7a9747276d7f1efe6e59,ok,,f2e88a6ef61a3ca7bd06e3e8cc7dca872f73d56b3a209d57a6fcfc0a44a4b2ff,278b79aeaeae3641b4de9f44fa6b924e0ec6c3272913cdfe84fd0a35c8d72579,P12_new_method,False,False,True,True
BNCI2014_001,3,1,class_stratified_half,FP-GEM,72,72,"[36,36]","[36,36]",0.8888888888888888,0.8888888888888888,0.8885448916408669,8926ebe42a88ee5072bc1a0bf43b554393a3b1a20e855957ee9df4f177268aee,06ca44d5e2658b129323cb19fc088c4e93ae3c4792b8c73cef03d5c610cebaa7,ok,,f2e88a6ef61a3ca7bd06e3e8cc7dca872f73d56b3a209d57a6fcfc0a44a4b2ff,278b79aeaeae3641b4de9f44fa6b924e0ec6c3272913cdfe84fd0a35c8d72579,P12_new_method,False,False,True,True
BNCI2014_001,3,2,class_stratified_half,source_only_tsmnet,72,72,"[36,36]","[36,36]",0.5694444444444444,0.5694444444444444,0.47146578261899125,218aba98880a9e70d66fae58e61663c1d149835fbbea6e684804ac5b43b5545c,c4f311388ec70eb4dd22a9aa4f8a777c6f8eadf92eeae9ca9f4ad99ed748fa3a,ok,,2fcd5fc31f0c6d663808a50aa291a7cd96daaed364e4ba65e337574eb8e36ec0,55a95ff7fe16aa25accd1455195bd9d7672cce130239c36cece2143170d78ed1,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,3,2,class_stratified_half,rct,72,72,"[36,36]","[36,36]",0.8888888888888888,0.8888888888888888,0.8881118881118881,2db52af799b04e22c32614e1c36f0e1f5322e6a084c2d508018940d8d8b1a686,ffe661cb827baa384a3079c6275bee67ce34a454387a5f20c67a89c88e92dcb9,ok,,2fcd5fc31f0c6d663808a50aa291a7cd96daaed364e4ba65e337574eb8e36ec0,55a95ff7fe16aa25accd1455195bd9d7672cce130239c36cece2143170d78ed1,P12_same_checkpoint_control,False,False,True,True
BNCI2014_001,3,2,class_stratified_half,spdim_geodesic,72,72,"[36,36]","[36,36]",0.875,0.875,0.873807205452775,609a09fd39312395cc419675a72f3dfdfa3a7d0bb9710a9e403cf254151431f1,342e8f89f95aecf832119303ba1e21f74165909466572cc1ab524f3bf817871f,ok,,2fcd5fc31f0c6d663808a50aa291a7cd96daaed364e4ba65e337574eb8e36ec0,55a95ff7fe16aa25accd1455195bd9d7672cce130239c36cece2143170d78ed1,P12_same_checkpoint_control,False,False,True,True
