unit_id,target,primary,seed,level,regime,epoch,trajectory_order,checkpoint_id,checkpoint_file_sha256,sidecar_sha256,optimizer_state_hash,instrumentation_manifest_sha256,all_replay_gates_passed
c79_593d1ac84c8992cbefca,4,0,4,1,OACI,4,1,cd0279e4bdaaa03f4aba0bc3425e46838013483f8145f80cfcb7079b1d6d3f73,f1a4d7a9f39717b26c0315f5c920574f0697aa9fe4d1950be807a93996beb3e5,bd7268aef9d08befd003e4c6ba93e9d2433f6db2e95716fd418c92ac0d9282b1,e00b0ea625405ebf429dadae29b6466eda4df60cd5703155092f64fdba91a721,316935d146cf7c88c1ac1db0ae538f5456a6f71438b01e0552296843891de7a9,1
c79_a708097e59a183ef20fe,4,0,4,1,OACI,9,2,5b1e0c9c72eb3eb51b2d2cfd8058c7e720912f2d084feef3d0ee315596f13b2f,81bccf6ff0d38a6bc78a1e1b71a54f1f5f11aafba3a124ca613c5c534b49da86,0905634054e75502c076fa0460b08e0977787aa5d78ccddc32856f9ba0732afa,eaa4ea1cba159fdc1d280690c61d2a15a306146dc29788e6feab87d3a48f0b58,2393d2a7f1f0df5b4be299f8e7603ad8fc4a276d18183339e5cde4303d1879a3,1
c79_d4e61061db8d30c4715b,4,0,4,1,OACI,14,3,30b1a3c02e928e1866c573c3027772d0476c2f226b520c3434250163f6603d91,a9472f4c8f9c403f072c4a5a8487d11ec80d6675923e49935bad23c4b66cd4af,704d4588c6f802e0f81dd9ebb903c21f1a66737f10188482da21572d2d9bd92b,944bfe17fdde77bcee0633442eebf736360850695b7ee3b58fb05ea54dd86961,b8348c3330ce541ced5a79d07b27a5324278a10c800370e23f040d0c9611a334,1
c79_4b5fb2792f01c7a2b8cb,4,0,4,1,OACI,19,4,61317e7397d96b53f245045f4b79157490068ec335536997d8b56f7c56c38d00,7cfdfeb0b6f67639f95ab0c0641762b9b9b43b54374be16a60401e4e1f95f9e1,44e16fbb54d2358f9c6354f2df9466b1227a34151fec57855de2d682ef75d161,863f93ae0dc8876c503a45c550681dbfb719ab2be0acfd781dc131d26ca228ea,6f3272fd31b29729e110247085c06a56f0fdbfead0396a5da34e4f031e62d9ab,1
c79_262ff660dd0aa603152e,4,0,4,1,OACI,24,5,bdc8124a19d530cd47c23707ef9fc80ac21516d7e503a0f43d528063b1c83c54,06be66e70721d0c6fe012df798e913c02049f5c5f0d8f74e320b623e157cb0de,f14da0eaeb10327dbc2351351f99f5d19ce6094b02aafbb35bdd81045e0749cf,440acf25d418416d4c2f781989de160722e246a4a80c94347711c93292b9dbd6,5161929fff763ebaf19e5b36f915b46354be78cd55898d388a40de237114b101,1
c79_7e3e9ac125809da4dbbe,4,0,4,1,OACI,29,6,b8d8406c2fd57214c9dd654e9258b719cb4f37599a5ac6469bc6ceb49668d494,cad2e0198077b57af9291e3f375cbe4e0d8e9c19040d2955670ffc3066eef3c3,9926942385f453237bd11677822a4cfc303505a0d16d5326252e2511f94cf190,17ef8db377d1da0a44b415a5694dcd2808f85a31ec34fb369abfcd583ef15bd7,b1acf301dcfda678c31f53d82c54f2996975f846a58c49083c85ca9378e85772,1
c79_f1be1e939a7b1b518129,4,0,4,1,OACI,34,7,0366561c8b070062c4ce5f9ff7a6010aa4664a3dc1c21da889d001e38ad15a39,3ee8f41655b4111c28a5af1e10cad9f4a1cbe3a973340522ba03c5950b356eac,3763c821ac500b8afd1e067366cf3cdb420d5868c7b95e8b96a9f3eebafaead0,10e9c65ebfae71d6d397430a53a52f004ae21bee11f2eba6c3f98e48164bc787,47e92fb87cdc303d766bcc3229a5d2436af670f5fe31d9220f513294de37f62b,1
c79_ce0a65d04bd832e1293a,4,0,4,1,OACI,39,8,26f6bee1864ce517ee868e6e1b8e81844aec696d173a8ade3dff7eb80a269e60,6adf1e8d84926b0b8708d6f0ec2757450173864c7c094c303bfa104219b4df66,a55f5d1d05cf547c82cbb3aa7fa188329032980512b9f9ead986607ae3b87dc8,0b6f73276a2caec5ca2306d544b8c975e6863e7b2912d0f1edcd7d85cf4c37c7,57754762ac089bb71018e8d1411c5259b7ad83617f490d66b783a385db988355,1
c79_0e956184c30a774a7eb7,4,0,4,1,OACI,44,9,9e85e03060729807e49646054a541df4a916af89ade99aa2aa8442553a410815,ff30d4254ab10544c9b739ac5c5bd03cca1ff29bd73d12d81095b04c976e29ad,25933df860206163fef1c39df993860b274c66d3e70f3e94c670cd668eb2c09e,474af566b41845df93349b41f94d5dd1d6c4e7c125227c5c1a046795f0731e2d,56fd96302462659599d7d4344c2825c0c98819c3c1434ce3cde0704a004c46ed,1
c79_45918db122e242fd17e4,4,0,4,1,OACI,49,10,bb91c239598d847e68b8902d9161f6e921159bb34a309029c267642c53cc4ded,f429e44bd7c942e4016bbd11a78d2c20a3c208049489fc37c33eec068dee1579,1b0b743ec354cfaec793eec0e0b01798abc2f8a6a0f3f9c4d098d33e9092fba4,dd747fa89794b3fd25ec52cbd413c895d27f64aa27f4d33255ce78d629790075,25b838b73ec8c449bf2a808087b67e5344d583751edc3dc5a9fcefc58a41f6a0,1
c79_1f0a35699b3a7a846121,4,0,4,1,OACI,54,11,aa4d368ed98bcb883abe07d458aa8781a88ce7d14986cd57d7895cddb6afdd7a,50fb7b1bd660fe46ae6cdc7f8338af61275be8c31c4e30c0d3f5b145ffbfee4b,1702558e2253697b63179223b92062549a6b747a04fed502dd3671988cc7d50f,053e51ecce7caf1ce955386ce596be55d0a073e5fd2c5eeb719cc9dc3ad2bbb2,a6ff45bc758af45dd0ececba471a01ed39204126c03fe159b07c2ad2b78cf965,1
c79_b1a2f822f59147b2d153,4,0,4,1,OACI,59,12,c435201ce29f158b517dd8d80758ec327c79e7632dd6f83d46a63205257ea483,86ca9c722d2c2561e732a7ed2220e36c9f47c1e2dc377cdde60b807cd3e96a07,9fc5604fe31395a4424ef94837618a2cdaff6581aa05bb14240d8735b9914640,2853516feb8fafeecc66e66c9f6a0a4ba65a35d1d76605d1ebb9e7e2fa9a7719,d110d0d2584ced1dc2c0b36e46147d9fedd36d227f118751a8ea83643d5d990c,1
c79_0bda811326a696e859d5,4,0,4,1,OACI,64,13,f08ca4773f6ad14d4e59e488f998e1a9625baa0aa2b3aa8579c774fcd016a1e7,5a5f6a468223b04ec85a49c7d24ebaad2dd9d695e232908e0e17fecbab53348f,cb4f3c8efd526d78964f8ad15ab206f43001b4953ac0c70786fb47f6df24bcc3,93a83133e0dc039e4166810e9e20e82758728e06b7a7094f556b7c62bb71dcea,66540e92b960b5e36834da3658a2fa354be6f4275b7f09bb9cf29d20de91693d,1
