null,path,kernel,bandwidth_factor,statistic,observed,null_mean,null_p95,uncorrected_p,global_family_max_stat_p,bandwidth_selected_inside_null,null_replicates
checkpoint_block_permutation,strict_source,rbf,2.0,normalized_alignment,-0.0017771019711968201,-0.004435275802766622,-0.0038094481130604638,0.002,1.0,1,499
checkpoint_block_permutation,strict_source,rbf,2.0,centered_hsic,0.065426721453155,0.03286499353544216,0.04035824940110425,0.002,0.002,1,499
checkpoint_block_permutation,strict_source,laplacian,0.5,normalized_alignment,0.04099883456167877,0.0063901794329923895,0.009636314535279801,0.002,1.0,1,499
checkpoint_block_permutation,strict_source,laplacian,0.5,centered_hsic,0.09824544007631265,0.04681931204136053,0.05164492761833614,0.002,0.002,1,499
checkpoint_block_permutation,strict_source,laplacian,1.0,normalized_alignment,0.018825731200643753,0.0011029203348512382,0.003055102662530831,0.002,1.0,1,499
checkpoint_block_permutation,strict_source,laplacian,1.0,centered_hsic,0.09104801647558114,0.04254151977578702,0.04790311243075585,0.002,0.002,1,499
checkpoint_block_permutation,strict_source,laplacian,2.0,normalized_alignment,0.005809625775296562,-0.002489301619501865,-0.0014263048812164037,0.002,1.0,1,499
checkpoint_block_permutation,strict_source,laplacian,2.0,centered_hsic,0.08601783254773394,0.04047655441782529,0.04615662751159535,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,rbf,0.5,normalized_alignment,0.05628235695403061,0.014837790351833293,0.019261049635885746,0.002,0.37,1,499
checkpoint_block_permutation,target_unlabeled,rbf,0.5,centered_hsic,0.10193504302484019,0.04481829275600352,0.0508663241206004,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,rbf,1.0,normalized_alignment,0.019605823875086234,0.0030392237086736586,0.004910997316198264,0.002,1.0,1,499
checkpoint_block_permutation,target_unlabeled,rbf,1.0,centered_hsic,0.09776226730128994,0.042712618191096674,0.048825558871847606,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,rbf,2.0,normalized_alignment,0.0010102737336646357,-0.0036375588539420247,-0.0030451251753928063,0.002,1.0,1,499
checkpoint_block_permutation,target_unlabeled,rbf,2.0,centered_hsic,0.09468941476928372,0.04083666879612975,0.04751313415715781,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,0.5,normalized_alignment,0.05135428266262085,0.012914130946702249,0.016738155951128937,0.002,0.874,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,0.5,centered_hsic,0.11152053213733851,0.0551787435595765,0.06071889054541294,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,1.0,normalized_alignment,0.026830450805112087,0.00486022889912091,0.007002526537033534,0.002,1.0,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,1.0,centered_hsic,0.10952463346637258,0.0514556436184409,0.057049782776460924,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,2.0,normalized_alignment,0.010465199200752959,-0.0005936856926995852,0.0004972069407380006,0.002,1.0,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,2.0,centered_hsic,0.10772429568491568,0.049420130819041994,0.055150721657117145,0.002,0.002,1,499
trajectory_preserving_permutation,strict_source,rbf,0.5,normalized_alignment,0.04458705290349839,0.008377180720079208,0.012305253850004893,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,rbf,0.5,centered_hsic,0.08733719902697767,0.036463839291990194,0.041965114001647714,0.002,0.002,1,499
trajectory_preserving_permutation,strict_source,rbf,1.0,normalized_alignment,0.011477791222821863,0.00022276440384799264,0.00213975262044839,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,rbf,1.0,centered_hsic,0.07332251571025442,0.034313303390476765,0.04067287912926713,0.002,0.002,1,499
trajectory_preserving_permutation,strict_source,rbf,2.0,normalized_alignment,-0.0017771019711968201,-0.004417170128070639,-0.0037588772753082487,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,rbf,2.0,centered_hsic,0.065426721453155,0.03308180694159678,0.0406822384349145,0.002,0.008,1,499
trajectory_preserving_permutation,strict_source,laplacian,0.5,normalized_alignment,0.04099883456167877,0.006579580351487202,0.009843280805571866,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,laplacian,0.5,centered_hsic,0.09824544007631265,0.047096225079576046,0.05188642505711551,0.002,0.002,1,499
trajectory_preserving_permutation,strict_source,laplacian,1.0,normalized_alignment,0.018825731200643753,0.001199643099723812,0.003156091118616661,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,laplacian,1.0,centered_hsic,0.09104801647558114,0.0428001493422787,0.04810486985066783,0.002,0.002,1,499
trajectory_preserving_permutation,strict_source,laplacian,2.0,normalized_alignment,0.005809625775296562,-0.0024425663779536967,-0.0013846794437158115,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,laplacian,2.0,centered_hsic,0.08601783254773394,0.0407275001076371,0.046411107136264965,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,0.5,normalized_alignment,0.05628235695403061,0.014977105506410206,0.019525609562541044,0.002,0.394,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,0.5,centered_hsic,0.10193504302484019,0.04500567267912863,0.051183078579921125,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,1.0,normalized_alignment,0.019605823875086234,0.003098695379962076,0.005191351238565724,0.002,1.0,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,1.0,centered_hsic,0.09776226730128994,0.042920423433972364,0.0499879609749621,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,2.0,normalized_alignment,0.0010102737336646357,-0.003622693493314596,-0.002996087281113234,0.002,1.0,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,2.0,centered_hsic,0.09468941476928372,0.041046183732480646,0.04830778426816663,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,0.5,normalized_alignment,0.05135428266262085,0.013081070070429792,0.01682963461345849,0.002,0.904,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,0.5,centered_hsic,0.11152053213733851,0.055420928670029054,0.06088491561585462,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,1.0,normalized_alignment,0.026830450805112087,0.0049460825976505645,0.007330397377330601,0.002,1.0,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,1.0,centered_hsic,0.10952463346637258,0.05168363841042357,0.0579354566879505,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,2.0,normalized_alignment,0.010465199200752959,-0.0005526790737225086,0.0006590456178650991,0.002,1.0,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,2.0,centered_hsic,0.10772429568491568,0.04964155021177676,0.05609243932971794,0.002,0.002,1,499
candidate_within_target_regime_permutation,strict_source,rbf,0.5,normalized_alignment,0.04458705290349839,0.008001595740137058,0.012307199441110915,0.002,0.996,1,499
candidate_within_target_regime_permutation,strict_source,rbf,0.5,centered_hsic,0.08733719902697767,0.03612374436093868,0.042205534374086716,0.002,0.002,1,499
candidate_within_target_regime_permutation,strict_source,rbf,1.0,normalized_alignment,0.011477791222821863,0.0002715929122991196,0.0025403552570505195,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,rbf,1.0,centered_hsic,0.07332251571025442,0.0348959708818605,0.04300174800072145,0.002,0.002,1,499
candidate_within_target_regime_permutation,strict_source,rbf,2.0,normalized_alignment,-0.0017771019711968201,-0.004397678367206527,-0.00372209479349198,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,rbf,2.0,centered_hsic,0.065426721453155,0.03368749591809011,0.04181767974734693,0.002,0.004,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,0.5,normalized_alignment,0.04099883456167877,0.006026040628017814,0.009874918152586629,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,0.5,centered_hsic,0.09824544007631265,0.04679056440006485,0.05245070517693806,0.002,0.002,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,1.0,normalized_alignment,0.018825731200643753,0.0010351460353559537,0.0033460168735319276,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,1.0,centered_hsic,0.09104801647558114,0.042774012771145516,0.04901648854276643,0.002,0.002,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,2.0,normalized_alignment,0.005809625775296562,-0.0024886205910373705,-0.001261658673840941,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,2.0,centered_hsic,0.08601783254773394,0.04088917802120761,0.04771713148716394,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,0.5,normalized_alignment,0.05628235695403061,0.013441144877240801,0.01866002337614299,0.002,0.166,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,0.5,centered_hsic,0.10193504302484019,0.04312799814267755,0.050264389850483294,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,1.0,normalized_alignment,0.019605823875086234,0.003034830432578087,0.005627856565295834,0.002,1.0,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,1.0,centered_hsic,0.09776226730128994,0.043398210727569705,0.05195986512295658,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,2.0,normalized_alignment,0.0010102737336646357,-0.0036038673000835654,-0.002784190573407199,0.002,1.0,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,2.0,centered_hsic,0.09468941476928372,0.04212485717924439,0.05152371781308052,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,0.5,normalized_alignment,0.05135428266262085,0.01064923182304352,0.015138578398255319,0.002,0.59,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,0.5,centered_hsic,0.11152053213733851,0.052556095419594336,0.059051462654493236,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,1.0,normalized_alignment,0.026830450805112087,0.004029641744141413,0.006719004239685248,0.002,1.0,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,1.0,centered_hsic,0.10952463346637258,0.04997315671121968,0.05716801434741038,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,2.0,normalized_alignment,0.010465199200752959,-0.000888256802231294,0.0005716857022351683,0.002,1.0,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,2.0,centered_hsic,0.10772429568491568,0.048640287452365864,0.0566927682683527,0.002,0.002,1,499
identity_only_matched_null,strict_source,rbf,0.5,normalized_alignment,0.04458705290349839,0.017640765688914758,0.02138115303366547,0.002,1.0,1,499
identity_only_matched_null,strict_source,rbf,0.5,centered_hsic,0.08733719902697767,0.06758618250513236,0.07343087075201254,0.002,1.0,1,499
identity_only_matched_null,strict_source,rbf,1.0,normalized_alignment,0.011477791222821863,0.003198482830570297,0.00475989634569334,0.002,1.0,1,499
identity_only_matched_null,strict_source,rbf,1.0,centered_hsic,0.07332251571025442,0.059285157892591984,0.0659825973687078,0.002,1.0,1,499
identity_only_matched_null,strict_source,rbf,2.0,normalized_alignment,-0.0017771019711968201,-0.0036616838840318267,-0.0031930689071159816,0.002,1.0,1,499
identity_only_matched_null,strict_source,rbf,2.0,centered_hsic,0.065426721453155,0.05558871270880579,0.06275956858654765,0.026,1.0,1,499
identity_only_matched_null,strict_source,laplacian,0.5,normalized_alignment,0.04099883456167877,0.01120981918709172,0.013942740709825702,0.002,1.0,1,499
identity_only_matched_null,strict_source,laplacian,0.5,centered_hsic,0.09824544007631265,0.082633688932764,0.08751807653707973,0.002,0.97,1,499
identity_only_matched_null,strict_source,laplacian,1.0,normalized_alignment,0.018825731200643753,0.0034772695194264748,0.005032925740781037,0.002,1.0,1,499
identity_only_matched_null,strict_source,laplacian,1.0,centered_hsic,0.09104801647558114,0.07487593843419672,0.0806409154521565,0.002,1.0,1,499
identity_only_matched_null,strict_source,laplacian,2.0,normalized_alignment,0.005809625775296562,-0.0012374094249379146,-0.00042556086115773763,0.002,1.0,1,499
identity_only_matched_null,strict_source,laplacian,2.0,centered_hsic,0.08601783254773394,0.07025302655769738,0.0765635028646287,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,rbf,0.5,normalized_alignment,0.05628235695403061,0.03511723686172296,0.039362084341974184,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,rbf,0.5,centered_hsic,0.10193504302484019,0.0917773376294642,0.09838155860231207,0.008,0.792,1,499
identity_only_matched_null,target_unlabeled,rbf,1.0,normalized_alignment,0.019605823875086234,0.013064271586203744,0.014793421200043694,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,rbf,1.0,centered_hsic,0.09776226730128994,0.09523295263159683,0.1024796928155258,0.252,0.978,1,499
identity_only_matched_null,target_unlabeled,rbf,2.0,normalized_alignment,0.0010102737336646357,-0.000612775501156441,-4.948727585036361e-05,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,rbf,2.0,centered_hsic,0.09468941476928372,0.09373306629131123,0.1016375907062762,0.422,1.0,1,499
identity_only_matched_null,target_unlabeled,laplacian,0.5,normalized_alignment,0.05135428266262085,0.025576416317823824,0.028630844590089896,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,laplacian,0.5,centered_hsic,0.11152053213733851,0.10435980810270312,0.10986300538746402,0.018,0.034,1,499
identity_only_matched_null,target_unlabeled,laplacian,1.0,normalized_alignment,0.026830450805112087,0.012716489233205602,0.014448636263749794,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,laplacian,1.0,centered_hsic,0.10952463346637258,0.10434361091751877,0.11079149179896161,0.09,0.092,1,499
identity_only_matched_null,target_unlabeled,laplacian,2.0,normalized_alignment,0.010465199200752959,0.003860458504394591,0.0047734074008615405,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,laplacian,2.0,centered_hsic,0.10772429568491568,0.10305503180523634,0.10974180120984525,0.124,0.18,1,499
nested_bandwidth_null,strict_source,rbf,0.5,normalized_alignment,0.04458705290349839,0.008383168117214044,0.0122831727142215,0.002,1.0,1,499
nested_bandwidth_null,strict_source,rbf,0.5,centered_hsic,0.08733719902697767,0.03647552973735937,0.04195674755822406,0.002,0.002,1,499
nested_bandwidth_null,strict_source,rbf,1.0,normalized_alignment,0.011477791222821863,0.00023460018531835873,0.0021384229008843455,0.002,1.0,1,499
nested_bandwidth_null,strict_source,rbf,1.0,centered_hsic,0.07332251571025442,0.0343553092813584,0.04090860863667825,0.002,0.002,1,499
nested_bandwidth_null,strict_source,rbf,2.0,normalized_alignment,-0.0017771019711968201,-0.0044102539500905005,-0.003810191999152335,0.002,1.0,1,499
nested_bandwidth_null,strict_source,rbf,2.0,centered_hsic,0.065426721453155,0.03317147823009159,0.040259812530432204,0.002,0.008,1,499
nested_bandwidth_null,strict_source,laplacian,0.5,normalized_alignment,0.04099883456167877,0.006570954957517233,0.010017013390393174,0.002,1.0,1,499
nested_bandwidth_null,strict_source,laplacian,0.5,centered_hsic,0.09824544007631265,0.04708693705840973,0.05214350860465721,0.002,0.002,1,499
nested_bandwidth_null,strict_source,laplacian,1.0,normalized_alignment,0.018825731200643753,0.0012037304132145926,0.003181073973936174,0.002,1.0,1,499
nested_bandwidth_null,strict_source,laplacian,1.0,centered_hsic,0.09104801647558114,0.04281625917478399,0.04836354301199589,0.002,0.002,1,499
nested_bandwidth_null,strict_source,laplacian,2.0,normalized_alignment,0.005809625775296562,-0.002437374687280006,-0.0013471888501684428,0.002,1.0,1,499
nested_bandwidth_null,strict_source,laplacian,2.0,centered_hsic,0.08601783254773394,0.04076112146027218,0.046680782844896164,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,rbf,0.5,normalized_alignment,0.05628235695403061,0.015118455499170461,0.01970636744365509,0.002,0.398,1,499
nested_bandwidth_null,target_unlabeled,rbf,0.5,centered_hsic,0.10193504302484019,0.04520211357255305,0.05154463935159122,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,rbf,1.0,normalized_alignment,0.019605823875086234,0.00312049343195132,0.005242567890171029,0.002,1.0,1,499
nested_bandwidth_null,target_unlabeled,rbf,1.0,centered_hsic,0.09776226730128994,0.04295897518528313,0.04956969893847605,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,rbf,2.0,normalized_alignment,0.0010102737336646357,-0.0036224499677395485,-0.002974641073183966,0.002,1.0,1,499
nested_bandwidth_null,target_unlabeled,rbf,2.0,centered_hsic,0.09468941476928372,0.04099747153996108,0.04783679859349593,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,laplacian,0.5,normalized_alignment,0.05135428266262085,0.013206406090506705,0.017440267035117307,0.002,0.916,1,499
nested_bandwidth_null,target_unlabeled,laplacian,0.5,centered_hsic,0.11152053213733851,0.055604887192939316,0.06184010541253795,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,laplacian,1.0,normalized_alignment,0.026830450805112087,0.005002167334330332,0.007385130671080622,0.002,1.0,1,499
nested_bandwidth_null,target_unlabeled,laplacian,1.0,centered_hsic,0.10952463346637258,0.05182071711971619,0.05791348702705253,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,laplacian,2.0,normalized_alignment,0.010465199200752959,-0.0005303832461032404,0.0007077824970527595,0.002,1.0,1,499
nested_bandwidth_null,target_unlabeled,laplacian,2.0,centered_hsic,0.10772429568491568,0.04973812225774853,0.05599244344645867,0.002,0.002,1,499
