path,level,group,rows,association
strict_source,within_target_x_level_x_regime,target-2|level-1|SRC,40,0.0904766746581761
strict_source,within_target_x_level_x_regime,target-3|level-0|OACI,40,-0.017615804754372313
strict_source,within_target_x_level_x_regime,target-3|level-0|SRC,40,0.03540850420392048
strict_source,within_target_x_level_x_regime,target-3|level-1|OACI,40,-0.01882206790462314
strict_source,within_target_x_level_x_regime,target-3|level-1|SRC,40,0.011767555851322586
strict_source,within_target_x_level_x_regime,target-5|level-0|OACI,40,-0.025523597527201552
strict_source,within_target_x_level_x_regime,target-5|level-0|SRC,40,-0.022975015386525736
strict_source,within_target_x_level_x_regime,target-5|level-1|OACI,40,-0.021525148628187992
strict_source,within_target_x_level_x_regime,target-5|level-1|SRC,40,0.09823776307251848
strict_source,within_target_x_level_x_regime,target-6|level-0|OACI,40,-0.0008561532722419573
strict_source,within_target_x_level_x_regime,target-6|level-0|SRC,40,0.005262707159556068
strict_source,within_target_x_level_x_regime,target-6|level-1|OACI,40,-0.011423580182405758
strict_source,within_target_x_level_x_regime,target-6|level-1|SRC,40,-0.006727801715674031
strict_source,within_target_x_level_x_regime,target-7|level-0|OACI,40,-0.008820388846587224
strict_source,within_target_x_level_x_regime,target-7|level-0|SRC,40,0.006065143112433078
strict_source,within_target_x_level_x_regime,target-7|level-1|OACI,40,-0.021064527074162835
strict_source,within_target_x_level_x_regime,target-7|level-1|SRC,40,-0.01343048430953283
strict_source,within_target_x_level_x_regime,target-8|level-0|OACI,40,0.029240781599362223
strict_source,within_target_x_level_x_regime,target-8|level-0|SRC,40,0.013288363982671835
strict_source,within_target_x_level_x_regime,target-8|level-1|OACI,40,0.009289315470542467
strict_source,within_target_x_level_x_regime,target-8|level-1|SRC,40,-0.01866849651884953
strict_source,within_target_x_level_x_regime,target-9|level-0|OACI,40,0.006637704299455902
strict_source,within_target_x_level_x_regime,target-9|level-0|SRC,40,0.009002551899768474
strict_source,within_target_x_level_x_regime,target-9|level-1|OACI,40,0.046954768119481176
strict_source,within_target_x_level_x_regime,target-9|level-1|SRC,40,0.04523306164469404
strict_source,within_regime,ERM,16,-0.04818831009737666
strict_source,within_regime,OACI,640,7.242550206597668e-05
strict_source,within_regime,SRC,640,0.0008890986731039841
target_unlabeled,pooled,ALL,1296,0.013616144562423379
target_unlabeled,within_target,1,162,0.11554171944818867
target_unlabeled,within_target,2,162,0.11817139364563278
target_unlabeled,within_target,3,162,0.06667084179611234
target_unlabeled,within_target,5,162,0.054961681560943804
target_unlabeled,within_target,6,162,0.1235510722771608
target_unlabeled,within_target,7,162,0.06943448827668919
target_unlabeled,within_target,8,162,0.228864636159319
target_unlabeled,within_target,9,162,0.11262288313138868
target_unlabeled,within_target_x_level,target-1|level-0,81,0.17090303656164685
target_unlabeled,within_target_x_level,target-1|level-1,81,0.12335029266947785
target_unlabeled,within_target_x_level,target-2|level-0,81,0.16356949830085232
target_unlabeled,within_target_x_level,target-2|level-1,81,0.21450426950388202
target_unlabeled,within_target_x_level,target-3|level-0,81,0.12218679673627322
target_unlabeled,within_target_x_level,target-3|level-1,81,0.05071348437628583
target_unlabeled,within_target_x_level,target-5|level-0,81,0.03574726987009219
target_unlabeled,within_target_x_level,target-5|level-1,81,0.18936871994241988
target_unlabeled,within_target_x_level,target-6|level-0,81,0.21895618041727166
target_unlabeled,within_target_x_level,target-6|level-1,81,0.07215468083209307
target_unlabeled,within_target_x_level,target-7|level-0,81,0.16395573257241478
target_unlabeled,within_target_x_level,target-7|level-1,81,0.09870349673868795
target_unlabeled,within_target_x_level,target-8|level-0,81,0.32440657802541856
target_unlabeled,within_target_x_level,target-8|level-1,81,0.18624531762691643
target_unlabeled,within_target_x_level,target-9|level-0,81,0.15327347866592694
target_unlabeled,within_target_x_level,target-9|level-1,81,0.1471034565813302
target_unlabeled,within_target_x_level_x_regime,target-1|level-0|OACI,40,0.20689509139989615
target_unlabeled,within_target_x_level_x_regime,target-1|level-0|SRC,40,0.3432260260256317
target_unlabeled,within_target_x_level_x_regime,target-1|level-1|OACI,40,0.21529445429455268
target_unlabeled,within_target_x_level_x_regime,target-1|level-1|SRC,40,0.30781824513600814
target_unlabeled,within_target_x_level_x_regime,target-2|level-0|OACI,40,0.18599004548663362
target_unlabeled,within_target_x_level_x_regime,target-2|level-0|SRC,40,0.2192787603499122
target_unlabeled,within_target_x_level_x_regime,target-2|level-1|OACI,40,0.2968211700821261
target_unlabeled,within_target_x_level_x_regime,target-2|level-1|SRC,40,0.43451063848077115
target_unlabeled,within_target_x_level_x_regime,target-3|level-0|OACI,40,0.1887423907911843
target_unlabeled,within_target_x_level_x_regime,target-3|level-0|SRC,40,0.26117006487354794
target_unlabeled,within_target_x_level_x_regime,target-3|level-1|OACI,40,0.12249037814570807
target_unlabeled,within_target_x_level_x_regime,target-3|level-1|SRC,40,0.18013805930357837
target_unlabeled,within_target_x_level_x_regime,target-5|level-0|OACI,40,0.10503660653323388
target_unlabeled,within_target_x_level_x_regime,target-5|level-0|SRC,40,0.0743571153684517
target_unlabeled,within_target_x_level_x_regime,target-5|level-1|OACI,40,0.20680410827963303
target_unlabeled,within_target_x_level_x_regime,target-5|level-1|SRC,40,0.1768132629472822
target_unlabeled,within_target_x_level_x_regime,target-6|level-0|OACI,40,0.17583777667799969
target_unlabeled,within_target_x_level_x_regime,target-6|level-0|SRC,40,0.26388924875008
target_unlabeled,within_target_x_level_x_regime,target-6|level-1|OACI,40,0.1077555845934868
target_unlabeled,within_target_x_level_x_regime,target-6|level-1|SRC,40,0.177208178982593
target_unlabeled,within_target_x_level_x_regime,target-7|level-0|OACI,40,0.15634924250466598
target_unlabeled,within_target_x_level_x_regime,target-7|level-0|SRC,40,0.14080602285770794
target_unlabeled,within_target_x_level_x_regime,target-7|level-1|OACI,40,0.12712115944445176
target_unlabeled,within_target_x_level_x_regime,target-7|level-1|SRC,40,0.1725180572139335
target_unlabeled,within_target_x_level_x_regime,target-8|level-0|OACI,40,0.3189389369722202
target_unlabeled,within_target_x_level_x_regime,target-8|level-0|SRC,40,0.31458704872900217
target_unlabeled,within_target_x_level_x_regime,target-8|level-1|OACI,40,0.11578801191471115
target_unlabeled,within_target_x_level_x_regime,target-8|level-1|SRC,40,0.1257851989163339
target_unlabeled,within_target_x_level_x_regime,target-9|level-0|OACI,40,0.2031106646738087
target_unlabeled,within_target_x_level_x_regime,target-9|level-0|SRC,40,0.3327071936792025
target_unlabeled,within_target_x_level_x_regime,target-9|level-1|OACI,40,0.2864462603155747
target_unlabeled,within_target_x_level_x_regime,target-9|level-1|SRC,40,0.18014242167635988
target_unlabeled,within_regime,ERM,16,0.2895609446794837
target_unlabeled,within_regime,OACI,640,0.018647822339174967
target_unlabeled,within_regime,SRC,640,0.036242294691174105
