unit_id,dataset,target,seed,level,regime,epoch,trajectory_order,wave,role,retention_rule,target_outcome_used_for_retention,primary
c79_5f7476c616fc1ba24b7e,BNCI2014_001,4,4,0,SRC,19,4,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_8d701ca0cd8782061759,BNCI2014_001,4,4,0,SRC,24,5,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_fdfdad444d82012ced42,BNCI2014_001,4,4,0,SRC,29,6,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_923ed4de085dfdea70fb,BNCI2014_001,4,4,0,SRC,34,7,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_bda3dda0183a92fdd6be,BNCI2014_001,4,4,0,SRC,39,8,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_ffbc10a7410dc1274457,BNCI2014_001,4,4,0,SRC,44,9,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_87ae0bad441f2caf03e0,BNCI2014_001,4,4,0,SRC,49,10,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_66b9a91b0aabc97e2471,BNCI2014_001,4,4,0,SRC,54,11,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_9e7f19abb7f136201e8c,BNCI2014_001,4,4,0,SRC,59,12,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_e48e5e797bc7bb3a1377,BNCI2014_001,4,4,0,SRC,64,13,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_8a38dbc8c83121bb4aa2,BNCI2014_001,4,4,0,SRC,69,14,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_8f7e5eb8aec6de1fe892,BNCI2014_001,4,4,0,SRC,74,15,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_63a222f7407f76931ab5,BNCI2014_001,4,4,0,SRC,79,16,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_083b3743ebd05442572d,BNCI2014_001,4,4,0,SRC,84,17,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_b2e79d47797747b61c47,BNCI2014_001,4,4,0,SRC,89,18,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_c5a9bea55aa4ae5d3e46,BNCI2014_001,4,4,0,SRC,94,19,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_d6878761c2eabce17531,BNCI2014_001,4,4,0,SRC,99,20,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_74e0c74cafa787e9e94f,BNCI2014_001,4,4,0,SRC,104,21,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_07534c614c8427343814,BNCI2014_001,4,4,0,SRC,109,22,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_ddc37fe212fe4cddfe1e,BNCI2014_001,4,4,0,SRC,114,23,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_73f4a725ef5777c48cbe,BNCI2014_001,4,4,0,SRC,119,24,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_1a1a853572f287d7b433,BNCI2014_001,4,4,0,SRC,124,25,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_2fb001c1d5d1eea7f591,BNCI2014_001,4,4,0,SRC,129,26,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_29753090d28f20a61314,BNCI2014_001,4,4,0,SRC,134,27,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_218c3da0986617c8ae16,BNCI2014_001,4,4,0,SRC,139,28,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_4544c731d2950272a703,BNCI2014_001,4,4,0,SRC,144,29,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_e0d9ac710b3f2bce0f18,BNCI2014_001,4,4,0,SRC,149,30,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_e011849aae4a366184e8,BNCI2014_001,4,4,0,SRC,154,31,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_f1e6dfb6d8907ecc29e7,BNCI2014_001,4,4,0,SRC,159,32,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_c9af02925a288f26e9e7,BNCI2014_001,4,4,0,SRC,164,33,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_ce5fe3e4d713fe59d111,BNCI2014_001,4,4,0,SRC,169,34,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_582ebddf2dda818dd3cc,BNCI2014_001,4,4,0,SRC,174,35,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_2597c0f048f9e7297d0f,BNCI2014_001,4,4,0,SRC,179,36,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_10ff44eb1bacbeb38dd9,BNCI2014_001,4,4,0,SRC,184,37,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_6ee7bc1c8ae83cbf1a29,BNCI2014_001,4,4,0,SRC,189,38,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_dba07fd5a1cfcaf89cf8,BNCI2014_001,4,4,0,SRC,194,39,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_6f1cdce654a52f7b359c,BNCI2014_001,4,4,0,SRC,199,40,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_6c773376d6bb64977af8,BNCI2014_001,4,4,1,ERM,199,0,C0_engineering_canary,engineering_canary_descriptive_only,stage1_final_anchor_only,0,0
c79_593d1ac84c8992cbefca,BNCI2014_001,4,4,1,OACI,4,1,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_a708097e59a183ef20fe,BNCI2014_001,4,4,1,OACI,9,2,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_d4e61061db8d30c4715b,BNCI2014_001,4,4,1,OACI,14,3,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_4b5fb2792f01c7a2b8cb,BNCI2014_001,4,4,1,OACI,19,4,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_262ff660dd0aa603152e,BNCI2014_001,4,4,1,OACI,24,5,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_7e3e9ac125809da4dbbe,BNCI2014_001,4,4,1,OACI,29,6,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_f1be1e939a7b1b518129,BNCI2014_001,4,4,1,OACI,34,7,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_ce0a65d04bd832e1293a,BNCI2014_001,4,4,1,OACI,39,8,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_0e956184c30a774a7eb7,BNCI2014_001,4,4,1,OACI,44,9,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_45918db122e242fd17e4,BNCI2014_001,4,4,1,OACI,49,10,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_1f0a35699b3a7a846121,BNCI2014_001,4,4,1,OACI,54,11,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_b1a2f822f59147b2d153,BNCI2014_001,4,4,1,OACI,59,12,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_0bda811326a696e859d5,BNCI2014_001,4,4,1,OACI,64,13,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_4cdbaac724b4dfe80644,BNCI2014_001,4,4,1,OACI,69,14,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_6d74cd69b7da2a39e5ef,BNCI2014_001,4,4,1,OACI,74,15,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_af2fe931906aa7f70f8d,BNCI2014_001,4,4,1,OACI,79,16,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_d75979adddd694e96a40,BNCI2014_001,4,4,1,OACI,84,17,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_ef34a517577ccc1ea76e,BNCI2014_001,4,4,1,OACI,89,18,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_62398201a1fc846a9f76,BNCI2014_001,4,4,1,OACI,94,19,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_f445dbaca22e95ac7ee8,BNCI2014_001,4,4,1,OACI,99,20,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_bb67bc63a3ff88edf11c,BNCI2014_001,4,4,1,OACI,104,21,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_9a7256a856f23b287fc5,BNCI2014_001,4,4,1,OACI,109,22,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_24544d20b580a06b6880,BNCI2014_001,4,4,1,OACI,114,23,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_251a0af0c381d4fb4214,BNCI2014_001,4,4,1,OACI,119,24,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_334044ec866e80ccb180,BNCI2014_001,4,4,1,OACI,124,25,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_53931af0b984f950bf43,BNCI2014_001,4,4,1,OACI,129,26,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_0421d275ac61b2e6e952,BNCI2014_001,4,4,1,OACI,134,27,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_1869e830f483d4abf43c,BNCI2014_001,4,4,1,OACI,139,28,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_71cee067eaf9ecbb439c,BNCI2014_001,4,4,1,OACI,144,29,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_01d2d897f6ea774676ae,BNCI2014_001,4,4,1,OACI,149,30,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_d5e6822b9f01023436a0,BNCI2014_001,4,4,1,OACI,154,31,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_02f8d9aab2458831cb4c,BNCI2014_001,4,4,1,OACI,159,32,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_547fef350fb3cee513c8,BNCI2014_001,4,4,1,OACI,164,33,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_d2fdac3345a70aeaafb3,BNCI2014_001,4,4,1,OACI,169,34,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_6fd37f5f5aa1a63e29b4,BNCI2014_001,4,4,1,OACI,174,35,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_d8f2524765dfbb8b933d,BNCI2014_001,4,4,1,OACI,179,36,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_bb0a60d3f097ad4d31e5,BNCI2014_001,4,4,1,OACI,184,37,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_4a102938beb75549a5bc,BNCI2014_001,4,4,1,OACI,189,38,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_2931226a6137a1dae152,BNCI2014_001,4,4,1,OACI,194,39,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_f283e4f94661aba614d7,BNCI2014_001,4,4,1,OACI,199,40,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_4cfc9718594726a32696,BNCI2014_001,4,4,1,SRC,4,1,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_e5b5f343b186ec36bacf,BNCI2014_001,4,4,1,SRC,9,2,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_93df1e75efad1619a1fb,BNCI2014_001,4,4,1,SRC,14,3,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_304d98f4703c5d6d2653,BNCI2014_001,4,4,1,SRC,19,4,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_53d4a4ebd5b9c93ae73b,BNCI2014_001,4,4,1,SRC,24,5,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_020603b8172061b2659d,BNCI2014_001,4,4,1,SRC,29,6,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_f27d6390f8bdbd131aad,BNCI2014_001,4,4,1,SRC,34,7,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_dd08f762873177734077,BNCI2014_001,4,4,1,SRC,39,8,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_f1e530683a12f38914ea,BNCI2014_001,4,4,1,SRC,44,9,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_01aa399d68a4ca8e7f18,BNCI2014_001,4,4,1,SRC,49,10,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_0823cfd1bfd233c16acc,BNCI2014_001,4,4,1,SRC,54,11,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_b09662b14e1d2fde0897,BNCI2014_001,4,4,1,SRC,59,12,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_536afe812e2ece92f843,BNCI2014_001,4,4,1,SRC,64,13,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_6abb7e2b5e5a293a59fa,BNCI2014_001,4,4,1,SRC,69,14,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_064181991837e6714270,BNCI2014_001,4,4,1,SRC,74,15,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_a585daadda54e6abb63a,BNCI2014_001,4,4,1,SRC,79,16,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_54dd20ac3405061a701e,BNCI2014_001,4,4,1,SRC,84,17,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_7e1208d22a8f83f0483f,BNCI2014_001,4,4,1,SRC,89,18,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_19795d4de0367a043e20,BNCI2014_001,4,4,1,SRC,94,19,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_f221276f0c41e5e0da97,BNCI2014_001,4,4,1,SRC,99,20,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_30cf26d716a36ed6f23d,BNCI2014_001,4,4,1,SRC,104,21,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_977c133d28223a653605,BNCI2014_001,4,4,1,SRC,109,22,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_35acce0c5ccc6c8de84d,BNCI2014_001,4,4,1,SRC,114,23,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_711511d8b7c386a7eca7,BNCI2014_001,4,4,1,SRC,119,24,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_1dff5279167e121b6cb1,BNCI2014_001,4,4,1,SRC,124,25,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_5aeea2b5a8fa0b530c47,BNCI2014_001,4,4,1,SRC,129,26,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_4f5edc6227ee1c1d5e35,BNCI2014_001,4,4,1,SRC,134,27,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_4c29f759223942642062,BNCI2014_001,4,4,1,SRC,139,28,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_b8a970111eeaa596bc0f,BNCI2014_001,4,4,1,SRC,144,29,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_61072a445cdf13239fa6,BNCI2014_001,4,4,1,SRC,149,30,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_3875b20f58f910f9045f,BNCI2014_001,4,4,1,SRC,154,31,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_83369476078b13b17c93,BNCI2014_001,4,4,1,SRC,159,32,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_d71f95bb93706490cc31,BNCI2014_001,4,4,1,SRC,164,33,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_b1fff1eec1a540215211,BNCI2014_001,4,4,1,SRC,169,34,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_d20b96c56b538c9dd93a,BNCI2014_001,4,4,1,SRC,174,35,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_e6b01386b29690ceb8f0,BNCI2014_001,4,4,1,SRC,179,36,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_ae7cbae60f3463cbd15b,BNCI2014_001,4,4,1,SRC,184,37,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_f47a43fc07db13cd98e2,BNCI2014_001,4,4,1,SRC,189,38,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_e3b026652ccee4310832,BNCI2014_001,4,4,1,SRC,194,39,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_ba32ea849ed92eae4da0,BNCI2014_001,4,4,1,SRC,199,40,C0_engineering_canary,engineering_canary_descriptive_only,every_5_epochs_complete_trajectory,0,0
c79_57cd9f7665fbebee8f56,BNCI2014_001,8,4,0,ERM,199,0,A,primary_seed4_replication,stage1_final_anchor_only,0,1
c79_6e679314fcf641e26a27,BNCI2014_001,8,4,0,OACI,4,1,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
c79_9642419b7e81cd072133,BNCI2014_001,8,4,0,OACI,9,2,A,primary_seed4_replication,every_5_epochs_complete_trajectory,0,1
