job_key,seed,target,level,candidate_role,candidate_order,candidate_id,split,feature_population_match,support_graph_available,fold_plan_available,cell_mass_accounting_pass,atom_additive_pass,persisted_aggregate_identity_pass,first_divergent_stage,stagewise_interpretation
2|4|0|21|better|selection,2,4,0,better,21,s2_t004_l000_S0_full_support_o021,selection,1,1,1,1,1,1,none,all observed stages pass
2|4|0|23|selected|selection,2,4,0,selected,23,s2_t004_l000_S0_full_support_o023,selection,1,1,1,1,1,0,persisted_aggregate_point_identity,recomputed point equals persisted C37 point at 1e-9
2|4|1|12|better|selection,2,4,1,better,12,s2_t004_l001_S0_full_support_o012,selection,1,1,1,1,1,0,persisted_aggregate_point_identity,recomputed point equals persisted C37 point at 1e-9
2|4|1|14|selected|selection,2,4,1,selected,14,s2_t004_l001_S0_full_support_o014,selection,1,1,1,1,1,0,persisted_aggregate_point_identity,recomputed point equals persisted C37 point at 1e-9
2|5|0|15|better|selection,2,5,0,better,15,s2_t005_l000_S0_full_support_o015,selection,1,1,1,1,1,1,none,all observed stages pass
2|5|0|17|selected|selection,2,5,0,selected,17,s2_t005_l000_S0_full_support_o017,selection,1,1,1,1,1,0,persisted_aggregate_point_identity,recomputed point equals persisted C37 point at 1e-9
2|6|0|20|better|selection,2,6,0,better,20,s2_t006_l000_S0_full_support_o020,selection,1,1,1,1,1,0,persisted_aggregate_point_identity,recomputed point equals persisted C37 point at 1e-9
2|6|0|21|selected|selection,2,6,0,selected,21,s2_t006_l000_S0_full_support_o021,selection,1,1,1,1,1,0,persisted_aggregate_point_identity,recomputed point equals persisted C37 point at 1e-9
2|7|0|18|better|selection,2,7,0,better,18,s2_t007_l000_S0_full_support_o018,selection,1,1,1,1,1,1,none,all observed stages pass
2|7|0|20|selected|selection,2,7,0,selected,20,s2_t007_l000_S0_full_support_o020,selection,1,1,1,1,1,1,none,all observed stages pass
2|7|1|18|better|selection,2,7,1,better,18,s2_t007_l001_S0_full_support_o018,selection,1,1,1,1,1,0,persisted_aggregate_point_identity,recomputed point equals persisted C37 point at 1e-9
2|7|1|19|selected|selection,2,7,1,selected,19,s2_t007_l001_S0_full_support_o019,selection,1,1,1,1,1,1,none,all observed stages pass
2|8|0|11|better|selection,2,8,0,better,11,s2_t008_l000_S0_full_support_o011,selection,1,1,1,1,1,1,none,all observed stages pass
2|8|0|10|selected|selection,2,8,0,selected,10,s2_t008_l000_S0_full_support_o010,selection,1,1,1,1,1,1,none,all observed stages pass
2|9|1|23|better|selection,2,9,1,better,23,s2_t009_l001_S0_full_support_o023,selection,1,1,1,1,1,1,none,all observed stages pass
2|9|1|29|selected|selection,2,9,1,selected,29,s2_t009_l001_S0_full_support_o029,selection,1,1,1,1,1,1,none,all observed stages pass
0|1|0|16|better|source_audit,0,1,0,better,16,s0_t001_l000_S0_full_support_o016,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|1|0|15|selected|source_audit,0,1,0,selected,15,s0_t001_l000_S0_full_support_o015,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|1|1|13|better|source_audit,0,1,1,better,13,s0_t001_l001_S0_full_support_o013,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|1|1|14|selected|source_audit,0,1,1,selected,14,s0_t001_l001_S0_full_support_o014,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|2|0|1|better|source_audit,0,2,0,better,1,s0_t002_l000_S0_full_support_o001,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|2|0|2|selected|source_audit,0,2,0,selected,2,s0_t002_l000_S0_full_support_o002,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|2|1|1|better|source_audit,0,2,1,better,1,s0_t002_l001_S0_full_support_o001,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|2|1|0|selected|source_audit,0,2,1,selected,0,s0_t002_l001_S0_full_support_o000,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|3|0|1|better|source_audit,0,3,0,better,1,s0_t003_l000_S0_full_support_o001,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|3|0|0|selected|source_audit,0,3,0,selected,0,s0_t003_l000_S0_full_support_o000,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|3|1|10|better|source_audit,0,3,1,better,10,s0_t003_l001_S0_full_support_o010,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|3|1|4|selected|source_audit,0,3,1,selected,4,s0_t003_l001_S0_full_support_o004,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|4|1|1|better|source_audit,0,4,1,better,1,s0_t004_l001_S0_full_support_o001,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|4|1|2|selected|source_audit,0,4,1,selected,2,s0_t004_l001_S0_full_support_o002,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|5|0|18|better|source_audit,0,5,0,better,18,s0_t005_l000_S0_full_support_o018,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|5|0|19|selected|source_audit,0,5,0,selected,19,s0_t005_l000_S0_full_support_o019,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|6|1|19|better|source_audit,0,6,1,better,19,s0_t006_l001_S0_full_support_o019,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|6|1|20|selected|source_audit,0,6,1,selected,20,s0_t006_l001_S0_full_support_o020,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|7|1|0|better|source_audit,0,7,1,better,0,s0_t007_l001_S0_full_support_o000,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|7|1|5|selected|source_audit,0,7,1,selected,5,s0_t007_l001_S0_full_support_o005,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|8|0|15|better|source_audit,0,8,0,better,15,s0_t008_l000_S0_full_support_o015,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|8|0|17|selected|source_audit,0,8,0,selected,17,s0_t008_l000_S0_full_support_o017,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|9|0|18|better|source_audit,0,9,0,better,18,s0_t009_l000_S0_full_support_o018,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|9|0|19|selected|source_audit,0,9,0,selected,19,s0_t009_l000_S0_full_support_o019,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|9|1|13|better|source_audit,0,9,1,better,13,s0_t009_l001_S0_full_support_o013,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
0|9|1|12|selected|source_audit,0,9,1,selected,12,s0_t009_l001_S0_full_support_o012,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|1|0|5|better|source_audit,1,1,0,better,5,s1_t001_l000_S0_full_support_o005,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|1|0|6|selected|source_audit,1,1,0,selected,6,s1_t001_l000_S0_full_support_o006,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|1|1|15|better|source_audit,1,1,1,better,15,s1_t001_l001_S0_full_support_o015,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|1|1|16|selected|source_audit,1,1,1,selected,16,s1_t001_l001_S0_full_support_o016,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|2|0|17|better|source_audit,1,2,0,better,17,s1_t002_l000_S0_full_support_o017,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|2|0|18|selected|source_audit,1,2,0,selected,18,s1_t002_l000_S0_full_support_o018,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|2|1|1|better|source_audit,1,2,1,better,1,s1_t002_l001_S0_full_support_o001,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|2|1|2|selected|source_audit,1,2,1,selected,2,s1_t002_l001_S0_full_support_o002,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|3|0|11|better|source_audit,1,3,0,better,11,s1_t003_l000_S0_full_support_o011,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|3|0|8|selected|source_audit,1,3,0,selected,8,s1_t003_l000_S0_full_support_o008,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|3|1|3|better|source_audit,1,3,1,better,3,s1_t003_l001_S0_full_support_o003,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|3|1|11|selected|source_audit,1,3,1,selected,11,s1_t003_l001_S0_full_support_o011,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|5|1|16|better|source_audit,1,5,1,better,16,s1_t005_l001_S0_full_support_o016,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|5|1|17|selected|source_audit,1,5,1,selected,17,s1_t005_l001_S0_full_support_o017,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|6|0|17|better|source_audit,1,6,0,better,17,s1_t006_l000_S0_full_support_o017,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|6|0|18|selected|source_audit,1,6,0,selected,18,s1_t006_l000_S0_full_support_o018,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|6|1|5|better|source_audit,1,6,1,better,5,s1_t006_l001_S0_full_support_o005,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|6|1|6|selected|source_audit,1,6,1,selected,6,s1_t006_l001_S0_full_support_o006,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|7|1|14|better|source_audit,1,7,1,better,14,s1_t007_l001_S0_full_support_o014,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|7|1|15|selected|source_audit,1,7,1,selected,15,s1_t007_l001_S0_full_support_o015,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|8|0|14|better|source_audit,1,8,0,better,14,s1_t008_l000_S0_full_support_o014,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|8|0|15|selected|source_audit,1,8,0,selected,15,s1_t008_l000_S0_full_support_o015,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|8|1|20|better|source_audit,1,8,1,better,20,s1_t008_l001_S0_full_support_o020,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|8|1|21|selected|source_audit,1,8,1,selected,21,s1_t008_l001_S0_full_support_o021,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|9|1|16|better|source_audit,1,9,1,better,16,s1_t009_l001_S0_full_support_o016,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
1|9|1|14|selected|source_audit,1,9,1,selected,14,s1_t009_l001_S0_full_support_o014,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|1|1|0|better|source_audit,2,1,1,better,0,s2_t001_l001_S0_full_support_o000,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|1|1|1|selected|source_audit,2,1,1,selected,1,s2_t001_l001_S0_full_support_o001,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|2|1|1|better|source_audit,2,2,1,better,1,s2_t002_l001_S0_full_support_o001,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|2|1|0|selected|source_audit,2,2,1,selected,0,s2_t002_l001_S0_full_support_o000,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|3|0|16|better|source_audit,2,3,0,better,16,s2_t003_l000_S0_full_support_o016,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|3|0|15|selected|source_audit,2,3,0,selected,15,s2_t003_l000_S0_full_support_o015,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|3|1|4|better|source_audit,2,3,1,better,4,s2_t003_l001_S0_full_support_o004,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|3|1|5|selected|source_audit,2,3,1,selected,5,s2_t003_l001_S0_full_support_o005,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|4|0|21|better|source_audit,2,4,0,better,21,s2_t004_l000_S0_full_support_o021,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|4|0|23|selected|source_audit,2,4,0,selected,23,s2_t004_l000_S0_full_support_o023,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|4|1|12|better|source_audit,2,4,1,better,12,s2_t004_l001_S0_full_support_o012,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|4|1|14|selected|source_audit,2,4,1,selected,14,s2_t004_l001_S0_full_support_o014,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|5|0|15|better|source_audit,2,5,0,better,15,s2_t005_l000_S0_full_support_o015,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|5|0|17|selected|source_audit,2,5,0,selected,17,s2_t005_l000_S0_full_support_o017,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|6|0|20|better|source_audit,2,6,0,better,20,s2_t006_l000_S0_full_support_o020,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|6|0|21|selected|source_audit,2,6,0,selected,21,s2_t006_l000_S0_full_support_o021,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|7|0|18|better|source_audit,2,7,0,better,18,s2_t007_l000_S0_full_support_o018,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|7|0|20|selected|source_audit,2,7,0,selected,20,s2_t007_l000_S0_full_support_o020,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|7|1|18|better|source_audit,2,7,1,better,18,s2_t007_l001_S0_full_support_o018,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|7|1|19|selected|source_audit,2,7,1,selected,19,s2_t007_l001_S0_full_support_o019,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|8|0|11|better|source_audit,2,8,0,better,11,s2_t008_l000_S0_full_support_o011,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|8|0|10|selected|source_audit,2,8,0,selected,10,s2_t008_l000_S0_full_support_o010,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|9|1|23|better|source_audit,2,9,1,better,23,s2_t009_l001_S0_full_support_o023,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
2|9|1|29|selected|source_audit,2,9,1,selected,29,s2_t009_l001_S0_full_support_o029,source_audit,1,1,1,1,1,0,persisted_aggregate_point_identity,source-audit persisted aggregate point is unavailable
