subset_seed,unique_data_h,subject,windows,hours,recordings,group_ids
0,200,1386,42,0.350000000,1,015e0f55bbea866b_LE
0,200,1407,40,0.333333333,1,015e0f55bbea866b_LE
0,200,1447,40,0.333333333,1,1b459fa27e8ef82f_LE
0,200,1479,41,0.341666667,1,015e0f55bbea866b_LE
0,200,1489,49,0.408333333,1,1b459fa27e8ef82f_LE
0,200,1491,44,0.366666667,1,1b459fa27e8ef82f_LE
0,200,1565,55,0.458333333,1,015e0f55bbea866b_LE
0,200,1590,46,0.383333333,1,015e0f55bbea866b_LE
0,200,1596,170,1.416666667,1,1b459fa27e8ef82f_LE
0,200,1612,4,0.033333333,1,015e0f55bbea866b_LE
0,200,1632,44,0.366666667,1,1b459fa27e8ef82f_LE
0,200,1642,49,0.408333333,1,015e0f55bbea866b_LE
0,200,1648,1,0.008333333,1,015e0f55bbea866b_LE
0,200,1649,42,0.350000000,1,1b459fa27e8ef82f_LE
0,200,1651,47,0.391666667,1,1b459fa27e8ef82f_LE
0,200,1676,40,0.333333333,1,015e0f55bbea866b_LE
0,200,1682,40,0.333333333,1,015e0f55bbea866b_LE
0,200,1707,27,0.225000000,1,015e0f55bbea866b_LE
0,200,1726,42,0.350000000,1,1b459fa27e8ef82f_LE
0,200,1732,47,0.391666667,1,1b459fa27e8ef82f_LE
0,200,1749,2,0.016666667,1,1b459fa27e8ef82f_LE
0,200,1805,40,0.333333333,1,015e0f55bbea866b_LE
0,200,1806,47,0.391666667,1,1b459fa27e8ef82f_LE
0,200,1841,44,0.366666667,1,1b459fa27e8ef82f_LE
0,200,1871,40,0.333333333,1,015e0f55bbea866b_LE
0,200,1891,40,0.333333333,1,015e0f55bbea866b_LE
0,200,1903,51,0.425000000,1,015e0f55bbea866b_LE
0,200,1973,30,0.250000000,1,4ac580a294689373_LE
0,200,1975,1,0.008333333,1,015e0f55bbea866b_LE
0,200,1980,41,0.341666667,1,015e0f55bbea866b_LE
0,200,1993,40,0.333333333,1,1b459fa27e8ef82f_LE
0,200,2044,121,1.008333333,1,4ac580a294689373_LE
0,200,2045,46,0.383333333,1,4ac580a294689373_LE
0,200,2070,50,0.416666667,1,015e0f55bbea866b_LE
0,200,2084,62,0.516666667,4,1b459fa27e8ef82f_LE;8f63aeb560d76a12_REF
0,200,2089,47,0.391666667,1,1b459fa27e8ef82f_LE
0,200,2099,41,0.341666667,1,1b459fa27e8ef82f_LE
0,200,2106,7,0.058333333,1,4ac580a294689373_LE
0,200,2141,15,0.125000000,1,4ac580a294689373_LE
0,200,2142,40,0.333333333,1,015e0f55bbea866b_LE
0,200,2151,208,1.733333333,1,8f63aeb560d76a12_REF
0,200,2172,40,0.333333333,1,1b459fa27e8ef82f_LE
0,200,2191,25,0.208333333,1,015e0f55bbea866b_LE
0,200,2196,50,0.416666667,1,015e0f55bbea866b_LE
0,200,2201,50,0.416666667,1,015e0f55bbea866b_LE
0,200,2228,38,0.316666667,1,015e0f55bbea866b_LE
0,200,2249,40,0.333333333,1,015e0f55bbea866b_LE
0,200,2375,3,0.025000000,1,4ac580a294689373_LE
0,200,2517,15,0.125000000,1,4ac580a294689373_LE
0,200,2607,27,0.225000000,1,4ac580a294689373_LE
0,200,2635,511,4.258333333,3,810e5e581c9b962e_REF
0,200,2790,4,0.033333333,1,4ac580a294689373_LE
0,200,3055,11,0.091666667,2,8f63aeb560d76a12_REF
0,200,3088,30,0.250000000,2,810e5e581c9b962e_REF
0,200,3438,42,0.350000000,1,4ac580a294689373_LE
0,200,3452,6,0.050000000,1,810e5e581c9b962e_REF
0,200,4399,50,0.416666667,5,8f63aeb560d76a12_REF
0,200,5608,4,0.033333333,1,8f63aeb560d76a12_REF
0,200,5762,20,0.166666667,2,810e5e581c9b962e_REF
0,200,5998,20,0.166666667,1,810e5e581c9b962e_REF
0,200,6136,20,0.166666667,1,810e5e581c9b962e_REF
0,200,6987,30,0.250000000,1,8f63aeb560d76a12_REF
0,200,6998,10,0.083333333,1,8f63aeb560d76a12_REF
0,200,8084,55,0.458333333,6,8f63aeb560d76a12_REF
0,200,8234,10,0.083333333,1,810e5e581c9b962e_REF
0,200,8371,266,2.216666667,1,8f63aeb560d76a12_REF
0,200,8396,30,0.250000000,3,810e5e581c9b962e_REF
0,200,8411,500,4.166666667,1,810e5e581c9b962e_REF
0,200,8451,19,0.158333333,1,8f63aeb560d76a12_REF
0,200,8593,20,0.166666667,1,810e5e581c9b962e_REF
0,200,8610,20,0.166666667,1,810e5e581c9b962e_REF
0,200,8656,45,0.375000000,3,6882d6283bd5a576_REF
0,200,8768,10,0.083333333,1,810e5e581c9b962e_REF
0,200,8816,10,0.083333333,1,810e5e581c9b962e_REF
0,200,8877,10,0.083333333,1,810e5e581c9b962e_REF
0,200,8878,10,0.083333333,1,810e5e581c9b962e_REF
0,200,8999,30,0.250000000,2,810e5e581c9b962e_REF
0,200,9067,10,0.083333333,1,810e5e581c9b962e_REF
0,200,9109,30,0.250000000,2,810e5e581c9b962e_REF
0,200,9121,10,0.083333333,1,810e5e581c9b962e_REF
0,200,9124,7,0.058333333,1,810e5e581c9b962e_REF
0,200,9132,50,0.416666667,4,810e5e581c9b962e_REF
0,200,9178,40,0.333333333,2,810e5e581c9b962e_REF
0,200,9199,40,0.333333333,2,810e5e581c9b962e_REF
0,200,9222,12,0.100000000,1,810e5e581c9b962e_REF
0,200,9232,10,0.083333333,1,810e5e581c9b962e_REF
0,200,9268,21,0.175000000,2,810e5e581c9b962e_REF
0,200,9273,42,0.350000000,1,810e5e581c9b962e_REF
0,200,9280,18,0.150000000,1,810e5e581c9b962e_REF
0,200,9326,35,0.291666667,1,810e5e581c9b962e_REF
0,200,9476,428,3.566666667,3,810e5e581c9b962e_REF
0,200,9482,20,0.166666667,1,810e5e581c9b962e_REF
0,200,9532,47,0.391666667,1,810e5e581c9b962e_REF
0,200,9576,20,0.166666667,1,810e5e581c9b962e_REF
0,200,9579,10,0.083333333,1,810e5e581c9b962e_REF
0,200,9586,38,0.316666667,1,810e5e581c9b962e_REF
0,200,9610,6,0.050000000,1,810e5e581c9b962e_REF
0,200,9619,40,0.333333333,3,810e5e581c9b962e_REF
0,200,9789,20,0.166666667,1,810e5e581c9b962e_REF
0,200,9795,45,0.375000000,2,810e5e581c9b962e_REF
0,200,9810,19,0.158333333,1,810e5e581c9b962e_REF
0,200,9839,30,0.250000000,2,810e5e581c9b962e_REF
0,200,9855,577,4.808333333,1,8f63aeb560d76a12_REF
0,200,9901,415,3.458333333,1,810e5e581c9b962e_REF
0,200,9958,20,0.166666667,1,810e5e581c9b962e_REF
0,200,9984,309,2.575000000,1,810e5e581c9b962e_REF
0,200,10002,10,0.083333333,1,8f63aeb560d76a12_REF
0,200,10020,823,6.858333333,7,810e5e581c9b962e_REF
0,200,10038,20,0.166666667,1,810e5e581c9b962e_REF
0,200,10082,14,0.116666667,1,810e5e581c9b962e_REF
0,200,10386,10,0.083333333,1,810e5e581c9b962e_REF
0,200,10448,4,0.033333333,1,810e5e581c9b962e_REF
0,200,10473,2,0.016666667,1,8f63aeb560d76a12_REF
0,200,10533,343,2.858333333,3,810e5e581c9b962e_REF
0,200,10552,671,5.591666667,5,8f63aeb560d76a12_REF
0,200,10572,10,0.083333333,1,810e5e581c9b962e_REF
0,200,10654,149,1.241666667,2,810e5e581c9b962e_REF
0,200,10690,23,0.191666667,3,8f63aeb560d76a12_REF
0,200,10925,1731,14.425000000,6,8f63aeb560d76a12_REF
0,200,11252,40,0.333333333,4,8f63aeb560d76a12_REF
0,200,11392,885,7.375000000,4,8f63aeb560d76a12_REF
0,200,11715,30,0.250000000,3,8f63aeb560d76a12_REF
0,200,12101,30,0.250000000,1,8f63aeb560d76a12_REF
0,200,12173,2,0.016666667,1,8f63aeb560d76a12_REF
0,200,12242,63,0.525000000,1,8f63aeb560d76a12_REF
0,200,12263,20,0.166666667,2,8f63aeb560d76a12_REF
0,200,12291,1213,10.108333333,4,8f63aeb560d76a12_REF
0,200,12305,14,0.116666667,1,8f63aeb560d76a12_REF
0,200,12335,736,6.133333333,3,8f63aeb560d76a12_REF
0,200,12375,940,7.833333333,3,8f63aeb560d76a12_REF
0,200,12376,578,4.816666667,3,8f63aeb560d76a12_REF
0,200,12429,10,0.083333333,1,8f63aeb560d76a12_REF
0,200,12521,322,2.683333333,2,8f63aeb560d76a12_REF
0,200,12599,29,0.241666667,4,8f63aeb560d76a12_REF
0,200,12600,10,0.083333333,1,8f63aeb560d76a12_REF
0,200,12610,1,0.008333333,1,8f63aeb560d76a12_REF
0,200,12630,41,0.341666667,3,8f63aeb560d76a12_REF
0,200,12701,2,0.016666667,1,8f63aeb560d76a12_REF
0,200,12751,105,0.875000000,8,8f63aeb560d76a12_REF
0,200,12820,40,0.333333333,2,8f63aeb560d76a12_REF
0,200,13148,28,0.233333333,2,8f63aeb560d76a12_REF
0,200,13172,565,4.708333333,1,8f63aeb560d76a12_REF
0,200,13183,10,0.083333333,1,8f63aeb560d76a12_REF
0,200,13201,1093,9.108333333,2,8f63aeb560d76a12_REF
0,200,13242,24,0.200000000,1,8f63aeb560d76a12_REF
0,200,13243,593,4.941666667,4,8f63aeb560d76a12_REF
0,200,13253,1283,10.691666667,5,8f63aeb560d76a12_REF
0,200,13265,335,2.791666667,2,8f63aeb560d76a12_REF
0,200,13266,147,1.225000000,3,8f63aeb560d76a12_REF
0,200,13272,153,1.275000000,14,8f63aeb560d76a12_REF
0,200,13431,27,0.225000000,4,8f63aeb560d76a12_REF
0,1000,0,6,0.050000000,1,015e0f55bbea866b_LE
0,1000,10,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,11,42,0.350000000,1,015e0f55bbea866b_LE
0,1000,12,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,16,10,0.083333333,1,1b459fa27e8ef82f_LE
0,1000,17,31,0.258333333,1,015e0f55bbea866b_LE
0,1000,21,10,0.083333333,1,015e0f55bbea866b_LE
0,1000,25,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,33,19,0.158333333,1,4ac580a294689373_LE
0,1000,35,3,0.025000000,1,1b459fa27e8ef82f_LE
0,1000,38,28,0.233333333,1,015e0f55bbea866b_LE
0,1000,40,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,42,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,45,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,49,1,0.008333333,1,015e0f55bbea866b_LE
0,1000,50,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,54,3,0.025000000,1,1b459fa27e8ef82f_LE
0,1000,55,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,58,47,0.391666667,1,015e0f55bbea866b_LE
0,1000,59,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,66,57,0.475000000,1,015e0f55bbea866b_LE
0,1000,68,107,0.891666667,3,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,70,28,0.233333333,2,015e0f55bbea866b_LE
0,1000,71,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,75,2,0.016666667,1,015e0f55bbea866b_LE
0,1000,76,33,0.275000000,1,015e0f55bbea866b_LE
0,1000,77,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,78,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,79,78,0.650000000,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,82,47,0.391666667,1,1b459fa27e8ef82f_LE
0,1000,83,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,88,44,0.366666667,1,1b459fa27e8ef82f_LE
0,1000,90,26,0.216666667,1,015e0f55bbea866b_LE
0,1000,102,32,0.266666667,1,015e0f55bbea866b_LE
0,1000,103,4,0.033333333,1,015e0f55bbea866b_LE
0,1000,105,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,106,119,0.991666667,1,015e0f55bbea866b_LE
0,1000,113,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,114,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,115,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,125,53,0.441666667,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,128,14,0.116666667,1,015e0f55bbea866b_LE
0,1000,129,35,0.291666667,1,1b459fa27e8ef82f_LE
0,1000,131,4,0.033333333,1,015e0f55bbea866b_LE
0,1000,133,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,135,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,142,33,0.275000000,1,015e0f55bbea866b_LE
0,1000,145,45,0.375000000,1,1b459fa27e8ef82f_LE
0,1000,147,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,148,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,149,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,151,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,152,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,156,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,159,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,164,1,0.008333333,1,1b459fa27e8ef82f_LE
0,1000,170,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,176,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,177,31,0.258333333,1,015e0f55bbea866b_LE
0,1000,178,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,182,209,1.741666667,1,1b459fa27e8ef82f_LE
0,1000,183,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,184,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,187,88,0.733333333,1,015e0f55bbea866b_LE
0,1000,189,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,190,45,0.375000000,1,015e0f55bbea866b_LE
0,1000,191,61,0.508333333,1,015e0f55bbea866b_LE
0,1000,192,37,0.308333333,1,1b459fa27e8ef82f_LE
0,1000,193,38,0.316666667,2,1b459fa27e8ef82f_LE
0,1000,198,4,0.033333333,1,015e0f55bbea866b_LE
0,1000,199,42,0.350000000,1,015e0f55bbea866b_LE
0,1000,200,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,208,53,0.441666667,3,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE;810e5e581c9b962e_REF
0,1000,209,4,0.033333333,1,015e0f55bbea866b_LE
0,1000,213,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,215,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,226,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,227,34,0.283333333,1,1b459fa27e8ef82f_LE
0,1000,228,4,0.033333333,1,015e0f55bbea866b_LE
0,1000,233,1,0.008333333,1,015e0f55bbea866b_LE
0,1000,240,8,0.066666667,1,1b459fa27e8ef82f_LE
0,1000,243,360,3.000000000,1,015e0f55bbea866b_LE
0,1000,244,68,0.566666667,7,1b459fa27e8ef82f_LE
0,1000,245,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,246,16,0.133333333,1,1b459fa27e8ef82f_LE
0,1000,253,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,255,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,264,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,265,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,266,9,0.075000000,1,1b459fa27e8ef82f_LE
0,1000,268,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,269,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,270,14,0.116666667,1,1b459fa27e8ef82f_LE
0,1000,274,18,0.150000000,3,1b459fa27e8ef82f_LE
0,1000,276,4,0.033333333,1,015e0f55bbea866b_LE
0,1000,277,28,0.233333333,1,1b459fa27e8ef82f_LE
0,1000,279,43,0.358333333,1,1b459fa27e8ef82f_LE
0,1000,283,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,287,24,0.200000000,1,015e0f55bbea866b_LE
0,1000,291,873,7.275000000,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,293,21,0.175000000,1,1b459fa27e8ef82f_LE
0,1000,294,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,296,22,0.183333333,1,015e0f55bbea866b_LE
0,1000,298,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,299,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,303,50,0.416666667,3,1b459fa27e8ef82f_LE
0,1000,305,15,0.125000000,1,015e0f55bbea866b_LE
0,1000,306,10,0.083333333,2,1b459fa27e8ef82f_LE
0,1000,309,22,0.183333333,1,015e0f55bbea866b_LE
0,1000,310,17,0.141666667,2,1b459fa27e8ef82f_LE
0,1000,313,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,314,45,0.375000000,1,015e0f55bbea866b_LE
0,1000,315,100,0.833333333,2,015e0f55bbea866b_LE
0,1000,317,4,0.033333333,1,1b459fa27e8ef82f_LE
0,1000,323,34,0.283333333,1,1b459fa27e8ef82f_LE
0,1000,325,137,1.141666667,1,1b459fa27e8ef82f_LE
0,1000,326,46,0.383333333,1,1b459fa27e8ef82f_LE
0,1000,328,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,329,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,331,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,332,15,0.125000000,1,1b459fa27e8ef82f_LE
0,1000,335,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,339,39,0.325000000,1,1b459fa27e8ef82f_LE
0,1000,340,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,343,8,0.066666667,1,015e0f55bbea866b_LE
0,1000,352,349,2.908333333,22,015e0f55bbea866b_LE;8f63aeb560d76a12_REF
0,1000,353,40,0.333333333,2,015e0f55bbea866b_LE
0,1000,354,14,0.116666667,1,1b459fa27e8ef82f_LE
0,1000,360,12,0.100000000,1,015e0f55bbea866b_LE
0,1000,364,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,365,50,0.416666667,1,015e0f55bbea866b_LE
0,1000,376,18,0.150000000,1,1b459fa27e8ef82f_LE
0,1000,379,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,383,45,0.375000000,1,1b459fa27e8ef82f_LE
0,1000,384,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,388,4,0.033333333,1,015e0f55bbea866b_LE
0,1000,392,88,0.733333333,2,015e0f55bbea866b_LE
0,1000,395,45,0.375000000,1,1b459fa27e8ef82f_LE
0,1000,396,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,397,1,0.008333333,1,1b459fa27e8ef82f_LE
0,1000,398,52,0.433333333,1,015e0f55bbea866b_LE
0,1000,399,39,0.325000000,1,015e0f55bbea866b_LE
0,1000,400,1,0.008333333,1,015e0f55bbea866b_LE
0,1000,401,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,403,40,0.333333333,1,015e0f55bbea866b_LE
0,1000,404,42,0.350000000,1,1b459fa27e8ef82f_LE
0,1000,407,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,413,4,0.033333333,1,015e0f55bbea866b_LE
0,1000,414,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,415,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,416,10,0.083333333,1,1b459fa27e8ef82f_LE
0,1000,419,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,420,43,0.358333333,1,1b459fa27e8ef82f_LE
0,1000,421,25,0.208333333,1,015e0f55bbea866b_LE
0,1000,422,44,0.366666667,2,015e0f55bbea866b_LE
0,1000,423,42,0.350000000,1,015e0f55bbea866b_LE
0,1000,424,80,0.666666667,2,1b459fa27e8ef82f_LE
0,1000,429,46,0.383333333,2,015e0f55bbea866b_LE
0,1000,430,50,0.416666667,2,015e0f55bbea866b_LE
0,1000,432,87,0.725000000,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,433,3,0.025000000,1,015e0f55bbea866b_LE
0,1000,436,27,0.225000000,1,015e0f55bbea866b_LE
0,1000,437,16,0.133333333,1,015e0f55bbea866b_LE
0,1000,440,10,0.083333333,2,1b459fa27e8ef82f_LE
0,1000,442,6,0.050000000,1,1b459fa27e8ef82f_LE
0,1000,444,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,445,40,0.333333333,1,1b459fa27e8ef82f_LE
0,1000,449,99,0.825000000,3,015e0f55bbea866b_LE
0,1000,454,48,0.400000000,12,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
0,1000,456,44,0.366666667,1,015e0f55bbea866b_LE
0,1000,461,6,0.050000000,2,015e0f55bbea866b_LE
0,1000,467,41,0.341666667,1,1b459fa27e8ef82f_LE
0,1000,468,4,0.033333333,1,1b459fa27e8ef82f_LE
0,1000,471,41,0.341666667,2,015e0f55bbea866b_LE;1b459fa27e8ef82f_LE
