subset_seed,unique_data_h,subset_contract,allocation_seed,allocation_rank,group_id,reference_scheme,subject,recording_id,filepath_relative,window_start,window_stop_exclusive,take_windows,available_windows,core_u200_windows_in_row,hours,manifest_row_sha256
0,200,S2P-D1-nested-v1,1818064317,10,015e0f55bbea866b_LE,LE,102,239,recordings/sub_102_ses_0_run_0.npy,0,32,32,32,32,0.266666667,5cdc1f8af354d552f5f9e55f478388e352b259e281b49b83d44be0a2ae031aca
0,200,S2P-D1-nested-v1,1818064317,11,015e0f55bbea866b_LE,LE,1980,5710,recordings/sub_1980_ses_133_run_0.npy,0,41,41,41,41,0.341666667,ba615b632c8e05afb8e052b44c3612e33b93a5ed01502d755044c04a4a615d10
0,200,S2P-D1-nested-v1,1818064317,12,015e0f55bbea866b_LE,LE,970,3380,recordings/sub_970_ses_0_run_0.npy,0,45,45,45,45,0.375000000,52e3cbf2bed7ecdc8071466ecb43ea346ae12c8cbd006d2db9ab77d55a19c7c5
0,200,S2P-D1-nested-v1,1818064317,13,015e0f55bbea866b_LE,LE,801,2793,recordings/sub_801_ses_5_run_14.npy,0,2,2,2,2,0.016666667,9cdbfc80aa03e9c513002943e7517a4151a60a8324f691364a1722b179d928b7
0,200,S2P-D1-nested-v1,1818064317,14,015e0f55bbea866b_LE,LE,774,2711,recordings/sub_774_ses_14_run_0.npy,0,39,39,39,39,0.325000000,79b6eff79055062fcddf57b3f608e7bfc6ac068dd3d77af2f8fc2d485a0e71bd
0,200,S2P-D1-nested-v1,1818064317,15,015e0f55bbea866b_LE,LE,1158,3903,recordings/sub_1158_ses_15_run_1.npy,0,1,1,1,1,0.008333333,c0964d81d423be3fc2fdc351fa8fc1fccd67901fa5439cff24082fd8f0dcce6f
0,200,S2P-D1-nested-v1,1818064317,16,015e0f55bbea866b_LE,LE,733,2634,recordings/sub_733_ses_0_run_2.npy,0,4,4,4,4,0.033333333,7c760c45b2b35bad41751913bbe54e8f9a3b0131369fb530533dfd14538a6bbf
0,200,S2P-D1-nested-v1,1818064317,17,015e0f55bbea866b_LE,LE,152,400,recordings/sub_152_ses_0_run_0.npy,0,39,39,39,39,0.325000000,8658ff29fb4e64c48a411c7be936e12a73b7b163e4b6bd3a91b2f770734fea22
0,200,S2P-D1-nested-v1,1818064317,18,015e0f55bbea866b_LE,LE,253,727,recordings/sub_253_ses_0_run_0.npy,0,39,39,39,39,0.325000000,d00fa30f678da3238fdbc060ad634de24897bc283c97ff4498f0781d35a6efea
0,200,S2P-D1-nested-v1,1818064317,19,015e0f55bbea866b_LE,LE,454,1691,recordings/sub_454_ses_5_run_2.npy,0,1,1,1,1,0.008333333,39b494f44228ec56d4d4e40ebb2f63d1d1b8b53bb04028d6529f390a792b80ba
0,200,S2P-D1-nested-v1,1818064317,20,015e0f55bbea866b_LE,LE,2201,6364,recordings/sub_2201_ses_133_run_0.npy,0,50,50,50,50,0.416666667,4c749c9075f437855dd67be87a8be0dcfd3d41ec7e65cb275355825a65843cc0
0,200,S2P-D1-nested-v1,1818064317,21,015e0f55bbea866b_LE,LE,1004,3455,recordings/sub_1004_ses_133_run_0.npy,0,39,39,39,39,0.325000000,071d210f3d6e525de6b492825735f81dc42a33108e7922dced1b1934a0051705
0,200,S2P-D1-nested-v1,1818064317,22,015e0f55bbea866b_LE,LE,866,3007,recordings/sub_866_ses_0_run_0.npy,0,47,47,47,47,0.391666667,1e5f29fdc1e655e762a970398be5604dacd4029bd02203cebc6c31a2446d0793
0,200,S2P-D1-nested-v1,1818064317,23,015e0f55bbea866b_LE,LE,854,2947,recordings/sub_854_ses_15_run_1.npy,0,6,6,6,6,0.050000000,2bfd4b82636cdb9124023460026d7aea037c101c8ca76ff7791eed1709813c86
0,200,S2P-D1-nested-v1,1818064317,24,015e0f55bbea866b_LE,LE,1682,5041,recordings/sub_1682_ses_133_run_0.npy,0,40,40,40,40,0.333333333,6b1f883606a85d68b96ed79fb3af343aa278c162aad32f66ddc08e1d10ab2e19
0,200,S2P-D1-nested-v1,1818064317,25,015e0f55bbea866b_LE,LE,422,1594,recordings/sub_422_ses_0_run_1.npy,0,15,15,15,15,0.125000000,ef151718103c447cfd312132c70db48e130e867505d3d93d7f28b738ad19b3ba
0,200,S2P-D1-nested-v1,1818064317,26,015e0f55bbea866b_LE,LE,1707,5096,recordings/sub_1707_ses_133_run_1.npy,0,27,27,27,27,0.225000000,184943453153cffed69bc1179b78e807af3781230794c2ba3dd6c85f9c0f61c9
0,200,S2P-D1-nested-v1,1818064317,27,015e0f55bbea866b_LE,LE,2196,6294,recordings/sub_2196_ses_133_run_0.npy,0,50,50,50,50,0.416666667,2b17031f8deb7e647e10a19b6a2dad644092a31c28d9496d77f855e04348e043
0,200,S2P-D1-nested-v1,1818064317,28,015e0f55bbea866b_LE,LE,2228,6454,recordings/sub_2228_ses_78_run_0.npy,0,38,38,38,38,0.316666667,b279dc139ffd4a3d62d65f15150eeb8c4ff3f31f1e67edd5bc17e8c7eec1b46a
0,200,S2P-D1-nested-v1,1818064317,29,015e0f55bbea866b_LE,LE,1871,5358,recordings/sub_1871_ses_133_run_0.npy,0,40,40,40,40,0.333333333,c08467d7e5d54fb43266a0e88853886334965092bb1b5ae6a7cc80b9c7e3f8f2
0,200,S2P-D1-nested-v1,1818064317,30,015e0f55bbea866b_LE,LE,1386,4424,recordings/sub_1386_ses_133_run_0.npy,0,42,42,42,42,0.350000000,c22e5936fd64c5667234c4c5c3afa24d49cb36ebdd94d2e64bbe9786d45f3a46
0,200,S2P-D1-nested-v1,1818064317,31,015e0f55bbea866b_LE,LE,529,1929,recordings/sub_529_ses_0_run_0.npy,0,34,34,34,34,0.283333333,4e404e86a4f9d46f02b21e1a4d4cf437c90b980ae05be400fd39003aadba9a14
0,200,S2P-D1-nested-v1,1818064317,32,015e0f55bbea866b_LE,LE,298,988,recordings/sub_298_ses_0_run_0.npy,0,50,50,50,50,0.416666667,e3633daa56963370997bf06d3432028ecaee2b99c63165e719a1689450aed405
0,200,S2P-D1-nested-v1,1818064317,33,015e0f55bbea866b_LE,LE,801,2789,recordings/sub_801_ses_5_run_10.npy,0,12,12,12,12,0.100000000,297a95ea03d2c5c60c218a1024baf0d01a1d5a71d5d73e51763ee874de0c9b68
0,200,S2P-D1-nested-v1,1818064317,34,015e0f55bbea866b_LE,LE,569,2102,recordings/sub_569_ses_0_run_0.npy,0,42,42,42,42,0.350000000,4d776106e29a9cb02440157960157808bbe564b6f6044fa1312baaf5b9f452c8
0,200,S2P-D1-nested-v1,1818064317,35,015e0f55bbea866b_LE,LE,76,161,recordings/sub_76_ses_0_run_2.npy,0,33,33,33,33,0.275000000,c1574fb6e95cb66fba1465212771c7e92586aa02f533d6b5387e117167334a5e
0,200,S2P-D1-nested-v1,1818064317,36,015e0f55bbea866b_LE,LE,1612,4851,recordings/sub_1612_ses_133_run_0.npy,0,4,4,4,4,0.033333333,1675e98273119d00ea19b1c359dc8ef42737ef4ca21a2d644ae5ea1e531c0534
0,200,S2P-D1-nested-v1,1818064317,37,015e0f55bbea866b_LE,LE,791,2760,recordings/sub_791_ses_0_run_0.npy,0,21,21,21,21,0.175000000,045685e7b3b2dabe1dc66eb3af6a244a30da24e0bc83a7c1f55df62f34407dfc
0,200,S2P-D1-nested-v1,1818064317,38,015e0f55bbea866b_LE,LE,781,2725,recordings/sub_781_ses_0_run_1.npy,0,43,43,43,43,0.358333333,f79981284c6482066c16521f108e69d7c79ef2061b8bc90475c36e00383af8a2
0,200,S2P-D1-nested-v1,1818064317,39,015e0f55bbea866b_LE,LE,90,207,recordings/sub_90_ses_0_run_0.npy,0,26,26,26,26,0.216666667,a2530bf70f05562c78c5b953ec661bc4d30d6aca982e75e2eca9efd51abb684f
0,200,S2P-D1-nested-v1,1818064317,40,015e0f55bbea866b_LE,LE,1136,3864,recordings/sub_1136_ses_15_run_0.npy,0,40,40,40,40,0.333333333,44b9e73108a377934957c235e548215ec929d8d1b4ff5d93b3fc6a479f7728a5
0,200,S2P-D1-nested-v1,1818064317,41,015e0f55bbea866b_LE,LE,1565,4776,recordings/sub_1565_ses_0_run_0.npy,0,55,55,55,55,0.458333333,ab42b5d214ba8efe52ae9735a74c590c947262fe51731c68db03592a32436937
0,200,S2P-D1-nested-v1,1818064317,42,015e0f55bbea866b_LE,LE,973,3387,recordings/sub_973_ses_0_run_0.npy,0,30,30,30,30,0.250000000,1d38244777819c124acc3a57ac9c46933b4010943557763e4624bf197ecfce58
0,200,S2P-D1-nested-v1,1818064317,43,015e0f55bbea866b_LE,LE,283,893,recordings/sub_283_ses_0_run_0.npy,0,40,40,40,40,0.333333333,a1059ad5d1290d9da9d7e82eadcd02fa0a68471f541a5ab96595e5b5bccff9d0
0,200,S2P-D1-nested-v1,1818064317,44,015e0f55bbea866b_LE,LE,2142,6174,recordings/sub_2142_ses_133_run_0.npy,0,40,40,40,40,0.333333333,9a5174abb2dbb0011700f1b89cccddf332a0417eb3dcf5a73126ce58debe3eda
0,200,S2P-D1-nested-v1,1818064317,45,015e0f55bbea866b_LE,LE,131,340,recordings/sub_131_ses_0_run_1.npy,0,4,4,4,4,0.033333333,6f0390c894a95584564438c5ca01beeb412d343d89e76b89a533b6220a18bc95
0,200,S2P-D1-nested-v1,1818064317,46,015e0f55bbea866b_LE,LE,1975,5673,recordings/sub_1975_ses_15_run_3.npy,0,1,1,1,1,0.008333333,1ecaf92ea3db9af8190c4744bab03f121f3d64b023c9aeabfd55490a4829a5ce
0,200,S2P-D1-nested-v1,1818064317,47,015e0f55bbea866b_LE,LE,422,1593,recordings/sub_422_ses_0_run_0.npy,0,29,29,29,29,0.241666667,16d1bab292808bbf411c13783b41ab11176ae58241e6ae96cdb7b6ad1b5e23b2
0,200,S2P-D1-nested-v1,1818064317,48,015e0f55bbea866b_LE,LE,315,1051,recordings/sub_315_ses_0_run_1.npy,0,46,46,46,46,0.383333333,d8c393860ab2550554d0258b1a137dec337702c99b6c43796a631896ab9acf1c
0,200,S2P-D1-nested-v1,1818064317,49,015e0f55bbea866b_LE,LE,429,1616,recordings/sub_429_ses_0_run_1.npy,0,43,43,43,43,0.358333333,8869ab7e69f66951fe4d8ca8b1fa946a727247b07f22c94b2467228e63f896d5
0,200,S2P-D1-nested-v1,1818064317,50,015e0f55bbea866b_LE,LE,398,1552,recordings/sub_398_ses_0_run_0.npy,0,52,52,52,52,0.433333333,45f516a4ec48cd56c6d527373f225d024212efb394d16187775f7a18e878298d
0,200,S2P-D1-nested-v1,1818064317,51,015e0f55bbea866b_LE,LE,1642,4895,recordings/sub_1642_ses_133_run_0.npy,0,49,49,49,49,0.408333333,7179970a33d5dfb2448b938bd352d38b622a1831df35d9514cbdab12bd6a6b7f
0,200,S2P-D1-nested-v1,1818064317,52,015e0f55bbea866b_LE,LE,2249,6530,recordings/sub_2249_ses_28_run_0.npy,0,40,40,40,40,0.333333333,2ba3a48d8167112383d94ad6aa78ddbdd16b8960b612d7b9e5735cdbf068385f
0,200,S2P-D1-nested-v1,1818064317,53,015e0f55bbea866b_LE,LE,955,3342,recordings/sub_955_ses_5_run_1.npy,0,10,10,10,10,0.083333333,35261dc096fda348b41e24889ad60abdae4f61b68bb92cd286af09ce5a8c4176
0,200,S2P-D1-nested-v1,1818064317,54,015e0f55bbea866b_LE,LE,1891,5400,recordings/sub_1891_ses_133_run_0.npy,0,40,40,40,40,0.333333333,459fd87b51387c840e33721cf48c40d2fa4a9c2514738bcf86ed593882847998
0,200,S2P-D1-nested-v1,1818064317,55,015e0f55bbea866b_LE,LE,707,2536,recordings/sub_707_ses_0_run_0.npy,0,41,41,41,41,0.341666667,e45ea2ed8927288891d444beb2ff42b5500c75c267246fd587390206d2486899
0,200,S2P-D1-nested-v1,1818064317,56,015e0f55bbea866b_LE,LE,1590,4815,recordings/sub_1590_ses_133_run_0.npy,0,46,46,46,46,0.383333333,9acc02536956904125a8f3b180faf4e197eaa9ea8f6d6b3555a5fdf361bf5535
0,200,S2P-D1-nested-v1,1818064317,57,015e0f55bbea866b_LE,LE,38,54,recordings/sub_38_ses_0_run_0.npy,0,28,28,28,28,0.233333333,c888ecd26df88197d8121c0c57cd680aa80289d2685b0e2cc61071b1d8f16aa0
0,200,S2P-D1-nested-v1,1818064317,58,015e0f55bbea866b_LE,LE,509,1876,recordings/sub_509_ses_0_run_0.npy,0,50,50,50,50,0.416666667,70adaf34821c5066cf241cc3d934a129d13a8614cbd5e90e02c6dbc21b629cd4
0,200,S2P-D1-nested-v1,1818064317,59,015e0f55bbea866b_LE,LE,1407,4473,recordings/sub_1407_ses_133_run_0.npy,0,40,40,40,40,0.333333333,df7d9f319fe258ffce9688462a394b075ebe1f3a3ec34d7872d2e99a97338a70
0,200,S2P-D1-nested-v1,1818064317,60,015e0f55bbea866b_LE,LE,79,165,recordings/sub_79_ses_5_run_0.npy,0,39,39,39,39,0.325000000,796e5feab1586e30f4305e359fbec823623ac94be52f7f9cd5937a28ca02b412
0,200,S2P-D1-nested-v1,1818064317,61,015e0f55bbea866b_LE,LE,1805,5235,recordings/sub_1805_ses_133_run_0.npy,0,40,40,40,40,0.333333333,44c9a2a97ca968048aa94a89ef742723faaed2fa85beb2bd31e015949ea37492
0,200,S2P-D1-nested-v1,1818064317,62,015e0f55bbea866b_LE,LE,449,1674,recordings/sub_449_ses_34_run_1.npy,0,23,23,23,23,0.191666667,bcb44a1eb4bc8086ea37f193154a22f93e64ff533608bcedb2a9c745bb1e796c
0,200,S2P-D1-nested-v1,1818064317,63,015e0f55bbea866b_LE,LE,1479,4616,recordings/sub_1479_ses_14_run_0.npy,0,41,41,41,41,0.341666667,ef2a112e1a2d098f9eef4f66d282ba5176afef540fe518f325ed3d0586b74ad3
0,200,S2P-D1-nested-v1,1818064317,64,015e0f55bbea866b_LE,LE,1199,4032,recordings/sub_1199_ses_133_run_0.npy,0,113,113,113,113,0.941666667,50fb088134832127702774c9fece40bbff2d770e760d56d9e9ee0e40d12d3e31
0,200,S2P-D1-nested-v1,1818064317,65,015e0f55bbea866b_LE,LE,1376,4410,recordings/sub_1376_ses_133_run_0.npy,0,40,40,40,40,0.333333333,d5308eefb311d17fe49e1b8797561b1e0c9ee92aca541afdb2fe29b494681078
0,200,S2P-D1-nested-v1,1818064317,66,015e0f55bbea866b_LE,LE,811,2831,recordings/sub_811_ses_15_run_0.npy,0,51,51,51,51,0.425000000,71fc31d5936cdda3ac3d3accb7f43844e0e803d247a9d82a151e0d9e807c49eb
0,200,S2P-D1-nested-v1,1818064317,67,015e0f55bbea866b_LE,LE,1648,4943,recordings/sub_1648_ses_5_run_14.npy,0,1,1,1,1,0.008333333,8e03eaa710bc53e7266dadaf8ee37d4a68025e3c95a691880d608e08834eb679
0,200,S2P-D1-nested-v1,1818064317,68,015e0f55bbea866b_LE,LE,770,2704,recordings/sub_770_ses_0_run_0.npy,0,119,119,119,119,0.991666667,d498b0e88206ccf9aed1c2f35ae496ac7de9c330608dad217da99ef9f15bf9bc
0,200,S2P-D1-nested-v1,1818064317,69,015e0f55bbea866b_LE,LE,974,3390,recordings/sub_974_ses_0_run_1.npy,0,11,11,11,11,0.091666667,9c06a674c08d7897efec8e5e22bf0231318702859c96a6f092c1b5744a111e59
0,200,S2P-D1-nested-v1,1818064317,70,015e0f55bbea866b_LE,LE,200,535,recordings/sub_200_ses_0_run_0.npy,0,40,40,40,40,0.333333333,c9489efc0487b687d0c09f26bf023cf65033173b3c31888ef1f099f0bf4f2152
0,200,S2P-D1-nested-v1,1818064317,71,015e0f55bbea866b_LE,LE,1150,3890,recordings/sub_1150_ses_133_run_0.npy,0,40,40,40,40,0.333333333,fcca3ffd8cc00925cf1395765dafede10e5410e1b6529d6771eef05d99dcdbcc
0,200,S2P-D1-nested-v1,1818064317,72,015e0f55bbea866b_LE,LE,2191,6284,recordings/sub_2191_ses_133_run_0.npy,0,25,25,48,25,0.208333333,54e25f142cba9fa1258d9148919058b15ce0518b99c4d196ecfa3cd7e998842b
0,1000,S2P-D1-nested-v1,1818064317,0,015e0f55bbea866b_LE,LE,2070,5887,recordings/sub_2070_ses_133_run_0.npy,0,50,50,50,50,0.416666667,7a0baff788ad66dda1c2e388cc3b8101411583a6dfad466f1ae0fe2d9ce66818
0,1000,S2P-D1-nested-v1,1818064317,1,015e0f55bbea866b_LE,LE,1903,5425,recordings/sub_1903_ses_133_run_0.npy,0,51,51,51,51,0.425000000,d431cf1a7e74c9a4b7ce6951d22c70091cb111ac5516133c06fb703230ae12bb
0,1000,S2P-D1-nested-v1,1818064317,2,015e0f55bbea866b_LE,LE,400,1556,recordings/sub_400_ses_0_run_1.npy,0,1,1,1,1,0.008333333,dc007466597475903bdd22559c0061d0da2d47cc6e5b1fd1d84a5eaa3ca55bfb
0,1000,S2P-D1-nested-v1,1818064317,3,015e0f55bbea866b_LE,LE,979,3401,recordings/sub_979_ses_0_run_2.npy,0,7,7,7,7,0.058333333,c229fc32645c6d4bd6cf2f2b6172129ebaa4ce47f129958115ca7a8cd13be1b6
0,1000,S2P-D1-nested-v1,1818064317,4,015e0f55bbea866b_LE,LE,1123,3845,recordings/sub_1123_ses_133_run_0.npy,0,40,40,40,40,0.333333333,07fe7926f240f2d21f07ccb12e7e553931404f58ee37ef29aa0f83fecd021a40
0,1000,S2P-D1-nested-v1,1818064317,5,015e0f55bbea866b_LE,LE,1138,3869,recordings/sub_1138_ses_133_run_1.npy,0,56,56,56,56,0.466666667,c3270266da8cfbd5eb36955b0a813bf9652106eaeac67b80cbecc3038be6d6c3
0,1000,S2P-D1-nested-v1,1818064317,6,015e0f55bbea866b_LE,LE,264,808,recordings/sub_264_ses_0_run_0.npy,0,50,50,50,50,0.416666667,612eb01c5a1f853d33755a51a97da81c895dab3a657c542da2df687068d3437d
0,1000,S2P-D1-nested-v1,1818064317,7,015e0f55bbea866b_LE,LE,1676,5026,recordings/sub_1676_ses_133_run_0.npy,0,40,40,40,40,0.333333333,43068cedeaaf4ed9de60fdb37e4c767f442391f86d8b941319068cecd17dc377
0,1000,S2P-D1-nested-v1,1818064317,8,015e0f55bbea866b_LE,LE,801,2792,recordings/sub_801_ses_5_run_13.npy,0,9,9,9,9,0.075000000,ccd908be686f2e5ae06b300255d028594a370ffc1a18b83be8edf391d580e23a
0,1000,S2P-D1-nested-v1,1818064317,9,015e0f55bbea866b_LE,LE,268,819,recordings/sub_268_ses_0_run_0.npy,0,40,40,40,40,0.333333333,2eda389f1a628038f6403bf6586e399596f316f79b4670b639c66f73397ed0c5
0,1000,S2P-D1-nested-v1,1818064317,10,015e0f55bbea866b_LE,LE,102,239,recordings/sub_102_ses_0_run_0.npy,0,32,32,32,32,0.266666667,8fa3f693d56f8b8cc8f2b602b611a5b0929d10d7241f7fd36d92795b0fb2872d
0,1000,S2P-D1-nested-v1,1818064317,11,015e0f55bbea866b_LE,LE,1980,5710,recordings/sub_1980_ses_133_run_0.npy,0,41,41,41,41,0.341666667,b0866723b73998dfacc91c2cb55973c7e056ef8595f701df75e088636a8b627e
0,1000,S2P-D1-nested-v1,1818064317,12,015e0f55bbea866b_LE,LE,970,3380,recordings/sub_970_ses_0_run_0.npy,0,45,45,45,45,0.375000000,dfe5e9b51ddde6b48c6206f629ea659fc89a704ab121a898daf7e095bfab63ba
0,1000,S2P-D1-nested-v1,1818064317,13,015e0f55bbea866b_LE,LE,801,2793,recordings/sub_801_ses_5_run_14.npy,0,2,2,2,2,0.016666667,d0ca32df52e335ebf7fee6731ea15f42c771bdd8f21638d1df033a4989adf672
0,1000,S2P-D1-nested-v1,1818064317,14,015e0f55bbea866b_LE,LE,774,2711,recordings/sub_774_ses_14_run_0.npy,0,39,39,39,39,0.325000000,87efe9ea7244d840b80cf579dd9385637fa8a9df715df571aaf2fdfbc06a1e67
0,1000,S2P-D1-nested-v1,1818064317,15,015e0f55bbea866b_LE,LE,1158,3903,recordings/sub_1158_ses_15_run_1.npy,0,1,1,1,1,0.008333333,11e20feda426f9c2ba178613b2bd11df7c05026225a617f6821ec12a65adadbe
0,1000,S2P-D1-nested-v1,1818064317,16,015e0f55bbea866b_LE,LE,733,2634,recordings/sub_733_ses_0_run_2.npy,0,4,4,4,4,0.033333333,acd5e5677fd0dea16feff1e965d14a3bc5197a825dd47ea0ef34e0cc51447221
0,1000,S2P-D1-nested-v1,1818064317,17,015e0f55bbea866b_LE,LE,152,400,recordings/sub_152_ses_0_run_0.npy,0,39,39,39,39,0.325000000,31b5a11273075487d4591cfb6f2fb7fb18ba14357d0334507ff5baf99f1a0715
0,1000,S2P-D1-nested-v1,1818064317,18,015e0f55bbea866b_LE,LE,253,727,recordings/sub_253_ses_0_run_0.npy,0,39,39,39,39,0.325000000,56bff5cc2cd06f49a677683c3da86b766f5ea43af121b65ed4a3a87c1feafb51
0,1000,S2P-D1-nested-v1,1818064317,19,015e0f55bbea866b_LE,LE,454,1691,recordings/sub_454_ses_5_run_2.npy,0,1,1,1,1,0.008333333,2d742e187077ca8b45c036129f5a04971d23a2c307a8fccf095c210781849a88
0,1000,S2P-D1-nested-v1,1818064317,20,015e0f55bbea866b_LE,LE,2201,6364,recordings/sub_2201_ses_133_run_0.npy,0,50,50,50,50,0.416666667,0c79915d90388148c7664bc995b0f46428f64f61cd08568e9118c2c8e7b6033e
0,1000,S2P-D1-nested-v1,1818064317,21,015e0f55bbea866b_LE,LE,1004,3455,recordings/sub_1004_ses_133_run_0.npy,0,39,39,39,39,0.325000000,95d6be6a2e388a20bc4f84f384f9f02f6bb8e2b767bf2a44b7bcaeeef3edef78
0,1000,S2P-D1-nested-v1,1818064317,22,015e0f55bbea866b_LE,LE,866,3007,recordings/sub_866_ses_0_run_0.npy,0,47,47,47,47,0.391666667,4ca586051ad83b0dec20b6b8fa171aa557f8d772b8fa22a226f1eb6fb86eb520
0,1000,S2P-D1-nested-v1,1818064317,23,015e0f55bbea866b_LE,LE,854,2947,recordings/sub_854_ses_15_run_1.npy,0,6,6,6,6,0.050000000,48d7e79ba29aca73dc92f56c6fa8ec82a9994265026c6ae5444b4b86c362e62e
0,1000,S2P-D1-nested-v1,1818064317,24,015e0f55bbea866b_LE,LE,1682,5041,recordings/sub_1682_ses_133_run_0.npy,0,40,40,40,40,0.333333333,6d622b9ac10bf9bf6ab3a163904edef59ead3491ed3bcbd3e54d2914f669a823
0,1000,S2P-D1-nested-v1,1818064317,25,015e0f55bbea866b_LE,LE,422,1594,recordings/sub_422_ses_0_run_1.npy,0,15,15,15,15,0.125000000,664a8f128624759c091c4576c7dc16bdf8875498f59f9dfd8af601c75bd0dee7
0,1000,S2P-D1-nested-v1,1818064317,26,015e0f55bbea866b_LE,LE,1707,5096,recordings/sub_1707_ses_133_run_1.npy,0,27,27,27,27,0.225000000,63e1ca363f9529b0d2ca61d61699a33488a4e93ba4bc30357d2ede5d60723df3
0,1000,S2P-D1-nested-v1,1818064317,27,015e0f55bbea866b_LE,LE,2196,6294,recordings/sub_2196_ses_133_run_0.npy,0,50,50,50,50,0.416666667,da0127060099013671e7cf2b4f581b95d809fff40a4076eaa280c5a25165b201
0,1000,S2P-D1-nested-v1,1818064317,28,015e0f55bbea866b_LE,LE,2228,6454,recordings/sub_2228_ses_78_run_0.npy,0,38,38,38,38,0.316666667,b1df20521bd09fd994e2139651a12592adfd3067e5fd1a6b85bf72c6415c543b
0,1000,S2P-D1-nested-v1,1818064317,29,015e0f55bbea866b_LE,LE,1871,5358,recordings/sub_1871_ses_133_run_0.npy,0,40,40,40,40,0.333333333,a4e455d61748084acc8145ce74658b0546316481e2eb7f4fc890df8fa0de6cca
0,1000,S2P-D1-nested-v1,1818064317,30,015e0f55bbea866b_LE,LE,1386,4424,recordings/sub_1386_ses_133_run_0.npy,0,42,42,42,42,0.350000000,3958171e8e83be56d452b66440bdedc4405ac4d6664d69610ae0dd16f5a30d75
0,1000,S2P-D1-nested-v1,1818064317,31,015e0f55bbea866b_LE,LE,529,1929,recordings/sub_529_ses_0_run_0.npy,0,34,34,34,34,0.283333333,2af24328e83aec57cdfe3c7eaf92083cfc5599dfa81c4de14126e25ee68953f7
0,1000,S2P-D1-nested-v1,1818064317,32,015e0f55bbea866b_LE,LE,298,988,recordings/sub_298_ses_0_run_0.npy,0,50,50,50,50,0.416666667,776b6d9328759ea29cd2ac49f78953291d1a9a295023ac7f63edbdc47252f892
0,1000,S2P-D1-nested-v1,1818064317,33,015e0f55bbea866b_LE,LE,801,2789,recordings/sub_801_ses_5_run_10.npy,0,12,12,12,12,0.100000000,38f1d8d63fda97cda0b6a3c326ebb3def79cf65a44d9d0eb8e11e025a7ff8b68
0,1000,S2P-D1-nested-v1,1818064317,34,015e0f55bbea866b_LE,LE,569,2102,recordings/sub_569_ses_0_run_0.npy,0,42,42,42,42,0.350000000,9322839192feb3bafe1483adf02afc2276b3856aca07ff64981b976798bfcefa
