stability_grouping,group_key,source_space,neighborhood,neighborhood_kind,neighborhood_value,min_neighbor_count,label,n_candidates,n_covered_candidates,coverage,empty_fraction,mean_neighbor_count,covered_base_rate,local_bayes_top1_expected_hit,local_bayes_top1_enrichment,local_bayes_gain_vs_covered_random,target_labels_diagnostic_only
trajectory,0|3|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,25,0,0.0,0.92,0.08,,,,,1
trajectory,0|3|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,25,0,0.0,0.92,0.08,,,,,1
trajectory,0|4|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|4|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|4|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|4|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,36,1,0.027777777777777776,0.75,0.7222222222222222,0.0,0.0,,0.0,1
trajectory,0|4|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,36,1,0.027777777777777776,0.75,0.7222222222222222,0.0,0.0,,0.0,1
trajectory,0|4|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,36,1,0.027777777777777776,0.75,0.7222222222222222,0.0,0.0,,0.0,1
trajectory,0|5|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,0|5|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,0|5|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,0|5|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,0|5|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,0|5|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,0|6|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,0|6|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,0|6|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,0|6|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,0|6|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,0|6|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,0|7|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,0|7|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,0|7|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,0|7|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|7|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|7|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|8|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,0|8|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,0|8|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,0|8|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|8|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|8|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|9|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|9|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|9|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,0|9|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,19,0,0.0,1.0,0.0,,,,,1
trajectory,0|9|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,19,0,0.0,1.0,0.0,,,,,1
trajectory,0|9|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,19,0,0.0,1.0,0.0,,,,,1
trajectory,1|1|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,28,0,0.0,0.9285714285714286,0.07142857142857142,,,,,1
trajectory,1|1|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,28,0,0.0,0.9285714285714286,0.07142857142857142,,,,,1
trajectory,1|1|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,28,0,0.0,0.8571428571428571,0.14285714285714285,,,,,1
trajectory,1|1|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,1|1|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,1|1|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,1|2|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,1|2|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,1|2|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,1|2|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,29,11,0.3793103448275862,0.5517241379310345,3.8620689655172415,1.0,1.0,1.0,0.0,1
trajectory,1|2|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,29,11,0.3793103448275862,0.5517241379310345,3.8620689655172415,1.0,1.0,1.0,0.0,1
trajectory,1|2|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,29,11,0.3793103448275862,0.5517241379310345,3.8620689655172415,1.0,1.0,1.0,0.0,1
trajectory,1|3|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,28,0,0.0,1.0,0.0,,,,,1
trajectory,1|3|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,28,0,0.0,1.0,0.0,,,,,1
trajectory,1|3|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,28,0,0.0,1.0,0.0,,,,,1
trajectory,1|3|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,1|3|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,1|3|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,1|4|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,1|4|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,1|4|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,1|4|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,1|4|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,1|4|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,24,0,0.0,1.0,0.0,,,,,1
trajectory,1|5|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,1|5|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,1|5|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,18,0,0.0,1.0,0.0,,,,,1
trajectory,1|5|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,19,0,0.0,1.0,0.0,,,,,1
trajectory,1|5|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,19,0,0.0,1.0,0.0,,,,,1
trajectory,1|5|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,19,0,0.0,1.0,0.0,,,,,1
trajectory,1|6|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,1|6|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,1|6|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,1|6|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,25,0,0.0,0.68,0.72,,,,,1
trajectory,1|6|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,25,0,0.0,0.8,0.32,,,,,1
trajectory,1|6|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,25,0,0.0,0.68,0.64,,,,,1
trajectory,1|7|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,26,0,0.0,1.0,0.0,,,,,1
trajectory,1|7|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,26,0,0.0,1.0,0.0,,,,,1
trajectory,1|7|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,26,0,0.0,1.0,0.0,,,,,1
trajectory,1|7|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,1|7|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,1|7|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,1|8|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,1|8|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,1|8|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,1|8|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,1|8|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,1|8|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,1|9|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,1|9|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,1|9|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,1|9|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,1|9|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,1|9|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,2|1|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,2|1|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,2|1|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,2|1|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,27,0,0.0,0.8888888888888888,0.14814814814814814,,,,,1
trajectory,2|1|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,27,0,0.0,0.9259259259259259,0.07407407407407407,,,,,1
trajectory,2|1|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,27,0,0.0,0.8888888888888888,0.14814814814814814,,,,,1
trajectory,2|2|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,26,0,0.0,1.0,0.0,,,,,1
trajectory,2|2|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,26,0,0.0,1.0,0.0,,,,,1
trajectory,2|2|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,26,0,0.0,1.0,0.0,,,,,1
trajectory,2|2|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,33,1,0.030303030303030304,0.7575757575757576,0.7272727272727273,0.0,0.0,,0.0,1
trajectory,2|2|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,33,1,0.030303030303030304,0.696969696969697,0.7878787878787878,0.0,0.0,,0.0,1
trajectory,2|2|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,33,1,0.030303030303030304,0.696969696969697,0.7878787878787878,0.0,0.0,,0.0,1
trajectory,2|3|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,2|3|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,2|3|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,2|3|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,34,9,0.2647058823529412,0.7058823529411765,1.8235294117647058,0.0,0.0,,0.0,1
trajectory,2|3|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,34,9,0.2647058823529412,0.7058823529411765,1.8235294117647058,0.0,0.0,,0.0,1
trajectory,2|3|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,34,9,0.2647058823529412,0.7058823529411765,1.8235294117647058,0.0,0.0,,0.0,1
trajectory,2|4|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,31,0,0.0,0.8709677419354839,0.25806451612903225,,,,,1
trajectory,2|4|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,31,0,0.0,0.8709677419354839,0.25806451612903225,,,,,1
trajectory,2|4|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,31,0,0.0,0.8709677419354839,0.25806451612903225,,,,,1
trajectory,2|4|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,2|4|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,2|4|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,2|5|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,2|5|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,2|5|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,22,0,0.0,1.0,0.0,,,,,1
trajectory,2|5|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,25,0,0.0,1.0,0.0,,,,,1
trajectory,2|5|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,25,0,0.0,1.0,0.0,,,,,1
trajectory,2|5|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,25,0,0.0,1.0,0.0,,,,,1
trajectory,2|6|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,2|6|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,2|6|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,2|6|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,2|6|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,2|6|1|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,20,0,0.0,1.0,0.0,,,,,1
trajectory,2|7|0|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,2|7|0|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,2|7|0|S3_nonestimable_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,21,0,0.0,1.0,0.0,,,,,1
trajectory,2|7|1|S0_full_support,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
trajectory,2|7|1|S2_rare_cells,all_source_objectives,eps_q01,epsilon,0.03462955414672538,5,primary_joint_good,23,0,0.0,1.0,0.0,,,,,1
