unit_id,dataset,target,seed,level,regime,epoch,trajectory_order,wave,role,retention_rule,target_outcome_used_for_retention
c78_c6fecc8049ac2743c0b4,BNCI2014_001,4,3,0,OACI,89,18,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_d9ba50b87d120202851d,BNCI2014_001,4,3,0,OACI,94,19,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_81ecfc71ed489566af41,BNCI2014_001,4,3,0,OACI,99,20,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_870e27f3395235b84774,BNCI2014_001,4,3,0,OACI,104,21,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_558f1c461335aca82157,BNCI2014_001,4,3,0,OACI,109,22,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_9661117823d5e6b84704,BNCI2014_001,4,3,0,OACI,114,23,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_ab55b7d251a40c57454f,BNCI2014_001,4,3,0,OACI,119,24,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_82d07c62e9b1f21bd757,BNCI2014_001,4,3,0,OACI,124,25,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_6fa63f59766b49c6a58b,BNCI2014_001,4,3,0,OACI,129,26,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_365b4ad106c76d589ddd,BNCI2014_001,4,3,0,OACI,134,27,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_3f198bbe4b3a02299676,BNCI2014_001,4,3,0,OACI,139,28,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_8d3c51412b3cfc3daa2a,BNCI2014_001,4,3,0,OACI,144,29,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_fbf52cbf22413c8a1288,BNCI2014_001,4,3,0,OACI,149,30,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_e050c55e4344d612714a,BNCI2014_001,4,3,0,OACI,154,31,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_9cf32c565e5c3f03c054,BNCI2014_001,4,3,0,OACI,159,32,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_b96ec861204d9b0ccd24,BNCI2014_001,4,3,0,OACI,164,33,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_1efcdbed9c200371062f,BNCI2014_001,4,3,0,OACI,169,34,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_e860d47ddc07e82dc8f9,BNCI2014_001,4,3,0,OACI,174,35,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_aca27dcdecc430c8ac0b,BNCI2014_001,4,3,0,OACI,179,36,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_5131c1dd5976a7508fab,BNCI2014_001,4,3,0,OACI,184,37,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_249daf9cfc104048df05,BNCI2014_001,4,3,0,OACI,189,38,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_0132e7d3a72a1a805b00,BNCI2014_001,4,3,0,OACI,194,39,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_506314566db0b3934624,BNCI2014_001,4,3,0,OACI,199,40,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_7f5e69edb1934d355a64,BNCI2014_001,4,3,1,ERM,199,0,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_dee11a00851012c4b208,BNCI2014_001,4,3,1,OACI,4,1,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_b9b3bd8e8cca37ee2389,BNCI2014_001,4,3,1,OACI,9,2,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_4da1e3875851a766630c,BNCI2014_001,4,3,1,OACI,14,3,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_fe7d711893e405fabafa,BNCI2014_001,4,3,1,OACI,19,4,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_396df7ae700f9f73cad4,BNCI2014_001,4,3,1,OACI,24,5,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_40607821a887ae42d05c,BNCI2014_001,4,3,1,OACI,29,6,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_091eb66dbdc1c8259587,BNCI2014_001,4,3,1,OACI,34,7,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_f09994e2e7296e92d92b,BNCI2014_001,4,3,1,OACI,39,8,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_e31b4fcf2053eddbf27d,BNCI2014_001,4,3,1,OACI,44,9,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_379979ff7729bc95bba8,BNCI2014_001,4,3,1,OACI,49,10,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_4537b65a5f15c097f610,BNCI2014_001,4,3,1,OACI,54,11,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_c21e437887d769cae94b,BNCI2014_001,4,3,1,OACI,59,12,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_fa8b56ed8d5b77624a58,BNCI2014_001,4,3,1,OACI,64,13,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_acf6b1f8a396e41a84e5,BNCI2014_001,4,3,1,OACI,69,14,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_51935db6c1e47c3fa650,BNCI2014_001,4,3,1,OACI,74,15,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_c35bc5d7bd807fefc33c,BNCI2014_001,4,3,1,OACI,79,16,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_200084d0267bc2344082,BNCI2014_001,4,3,1,OACI,84,17,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_96649fc6463b8f808566,BNCI2014_001,4,3,1,OACI,89,18,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_89496d376f4028b7d265,BNCI2014_001,4,3,1,OACI,94,19,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_a42885c094ec1ae7be10,BNCI2014_001,4,3,1,OACI,99,20,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_aee24e48d7ec3b1f17f0,BNCI2014_001,4,3,1,OACI,104,21,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_8340ce875bbcc73e99d5,BNCI2014_001,4,3,1,OACI,109,22,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_9f3beed3e0c282f4ebf6,BNCI2014_001,4,3,1,OACI,114,23,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_028e723722f25a7adf6c,BNCI2014_001,4,3,1,OACI,119,24,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_bfabd24bd94bc7826848,BNCI2014_001,4,3,1,OACI,124,25,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_f3e2a4d4936fe49e8442,BNCI2014_001,4,3,1,OACI,129,26,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_f6ae8c36dabdef37c3c3,BNCI2014_001,4,3,1,OACI,134,27,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_8b7e4be408692d15b53b,BNCI2014_001,4,3,1,OACI,139,28,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_c8993b24a16fc248c24b,BNCI2014_001,4,3,1,OACI,144,29,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_6b965249e4053a16219f,BNCI2014_001,4,3,1,OACI,149,30,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_58adb20dce79a8d020d2,BNCI2014_001,4,3,1,OACI,154,31,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_be82417f145b096763e1,BNCI2014_001,4,3,1,OACI,159,32,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_cf9f27a974ed5cf1979f,BNCI2014_001,4,3,1,OACI,164,33,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_620d54c90621cd3511e8,BNCI2014_001,4,3,1,OACI,169,34,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_1e39f280419a3b679221,BNCI2014_001,4,3,1,OACI,174,35,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_0102d84fb091a39c09c4,BNCI2014_001,4,3,1,OACI,179,36,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_b93a116e6f21f8005185,BNCI2014_001,4,3,1,OACI,184,37,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_cc52a567de335901dc8f,BNCI2014_001,4,3,1,OACI,189,38,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_3f3999e217283a5aa912,BNCI2014_001,4,3,1,OACI,194,39,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78_116a12ce71f77a7ad543,BNCI2014_001,4,3,1,OACI,199,40,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_d99c6e6f0b1b29438cb7,BNCI2014_001,4,3,0,SRC,4,1,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_c259a96a18570c5b4f48,BNCI2014_001,4,3,0,SRC,9,2,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_801c7f6695e3e9a3af29,BNCI2014_001,4,3,0,SRC,14,3,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_460d805e1011b2323a76,BNCI2014_001,4,3,0,SRC,19,4,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_214b0697dd4b3c6f0102,BNCI2014_001,4,3,0,SRC,24,5,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_3c79b4f954e04ba1b75c,BNCI2014_001,4,3,0,SRC,29,6,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_49fcdeb4c59deb170c9a,BNCI2014_001,4,3,0,SRC,34,7,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_36112cda99cdaac95c59,BNCI2014_001,4,3,0,SRC,39,8,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_3d9b8838a80a160a2137,BNCI2014_001,4,3,0,SRC,44,9,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_7d556e9ad37595da4779,BNCI2014_001,4,3,0,SRC,49,10,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_6505420602112dfc2890,BNCI2014_001,4,3,0,SRC,54,11,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_cea7577f5725fcc24f5e,BNCI2014_001,4,3,0,SRC,59,12,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_97b5e93e163e6d269df0,BNCI2014_001,4,3,0,SRC,64,13,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_d9684f844fa14124c952,BNCI2014_001,4,3,0,SRC,69,14,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_c82e9fe66cb24a682855,BNCI2014_001,4,3,0,SRC,74,15,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_dd99715066aea042c86c,BNCI2014_001,4,3,0,SRC,79,16,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_cc0d1a69aa6ce2f904ee,BNCI2014_001,4,3,0,SRC,84,17,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_47a25f7734c4bde4e0c0,BNCI2014_001,4,3,0,SRC,89,18,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_5c679383b9851f34cad0,BNCI2014_001,4,3,0,SRC,94,19,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_e81d3cc9e8857757ad75,BNCI2014_001,4,3,0,SRC,99,20,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_bd68ca5e9c5d6f237288,BNCI2014_001,4,3,0,SRC,104,21,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_547a0cfede888deead21,BNCI2014_001,4,3,0,SRC,109,22,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_f403073cecf007f59661,BNCI2014_001,4,3,0,SRC,114,23,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_96be43c36639d75105a8,BNCI2014_001,4,3,0,SRC,119,24,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_3994f82d18042b88577d,BNCI2014_001,4,3,0,SRC,124,25,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_113c99a160f249a6d426,BNCI2014_001,4,3,0,SRC,129,26,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_9cddd3ef5b2ce3832226,BNCI2014_001,4,3,0,SRC,134,27,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_7ee119cde7ad236dc115,BNCI2014_001,4,3,0,SRC,139,28,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_abf9a757176f191397bf,BNCI2014_001,4,3,0,SRC,144,29,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_8cd5418bce5c84a5df2a,BNCI2014_001,4,3,0,SRC,149,30,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_1b3c72bc760011224e4c,BNCI2014_001,4,3,0,SRC,154,31,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_0c564da90d247b41452e,BNCI2014_001,4,3,0,SRC,159,32,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_f494c417a563e10ffdf3,BNCI2014_001,4,3,0,SRC,164,33,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_1d8a7a2e4e4866dcbd37,BNCI2014_001,4,3,0,SRC,169,34,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_7553c289222815b25c3e,BNCI2014_001,4,3,0,SRC,174,35,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_42f6796a6cc7147673b0,BNCI2014_001,4,3,0,SRC,179,36,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_02dff4b4e03c14d39e45,BNCI2014_001,4,3,0,SRC,184,37,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_1793efb4b7c7e7dcaa52,BNCI2014_001,4,3,0,SRC,189,38,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_7af3bd1c68b24f3d2650,BNCI2014_001,4,3,0,SRC,194,39,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_5daa6819dd99cada4cdb,BNCI2014_001,4,3,0,SRC,199,40,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_f1f7bccb9c8e9094d02d,BNCI2014_001,4,3,1,SRC,4,1,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_d57c41e59a7b7487899e,BNCI2014_001,4,3,1,SRC,9,2,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_d913123f714bffed77dc,BNCI2014_001,4,3,1,SRC,14,3,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_dade2debd55eaf0c2907,BNCI2014_001,4,3,1,SRC,19,4,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_ae1664697bd9c6b42355,BNCI2014_001,4,3,1,SRC,24,5,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_e1640750018199837316,BNCI2014_001,4,3,1,SRC,29,6,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_06c7a829d2675d735407,BNCI2014_001,4,3,1,SRC,34,7,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_39c647878502e4cd9291,BNCI2014_001,4,3,1,SRC,39,8,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_6994bc3df363601febd1,BNCI2014_001,4,3,1,SRC,44,9,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_a6bf4c06a91f07384153,BNCI2014_001,4,3,1,SRC,49,10,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_0bf8c170756f98ff5c60,BNCI2014_001,4,3,1,SRC,54,11,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_ee15e89e9886aebced87,BNCI2014_001,4,3,1,SRC,59,12,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_5e66e9d274b6ede0c2da,BNCI2014_001,4,3,1,SRC,64,13,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_4f8e1a472e10f136e870,BNCI2014_001,4,3,1,SRC,69,14,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_a60cdd6bdcee1633fb12,BNCI2014_001,4,3,1,SRC,74,15,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_1e72a8799ebf2d360cf0,BNCI2014_001,4,3,1,SRC,79,16,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_4540ab25ecd4ee800295,BNCI2014_001,4,3,1,SRC,84,17,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_3a828edc53b4e3629f27,BNCI2014_001,4,3,1,SRC,89,18,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_131aa78843e80f18cf2b,BNCI2014_001,4,3,1,SRC,94,19,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_6b0572e87948cfc92854,BNCI2014_001,4,3,1,SRC,99,20,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_070d7ef76eebc6220d11,BNCI2014_001,4,3,1,SRC,104,21,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_90b70d61836d92b568f2,BNCI2014_001,4,3,1,SRC,109,22,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_43c98351b607512e445c,BNCI2014_001,4,3,1,SRC,114,23,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_933f619863d47609644d,BNCI2014_001,4,3,1,SRC,119,24,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_4be1e536ca789520e364,BNCI2014_001,4,3,1,SRC,124,25,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_571bfd608f3d352461fa,BNCI2014_001,4,3,1,SRC,129,26,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_9986a5c54e01348b37ab,BNCI2014_001,4,3,1,SRC,134,27,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_6bd13e211521449c1d9e,BNCI2014_001,4,3,1,SRC,139,28,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_e31b8be998ae77b93e36,BNCI2014_001,4,3,1,SRC,144,29,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_0491f82ee5c0bbab4660,BNCI2014_001,4,3,1,SRC,149,30,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_df4d8aa0065030546e98,BNCI2014_001,4,3,1,SRC,154,31,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_1acd4260aab96edc3eaa,BNCI2014_001,4,3,1,SRC,159,32,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_d20af56baee0a9ab7b6e,BNCI2014_001,4,3,1,SRC,164,33,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_37784d3a4908585c9076,BNCI2014_001,4,3,1,SRC,169,34,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_a7f73941b392bbadbd54,BNCI2014_001,4,3,1,SRC,174,35,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_841ed202fca1da0af56c,BNCI2014_001,4,3,1,SRC,179,36,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_7ee67efe7a9ec6371138,BNCI2014_001,4,3,1,SRC,184,37,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_b75f457855c6bf66c7dd,BNCI2014_001,4,3,1,SRC,189,38,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_a5a6c8aff530445d86c7,BNCI2014_001,4,3,1,SRC,194,39,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78r_d63d4b29ab3cff21f6d9,BNCI2014_001,4,3,1,SRC,199,40,CANARY,engineering_canary_descriptive_only,parent_committed_C78_or_C78R,0
c78f_212bb3954f4b0a6f2797,BNCI2014_001,1,3,0,ERM,199,0,B,shared_stage1_anchor,stage1_final_only,0
c78f_dc21b11dd757156157ea,BNCI2014_001,1,3,0,OACI,4,1,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_9f74a4745e381eb5b17c,BNCI2014_001,1,3,0,OACI,9,2,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_1106b50bcc784fa7cc68,BNCI2014_001,1,3,0,OACI,14,3,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_fe4636b3ea18f85d7cf3,BNCI2014_001,1,3,0,OACI,19,4,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_fcb88b2b0df8d5d1d443,BNCI2014_001,1,3,0,OACI,24,5,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_ac947d453a66debd6e79,BNCI2014_001,1,3,0,OACI,29,6,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_f56e5e37cbac1b7b55a4,BNCI2014_001,1,3,0,OACI,34,7,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_044410d399b189d17097,BNCI2014_001,1,3,0,OACI,39,8,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_ba577379736112946452,BNCI2014_001,1,3,0,OACI,44,9,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_271947913401998be15b,BNCI2014_001,1,3,0,OACI,49,10,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_ff212354c40f00eecf4b,BNCI2014_001,1,3,0,OACI,54,11,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_de26ede593f4a56178b3,BNCI2014_001,1,3,0,OACI,59,12,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_833eab32a911c273fe60,BNCI2014_001,1,3,0,OACI,64,13,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_588c34db850a7dfc1b0b,BNCI2014_001,1,3,0,OACI,69,14,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_a7244d1fc0504d611d79,BNCI2014_001,1,3,0,OACI,74,15,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_c8f411bd6822413c234e,BNCI2014_001,1,3,0,OACI,79,16,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_3cf02dc2d4716acb6c1f,BNCI2014_001,1,3,0,OACI,84,17,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_5a4c0fbeb5e802c2cafa,BNCI2014_001,1,3,0,OACI,89,18,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
c78f_2859de1de935d2638fd6,BNCI2014_001,1,3,0,OACI,94,19,B,historical_primary_trajectory,every_5_epochs_complete_trajectory,0
