path,sha256,bytes
oaci/reports/c78f_tables/checkpoint_genealogy.csv,55bda2c76677b5f3ea7e1fe01a02d14ae2505db00617f1c150b80d233e20fbf2,374059
oaci/reports/c78f_tables/checkpoint_manifest.csv,c6a78b5bbd0d4e5df01077c8f1b701cf44fd7a5a105038f477752bab73f9ec4e,485242
oaci/reports/c78f_tables/collector_repair_ledger.csv,fea7633d79d3add16ea81a0eb5ee8300cf5974e04bf7bf17d108130feb1420bf,468
oaci/reports/c78f_tables/collector_repair_red_team_checks.csv,583a1b1145d65082cd876b68b9108ab36456a62587dc84a21514a7023ba594aa,343
oaci/reports/c78f_tables/determinism_replay.csv,166edd4cfe1d156c55fa1af76bac72be0045e791fcdf9cfea0c886788935a27b,266
oaci/reports/c78f_tables/environment_preflight.csv,b9f7f2e454555f9d046c0708155830572f0a806bd12c4048ade8024028900e16,220
oaci/reports/c78f_tables/execution_attempt_ledger.csv,0a495e1d7f58f913efeaadde895afefb20b14961b9537fa0b94e16d152f434fd,2491
oaci/reports/c78f_tables/failure_reason_ledger.csv,fb60e8293102a104bbc03668f6ad65deda3969080108ca8d14c5e237f70e1245,135
oaci/reports/c78f_tables/full_unit_manifest.csv,b90f2d3b9da8ce091c585897c614217fc7064901908c1fb87cbd128d6221e3fc,188031
oaci/reports/c78f_tables/instrumentation_schema_audit.csv,fb7af3774996a34d16950fd1889fead18f1152e80880fbe1590ae25c1a650cff,4378
oaci/reports/c78f_tables/optimizer_state_manifest.csv,108890df93c9136e204f538e238aa15a8e9635838307b4d806ba26dcc5e3a18f,512475
oaci/reports/c78f_tables/physical_view_manifest.csv,474a922dffb0f23e7039c7bad5a4e9889ffae317bc24e0b1eeab8a645a5d7123,18101
oaci/reports/c78f_tables/protocol_red_team_checks.csv,40e58457617c9a9a6883e2f4941cc10822974cacffc7daf922db8928b39ef9cc,4145
oaci/reports/c78f_tables/protocol_replay.csv,297aafa760041d04f08d5d044ecb94a7572db04970b5cb905daed5609b121154,776
oaci/reports/c78f_tables/regression_verification.csv,6ae78b84da136df79b89a4703ee5b55bfb81a9a968c6a245fc8970e45ff0d8e2,263
oaci/reports/c78f_tables/remaining_target_preflight.csv,9d2f8aa8d9c6db3f3d07a7181ba41f1b8bcab6cfbf198f2cdd625670753049fc,685
oaci/reports/c78f_tables/risk_register.csv,2580460a52b1225625dec27260660a9be1d26c5156d248a7bde9a77e6255ba4d,2504
oaci/reports/c78f_tables/seed4_protection_audit.csv,34310351f206ac4f28669f9e3812a61944678138f01a8e0e8635c4999405ab8e,140
oaci/reports/c78f_tables/storage_preflight.csv,7d053c4505f9b4d7ece71216bd00d1317b3994f511a4b8d1c010aa09410d65f3,172
oaci/reports/c78f_tables/target_isolation_runtime_audit.csv,7a2fd37188d696f49d571bd29c1f94f0412cd1b9d5b5ce51ea43dcbbafb2a686,370
oaci/reports/c78f_tables/training_phase_manifest.csv,3c9436b5bb238c7b831a4be46e5159f5bf274cb4b4603559cf5a089221ca0cac,2396
oaci/reports/c78f_tables/training_runtime_ledger.csv,a4fb38b692654b8f5efe57aeea71dc9490b8ac5c842a8db199262875873fe433,5397
oaci/reports/c78f_tables/wave_assignment.csv,e8f29821eb13b49cfc15bb8d67507871f3c254dea5744b5e0e05d678fc7ef633,622
oaci/reports/c78f_tables/wave_execution_summary.csv,0cab67c5ed2b7371fe99b263b2327fead753b6838b59ba72bbb43520c790ecd2,315
