unit_id,target,level,regime,trajectory_order,optimizer_state_path,optimizer_state_file_sha256,optimizer_state_hash,file_hash_match,state_hash_match,passed
c78f_6f5a20e0dcaead567dd1,1,0,OACI,36,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-36_optimizer_f895a33e64536fbf.pt,609bee10a9d226f2c7fafcb1caa9e17702005886fb0c5a0bb15d68d2612bbe0d,f895a33e64536fbfc6d9a557dbb37d55121b98781749279dc5ea2eec37ac352b,1,1,1
c78f_ba2e77808ea4a1854505,1,0,OACI,37,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-37_optimizer_a2c71bf532adb0f9.pt,9f78e43fe40887e00f098172bb4a7a6f9d0c5c7a37d634c518412b698bacc7c9,a2c71bf532adb0f95c72f336114298db5f427f424ace2565c8bcbbca19b063e5,1,1,1
c78f_56ccb8cc61de3e258c79,1,0,OACI,38,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-38_optimizer_ec80298f1c157298.pt,52bdf60921ccb8bd19a314935202bb986d2e1d9df0334a6ce5a13bffd167e823,ec80298f1c157298f7778d392d4c1ec1e9ae11f1f24a22feff4cfa58157b6219,1,1,1
c78f_9618ba5a186c8e611d3c,1,0,OACI,39,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-39_optimizer_8d072dd834424306.pt,74826ac49bd258a8e084ae53d14d498fec0ee45149c6a9e113c332063e05c539,8d072dd834424306d4d2b4cf8cc01e769477e77e8bf562c32a0fc856190aefe9,1,1,1
c78f_2fa6a010f500d26231bd,1,0,OACI,40,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-40_optimizer_d743d238a5963c2e.pt,a097270d059e33c5a61cd487be8a4b262bd4c8df37a0dfffd8f3ad4104e8d498,d743d238a5963c2ed4a34e6440a47a942b910981c3226d8788d9a51d3c3a7226,1,1,1
c78f_f7fd303deb60357810f9,1,0,SRC,1,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-01_optimizer_d9a685eea42c22e8.pt,e374bf9e88c52db1147c993881bcbce45cfcfc2bcc92bce506a79ec36387fdd8,d9a685eea42c22e8034250410e60fd6108ec4140c1a067cc6febfe092853a3f3,1,1,1
c78f_4edcfc8df0f77e12f751,1,0,SRC,2,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-02_optimizer_2876bcdf5b8f8c5b.pt,bd212499f272ac966458199319a726cfe7ed375641637faa1eb6a2db284112f3,2876bcdf5b8f8c5bb311ad65d0b8487ca22e81e1573a9822379dfa3a4c4ba304,1,1,1
c78f_2428a26480dcc387dce8,1,0,SRC,3,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-03_optimizer_c640e852bfa4222b.pt,fa270766584894509f9cbdbedeba075d0acd4cc1f6758429cd2fa4b2b72268b3,c640e852bfa4222b4d94a934d1af7fcc1159ca31cc12b2b18154d3a53d773d94,1,1,1
c78f_cc34f8f33e8937a162f5,1,0,SRC,4,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-04_optimizer_a5af7bbc0d1cee13.pt,5e53a5ab9f80bda95849adfabd36c4ca015b2c7fc07db25fe3596fc334afb34d,a5af7bbc0d1cee13c1900064fa10aef4ac9b51ae5d1e82460d8fdf3ec4919a96,1,1,1
c78f_4329af1e742cd0f44e6e,1,0,SRC,5,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-05_optimizer_84d6af037ebe3443.pt,10441ec15ee4d91397e274b460889e0c12a23869229e79bfda833abd6e45bed6,84d6af037ebe344342d4669aa4d3fc208677b2aef996bb516669b55a1d3a3d03,1,1,1
c78f_1f7a2a64a50d7e83ef2d,1,0,SRC,6,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-06_optimizer_0f2edba984d0bf0b.pt,c45b8558dab77560f890ce02893cb6111f4926fc46382c51e20fe73cf5767973,0f2edba984d0bf0b3cb35b7bcceff919b3ed700296ac95abe580c7edfedcfec7,1,1,1
c78f_ca8cd9a57f6e7c9b0899,1,0,SRC,7,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-07_optimizer_65631d435399e52b.pt,d11c4173171645c3eec4c20b9998bb17bcaed57a7851013bcce814866f8cfb5d,65631d435399e52bd4e02f881a372b277cdcef5db4901d4fee75980e2b1b593b,1,1,1
c78f_892a120bfe339183cabd,1,0,SRC,8,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-08_optimizer_9cac35b6386ea60f.pt,a8b8e2ccdf84afc68c06ddc5f2df8653229420bf2351ec24be0987e22499f1f2,9cac35b6386ea60f96275e7cb6dc0d8d27307562aab2f36b0ee0fa5b359a3a9a,1,1,1
c78f_289a2838157ec9d14231,1,0,SRC,9,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-09_optimizer_958f9be6cada45ac.pt,d00637a6e466b9eccbb0ace7e8ce6e4a9de88953ea83c1ea19beff277c72c7ce,958f9be6cada45ace2c697bfea190d5f2ac584670cb8c761cd495a4235d41dc1,1,1,1
c78f_174e3e08a9380769a14e,1,0,SRC,10,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-10_optimizer_7715f3e2562e3194.pt,26dc4b8579590e8ed72e0c7dbf58d9e6231538239ba893e254b55b4632e47e02,7715f3e2562e3194122330f0e29dcdde36d6e6dea09760e3d760a181534b0ab2,1,1,1
c78f_4f875bee452343f4e312,1,0,SRC,11,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-11_optimizer_3bd3b52fad8dc601.pt,951c7ecabc3fe792884a990cafb41e157e73d3a2f6fd3aefcfa369591e405e2c,3bd3b52fad8dc601fff1c6dddbd1fb06951a6febf674c646e15c43de578cc1e8,1,1,1
c78f_652bad34fb45859b79e4,1,0,SRC,12,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-12_optimizer_801acb14daf28f0a.pt,30050944a5cb13c9f4aeb1dcdc591e40bbef9d3f542ea2a8fecc27bb50688b6f,801acb14daf28f0a478b0f2d04d37d5d3add4e0b530d072a223499059ace2916,1,1,1
c78f_9d4e401cbbfa4bb84964,1,0,SRC,13,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-13_optimizer_69c3438a8320dd7b.pt,650fda65788c6768a31c296ccb3caccaeb82fe6eb2f14c379624dbf52564c936,69c3438a8320dd7b1d1cecbd5ccb6973dfd99005bf419d840c4ab8594cc264ab,1,1,1
c78f_2bf0fa96107861501b71,1,0,SRC,14,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-14_optimizer_2a395e790dd4a6d6.pt,12f2d3250c1c38b95291dae784994c4e3f4977f6f1c6f873505ab19e5edcc80d,2a395e790dd4a6d660c6d24e7cc8ca0516349afe24846fd630736b2732800d0c,1,1,1
c78f_5463f651ed65e0882691,1,0,SRC,15,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-15_optimizer_3321d6d1eae82d11.pt,0c9f903ca7acbbc0667f3f7c4e406313db4e130289e29c12335f73ba2015ed02,3321d6d1eae82d117ae5eb609807c9dd3141ac1eff184c4b1fa14601784de8e6,1,1,1
c78f_c9810f99ce1a91d16cfd,1,0,SRC,16,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-16_optimizer_0f21c993dbee06bd.pt,cf3025947029c2e7ef748a05fc421afb8e62cc4c6bb99b99dee868ad618eabdb,0f21c993dbee06bd472e0acf9595cc37482f8ddb14fe58feb96bd967604eea64,1,1,1
c78f_e9279150c4c0c21e0385,1,0,SRC,17,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/src/optimizer_states/level-0_SRC_order-17_optimizer_c573d5e1be69f357.pt,adfff894c245b60a130fc83577ea9024b93e21fa5b9e7b5e1ad4dd7fb9ba1ade,c573d5e1be69f35766276febcc576e59c7937e64f66f2bd9d5a11b89765a5ce9,1,1,1
