check,passed,blocking,observed,expected,note
historical_optimization_components,1,1,"['C78_derived_execution_view', 'ERM objective', 'ERM_registered_config', 'OACI objective', 'OACI_registered_config', 'confirmatory manifest', 'training engine']",required four components,
authorization_absent,1,1,"{'token_field_path': 'authorization.exact_token', 'unique_exact_token_fields': '1', 'token_sha256': '077241b125cb49982a41767a4e49d2894b930506bd9c65ecb7e2cb7fc915f06f', 'CLI_argument_present': '0', 'exact_match': '0', 'prompt_text_considered': '0', 'environment_considered': '0', 'substring_scan_performed': '0', 'training_authorized': '0', 'decision': 'P0_READINESS_ONLY'}",all zero,
authorization_sources_not_scanned,1,1,"{'token_field_path': 'authorization.exact_token', 'unique_exact_token_fields': '1', 'token_sha256': '077241b125cb49982a41767a4e49d2894b930506bd9c65ecb7e2cb7fc915f06f', 'CLI_argument_present': '0', 'exact_match': '0', 'prompt_text_considered': '0', 'environment_considered': '0', 'substring_scan_performed': '0', 'training_authorized': '0', 'decision': 'P0_READINESS_ONLY'}",all zero,
token_not_echoed_in_audit,1,1,plaintext absent,plaintext absent,
target_isolation_preflight_complete,1,1,rows=9;pass=9,9/9,
preflight_loaded_no_real_data,1,1,0,0,
runtime_isolation_checks_not_faked,1,1,3,3,
dummy_ABI_pass,1,1,"{'test': 'ShallowConvNet_C78_dummy_hook_ABI', 'device': 'cpu', 'input_shape': '[2, 22, 385]', 'z_shape': '[2, 800]', 'logit_shape': '[2, 4]', 'W_shape': '[4, 800]', 'b_shape': '[4]', 'Wz_plus_b_max_abs': '0.0', 'softmax_max_abs': '0.0', 'repeat_logit_max_abs': '0.0', 'repeat_z_max_abs': '0.0', 'state_unchanged': '1', 'passed': '1', 'real_EEG_rows_loaded': '0', 'real_training_steps': '0', 'synthetic_forward_rows': '4', 'CUDA_initialized': '0'}",pass;cpu,
dummy_Wz_identity,1,1,0.0;0.0,<=1e-6;<=1e-7,
dummy_repeat_identity,1,1,0.0;0.0,0;0,
dummy_not_real_execution,1,1,"{'test': 'ShallowConvNet_C78_dummy_hook_ABI', 'device': 'cpu', 'input_shape': '[2, 22, 385]', 'z_shape': '[2, 800]', 'logit_shape': '[2, 4]', 'W_shape': '[4, 800]', 'b_shape': '[4]', 'Wz_plus_b_max_abs': '0.0', 'softmax_max_abs': '0.0', 'repeat_logit_max_abs': '0.0', 'repeat_z_max_abs': '0.0', 'state_unchanged': '1', 'passed': '1', 'real_EEG_rows_loaded': '0', 'real_training_steps': '0', 'synthetic_forward_rows': '4', 'CUDA_initialized': '0'}",all zero,
locked_environment_hash,1,1,2c04fc1733a53b55abd071d6b1657eabfda8bbb56ef0bf0ab97e8234171958a1,2c04fc1733a53b55abd071d6b1657eabfda8bbb56ef0bf0ab97e8234171958a1,
P0_no_GPU_request,1,1,0;0,0;0,
V100_snapshot_available,1,1,"[{'job_id': '', 'analysis_node': '', 'python_executable': '', 'environment_prefix': '', 'expected_prefix': '', 'torch': '', 'numpy': '', 'CUDA_available': '', 'CUDA_initialized': '', 'conda_explicit_sha256': '', 'expected_conda_explicit_sha256': '', 'environment_hash_match': '', 'hash_method': '', 'real_data_loaded': '', 'GPU_requested': '', 'note': 'read-only scheduler snapshot; availability is not authorization', 'partition': 'V100', 'availability': 'up', 'time_limit': '2-00:00:00', 'nodes': '8', 'gres': 'gpu:2(S:0-1)', 'authorization': '0'}, {'job_id': '', 'analysis_node': '', 'python_executable': '', 'environment_prefix': '', 'expected_prefix': '', 'torch': '', 'numpy': '', 'CUDA_available': '', 'CUDA_initialized': '', 'conda_explicit_sha256': '', 'expected_conda_explicit_sha256': '', 'environment_hash_match': '', 'hash_method': '', 'real_data_loaded': '', 'GPU_requested': '', 'note': 'read-only scheduler snapshot; availability is not authorization', 'partition': 'V100', 'availability': 'up', 'time_limit': '2-00:00:00', 'nodes': '2', 'gres': 'gpu:3(S:0-1)', 'authorization': '0'}, {'job_id': '', 'analysis_node': '', 'python_executable': '', 'environment_prefix': '', 'expected_prefix': '', 'torch': '', 'numpy': '', 'CUDA_available': '', 'CUDA_initialized': '', 'conda_explicit_sha256': '', 'expected_conda_explicit_sha256': '', 'environment_hash_match': '', 'hash_method': '', 'real_data_loaded': '', 'GPU_requested': '', 'note': 'read-only scheduler snapshot; availability is not authorization', 'partition': 'cpu-high', 'availability': 'up', 'time_limit': '5-00:00:00', 'nodes': '2', 'gres': '(null)', 'authorization': '0'}]",V100 up,
cpu_high_snapshot_available,1,1,"[{'job_id': '', 'analysis_node': '', 'python_executable': '', 'environment_prefix': '', 'expected_prefix': '', 'torch': '', 'numpy': '', 'CUDA_available': '', 'CUDA_initialized': '', 'conda_explicit_sha256': '', 'expected_conda_explicit_sha256': '', 'environment_hash_match': '', 'hash_method': '', 'real_data_loaded': '', 'GPU_requested': '', 'note': 'read-only scheduler snapshot; availability is not authorization', 'partition': 'V100', 'availability': 'up', 'time_limit': '2-00:00:00', 'nodes': '8', 'gres': 'gpu:2(S:0-1)', 'authorization': '0'}, {'job_id': '', 'analysis_node': '', 'python_executable': '', 'environment_prefix': '', 'expected_prefix': '', 'torch': '', 'numpy': '', 'CUDA_available': '', 'CUDA_initialized': '', 'conda_explicit_sha256': '', 'expected_conda_explicit_sha256': '', 'environment_hash_match': '', 'hash_method': '', 'real_data_loaded': '', 'GPU_requested': '', 'note': 'read-only scheduler snapshot; availability is not authorization', 'partition': 'V100', 'availability': 'up', 'time_limit': '2-00:00:00', 'nodes': '2', 'gres': 'gpu:3(S:0-1)', 'authorization': '0'}, {'job_id': '', 'analysis_node': '', 'python_executable': '', 'environment_prefix': '', 'expected_prefix': '', 'torch': '', 'numpy': '', 'CUDA_available': '', 'CUDA_initialized': '', 'conda_explicit_sha256': '', 'expected_conda_explicit_sha256': '', 'environment_hash_match': '', 'hash_method': '', 'real_data_loaded': '', 'GPU_requested': '', 'note': 'read-only scheduler snapshot; availability is not authorization', 'partition': 'cpu-high', 'availability': 'up', 'time_limit': '5-00:00:00', 'nodes': '2', 'gres': '(null)', 'authorization': '0'}]",cpu-high up,
partition_snapshot_not_authorization,1,1,"['0', '0', '0']",all zero,
storage_capacity,1,1,2791.3701171875,>=3.013227514922619,
storage_write_not_faked,1,1,0,0,actual atomic write gate remains mandatory after future authorization
six_physical_views,1,1,6,6,
strict_source_no_target,1,1,"{'view': 'strict_source_trial_view', 'process': 'source_instrumentation', 'uses_source_rows': '1', 'uses_source_labels': '1', 'uses_target_rows': '0', 'uses_target_labels': '0', 'uses_evaluation_labels': '0', 'oracle_descriptor_visible': '0', 'available_to_training': '0', 'physically_separate': '1', 'status': 'schema_locked_not_materialized'}",no target,
target_unlabeled_no_labels,1,1,"{'view': 'target_unlabeled_trial_view', 'process': 'post_freeze_target_unlabeled_instrumentation', 'uses_source_rows': '0', 'uses_source_labels': '0', 'uses_target_rows': '1', 'uses_target_labels': '0', 'uses_evaluation_labels': '0', 'oracle_descriptor_visible': '0', 'available_to_training': '0', 'physically_separate': '1', 'status': 'schema_locked_not_materialized'}",no labels,
construction_no_evaluation,1,1,"{'view': 'target_construction_view', 'process': 'post_freeze_label_partition', 'uses_source_rows': '0', 'uses_source_labels': '0', 'uses_target_rows': '1', 'uses_target_labels': '1', 'uses_evaluation_labels': '0', 'oracle_descriptor_visible': '0', 'available_to_training': '0', 'physically_separate': '1', 'status': 'schema_locked_not_materialized'}",evaluation=0,
oracle_inaccessible_primary,1,1,"{'view': 'same_label_oracle_view', 'process': 'post_primary_oracle_diagnostic', 'uses_source_rows': '0', 'uses_source_labels': '0', 'uses_target_rows': '1', 'uses_target_labels': '1', 'uses_evaluation_labels': '1', 'oracle_descriptor_visible': '1', 'available_to_training': '0', 'physically_separate': '1', 'status': 'schema_locked_inaccessible_to_primary'}",inaccessible,
views_not_falsely_materialized,1,1,"['schema_locked_not_materialized', 'schema_locked_not_materialized', 'schema_locked_not_materialized', 'schema_locked_not_materialized', 'schema_locked_inaccessible_to_primary', 'schema_locked_not_materialized']",planned only,
one_P0_attempt_only,1,1,"[{'attempt': '1', 'stage': 'P0_metadata_dummy_ABI', 'job_id': '892801', 'authorization_present': '0', 'training_attempted': '0', 'real_forward_attempted': '0', 'real_data_load_attempted': '0', 'GPU_requested': '0', 'GPU_initialized': '0', 'target_label_read': '0', 'seed3_execution_access': '0', 'seed4_access': '0', 'BNCI2014_004_access': '0', 'checkpoints_created': '0', 'raw_cache_rows': '0', 'status': 'completed_no_auth_preflight'}]",one P0,
execution_attempt_all_real_actions_zero,1,1,"{'training_attempted': '0', 'real_forward_attempted': '0', 'real_data_load_attempted': '0', 'GPU_requested': '0', 'GPU_initialized': '0', 'target_label_read': '0', 'seed3_execution_access': '0', 'seed4_access': '0', 'BNCI2014_004_access': '0', 'checkpoints_created': '0', 'raw_cache_rows': '0'}",all zero,
state_execution_boundary_zero,1,1,"{'BNCI2014_004_access': 0, 'GPU_initialized': 0, 'GPU_requested': 0, 'checkpoints_created': 0, 'raw_cache_rows': 0, 'real_data_load_attempted': 0, 'real_forward_attempted': 0, 'seed3_execution_access': 0, 'seed4_access': 0, 'target_label_reads': 0, 'training_attempted': 0}",all zero,
state_gate_no_auth,1,1,PILOT_READY_BUT_NOT_AUTHORIZED,PILOT_READY_BUT_NOT_AUTHORIZED,
execution_taxonomy_not_faked,1,1,"{'execution_taxonomy_not_evaluable': True, 'primary_active': [], 'primary_not_evaluable_without_P1': ['C78-A_seed3_OACI_ERM_pilot_executed_and_validated', 'C78-B_training_or_instrumentation_blocker', 'C78-C_target_isolation_or_protocol_violation', 'C78-D_resource_or_storage_envelope_invalid', 'C78-E_historical_engine_reconstruction_mismatch'], 'secondary_active': ['C78-S8_seed4_untouched', 'C78-S9_SRC_canary_required_before_full_field', 'C78-S11_full_seed3_expansion_not_ready']}",no primary execution verdict,
runtime_explicit_zero_not_estimate,1,1,"{'job_id': 'none', 'GPU_model': 'not_allocated', 'wall_seconds_measured': '0', 'GPU_hours_measured': '0', 'CPU_hours_measured': '0', 'peak_RAM_bytes': '0', 'peak_GPU_memory_bytes': '0', 'scratch_bytes': '0', 'external_storage_bytes': '0', 'retry_count': '0', 'status': 'not_executed_without_authorization'}",zero/no execution,
real_identity_not_faked,1,1,"{'scope': 'real_82_unit_field', 'rows_checked': '0', 'units_checked': '0', 'max_abs_error': 'not_observed', 'max_relative_error': 'not_observed', 'failed_rows': '0', 'failed_units': '0', 'passed': '0', 'status': 'not_executed_without_authorization'}",zero rows; pending,
seed4_untouched,1,1,"{'seed4_data_config_execution_access': '0', 'seed4_training_jobs': '0', 'seed4_checkpoints': '0', 'seed4_trial_caches': '0', 'seed4_outcome_reads': '0', 'passed': '1', 'status': 'untouched'}",all zero,
SRC_gap_explicit,1,1,"{'C78_pilot_units': '82', 'full_seed3_units': '1458', 'SRC_units_in_pilot': '0', 'SRC_engine_exercised': '0', 'full_seed3_authorized': '0', 'silent_escalation_allowed': '0', 'next_required_review': 'prospective_SRC_canary_or_proof_of_identical_validated_path', 'gate': 'SRC_CANARY_REQUIRED_BEFORE_FULL_FIELD'}",SRC gap; P2 denied,
risk_register_complete,1,1,25,>=25,
no_current_open_blocker,1,1,0,0,
future_runtime_gates_disclosed,1,1,10,>=8,
C77_multiplicity_caveat_replayed,1,1,0.007499999999999951,0.0075,
no_raw_payload_in_git,1,1,[],[],
no_tracked_payload_over_50MiB,1,1,[],[],
failure_ledger_reason_coded,1,1,6,6,
no_execution_claims,1,1,"{'checkpoint_recommendation': False, 'escape_hatch': False, 'manuscript': False, 'measurement_control_replication': False, 'multi_regime_replication': False, 'representation_mechanism': False, 'selector': False}",all false,
