path,sha256,size_bytes,row_count,raw_EEG_or_weights,tracked_or_to_be_tracked
oaci/reports/C78_NO_AUTH_BASELINE.md,14e101a9f3f65589c118c80d77bbc64ae87e3f38579ff6841c4055bdac3ac6f8,4501,0,0,1
oaci/reports/C78_NO_AUTH_RED_TEAM_VERIFICATION.md,ee7266995dd052fe6b6a1b5e334ecb1da85e7bd799a72d571ed5159767c0b67f,2319,0,0,1
oaci/reports/C78_PROTOCOL_TIMING_AUDIT.md,e89f13136eafa4c19bb9edd49c1380bf1c802f347bb3c0c191f06eefc66bb58e,921,0,0,1
oaci/reports/C78_RED_TEAM_VERIFICATION.md,e9ce5eea480556e037d358c46c59e72b4a649eda788fe4bfafa286fe175cd5b3,3094,0,0,1
oaci/reports/C78_SEED3_INSTRUMENTED_PILOT.md,f4af7f2ea8ad912a631dc660554646dff4590735038f15547ebab15a7b36377b,5690,0,0,1
oaci/reports/C78_AUTHORIZED_P1_EXECUTION_LOCK.json,83688f90e47ca10b47ba4ae30ea97c738729a48208b3e9434e32bfdf05b180d7,3376,0,0,1
oaci/reports/C78_AUTHORIZED_PILOT_STATE.json,32add0f329cbaa3c00749d3888630cd9b542f4ef574d898cfef75df7d2b97cec,3191,0,0,1
oaci/reports/C78_NO_AUTH_BASELINE.json,a4f35178603272a410ffd5d66426fe2dd7864071410bacdbac76216e899d4e83,2883,0,0,1
oaci/reports/C78_SEED3_INSTRUMENTED_PILOT.json,266148a4ba747c3a3dd5e6735942d44ea9e240370119117513366e8aa036d300,4808,0,0,1
oaci/reports/C78_SEED3_INSTRUMENTED_PILOT_PROTOCOL.json,ad6f4e034318b879755ca46a719d39cfd3d3c36d7ee8478771d08778a8b71afc,15096,0,0,1
oaci/reports/C78_SEED3_INSTRUMENTED_PILOT_STATE.json,d8c574c5c0e32a4ca16def7fc1c47a650223197468066f0c75e75d691bfd1f66,1691,0,0,1
oaci/reports/C78_AUTHORIZED_P1_EXECUTION_LOCK.sha256,d93391f2dd7bf2c3b530e8a3578d64ee19a65b220c5e9d68cbeed76affb83f0f,65,0,0,1
oaci/reports/C78_SEED3_INSTRUMENTED_PILOT_PROTOCOL.sha256,1683ecea02512c868ce78232a73913ac4063a141e56e8da02766af79d9cd669b,65,0,0,1
oaci/conditioned_ceiling_coverage/c78_authorized_collect.py,85de0d004ba1a7384bce0cab2f1a498826aad40f4fbab9e284bf38853d446bba,31167,0,0,1
oaci/conditioned_ceiling_coverage/c78_authorized_common.py,b2a2c0ce14154c04ff7c1025c23eaac035dfea3c163d974424ecbc60c3d66658,7210,0,0,1
oaci/conditioned_ceiling_coverage/c78_authorized_finalize.py,9034fb40dc3bf9a4c02f294f43d80c0eae6e3c03a57efbb4391224be11433459,17471,0,0,1
oaci/conditioned_ceiling_coverage/c78_authorized_instrument.py,e2a497e4d0baa77a499c460c34ff186cdd56d8e15b5660c4248cf59c96364088,25402,0,0,1
oaci/conditioned_ceiling_coverage/c78_authorized_red_team.py,34581a01e41c9603c2b3e3af7669664ca3b3b4e74337f45d498f99071e607a08,20225,0,0,1
oaci/conditioned_ceiling_coverage/c78_authorized_train.py,94712e9674ede73f423e427d2502e164dc549cc71d8c78f9306a91bff60e8419,33036,0,0,1
oaci/conditioned_ceiling_coverage/c78_finalize.py,eae446ec08aa55ec0e75f5ab510a424e7bc8665249f1fcad9359e33820002631,13183,0,0,1
oaci/conditioned_ceiling_coverage/c78_red_team.py,360dd0349f422f092bee3c499e59a38ee89844d87bb581dfdd2202c069d668b0,18041,0,0,1
oaci/conditioned_ceiling_coverage/c78_seed3_instrumented_pilot.py,fbc700d6d1dbf6d02541c829f08304812eb1ead8036eb7e3b54648205ffad54e,36433,0,0,1
oaci/slurm_c78_authorized_aggregate.sh,1ce988a2da0564e0b2ac23dfb2859defc02812debf628e0152b9c3900acfb2a8,686,0,0,1
oaci/slurm_c78_authorized_collect.sh,810cc92e39a1f95dfdc8696939c9edc842d9d1b8e57e61e0676cff0511992c3a,521,0,0,1
oaci/slurm_c78_authorized_finalize.sh,bd161ae091baa62d63543fef52eaa92467eaea1b07037b6b4915702bed1b153f,528,0,0,1
oaci/slurm_c78_authorized_instrument.sh,e368526c1d9cb3139fab57cee3fb4e78d6ba0e473f3370163375269bd1c285d6,820,0,0,1
oaci/slurm_c78_authorized_prepare_views.sh,c95e45891564f94514e2ce07bd44a978e2bb23bd0dd028c0ed31ef2d9076ea05,864,0,0,1
oaci/slurm_c78_authorized_red_team.sh,b299e4fa4d4c59718e6b18c54fcbf19a662906646c7f2174f3edffa101551f95,527,0,0,1
oaci/slurm_c78_authorized_test.sh,4c45fe3b9de3158757242b42d60fb42b30b467c573feda4ef611f6d99aa0318d,627,0,0,1
oaci/slurm_c78_authorized_train.sh,523059459d5136d72ed5b49c42a7caf45671ab3834a5f42f7e011577f06053fe,901,0,0,1
oaci/slurm_c78_finalize.sh,1f1653ff4b4cbdadf28ed17a6391aeb8989f8b19361271f44909f15982daa060,339,0,0,1
oaci/slurm_c78_preflight.sh,543353b4c8211312e53376adb4ab999a25e2fff8b35e791ef4f4327dc404296c,350,0,0,1
oaci/slurm_c78_red_team.sh,70749f4327fbc7445648914c12bf3919df6047614951ff2a33cc1a9cdb2f4c3e,339,0,0,1
oaci/slurm_c78_regression.sh,931de7ae3d47d15dce553e68d61270b152544933221fe9ae2c2aa625f147f3b5,1051,0,0,1
oaci/tests/test_c78_authorized_collect.py,0aeccb75f6a48ffc4a7714e2da91fd77c917e7b7b0c44f797725520ee4ed6990,2481,0,0,1
oaci/tests/test_c78_authorized_pilot.py,55d39339920b70b7516eebc720f7953f67dc0aa771cb745fcb261bf767b095eb,7934,0,0,1
oaci/tests/test_c78_seed3_instrumented_pilot.py,cbe5f2e6d16294850c95625de941b57e72159409fdf7b5664a621e3c7278d570,7731,0,0,1
