unit_id,dataset,target,seed,level,regime,epoch,trajectory_order,checkpoint_id,checkpoint_path_sha256,sidecar_sha256,optimizer_state_hash,retention_rule,target_outcome_used_for_retention,hashes_replayed
c78_b9b3bd8e8cca37ee2389,BNCI2014_001,4,3,1,OACI,9,2,b85d0167c194c43f02a63997469038ec8735cf0fc2cf8633971747ba97658bf2,86d9d2ec1bc242181d5e95ca3bf08c916a065c86eb45b10102f3359bdb3ed283,02201280eff5c7ad7e7adfd29d003de7cd92e2254eb5237997415c99349f6a74,5bda9bcbf17cda6f9bb9cb341c077b53cee41d30896328b00a518b5cf908c300,every_5_epochs_complete_trajectory,0,1
c78_4da1e3875851a766630c,BNCI2014_001,4,3,1,OACI,14,3,82fb1073c7a3e7d72b68cbcf51fa758c53df1acdf4c76b7bfd86c35a17dfa2e1,e0a23006cddfce6d001804caa8bb9d8dc4db3829044b71121ac8a4a38082f7d5,9aa81a53929f655e294097da91e89ca4578ecbcfd0427a415b8f0c9871d05b53,d1981836e94ba1704beb5463992d14a0340ea36ed7ee69900950e705206b8e16,every_5_epochs_complete_trajectory,0,1
c78_fe7d711893e405fabafa,BNCI2014_001,4,3,1,OACI,19,4,cc12cf30a50ed593a453ffdb56b52191631dfd2140e15ef34061ef4525b91ec2,659dab9aee63b648cfa54fee06d3c64ff66629a16b95aebb3c264bc79a5fbf2d,ffda1eed8db68175627679547178328fb2309ebab1f3cecee7434e7bfcb43fd8,0a45a33bd3e4317db7196d4160b46f603e35506cd1aed9a017e0d9908b3f9bed,every_5_epochs_complete_trajectory,0,1
c78_396df7ae700f9f73cad4,BNCI2014_001,4,3,1,OACI,24,5,0026338fc3efacfbf2688cd0853db02539b0c66b751a3bcad49a64cdcfbf7338,f8bcdea0c4ef2c0a06dba39757a0d99afce2d9fb725d19dde9f58358e732d3ab,99a6c0eeb7081fc36977376feeb8db39323c76ee3228c103721f7460decf0b50,c880c52574e3c9291438e9efcbfa2aa0e2d894f95f16b1d2f62679f7b4ddd2e0,every_5_epochs_complete_trajectory,0,1
c78_40607821a887ae42d05c,BNCI2014_001,4,3,1,OACI,29,6,d9296ec922fda48830708b1ef49fbdefb4b77d9910c8f8f31c8ad139d7300567,049d1da8a6c13d871d3b37a7ecab1d35d9b3de146a18fb55daede8fe970e0853,c95d9e8173a0c142b55d289fc41027346d60d8a703fbf4e2f6513def118de409,9e43125361a3a845c2297ee8285211f00ddd760571ce9db9b956ceade5faceec,every_5_epochs_complete_trajectory,0,1
c78_091eb66dbdc1c8259587,BNCI2014_001,4,3,1,OACI,34,7,351a10fe3439652ef47c5891edf8cd88c9127d589eb2606dffbba324ea7aa001,dbb71fd756f23d1c5f723c26ed8617ee7c7f81e7c412f9d69ce5aa6aa5503741,f9b0b70c5b699fae428bb5df01ab160bab46cf5278d879724dc69427692f4068,cba5a847f870f16de10629d186625b3f3f436bcef5364d3a5e167cdf2ebbfeff,every_5_epochs_complete_trajectory,0,1
c78_f09994e2e7296e92d92b,BNCI2014_001,4,3,1,OACI,39,8,5e88f763fe2e4d7dafff90ea4caab774a5fc04b33eb2e6a6f1653e3d4cb6ab4b,45490352e273d2e4d1547f02e918bc4bea795866a250742cced428e77e713b61,ff9f71becf8e432003e5ec0cad2c9df79bbf79435ff82a36087d893414900eaf,5e6ed33d9ff9b926e233bc814c04761bcf8acee631eb16763b9d48cb9fbda260,every_5_epochs_complete_trajectory,0,1
c78_e31b4fcf2053eddbf27d,BNCI2014_001,4,3,1,OACI,44,9,68a78c2dd42cfe2e5c28293898930b48115ddc7c227ff85aab9cc0633cdae29d,0dc510303a5df9d36d8c00aff4ef746fd85e83180b5328d7ec438871fe5cb1c2,779c832f51b8a42863512c1855287003ac1db33d4cc373a05015e9168e3e5e14,abf7db27beae4395e4dc174570eabea434d782e64e762d6a3d9c662824f4181b,every_5_epochs_complete_trajectory,0,1
c78_379979ff7729bc95bba8,BNCI2014_001,4,3,1,OACI,49,10,e14f6cef2d815344c87845d35dc2e6a1a3236e5ea26d326713535c39ed892f5f,f2f75b36f87f411200541a04ad7f14b43d9c13474ff891fb64a76179e57bff5a,c96a7d3d32a2a8d954df29495f106c3d3198d74707fef8ab4bd37a6b443b42ba,05c15a42fc5dbb3f526a68b415be287608642808f0a8a991c3bbfcbb79869e01,every_5_epochs_complete_trajectory,0,1
c78_4537b65a5f15c097f610,BNCI2014_001,4,3,1,OACI,54,11,19532e815ab8a0740f03c4c4e57ebd8d0975703cf8771d9f0f81df216c14283c,51f26ee225dd2f8ef362da7b96eb7a2355ad076df28c5bd154cd3cc3b3f8d736,0d314cf4b5055ff8c01972eaf9d11f30909e874d72fa8b85e62efa492c910e22,a69ea6a2229ce2f846e5b10a98fcc0fd877ecc0eb4b6c2c817c298896b1ee336,every_5_epochs_complete_trajectory,0,1
c78_c21e437887d769cae94b,BNCI2014_001,4,3,1,OACI,59,12,7fa7229850c0b1cde214b0b04a7bed0326e17d4831a66ff242a4ebfe73cbbfbb,6ae6a4637f0dca26d4763a2916b85405ff0212c16387b28b1a99628823bfbe1b,154137a0924e513c09783f7c9c0cba8cb12c7cf5c6f84601799e313cce33a762,276395d4357caa465a8cf5b89dc7092b6214622632369300bb226ea0ced13ae7,every_5_epochs_complete_trajectory,0,1
c78_fa8b56ed8d5b77624a58,BNCI2014_001,4,3,1,OACI,64,13,f4799b0b4b55d817fa3f7c3bc47db17a221fc70a60f82bf2eb6a73e5d16efb8a,e57825dd3da068ac3dc9b0161a53064a454367ad890ae661301b89184f2f3000,3faadf925f59fef6a2f075296e215a67af02aaee23a54641fa5df753e0a3811d,f73b08aae06c17ad3fe47024e0a02cc85c7928e0a0fed9b095ce4cc4f7305850,every_5_epochs_complete_trajectory,0,1
c78_acf6b1f8a396e41a84e5,BNCI2014_001,4,3,1,OACI,69,14,efd704ebda3c4af66b0b032182cc19b42e64f306d49ae1c33dea1f23c9d664af,f553af3757bddaac8c4a1ed4b84fae012f6d6d40e248e262ae01e43de53e13cc,3c200bee79ff0c11907a160c8c6daf5869c62ede1a44fe9a2d6f3ae0d42d332b,c6a33cecc183c496cf75c0bf85a9cd04f8de8764f43ce3de1db0e6d9f797ab37,every_5_epochs_complete_trajectory,0,1
c78_51935db6c1e47c3fa650,BNCI2014_001,4,3,1,OACI,74,15,c3409d8081cbc36a1befa3eb2bc46c12bec761cb680eb8b322204898791641c4,bd70a84344b8b982781e620104ce73b24f11b8f3134603a99c5dd58446a733c9,8b0b294c9d57a311f6b6d756695df77b5d6eb5726bec441eba2fa3a363933dd6,dcd595383e6fffe475d7590cd8e1f3c37e9d32fe10a8a30cc7785d87c8ca63f0,every_5_epochs_complete_trajectory,0,1
c78_c35bc5d7bd807fefc33c,BNCI2014_001,4,3,1,OACI,79,16,98c7e8de67a05946d2e5ff1a1e2cd03b41af5bcc9c0740eda8fc22f8d294e75d,3129c0c006ba6d223ca7db5285289b584396f968e4c23bbeecd49b93c040ff67,ce3dbfbe7003d6e75af4fd34265dc219f78bbc315358ec2c29e1167be39e8167,eb98b4f5365105d52f9d4fda9d5a573ae7a078b190b4b97df72ee9b3bfc5d7c4,every_5_epochs_complete_trajectory,0,1
c78_200084d0267bc2344082,BNCI2014_001,4,3,1,OACI,84,17,da973a6aba3ae0b387e43ceaa0845eb2c46eb700a8f5aaa8c0d185b451501b73,fb917bb0666bef20a162d6e25cc3ba1db5e70153b9b865ba107af4c6ba14da8e,6b187a8267796a4e1721882ed52796d9e9888e5661628bf7087667c8c309d70d,d55ae8a9e8a868cd186eb05aa03482e11e213c4b79a637f0a65bc83f6c67c07f,every_5_epochs_complete_trajectory,0,1
