pair_id,pair_key,seed,target,level,regime,selected_order,better_order,dominant_atom_id,dominant_class_id,dominant_class_name,dominant_domain_id,dominant_domain_name,dominant_atom_delta_better_minus_selected,dominant_atom_positive_share,dominant_atom_prefers,target_gauge_delta_better_minus_selected,target_gauge_prefers,target_endpoint_prefers,target_bacc_delta,target_nll_improve_delta,target_ece_improve_delta,atom_target_gauge_conflict,target_gauge_non_source_only
1|1|0|S2_rare_cells|nearest_continuous_better|6|5,1|1|0|6|5,1,1,0,S2_rare_cells,6,5,y1:d0,1,right_hand,0,BNCI2014_001|subject-004,0.027436252609290994,0.13564039527248653,selected,0.02777777777777779,better,better,0.02777777777777779,0.18624334081246796,0.03185139114425589,1,1
1|1|0|S3_nonestimable_cells|nearest_continuous_better|6|5,1|1|0|6|5,1,1,0,S3_nonestimable_cells,6,5,y1:d0,1,right_hand,0,BNCI2014_001|subject-004,0.027436252609290994,0.13564039527248653,selected,0.02777777777777779,better,better,0.02777777777777779,0.18624334081246796,0.03185139114425589,1,1
1|1|1|S0_full_support|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S0_full_support,16,15,y1:d0,1,right_hand,0,BNCI2014_001|subject-004,0.02178260935894759,0.19492342488332154,selected,0.013888888888888895,better,better,0.013888888888888895,-0.009834365731962391,0.012925414689116996,1,1
1|1|1|S2_rare_cells|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S2_rare_cells,16,15,y1:d0,1,right_hand,0,BNCI2014_001|subject-004,0.02178260935894759,0.19492342488332154,selected,0.013888888888888895,better,better,0.013888888888888895,-0.009834365731962391,0.012925414689116996,1,1
1|1|1|S3_nonestimable_cells|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S3_nonestimable_cells,16,15,y1:d0,1,right_hand,0,BNCI2014_001|subject-004,0.02178260935894759,0.19492342488332154,selected,0.013888888888888895,better,better,0.013888888888888895,-0.009834365731962391,0.012925414689116996,1,1
1|2|0|S0_full_support|nearest_continuous_better|18|17,1|2|0|18|17,1,2,0,S0_full_support,18,17,y2:d3,2,feet,3,BNCI2014_001|subject-007,0.03593494600709189,0.09648861740364009,selected,0.027034410613021254,better,better,-0.017361111111111105,0.048196299403530096,0.027034410613021254,1,1
1|2|0|S2_rare_cells|nearest_continuous_better|18|17,1|2|0|18|17,1,2,0,S2_rare_cells,18,17,y2:d3,2,feet,3,BNCI2014_001|subject-007,0.03593494600709189,0.09648861740364009,selected,0.027034410613021254,better,better,-0.017361111111111105,0.048196299403530096,0.027034410613021254,1,1
1|2|0|S3_nonestimable_cells|nearest_continuous_better|18|17,1|2|0|18|17,1,2,0,S3_nonestimable_cells,18,17,y2:d3,2,feet,3,BNCI2014_001|subject-007,0.03593494600709189,0.09648861740364009,selected,0.027034410613021254,better,better,-0.017361111111111105,0.048196299403530096,0.027034410613021254,1,1
1|2|1|S0_full_support|nearest_continuous_better|2|1,1|2|1|2|1,1,2,1,S0_full_support,2,1,y2:d5,2,feet,5,BNCI2014_001|subject-009,0.028371038893356848,0.1691783269428484,selected,0.041341211372349196,better,better,0.008680555555555525,0.036592146952437066,0.041341211372349196,1,1
1|2|1|S2_rare_cells|nearest_continuous_better|2|1,1|2|1|2|1,1,2,1,S2_rare_cells,2,1,y2:d5,2,feet,5,BNCI2014_001|subject-009,0.028371038893356848,0.1691783269428484,selected,0.041341211372349196,better,better,0.008680555555555525,0.036592146952437066,0.041341211372349196,1,1
1|2|1|S3_nonestimable_cells|nearest_continuous_better|2|1,1|2|1|2|1,1,2,1,S3_nonestimable_cells,2,1,y2:d5,2,feet,5,BNCI2014_001|subject-009,0.028371038893356848,0.1691783269428484,selected,0.041341211372349196,better,better,0.008680555555555525,0.036592146952437066,0.041341211372349196,1,1
1|3|0|S0_full_support|nearest_continuous_better|8|11,1|3|0|8|11,1,3,0,S0_full_support,8,11,y3:d3,3,tongue,3,BNCI2014_001|subject-007,0.02803190791225125,0.12099060591605174,selected,0.06423611111111105,better,better,0.06423611111111105,0.11202929856635291,-0.035545747260458796,1,1
1|3|0|S2_rare_cells|nearest_continuous_better|8|11,1|3|0|8|11,1,3,0,S2_rare_cells,8,11,y3:d3,3,tongue,3,BNCI2014_001|subject-007,0.02803190791225125,0.12099060591605174,selected,0.06423611111111105,better,better,0.06423611111111105,0.11202929856635291,-0.035545747260458796,1,1
1|3|0|S3_nonestimable_cells|nearest_continuous_better|8|11,1|3|0|8|11,1,3,0,S3_nonestimable_cells,8,11,y3:d3,3,tongue,3,BNCI2014_001|subject-007,0.02803190791225125,0.12099060591605174,selected,0.06423611111111105,better,better,0.06423611111111105,0.11202929856635291,-0.035545747260458796,1,1
1|3|1|S0_full_support|nearest_continuous_better|11|3,1|3|1|11|3,1,3,1,S0_full_support,11,3,y0:d1,0,left_hand,1,BNCI2014_001|subject-002,0.02664172705906013,0.1080912084039357,selected,0.00694444444444442,better,better,0.00694444444444442,0.01939645658859379,-0.002484004661487349,1,1
1|3|1|S2_rare_cells|nearest_continuous_better|11|3,1|3|1|11|3,1,3,1,S2_rare_cells,11,3,y0:d1,0,left_hand,1,BNCI2014_001|subject-002,0.02664172705906013,0.1080912084039357,selected,0.00694444444444442,better,better,0.00694444444444442,0.01939645658859379,-0.002484004661487349,1,1
1|3|1|S3_nonestimable_cells|nearest_continuous_better|11|3,1|3|1|11|3,1,3,1,S3_nonestimable_cells,11,3,y0:d1,0,left_hand,1,BNCI2014_001|subject-002,0.02664172705906013,0.1080912084039357,selected,0.00694444444444442,better,better,0.00694444444444442,0.01939645658859379,-0.002484004661487349,1,1
1|5|1|S0_full_support|nearest_continuous_better|17|16,1|5|1|17|16,1,5,1,S0_full_support,17,16,y0:d1,0,left_hand,1,BNCI2014_001|subject-002,0.011079287255083947,0.1922833816110019,selected,0.0143280126415678,better,better,-0.057291666666666685,0.285788555038168,0.0411860057155945,1,1
1|5|1|S2_rare_cells|nearest_continuous_better|17|16,1|5|1|17|16,1,5,1,S2_rare_cells,17,16,y0:d1,0,left_hand,1,BNCI2014_001|subject-002,0.011079287255083947,0.1922833816110019,selected,0.0143280126415678,better,better,-0.057291666666666685,0.285788555038168,0.0411860057155945,1,1
1|5|1|S3_nonestimable_cells|nearest_continuous_better|17|16,1|5|1|17|16,1,5,1,S3_nonestimable_cells,17,16,y0:d1,0,left_hand,1,BNCI2014_001|subject-002,0.011079287255083947,0.1922833816110019,selected,0.0143280126415678,better,better,-0.057291666666666685,0.285788555038168,0.0411860057155945,1,1
1|6|0|S0_full_support|nearest_continuous_better|18|17,1|6|0|18|17,1,6,0,S0_full_support,18,17,y1:d0,1,right_hand,0,BNCI2014_001|subject-001,0.014037118659493628,0.13198452855555953,selected,0.036458333333333315,better,better,0.036458333333333315,-0.006945129734969191,0.03059801806561374,1,1
1|6|0|S2_rare_cells|nearest_continuous_better|18|17,1|6|0|18|17,1,6,0,S2_rare_cells,18,17,y1:d0,1,right_hand,0,BNCI2014_001|subject-001,0.014037118659493628,0.13198452855555953,selected,0.036458333333333315,better,better,0.036458333333333315,-0.006945129734969191,0.03059801806561374,1,1
1|6|0|S3_nonestimable_cells|nearest_continuous_better|18|17,1|6|0|18|17,1,6,0,S3_nonestimable_cells,18,17,y1:d0,1,right_hand,0,BNCI2014_001|subject-001,0.014037118659493628,0.13198452855555953,selected,0.036458333333333315,better,better,0.036458333333333315,-0.006945129734969191,0.03059801806561374,1,1
1|6|1|S0_full_support|nearest_continuous_better|6|5,1|6|1|6|5,1,6,1,S0_full_support,6,5,y3:d2,3,tongue,2,BNCI2014_001|subject-003,0.009443111144377424,0.159711130003302,selected,-0.001736111111111105,selected,better,-0.001736111111111105,0.1538124117353361,0.030698794427123477,0,1
1|6|1|S2_rare_cells|nearest_continuous_better|6|5,1|6|1|6|5,1,6,1,S2_rare_cells,6,5,y3:d2,3,tongue,2,BNCI2014_001|subject-003,0.009443111144377424,0.159711130003302,selected,-0.001736111111111105,selected,better,-0.001736111111111105,0.1538124117353361,0.030698794427123477,0,1
1|6|1|S3_nonestimable_cells|nearest_continuous_better|6|5,1|6|1|6|5,1,6,1,S3_nonestimable_cells,6,5,y3:d2,3,tongue,2,BNCI2014_001|subject-003,0.009443111144377424,0.159711130003302,selected,-0.001736111111111105,selected,better,-0.001736111111111105,0.1538124117353361,0.030698794427123477,0,1
1|7|1|S0_full_support|nearest_continuous_better|15|14,1|7|1|15|14,1,7,1,S0_full_support,15,14,y1:d3,1,right_hand,3,BNCI2014_001|subject-004,0.024507880854463128,0.25658131454062616,selected,0.02604166666666674,better,better,0.02604166666666674,0.0776287179991344,0.07566133769897529,1,1
1|7|1|S2_rare_cells|nearest_continuous_better|15|14,1|7|1|15|14,1,7,1,S2_rare_cells,15,14,y1:d3,1,right_hand,3,BNCI2014_001|subject-004,0.024507880854463128,0.25658131454062616,selected,0.02604166666666674,better,better,0.02604166666666674,0.0776287179991344,0.07566133769897529,1,1
1|7|1|S3_nonestimable_cells|nearest_continuous_better|15|14,1|7|1|15|14,1,7,1,S3_nonestimable_cells,15,14,y1:d3,1,right_hand,3,BNCI2014_001|subject-004,0.024507880854463128,0.25658131454062616,selected,0.02604166666666674,better,better,0.02604166666666674,0.0776287179991344,0.07566133769897529,1,1
1|8|0|S0_full_support|nearest_continuous_better|15|14,1|8|0|15|14,1,8,0,S0_full_support,15,14,y3:d4,3,tongue,4,BNCI2014_001|subject-006,0.029223442428235623,0.1671389999235455,selected,0.08333333333333331,better,better,0.08333333333333331,0.05217449037920119,0.04216314139063468,1,1
1|8|0|S2_rare_cells|nearest_continuous_better|15|14,1|8|0|15|14,1,8,0,S2_rare_cells,15,14,y3:d4,3,tongue,4,BNCI2014_001|subject-006,0.029223442428235623,0.1671389999235455,selected,0.08333333333333331,better,better,0.08333333333333331,0.05217449037920119,0.04216314139063468,1,1
1|8|0|S3_nonestimable_cells|nearest_continuous_better|15|14,1|8|0|15|14,1,8,0,S3_nonestimable_cells,15,14,y3:d4,3,tongue,4,BNCI2014_001|subject-006,0.029223442428235623,0.1671389999235455,selected,0.08333333333333331,better,better,0.08333333333333331,0.05217449037920119,0.04216314139063468,1,1
1|8|1|S0_full_support|nearest_continuous_better|21|20,1|8|1|21|20,1,8,1,S0_full_support,21,20,y2:d5,2,feet,5,BNCI2014_001|subject-007,0.02252643381654114,0.09582112864051145,selected,0.09201388888888884,better,better,0.09201388888888884,0.025111254381751547,0.04352342544792714,1,1
1|8|1|S2_rare_cells|nearest_continuous_better|21|20,1|8|1|21|20,1,8,1,S2_rare_cells,21,20,y2:d5,2,feet,5,BNCI2014_001|subject-007,0.02252643381654114,0.09582112864051145,selected,0.09201388888888884,better,better,0.09201388888888884,0.025111254381751547,0.04352342544792714,1,1
1|8|1|S3_nonestimable_cells|nearest_continuous_better|21|20,1|8|1|21|20,1,8,1,S3_nonestimable_cells,21,20,y2:d5,2,feet,5,BNCI2014_001|subject-007,0.02252643381654114,0.09582112864051145,selected,0.09201388888888884,better,better,0.09201388888888884,0.025111254381751547,0.04352342544792714,1,1
1|9|1|S0_full_support|nearest_continuous_better|14|16,1|9|1|14|16,1,9,1,S0_full_support,14,16,y0:d3,0,left_hand,3,BNCI2014_001|subject-006,0.03392394668455715,0.08562932068471323,selected,0.01388888888888884,better,better,0.01388888888888884,0.09182105795813733,0.03697818422228044,1,1
1|9|1|S2_rare_cells|nearest_continuous_better|14|16,1|9|1|14|16,1,9,1,S2_rare_cells,14,16,y0:d3,0,left_hand,3,BNCI2014_001|subject-006,0.03392394668455715,0.08562932068471323,selected,0.01388888888888884,better,better,0.01388888888888884,0.09182105795813733,0.03697818422228044,1,1
1|9|1|S3_nonestimable_cells|nearest_continuous_better|14|16,1|9|1|14|16,1,9,1,S3_nonestimable_cells,14,16,y0:d3,0,left_hand,3,BNCI2014_001|subject-006,0.03392394668455715,0.08562932068471323,selected,0.01388888888888884,better,better,0.01388888888888884,0.09182105795813733,0.03697818422228044,1,1
2|1|1|S0_full_support|nearest_continuous_better|1|0,2|1|1|1|0,2,1,1,S0_full_support,1,0,y0:d2,0,left_hand,2,BNCI2014_001|subject-006,0.0247405777131779,0.09405075898021964,selected,0.02256944444444453,better,better,0.02256944444444453,0.035183860567443714,0.009606127302732276,1,1
2|1|1|S2_rare_cells|nearest_continuous_better|1|0,2|1|1|1|0,2,1,1,S2_rare_cells,1,0,y0:d2,0,left_hand,2,BNCI2014_001|subject-006,0.0247405777131779,0.09405075898021964,selected,0.02256944444444453,better,better,0.02256944444444453,0.035183860567443714,0.009606127302732276,1,1
2|1|1|S3_nonestimable_cells|nearest_continuous_better|1|0,2|1|1|1|0,2,1,1,S3_nonestimable_cells,1,0,y0:d2,0,left_hand,2,BNCI2014_001|subject-006,0.0247405777131779,0.09405075898021964,selected,0.02256944444444453,better,better,0.02256944444444453,0.035183860567443714,0.009606127302732276,1,1
2|2|1|S0_full_support|nearest_continuous_better|0|1,2|2|1|0|1,2,2,1,S0_full_support,0,1,y0:d0,0,left_hand,0,BNCI2014_001|subject-001,0.019076458762396463,0.2438785320487453,selected,0.05130158829928466,better,better,0.03472222222222221,0.17737325940716642,0.06571686737529356,1,1
2|2|1|S2_rare_cells|nearest_continuous_better|0|1,2|2|1|0|1,2,2,1,S2_rare_cells,0,1,y0:d0,0,left_hand,0,BNCI2014_001|subject-001,0.019076458762396463,0.2438785320487453,selected,0.05130158829928466,better,better,0.03472222222222221,0.17737325940716642,0.06571686737529356,1,1
2|2|1|S3_nonestimable_cells|nearest_continuous_better|0|1,2|2|1|0|1,2,2,1,S3_nonestimable_cells,0,1,y0:d0,0,left_hand,0,BNCI2014_001|subject-001,0.019076458762396463,0.2438785320487453,selected,0.05130158829928466,better,better,0.03472222222222221,0.17737325940716642,0.06571686737529356,1,1
2|3|0|S0_full_support|nearest_continuous_better|15|16,2|3|0|15|16,2,3,0,S0_full_support,15,16,y2:d3,2,feet,3,BNCI2014_001|subject-007,0.017863257894559816,0.15161468676666717,selected,0.04513888888888895,better,better,0.04513888888888895,0.0696414082429706,-0.007095451243755102,1,1
2|3|0|S2_rare_cells|nearest_continuous_better|15|16,2|3|0|15|16,2,3,0,S2_rare_cells,15,16,y2:d3,2,feet,3,BNCI2014_001|subject-007,0.017863257894559816,0.15161468676666717,selected,0.04513888888888895,better,better,0.04513888888888895,0.0696414082429706,-0.007095451243755102,1,1
2|3|0|S3_nonestimable_cells|nearest_continuous_better|15|16,2|3|0|15|16,2,3,0,S3_nonestimable_cells,15,16,y2:d3,2,feet,3,BNCI2014_001|subject-007,0.017863257894559816,0.15161468676666717,selected,0.04513888888888895,better,better,0.04513888888888895,0.0696414082429706,-0.007095451243755102,1,1
2|3|1|S0_full_support|nearest_continuous_better|5|4,2|3|1|5|4,2,3,1,S0_full_support,5,4,y1:d0,1,right_hand,0,BNCI2014_001|subject-001,0.017084968934292115,0.16411792972954783,selected,0.03298611111111116,better,better,0.03298611111111116,0.03714834669102829,0.0049723567122138684,1,1
2|3|1|S2_rare_cells|nearest_continuous_better|5|4,2|3|1|5|4,2,3,1,S2_rare_cells,5,4,y1:d0,1,right_hand,0,BNCI2014_001|subject-001,0.017084968934292115,0.16411792972954783,selected,0.03298611111111116,better,better,0.03298611111111116,0.03714834669102829,0.0049723567122138684,1,1
