best_kind,group_scope,score,label,top_k,n_groups,mean_n_candidates,mean_base_rate,mean_any_hit,mean_random_any_hit,mean_any_hit_gain_vs_random,mean_any_hit_enrichment,mean_regret_vs_oracle,mean_random_expected_regret,mean_absolute_regret_reduction_vs_random,mean_relative_regret_reduction_vs_random,source_only,hindsight_diagnostic_only,target_label_used,diagnostic_ceiling
best_source_or_hindsight,global,selection_leakage,primary_joint_good,10,1,3804.0,0.4242902208201893,1.0,0.9960350190040961,0.003964980995903922,1.0039807646520986,3.1379015992122308,2.638399088602834,-0.49950251060939665,-0.189320301377874,1,0,0,0
target_oracle_ceiling,global,target_utility_oracle_ceiling,primary_joint_good,10,1,3804.0,0.4242902208201893,1.0,0.9960350190040961,0.003964980995903922,1.0039807646520986,0.0,2.638399088602834,2.638399088602834,1.0,0,1,1,1
best_strict_source,global,C19_robust_core,pareto_good,1,1,3804.0,0.13643533123028392,1.0,0.13643533123028395,0.863564668769716,7.329479768786125,4.100057218459515,4.019083959148395,-0.08097325931112032,-0.02014719277680324,1,0,0,0
best_source_or_hindsight,global,C19_robust_core,pareto_good,1,1,3804.0,0.13643533123028392,1.0,0.13643533123028395,0.863564668769716,7.329479768786125,4.100057218459515,4.019083959148395,-0.08097325931112032,-0.02014719277680324,1,0,0,0
target_oracle_ceiling,global,target_utility_oracle_ceiling,pareto_good,1,1,3804.0,0.13643533123028392,1.0,0.13643533123028395,0.863564668769716,7.329479768786125,0.0,4.019083959148395,4.019083959148395,1.0,0,1,1,1
best_strict_source,global,C19_robust_core,pareto_good,3,1,3804.0,0.13643533123028392,1.0,0.35608215806376375,0.6439178419362362,2.8083406521618803,4.100057218459515,3.272347471331572,-0.8277097471279431,-0.2529406654945278,1,0,0,0
best_source_or_hindsight,global,C19_robust_core,pareto_good,3,1,3804.0,0.13643533123028392,1.0,0.35608215806376375,0.6439178419362362,2.8083406521618803,4.100057218459515,3.272347471331572,-0.8277097471279431,-0.2529406654945278,1,0,0,0
target_oracle_ceiling,global,target_utility_oracle_ceiling,pareto_good,3,1,3804.0,0.13643533123028392,1.0,0.35608215806376375,0.6439178419362362,2.8083406521618803,0.0,3.272347471331572,3.272347471331572,1.0,0,1,1,1
best_strict_source,global,C19_robust_core,pareto_good,5,1,3804.0,0.13643533123028392,1.0,0.5199419024019205,0.4800580975980795,1.9232918050659236,3.9316761790599286,2.997606327457539,-0.9340698516023895,-0.3116052441731512,1,0,0,0
best_source_or_hindsight,global,C19_robust_core,pareto_good,5,1,3804.0,0.13643533123028392,1.0,0.5199419024019205,0.4800580975980795,1.9232918050659236,3.9316761790599286,2.997606327457539,-0.9340698516023895,-0.3116052441731512,1,0,0,0
target_oracle_ceiling,global,target_utility_oracle_ceiling,pareto_good,5,1,3804.0,0.13643533123028392,1.0,0.5199419024019205,0.4800580975980795,1.9232918050659236,0.0,2.997606327457539,2.997606327457539,1.0,0,1,1,1
best_strict_source,global,R_src,pareto_good,10,1,3804.0,0.13643533123028392,1.0,0.7697839973671243,0.23021600263287567,1.2990657163831394,3.1705630751769913,2.638399088602834,-0.5321639865741572,-0.20169957944306482,1,0,0,0
best_source_or_hindsight,global,R_src,pareto_good,10,1,3804.0,0.13643533123028392,1.0,0.7697839973671243,0.23021600263287567,1.2990657163831394,3.1705630751769913,2.638399088602834,-0.5321639865741572,-0.20169957944306482,1,0,0,0
target_oracle_ceiling,global,target_utility_oracle_ceiling,pareto_good,10,1,3804.0,0.13643533123028392,1.0,0.7697839973671243,0.23021600263287567,1.2990657163831394,0.0,2.638399088602834,2.638399088602834,1.0,0,1,1,1
best_strict_source,global,R_src,preference_robust_better_candidate,1,1,3804.0,0.02996845425867508,0.0,0.029968454258675115,-0.029968454258675115,0.0,3.9316761790599286,4.019083959148395,0.08740778008846606,0.021748184655238437,1,0,0,0
best_source_or_hindsight,global,C43_best_hindsight_scalarization,preference_robust_better_candidate,1,1,3804.0,0.02996845425867508,0.0,0.029968454258675115,-0.029968454258675115,0.0,3.9316761790599286,4.019083959148395,0.08740778008846606,0.021748184655238437,1,1,0,0
target_oracle_ceiling,global,target_utility_oracle_ceiling,preference_robust_better_candidate,1,1,3804.0,0.02996845425867508,0.0,0.029968454258675115,-0.029968454258675115,0.0,0.0,4.019083959148395,4.019083959148395,1.0,0,1,1,1
best_strict_source,global,R_src,preference_robust_better_candidate,3,1,3804.0,0.02996845425867508,0.0,0.08726020164732007,-0.08726020164732007,0.0,3.9316761790599286,3.272347471331572,-0.6593287077283567,-0.20148493199594877,1,0,0,0
best_source_or_hindsight,global,C43_best_hindsight_scalarization,preference_robust_better_candidate,3,1,3804.0,0.02996845425867508,0.0,0.08726020164732007,-0.08726020164732007,0.0,3.9316761790599286,3.272347471331572,-0.6593287077283567,-0.20148493199594877,1,1,0,0
target_oracle_ceiling,global,target_utility_oracle_ceiling,preference_robust_better_candidate,3,1,3804.0,0.02996845425867508,0.0,0.08726020164732007,-0.08726020164732007,0.0,0.0,3.272347471331572,3.272347471331572,1.0,0,1,1,1
best_strict_source,global,selection_leakage,preference_robust_better_candidate,5,1,3804.0,0.02996845425867508,0.0,0.14119613590356728,-0.14119613590356728,0.0,3.1379015992122308,2.997606327457539,-0.1402952717546917,-0.046802433818481114,1,0,0,0
best_source_or_hindsight,global,selection_leakage,preference_robust_better_candidate,5,1,3804.0,0.02996845425867508,0.0,0.14119613590356728,-0.14119613590356728,0.0,3.1379015992122308,2.997606327457539,-0.1402952717546917,-0.046802433818481114,1,0,0,0
target_oracle_ceiling,global,target_utility_oracle_ceiling,preference_robust_better_candidate,5,1,3804.0,0.02996845425867508,1.0,0.14119613590356728,0.8588038640964327,7.082346790870892,0.0,2.997606327457539,2.997606327457539,1.0,0,1,1,1
best_strict_source,global,selection_leakage,preference_robust_better_candidate,10,1,3804.0,0.02996845425867508,0.0,0.26260601799076266,-0.26260601799076266,0.0,3.1379015992122308,2.638399088602834,-0.49950251060939665,-0.189320301377874,1,0,0,0
best_source_or_hindsight,global,selection_leakage,preference_robust_better_candidate,10,1,3804.0,0.02996845425867508,0.0,0.26260601799076266,-0.26260601799076266,0.0,3.1379015992122308,2.638399088602834,-0.49950251060939665,-0.189320301377874,1,0,0,0
target_oracle_ceiling,global,target_utility_oracle_ceiling,preference_robust_better_candidate,10,1,3804.0,0.02996845425867508,1.0,0.26260601799076266,0.7373939820092373,3.8079858475869948,0.0,2.638399088602834,2.638399088602834,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,primary_joint_good,1,9,422.6666666666667,0.42378127071295635,0.4444444444444444,0.42378127071295635,0.02066317373148807,1.0487590536899496,1.4664220034827127,1.6169401687295937,0.150518165246881,0.1572080943717663,1,0,0,0
best_source_or_hindsight,within_target,C43_best_hindsight_scalarization,primary_joint_good,1,9,422.6666666666667,0.42378127071295635,0.5555555555555556,0.42378127071295635,0.13177428484259923,1.310948817112437,1.3198773543789797,1.6169401687295937,0.297062814350614,0.2000530044789754,1,1,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,primary_joint_good,1,9,422.6666666666667,0.42378127071295635,1.0,0.42378127071295635,0.5762187292870437,2.3597078708023864,0.0,1.6169401687295937,1.6169401687295937,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,primary_joint_good,3,9,422.6666666666667,0.42378127071295635,0.7777777777777778,0.7647597261696675,0.013018051608110315,1.0170224073818739,1.1244638871885204,0.9846644006207801,-0.13979948656774033,-0.1313658677868201,1,0,0,0
best_source_or_hindsight,within_target,C19_robust_core,primary_joint_good,3,9,422.6666666666667,0.42378127071295635,0.7777777777777778,0.7647597261696675,0.013018051608110315,1.0170224073818739,1.1244638871885204,0.9846644006207801,-0.13979948656774033,-0.1313658677868201,1,0,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,primary_joint_good,3,9,422.6666666666667,0.42378127071295635,1.0,0.7647597261696675,0.23524027383033252,1.3076002380624092,0.0,0.9846644006207801,0.9846644006207801,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,primary_joint_good,5,9,422.6666666666667,0.42378127071295635,0.7777777777777778,0.8834043580451839,-0.10562658026740612,0.8804323531965148,1.1057548828107886,0.7863043036978389,-0.3194505791129497,-0.4238619745667546,1,0,0,0
best_source_or_hindsight,within_target,C43_best_hindsight_scalarization,primary_joint_good,5,9,422.6666666666667,0.42378127071295635,0.7777777777777778,0.8834043580451839,-0.10562658026740612,0.8804323531965148,1.0046826923027234,0.7863043036978389,-0.21837838860488457,-0.25899666567730467,1,1,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,primary_joint_good,5,9,422.6666666666667,0.42378127071295635,1.0,0.8834043580451839,0.11659564195481609,1.1319844541098047,0.0,0.7863043036978389,0.7863043036978389,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,primary_joint_good,10,9,422.6666666666667,0.42378127071295635,0.8888888888888888,0.9690071796829263,-0.08011829079403743,0.9173191979648145,0.8164511134428941,0.5709791692453763,-0.24547194419751783,-0.4025041921882261,1,0,0,0
best_source_or_hindsight,within_target,C43_best_hindsight_scalarization,primary_joint_good,10,9,422.6666666666667,0.42378127071295635,1.0,0.9690071796829263,0.030992820317073733,1.0319840977104164,0.9051791129525919,0.5709791692453763,-0.3341999437072156,-0.6085699293789,1,1,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,primary_joint_good,10,9,422.6666666666667,0.42378127071295635,1.0,0.9690071796829263,0.030992820317073733,1.0319840977104164,0.0,0.5709791692453763,0.5709791692453763,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,pareto_good,1,9,422.6666666666667,0.13700920344731196,0.2222222222222222,0.13700920344731202,0.08521301877491019,1.621951056066679,1.4664220034827127,1.6169401687295937,0.150518165246881,0.1572080943717663,1,0,0,0
best_source_or_hindsight,within_target,C19_robust_core,pareto_good,1,9,422.6666666666667,0.13700920344731196,0.2222222222222222,0.13700920344731202,0.08521301877491019,1.621951056066679,1.4664220034827127,1.6169401687295937,0.150518165246881,0.1572080943717663,1,0,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,pareto_good,1,9,422.6666666666667,0.13700920344731196,1.0,0.13700920344731202,0.862990796552688,7.298779752300056,0.0,1.6169401687295937,1.6169401687295937,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,pareto_good,3,9,422.6666666666667,0.13700920344731196,0.5555555555555556,0.35417722199305834,0.20137833356249724,1.5685807021391232,1.1244638871885204,0.9846644006207801,-0.13979948656774033,-0.1313658677868201,1,0,0,0
best_source_or_hindsight,within_target,C19_robust_core,pareto_good,3,9,422.6666666666667,0.13700920344731196,0.5555555555555556,0.35417722199305834,0.20137833356249724,1.5685807021391232,1.1244638871885204,0.9846644006207801,-0.13979948656774033,-0.1313658677868201,1,0,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,pareto_good,3,9,422.6666666666667,0.13700920344731196,1.0,0.35417722199305834,0.6458227780069417,2.8234452638504215,0.0,0.9846644006207801,0.9846644006207801,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,pareto_good,5,9,422.6666666666667,0.13700920344731196,0.6666666666666666,0.5136548583844732,0.1530118082821934,1.2978883695628618,1.1057548828107886,0.7863043036978389,-0.3194505791129497,-0.4238619745667546,1,0,0,0
best_source_or_hindsight,within_target,C19_robust_core,pareto_good,5,9,422.6666666666667,0.13700920344731196,0.6666666666666666,0.5136548583844732,0.1530118082821934,1.2978883695628618,1.1057548828107886,0.7863043036978389,-0.3194505791129497,-0.4238619745667546,1,0,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,pareto_good,5,9,422.6666666666667,0.13700920344731196,1.0,0.5136548583844732,0.4863451416155268,1.9468325543442928,0.0,0.7863043036978389,0.7863043036978389,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,pareto_good,10,9,422.6666666666667,0.13700920344731196,0.7777777777777778,0.7544089187874579,0.02336885899031993,1.0309763821825968,0.8164511134428941,0.5709791692453763,-0.24547194419751783,-0.4025041921882261,1,0,0,0
best_source_or_hindsight,within_target,C19_robust_core,pareto_good,10,9,422.6666666666667,0.13700920344731196,0.7777777777777778,0.7544089187874579,0.02336885899031993,1.0309763821825968,0.8164511134428941,0.5709791692453763,-0.24547194419751783,-0.4025041921882261,1,0,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,pareto_good,10,9,422.6666666666667,0.13700920344731196,1.0,0.7544089187874579,0.24559108121254214,1.3255410628061959,0.0,0.5709791692453763,0.5709791692453763,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,preference_robust_better_candidate,1,9,422.6666666666667,0.029953996679582928,0.0,0.029953996679582946,-0.029953996679582946,0.0,1.4664220034827127,1.6169401687295937,0.150518165246881,0.1572080943717663,1,0,0,0
best_source_or_hindsight,within_target,C43_best_hindsight_scalarization,preference_robust_better_candidate,1,9,422.6666666666667,0.029953996679582928,0.0,0.029953996679582946,-0.029953996679582946,0.0,1.3198773543789797,1.6169401687295937,0.297062814350614,0.2000530044789754,1,1,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,preference_robust_better_candidate,1,9,422.6666666666667,0.029953996679582928,0.0,0.029953996679582946,-0.029953996679582946,0.0,0.0,1.6169401687295937,1.6169401687295937,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,preference_robust_better_candidate,3,9,422.6666666666667,0.029953996679582928,0.0,0.08730446567282972,-0.08730446567282972,0.0,1.1244638871885204,0.9846644006207801,-0.13979948656774033,-0.1313658677868201,1,0,0,0
best_source_or_hindsight,within_target,C19_robust_core,preference_robust_better_candidate,3,9,422.6666666666667,0.029953996679582928,0.0,0.08730446567282972,-0.08730446567282972,0.0,1.1244638871885204,0.9846644006207801,-0.13979948656774033,-0.1313658677868201,1,0,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,preference_robust_better_candidate,3,9,422.6666666666667,0.029953996679582928,0.0,0.08730446567282972,-0.08730446567282972,0.0,0.0,0.9846644006207801,0.9846644006207801,1.0,0,1,1,1
best_strict_source,within_target,C19_robust_core,preference_robust_better_candidate,5,9,422.6666666666667,0.029953996679582928,0.0,0.1413995577436207,-0.1413995577436207,0.0,1.1057548828107886,0.7863043036978389,-0.3194505791129497,-0.4238619745667546,1,0,0,0
best_source_or_hindsight,within_target,C43_best_hindsight_scalarization,preference_robust_better_candidate,5,9,422.6666666666667,0.029953996679582928,0.2222222222222222,0.1413995577436207,0.08082266447860151,1.5715906454611797,1.0046826923027234,0.7863043036978389,-0.21837838860488457,-0.25899666567730467,1,1,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,preference_robust_better_candidate,5,9,422.6666666666667,0.029953996679582928,0.1111111111111111,0.1413995577436207,-0.030288446632509597,0.7857953227305898,0.0,0.7863043036978389,0.7863043036978389,1.0,0,1,1,1
best_strict_source,within_target,selection_leakage,preference_robust_better_candidate,10,9,422.6666666666667,0.029953996679582928,0.1111111111111111,0.2635348873254412,-0.15242377621433012,0.4216182238289352,0.8435393890478432,0.5709791692453763,-0.2725602198024669,-0.6780654065357906,1,0,0,0
best_source_or_hindsight,within_target,C43_best_hindsight_scalarization,preference_robust_better_candidate,10,9,422.6666666666667,0.029953996679582928,0.2222222222222222,0.2635348873254412,-0.041312665103219015,0.8432364476578704,0.9051791129525919,0.5709791692453763,-0.3341999437072156,-0.6085699293789,1,1,0,0
target_oracle_ceiling,within_target,target_utility_oracle_ceiling,preference_robust_better_candidate,10,9,422.6666666666667,0.029953996679582928,0.2222222222222222,0.2635348873254412,-0.041312665103219015,0.8432364476578704,0.0,0.5709791692453763,0.5709791692453763,1.0,0,1,1,1
best_strict_source,within_trajectory,C19_robust_core,primary_joint_good,1,162,23.48148148148148,0.4297233780360411,0.5061728395061729,0.42972337803604116,0.07644946147013171,1.1779038920794294,0.6568196494026767,0.8640146794041716,0.20719503000149497,0.23702927621258768,1,0,0,0
best_source_or_hindsight,within_trajectory,C43_best_hindsight_scalarization,primary_joint_good,1,162,23.48148148148148,0.4297233780360411,0.5740740740740741,0.42972337803604116,0.1443506960380329,1.3359153897974017,0.6476149164364777,0.8640146794041716,0.21639976296769392,0.2192270943347575,1,1,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,primary_joint_good,1,162,23.48148148148148,0.4297233780360411,0.8518518518518519,0.42972337803604116,0.4221284738158107,1.9823260622800152,0.0,0.8640146794041716,0.8640146794041716,1.0,0,1,1,1
best_strict_source,within_trajectory,R_src,primary_joint_good,3,162,23.48148148148148,0.4297233780360411,0.6851851851851852,0.657863664562552,0.027321520622633266,1.0415306728344706,0.3651092658236947,0.4219106383344609,0.056801372510766224,0.13283316846857923,1,0,0,0
best_source_or_hindsight,within_trajectory,C43_best_hindsight_scalarization,primary_joint_good,3,162,23.48148148148148,0.4297233780360411,0.7407407407407407,0.657863664562552,0.08287707617818874,1.1259791057669952,0.3432584561668994,0.4219106383344609,0.07865218216756154,0.2493256876055607,1,1,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,primary_joint_good,3,162,23.48148148148148,0.4297233780360411,0.8888888888888888,0.657863664562552,0.23102522432633688,1.351174926920394,0.0,0.4219106383344609,0.4219106383344609,1.0,0,1,1,1
best_strict_source,within_trajectory,C19_robust_core,primary_joint_good,5,162,23.48148148148148,0.4297233780360411,0.8148148148148148,0.7504321455540054,0.06438266926080938,1.0857941249482044,0.1766355408749307,0.28184685718669705,0.10521131631176636,0.38536042511608676,1,0,0,0
best_source_or_hindsight,within_trajectory,C19_robust_core,primary_joint_good,5,162,23.48148148148148,0.4297233780360411,0.8148148148148148,0.7504321455540054,0.06438266926080938,1.0857941249482044,0.1766355408749307,0.28184685718669705,0.10521131631176636,0.38536042511608676,1,0,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,primary_joint_good,5,162,23.48148148148148,0.4297233780360411,0.9259259259259259,0.7504321455540054,0.17549378037192054,1.233856960168414,0.0,0.28184685718669705,0.28184685718669705,1.0,0,1,1,1
best_strict_source,within_trajectory,C19_robust_core,primary_joint_good,10,162,23.48148148148148,0.4297233780360411,0.8888888888888888,0.8519258556220983,0.03696303326679051,1.0433876176228964,0.08573524751929185,0.13105958632095183,0.04532433880165998,0.3954537002055429,1,0,0,0
best_source_or_hindsight,within_trajectory,C43_best_hindsight_scalarization,primary_joint_good,10,162,23.48148148148148,0.4297233780360411,0.8950617283950617,0.8519258556220983,0.04313587277296338,1.0506333649675,0.15876317591663222,0.13105958632095183,-0.027703589595680395,-0.08927657644285591,1,1,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,primary_joint_good,10,162,23.48148148148148,0.4297233780360411,0.9259259259259259,0.8519258556220983,0.0740000703038276,1.0868621016905173,0.0,0.13105958632095183,0.13105958632095183,1.0,0,1,1,1
best_strict_source,within_trajectory,C19_robust_core,pareto_good,1,162,23.48148148148148,0.1377191744332418,0.2037037037037037,0.1377191744332418,0.06598452927046189,1.4791237642979578,0.6568196494026767,0.8640146794041716,0.20719503000149497,0.23702927621258768,1,0,0,0
best_source_or_hindsight,within_trajectory,C43_best_hindsight_scalarization,pareto_good,1,162,23.48148148148148,0.1377191744332418,0.2037037037037037,0.1377191744332418,0.06598452927046189,1.4791237642979578,0.6476149164364777,0.8640146794041716,0.21639976296769392,0.2192270943347575,1,1,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,pareto_good,1,162,23.48148148148148,0.1377191744332418,1.0,0.1377191744332418,0.8622808255667582,7.26115302473543,0.0,0.8640146794041716,0.8640146794041716,1.0,0,1,1,1
best_strict_source,within_trajectory,C19_robust_core,pareto_good,3,162,23.48148148148148,0.1377191744332418,0.5370370370370371,0.35565906537350855,0.18137797166352854,1.5099770800810257,0.297346000898257,0.4219106383344609,0.12456463743620388,0.3217315757262712,1,0,0,0
best_source_or_hindsight,within_trajectory,C19_robust_core,pareto_good,3,162,23.48148148148148,0.1377191744332418,0.5370370370370371,0.35565906537350855,0.18137797166352854,1.5099770800810257,0.297346000898257,0.4219106383344609,0.12456463743620388,0.3217315757262712,1,0,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,pareto_good,3,162,23.48148148148148,0.1377191744332418,1.0,0.35565906537350855,0.6443409346264914,2.81168145946122,0.0,0.4219106383344609,0.4219106383344609,1.0,0,1,1,1
best_strict_source,within_trajectory,C19_robust_core,pareto_good,5,162,23.48148148148148,0.1377191744332418,0.691358024691358,0.5167599114097635,0.17459811328159447,1.3378708553557812,0.1766355408749307,0.28184685718669705,0.10521131631176636,0.38536042511608676,1,0,0,0
best_source_or_hindsight,within_trajectory,C19_robust_core,pareto_good,5,162,23.48148148148148,0.1377191744332418,0.691358024691358,0.5167599114097635,0.17459811328159447,1.3378708553557812,0.1766355408749307,0.28184685718669705,0.10521131631176636,0.38536042511608676,1,0,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,pareto_good,5,162,23.48148148148148,0.1377191744332418,1.0,0.5167599114097635,0.4832400885902365,1.9351346300681835,0.0,0.28184685718669705,0.28184685718669705,1.0,0,1,1,1
best_strict_source,within_trajectory,C19_robust_core,pareto_good,10,162,23.48148148148148,0.1377191744332418,0.8518518518518519,0.7653263995097564,0.08652545234209541,1.1130569289097054,0.08573524751929185,0.13105958632095183,0.04532433880165998,0.3954537002055429,1,0,0,0
best_source_or_hindsight,within_trajectory,C19_robust_core,pareto_good,10,162,23.48148148148148,0.1377191744332418,0.8518518518518519,0.7653263995097564,0.08652545234209541,1.1130569289097054,0.08573524751929185,0.13105958632095183,0.04532433880165998,0.3954537002055429,1,0,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,pareto_good,10,162,23.48148148148148,0.1377191744332418,1.0,0.7653263995097564,0.23467360049024355,1.3066320469809587,0.0,0.13105958632095183,0.13105958632095183,1.0,0,1,1,1
best_strict_source,within_trajectory,R_src,preference_robust_better_candidate,1,162,23.48148148148148,0.03019713146878921,0.018518518518518517,0.030197131468789214,-0.011678612950270697,0.6132542270665233,0.7490703306616757,0.8640146794041716,0.11494434874249593,0.10944744084130742,1,0,0,0
best_source_or_hindsight,within_trajectory,C43_best_hindsight_scalarization,preference_robust_better_candidate,1,162,23.48148148148148,0.03019713146878921,0.07407407407407407,0.030197131468789214,0.04387694260528485,2.4530169082660933,0.6476149164364777,0.8640146794041716,0.21639976296769392,0.2192270943347575,1,1,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,preference_robust_better_candidate,1,162,23.48148148148148,0.03019713146878921,0.09259259259259259,0.030197131468789214,0.06239546112380337,3.0662711353326166,0.0,0.8640146794041716,0.8640146794041716,1.0,0,1,1,1
best_strict_source,within_trajectory,selection_leakage,preference_robust_better_candidate,3,162,23.48148148148148,0.03019713146878921,0.2037037037037037,0.09059139440636764,0.11311230929733605,2.2485988325772523,0.4973695903761813,0.4219106383344609,-0.07545895204172037,-0.2953245511952479,1,0,0,0
best_source_or_hindsight,within_trajectory,selection_leakage,preference_robust_better_candidate,3,162,23.48148148148148,0.03019713146878921,0.2037037037037037,0.09059139440636764,0.11311230929733605,2.2485988325772523,0.4973695903761813,0.4219106383344609,-0.07545895204172037,-0.2953245511952479,1,0,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,preference_robust_better_candidate,3,162,23.48148148148148,0.03019713146878921,0.24074074074074073,0.09059139440636764,0.1501493463343731,2.6574349839549343,0.0,0.4219106383344609,0.4219106383344609,1.0,0,1,1,1
best_strict_source,within_trajectory,selection_leakage,preference_robust_better_candidate,5,162,23.48148148148148,0.03019713146878921,0.2777777777777778,0.1509856573439461,0.1267921204338317,1.83976268119957,0.30969582633668613,0.28184685718669705,-0.027848969149989078,-0.15188848513879027,1,0,0,0
best_source_or_hindsight,within_trajectory,selection_leakage,preference_robust_better_candidate,5,162,23.48148148148148,0.03019713146878921,0.2777777777777778,0.1509856573439461,0.1267921204338317,1.83976268119957,0.30969582633668613,0.28184685718669705,-0.027848969149989078,-0.15188848513879027,1,0,0,0
target_oracle_ceiling,within_trajectory,target_utility_oracle_ceiling,preference_robust_better_candidate,5,162,23.48148148148148,0.03019713146878921,0.2962962962962963,0.1509856573439461,0.1453106389523502,1.9624135266128744,0.0,0.28184685718669705,0.28184685718669705,1.0,0,1,1,1
best_strict_source,within_trajectory,selection_leakage,preference_robust_better_candidate,10,162,23.48148148148148,0.03019713146878921,0.5555555555555556,0.3019713146878922,0.2535842408676634,1.83976268119957,0.16885322923823487,0.13105958632095183,-0.037793642917283043,-0.5203982701016172,1,0,0,0
best_source_or_hindsight,within_trajectory,selection_leakage,preference_robust_better_candidate,10,162,23.48148148148148,0.03019713146878921,0.5555555555555556,0.3019713146878922,0.2535842408676634,1.83976268119957,0.16885322923823487,0.13105958632095183,-0.037793642917283043,-0.5203982701016172,1,0,0,0
