group_scope,score,label,top_k,n_groups,q10_radius,raw_mean_any_hit,smoothed_mean_any_hit,smoothing_any_hit_delta,raw_mean_gain_vs_random,smoothed_mean_gain_vs_random,smoothing_gain_delta,raw_mean_regret_vs_oracle,smoothed_mean_regret_vs_oracle,smoothing_regret_delta,hindsight_diagnostic_only,target_label_used,target_labels_diagnostic_only
global,C43_best_hindsight_scalarization,primary_joint_good,10,1,1.269009511962666,0.0,1.0,1.0,-0.9960350190040961,0.003964980995903922,1.0,3.9316761790599286,3.5054377880446714,-0.4262383910152572,1,0,1
global,C43_best_hindsight_scalarization,pareto_good,1,1,1.269009511962666,0.0,0.0,0.0,-0.13643533123028395,-0.13643533123028395,0.0,3.9316761790599286,3.9316761790599286,0.0,1,0,1
global,C43_best_hindsight_scalarization,pareto_good,3,1,1.269009511962666,0.0,0.0,0.0,-0.35608215806376375,-0.35608215806376375,0.0,3.9316761790599286,3.9316761790599286,0.0,1,0,1
global,C43_best_hindsight_scalarization,pareto_good,5,1,1.269009511962666,0.0,0.0,0.0,-0.5199419024019205,-0.5199419024019205,0.0,3.9316761790599286,3.9316761790599286,0.0,1,0,1
global,C43_best_hindsight_scalarization,pareto_good,10,1,1.269009511962666,0.0,0.0,0.0,-0.7697839973671243,-0.7697839973671243,0.0,3.9316761790599286,3.5054377880446714,-0.4262383910152572,1,0,1
global,C43_best_hindsight_scalarization,preference_robust_better_candidate,1,1,1.269009511962666,0.0,0.0,0.0,-0.029968454258675115,-0.029968454258675115,0.0,3.9316761790599286,3.9316761790599286,0.0,1,0,1
global,C43_best_hindsight_scalarization,preference_robust_better_candidate,3,1,1.269009511962666,0.0,0.0,0.0,-0.08726020164732007,-0.08726020164732007,0.0,3.9316761790599286,3.9316761790599286,0.0,1,0,1
global,C43_best_hindsight_scalarization,preference_robust_better_candidate,5,1,1.269009511962666,0.0,0.0,0.0,-0.14119613590356728,-0.14119613590356728,0.0,3.9316761790599286,3.9316761790599286,0.0,1,0,1
global,C43_best_hindsight_scalarization,preference_robust_better_candidate,10,1,1.269009511962666,0.0,0.0,0.0,-0.26260601799076266,-0.26260601799076266,0.0,3.9316761790599286,3.5054377880446714,-0.4262383910152572,1,0,1
global,R_src,primary_joint_good,1,1,1.269009511962666,0.0,0.0,0.0,-0.4242902208201893,-0.4242902208201893,0.0,3.9316761790599286,3.9316761790599286,0.0,0,0,1
global,R_src,primary_joint_good,3,1,1.269009511962666,0.0,0.0,0.0,-0.8092966826284852,-0.8092966826284852,0.0,3.9316761790599286,3.9316761790599286,0.0,0,0,1
global,R_src,primary_joint_good,5,1,1.269009511962666,1.0,1.0,0.0,0.06312126912793214,0.06312126912793214,0.0,3.1705630751769913,3.1705630751769913,0.0,0,0,1
global,R_src,primary_joint_good,10,1,1.269009511962666,1.0,1.0,0.0,0.003964980995903922,0.003964980995903922,0.0,3.1705630751769913,3.1705630751769913,0.0,0,0,1
global,R_src,pareto_good,1,1,1.269009511962666,0.0,0.0,0.0,-0.13643533123028395,-0.13643533123028395,0.0,3.9316761790599286,3.9316761790599286,0.0,0,0,1
global,R_src,pareto_good,3,1,1.269009511962666,0.0,0.0,0.0,-0.35608215806376375,-0.35608215806376375,0.0,3.9316761790599286,3.9316761790599286,0.0,0,0,1
global,R_src,pareto_good,5,1,1.269009511962666,0.0,0.0,0.0,-0.5199419024019205,-0.5199419024019205,0.0,3.1705630751769913,3.1705630751769913,0.0,0,0,1
global,R_src,pareto_good,10,1,1.269009511962666,1.0,0.0,-1.0,0.23021600263287567,-0.7697839973671243,-1.0,3.1705630751769913,3.1705630751769913,0.0,0,0,1
global,R_src,preference_robust_better_candidate,1,1,1.269009511962666,0.0,0.0,0.0,-0.029968454258675115,-0.029968454258675115,0.0,3.9316761790599286,3.9316761790599286,0.0,0,0,1
global,R_src,preference_robust_better_candidate,3,1,1.269009511962666,0.0,0.0,0.0,-0.08726020164732007,-0.08726020164732007,0.0,3.9316761790599286,3.9316761790599286,0.0,0,0,1
global,R_src,preference_robust_better_candidate,5,1,1.269009511962666,0.0,0.0,0.0,-0.14119613590356728,-0.14119613590356728,0.0,3.1705630751769913,3.1705630751769913,0.0,0,0,1
global,R_src,preference_robust_better_candidate,10,1,1.269009511962666,0.0,0.0,0.0,-0.26260601799076266,-0.26260601799076266,0.0,3.1705630751769913,3.1705630751769913,0.0,0,0,1
global,selection_leakage,primary_joint_good,1,1,1.269009511962666,0.0,0.0,0.0,-0.4242902208201893,-0.4242902208201893,0.0,4.530287636914057,4.530287636914057,0.0,0,0,1
global,selection_leakage,primary_joint_good,3,1,1.269009511962666,0.0,0.0,0.0,-0.8092966826284852,-0.8092966826284852,0.0,4.530287636914057,4.530287636914057,0.0,0,0,1
global,selection_leakage,primary_joint_good,5,1,1.269009511962666,1.0,1.0,0.0,0.06312126912793214,0.06312126912793214,0.0,3.1379015992122308,3.1379015992122308,0.0,0,0,1
global,selection_leakage,primary_joint_good,10,1,1.269009511962666,1.0,1.0,0.0,0.003964980995903922,0.003964980995903922,0.0,3.1379015992122308,3.1379015992122308,0.0,0,0,1
global,selection_leakage,pareto_good,1,1,1.269009511962666,0.0,0.0,0.0,-0.13643533123028395,-0.13643533123028395,0.0,4.530287636914057,4.530287636914057,0.0,0,0,1
global,selection_leakage,pareto_good,3,1,1.269009511962666,0.0,0.0,0.0,-0.35608215806376375,-0.35608215806376375,0.0,4.530287636914057,4.530287636914057,0.0,0,0,1
global,selection_leakage,pareto_good,5,1,1.269009511962666,0.0,0.0,0.0,-0.5199419024019205,-0.5199419024019205,0.0,3.1379015992122308,3.1379015992122308,0.0,0,0,1
global,selection_leakage,pareto_good,10,1,1.269009511962666,0.0,0.0,0.0,-0.7697839973671243,-0.7697839973671243,0.0,3.1379015992122308,3.1379015992122308,0.0,0,0,1
global,selection_leakage,preference_robust_better_candidate,1,1,1.269009511962666,0.0,0.0,0.0,-0.029968454258675115,-0.029968454258675115,0.0,4.530287636914057,4.530287636914057,0.0,0,0,1
global,selection_leakage,preference_robust_better_candidate,3,1,1.269009511962666,0.0,0.0,0.0,-0.08726020164732007,-0.08726020164732007,0.0,4.530287636914057,4.530287636914057,0.0,0,0,1
global,selection_leakage,preference_robust_better_candidate,5,1,1.269009511962666,0.0,0.0,0.0,-0.14119613590356728,-0.14119613590356728,0.0,3.1379015992122308,3.1379015992122308,0.0,0,0,1
global,selection_leakage,preference_robust_better_candidate,10,1,1.269009511962666,0.0,0.0,0.0,-0.26260601799076266,-0.26260601799076266,0.0,3.1379015992122308,3.1379015992122308,0.0,0,0,1
within_target,C19_robust_core,primary_joint_good,1,9,1.269009511962666,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.020663173731488085,0.1317742848425992,0.11111111111111112,1.4664220034827127,1.5258103077596712,0.059388304276958515,0,0,1
within_target,C19_robust_core,primary_joint_good,3,9,1.269009511962666,0.7777777777777778,0.5555555555555556,-0.2222222222222222,0.013018051608110363,-0.20920417061411187,-0.22222222222222224,1.1244638871885204,1.424217538760619,0.29975365157209866,0,0,1
within_target,C19_robust_core,primary_joint_good,5,9,1.269009511962666,0.7777777777777778,0.7777777777777778,0.0,-0.10562658026740604,-0.10562658026740604,0.0,1.1057548828107886,1.085299430547832,-0.02045545226295653,0,0,1
within_target,C19_robust_core,primary_joint_good,10,9,1.269009511962666,0.8888888888888888,0.7777777777777778,-0.11111111111111105,-0.08011829079403723,-0.19122940190514834,-0.1111111111111111,0.8164511134428941,0.9270684874857875,0.1106173740428934,0,0,1
within_target,C19_robust_core,pareto_good,1,9,1.269009511962666,0.2222222222222222,0.1111111111111111,-0.1111111111111111,0.08521301877491022,-0.025898092336200884,-0.1111111111111111,1.4664220034827127,1.5258103077596712,0.059388304276958515,0,0,1
within_target,C19_robust_core,pareto_good,3,9,1.269009511962666,0.5555555555555556,0.2222222222222222,-0.33333333333333337,0.20137833356249718,-0.13195499977083613,-0.3333333333333333,1.1244638871885204,1.424217538760619,0.29975365157209866,0,0,1
within_target,C19_robust_core,pareto_good,5,9,1.269009511962666,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.15301180828219352,-0.18032152505113988,-0.33333333333333337,1.1057548828107886,1.085299430547832,-0.02045545226295653,0,0,1
within_target,C19_robust_core,pareto_good,10,9,1.269009511962666,0.7777777777777778,0.5555555555555556,-0.2222222222222222,0.02336885899031989,-0.1988533632319023,-0.2222222222222222,0.8164511134428941,0.9270684874857875,0.1106173740428934,0,0,1
within_target,C19_robust_core,preference_robust_better_candidate,1,9,1.269009511962666,0.0,0.0,0.0,-0.029953996679582946,-0.029953996679582946,0.0,1.4664220034827127,1.5258103077596712,0.059388304276958515,0,0,1
within_target,C19_robust_core,preference_robust_better_candidate,3,9,1.269009511962666,0.0,0.0,0.0,-0.08730446567282972,-0.08730446567282972,0.0,1.1244638871885204,1.424217538760619,0.29975365157209866,0,0,1
within_target,C19_robust_core,preference_robust_better_candidate,5,9,1.269009511962666,0.0,0.0,0.0,-0.1413995577436207,-0.1413995577436207,0.0,1.1057548828107886,1.085299430547832,-0.02045545226295653,0,0,1
within_target,C19_robust_core,preference_robust_better_candidate,10,9,1.269009511962666,0.0,0.0,0.0,-0.2635348873254412,-0.2635348873254412,0.0,0.8164511134428941,0.9270684874857875,0.1106173740428934,0,0,1
within_target,C30_source_rank,primary_joint_good,1,9,1.269009511962666,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.020663173731488085,0.1317742848425992,0.11111111111111112,1.4664220034827127,1.5258103077596712,0.059388304276958515,0,0,1
within_target,C30_source_rank,primary_joint_good,3,9,1.269009511962666,0.7777777777777778,0.5555555555555556,-0.2222222222222222,0.013018051608110363,-0.20920417061411187,-0.22222222222222224,1.1244638871885204,1.424217538760619,0.29975365157209866,0,0,1
within_target,C30_source_rank,primary_joint_good,5,9,1.269009511962666,0.7777777777777778,0.7777777777777778,0.0,-0.10562658026740604,-0.10562658026740604,0.0,1.1057548828107886,1.085299430547832,-0.02045545226295653,0,0,1
within_target,C30_source_rank,primary_joint_good,10,9,1.269009511962666,0.8888888888888888,0.7777777777777778,-0.11111111111111105,-0.08011829079403723,-0.19122940190514834,-0.1111111111111111,0.8164511134428941,0.9270684874857875,0.1106173740428934,0,0,1
within_target,C30_source_rank,pareto_good,1,9,1.269009511962666,0.2222222222222222,0.1111111111111111,-0.1111111111111111,0.08521301877491022,-0.025898092336200884,-0.1111111111111111,1.4664220034827127,1.5258103077596712,0.059388304276958515,0,0,1
within_target,C30_source_rank,pareto_good,3,9,1.269009511962666,0.5555555555555556,0.2222222222222222,-0.33333333333333337,0.20137833356249718,-0.13195499977083613,-0.3333333333333333,1.1244638871885204,1.424217538760619,0.29975365157209866,0,0,1
within_target,C30_source_rank,pareto_good,5,9,1.269009511962666,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.15301180828219352,-0.18032152505113988,-0.33333333333333337,1.1057548828107886,1.085299430547832,-0.02045545226295653,0,0,1
within_target,C30_source_rank,pareto_good,10,9,1.269009511962666,0.7777777777777778,0.5555555555555556,-0.2222222222222222,0.02336885899031989,-0.1988533632319023,-0.2222222222222222,0.8164511134428941,0.9270684874857875,0.1106173740428934,0,0,1
within_target,C30_source_rank,preference_robust_better_candidate,1,9,1.269009511962666,0.0,0.0,0.0,-0.029953996679582946,-0.029953996679582946,0.0,1.4664220034827127,1.5258103077596712,0.059388304276958515,0,0,1
within_target,C30_source_rank,preference_robust_better_candidate,3,9,1.269009511962666,0.0,0.0,0.0,-0.08730446567282972,-0.08730446567282972,0.0,1.1244638871885204,1.424217538760619,0.29975365157209866,0,0,1
within_target,C30_source_rank,preference_robust_better_candidate,5,9,1.269009511962666,0.0,0.0,0.0,-0.1413995577436207,-0.1413995577436207,0.0,1.1057548828107886,1.085299430547832,-0.02045545226295653,0,0,1
within_target,C30_source_rank,preference_robust_better_candidate,10,9,1.269009511962666,0.0,0.0,0.0,-0.2635348873254412,-0.2635348873254412,0.0,0.8164511134428941,0.9270684874857875,0.1106173740428934,0,0,1
within_target,C43_best_hindsight_scalarization,primary_joint_good,1,9,1.269009511962666,0.5555555555555556,0.5555555555555556,0.0,0.1317742848425992,0.1317742848425992,0.0,1.3198773543789797,1.3198773543789797,0.0,1,0,1
within_target,C43_best_hindsight_scalarization,primary_joint_good,3,9,1.269009511962666,0.5555555555555556,0.5555555555555556,0.0,-0.20920417061411187,-0.20920417061411187,0.0,1.3198773543789797,1.3198773543789797,0.0,1,0,1
within_target,C43_best_hindsight_scalarization,primary_joint_good,5,9,1.269009511962666,0.7777777777777778,0.6666666666666666,-0.11111111111111116,-0.10562658026740604,-0.21673769137851714,-0.1111111111111111,1.0046826923027234,1.03025737763933,0.025574685336606562,1,0,1
within_target,C43_best_hindsight_scalarization,primary_joint_good,10,9,1.269009511962666,1.0,0.8888888888888888,-0.11111111111111116,0.030992820317073882,-0.08011829079403723,-0.11111111111111112,0.9051791129525919,0.9730052554489959,0.06782614249640395,1,0,1
within_target,C43_best_hindsight_scalarization,pareto_good,1,9,1.269009511962666,0.1111111111111111,0.1111111111111111,0.0,-0.025898092336200884,-0.025898092336200884,0.0,1.3198773543789797,1.3198773543789797,0.0,1,0,1
within_target,C43_best_hindsight_scalarization,pareto_good,3,9,1.269009511962666,0.1111111111111111,0.1111111111111111,0.0,-0.24306611088194727,-0.24306611088194727,0.0,1.3198773543789797,1.3198773543789797,0.0,1,0,1
within_target,C43_best_hindsight_scalarization,pareto_good,5,9,1.269009511962666,0.5555555555555556,0.4444444444444444,-0.11111111111111116,0.04190069717108237,-0.06921041394002875,-0.11111111111111112,1.0046826923027234,1.03025737763933,0.025574685336606562,1,0,1
within_target,C43_best_hindsight_scalarization,pareto_good,10,9,1.269009511962666,0.7777777777777778,0.6666666666666666,-0.11111111111111116,0.02336885899031988,-0.08774225212079122,-0.1111111111111111,0.9051791129525919,0.9730052554489959,0.06782614249640395,1,0,1
within_target,C43_best_hindsight_scalarization,preference_robust_better_candidate,1,9,1.269009511962666,0.0,0.0,0.0,-0.029953996679582946,-0.029953996679582946,0.0,1.3198773543789797,1.3198773543789797,0.0,1,0,1
within_target,C43_best_hindsight_scalarization,preference_robust_better_candidate,3,9,1.269009511962666,0.0,0.0,0.0,-0.08730446567282972,-0.08730446567282972,0.0,1.3198773543789797,1.3198773543789797,0.0,1,0,1
within_target,C43_best_hindsight_scalarization,preference_robust_better_candidate,5,9,1.269009511962666,0.2222222222222222,0.2222222222222222,0.0,0.08082266447860152,0.08082266447860152,0.0,1.0046826923027234,1.03025737763933,0.025574685336606562,1,0,1
within_target,C43_best_hindsight_scalarization,preference_robust_better_candidate,10,9,1.269009511962666,0.2222222222222222,0.2222222222222222,0.0,-0.04131266510321899,-0.04131266510321899,0.0,0.9051791129525919,0.9730052554489959,0.06782614249640395,1,0,1
within_target,R_src,primary_joint_good,1,9,1.269009511962666,0.4444444444444444,0.4444444444444444,0.0,0.02066317373148811,0.02066317373148811,0.0,1.6850101375452833,1.741228175510128,0.0562180379648447,0,0,1
within_target,R_src,primary_joint_good,3,9,1.269009511962666,0.4444444444444444,0.4444444444444444,0.0,-0.320315281725223,-0.320315281725223,0.0,1.6850101375452833,1.741228175510128,0.0562180379648447,0,0,1
within_target,R_src,primary_joint_good,5,9,1.269009511962666,0.5555555555555556,0.5555555555555556,0.0,-0.3278488024896282,-0.3278488024896282,0.0,1.4546293919465405,1.3842907675134308,-0.07033862443310968,0,0,1
within_target,R_src,primary_joint_good,10,9,1.269009511962666,0.6666666666666666,0.6666666666666666,0.0,-0.30234051301625947,-0.30234051301625947,0.0,1.1924302670622662,1.0508543789460476,-0.14157588811621857,0,0,1
within_target,R_src,pareto_good,1,9,1.269009511962666,0.0,0.0,0.0,-0.13700920344731202,-0.13700920344731202,0.0,1.6850101375452833,1.741228175510128,0.0562180379648447,0,0,1
within_target,R_src,pareto_good,3,9,1.269009511962666,0.0,0.0,0.0,-0.35417722199305834,-0.35417722199305834,0.0,1.6850101375452833,1.741228175510128,0.0562180379648447,0,0,1
within_target,R_src,pareto_good,5,9,1.269009511962666,0.1111111111111111,0.0,-0.1111111111111111,-0.4025437472733621,-0.5136548583844732,-0.1111111111111111,1.4546293919465405,1.3842907675134308,-0.07033862443310968,0,0,1
within_target,R_src,pareto_good,10,9,1.269009511962666,0.3333333333333333,0.2222222222222222,-0.1111111111111111,-0.42107558545412455,-0.5321866965652357,-0.1111111111111111,1.1924302670622662,1.0508543789460476,-0.14157588811621857,0,0,1
within_target,R_src,preference_robust_better_candidate,1,9,1.269009511962666,0.0,0.0,0.0,-0.029953996679582946,-0.029953996679582946,0.0,1.6850101375452833,1.741228175510128,0.0562180379648447,0,0,1
within_target,R_src,preference_robust_better_candidate,3,9,1.269009511962666,0.0,0.0,0.0,-0.08730446567282972,-0.08730446567282972,0.0,1.6850101375452833,1.741228175510128,0.0562180379648447,0,0,1
within_target,R_src,preference_robust_better_candidate,5,9,1.269009511962666,0.0,0.0,0.0,-0.1413995577436207,-0.1413995577436207,0.0,1.4546293919465405,1.3842907675134308,-0.07033862443310968,0,0,1
within_target,R_src,preference_robust_better_candidate,10,9,1.269009511962666,0.0,0.0,0.0,-0.2635348873254412,-0.2635348873254412,0.0,1.1924302670622662,1.0508543789460476,-0.14157588811621857,0,0,1
within_target,selection_leakage,primary_joint_good,1,9,1.269009511962666,0.4444444444444444,0.4444444444444444,0.0,0.02066317373148811,0.02066317373148811,0.0,1.5104394386186644,1.5104394386186644,0.0,0,0,1
within_target,selection_leakage,primary_joint_good,3,9,1.269009511962666,0.4444444444444444,0.4444444444444444,0.0,-0.320315281725223,-0.320315281725223,0.0,1.5104394386186644,1.5104394386186644,0.0,0,0,1
within_target,selection_leakage,primary_joint_good,5,9,1.269009511962666,0.6666666666666666,0.6666666666666666,0.0,-0.21673769137851714,-0.21673769137851714,0.0,1.2901208267084576,1.2901208267084576,0.0,0,0,1
within_target,selection_leakage,primary_joint_good,10,9,1.269009511962666,0.7777777777777778,0.7777777777777778,0.0,-0.19122940190514834,-0.19122940190514834,0.0,0.8435393890478432,0.8435393890478432,0.0,0,0,1
within_target,selection_leakage,pareto_good,1,9,1.269009511962666,0.0,0.0,0.0,-0.13700920344731202,-0.13700920344731202,0.0,1.5104394386186644,1.5104394386186644,0.0,0,0,1
within_target,selection_leakage,pareto_good,3,9,1.269009511962666,0.0,0.0,0.0,-0.35417722199305834,-0.35417722199305834,0.0,1.5104394386186644,1.5104394386186644,0.0,0,0,1
within_target,selection_leakage,pareto_good,5,9,1.269009511962666,0.2222222222222222,0.2222222222222222,0.0,-0.291432636162251,-0.291432636162251,0.0,1.2901208267084576,1.2901208267084576,0.0,0,0,1
within_target,selection_leakage,pareto_good,10,9,1.269009511962666,0.4444444444444444,0.4444444444444444,0.0,-0.30996447434301344,-0.30996447434301344,0.0,0.8435393890478432,0.8435393890478432,0.0,0,0,1
within_target,selection_leakage,preference_robust_better_candidate,1,9,1.269009511962666,0.0,0.0,0.0,-0.029953996679582946,-0.029953996679582946,0.0,1.5104394386186644,1.5104394386186644,0.0,0,0,1
within_target,selection_leakage,preference_robust_better_candidate,3,9,1.269009511962666,0.0,0.0,0.0,-0.08730446567282972,-0.08730446567282972,0.0,1.5104394386186644,1.5104394386186644,0.0,0,0,1
within_target,selection_leakage,preference_robust_better_candidate,5,9,1.269009511962666,0.0,0.0,0.0,-0.1413995577436207,-0.1413995577436207,0.0,1.2901208267084576,1.2901208267084576,0.0,0,0,1
within_target,selection_leakage,preference_robust_better_candidate,10,9,1.269009511962666,0.1111111111111111,0.1111111111111111,0.0,-0.1524237762143301,-0.1524237762143301,0.0,0.8435393890478432,0.8435393890478432,0.0,0,0,1
within_trajectory,C19_robust_core,primary_joint_good,1,162,1.269009511962666,0.5061728395061729,0.5,-0.006172839506172867,0.07644946147013174,0.0702766219639589,-0.006172839506172839,0.6568196494026767,0.6613808344976205,0.004561185094943854,0,0,1
within_trajectory,C19_robust_core,primary_joint_good,3,162,1.269009511962666,0.6728395061728395,0.6728395061728395,0.0,0.014975841610287536,0.014975841610287536,0.0,0.297346000898257,0.2945534676490636,-0.0027925332491934296,0,0,1
within_trajectory,C19_robust_core,primary_joint_good,5,162,1.269009511962666,0.8148148148148148,0.8209876543209876,0.006172839506172867,0.06438266926080939,0.07055550876698223,0.006172839506172839,0.1766355408749307,0.17441561341468126,-0.0022199274602494323,0,0,1
within_trajectory,C19_robust_core,primary_joint_good,10,162,1.269009511962666,0.8888888888888888,0.8888888888888888,0.0,0.036963033266790575,0.036963033266790575,0.0,0.08573524751929185,0.08556662230124676,-0.00016862521804508757,0,0,1
within_trajectory,C19_robust_core,pareto_good,1,162,1.269009511962666,0.2037037037037037,0.2037037037037037,0.0,0.0659845292704619,0.0659845292704619,0.0,0.6568196494026767,0.6613808344976205,0.004561185094943854,0,0,1
within_trajectory,C19_robust_core,pareto_good,3,162,1.269009511962666,0.5370370370370371,0.5432098765432098,0.006172839506172756,0.18137797166352848,0.18755081116970132,0.006172839506172839,0.297346000898257,0.2945534676490636,-0.0027925332491934296,0,0,1
within_trajectory,C19_robust_core,pareto_good,5,162,1.269009511962666,0.691358024691358,0.7037037037037037,0.012345679012345734,0.17459811328159439,0.1869437922939401,0.012345679012345706,0.1766355408749307,0.17441561341468126,-0.0022199274602494323,0,0,1
within_trajectory,C19_robust_core,pareto_good,10,162,1.269009511962666,0.8518518518518519,0.8580246913580247,0.006172839506172867,0.08652545234209544,0.09269829184826828,0.006172839506172839,0.08573524751929185,0.08556662230124676,-0.00016862521804508757,0,0,1
within_trajectory,C19_robust_core,preference_robust_better_candidate,1,162,1.269009511962666,0.006172839506172839,0.006172839506172839,0.0,-0.02402429196261638,-0.02402429196261638,0.0,0.6568196494026767,0.6613808344976205,0.004561185094943854,0,0,1
within_trajectory,C19_robust_core,preference_robust_better_candidate,3,162,1.269009511962666,0.037037037037037035,0.037037037037037035,0.0,-0.05355435736933061,-0.05355435736933061,0.0,0.297346000898257,0.2945534676490636,-0.0027925332491934296,0,0,1
