stage,intervention,option_id,parameter_details,mean_spearman,mean_pairwise_accuracy,mean_top1,mean_regret,selected_by_T2,T3_outcomes_used_for_selection
T2_calibration,I4_shared_temperature,1.5,temperature=1.5,0.7953636780636448,0.8148085766466298,0.1111111111111111,0.14573268921095003,0,0
T2_calibration,I4_shared_temperature,2.0,temperature=2.0,0.7071899709895425,0.7755311096238856,0.0,0.21739130434782605,0,0
T2_calibration,I5_construction_candidate_gauge,0.0,alpha=0.0,0.5473429951690822,0.7089371980676328,0.4444444444444444,0.018160811008869404,1,0
T2_calibration,I5_construction_candidate_gauge,0.25,alpha=0.25,0.5230981747356935,0.698268921095008,0.4444444444444444,0.02081963554100809,0,0
T2_calibration,I5_construction_candidate_gauge,0.5,alpha=0.5,0.5083091787439613,0.6916264090177134,0.4444444444444444,0.022070737332187687,0,0
T2_calibration,I5_construction_candidate_gauge,0.75,alpha=0.75,0.5060869565217392,0.6932367149758454,0.4444444444444444,0.022070737332187687,0,0
T2_calibration,I5_construction_candidate_gauge,1.0,alpha=1.0,0.5152657004830918,0.6960547504025766,0.4444444444444444,0.022070737332187687,0,0
T2_calibration,I5_random_matched_gauge,0.25,scale=0.25,0.5459903381642512,0.710950080515298,0.4444444444444444,0.018160811008869404,1,0
T2_calibration,I5_random_matched_gauge,0.5,scale=0.5,0.5542028985507247,0.7089371980676328,0.4444444444444444,0.018160811008869404,0,0
T2_calibration,I5_random_matched_gauge,1.0,scale=1.0,0.5466213095112755,0.7039049919484701,0.4444444444444444,0.02654642043225101,0,0
T2_calibration,I5_random_matched_gauge,2.0,scale=2.0,0.49782685385226816,0.6871980676328503,0.3333333333333333,0.0303217258165793,0,0
