budget,order,step,component,top1_before,top1_after,marginal_top1_gain
8,M->G->N->E,2,residual_candidate_specific_gauge,0.05029708155378346,1.0,0.9497029184462166
8,M->G->N->E,3,finite_label_noise,1.0,1.0,0.0
8,M->G->N->E,4,extreme_order_localization,1.0,1.0,0.0
8,M->G->E->N,1,construction_utility_mismatch,0.05029708155378346,0.05029708155378346,0.0
8,M->G->E->N,2,residual_candidate_specific_gauge,0.05029708155378346,1.0,0.9497029184462166
8,M->G->E->N,3,extreme_order_localization,1.0,1.0,0.0
8,M->G->E->N,4,finite_label_noise,1.0,1.0,0.0
8,E->N->M->G,1,extreme_order_localization,0.05029708155378346,0.7256513724124379,0.6753542908586545
8,E->N->M->G,2,finite_label_noise,0.7256513724124379,0.8996146283321601,0.17396325591972217
8,E->N->M->G,3,construction_utility_mismatch,0.8996146283321601,0.8996146283321601,0.0
8,E->N->M->G,4,residual_candidate_specific_gauge,0.8996146283321601,1.0,0.1003853716678399
8,E->N->G->M,1,extreme_order_localization,0.05029708155378346,0.7256513724124379,0.6753542908586545
8,E->N->G->M,2,finite_label_noise,0.7256513724124379,0.8996146283321601,0.17396325591972217
8,E->N->G->M,3,residual_candidate_specific_gauge,0.8996146283321601,1.0,0.1003853716678399
8,E->N->G->M,4,construction_utility_mismatch,1.0,1.0,0.0
8,E->M->N->G,1,extreme_order_localization,0.05029708155378346,0.7256513724124379,0.6753542908586545
8,E->M->N->G,2,construction_utility_mismatch,0.7256513724124379,0.7256513724124379,0.0
8,E->M->N->G,3,finite_label_noise,0.7256513724124379,0.8996146283321601,0.17396325591972217
8,E->M->N->G,4,residual_candidate_specific_gauge,0.8996146283321601,1.0,0.1003853716678399
8,E->M->G->N,1,extreme_order_localization,0.05029708155378346,0.7256513724124379,0.6753542908586545
8,E->M->G->N,2,construction_utility_mismatch,0.7256513724124379,0.7256513724124379,0.0
8,E->M->G->N,3,residual_candidate_specific_gauge,0.7256513724124379,1.0,0.27434862758756207
8,E->M->G->N,4,finite_label_noise,1.0,1.0,0.0
8,E->G->N->M,1,extreme_order_localization,0.05029708155378346,0.7256513724124379,0.6753542908586545
8,E->G->N->M,2,residual_candidate_specific_gauge,0.7256513724124379,1.0,0.27434862758756207
8,E->G->N->M,3,finite_label_noise,1.0,1.0,0.0
8,E->G->N->M,4,construction_utility_mismatch,1.0,1.0,0.0
8,E->G->M->N,1,extreme_order_localization,0.05029708155378346,0.7256513724124379,0.6753542908586545
8,E->G->M->N,2,residual_candidate_specific_gauge,0.7256513724124379,1.0,0.27434862758756207
8,E->G->M->N,3,construction_utility_mismatch,1.0,1.0,0.0
8,E->G->M->N,4,finite_label_noise,1.0,1.0,0.0
8,G->N->M->E,1,residual_candidate_specific_gauge,0.05029708155378346,1.0,0.9497029184462166
8,G->N->M->E,2,finite_label_noise,1.0,1.0,0.0
8,G->N->M->E,3,construction_utility_mismatch,1.0,1.0,0.0
8,G->N->M->E,4,extreme_order_localization,1.0,1.0,0.0
8,G->N->E->M,1,residual_candidate_specific_gauge,0.05029708155378346,1.0,0.9497029184462166
8,G->N->E->M,2,finite_label_noise,1.0,1.0,0.0
8,G->N->E->M,3,extreme_order_localization,1.0,1.0,0.0
8,G->N->E->M,4,construction_utility_mismatch,1.0,1.0,0.0
8,G->M->N->E,1,residual_candidate_specific_gauge,0.05029708155378346,1.0,0.9497029184462166
8,G->M->N->E,2,construction_utility_mismatch,1.0,1.0,0.0
8,G->M->N->E,3,finite_label_noise,1.0,1.0,0.0
8,G->M->N->E,4,extreme_order_localization,1.0,1.0,0.0
8,G->M->E->N,1,residual_candidate_specific_gauge,0.05029708155378346,1.0,0.9497029184462166
8,G->M->E->N,2,construction_utility_mismatch,1.0,1.0,0.0
8,G->M->E->N,3,extreme_order_localization,1.0,1.0,0.0
8,G->M->E->N,4,finite_label_noise,1.0,1.0,0.0
8,G->E->N->M,1,residual_candidate_specific_gauge,0.05029708155378346,1.0,0.9497029184462166
8,G->E->N->M,2,extreme_order_localization,1.0,1.0,0.0
8,G->E->N->M,3,finite_label_noise,1.0,1.0,0.0
8,G->E->N->M,4,construction_utility_mismatch,1.0,1.0,0.0
8,G->E->M->N,1,residual_candidate_specific_gauge,0.05029708155378346,1.0,0.9497029184462166
8,G->E->M->N,2,extreme_order_localization,1.0,1.0,0.0
8,G->E->M->N,3,construction_utility_mismatch,1.0,1.0,0.0
8,G->E->M->N,4,finite_label_noise,1.0,1.0,0.0
64,N->M->E->G,1,finite_label_noise,0.2361111111111111,0.2222222222222222,-0.013888888888888895
64,N->M->E->G,2,construction_utility_mismatch,0.2222222222222222,0.2222222222222222,0.0
64,N->M->E->G,3,extreme_order_localization,0.2222222222222222,0.9048224070969777,0.6826001848747555
64,N->M->E->G,4,residual_candidate_specific_gauge,0.9048224070969777,1.0,0.0951775929030223
64,N->M->G->E,1,finite_label_noise,0.2361111111111111,0.2222222222222222,-0.013888888888888895
64,N->M->G->E,2,construction_utility_mismatch,0.2222222222222222,0.2222222222222222,0.0
64,N->M->G->E,3,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
64,N->M->G->E,4,extreme_order_localization,1.0,1.0,0.0
64,N->E->M->G,1,finite_label_noise,0.2361111111111111,0.2222222222222222,-0.013888888888888895
64,N->E->M->G,2,extreme_order_localization,0.2222222222222222,0.9048224070969777,0.6826001848747555
64,N->E->M->G,3,construction_utility_mismatch,0.9048224070969777,0.9048224070969777,0.0
64,N->E->M->G,4,residual_candidate_specific_gauge,0.9048224070969777,1.0,0.0951775929030223
64,N->E->G->M,1,finite_label_noise,0.2361111111111111,0.2222222222222222,-0.013888888888888895
64,N->E->G->M,2,extreme_order_localization,0.2222222222222222,0.9048224070969777,0.6826001848747555
64,N->E->G->M,3,residual_candidate_specific_gauge,0.9048224070969777,1.0,0.0951775929030223
64,N->E->G->M,4,construction_utility_mismatch,1.0,1.0,0.0
64,N->G->M->E,1,finite_label_noise,0.2361111111111111,0.2222222222222222,-0.013888888888888895
64,N->G->M->E,2,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
64,N->G->M->E,3,construction_utility_mismatch,1.0,1.0,0.0
64,N->G->M->E,4,extreme_order_localization,1.0,1.0,0.0
64,N->G->E->M,1,finite_label_noise,0.2361111111111111,0.2222222222222222,-0.013888888888888895
64,N->G->E->M,2,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
64,N->G->E->M,3,extreme_order_localization,1.0,1.0,0.0
64,N->G->E->M,4,construction_utility_mismatch,1.0,1.0,0.0
64,M->N->E->G,1,construction_utility_mismatch,0.2361111111111111,0.2361111111111111,0.0
64,M->N->E->G,2,finite_label_noise,0.2361111111111111,0.2222222222222222,-0.013888888888888895
64,M->N->E->G,3,extreme_order_localization,0.2222222222222222,0.9048224070969777,0.6826001848747555
64,M->N->E->G,4,residual_candidate_specific_gauge,0.9048224070969777,1.0,0.0951775929030223
64,M->N->G->E,1,construction_utility_mismatch,0.2361111111111111,0.2361111111111111,0.0
64,M->N->G->E,2,finite_label_noise,0.2361111111111111,0.2222222222222222,-0.013888888888888895
64,M->N->G->E,3,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
64,M->N->G->E,4,extreme_order_localization,1.0,1.0,0.0
64,M->E->N->G,1,construction_utility_mismatch,0.2361111111111111,0.2361111111111111,0.0
64,M->E->N->G,2,extreme_order_localization,0.2361111111111111,0.8978809927089202,0.661769881597809
64,M->E->N->G,3,finite_label_noise,0.8978809927089202,0.9048224070969777,0.00694141438805751
64,M->E->N->G,4,residual_candidate_specific_gauge,0.9048224070969777,1.0,0.0951775929030223
64,M->E->G->N,1,construction_utility_mismatch,0.2361111111111111,0.2361111111111111,0.0
64,M->E->G->N,2,extreme_order_localization,0.2361111111111111,0.8978809927089202,0.661769881597809
64,M->E->G->N,3,residual_candidate_specific_gauge,0.8978809927089202,1.0,0.10211900729107981
64,M->E->G->N,4,finite_label_noise,1.0,1.0,0.0
64,M->G->N->E,1,construction_utility_mismatch,0.2361111111111111,0.2361111111111111,0.0
64,M->G->N->E,2,residual_candidate_specific_gauge,0.2361111111111111,1.0,0.7638888888888888
64,M->G->N->E,3,finite_label_noise,1.0,1.0,0.0
64,M->G->N->E,4,extreme_order_localization,1.0,1.0,0.0
64,M->G->E->N,1,construction_utility_mismatch,0.2361111111111111,0.2361111111111111,0.0
64,M->G->E->N,2,residual_candidate_specific_gauge,0.2361111111111111,1.0,0.7638888888888888
64,M->G->E->N,3,extreme_order_localization,1.0,1.0,0.0
64,M->G->E->N,4,finite_label_noise,1.0,1.0,0.0
64,E->N->M->G,1,extreme_order_localization,0.2361111111111111,0.8978809927089202,0.661769881597809
64,E->N->M->G,2,finite_label_noise,0.8978809927089202,0.9048224070969777,0.00694141438805751
64,E->N->M->G,3,construction_utility_mismatch,0.9048224070969777,0.9048224070969777,0.0
64,E->N->M->G,4,residual_candidate_specific_gauge,0.9048224070969777,1.0,0.0951775929030223
64,E->N->G->M,1,extreme_order_localization,0.2361111111111111,0.8978809927089202,0.661769881597809
64,E->N->G->M,2,finite_label_noise,0.8978809927089202,0.9048224070969777,0.00694141438805751
64,E->N->G->M,3,residual_candidate_specific_gauge,0.9048224070969777,1.0,0.0951775929030223
64,E->N->G->M,4,construction_utility_mismatch,1.0,1.0,0.0
64,E->M->N->G,1,extreme_order_localization,0.2361111111111111,0.8978809927089202,0.661769881597809
64,E->M->N->G,2,construction_utility_mismatch,0.8978809927089202,0.8978809927089202,0.0
64,E->M->N->G,3,finite_label_noise,0.8978809927089202,0.9048224070969777,0.00694141438805751
64,E->M->N->G,4,residual_candidate_specific_gauge,0.9048224070969777,1.0,0.0951775929030223
64,E->M->G->N,1,extreme_order_localization,0.2361111111111111,0.8978809927089202,0.661769881597809
64,E->M->G->N,2,construction_utility_mismatch,0.8978809927089202,0.8978809927089202,0.0
64,E->M->G->N,3,residual_candidate_specific_gauge,0.8978809927089202,1.0,0.10211900729107981
64,E->M->G->N,4,finite_label_noise,1.0,1.0,0.0
64,E->G->N->M,1,extreme_order_localization,0.2361111111111111,0.8978809927089202,0.661769881597809
64,E->G->N->M,2,residual_candidate_specific_gauge,0.8978809927089202,1.0,0.10211900729107981
64,E->G->N->M,3,finite_label_noise,1.0,1.0,0.0
64,E->G->N->M,4,construction_utility_mismatch,1.0,1.0,0.0
64,E->G->M->N,1,extreme_order_localization,0.2361111111111111,0.8978809927089202,0.661769881597809
64,E->G->M->N,2,residual_candidate_specific_gauge,0.8978809927089202,1.0,0.10211900729107981
64,E->G->M->N,3,construction_utility_mismatch,1.0,1.0,0.0
64,E->G->M->N,4,finite_label_noise,1.0,1.0,0.0
64,G->N->M->E,1,residual_candidate_specific_gauge,0.2361111111111111,1.0,0.7638888888888888
64,G->N->M->E,2,finite_label_noise,1.0,1.0,0.0
64,G->N->M->E,3,construction_utility_mismatch,1.0,1.0,0.0
64,G->N->M->E,4,extreme_order_localization,1.0,1.0,0.0
64,G->N->E->M,1,residual_candidate_specific_gauge,0.2361111111111111,1.0,0.7638888888888888
64,G->N->E->M,2,finite_label_noise,1.0,1.0,0.0
64,G->N->E->M,3,extreme_order_localization,1.0,1.0,0.0
64,G->N->E->M,4,construction_utility_mismatch,1.0,1.0,0.0
64,G->M->N->E,1,residual_candidate_specific_gauge,0.2361111111111111,1.0,0.7638888888888888
64,G->M->N->E,2,construction_utility_mismatch,1.0,1.0,0.0
64,G->M->N->E,3,finite_label_noise,1.0,1.0,0.0
64,G->M->N->E,4,extreme_order_localization,1.0,1.0,0.0
64,G->M->E->N,1,residual_candidate_specific_gauge,0.2361111111111111,1.0,0.7638888888888888
64,G->M->E->N,2,construction_utility_mismatch,1.0,1.0,0.0
64,G->M->E->N,3,extreme_order_localization,1.0,1.0,0.0
64,G->M->E->N,4,finite_label_noise,1.0,1.0,0.0
64,G->E->N->M,1,residual_candidate_specific_gauge,0.2361111111111111,1.0,0.7638888888888888
64,G->E->N->M,2,extreme_order_localization,1.0,1.0,0.0
64,G->E->N->M,3,finite_label_noise,1.0,1.0,0.0
64,G->E->N->M,4,construction_utility_mismatch,1.0,1.0,0.0
64,G->E->M->N,1,residual_candidate_specific_gauge,0.2361111111111111,1.0,0.7638888888888888
64,G->E->M->N,2,extreme_order_localization,1.0,1.0,0.0
64,G->E->M->N,3,construction_utility_mismatch,1.0,1.0,0.0
64,G->E->M->N,4,finite_label_noise,1.0,1.0,0.0
full-construction,N->M->E->G,1,finite_label_noise,0.2222222222222222,0.2222222222222222,0.0
full-construction,N->M->E->G,2,construction_utility_mismatch,0.2222222222222222,0.2222222222222222,0.0
full-construction,N->M->E->G,3,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,N->M->E->G,4,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,N->M->G->E,1,finite_label_noise,0.2222222222222222,0.2222222222222222,0.0
full-construction,N->M->G->E,2,construction_utility_mismatch,0.2222222222222222,0.2222222222222222,0.0
full-construction,N->M->G->E,3,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,N->M->G->E,4,extreme_order_localization,1.0,1.0,0.0
full-construction,N->E->M->G,1,finite_label_noise,0.2222222222222222,0.2222222222222222,0.0
full-construction,N->E->M->G,2,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,N->E->M->G,3,construction_utility_mismatch,0.9068992502953162,0.9068992502953162,0.0
full-construction,N->E->M->G,4,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,N->E->G->M,1,finite_label_noise,0.2222222222222222,0.2222222222222222,0.0
full-construction,N->E->G->M,2,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,N->E->G->M,3,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,N->E->G->M,4,construction_utility_mismatch,1.0,1.0,0.0
full-construction,N->G->M->E,1,finite_label_noise,0.2222222222222222,0.2222222222222222,0.0
full-construction,N->G->M->E,2,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,N->G->M->E,3,construction_utility_mismatch,1.0,1.0,0.0
full-construction,N->G->M->E,4,extreme_order_localization,1.0,1.0,0.0
full-construction,N->G->E->M,1,finite_label_noise,0.2222222222222222,0.2222222222222222,0.0
full-construction,N->G->E->M,2,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,N->G->E->M,3,extreme_order_localization,1.0,1.0,0.0
full-construction,N->G->E->M,4,construction_utility_mismatch,1.0,1.0,0.0
full-construction,M->N->E->G,1,construction_utility_mismatch,0.2222222222222222,0.2222222222222222,0.0
full-construction,M->N->E->G,2,finite_label_noise,0.2222222222222222,0.2222222222222222,0.0
full-construction,M->N->E->G,3,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,M->N->E->G,4,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,M->N->G->E,1,construction_utility_mismatch,0.2222222222222222,0.2222222222222222,0.0
full-construction,M->N->G->E,2,finite_label_noise,0.2222222222222222,0.2222222222222222,0.0
full-construction,M->N->G->E,3,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,M->N->G->E,4,extreme_order_localization,1.0,1.0,0.0
full-construction,M->E->N->G,1,construction_utility_mismatch,0.2222222222222222,0.2222222222222222,0.0
full-construction,M->E->N->G,2,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,M->E->N->G,3,finite_label_noise,0.9068992502953162,0.9068992502953162,0.0
full-construction,M->E->N->G,4,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,M->E->G->N,1,construction_utility_mismatch,0.2222222222222222,0.2222222222222222,0.0
full-construction,M->E->G->N,2,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,M->E->G->N,3,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,M->E->G->N,4,finite_label_noise,1.0,1.0,0.0
full-construction,M->G->N->E,1,construction_utility_mismatch,0.2222222222222222,0.2222222222222222,0.0
full-construction,M->G->N->E,2,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,M->G->N->E,3,finite_label_noise,1.0,1.0,0.0
full-construction,M->G->N->E,4,extreme_order_localization,1.0,1.0,0.0
full-construction,M->G->E->N,1,construction_utility_mismatch,0.2222222222222222,0.2222222222222222,0.0
full-construction,M->G->E->N,2,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,M->G->E->N,3,extreme_order_localization,1.0,1.0,0.0
full-construction,M->G->E->N,4,finite_label_noise,1.0,1.0,0.0
full-construction,E->N->M->G,1,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,E->N->M->G,2,finite_label_noise,0.9068992502953162,0.9068992502953162,0.0
full-construction,E->N->M->G,3,construction_utility_mismatch,0.9068992502953162,0.9068992502953162,0.0
full-construction,E->N->M->G,4,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,E->N->G->M,1,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,E->N->G->M,2,finite_label_noise,0.9068992502953162,0.9068992502953162,0.0
full-construction,E->N->G->M,3,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,E->N->G->M,4,construction_utility_mismatch,1.0,1.0,0.0
full-construction,E->M->N->G,1,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,E->M->N->G,2,construction_utility_mismatch,0.9068992502953162,0.9068992502953162,0.0
full-construction,E->M->N->G,3,finite_label_noise,0.9068992502953162,0.9068992502953162,0.0
full-construction,E->M->N->G,4,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,E->M->G->N,1,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,E->M->G->N,2,construction_utility_mismatch,0.9068992502953162,0.9068992502953162,0.0
full-construction,E->M->G->N,3,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,E->M->G->N,4,finite_label_noise,1.0,1.0,0.0
full-construction,E->G->N->M,1,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,E->G->N->M,2,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,E->G->N->M,3,finite_label_noise,1.0,1.0,0.0
full-construction,E->G->N->M,4,construction_utility_mismatch,1.0,1.0,0.0
full-construction,E->G->M->N,1,extreme_order_localization,0.2222222222222222,0.9068992502953162,0.6846770280730939
full-construction,E->G->M->N,2,residual_candidate_specific_gauge,0.9068992502953162,1.0,0.09310074970468385
full-construction,E->G->M->N,3,construction_utility_mismatch,1.0,1.0,0.0
full-construction,E->G->M->N,4,finite_label_noise,1.0,1.0,0.0
full-construction,G->N->M->E,1,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,G->N->M->E,2,finite_label_noise,1.0,1.0,0.0
full-construction,G->N->M->E,3,construction_utility_mismatch,1.0,1.0,0.0
full-construction,G->N->M->E,4,extreme_order_localization,1.0,1.0,0.0
full-construction,G->N->E->M,1,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,G->N->E->M,2,finite_label_noise,1.0,1.0,0.0
full-construction,G->N->E->M,3,extreme_order_localization,1.0,1.0,0.0
full-construction,G->N->E->M,4,construction_utility_mismatch,1.0,1.0,0.0
full-construction,G->M->N->E,1,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,G->M->N->E,2,construction_utility_mismatch,1.0,1.0,0.0
full-construction,G->M->N->E,3,finite_label_noise,1.0,1.0,0.0
full-construction,G->M->N->E,4,extreme_order_localization,1.0,1.0,0.0
full-construction,G->M->E->N,1,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,G->M->E->N,2,construction_utility_mismatch,1.0,1.0,0.0
full-construction,G->M->E->N,3,extreme_order_localization,1.0,1.0,0.0
full-construction,G->M->E->N,4,finite_label_noise,1.0,1.0,0.0
full-construction,G->E->N->M,1,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,G->E->N->M,2,extreme_order_localization,1.0,1.0,0.0
full-construction,G->E->N->M,3,finite_label_noise,1.0,1.0,0.0
full-construction,G->E->N->M,4,construction_utility_mismatch,1.0,1.0,0.0
full-construction,G->E->M->N,1,residual_candidate_specific_gauge,0.2222222222222222,1.0,0.7777777777777778
full-construction,G->E->M->N,2,extreme_order_localization,1.0,1.0,0.0
full-construction,G->E->M->N,3,construction_utility_mismatch,1.0,1.0,0.0
full-construction,G->E->M->N,4,finite_label_noise,1.0,1.0,0.0
