stage,target_id,heldout_outcome,construction_bacc_spearman,endpoint_matched_spearman,construction_bacc_pairwise_accuracy,endpoint_matched_pairwise_accuracy,top1_bacc_score,top1_endpoint_matched,mismatch_top1_penalty
T2,5,heldout_bAcc,0.34521739130434786,0.34521739130434786,0.6413043478260869,0.6413043478260869,0.0,0.0,0.0
T2,5,heldout_negNLL,0.4747826086956522,0.9591304347826088,0.6992753623188406,0.9202898550724637,0.0,0.0,0.0
T2,5,heldout_negECE,0.24782608695652175,0.9617391304347827,0.605072463768116,0.927536231884058,0.0,1.0,1.0
T2,5,heldout_joint_utility,0.4440578449908172,0.9121813247739837,0.7132075471698113,0.8962264150943396,0.0,0.0,0.0
T2,5,heldout_primary_joint_good,-0.021778620259218832,0.3488373014227886,0.4772727272727273,0.8522727272727273,0.0,0.0,0.0
T2,6,heldout_bAcc,0.4252173913043478,0.4252173913043478,0.6340579710144928,0.6340579710144928,0.0,0.0,0.0
T2,6,heldout_negNLL,0.24608695652173912,0.8930434782608696,0.5905797101449275,0.8659420289855072,0.0,1.0,1.0
T2,6,heldout_negECE,0.16695652173913045,0.8252173913043478,0.5652173913043478,0.8079710144927537,0.0,1.0,1.0
T2,6,heldout_joint_utility,0.26190999703796725,0.717239878101872,0.6029411764705882,0.7555147058823529,0.0,0.0,0.0
T2,6,heldout_primary_joint_good,0.13555180233147737,0.2863517280969933,0.6956521739130435,0.9130434782608695,0.0,0.0,0.0
T2,7,heldout_bAcc,0.22,0.22,0.5688405797101449,0.5688405797101449,0.0,0.0,0.0
T2,7,heldout_negNLL,0.6643478260869565,0.8182608695652175,0.7318840579710145,0.8043478260869565,0.0,0.0,0.0
T2,7,heldout_negECE,0.5860869565217391,0.8321739130434783,0.7065217391304348,0.8152173913043478,0.0,0.0,0.0
T2,7,heldout_joint_utility,0.5386122530448563,0.6652165871612159,0.6813186813186813,0.7509157509157509,0.0,0.0,0.0
T2,7,heldout_primary_joint_good,0.24570850780437664,0.3731129192584979,0.7142857142857143,0.8253968253968254,0.0,0.0,0.0
T2,8,heldout_bAcc,0.6921739130434782,0.6921739130434782,0.7753623188405797,0.7753623188405797,0.0,0.0,0.0
T2,8,heldout_negNLL,0.5260869565217391,0.9339130434782609,0.677536231884058,0.8985507246376812,0.0,0.0,0.0
T2,8,heldout_negECE,0.11043478260869566,0.7191304347826087,0.5253623188405797,0.7608695652173914,0.0,1.0,1.0
T2,8,heldout_joint_utility,0.595346828598757,0.8227490213136147,0.6897810218978102,0.8156934306569343,0.0,0.0,0.0
T2,8,heldout_primary_joint_good,0.13555180233147737,0.1355812797271355,0.6956521739130435,0.717391304347826,0.0,0.0,0.0
T2,9,heldout_bAcc,0.7591304347826088,0.7591304347826088,0.8115942028985508,0.8115942028985508,0.0,0.0,0.0
T2,9,heldout_negNLL,0.6634782608695653,0.9278260869565218,0.75,0.9021739130434783,0.0,0.0,0.0
T2,9,heldout_negECE,0.6521739130434783,0.8547826086956523,0.75,0.855072463768116,1.0,1.0,0.0
T2,9,heldout_joint_utility,0.7477164691682339,0.901218450826806,0.7985347985347986,0.8736263736263736,1.0,1.0,0.0
T2,9,heldout_primary_joint_good,0.468392254790604,0.46859603650778925,0.8625,0.8625,1.0,1.0,0.0
T3-HO,1,heldout_bAcc,0.6941013984101678,0.6941013984101678,0.748533601474778,0.748533601474778,0.0,0.0,0.0
T3-HO,1,heldout_negNLL,0.5647287430856284,0.9112864323873497,0.6949958298582152,0.8717264386989158,0.0,1.0,1.0
T3-HO,1,heldout_negECE,0.5881401333120342,0.683051191308072,0.7056713928273561,0.7491242702251877,0.0,0.0,0.0
T3-HO,1,heldout_joint_utility,0.6863287876309954,0.7850463708211928,0.7475752508361204,0.7964882943143813,0.0,0.0,0.0
T3-HO,1,heldout_primary_joint_good,0.40775060556102055,0.4093046604218536,0.8643933386201428,0.8663758921490881,0.0,1.0,1.0
T3-HO,2,heldout_bAcc,-0.008894937812345996,-0.008894937812345996,0.5048692977960021,0.5048692977960021,0.0,0.0,0.0
T3-HO,2,heldout_negNLL,-0.06627052025904924,0.9459629372724969,0.4829187893317351,0.9164918589551493,0.0,1.0,1.0
T3-HO,2,heldout_negECE,-0.025415839197255968,0.8150970994842738,0.5102886824493058,0.8282888822295476,0.0,0.0,0.0
T3-HO,2,heldout_joint_utility,-0.043648258382128484,0.6957148620353357,0.5028022417934348,0.7635108086469176,0.0,1.0,1.0
T3-HO,2,heldout_primary_joint_good,0.012360279953233548,0.23939512799744544,0.5146198830409356,0.783625730994152,0.0,1.0,1.0
T3-HO,3,heldout_bAcc,0.8720289445876998,0.8720289445876998,0.8451124083964725,0.8451124083964725,0.0,0.0,0.0
T3-HO,3,heldout_negNLL,0.741523733383791,0.9568245284746385,0.7770669291338582,0.9253198818897638,0.0,1.0,1.0
T3-HO,3,heldout_negECE,0.05857495207295219,0.33674578831715807,0.5044291338582677,0.6179872047244095,0.0,0.0,0.0
T3-HO,3,heldout_joint_utility,0.7042058897822442,0.792574991139635,0.7568052462261816,0.8125463994060876,0.0,0.0,0.0
T3-HO,3,heldout_primary_joint_good,0.07847880598546386,0.11934513628250444,0.6825396825396826,0.7777777777777778,0.0,0.0,0.0
T3-HO,4,heldout_bAcc,0.47669424015147827,0.47669424015147827,0.6681432262827611,0.6681432262827611,1.0,1.0,0.0
T3-HO,4,heldout_negNLL,0.5162352691065754,0.8836594364937387,0.6864704457364341,0.8544089147286822,1.0,1.0,0.0
T3-HO,4,heldout_negECE,0.4553477873228775,0.7888752236135956,0.6605499031007752,0.7999031007751938,1.0,1.0,0.0
T3-HO,4,heldout_joint_utility,0.5408466392172808,0.7497396719954308,0.692990995376004,0.7744585057191531,1.0,1.0,0.0
T3-HO,4,heldout_primary_joint_good,0.326159996088167,0.4388624900025567,0.7600917431192661,0.85,1.0,1.0,0.0
T3-HO,5,heldout_bAcc,0.2640685786706471,0.2640685786706471,0.5894348417168382,0.5894348417168382,1.0,1.0,0.0
T3-HO,5,heldout_negNLL,0.13521704958201167,0.9776082691078931,0.5430013589594254,0.9390409629198214,0.0,1.0,1.0
T3-HO,5,heldout_negECE,0.23822583109146286,0.950964371137285,0.5783343040186372,0.912638322655795,0.0,0.0,0.0
T3-HO,5,heldout_joint_utility,0.3046035184529759,0.8313414141104654,0.5983638488507986,0.8171990650564862,0.0,0.0,0.0
T3-HO,5,heldout_primary_joint_good,0.05089314692220444,0.2899424541415873,0.568041237113402,0.8886597938144329,0.0,0.0,0.0
T3-HO,6,heldout_bAcc,0.5961585664610766,0.5961585664610766,0.7001564401181992,0.7001564401181992,0.0,0.0,0.0
T3-HO,6,heldout_negNLL,0.13243903735259618,0.9088380157573331,0.5479404638283143,0.8707165109034268,0.0,0.0,0.0
T3-HO,6,heldout_negECE,0.10779190479873918,0.7325349871864489,0.5372101073035652,0.7694704049844237,0.0,0.0,0.0
T3-HO,6,heldout_joint_utility,0.32162041855898144,0.6915762093946013,0.6093015154154329,0.7577077164257098,0.0,1.0,1.0
T3-HO,6,heldout_primary_joint_good,0.16338157425198438,0.25220049241316583,0.7058823529411765,0.8178104575163399,0.0,1.0,1.0
T3-HO,7,heldout_bAcc,0.5465450523239628,0.5465450523239628,0.6929457239491061,0.6929457239491061,0.0,0.0,0.0
T3-HO,7,heldout_negNLL,0.5117806721670789,0.8693836061092699,0.6832368082368082,0.8492599742599742,0.0,0.0,0.0
T3-HO,7,heldout_negECE,0.4573630001947797,0.8059162196330337,0.6568532818532818,0.8106499356499357,0.0,0.0,0.0
T3-HO,7,heldout_joint_utility,0.5590933069491304,0.7783309093942251,0.6944534021283457,0.7946630119316349,0.0,0.0,0.0
T3-HO,7,heldout_primary_joint_good,0.19122865735386643,0.3582467056750258,0.6669096209912536,0.8126822157434402,0.0,0.0,0.0
T3-HO,8,heldout_bAcc,0.8229589137718215,0.8229589137718215,0.8115004492362983,0.8115004492362983,0.0,0.0,0.0
T3-HO,8,heldout_negNLL,0.615567927047384,0.8978159558656826,0.7223719676549866,0.8621743036837376,0.0,1.0,1.0
T3-HO,8,heldout_negECE,0.08866664987278636,0.5760183389172985,0.5308176100628931,0.6999101527403414,0.0,0.0,0.0
T3-HO,8,heldout_joint_utility,0.6752001544035823,0.7927901828803762,0.7443161313605197,0.7995308552869,0.0,0.0,0.0
T3-HO,8,heldout_primary_joint_good,0.35833103896271845,0.4067852965106307,0.8915816326530612,0.9445153061224489,0.0,1.0,1.0
T3-HO,9,heldout_bAcc,0.7534502948307521,0.7534502948307521,0.7841328413284133,0.7841328413284133,0.0,0.0,0.0
T3-HO,9,heldout_negNLL,0.5719230074668443,0.8044030616270813,0.7045766590389017,0.8183066361556064,0.0,0.0,0.0
T3-HO,9,heldout_negECE,0.3443416521616489,0.7773534285488836,0.6235697940503433,0.7951182303585049,0.0,1.0,1.0
T3-HO,9,heldout_joint_utility,0.631142459180982,0.7573555093954056,0.7278432573090464,0.7896831470993418,0.0,1.0,1.0
T3-HO,9,heldout_primary_joint_good,0.48001236688861765,0.5577177033150338,0.9113333333333333,0.978,1.0,1.0,0.0
