stage,field_level,target_id,trajectory,candidate_count,best_utility,best_minus_second,best_minus_third,best_minus_fifth,top_quartile_margin_median,pairwise_utility_gap_median,source_rank_margin_median,construction_margin_median,gauge_residual_scale
T2,trajectory_cell,6,0|6|1|S0_full_support,4,0.3196114511285038,0.007238167647534655,0.015278030578813218,0.034050719471746926,0.005428625735651005,0.017025359735873463,0.13158432478967186,0.022885537401666434,0.010459889007112038
T2,trajectory_cell,6,1|6|0|S0_full_support,4,0.3057307782732678,0.021499306061157575,0.02681950385268772,0.052833520406099566,0.016124479545868153,0.026416760203049783,0.10322935717549775,0.025109825210631653,0.017203206873429258
T2,trajectory_cell,6,1|6|1|S0_full_support,4,0.32363319960158554,0.011057359290943647,0.011242378048780477,0.026713643419083444,0.008293019468207707,0.013356821709541722,0.1406735049844013,0.029978718637992813,0.00881363498779471
T2,trajectory_cell,6,2|6|0|S0_full_support,4,0.3439918989908183,0.07577758438498566,0.08379027120495086,0.08945791241960932,0.056833188288739234,0.04472895620980466,0.10828567949622436,0.02040043290043292,0.016634325561574227
T2,trajectory_cell,6,2|6|1|S0_full_support,4,0.3305716400214376,0.02298277413744293,0.029297112000970793,0.036292116652509865,0.01723708060308221,0.018146058326254932,0.12311251657518532,0.012965775264162371,0.017044082011274903
T2,target_universe,7,ALL_TARGET_CANDIDATES,24,0.341556757417383,0.025454384114376172,0.026108988522020926,0.03275338072272288,0.011598744427948587,0.023261541991390938,0.10800397966878583,0.01948634938510957,0.021627474630071093
T2,trajectory_cell,7,0|7|0|S0_full_support,4,0.3088033766946601,0.006973459487741973,0.04097925347713233,0.045215949735436134,0.00523009461580648,0.03612414211854226,0.0830355918507627,0.0247419240350385,0.014484675180006207
T2,trajectory_cell,7,0|7|1|S0_full_support,4,0.3023514975972694,0.010077897373558853,0.03510847786542115,0.036946041725723855,0.007558423030169126,0.02594936242201365,0.06564995668503798,0.036860333836043646,0.017748315556744016
T2,trajectory_cell,7,1|7|0|S0_full_support,4,0.3154477688953621,0.032178929458187344,0.05111387157883002,0.0578102027986071,0.024134197093640508,0.02890510139930355,0.07920080547736041,0.01777555683986365,0.01340622249476905
T2,trajectory_cell,7,1|7|1|S0_full_support,4,0.3038271955914357,0.018372734207905916,0.026583479620981787,0.03818047767083349,0.013779550655929451,0.019090238835416745,0.081426435216713,0.017883384984969997,0.01109730691728454
T2,trajectory_cell,7,2|7|0|S0_full_support,4,0.2919651425788651,0.010110457887481494,0.026727740314481663,0.02796238711731669,0.007582843415611107,0.017234605828417682,0.15895914855849802,0.004683661191013294,0.009948693230837797
T2,trajectory_cell,7,2|7|1|S0_full_support,4,0.341556757417383,0.025454384114376172,0.028366193265225992,0.07493692429209142,0.01909078808578213,0.03746846214604571,0.12447131844149695,0.037266893958341304,0.01991712267360736
T2,target_universe,8,ALL_TARGET_CANDIDATES,24,0.5399110524782285,0.01560197763538751,0.02593649012884014,0.03947384804647902,0.017754964322209132,0.051959077416157545,0.08066648766773726,0.04547448165869222,0.03375142670934778
T2,trajectory_cell,8,0|8|0|S0_full_support,4,0.485015566490768,0.053264957818358716,0.09237890469680099,0.10356323427724251,0.039948718363769065,0.051781617138621255,0.19595967628837416,0.06907373328425961,0.016636507274688603
T2,trajectory_cell,8,0|8|1|S0_full_support,4,0.4969766641680592,0.03195654664219527,0.07925151348376447,0.08602888257457847,0.02396740998164648,0.0506836513869762,0.1133519255078716,0.05938627162311377,0.0077052156271647685
T2,trajectory_cell,8,1|8|0|S0_full_support,4,0.4468065347302292,0.009256676719203771,0.0402231190092564,0.09976074380473998,0.006942507539402842,0.04988037190236999,0.1468403775257338,0.09446616979511718,0.028342699205959717
T2,trajectory_cell,8,1|8|1|S0_full_support,4,0.5399110524782285,0.03947384804647902,0.04601858100676448,0.12648406701912795,0.029605386034859293,0.06324203350956398,0.05223499255665065,0.027801190038032136,0.03997432784526253
T2,trajectory_cell,8,2|8|0|S0_full_support,4,0.5139745623493883,0.033421884481323105,0.081284018624172,0.11635604243814279,0.025066413360992357,0.06457307638351045,0.023404706222469707,0.0689182308919151,0.014164262046918757
T2,trajectory_cell,8,2|8|1|S0_full_support,4,0.524309074842841,0.013446669256585442,0.07676841851426663,0.0933727963900517,0.010085001942439109,0.07004508388597391,0.21152955390727315,0.04790179119126478,0.03787744681869741
T2,target_universe,9,ALL_TARGET_CANDIDATES,24,0.5458136708136708,0.012149053815720512,0.013918680585347287,0.03317603317603324,0.029973425806759157,0.04601923351923351,0.049644108455596636,0.044708994708994754,0.027301376786066978
T2,trajectory_cell,9,0|9|0|S0_full_support,4,0.5142225558892226,0.0599111015777683,0.09045950712617384,0.09265217598550934,0.04493332618332624,0.04632608799275467,0.06277330976057485,0.015608465608465655,0.032674407614054345
T2,trajectory_cell,9,0|9|1|S0_full_support,4,0.45080199246865915,0.0027944611277944675,0.03924162257495595,0.04733900567233906,0.0020958458458458784,0.037844392011058714,0.0417624850699973,0.04250440917107587,0.008458039095487145
T2,trajectory_cell,9,1|9|0|S0_full_support,4,0.5458136708136708,0.03317603317603324,0.05729539062872402,0.11587778254444925,0.024882024882024956,0.057938891272224624,0.019008460381451098,0.007716049382716028,0.04469668579961821
T2,trajectory_cell,9,1|9|1|S0_full_support,4,0.4581724581724581,0.014991181657848296,0.07021902855236184,0.0909242575909242,0.011243386243386222,0.06272343772343769,0.08272117491696664,0.050418871252204595,0.00970045661202272
T2,trajectory_cell,9,2|9|0|S0_full_support,4,0.5336646169979503,0.0017696267696267753,0.08315458315458313,0.10565923065923066,0.0013272200772200815,0.08226976976976974,0.04816673132263727,0.08558201058201065,0.017634220554200553
T2,trajectory_cell,9,2|9|1|S0_full_support,4,0.5067865484532151,0.05789718289718293,0.06126364459697797,0.0838517088517089,0.043422887172887226,0.04192585442585445,0.12428592834668156,0.031172839506172834,0.016301414519454868
T3-HO,target_universe,1,ALL_TARGET_CANDIDATES,110,0.5534660494025819,0.010006404356249554,0.01593928412813861,0.026804027771520134,0.024957176901836325,0.038625938393740344,0.1093395561854758,0.030718675029820508,0.027585120678251526
T3-HO,trajectory_cell,1,0|1|0|S0_full_support,16,0.5095676469515479,0.013078108472845296,0.015592917876199652,0.04417115078879785,0.02972293113546981,0.030353980141131803,0.08035985537775034,0.03316906906303191,0.021333200576210003
T3-HO,trajectory_cell,1,0|1|1|S0_full_support,16,0.5375267652744433,0.010864743643381525,0.011618086888984691,0.025603345069289296,0.014180499861614349,0.0492257111839155,0.10379404905061526,0.030812324929972046,0.02705742687448848
T3-HO,trajectory_cell,1,1|1|0|S0_full_support,24,0.46184540398936685,0.0019056178111905298,0.018884134789707574,0.026660278401764437,0.009713474787004212,0.01769498421975202,0.06869679360631537,0.01943578866953488,0.013838587737707403
T3-HO,trajectory_cell,1,1|1|1|S0_full_support,14,0.5037728845778381,0.027611545219904332,0.03458660792252116,0.054960667383267936,0.021705551407563806,0.041964892971084966,0.09280491690501058,0.028654859072815675,0.021878779406857007
T3-HO,trajectory_cell,1,2|1|0|S0_full_support,17,0.5434596450463324,0.0090433372167118,0.045190269454975396,0.047153950211225815,0.001963680756250419,0.035977637854572864,0.10678862466635333,0.029289969576347302,0.028593342311823755
T3-HO,trajectory_cell,1,2|1|1|S0_full_support,23,0.5534660494025819,0.04685465115031684,0.052518671326720945,0.06300781610379136,0.018734015928288383,0.051343064307460606,0.06228043089381613,0.021101550668114144,0.026121758459436335
T3-HO,target_universe,2,ALL_TARGET_CANDIDATES,142,0.3471006021150437,0.012915928031460744,0.020046941540843966,0.02389548566538291,0.008216043156672181,0.02262388695315526,0.19495301076522087,0.01748775973949912,0.02252299446117696
T3-HO,trajectory_cell,2,0|2|0|S0_full_support,23,0.3082382022128492,0.006671913523646544,0.006934893127126751,0.011178225034130018,0.0011700363714163553,0.004292362002567385,0.07860651525545992,0.004407811511701443,0.007944011873929428
T3-HO,trajectory_cell,2,0|2|1|S0_full_support,24,0.3471006021150437,0.020046941540843966,0.023577108421460158,0.027049330643682368,0.0028692157222323933,0.006613968865252617,0.01560056604998905,0.01052062103216439,0.01693013013027824
T3-HO,trajectory_cell,2,1|2|0|S0_full_support,19,0.33418467408358293,0.017659748965910715,0.029810298102981025,0.03419244248833464,0.006728584673064808,0.016532693522423925,0.08767847517962002,0.014456245461147377,0.018192216607103955
T3-HO,trajectory_cell,2,1|2|1|S0_full_support,25,0.32320511644966077,0.002701112537441208,0.00879867351305097,0.01184745400085585,0.0042337805896855984,0.00441589237320944,0.016325094676307106,0.008104780143837698,0.005189094441131873
T3-HO,trajectory_cell,2,2|2|0|S0_full_support,22,0.32150880249403996,0.003809065346292495,0.00418092996719438,0.014984106607983327,0.012844929906065977,0.029830674246592026,0.08791936179426946,0.01913712020052949,0.026885839144284142
T3-HO,trajectory_cell,2,2|2|1|S0_full_support,29,0.30368604437924085,0.005409229374248703,0.008331932473460146,0.015152846547262566,0.01134823848238481,0.0060975609756097615,0.0073753298204593115,0.003676470588235281,0.011457349835568459
T3-HO,target_universe,3,ALL_TARGET_CANDIDATES,128,0.6998207306825306,0.0,0.0,4.057124310286042e-05,0.05221629029891561,0.06917632595714795,0.15510591948657337,0.05311343331092255,0.026113324409349083
T3-HO,trajectory_cell,3,0|3|0|S0_full_support,19,0.6998207306825306,0.0,0.0,4.057124310286042e-05,0.001622849724115527,0.025306273981495098,0.03493865187661538,0.010534403339057308,0.01953431885720767
T3-HO,trajectory_cell,3,0|3|1|S0_full_support,21,0.6351140218662327,0.00631908782507018,0.007715316589081089,0.009374936086397834,0.0032909169323249166,0.020284876819036624,0.1085320950398036,0.021804399927486284,0.01487726263519254
T3-HO,trajectory_cell,3,1|3|0|S0_full_support,24,0.6588319705841814,0.0477801194239551,0.048672642310582326,0.05521110384904382,0.008280607390413197,0.02494097717784216,0.04031627076855737,0.023592031055288787,0.022229297687538924
T3-HO,trajectory_cell,3,1|3|1|S0_full_support,16,0.5533301987879757,0.019360886209334183,0.04038281468834615,0.046099691880860494,0.014888101176899482,0.04265269237438479,0.1456330560704408,0.028167765078359108,0.025642368066493674
T3-HO,trajectory_cell,3,2|3|0|S0_full_support,18,0.624834447097322,0.0020892078270263736,0.057995780590717305,0.0653663638829236,0.014558401470790905,0.06385162262741595,0.18087148093793537,0.0543185279713142,0.021303300351077567
T3-HO,trajectory_cell,3,2|3|1|S0_full_support,30,0.6663655280041616,0.04715543343426121,0.0511889486156869,0.0746599351749343,0.004858406361570866,0.009053722995113644,0.055104099633082715,0.007042253521126751,0.016903883816757396
T3-HO,target_universe,4,ALL_TARGET_CANDIDATES,129,0.43343026570874676,0.023891449524360953,0.025810203025392997,0.0320368706444657,0.008991777979119708,0.023202560781674653,0.12067442934108417,0.025986513486513513,0.021308512735843062
T3-HO,trajectory_cell,4,0|4|0|S0_full_support,20,0.38281646509494605,0.0021946066249862173,0.008660550590930294,0.015240532645595883,0.009213803715385938,0.031157931474387196,0.09277160778234635,0.027062520812520807,0.023057894075249257
T3-HO,trajectory_cell,4,0|4|1|S0_full_support,32,0.3974526585286079,0.009719240731898948,0.011147849755444694,0.02132151973924129,0.020086975189823247,0.005062711550053334,0.0012438612591645047,0.012420912420912422,0.008003674672392064
T3-HO,trajectory_cell,4,1|4|0|S0_full_support,14,0.38852956970045577,0.0033324028577192966,0.008879228024797625,0.015083808596466797,0.007513081484600476,0.022528631705846958,0.07041342528737704,0.02391358641358643,0.026962774957054406
T3-HO,trajectory_cell,4,1|4|1|S0_full_support,20,0.40762006268335377,0.00328211957958785,0.006226667619072701,0.03840655581161906,0.036269868943919537,0.03499853222954488,0.10305242799590861,0.024956293706293736,0.022877212774701696
T3-HO,trajectory_cell,4,2|4|0|S0_full_support,27,0.3742363520844534,0.006293398698462016,0.007096991274206488,0.019052036457099797,0.01297382982509565,0.012280868293526537,0.059339920032807865,0.007359307359307343,0.012314982676124369
T3-HO,trajectory_cell,4,2|4|1|S0_full_support,16,0.43343026570874676,0.023891449524360953,0.032470779306222386,0.06482940027243822,0.032241234575095284,0.02725929347764794,0.08989058948017582,0.036863136863136886,0.022877885286932177
T3-HO,target_universe,5,ALL_TARGET_CANDIDATES,102,0.2988576262829994,0.013723611671372815,0.016457689032315814,0.02571817456730241,0.006615640827394548,0.011106429887899033,0.10531691412157651,0.011733405483405457,0.011846770995593794
T3-HO,trajectory_cell,5,0|5|0|S0_full_support,16,0.27004336425978215,0.0010238783559678999,0.0013992537313433084,0.0018236520102191678,0.0005327886779064317,0.013001574335529592,0.06862892364621284,0.008732080760769256,0.011647627456271036
T3-HO,trajectory_cell,5,0|5|1|S0_full_support,18,0.2739301801801802,0.009315752319483728,0.011903520360857234,0.015317556362332507,0.003416487146650271,0.011401326699834152,0.09072372406829882,0.014965965273342319,0.010035887649850419
T3-HO,trajectory_cell,5,1|5|0|S0_full_support,14,0.2685726771547667,0.0038153825467258096,0.005461151449957402,0.014429541481780273,0.003922182443637651,0.013785240464344928,0.11607836586076675,0.009289321789321792,0.010122886200478461
T3-HO,trajectory_cell,5,1|5|1|S0_full_support,15,0.2988576262829994,0.02610679709560304,0.031755636233248175,0.034087725785486966,0.004120024875621853,0.015184494195688236,0.12681381517612678,0.020030663780663815,0.018052798561142728
T3-HO,trajectory_cell,5,2|5|0|S0_full_support,18,0.2851340146116266,0.02009174589982904,0.02090476670700553,0.02600314867105913,0.005124294070189606,0.009969857917619118,0.051357997657416055,0.009199134199134262,0.010325353136399953
T3-HO,trajectory_cell,5,2|5|1|S0_full_support,21,0.2823999372506836,0.009260485534986596,0.015288142620232203,0.024315360136255737,0.008950881852001269,0.009198797678275292,0.0789430358593555,0.01088948619686328,0.010179422395997128
T3-HO,target_universe,6,ALL_TARGET_CANDIDATES,108,0.36174390370302956,0.011358824525745215,0.012226880081300795,0.013010721291914384,0.009189633640739353,0.027558472879504914,0.15215791111694832,0.026011046525159426,0.022070712599102784
T3-HO,trajectory_cell,6,0|6|0|S0_full_support,18,0.3394831925231566,0.02093634975528863,0.02727833773207139,0.028268369787242675,0.0016481837509606523,0.020228506855964112,0.13776666044752783,0.015728715728715703,0.021090609618051752
T3-HO,trajectory_cell,6,0|6|1|S0_full_support,17,0.3487331824111152,0.003170756987420642,0.005690709309145392,0.022202724942361418,0.016512015633216026,0.023210611070662968,0.1064243334861068,0.019054601312665842,0.021492560817448388
T3-HO,trajectory_cell,6,1|6|0|S0_full_support,17,0.34892689120454634,0.027539828803138766,0.030109867330016526,0.03392542495854056,0.0038155576285240356,0.02520394723536784,0.1135460063268833,0.020135761416003317,0.014273796610236573
T3-HO,trajectory_cell,6,1|6|1|S0_full_support,21,0.35038507917728434,0.0034322480584880743,0.014265878433038115,0.018328707074384165,0.0020741534957327556,0.008166421449662287,0.09696254970366991,0.012669465391239587,0.008428546620179509
T3-HO,trajectory_cell,6,2|6|0|S0_full_support,19,0.31949721666059944,0.012241100139546157,0.025003286413461112,0.03027229199530801,0.008415825471221161,0.023671340957812592,0.062412435700558655,0.02133300167574359,0.022664926547850774
T3-HO,trajectory_cell,6,2|6|1|S0_full_support,16,0.36174390370302956,0.012226880081300795,0.014186720108805562,0.024487414300448984,0.009192043150608759,0.023783837418598075,0.0911001026667077,0.0156381644788903,0.021563061660834375
T3-HO,target_universe,7,ALL_TARGET_CANDIDATES,112,0.344464696308692,0.007253845847657703,0.011871439582282928,0.016660140960157888,0.012050437385580787,0.02663650353706351,0.12147277611189211,0.03531487467648234,0.022859210739848174
T3-HO,trajectory_cell,7,0|7|0|S0_full_support,17,0.30005128467994013,0.006049895848526998,0.01167508342687934,0.012682833713434982,0.001007750286555642,0.015773045504647976,0.10556916990370052,0.022718074742368227,0.016779911873775744
T3-HO,trajectory_cell,7,0|7|1|S0_full_support,20,0.33259325672640905,0.008366800535475227,0.009064290683726162,0.030296255648368298,0.02161088650002052,0.025009260055077115,0.08492850640633409,0.03114246280600677,0.012920328901511435
T3-HO,trajectory_cell,7,1|7|0|S0_full_support,22,0.32516388882699193,0.0007641892081057255,0.01781114526462113,0.02202873509225678,0.007761178037353156,0.03665545257264241,0.10427730687572756,0.026466070405088526,0.026257504717477273
T3-HO,trajectory_cell,7,1|7|1|S0_full_support,17,0.3372108504610343,0.008133823154469089,0.01369099211171726,0.022876566798734344,0.009185574687017084,0.027533199820942322,0.11101420986239169,0.023893271177929193,0.02422296413641678
T3-HO,trajectory_cell,7,2|7|0|S0_full_support,17,0.3160781246645832,0.005488646998347779,0.005647796968007435,0.010462773939214909,0.004814976971207474,0.02830101782248398,0.09898911008093242,0.04239987012208318,0.015040880029604329
T3-HO,trajectory_cell,7,2|7|1|S0_full_support,19,0.344464696308692,0.016660140960157888,0.018510866423644246,0.03448556333334879,0.015988256421821667,0.024797745949960426,0.13419483635165153,0.03401398736004613,0.022226256212104376
T3-HO,target_universe,8,ALL_TARGET_CANDIDATES,106,0.586979297667164,0.028280958037505743,0.036782345553267204,0.04072439695153296,0.02167019304440787,0.05432567273554356,0.13138849665856112,0.060426634768739995,0.031473518556630546
T3-HO,trajectory_cell,8,0|8|0|S0_full_support,16,0.5497711615868566,0.004566651392787002,0.010949047499275832,0.03273653138491761,0.022423912835952686,0.058026553515441115,0.131315702286924,0.05878435161329895,0.028882687776476283
T3-HO,trajectory_cell,8,0|8|1|S0_full_support,20,0.5320937210242465,0.012431609958237555,0.024288426051594203,0.032328328647406646,0.010072187240333708,0.03793356754665794,0.10689549309319199,0.04668660287081336,0.021768498280315345
T3-HO,trajectory_cell,8,1|8|0|S0_full_support,19,0.48639846480906407,0.0318922137247431,0.038870519419825,0.04862240395925527,0.018622356228381043,0.05617052290625413,0.10859582418895503,0.06784474297632193,0.031201714455392656
T3-HO,trajectory_cell,8,1|8|1|S0_full_support,18,0.586979297667164,0.050499576232847065,0.05881004025165382,0.07241209425644024,0.014369820681331302,0.058765422260517564,0.12025649600063615,0.06599650349650343,0.0343630488569104
T3-HO,trajectory_cell,8,2|8|0|S0_full_support,19,0.5229824159459304,0.014948842879093038,0.023763801486048897,0.04783173165121424,0.026486899742751258,0.029459028647655705,0.07493177477041496,0.03977119371856219,0.023882094871045367
T3-HO,trajectory_cell,8,2|8|1|S0_full_support,14,0.5586983396296582,0.00850138751576146,0.012443438914027216,0.029642118055469124,0.012211127042155101,0.03918621764780583,0.08679481665963262,0.04548767022451233,0.023731147513415693
T3-HO,target_universe,9,ALL_TARGET_CANDIDATES,115,0.579591496258163,0.013638638638638678,0.01730301730301731,0.022451022451022484,0.03728728728728736,0.03993278993278998,0.11500543896638066,0.03664021164021164,0.026582424599179647
T3-HO,trajectory_cell,9,0|9|0|S0_full_support,20,0.579591496258163,0.022451022451022484,0.029505696172362872,0.04492587825921168,0.01905327946994617,0.04326350159683495,0.15884107001849546,0.03110670194003523,0.024797416840506865
T3-HO,trajectory_cell,9,0|9|1|S0_full_support,15,0.528665570332237,0.03219290719290724,0.03774607941274616,0.0627472710806044,0.015724057390723994,0.03511249344582679,0.12784936017454268,0.04290123456790129,0.022982807049131377
T3-HO,trajectory_cell,9,1|9|0|S0_full_support,18,0.5568783068783069,0.007084465417798724,0.01459197292530623,0.029720196386862963,0.01585216168549497,0.03816912150245477,0.08982785737010651,0.03633156966490303,0.02343619365235177
T3-HO,trajectory_cell,9,1|9|1|S0_full_support,16,0.4797356880690214,0.008663425330091956,0.010129176795843464,0.016153057819724537,0.006283068783068807,0.03564278564278556,0.12210893940198103,0.023456790123456805,0.02763011672602844
