seed,budget,variable,left_out_target,Spearman_regret_reduction,direction,inferential_qualification,H2_rescue
4,4,effective_M_epsilon_0.05,1,0.30758958361882394,positive,0,0
4,4,effective_M_epsilon_0.05,2,0.19040404574814657,positive,0,0
4,4,effective_M_epsilon_0.05,3,0.37943532577796535,positive,0,0
4,4,effective_M_epsilon_0.05,5,0.61601308918518,positive,0,0
4,4,effective_M_epsilon_0.05,6,0.2835167539485187,positive,0,0
4,4,effective_M_epsilon_0.05,7,0.16633413840243405,positive,0,0
4,4,effective_M_epsilon_0.05,8,0.22100912315671928,positive,0,0
4,4,effective_M_epsilon_0.05,9,0.4688072309384954,positive,0,0
4,4,top_two_gap,NONE,-0.17967618896831994,nonpositive_or_undefined,0,0
4,4,top_two_gap,1,-0.1584159374450008,nonpositive_or_undefined,0,0
4,4,top_two_gap,2,-0.03520354165444462,nonpositive_or_undefined,0,0
4,4,top_two_gap,3,-0.16281638015180636,nonpositive_or_undefined,0,0
4,4,top_two_gap,5,-0.2552256769947235,nonpositive_or_undefined,0,0
4,4,top_two_gap,6,-0.1233483168421337,nonpositive_or_undefined,0,0
4,4,top_two_gap,7,-0.19163042080831483,nonpositive_or_undefined,0,0
4,4,top_two_gap,8,-0.08149799505640976,nonpositive_or_undefined,0,0
4,4,top_two_gap,9,-0.4955959158835729,nonpositive_or_undefined,0,0
4,8,raw_M,NONE,nan,nonpositive_or_undefined,0,0
4,8,raw_M,1,nan,nonpositive_or_undefined,0,0
4,8,raw_M,2,nan,nonpositive_or_undefined,0,0
4,8,raw_M,3,nan,nonpositive_or_undefined,0,0
4,8,raw_M,5,nan,nonpositive_or_undefined,0,0
4,8,raw_M,6,nan,nonpositive_or_undefined,0,0
4,8,raw_M,7,nan,nonpositive_or_undefined,0,0
4,8,raw_M,8,nan,nonpositive_or_undefined,0,0
4,8,raw_M,9,nan,nonpositive_or_undefined,0,0
4,8,effective_M_epsilon_0.05,NONE,0.34260866388762823,positive,0,0
4,8,effective_M_epsilon_0.05,1,0.3277961986010825,positive,0,0
4,8,effective_M_epsilon_0.05,2,0.21504456931555374,positive,0,0
4,8,effective_M_epsilon_0.05,3,0.39964194076022386,positive,0,0
4,8,effective_M_epsilon_0.05,5,0.6384135651555503,positive,0,0
4,8,effective_M_epsilon_0.05,6,0.2835167539485187,positive,0,0
4,8,effective_M_epsilon_0.05,7,0.18881172467303323,positive,0,0
4,8,effective_M_epsilon_0.05,8,0.24333327701093335,positive,0,0
4,8,effective_M_epsilon_0.05,9,0.4688072309384954,positive,0,0
4,8,top_two_gap,NONE,-0.2032402793248209,nonpositive_or_undefined,0,0
4,8,top_two_gap,1,-0.19361947909944544,nonpositive_or_undefined,0,0
4,8,top_two_gap,2,-0.06160619789527809,nonpositive_or_undefined,0,0
4,8,top_two_gap,3,-0.19361947909944544,nonpositive_or_undefined,0,0
4,8,top_two_gap,5,-0.2860287759423625,nonpositive_or_undefined,0,0
4,8,top_two_gap,6,-0.1321589109022861,nonpositive_or_undefined,0,0
4,8,top_two_gap,7,-0.21806220298877205,nonpositive_or_undefined,0,0
4,8,top_two_gap,8,-0.10352448020679077,nonpositive_or_undefined,0,0
4,8,top_two_gap,9,-0.5044065099437253,nonpositive_or_undefined,0,0
4,16,raw_M,NONE,nan,nonpositive_or_undefined,0,0
4,16,raw_M,1,nan,nonpositive_or_undefined,0,0
4,16,raw_M,2,nan,nonpositive_or_undefined,0,0
4,16,raw_M,3,nan,nonpositive_or_undefined,0,0
4,16,raw_M,5,nan,nonpositive_or_undefined,0,0
4,16,raw_M,6,nan,nonpositive_or_undefined,0,0
4,16,raw_M,7,nan,nonpositive_or_undefined,0,0
4,16,raw_M,8,nan,nonpositive_or_undefined,0,0
4,16,raw_M,9,nan,nonpositive_or_undefined,0,0
4,16,effective_M_epsilon_0.05,NONE,0.3785152487492137,positive,0,0
4,16,effective_M_epsilon_0.05,1,0.374944966893019,positive,0,0
4,16,effective_M_epsilon_0.05,2,0.21504456931555374,positive,0,0
4,16,effective_M_epsilon_0.05,3,0.44679070905216034,positive,0,0
4,16,effective_M_epsilon_0.05,5,0.6384135651555503,positive,0,0
4,16,effective_M_epsilon_0.05,6,0.3281650616569468,positive,0,0
4,16,effective_M_epsilon_0.05,7,0.23826241446835153,positive,0,0
4,16,effective_M_epsilon_0.05,8,0.2902140001047829,positive,0,0
4,16,effective_M_epsilon_0.05,9,0.5134555386469236,positive,0,0
4,16,top_two_gap,NONE,-0.23711365921229102,nonpositive_or_undefined,0,0
4,16,top_two_gap,1,-0.23982412752090398,nonpositive_or_undefined,0,0
4,16,top_two_gap,2,-0.06160619789527809,nonpositive_or_undefined,0,0
4,16,top_two_gap,3,-0.2354236848140984,nonpositive_or_undefined,0,0
4,16,top_two_gap,5,-0.2860287759423625,nonpositive_or_undefined,0,0
4,16,top_two_gap,6,-0.17400923268801002,nonpositive_or_undefined,0,0
4,16,top_two_gap,7,-0.25991252477449595,nonpositive_or_undefined,0,0
4,16,top_two_gap,8,-0.1453748019925147,nonpositive_or_undefined,0,0
4,16,top_two_gap,9,-0.5506621287595254,nonpositive_or_undefined,0,0
4,32,raw_M,NONE,nan,nonpositive_or_undefined,0,0
4,32,raw_M,1,nan,nonpositive_or_undefined,0,0
4,32,raw_M,2,nan,nonpositive_or_undefined,0,0
4,32,raw_M,3,nan,nonpositive_or_undefined,0,0
4,32,raw_M,5,nan,nonpositive_or_undefined,0,0
4,32,raw_M,6,nan,nonpositive_or_undefined,0,0
4,32,raw_M,7,nan,nonpositive_or_undefined,0,0
4,32,raw_M,8,nan,nonpositive_or_undefined,0,0
4,32,raw_M,9,nan,nonpositive_or_undefined,0,0
4,32,effective_M_epsilon_0.05,NONE,0.46678560320061135,positive,0,0
4,32,effective_M_epsilon_0.05,1,0.469242503476892,positive,0,0
4,32,effective_M_epsilon_0.05,2,0.34272728234666383,positive,0,0
4,32,effective_M_epsilon_0.05,3,0.5410882456360334,positive,0,0
4,32,effective_M_epsilon_0.05,5,0.6249732795733282,positive,0,0
4,32,effective_M_epsilon_0.05,6,0.41522926168838165,positive,0,0
4,32,effective_M_epsilon_0.05,7,0.28996086289072964,positive,0,0
4,32,effective_M_epsilon_0.05,8,0.4018347693758532,positive,0,0
4,32,effective_M_epsilon_0.05,9,0.6273087233034152,positive,0,0
4,32,top_two_gap,NONE,-0.31075144157635665,nonpositive_or_undefined,0,0
4,32,top_two_gap,1,-0.2860287759423625,nonpositive_or_undefined,0,0
4,32,top_two_gap,2,-0.17821792962562585,nonpositive_or_undefined,0,0
4,32,top_two_gap,3,-0.31243143218319597,nonpositive_or_undefined,0,0
4,32,top_two_gap,5,-0.3080309894763904,nonpositive_or_undefined,0,0
4,32,top_two_gap,6,-0.2731284158647245,nonpositive_or_undefined,0,0
4,32,top_two_gap,7,-0.3127760891354104,nonpositive_or_undefined,0,0
4,32,top_two_gap,8,-0.22687279704892446,nonpositive_or_undefined,0,0
4,32,top_two_gap,9,-0.6255521782708208,nonpositive_or_undefined,0,0
4,FULL,raw_M,NONE,nan,nonpositive_or_undefined,0,0
4,FULL,raw_M,1,nan,nonpositive_or_undefined,0,0
4,FULL,raw_M,2,nan,nonpositive_or_undefined,0,0
4,FULL,raw_M,3,nan,nonpositive_or_undefined,0,0
4,FULL,raw_M,5,nan,nonpositive_or_undefined,0,0
4,FULL,raw_M,6,nan,nonpositive_or_undefined,0,0
4,FULL,raw_M,7,nan,nonpositive_or_undefined,0,0
4,FULL,raw_M,8,nan,nonpositive_or_undefined,0,0
4,FULL,raw_M,9,nan,nonpositive_or_undefined,0,0
4,FULL,effective_M_epsilon_0.05,NONE,0.33363201767223183,positive,0,0
4,FULL,effective_M_epsilon_0.05,1,0.4333196323973214,positive,0,0
4,FULL,effective_M_epsilon_0.05,2,0.07616161829925862,positive,0,0
4,FULL,effective_M_epsilon_0.05,3,0.4220937351849555,positive,0,0
4,FULL,effective_M_epsilon_0.05,5,0.5420915184829584,positive,0,0
4,FULL,effective_M_epsilon_0.05,6,0.2678898462505689,positive,0,0
4,FULL,effective_M_epsilon_0.05,7,0.12362672448829558,positive,0,0
4,FULL,effective_M_epsilon_0.05,8,0.36611612320911074,positive,0,0
4,FULL,effective_M_epsilon_0.05,9,0.4196940924592245,positive,0,0
4,FULL,top_two_gap,NONE,-0.17525792202647603,nonpositive_or_undefined,0,0
4,FULL,top_two_gap,1,-0.31243143218319597,nonpositive_or_undefined,0,0
4,FULL,top_two_gap,2,0.09020907548951435,positive,0,0
4,FULL,top_two_gap,3,-0.20242036451305656,nonpositive_or_undefined,0,0
4,FULL,top_two_gap,5,-0.20902102857326493,nonpositive_or_undefined,0,0
4,FULL,top_two_gap,6,-0.07929534654137166,nonpositive_or_undefined,0,0
4,FULL,top_two_gap,7,-0.15859069308274332,nonpositive_or_undefined,0,0
4,FULL,top_two_gap,8,-0.1629959901128195,nonpositive_or_undefined,0,0
4,FULL,top_two_gap,9,-0.3986793812218964,nonpositive_or_undefined,0,0
