path,new_block,outcome,holdout_level,holdout_group,row_count,prior_rho,full_rho,increment_residual_rho
P_F1_strict_functional,F1,bAcc,trajectory_template,seed-1|level-1|S0_full_support,36,0.5075933075933076,0.3722007722007722,-0.19794079794079797
P_F1_strict_functional,F1,bAcc,trajectory_template,seed-2|level-0|S0_full_support,36,0.16602316602316602,0.11685971685971687,0.0761904761904762
P_F1_strict_functional,F1,bAcc,trajectory_template,seed-2|level-1|S0_full_support,36,0.09472329472329473,0.30759330759330755,0.18326898326898328
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|1|0|S0_full_support,4,0.39999999999999997,0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|1|1|S0_full_support,4,0.7999999999999999,1.0,-0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|2|0|S0_full_support,4,0.7999999999999999,-0.19999999999999998,0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|2|1|S0_full_support,4,-0.19999999999999998,-0.39999999999999997,0.19999999999999998
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|3|0|S0_full_support,4,0.39999999999999997,0.7999999999999999,-0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|3|1|S0_full_support,4,1.0,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|4|0|S0_full_support,4,0.39999999999999997,0.0,0.0
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|4|1|S0_full_support,4,-0.39999999999999997,0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|5|0|S0_full_support,4,1.0,0.7999999999999999,-0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|5|1|S0_full_support,4,-0.19999999999999998,-0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|6|0|S0_full_support,4,-0.39999999999999997,0.0,-0.19999999999999998
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|6|1|S0_full_support,4,0.0,-0.6000000000000001,0.19999999999999998
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|7|0|S0_full_support,4,0.19999999999999998,1.0,0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|7|1|S0_full_support,4,0.0,0.6000000000000001,0.0
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|8|0|S0_full_support,4,0.6000000000000001,0.6000000000000001,0.19999999999999998
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|8|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|9|0|S0_full_support,4,1.0,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,0|9|1|S0_full_support,4,-0.39999999999999997,0.6000000000000001,0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|1|0|S0_full_support,4,0.7999999999999999,0.39999999999999997,-1.0
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|1|1|S0_full_support,4,0.7999999999999999,0.6000000000000001,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|2|0|S0_full_support,4,0.7999999999999999,0.19999999999999998,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|2|1|S0_full_support,4,0.19999999999999998,0.19999999999999998,-0.19999999999999998
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|3|0|S0_full_support,4,0.19999999999999998,-0.39999999999999997,-0.19999999999999998
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|3|1|S0_full_support,4,1.0,0.39999999999999997,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|4|0|S0_full_support,4,0.0,0.0,1.0
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|4|1|S0_full_support,4,0.39999999999999997,1.0,1.0
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|5|0|S0_full_support,4,-0.7999999999999999,0.0,0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|5|1|S0_full_support,4,0.0,-1.0,0.6000000000000001
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|6|0|S0_full_support,4,1.0,0.39999999999999997,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|6|1|S0_full_support,4,-0.39999999999999997,-0.39999999999999997,1.0
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|7|0|S0_full_support,4,-0.39999999999999997,-0.39999999999999997,0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|7|1|S0_full_support,4,0.39999999999999997,0.39999999999999997,-0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|8|0|S0_full_support,4,0.19999999999999998,-0.7999999999999999,-0.19999999999999998
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|8|1|S0_full_support,4,0.19999999999999998,0.39999999999999997,0.19999999999999998
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|9|0|S0_full_support,4,-0.7999999999999999,-0.7999999999999999,-0.19999999999999998
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,1|9|1|S0_full_support,4,0.19999999999999998,1.0,0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|1|0|S0_full_support,4,-0.39999999999999997,-1.0,0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|1|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,0.0
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|2|0|S0_full_support,4,-0.19999999999999998,0.6000000000000001,0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|2|1|S0_full_support,4,0.6000000000000001,0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|3|0|S0_full_support,4,0.7999999999999999,0.0,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|3|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|4|0|S0_full_support,4,-0.7999999999999999,-0.7999999999999999,0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|4|1|S0_full_support,4,1.0,-0.39999999999999997,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|5|0|S0_full_support,4,0.6000000000000001,0.7999999999999999,0.0
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|5|1|S0_full_support,4,-1.0,-1.0,0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|6|0|S0_full_support,4,0.19999999999999998,0.39999999999999997,0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|6|1|S0_full_support,4,0.6000000000000001,1.0,0.0
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|7|0|S0_full_support,4,0.0,0.39999999999999997,0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|7|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|8|0|S0_full_support,4,1.0,0.7999999999999999,-1.0
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|8|1|S0_full_support,4,0.39999999999999997,1.0,0.6000000000000001
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|9|0|S0_full_support,4,-0.7999999999999999,0.7999999999999999,0.7999999999999999
P_F1_strict_functional,F1,bAcc,target_x_trajectory_cell,2|9|1|S0_full_support,4,0.19999999999999998,0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,negNLL,trajectory_template,seed-0|level-0|S0_full_support,36,0.1685971685971686,0.216988416988417,0.1456885456885457
P_F1_strict_functional,F1,negNLL,trajectory_template,seed-0|level-1|S0_full_support,36,0.6574002574002574,0.41621621621621624,-0.380952380952381
P_F1_strict_functional,F1,negNLL,trajectory_template,seed-1|level-0|S0_full_support,36,0.3371943371943372,0.3894465894465895,-0.0501930501930502
P_F1_strict_functional,F1,negNLL,trajectory_template,seed-1|level-1|S0_full_support,36,0.427027027027027,0.5428571428571429,-0.12355212355212356
P_F1_strict_functional,F1,negNLL,trajectory_template,seed-2|level-0|S0_full_support,36,-0.02084942084942085,0.13642213642213644,0.3045045045045045
P_F1_strict_functional,F1,negNLL,trajectory_template,seed-2|level-1|S0_full_support,36,0.5039897039897041,0.5492921492921493,-0.29420849420849426
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|1|0|S0_full_support,4,-0.39999999999999997,-0.7999999999999999,0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|1|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|2|0|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|2|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,0.19999999999999998
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|3|0|S0_full_support,4,-1.0,-0.19999999999999998,1.0
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|3|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|4|0|S0_full_support,4,-0.7999999999999999,-0.6000000000000001,0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|4|1|S0_full_support,4,0.0,0.7999999999999999,0.0
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|5|0|S0_full_support,4,-0.7999999999999999,-0.19999999999999998,0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|5|1|S0_full_support,4,1.0,0.39999999999999997,-1.0
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|6|0|S0_full_support,4,0.39999999999999997,0.19999999999999998,0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|6|1|S0_full_support,4,1.0,-0.39999999999999997,-0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|7|0|S0_full_support,4,0.6000000000000001,0.39999999999999997,0.0
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|7|1|S0_full_support,4,1.0,0.7999999999999999,-0.6000000000000001
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|8|0|S0_full_support,4,0.7999999999999999,0.39999999999999997,-0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|8|1|S0_full_support,4,0.19999999999999998,-1.0,0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|9|0|S0_full_support,4,0.39999999999999997,0.19999999999999998,-0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,0|9|1|S0_full_support,4,0.39999999999999997,1.0,0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|1|0|S0_full_support,4,0.6000000000000001,0.7999999999999999,0.6000000000000001
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|1|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|2|0|S0_full_support,4,1.0,1.0,-1.0
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|2|1|S0_full_support,4,0.39999999999999997,0.7999999999999999,0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|3|0|S0_full_support,4,-0.39999999999999997,-0.19999999999999998,0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|3|1|S0_full_support,4,1.0,1.0,0.0
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|4|0|S0_full_support,4,0.6000000000000001,-0.19999999999999998,-0.6000000000000001
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|4|1|S0_full_support,4,1.0,1.0,-0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|5|0|S0_full_support,4,1.0,0.7999999999999999,-0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|5|1|S0_full_support,4,0.19999999999999998,0.39999999999999997,-0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|6|0|S0_full_support,4,0.39999999999999997,1.0,-0.19999999999999998
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|6|1|S0_full_support,4,1.0,0.39999999999999997,-0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|7|0|S0_full_support,4,1.0,0.39999999999999997,0.19999999999999998
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|7|1|S0_full_support,4,0.0,0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|8|0|S0_full_support,4,-1.0,-0.7999999999999999,1.0
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|8|1|S0_full_support,4,0.6000000000000001,0.0,-0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|9|0|S0_full_support,4,1.0,0.39999999999999997,-1.0
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,1|9|1|S0_full_support,4,-0.7999999999999999,0.19999999999999998,0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|1|0|S0_full_support,4,0.7999999999999999,0.0,-0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|1|1|S0_full_support,4,1.0,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|2|0|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|2|1|S0_full_support,4,-0.19999999999999998,0.6000000000000001,0.19999999999999998
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|3|0|S0_full_support,4,-0.39999999999999997,-0.19999999999999998,0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|3|1|S0_full_support,4,0.7999999999999999,-0.6000000000000001,-0.6000000000000001
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|4|0|S0_full_support,4,-0.39999999999999997,0.0,0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|4|1|S0_full_support,4,-0.39999999999999997,0.6000000000000001,0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|5|0|S0_full_support,4,-0.7999999999999999,-0.19999999999999998,1.0
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|5|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|6|0|S0_full_support,4,0.39999999999999997,0.39999999999999997,0.19999999999999998
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|6|1|S0_full_support,4,0.39999999999999997,0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|7|0|S0_full_support,4,0.0,0.19999999999999998,0.6000000000000001
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|7|1|S0_full_support,4,0.7999999999999999,0.0,-0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|8|0|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.39999999999999997
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|8|1|S0_full_support,4,0.7999999999999999,1.0,0.19999999999999998
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|9|0|S0_full_support,4,-0.7999999999999999,0.19999999999999998,0.7999999999999999
P_F1_strict_functional,F1,negNLL,target_x_trajectory_cell,2|9|1|S0_full_support,4,0.39999999999999997,0.7999999999999999,-0.19999999999999998
P_F1_strict_functional,F1,negECE,trajectory_template,seed-0|level-0|S0_full_support,36,0.22676962676962678,0.24658944658944662,0.18095238095238098
P_F1_strict_functional,F1,negECE,trajectory_template,seed-0|level-1|S0_full_support,36,0.5287001287001287,0.5127413127413128,0.34543114543114545
P_F1_strict_functional,F1,negECE,trajectory_template,seed-1|level-0|S0_full_support,36,0.5423423423423424,0.4283140283140284,0.10913770913770915
P_F1_strict_functional,F1,negECE,trajectory_template,seed-1|level-1|S0_full_support,36,0.31351351351351353,0.46924066924066926,0.4229086229086229
P_F1_strict_functional,F1,negECE,trajectory_template,seed-2|level-0|S0_full_support,36,0.1541827541827542,0.26692406692406695,0.331016731016731
P_F1_strict_functional,F1,negECE,trajectory_template,seed-2|level-1|S0_full_support,36,0.39021879021879025,0.4797940797940798,0.3477477477477478
P_F1_strict_functional,F1,negECE,target_x_trajectory_cell,0|1|0|S0_full_support,4,0.39999999999999997,0.39999999999999997,0.19999999999999998
P_F1_strict_functional,F1,negECE,target_x_trajectory_cell,0|1|1|S0_full_support,4,1.0,1.0,0.7999999999999999
P_F1_strict_functional,F1,negECE,target_x_trajectory_cell,0|2|0|S0_full_support,4,0.7999999999999999,0.39999999999999997,-0.19999999999999998
P_F1_strict_functional,F1,negECE,target_x_trajectory_cell,0|2|1|S0_full_support,4,0.0,0.6000000000000001,0.6000000000000001
P_F1_strict_functional,F1,negECE,target_x_trajectory_cell,0|3|0|S0_full_support,4,-0.7999999999999999,-0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,negECE,target_x_trajectory_cell,0|3|1|S0_full_support,4,0.7999999999999999,0.0,-0.39999999999999997
