replicate,max_incremental_R2,family_size
319,0.0994969027364615,30
320,0.1669655668531803,30
321,0.12884482562222177,30
322,0.1523745472425867,30
323,0.09221248424007411,30
324,0.09767423839733047,30
325,0.21708004610868947,30
326,0.1205059033104191,30
327,0.09898850427237671,30
328,0.13197370166946354,30
329,0.1408784365298854,30
330,0.1363866354957709,30
331,0.08869175334213719,30
332,0.083528817072402,30
333,0.059267585741755724,30
334,0.226587522702134,30
335,0.24521977929911576,30
336,0.07380884715700797,30
337,0.07757098830163789,30
338,0.25243688689871846,30
339,0.2009645658888104,30
340,0.08946587524189864,30
341,0.2728956144337642,30
342,0.09394138789377449,30
343,0.06764769784208124,30
344,0.08923418818686146,30
345,0.20258156968297514,30
346,0.12939984503631785,30
347,0.15145658712668064,30
348,0.12785071889096566,30
349,0.19017845644482,30
350,0.16528181504907635,30
351,0.185381669834777,30
352,0.07827796814891108,30
353,0.11148771095179844,30
354,0.143075299439126,30
355,0.11238032492612782,30
356,0.1650213504309107,30
357,0.14850720993099975,30
358,0.06664836467969193,30
359,0.14868168035995777,30
360,0.15028709196871493,30
361,0.06548201207628468,30
362,0.08050277845318221,30
363,0.07658707583514035,30
364,0.09555502734545573,30
365,0.07652441132256949,30
366,0.15335274975494995,30
367,0.0767488056175627,30
368,0.1643881972679072,30
369,0.2031457165088726,30
370,0.07415548093423041,30
371,0.11773387579765604,30
372,0.17779235768055635,30
373,0.08490428662026095,30
374,0.1041698530640971,30
375,0.12271597184478245,30
376,0.09450901567312753,30
377,0.08573056099971954,30
378,0.06103682261400445,30
379,0.10845660490932862,30
380,0.10350287754469767,30
381,0.20864957173022658,30
382,0.08209968201252615,30
383,0.08138468044689517,30
384,0.06389598765730553,30
385,0.0902685744953523,30
386,0.15377899782603022,30
387,0.11522827014014347,30
388,0.12870795144607738,30
389,0.07326515633339259,30
390,0.09487638072450577,30
391,0.13233332527865938,30
392,0.07888775131712245,30
393,0.12675636368984666,30
394,0.1418425024706681,30
395,0.11370964600412103,30
396,0.11084367872495415,30
397,0.17386604444729337,30
398,0.24609049088530766,30
399,0.11047813803625328,30
400,0.12384659172763235,30
401,0.19464584547842068,30
402,0.12040803490207175,30
403,0.08343825309961805,30
404,0.12915197185588057,30
405,0.061557301218416516,30
406,0.12603575052468607,30
407,0.177886030827352,30
408,0.1303724862532436,30
409,0.09648205921823849,30
410,0.09834905712751951,30
411,0.09066083940764968,30
412,0.10637844649908956,30
413,0.08090660441126651,30
414,0.09795972820702992,30
415,0.17415986332200206,30
416,0.20030087477805747,30
417,0.1324535136332633,30
418,0.16867144577053883,30
419,0.12948345623388213,30
420,0.14714226474514103,30
421,0.13906359327099838,30
422,0.2177072176485506,30
423,0.13128597330923242,30
424,0.129916920493662,30
425,0.13377044128341575,30
426,0.06203498752564718,30
427,0.18283873350510693,30
428,0.11975125902871497,30
429,0.07393932264382586,30
430,0.07893812975944037,30
431,0.11759531146532876,30
432,0.0866159744877637,30
433,0.07800263523630613,30
434,0.12468860490912648,30
435,0.12884316123462503,30
436,0.05379895815533864,30
437,0.07194735316637046,30
438,0.15553387172604205,30
439,0.11836107823451347,30
440,0.14486543185552447,30
441,0.13552083211032173,30
442,0.09165880339290222,30
443,0.11353743232007985,30
444,0.24826759970569368,30
445,0.14856476851124756,30
446,0.19727960466294892,30
447,0.07083145223585507,30
448,0.13754989577380372,30
449,0.058699626482462186,30
450,0.1281754870663504,30
451,0.06381003089408577,30
452,0.10633617987422594,30
453,0.12978708238006376,30
454,0.2442403065548716,30
455,0.06883908871024813,30
456,0.24959498786140122,30
457,0.12208225053757416,30
458,0.14069777778665293,30
459,0.1549850253952877,30
460,0.13382737824254887,30
461,0.1381511766222484,30
462,0.15838112190996168,30
463,0.11661019520302751,30
464,0.26240909763780995,30
465,0.1255996555648391,30
466,0.09835391900261892,30
467,0.07173675399809554,30
468,0.16863134943012814,30
469,0.07149288467381376,30
470,0.06726185957357556,30
471,0.19667204616192502,30
472,0.116002935742466,30
473,0.14647847438094141,30
474,0.15444139458560635,30
475,0.10800260585270638,30
476,0.11565758385870906,30
477,0.07092199802412513,30
478,0.06798839314777838,30
479,0.070816240505024,30
480,0.07536650283532487,30
481,0.059967953958589004,30
482,0.11991660853688213,30
483,0.0825200983049702,30
484,0.0786640165836171,30
485,0.046623413948617354,30
486,0.12059170207729542,30
487,0.1818043845843036,30
488,0.06437189238955388,30
489,0.1429250590738974,30
490,0.22151291220988778,30
491,0.1469059661061688,30
492,0.1748045472941897,30
493,0.15267782332579283,30
494,0.08248560035771135,30
495,0.04756478850546175,30
496,0.06203955291236796,30
497,0.05820235082710645,30
498,0.13587691455624562,30
