path,new_block,prior_blocks,full_blocks,outcome,prior_dimension,new_block_dimension,full_dimension,prior_R2,full_R2,incremental_R2,bootstrap_ci_low,bootstrap_ci_high,median_increment_residual_rho,positive_target_count,outer_crossfit,inner_alpha_grid,target_labels_in_new_block,nested_null_p95,observed_above_null_p95,uncorrected_p,max_stat_corrected_p
P_F3_target_functional,F3,F0+F1,F0+F1+F3,unexplained_candidate_specific_residual,34,18,52,-0.00431910003080338,-0.010660614541470714,-0.006341514510667334,-0.010852903182299168,-0.003485612495087781,-0.5208695652173913,0,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,-3.863858735602192e-05,0,1.0,1.0
P_F4_target_architecture,F4,F0+F1+F3,F0+F1+F3+F4,continuous_joint_utility,52,35,87,0.21021903266753716,0.0018756756862094992,-0.20834335698132767,-0.44490740162258874,-0.02791079139578612,0.04521739130434782,5,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,-0.12605585686508758,0,0.752,1.0
P_F4_target_architecture,F4,F0+F1+F3,F0+F1+F3+F4,bAcc,52,35,87,0.01298893411468105,0.009571976450529207,-0.003416957664151843,-0.04724422334716508,0.03243956846517766,-0.05739130434782608,4,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,-0.002684681806808916,0,0.056,1.0
P_F4_target_architecture,F4,F0+F1+F3,F0+F1+F3+F4,negNLL,52,35,87,0.44377551429529194,0.44880722594817646,0.0050317116528845185,-0.13950371575345638,0.2058476618653477,0.23826086956521736,7,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,-0.03187030830636633,1,0.012,1.0
P_F4_target_architecture,F4,F0+F1+F3,F0+F1+F3+F4,negECE,52,35,87,0.4927123873443865,0.5120457438197803,0.019333356475393804,-0.15991453734220837,0.2413335098844378,0.3869565217391304,8,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,-0.004042951972801656,1,0.006,1.0
P_F4_target_architecture,F4,F0+F1+F3,F0+F1+F3+F4,primary_joint_good,52,35,87,-0.029709586370186614,-0.009036232200087868,0.020673354170098746,-0.16159263202274948,0.13283510169234583,0.2695652173913043,7,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.03949608078859772,0,0.232,1.0
P_F4_target_architecture,F4,F0+F1+F3,F0+F1+F3+F4,unexplained_candidate_specific_residual,52,35,87,-0.010660614541470714,-0.011820812497768118,-0.001160197956297404,-0.005218394612563881,0.002046025178285925,0.054782608695652164,5,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.0018832570389782912,0,0.442,1.0
P_F5_construction_positive,F5,F0+F1+F3+F4,F0+F1+F3+F4+F5,continuous_joint_utility,87,15,102,0.0018756756862094992,0.4546287736451502,0.4527530979589407,0.33174333653574356,0.60412352146547,0.6965217391304346,9,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",1,0.21522891996228694,1,0.002,0.002
P_F5_construction_positive,F5,F0+F1+F3+F4,F0+F1+F3+F4+F5,bAcc,87,15,102,0.009571976450529207,0.1414242426106347,0.13185226616010548,-0.12559549959660882,0.2839860850968311,0.34347826086956523,8,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",1,-0.11860129871336492,1,0.002,0.428
P_F5_construction_positive,F5,F0+F1+F3+F4,F0+F1+F3+F4+F5,negNLL,87,15,102,0.44880722594817646,0.5879029853505473,0.13909575940237084,-0.008440342007816846,0.35515132766496843,0.6130434782608695,9,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",1,0.06834364562114077,1,0.002,0.36
P_F5_construction_positive,F5,F0+F1+F3+F4,F0+F1+F3+F4+F5,negECE,87,15,102,0.5120457438197803,0.5618301731588586,0.04978442933907834,-0.18905005091043667,0.19997050342409767,0.39999999999999997,8,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",1,-0.14113517931922787,1,0.002,0.994
P_F5_construction_positive,F5,F0+F1+F3+F4,F0+F1+F3+F4+F5,primary_joint_good,87,15,102,-0.009036232200087868,0.07772429119104696,0.08676052339113483,-0.008997370177883096,0.33016381855182425,0.34347826086956523,8,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",1,0.0835434860169049,1,0.02,0.762
P_F5_construction_positive,F5,F0+F1+F3+F4,F0+F1+F3+F4+F5,unexplained_candidate_specific_residual,87,15,102,-0.011820812497768118,-0.01485635639388505,-0.0030355438961169323,-0.005959327085575372,-0.00032745951955938715,-0.3052173913043478,3,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",1,0.0022681975468635362,0,0.906,1.0
