path,outcome,model,held_target,alpha,rank,raw_columns,zero_scale_columns,condition_number
P_F1_strict_functional,negNLL,prior,9,1.0,7,9,0,4.766298549674784
P_F1_strict_functional,negNLL,full,1,10.0,30,34,0,512838.92549464514
P_F1_strict_functional,negNLL,full,2,10.0,30,34,0,508318.9514238774
P_F1_strict_functional,negNLL,full,3,1.0,30,34,0,534085.0206104557
P_F1_strict_functional,negNLL,full,4,1.0,30,34,0,534758.5525788828
P_F1_strict_functional,negNLL,full,5,1.0,30,34,0,510508.8190569983
P_F1_strict_functional,negNLL,full,6,1.0,30,34,0,508399.2381579895
P_F1_strict_functional,negNLL,full,7,10.0,30,34,0,510220.0177318413
P_F1_strict_functional,negNLL,full,8,10.0,30,34,0,523086.1109298144
P_F1_strict_functional,negNLL,full,9,10.0,30,34,0,503793.2825908249
P_F1_strict_functional,negECE,prior,1,1.0,7,9,0,4.926926575328926
P_F1_strict_functional,negECE,prior,2,1.0,7,9,0,5.060919188378182
P_F1_strict_functional,negECE,prior,3,0.1,7,9,0,5.729381159625856
P_F1_strict_functional,negECE,prior,4,0.1,7,9,0,5.203165928850413
P_F1_strict_functional,negECE,prior,5,1.0,7,9,0,5.181321389018311
P_F1_strict_functional,negECE,prior,6,1.0,7,9,0,5.055868288206751
P_F1_strict_functional,negECE,prior,7,1.0,7,9,0,4.985986772802737
P_F1_strict_functional,negECE,prior,8,1.0,7,9,0,4.977252175220133
P_F1_strict_functional,negECE,prior,9,1.0,7,9,0,4.766298549674784
P_F1_strict_functional,negECE,full,1,1.0,30,34,0,512838.92549464514
P_F1_strict_functional,negECE,full,2,10.0,30,34,0,508318.9514238774
P_F1_strict_functional,negECE,full,3,1.0,30,34,0,534085.0206104557
P_F1_strict_functional,negECE,full,4,1.0,30,34,0,534758.5525788828
P_F1_strict_functional,negECE,full,5,1.0,30,34,0,510508.8190569983
P_F1_strict_functional,negECE,full,6,1.0,30,34,0,508399.2381579895
P_F1_strict_functional,negECE,full,7,1.0,30,34,0,510220.0177318413
P_F1_strict_functional,negECE,full,8,1.0,30,34,0,523086.1109298144
P_F1_strict_functional,negECE,full,9,10.0,30,34,0,503793.2825908249
P_F1_strict_functional,primary_joint_good,prior,1,1.0,7,9,0,4.926926575328926
P_F1_strict_functional,primary_joint_good,prior,2,1.0,7,9,0,5.060919188378182
P_F1_strict_functional,primary_joint_good,prior,3,1.0,7,9,0,5.729381159625856
P_F1_strict_functional,primary_joint_good,prior,4,1.0,7,9,0,5.203165928850413
P_F1_strict_functional,primary_joint_good,prior,5,1.0,7,9,0,5.181321389018311
P_F1_strict_functional,primary_joint_good,prior,6,1.0,7,9,0,5.055868288206751
P_F1_strict_functional,primary_joint_good,prior,7,1.0,7,9,0,4.985986772802737
P_F1_strict_functional,primary_joint_good,prior,8,1.0,7,9,0,4.977252175220133
P_F1_strict_functional,primary_joint_good,prior,9,1.0,7,9,0,4.766298549674784
P_F1_strict_functional,primary_joint_good,full,1,10.0,30,34,0,512838.92549464514
P_F1_strict_functional,primary_joint_good,full,2,10.0,30,34,0,508318.9514238774
P_F1_strict_functional,primary_joint_good,full,3,1.0,30,34,0,534085.0206104557
P_F1_strict_functional,primary_joint_good,full,4,1.0,30,34,0,534758.5525788828
P_F1_strict_functional,primary_joint_good,full,5,10.0,30,34,0,510508.8190569983
P_F1_strict_functional,primary_joint_good,full,6,10.0,30,34,0,508399.2381579895
P_F1_strict_functional,primary_joint_good,full,7,10.0,30,34,0,510220.0177318413
P_F1_strict_functional,primary_joint_good,full,8,10.0,30,34,0,523086.1109298144
P_F1_strict_functional,primary_joint_good,full,9,10.0,30,34,0,503793.2825908249
P_F1_strict_functional,unexplained_candidate_specific_residual,prior,1,100.0,7,9,0,4.926926575328926
P_F1_strict_functional,unexplained_candidate_specific_residual,prior,2,100.0,7,9,0,5.060919188378182
P_F1_strict_functional,unexplained_candidate_specific_residual,prior,3,100.0,7,9,0,5.729381159625856
P_F1_strict_functional,unexplained_candidate_specific_residual,prior,4,100.0,7,9,0,5.203165928850413
P_F1_strict_functional,unexplained_candidate_specific_residual,prior,5,100.0,7,9,0,5.181321389018311
P_F1_strict_functional,unexplained_candidate_specific_residual,prior,6,100.0,7,9,0,5.055868288206751
P_F1_strict_functional,unexplained_candidate_specific_residual,prior,7,100.0,7,9,0,4.985986772802737
P_F1_strict_functional,unexplained_candidate_specific_residual,prior,8,100.0,7,9,0,4.977252175220133
P_F1_strict_functional,unexplained_candidate_specific_residual,prior,9,100.0,7,9,0,4.766298549674784
P_F1_strict_functional,unexplained_candidate_specific_residual,full,1,100.0,30,34,0,512838.92549464514
P_F1_strict_functional,unexplained_candidate_specific_residual,full,2,100.0,30,34,0,508318.9514238774
P_F1_strict_functional,unexplained_candidate_specific_residual,full,3,100.0,30,34,0,534085.0206104557
P_F1_strict_functional,unexplained_candidate_specific_residual,full,4,100.0,30,34,0,534758.5525788828
P_F1_strict_functional,unexplained_candidate_specific_residual,full,5,100.0,30,34,0,510508.8190569983
P_F1_strict_functional,unexplained_candidate_specific_residual,full,6,100.0,30,34,0,508399.2381579895
P_F1_strict_functional,unexplained_candidate_specific_residual,full,7,100.0,30,34,0,510220.0177318413
P_F1_strict_functional,unexplained_candidate_specific_residual,full,8,100.0,30,34,0,523086.1109298144
P_F1_strict_functional,unexplained_candidate_specific_residual,full,9,100.0,30,34,0,503793.2825908249
P_F2_strict_architecture,continuous_joint_utility,prior,1,10.0,30,34,0,512838.92549464514
P_F2_strict_architecture,continuous_joint_utility,prior,2,10.0,30,34,0,508318.9514238774
P_F2_strict_architecture,continuous_joint_utility,prior,3,1.0,30,34,0,534085.0206104557
P_F2_strict_architecture,continuous_joint_utility,prior,4,1.0,30,34,0,534758.5525788828
P_F2_strict_architecture,continuous_joint_utility,prior,5,1.0,30,34,0,510508.8190569983
P_F2_strict_architecture,continuous_joint_utility,prior,6,1.0,30,34,0,508399.2381579895
P_F2_strict_architecture,continuous_joint_utility,prior,7,10.0,30,34,0,510220.0177318413
P_F2_strict_architecture,continuous_joint_utility,prior,8,10.0,30,34,0,523086.1109298144
P_F2_strict_architecture,continuous_joint_utility,prior,9,10.0,30,34,0,503793.2825908249
P_F2_strict_architecture,continuous_joint_utility,full,1,10.0,55,59,0,707624.1381197174
P_F2_strict_architecture,continuous_joint_utility,full,2,10.0,55,59,0,692038.3054341319
P_F2_strict_architecture,continuous_joint_utility,full,3,1.0,55,59,0,732040.5771762758
P_F2_strict_architecture,continuous_joint_utility,full,4,10.0,55,59,0,728460.7162537514
P_F2_strict_architecture,continuous_joint_utility,full,5,10.0,55,59,0,700513.6961416842
P_F2_strict_architecture,continuous_joint_utility,full,6,10.0,55,59,0,709405.5637016381
P_F2_strict_architecture,continuous_joint_utility,full,7,10.0,55,59,0,702966.0823711792
P_F2_strict_architecture,continuous_joint_utility,full,8,10.0,55,59,0,713113.0597409061
P_F2_strict_architecture,continuous_joint_utility,full,9,10.0,55,59,0,695807.0541615105
P_F2_strict_architecture,bAcc,prior,1,10.0,30,34,0,512838.92549464514
P_F2_strict_architecture,bAcc,prior,2,1.0,30,34,0,508318.9514238774
P_F2_strict_architecture,bAcc,prior,3,1.0,30,34,0,534085.0206104557
P_F2_strict_architecture,bAcc,prior,4,10.0,30,34,0,534758.5525788828
P_F2_strict_architecture,bAcc,prior,5,1.0,30,34,0,510508.8190569983
P_F2_strict_architecture,bAcc,prior,6,10.0,30,34,0,508399.2381579895
P_F2_strict_architecture,bAcc,prior,7,1.0,30,34,0,510220.0177318413
P_F2_strict_architecture,bAcc,prior,8,10.0,30,34,0,523086.1109298144
P_F2_strict_architecture,bAcc,prior,9,10.0,30,34,0,503793.2825908249
P_F2_strict_architecture,bAcc,full,1,10.0,55,59,0,707624.1381197174
P_F2_strict_architecture,bAcc,full,2,10.0,55,59,0,692038.3054341319
P_F2_strict_architecture,bAcc,full,3,1.0,55,59,0,732040.5771762758
P_F2_strict_architecture,bAcc,full,4,10.0,55,59,0,728460.7162537514
P_F2_strict_architecture,bAcc,full,5,10.0,55,59,0,700513.6961416842
P_F2_strict_architecture,bAcc,full,6,10.0,55,59,0,709405.5637016381
P_F2_strict_architecture,bAcc,full,7,10.0,55,59,0,702966.0823711792
P_F2_strict_architecture,bAcc,full,8,10.0,55,59,0,713113.0597409061
P_F2_strict_architecture,bAcc,full,9,10.0,55,59,0,695807.0541615105
P_F2_strict_architecture,negNLL,prior,1,10.0,30,34,0,512838.92549464514
P_F2_strict_architecture,negNLL,prior,2,10.0,30,34,0,508318.9514238774
P_F2_strict_architecture,negNLL,prior,3,1.0,30,34,0,534085.0206104557
P_F2_strict_architecture,negNLL,prior,4,1.0,30,34,0,534758.5525788828
P_F2_strict_architecture,negNLL,prior,5,1.0,30,34,0,510508.8190569983
P_F2_strict_architecture,negNLL,prior,6,1.0,30,34,0,508399.2381579895
P_F2_strict_architecture,negNLL,prior,7,10.0,30,34,0,510220.0177318413
P_F2_strict_architecture,negNLL,prior,8,10.0,30,34,0,523086.1109298144
P_F2_strict_architecture,negNLL,prior,9,10.0,30,34,0,503793.2825908249
P_F2_strict_architecture,negNLL,full,1,10.0,55,59,0,707624.1381197174
P_F2_strict_architecture,negNLL,full,2,10.0,55,59,0,692038.3054341319
P_F2_strict_architecture,negNLL,full,3,10.0,55,59,0,732040.5771762758
P_F2_strict_architecture,negNLL,full,4,10.0,55,59,0,728460.7162537514
P_F2_strict_architecture,negNLL,full,5,10.0,55,59,0,700513.6961416842
P_F2_strict_architecture,negNLL,full,6,10.0,55,59,0,709405.5637016381
P_F2_strict_architecture,negNLL,full,7,10.0,55,59,0,702966.0823711792
P_F2_strict_architecture,negNLL,full,8,10.0,55,59,0,713113.0597409061
P_F2_strict_architecture,negNLL,full,9,10.0,55,59,0,695807.0541615105
P_F2_strict_architecture,negECE,prior,1,1.0,30,34,0,512838.92549464514
P_F2_strict_architecture,negECE,prior,2,10.0,30,34,0,508318.9514238774
P_F2_strict_architecture,negECE,prior,3,1.0,30,34,0,534085.0206104557
P_F2_strict_architecture,negECE,prior,4,1.0,30,34,0,534758.5525788828
P_F2_strict_architecture,negECE,prior,5,1.0,30,34,0,510508.8190569983
P_F2_strict_architecture,negECE,prior,6,1.0,30,34,0,508399.2381579895
P_F2_strict_architecture,negECE,prior,7,1.0,30,34,0,510220.0177318413
P_F2_strict_architecture,negECE,prior,8,1.0,30,34,0,523086.1109298144
P_F2_strict_architecture,negECE,prior,9,10.0,30,34,0,503793.2825908249
P_F2_strict_architecture,negECE,full,1,10.0,55,59,0,707624.1381197174
P_F2_strict_architecture,negECE,full,2,10.0,55,59,0,692038.3054341319
P_F2_strict_architecture,negECE,full,3,10.0,55,59,0,732040.5771762758
P_F2_strict_architecture,negECE,full,4,10.0,55,59,0,728460.7162537514
P_F2_strict_architecture,negECE,full,5,10.0,55,59,0,700513.6961416842
P_F2_strict_architecture,negECE,full,6,10.0,55,59,0,709405.5637016381
P_F2_strict_architecture,negECE,full,7,10.0,55,59,0,702966.0823711792
P_F2_strict_architecture,negECE,full,8,10.0,55,59,0,713113.0597409061
P_F2_strict_architecture,negECE,full,9,10.0,55,59,0,695807.0541615105
P_F2_strict_architecture,primary_joint_good,prior,1,10.0,30,34,0,512838.92549464514
P_F2_strict_architecture,primary_joint_good,prior,2,10.0,30,34,0,508318.9514238774
P_F2_strict_architecture,primary_joint_good,prior,3,1.0,30,34,0,534085.0206104557
P_F2_strict_architecture,primary_joint_good,prior,4,1.0,30,34,0,534758.5525788828
P_F2_strict_architecture,primary_joint_good,prior,5,10.0,30,34,0,510508.8190569983
P_F2_strict_architecture,primary_joint_good,prior,6,10.0,30,34,0,508399.2381579895
P_F2_strict_architecture,primary_joint_good,prior,7,10.0,30,34,0,510220.0177318413
P_F2_strict_architecture,primary_joint_good,prior,8,10.0,30,34,0,523086.1109298144
P_F2_strict_architecture,primary_joint_good,prior,9,10.0,30,34,0,503793.2825908249
P_F2_strict_architecture,primary_joint_good,full,1,100.0,55,59,0,707624.1381197174
P_F2_strict_architecture,primary_joint_good,full,2,10.0,55,59,0,692038.3054341319
P_F2_strict_architecture,primary_joint_good,full,3,1.0,55,59,0,732040.5771762758
P_F2_strict_architecture,primary_joint_good,full,4,10.0,55,59,0,728460.7162537514
P_F2_strict_architecture,primary_joint_good,full,5,10.0,55,59,0,700513.6961416842
P_F2_strict_architecture,primary_joint_good,full,6,10.0,55,59,0,709405.5637016381
P_F2_strict_architecture,primary_joint_good,full,7,10.0,55,59,0,702966.0823711792
P_F2_strict_architecture,primary_joint_good,full,8,10.0,55,59,0,713113.0597409061
P_F2_strict_architecture,primary_joint_good,full,9,10.0,55,59,0,695807.0541615105
P_F2_strict_architecture,unexplained_candidate_specific_residual,prior,1,100.0,30,34,0,512838.92549464514
P_F2_strict_architecture,unexplained_candidate_specific_residual,prior,2,100.0,30,34,0,508318.9514238774
P_F2_strict_architecture,unexplained_candidate_specific_residual,prior,3,100.0,30,34,0,534085.0206104557
P_F2_strict_architecture,unexplained_candidate_specific_residual,prior,4,100.0,30,34,0,534758.5525788828
P_F2_strict_architecture,unexplained_candidate_specific_residual,prior,5,100.0,30,34,0,510508.8190569983
P_F2_strict_architecture,unexplained_candidate_specific_residual,prior,6,100.0,30,34,0,508399.2381579895
P_F2_strict_architecture,unexplained_candidate_specific_residual,prior,7,100.0,30,34,0,510220.0177318413
P_F2_strict_architecture,unexplained_candidate_specific_residual,prior,8,100.0,30,34,0,523086.1109298144
P_F2_strict_architecture,unexplained_candidate_specific_residual,prior,9,100.0,30,34,0,503793.2825908249
P_F2_strict_architecture,unexplained_candidate_specific_residual,full,1,100.0,55,59,0,707624.1381197174
P_F2_strict_architecture,unexplained_candidate_specific_residual,full,2,100.0,55,59,0,692038.3054341319
P_F2_strict_architecture,unexplained_candidate_specific_residual,full,3,100.0,55,59,0,732040.5771762758
P_F2_strict_architecture,unexplained_candidate_specific_residual,full,4,100.0,55,59,0,728460.7162537514
P_F2_strict_architecture,unexplained_candidate_specific_residual,full,5,100.0,55,59,0,700513.6961416842
P_F2_strict_architecture,unexplained_candidate_specific_residual,full,6,100.0,55,59,0,709405.5637016381
P_F2_strict_architecture,unexplained_candidate_specific_residual,full,7,100.0,55,59,0,702966.0823711792
P_F2_strict_architecture,unexplained_candidate_specific_residual,full,8,100.0,55,59,0,713113.0597409061
P_F2_strict_architecture,unexplained_candidate_specific_residual,full,9,100.0,55,59,0,695807.0541615105
P_F3_target_functional,continuous_joint_utility,prior,1,10.0,30,34,0,512838.92549464514
P_F3_target_functional,continuous_joint_utility,prior,2,10.0,30,34,0,508318.9514238774
P_F3_target_functional,continuous_joint_utility,prior,3,1.0,30,34,0,534085.0206104557
P_F3_target_functional,continuous_joint_utility,prior,4,1.0,30,34,0,534758.5525788828
P_F3_target_functional,continuous_joint_utility,prior,5,1.0,30,34,0,510508.8190569983
P_F3_target_functional,continuous_joint_utility,prior,6,1.0,30,34,0,508399.2381579895
P_F3_target_functional,continuous_joint_utility,prior,7,10.0,30,34,0,510220.0177318413
P_F3_target_functional,continuous_joint_utility,prior,8,10.0,30,34,0,523086.1109298144
P_F3_target_functional,continuous_joint_utility,prior,9,10.0,30,34,0,503793.2825908249
P_F3_target_functional,continuous_joint_utility,full,1,1.0,47,52,0,2821374.8736650366
P_F3_target_functional,continuous_joint_utility,full,2,1.0,47,52,0,2815005.4597445745
P_F3_target_functional,continuous_joint_utility,full,3,1.0,47,52,0,2776287.122036646
P_F3_target_functional,continuous_joint_utility,full,4,1.0,47,52,0,2806157.3844862226
P_F3_target_functional,continuous_joint_utility,full,5,1.0,47,52,0,3191550.274764804
P_F3_target_functional,continuous_joint_utility,full,6,1.0,47,52,0,2931405.6721324
P_F3_target_functional,continuous_joint_utility,full,7,1.0,47,52,0,2845852.8425864098
P_F3_target_functional,continuous_joint_utility,full,8,1.0,47,52,0,2725890.4394414737
P_F3_target_functional,continuous_joint_utility,full,9,1.0,47,52,0,2778649.278349647
P_F3_target_functional,bAcc,prior,1,10.0,30,34,0,512838.92549464514
P_F3_target_functional,bAcc,prior,2,1.0,30,34,0,508318.9514238774
P_F3_target_functional,bAcc,prior,3,1.0,30,34,0,534085.0206104557
P_F3_target_functional,bAcc,prior,4,10.0,30,34,0,534758.5525788828
P_F3_target_functional,bAcc,prior,5,1.0,30,34,0,510508.8190569983
P_F3_target_functional,bAcc,prior,6,10.0,30,34,0,508399.2381579895
P_F3_target_functional,bAcc,prior,7,1.0,30,34,0,510220.0177318413
P_F3_target_functional,bAcc,prior,8,10.0,30,34,0,523086.1109298144
P_F3_target_functional,bAcc,prior,9,10.0,30,34,0,503793.2825908249
P_F3_target_functional,bAcc,full,1,10.0,47,52,0,2821374.8736650366
P_F3_target_functional,bAcc,full,2,10.0,47,52,0,2815005.4597445745
P_F3_target_functional,bAcc,full,3,10.0,47,52,0,2776287.122036646
P_F3_target_functional,bAcc,full,4,10.0,47,52,0,2806157.3844862226
P_F3_target_functional,bAcc,full,5,10.0,47,52,0,3191550.274764804
P_F3_target_functional,bAcc,full,6,10.0,47,52,0,2931405.6721324
P_F3_target_functional,bAcc,full,7,10.0,47,52,0,2845852.8425864098
P_F3_target_functional,bAcc,full,8,10.0,47,52,0,2725890.4394414737
P_F3_target_functional,bAcc,full,9,10.0,47,52,0,2778649.278349647
P_F3_target_functional,negNLL,prior,1,10.0,30,34,0,512838.92549464514
P_F3_target_functional,negNLL,prior,2,10.0,30,34,0,508318.9514238774
P_F3_target_functional,negNLL,prior,3,1.0,30,34,0,534085.0206104557
P_F3_target_functional,negNLL,prior,4,1.0,30,34,0,534758.5525788828
P_F3_target_functional,negNLL,prior,5,1.0,30,34,0,510508.8190569983
P_F3_target_functional,negNLL,prior,6,1.0,30,34,0,508399.2381579895
P_F3_target_functional,negNLL,prior,7,10.0,30,34,0,510220.0177318413
P_F3_target_functional,negNLL,prior,8,10.0,30,34,0,523086.1109298144
P_F3_target_functional,negNLL,prior,9,10.0,30,34,0,503793.2825908249
P_F3_target_functional,negNLL,full,1,0.1,47,52,0,2821374.8736650366
P_F3_target_functional,negNLL,full,2,0.1,47,52,0,2815005.4597445745
P_F3_target_functional,negNLL,full,3,0.1,47,52,0,2776287.122036646
P_F3_target_functional,negNLL,full,4,0.1,47,52,0,2806157.3844862226
P_F3_target_functional,negNLL,full,5,1.0,47,52,0,3191550.274764804
P_F3_target_functional,negNLL,full,6,0.1,47,52,0,2931405.6721324
P_F3_target_functional,negNLL,full,7,0.1,47,52,0,2845852.8425864098
P_F3_target_functional,negNLL,full,8,0.1,47,52,0,2725890.4394414737
P_F3_target_functional,negNLL,full,9,0.1,47,52,0,2778649.278349647
P_F3_target_functional,negECE,prior,1,1.0,30,34,0,512838.92549464514
P_F3_target_functional,negECE,prior,2,10.0,30,34,0,508318.9514238774
P_F3_target_functional,negECE,prior,3,1.0,30,34,0,534085.0206104557
P_F3_target_functional,negECE,prior,4,1.0,30,34,0,534758.5525788828
P_F3_target_functional,negECE,prior,5,1.0,30,34,0,510508.8190569983
P_F3_target_functional,negECE,prior,6,1.0,30,34,0,508399.2381579895
P_F3_target_functional,negECE,prior,7,1.0,30,34,0,510220.0177318413
P_F3_target_functional,negECE,prior,8,1.0,30,34,0,523086.1109298144
P_F3_target_functional,negECE,prior,9,10.0,30,34,0,503793.2825908249
P_F3_target_functional,negECE,full,1,0.1,47,52,0,2821374.8736650366
P_F3_target_functional,negECE,full,2,0.1,47,52,0,2815005.4597445745
P_F3_target_functional,negECE,full,3,0.1,47,52,0,2776287.122036646
P_F3_target_functional,negECE,full,4,1.0,47,52,0,2806157.3844862226
P_F3_target_functional,negECE,full,5,0.1,47,52,0,3191550.274764804
P_F3_target_functional,negECE,full,6,0.1,47,52,0,2931405.6721324
P_F3_target_functional,negECE,full,7,0.1,47,52,0,2845852.8425864098
P_F3_target_functional,negECE,full,8,0.1,47,52,0,2725890.4394414737
P_F3_target_functional,negECE,full,9,0.1,47,52,0,2778649.278349647
P_F3_target_functional,primary_joint_good,prior,1,10.0,30,34,0,512838.92549464514
P_F3_target_functional,primary_joint_good,prior,2,10.0,30,34,0,508318.9514238774
P_F3_target_functional,primary_joint_good,prior,3,1.0,30,34,0,534085.0206104557
P_F3_target_functional,primary_joint_good,prior,4,1.0,30,34,0,534758.5525788828
P_F3_target_functional,primary_joint_good,prior,5,10.0,30,34,0,510508.8190569983
P_F3_target_functional,primary_joint_good,prior,6,10.0,30,34,0,508399.2381579895
P_F3_target_functional,primary_joint_good,prior,7,10.0,30,34,0,510220.0177318413
P_F3_target_functional,primary_joint_good,prior,8,10.0,30,34,0,523086.1109298144
P_F3_target_functional,primary_joint_good,prior,9,10.0,30,34,0,503793.2825908249
P_F3_target_functional,primary_joint_good,full,1,10.0,47,52,0,2821374.8736650366
P_F3_target_functional,primary_joint_good,full,2,10.0,47,52,0,2815005.4597445745
P_F3_target_functional,primary_joint_good,full,3,1.0,47,52,0,2776287.122036646
P_F3_target_functional,primary_joint_good,full,4,10.0,47,52,0,2806157.3844862226
P_F3_target_functional,primary_joint_good,full,5,10.0,47,52,0,3191550.274764804
P_F3_target_functional,primary_joint_good,full,6,1.0,47,52,0,2931405.6721324
P_F3_target_functional,primary_joint_good,full,7,10.0,47,52,0,2845852.8425864098
P_F3_target_functional,primary_joint_good,full,8,1.0,47,52,0,2725890.4394414737
P_F3_target_functional,primary_joint_good,full,9,1.0,47,52,0,2778649.278349647
P_F3_target_functional,unexplained_candidate_specific_residual,prior,1,100.0,30,34,0,512838.92549464514
P_F3_target_functional,unexplained_candidate_specific_residual,prior,2,100.0,30,34,0,508318.9514238774
P_F3_target_functional,unexplained_candidate_specific_residual,prior,3,100.0,30,34,0,534085.0206104557
P_F3_target_functional,unexplained_candidate_specific_residual,prior,4,100.0,30,34,0,534758.5525788828
P_F3_target_functional,unexplained_candidate_specific_residual,prior,5,100.0,30,34,0,510508.8190569983
P_F3_target_functional,unexplained_candidate_specific_residual,prior,6,100.0,30,34,0,508399.2381579895
P_F3_target_functional,unexplained_candidate_specific_residual,prior,7,100.0,30,34,0,510220.0177318413
P_F3_target_functional,unexplained_candidate_specific_residual,prior,8,100.0,30,34,0,523086.1109298144
P_F3_target_functional,unexplained_candidate_specific_residual,prior,9,100.0,30,34,0,503793.2825908249
P_F3_target_functional,unexplained_candidate_specific_residual,full,1,100.0,47,52,0,2821374.8736650366
P_F3_target_functional,unexplained_candidate_specific_residual,full,2,100.0,47,52,0,2815005.4597445745
P_F3_target_functional,unexplained_candidate_specific_residual,full,3,100.0,47,52,0,2776287.122036646
P_F3_target_functional,unexplained_candidate_specific_residual,full,4,100.0,47,52,0,2806157.3844862226
P_F3_target_functional,unexplained_candidate_specific_residual,full,5,100.0,47,52,0,3191550.274764804
P_F3_target_functional,unexplained_candidate_specific_residual,full,6,100.0,47,52,0,2931405.6721324
P_F3_target_functional,unexplained_candidate_specific_residual,full,7,100.0,47,52,0,2845852.8425864098
P_F3_target_functional,unexplained_candidate_specific_residual,full,8,100.0,47,52,0,2725890.4394414737
P_F3_target_functional,unexplained_candidate_specific_residual,full,9,100.0,47,52,0,2778649.278349647
P_F4_target_architecture,continuous_joint_utility,prior,1,1.0,47,52,0,2821374.8736650366
P_F4_target_architecture,continuous_joint_utility,prior,2,1.0,47,52,0,2815005.4597445745
P_F4_target_architecture,continuous_joint_utility,prior,3,1.0,47,52,0,2776287.122036646
P_F4_target_architecture,continuous_joint_utility,prior,4,1.0,47,52,0,2806157.3844862226
P_F4_target_architecture,continuous_joint_utility,prior,5,1.0,47,52,0,3191550.274764804
P_F4_target_architecture,continuous_joint_utility,prior,6,1.0,47,52,0,2931405.6721324
P_F4_target_architecture,continuous_joint_utility,prior,7,1.0,47,52,0,2845852.8425864098
P_F4_target_architecture,continuous_joint_utility,prior,8,1.0,47,52,0,2725890.4394414737
P_F4_target_architecture,continuous_joint_utility,prior,9,1.0,47,52,0,2778649.278349647
P_F4_target_architecture,continuous_joint_utility,full,1,10.0,82,87,0,22640012.630292684
P_F4_target_architecture,continuous_joint_utility,full,2,1.0,82,87,0,23620476.022270568
