path,sha256,size_bytes,row_count,raw_trial_cache
oaci/reports/c75_tables/cross_fitted_incremental_relevance.csv,0c5b8c0db1063c71eecdb613544c7e7de6ca543a799c3dd91881848e35c0c734,8913,30,0
oaci/reports/c75_tables/execution_attempt_ledger.csv,19ccd65ecddb120cb61fd978a4a70cc2b569f80e25fc8924a37c04b81fa79e9e,1179,10,0
oaci/reports/c75_tables/factorization_invariance_catalog.csv,df140ba155e5bfb23670808d2ad3154e56270b629417fa2abae0a5c3601df34b,709,8,0
oaci/reports/c75_tables/factorization_status_ledger.csv,85e2fd83b3e544f7f7875545bf1ea1ed8d46bfcefc84a1f3522dd7badf6f5242,469,8,0
oaci/reports/c75_tables/failure_reason_ledger.csv,e163c2bb91c9141d88865c1801470db570d72b6922a7e1cc62b10694688a682f,146,1,0
oaci/reports/c75_tables/feature_availability_ledger.csv,c2aecf6bb03e3452fe9f927696a3e98bd0c09b043e84ea4d7a27adca9eb71fde,329,6,0
oaci/reports/c75_tables/feature_block_registry.csv,ff9d5e27cc2aa00d29ed2bb4af920ebcedbe3b8d86418b93890e2cd72426a0d2,2232,6,0
oaci/reports/c75_tables/feature_scaling_audit.csv,703a6e7fee4225872613984abed31890eedc27145023279d02f5a1bf5e7c82f9,1089,10,0
oaci/reports/c75_tables/leave_target_out_relevance.csv,c29667f00825ae94a96495993aa193f0011885571564819bc3474e241994b80e,34396,270,0
oaci/reports/c75_tables/leave_trajectory_out_relevance.csv,2384e38e0be6687b9a9bdbc7841bbcf70ee031f28a292236edbdfb7f87dd9b47,254710,1800,0
oaci/reports/c75_tables/max_stat_null_distribution.csv,625d3f803c4687845d554fce9c6d7bb5a89487b76794c4ec178fbf8205d05b9e,13282,499,0
oaci/reports/c75_tables/nested_block_nulls.csv,a0e4c36fd909d63657d7a756f79bb08ac282eeab0be59c1911cbe18bcfc426d3,9537,30,0
oaci/reports/c75_tables/nested_crossfit_fold_audit.csv,f4b4da9c64a7ba95fc1719c382b4a875bc38e7584d707f8909c6608f0e17f0af,43370,540,0
oaci/reports/c75_tables/outcome_registry.csv,112f32d307f8f59eee19bb2ee2e22470b060f2fa22ca849292fc1d0c15cb7021,625,6,0
oaci/reports/c75_tables/projection_construct_validity.csv,b04d5730c8da84d032c58a66f3b6b513deba09867176dfe93e8e089ba10475d1,409,1,0
oaci/reports/c75_tables/projection_incremental_prediction.csv,74ec9cfcb629fd40f5f905294132331def32bd1db28d2cd595fc992992862ab2,2090,6,0
oaci/reports/c75_tables/projection_null_calibration.csv,f9700d6ae0340e5108405910c3c9ff2181bb324769448d5061845a371e57aa6c,2169,6,0
oaci/reports/c75_tables/projection_split_stability.csv,f6a47f4fc7844df919f5fb8e2129e564b299c33ca6855e684cf4c8bfc0c3ec2e,2254,36,0
oaci/reports/c75_tables/projection_variance_bootstrap.csv,1919c9e3975f2c2515e1486b9d30d4be943c0dcc2b55336f1f06c83687c9f611,485,3,0
oaci/reports/c75_tables/projection_variance_by_target_class.csv,976ac642830d72852cd730841ebe5cbee6640a14919d7e19fd7c8c525f533854,5538,36,0
oaci/reports/c75_tables/projection_variance_estimand.csv,348b342c0d90f7f7af4bd1e96462c5e53d58525141ebefefe51bd3bb626f587d,466,6,0
oaci/reports/c75_tables/red_team_checks.csv,7c8715817339370ffe4b8ef24e82a4a88f4550ff8634f9a68f3fc02e7db6fe97,3856,32,0
oaci/reports/c75_tables/redundancy_model_specification_audit.csv,77f869072c635244397d1b54d7fe4072c3231ec5d883c6382c8ba5cc19cf46c6,1915,28,0
oaci/reports/c75_tables/representation_conditional_observability.csv,f4fd0da3f9ec03f082fb3648c3aa0d72c6a38a256360d024714f9a5e0e0f3f58,481,2,0
oaci/reports/c75_tables/risk_register.csv,5a9269f04d2784f3b2c573154213d3ae27c676cfac175079690bac444e217362,1702,19,0
oaci/reports/c75_tables/strict_source_representation_adversary.csv,a4d31eee6306687bcb417442cb022530b3160d4dc288f3f33f14778d2baec181,244,1,0
oaci/reports/c75_tables/synthetic_construct_validity.csv,89573f85e497147482fc875e1f704cc3d5cc080d8e0698594332b6a20e75128c,94044,1500,0
oaci/reports/c75_tables/synthetic_false_positive_control.csv,b01b33f911012e1119b8b559e55c821e4bfcf1175b986ca465fcb7e02daff867,300,3,0
oaci/reports/c75_tables/synthetic_reparameterization_audit.csv,905135e7713a767d6a21ce99da195b34eb54f35c4620776aae57ae5d9323fc09,713,4,0
oaci/reports/c75_tables/t3_ho_decision.csv,6632805c636dc21096457834406aa38db31d034c131816872999fa491fd70666,214,1,0
oaci/reports/c75_tables/t3_qualification_decision.csv,4dc394703a4d9b7046fa664ba49efd4896234c95f6507db703603ea1841ad30e,2453,16,0
oaci/reports/c75_tables/t3_qualification_gates.csv,01bfeab075e050af9e63ad372af6bd4861b3d948b453f204f7af3414a0c10981,1285,14,0
oaci/OACI_CODEX_HANDOFF.md,8852bca045bf1cd16c59e4983bea6bae9b508e61093320069ca781ae5b235626,20117,0,0
oaci/conditioned_ceiling_coverage/c75_data.py,902a16219858f28091badaa731d57fba5978dd43b047fec67306a09a3e31c7e0,26913,0,0
oaci/conditioned_ceiling_coverage/c75_finalize.py,db176690e98bef463c17cfa091b01c184c28f7e5785d29cf32eb254b562326d9,20346,0,0
oaci/conditioned_ceiling_coverage/c75_modeling.py,6c02474759822cfeca893262ee4e71f993d8782be14b575f052db1956989660a,12569,0,0
oaci/conditioned_ceiling_coverage/c75_projection.py,aedcfe7f44ee8bd28e8e1f996a7f2689b55e6f0597f32cee33357cb86a848866,12444,0,0
oaci/conditioned_ceiling_coverage/c75_representation_construct_validity.py,55e3fc158793924b3446d82cc83655b9a11cc1bf09eb2d55d6eee2776b1b8c20,38172,0,0
oaci/conditioned_ceiling_coverage/c75_red_team.py,da52414a8f6c0e77a3647b5c4f167b54677235a0e520251939d72b59d7d96c0c,21372,0,0
oaci/conditioned_ceiling_coverage/synthetic_factorization_generator.py,72bce1738c4c73e7f4008b8762615462058b21578519f69247cb9d8e234650d3,5789,0,0
oaci/slurm_c75_analyze.sh,754c6e7101a7108dc0e137e576f501de470bb007a88a64629d4d9b44ba1ffd78,1014,0,0
oaci/slurm_c75_extract.sh,6dc8f20bcb87be8d6a2e4e3b5c4f607eb1f638add11ef63a693929c7b42e8fc5,950,0,0
oaci/slurm_c75_finalize.sh,6222f886934da6509903c99c4d6ee32d80b20a10f1bd26d6d13a4cdd0a323c89,819,0,0
oaci/slurm_c75_red_team.sh,d463fcb45e485eb05cdb4450aa00a8c9b688fd8f02714776ba2f23245a23b35d,820,0,0
oaci/slurm_c75_regression.sh,b2de02da2484b59d7931a2bb8a28f5f583de33224b16a218166b2e5ec1e00921,1269,0,0
oaci/tests/test_c75_representation_construct_validity.py,de145740c44ec1cf5f5190fc6a5417399119bafd976bba83d150b4282c8ed1cc,10251,0,0
