dataset,target_subject,token_seed,thr,shift_a0.5,shift_a1.0,shift_a1.5,shift_a2.0,alpha_star
BNCI2014_001,4,20260727,1.5454,0.9847,1.939,2.8488,3.7012,1.0
BNCI2014_001,4,20260728,1.5454,1.0213,2.0685,3.1191,4.1504,1.0
BNCI2014_001,5,0,0.2,0.1256,0.2519,0.3789,0.5066,1.0
BNCI2014_001,5,20260721,0.2,0.0966,0.1924,0.2874,0.3813,1.5
BNCI2014_001,5,20260722,0.2,0.0859,0.1733,0.2621,0.3521,1.5
BNCI2014_001,5,20260723,0.2,0.0986,0.1977,0.2974,0.3974,1.5
BNCI2014_001,5,20260724,0.2,0.1407,0.2814,0.422,0.5622,1.0
BNCI2014_001,5,20260725,0.2,0.0857,0.1709,0.2556,0.3397,1.5
BNCI2014_001,5,20260726,0.2,0.0699,0.1411,0.2135,0.287,1.5
BNCI2014_001,5,20260727,0.2,0.106,0.2109,0.3143,0.4163,1.0
BNCI2014_001,5,20260728,0.2,0.0753,0.1519,0.2298,0.3087,1.5
BNCI2014_001,6,0,0.2201,0.1006,0.2021,0.3045,0.4077,1.5
BNCI2014_001,6,20260721,0.2201,0.1369,0.2713,0.403,0.532,1.0
BNCI2014_001,6,20260722,0.2201,0.1438,0.2847,0.4223,0.556,1.0
BNCI2014_001,6,20260723,0.2201,0.141,0.2755,0.4033,0.5241,1.0
BNCI2014_001,6,20260724,0.2201,0.0436,0.0885,0.1344,0.1813,2.0
BNCI2014_001,6,20260725,0.2201,0.1876,0.375,0.5621,0.749,1.0
BNCI2014_001,6,20260726,0.2201,0.1189,0.2385,0.3583,0.4776,1.0
BNCI2014_001,6,20260727,0.2201,0.1517,0.3002,0.4454,0.5872,1.0
BNCI2014_001,6,20260728,0.2201,0.1407,0.2817,0.4229,0.5644,1.0
BNCI2014_001,7,0,0.7771,0.5131,1.0257,1.5355,2.04,1.0
BNCI2014_001,7,20260721,0.7771,0.3958,0.7701,1.1205,1.4446,1.5
BNCI2014_001,7,20260722,0.7771,0.2444,0.5033,0.7782,1.0713,1.5
BNCI2014_001,7,20260723,0.7771,0.4581,0.8713,1.2376,1.5563,1.0
BNCI2014_001,7,20260724,0.7771,0.4531,0.9071,1.3579,1.8019,1.0
BNCI2014_001,7,20260725,0.7771,0.291,0.5744,0.8496,1.1162,1.5
BNCI2014_001,7,20260726,0.7771,0.3992,0.8061,1.2173,1.6294,1.0
BNCI2014_001,7,20260727,0.7771,0.2311,0.4602,0.6862,0.9078,2.0
BNCI2014_001,7,20260728,0.7771,0.3927,0.8015,1.2223,1.6515,1.0
BNCI2014_001,8,0,0.2,0.1001,0.2027,0.3079,0.4155,1.0
BNCI2014_001,8,20260721,0.2,0.1284,0.2554,0.3808,0.5043,1.0
BNCI2014_001,8,20260722,0.2,0.1267,0.2521,0.3758,0.4971,1.0
BNCI2014_001,8,20260723,0.2,0.1253,0.2479,0.3673,0.483,1.0
BNCI2014_001,8,20260724,0.2,0.1294,0.261,0.3947,0.53,1.0
BNCI2014_001,8,20260725,0.2,0.0885,0.1746,0.2582,0.339,1.5
BNCI2014_001,8,20260726,0.2,0.0845,0.1686,0.2525,0.3362,1.5
BNCI2014_001,8,20260727,0.2,0.1118,0.2211,0.3273,0.4299,1.0
BNCI2014_001,8,20260728,0.2,0.115,0.2329,0.3535,0.4761,1.0
BNCI2014_001,9,0,0.321,0.1637,0.3273,0.4908,0.6539,1.0
BNCI2014_001,9,20260721,0.321,0.163,0.3289,0.4973,0.6674,1.0
BNCI2014_001,9,20260722,0.321,0.1963,0.3868,0.5706,0.7471,1.0
BNCI2014_001,9,20260723,0.321,0.1637,0.3267,0.4882,0.6475,1.0
BNCI2014_001,9,20260724,0.321,0.0449,0.0953,0.1511,0.2122,2.0
BNCI2014_001,9,20260725,0.321,0.1927,0.3753,0.5473,0.7078,1.0
BNCI2014_001,9,20260726,0.321,0.1274,0.2421,0.3438,0.4322,1.5
BNCI2014_001,9,20260727,0.321,0.1487,0.2949,0.4377,0.5763,1.5
BNCI2014_001,9,20260728,0.321,0.2313,0.4555,0.6716,0.879,1.0
BNCI2015_001,10,0,0.5426,0.2839,0.6935,1.2238,1.7869,1.0
BNCI2015_001,10,20260721,0.5426,0.18,0.2738,0.3079,0.3093,2.0
BNCI2015_001,10,20260722,0.5426,0.1672,0.3573,0.6059,0.8761,1.5
BNCI2015_001,10,20260723,0.5426,0.2276,0.3699,0.4482,0.4791,2.0
BNCI2015_001,10,20260724,0.5426,0.2108,0.4092,0.6165,0.8248,1.5
BNCI2015_001,10,20260725,0.5426,0.3686,0.6243,0.7572,0.7971,1.0
BNCI2015_001,10,20260726,0.5426,0.0363,0.026,0.0112,0.0022,2.0
BNCI2015_001,10,20260727,0.5426,0.4,0.9227,1.4987,2.0614,1.0
BNCI2015_001,10,20260728,0.5426,0.3348,0.799,1.3603,1.9499,1.0
BNCI2015_001,11,0,5.3539,2.5385,5.28,8.029,10.5992,1.5
BNCI2015_001,11,20260721,5.3539,2.7086,4.8383,6.2763,7.1739,1.5
BNCI2015_001,11,20260722,5.3539,2.8484,5.6199,8.0584,10.1371,1.0
BNCI2015_001,11,20260723,5.3539,2.0782,3.5028,4.0614,3.836,2.0
BNCI2015_001,11,20260724,5.3539,2.2286,3.9022,4.9273,5.4461,2.0
BNCI2015_001,11,20260725,5.3539,1.8689,3.0641,3.4728,3.1671,2.0
BNCI2015_001,11,20260726,5.3539,2.0252,3.6681,4.7488,5.3743,2.0
BNCI2015_001,11,20260727,5.3539,2.6024,5.0732,7.144,8.8104,1.5
BNCI2015_001,11,20260728,5.3539,3.3209,6.6587,9.8219,12.6489,1.0
BNCI2015_001,12,0,3.6324,1.8193,3.5984,5.1905,6.5286,1.5
BNCI2015_001,12,20260721,3.6324,2.0303,3.3935,4.2843,4.9931,1.5
BNCI2015_001,12,20260722,3.6324,2.2129,4.2342,6.0128,7.6257,1.0
BNCI2015_001,12,20260723,3.6324,1.3872,2.2397,2.7036,2.8932,2.0
BNCI2015_001,12,20260724,3.6324,2.4098,4.4121,5.8744,6.8774,1.0
BNCI2015_001,12,20260725,3.6324,1.6827,2.799,3.4296,3.639,2.0
BNCI2015_001,12,20260726,3.6324,2.3101,3.5564,3.7749,3.4315,1.5
BNCI2015_001,12,20260727,3.6324,1.7658,3.9302,6.2863,8.6952,1.0
BNCI2015_001,12,20260728,3.6324,1.9423,3.5575,4.7971,5.6889,1.5
BNCI2015_001,1,0,0.2,0.095,0.1808,0.2578,0.3262,1.5
BNCI2015_001,1,20260721,0.2,0.0975,0.2048,0.3219,0.4485,1.0
BNCI2015_001,1,20260722,0.2,0.1209,0.2479,0.3808,0.5194,1.0
BNCI2015_001,1,20260723,0.2,0.1087,0.2239,0.3454,0.4733,1.0
BNCI2015_001,1,20260724,0.2,0.1007,0.2017,0.3034,0.4058,1.0
BNCI2015_001,1,20260725,0.2,0.1046,0.2249,0.3611,0.5131,1.0
BNCI2015_001,1,20260726,0.2,0.0949,0.1949,0.3,0.4103,1.5
BNCI2015_001,1,20260727,0.2,0.0926,0.1823,0.2693,0.3541,1.5
BNCI2015_001,1,20260728,0.2,0.0911,0.1783,0.2616,0.3413,1.5
BNCI2015_001,2,0,0.2,0.097,0.2153,0.3571,0.5237,1.0
BNCI2015_001,2,20260721,0.2,0.1044,0.1923,0.2678,0.3353,1.5
BNCI2015_001,2,20260722,0.2,0.1039,0.1792,0.2299,0.26,1.5
BNCI2015_001,2,20260723,0.2,0.1005,0.179,0.2377,0.2791,1.5
BNCI2015_001,2,20260724,0.2,0.1063,0.2106,0.3175,0.4308,1.0
BNCI2015_001,2,20260725,0.2,0.1005,0.191,0.2739,0.3518,1.5
BNCI2015_001,2,20260726,0.2,0.1008,0.1937,0.2819,0.3682,1.5
BNCI2015_001,2,20260727,0.2,0.1094,0.2368,0.3841,0.5527,1.0
BNCI2015_001,2,20260728,0.2,0.0956,0.2124,0.3533,0.5201,1.0
BNCI2015_001,3,0,0.8078,0.3896,0.9221,1.5642,2.268,1.0
BNCI2015_001,3,20260721,0.8078,0.4329,0.7791,1.0673,1.3185,1.5
BNCI2015_001,3,20260722,0.8078,0.4599,0.9152,1.3541,1.7737,1.0
BNCI2015_001,3,20260723,0.8078,0.5095,0.9319,1.2685,1.5337,1.0
BNCI2015_001,3,20260724,0.8078,0.2576,0.4659,0.6647,0.8718,2.0
BNCI2015_001,3,20260725,0.8078,0.39,0.7021,0.9554,1.1716,1.5
BNCI2015_001,3,20260726,0.8078,0.5023,0.7681,0.8654,0.8819,1.5
BNCI2015_001,3,20260727,0.8078,0.5204,1.0589,1.5813,2.0705,1.0
BNCI2015_001,3,20260728,0.8078,0.5268,1.0823,1.645,2.1915,1.0
BNCI2015_001,4,0,0.4236,0.2013,0.4246,0.6665,0.9211,1.0
BNCI2015_001,4,20260721,0.4236,0.1997,0.4099,0.6359,0.8757,1.5
BNCI2015_001,4,20260722,0.4236,0.1986,0.4206,0.6643,0.9226,1.5
BNCI2015_001,4,20260723,0.4236,0.2116,0.4368,0.6776,0.9303,1.0
BNCI2015_001,4,20260724,0.4236,0.1921,0.3131,0.3778,0.4021,2.0
BNCI2015_001,4,20260725,0.4236,0.244,0.4968,0.7533,1.0074,1.0
BNCI2015_001,4,20260726,0.4236,0.1931,0.3069,0.3637,0.3843,2.0
BNCI2015_001,4,20260727,0.4236,0.1863,0.3547,0.5102,0.6558,1.5
BNCI2015_001,4,20260728,0.4236,0.1492,0.2836,0.4174,0.5588,2.0
BNCI2015_001,5,0,0.6372,0.3984,0.8184,1.2417,1.6534,1.0
BNCI2015_001,5,20260721,0.6372,0.1867,0.3529,0.5218,0.6938,2.0
BNCI2015_001,5,20260722,0.6372,0.2699,0.4958,0.6958,0.8818,1.5
BNCI2015_001,5,20260723,0.6372,0.2728,0.5338,0.7919,1.0467,1.5
BNCI2015_001,5,20260724,0.6372,0.2382,0.454,0.665,0.8644,1.5
BNCI2015_001,5,20260725,0.6372,0.39,0.8057,1.2301,1.6506,1.0
BNCI2015_001,5,20260726,0.6372,0.3256,0.5829,0.7951,0.9864,1.5
BNCI2015_001,5,20260727,0.6372,0.2533,0.5662,0.9343,1.3348,1.5
BNCI2015_001,5,20260728,0.6372,0.2068,0.484,0.8458,1.27,1.5
BNCI2015_001,6,0,1.1581,0.6627,1.3171,1.9489,2.5573,1.0
BNCI2015_001,6,20260721,1.1581,0.2809,0.3451,0.3017,0.231,2.0
BNCI2015_001,6,20260722,1.1581,0.5901,1.1097,1.5515,1.9181,1.5
BNCI2015_001,6,20260723,1.1581,0.3746,0.5559,0.6069,0.589,2.0
BNCI2015_001,6,20260724,1.1581,0.6468,1.3185,1.9943,2.6644,1.0
BNCI2015_001,6,20260725,1.1581,0.683,1.3936,2.1048,2.8027,1.0
BNCI2015_001,6,20260726,1.1581,0.6793,1.1581,1.451,1.5963,1.0
BNCI2015_001,6,20260727,1.1581,0.6296,1.4059,2.2831,3.2175,1.0
BNCI2015_001,6,20260728,1.1581,0.3967,0.772,1.1412,1.5143,2.0
BNCI2015_001,7,0,0.729,0.422,0.7787,1.0839,1.3549,1.0
BNCI2015_001,7,20260721,0.729,0.3363,0.6302,0.888,1.1123,1.5
BNCI2015_001,7,20260722,0.729,0.4407,0.6427,0.7009,0.6986,2.0
BNCI2015_001,7,20260723,0.729,0.2762,0.5064,0.7196,0.9205,2.0
BNCI2015_001,7,20260724,0.729,0.3867,0.8279,1.3113,1.7915,1.0
BNCI2015_001,7,20260725,0.729,0.5339,1.1142,1.6976,2.2604,1.0
BNCI2015_001,7,20260726,0.729,0.1897,0.224,0.1999,0.1685,2.0
BNCI2015_001,7,20260727,0.729,0.3699,0.5968,0.7082,0.7414,2.0
BNCI2015_001,7,20260728,0.729,0.3118,0.6919,1.1692,1.7054,1.5
BNCI2015_001,8,0,0.2917,0.1578,0.3115,0.4613,0.6081,1.0
BNCI2015_001,8,20260721,0.2917,0.1214,0.2024,0.2512,0.2761,2.0
BNCI2015_001,8,20260722,0.2917,0.1709,0.3242,0.4601,0.5799,1.0
BNCI2015_001,8,20260723,0.2917,0.1631,0.288,0.3787,0.4402,1.5
BNCI2015_001,8,20260724,0.2917,0.1839,0.3443,0.4833,0.6044,1.0
BNCI2015_001,8,20260725,0.2917,0.1589,0.2773,0.3595,0.411,1.5
BNCI2015_001,8,20260726,0.2917,0.1753,0.3221,0.4417,0.5361,1.0
BNCI2015_001,8,20260727,0.2917,0.1275,0.2686,0.4241,0.5936,1.5
BNCI2015_001,8,20260728,0.2917,0.1159,0.2606,0.4347,0.6366,1.5
BNCI2015_001,9,0,1.2353,0.4962,0.8913,1.2117,1.4823,2.0
BNCI2015_001,9,20260721,1.2353,0.333,0.5762,0.7939,1.0322,2.0
BNCI2015_001,9,20260722,1.2353,0.6731,1.2422,1.6988,2.0598,1.0
BNCI2015_001,9,20260723,1.2353,0.5611,0.8679,0.9698,0.9376,2.0
BNCI2015_001,9,20260724,1.2353,0.5545,1.165,1.803,2.4466,1.5
BNCI2015_001,9,20260725,1.2353,0.5433,0.8955,1.0777,1.1242,2.0
BNCI2015_001,9,20260726,1.2353,0.8457,1.6257,2.3012,2.8609,1.0
BNCI2015_001,9,20260727,1.2353,0.6547,1.2044,1.6448,1.9885,1.5
BNCI2015_001,9,20260728,1.2353,0.6196,0.9768,1.1195,1.1175,2.0
