dataset,target_subject,token_seed,is_confirm4f,alpha,is_alpha_star,k,lam,bacc_orig,bacc_injected,induced_harm,E0_recovery,E4_inj_bacc,E4_cln_bacc,E4_raw_rec,E4_netted_rec,E1_inj_bacc,E1_cln_bacc,E1_raw_rec,E1_netted_rec,E2_netted_rec,E3_inj_bacc,E3_cln_bacc,E3_raw_rec,E3_netted_rec,ERASE_inj_bacc,ERASE_cln_bacc,ERASE_raw_rec,ERASE_netted_rec
BNCI2014_001,1,20260722,True,1.5,False,2,0.5,0.4045,0.2517,0.1528,1.0,0.3299,0.4201,0.5114,0.4091,0.2812,0.4062,0.1932,0.1818,0.3523,0.2552,0.4045,0.0227,0.0227,0.3194,0.3299,0.4432,0.9318
BNCI2014_001,1,20260722,True,2.0,False,2,0.5,0.4045,0.2222,0.1823,1.0,0.2986,0.4201,0.419,0.3333,0.2517,0.4028,0.1619,0.1714,0.4762,0.224,0.4062,0.0095,0.0,0.3021,0.3212,0.4381,0.8952
BNCI2014_001,1,20260723,True,0.5,False,1,1.0,0.4045,0.4201,-0.0156,1.0,0.4392,0.4392,-1.2222,1.0,0.4028,0.3906,1.1111,0.2222,0.6667,0.4253,0.4167,-0.3333,0.4444,0.4583,0.4479,-2.4444,0.3333
BNCI2014_001,1,20260723,True,1.0,False,1,1.0,0.4045,0.3854,0.0191,1.0,0.4392,0.4392,2.8182,1.0,0.3837,0.4149,-0.0909,-0.6364,-0.0909,0.3958,0.4045,0.5455,0.5455,0.3767,0.3906,-0.4545,0.2727
BNCI2014_001,1,20260723,True,1.5,True,1,1.0,0.4045,0.3628,0.0417,1.0,0.4392,0.4392,1.8333,1.0,0.3663,0.4201,0.0833,-0.2917,0.1667,0.3646,0.4097,0.0417,-0.0833,0.3594,0.3906,-0.0833,0.25
BNCI2014_001,1,20260723,True,2.0,False,1,1.0,0.4045,0.3455,0.059,1.0,0.4392,0.4392,1.5882,1.0,0.3472,0.4201,0.0294,-0.2353,0.1471,0.3472,0.401,0.0294,0.0882,0.3385,0.3924,-0.1176,0.0882
BNCI2014_001,1,20260724,True,0.5,False,2,0.5,0.4045,0.4427,-0.0382,1.0,0.4653,0.4201,-0.5909,-0.1818,0.4479,0.4149,-0.1364,0.1364,0.0455,0.4444,0.4045,-0.0455,-0.0455,0.3958,0.3906,1.2273,0.8636
BNCI2014_001,1,20260724,True,1.0,False,2,0.5,0.4045,0.4062,-0.0017,1.0,0.4757,0.4201,-40.0,-31.0,0.4635,0.4271,-33.0,-20.0,-21.0,0.4097,0.4045,-2.0,-2.0,0.3385,0.3542,39.0,10.0
BNCI2014_001,1,20260724,True,1.5,False,2,0.5,0.4045,0.3924,0.0122,1.0,0.4514,0.4201,4.8571,3.5714,0.4462,0.4201,4.4286,3.1429,2.8571,0.4028,0.4028,0.8571,1.0,0.342,0.3351,-4.1429,1.5714
BNCI2014_001,1,20260724,True,2.0,True,2,0.5,0.4045,0.3733,0.0312,1.0,0.4184,0.4201,1.4444,0.9444,0.4184,0.4149,1.4444,1.1111,1.0,0.3976,0.4045,0.7778,0.7778,0.3576,0.3472,-0.5,1.3333
BNCI2014_001,1,20260725,True,0.5,False,4,1.0,0.4045,0.4045,0.0,,0.4392,0.4392,,,0.4149,0.4323,,,,0.4097,0.4062,,,0.3351,0.3368,,
BNCI2014_001,1,20260725,True,1.0,False,4,1.0,0.4045,0.3733,0.0312,1.0,0.4392,0.4392,2.1111,1.0,0.3854,0.434,0.3889,-0.5556,-0.7222,0.3785,0.401,0.1667,0.2778,0.3177,0.3368,-1.7778,0.3889
BNCI2014_001,1,20260725,True,1.5,False,4,1.0,0.4045,0.3594,0.0451,1.0,0.4392,0.4392,1.7692,1.0,0.3542,0.4288,-0.1154,-0.6538,-0.2308,0.3628,0.4236,0.0769,-0.3462,0.3142,0.3368,-1.0,0.5
BNCI2014_001,1,20260725,True,2.0,True,4,1.0,0.4045,0.3507,0.0538,1.0,0.4392,0.4392,1.6452,1.0,0.3455,0.4288,-0.0968,-0.5484,0.0645,0.3559,0.4149,0.0968,-0.0968,0.3056,0.3368,-0.8387,0.4194
BNCI2014_001,1,20260726,True,0.5,False,4,1.0,0.4045,0.3542,0.0503,1.0,0.4392,0.4392,1.6897,1.0,0.434,0.4306,1.5862,1.069,0.7931,0.3628,0.4045,0.1724,0.1724,0.3906,0.4062,0.7241,0.6897
BNCI2014_001,1,20260726,True,1.0,True,4,1.0,0.4045,0.3021,0.1024,1.0,0.4392,0.4392,1.339,1.0,0.3958,0.4323,0.9153,0.6441,0.5254,0.3038,0.408,0.0169,-0.0169,0.3229,0.3924,0.2034,0.322
BNCI2014_001,1,20260726,True,1.5,False,4,1.0,0.4045,0.3021,0.1024,1.0,0.4392,0.4392,1.339,1.0,0.3872,0.4392,0.8305,0.4915,0.2542,0.3021,0.4062,0.0,-0.0169,0.2899,0.3854,-0.1186,0.0678
BNCI2014_001,1,20260726,True,2.0,False,4,1.0,0.4045,0.283,0.1215,1.0,0.4392,0.4392,1.2857,1.0,0.3837,0.4392,0.8286,0.5429,0.3143,0.2691,0.4115,-0.1143,-0.1714,0.2726,0.3646,-0.0857,0.2429
BNCI2014_001,1,20260727,True,0.5,False,4,0.5,0.4045,0.441,-0.0365,1.0,0.4531,0.4201,-0.3333,0.0952,0.4236,0.4115,0.4762,0.6667,0.5238,0.4427,0.4045,-0.0476,-0.0476,0.3872,0.4097,1.4762,1.619
BNCI2014_001,1,20260727,True,1.0,True,4,0.5,0.4045,0.3837,0.0208,1.0,0.4427,0.4201,2.8333,2.0833,0.3941,0.4167,0.5,-0.0833,0.0,0.3837,0.4062,0.0,-0.0833,0.342,0.4062,-2.0,-2.0833
BNCI2014_001,1,20260727,True,1.5,False,4,0.5,0.4045,0.3299,0.0747,1.0,0.4062,0.4201,1.0233,0.814,0.3507,0.4219,0.2791,0.0465,0.4419,0.3368,0.408,0.093,0.0465,0.3108,0.3941,-0.2558,-0.1163
BNCI2014_001,1,20260727,True,2.0,False,4,0.5,0.4045,0.2986,0.1059,1.0,0.3872,0.4201,0.8361,0.6885,0.3125,0.4253,0.1311,-0.0656,0.3934,0.2951,0.4045,-0.0328,-0.0328,0.2969,0.3906,-0.0164,0.1148
BNCI2014_001,1,20260728,True,0.5,False,1,0.5,0.4045,0.4358,-0.0313,1.0,0.4479,0.4201,-0.3889,0.1111,0.4288,0.4132,0.2222,0.5,0.5556,0.4306,0.4045,0.1667,0.1667,0.4531,0.4722,-0.5556,1.6111
BNCI2014_001,1,20260728,True,1.0,False,1,0.5,0.4045,0.3958,0.0087,1.0,0.4427,0.4201,5.4,3.6,0.4115,0.4236,1.8,-0.4,0.6,0.3958,0.4045,0.0,0.0,0.3524,0.4167,-5.0,-6.4
BNCI2014_001,1,20260728,True,1.5,True,1,0.5,0.4045,0.3594,0.0451,1.0,0.4219,0.4201,1.3846,1.0385,0.3837,0.4271,0.5385,0.0385,0.4615,0.3681,0.4062,0.1923,0.1538,0.3385,0.3698,-0.4615,0.3077
BNCI2014_001,1,20260728,True,2.0,False,1,0.5,0.4045,0.316,0.0885,1.0,0.3924,0.4201,0.8627,0.6863,0.3681,0.4253,0.5882,0.3529,0.8235,0.3177,0.4045,0.0196,0.0196,0.3385,0.3663,0.2549,0.6863
BNCI2014_001,2,0,False,0.5,False,1,1.0,0.283,0.2708,0.0122,1.0,0.2691,0.2691,-0.1429,1.0,0.2552,0.2674,-1.2857,0.0,0.4286,0.2674,0.2778,-0.2857,0.1429,0.2656,0.2795,-0.4286,-0.1429
BNCI2014_001,2,0,False,1.0,False,1,1.0,0.283,0.25,0.033,1.0,0.2691,0.2691,0.5789,1.0,0.2465,0.2483,-0.1053,0.9474,1.1053,0.2465,0.2795,-0.1053,-0.0,0.2517,0.2604,0.0526,0.7368
BNCI2014_001,2,0,False,1.5,True,1,1.0,0.283,0.2413,0.0417,1.0,0.2691,0.2691,0.6667,1.0,0.2413,0.25,0.0,0.7917,1.0833,0.2639,0.2691,0.5417,0.875,0.2431,0.2517,0.0417,0.7917
BNCI2014_001,2,0,False,2.0,False,1,1.0,0.283,0.2535,0.0295,1.0,0.2691,0.2691,0.5294,1.0,0.2483,0.25,-0.1765,0.9412,1.2353,0.2535,0.2812,0.0,0.0588,0.2292,0.2517,-0.8235,0.2353
BNCI2014_001,2,20260721,True,0.5,False,4,1.0,0.283,0.276,0.0069,1.0,0.2691,0.2691,-1.0,1.0,0.2778,0.2726,0.25,1.75,3.0,0.2656,0.2726,-1.5,-0.0,0.2795,0.2951,0.5,-1.25
BNCI2014_001,2,20260721,True,1.0,True,4,1.0,0.283,0.2674,0.0156,1.0,0.2691,0.2691,0.1111,1.0,0.2778,0.2778,0.6667,1.0,0.6667,0.2587,0.2812,-0.5556,-0.4444,0.2604,0.283,-0.4444,-0.4444
BNCI2014_001,2,20260721,True,1.5,False,4,1.0,0.283,0.2552,0.0278,1.0,0.2691,0.2691,0.5,1.0,0.2812,0.2778,0.9375,1.125,0.875,0.2639,0.2812,0.3125,0.375,0.2604,0.2917,0.1875,-0.125
BNCI2014_001,2,20260721,True,2.0,False,4,1.0,0.283,0.2587,0.0243,1.0,0.2691,0.2691,0.4286,1.0,0.2708,0.2813,0.5,0.5714,1.0714,0.2587,0.2726,0.0,0.4286,0.2517,0.2847,-0.2857,-0.3571
BNCI2014_001,2,20260722,True,0.5,False,4,1.0,0.283,0.283,0.0,,0.2691,0.2691,,,0.2934,0.2743,,,,0.283,0.276,,,0.2934,0.2986,,
BNCI2014_001,2,20260722,True,1.0,False,4,1.0,0.283,0.2865,-0.0035,1.0,0.2691,0.2691,5.0,1.0,0.3108,0.2726,-7.0,-10.0,-2.0,0.2847,0.2726,0.5,-2.5,0.2778,0.2934,2.5,5.5
BNCI2014_001,2,20260722,True,1.5,True,4,1.0,0.283,0.276,0.0069,1.0,0.2691,0.2691,-1.0,1.0,0.2899,0.283,2.0,2.0,1.75,0.2778,0.2778,0.25,1.0,0.2674,0.2951,-1.25,-3.0
BNCI2014_001,2,20260722,True,2.0,False,4,1.0,0.283,0.2535,0.0295,1.0,0.2691,0.2691,0.5294,1.0,0.2882,0.2847,1.1765,1.1176,1.2941,0.2569,0.276,0.1176,0.3529,0.2639,0.283,0.3529,0.3529
BNCI2014_001,2,20260723,True,0.5,False,4,1.0,0.283,0.2778,0.0052,1.0,0.2691,0.2691,-1.6667,1.0,0.283,0.2795,1.0,1.6667,2.0,0.2795,0.2795,0.3333,1.0,0.2951,0.2934,3.3333,1.3333
BNCI2014_001,2,20260723,True,1.0,True,4,1.0,0.283,0.2795,0.0035,1.0,0.2691,0.2691,-3.0,1.0,0.3073,0.2795,8.0,9.0,7.0,0.2917,0.2847,3.5,3.0,0.2656,0.3021,-4.0,-9.5
BNCI2014_001,2,20260723,True,1.5,False,4,1.0,0.283,0.2778,0.0052,1.0,0.2691,0.2691,-1.6667,1.0,0.283,0.276,1.0,2.3333,0.0,0.2986,0.2812,4.0,4.3333,0.2552,0.2934,-4.3333,-6.3333
BNCI2014_001,2,20260723,True,2.0,False,4,1.0,0.283,0.2743,0.0087,1.0,0.2691,0.2691,-0.6,1.0,0.2656,0.283,-1.0,-1.0,-1.6,0.2795,0.2778,0.6,1.2,0.2517,0.2847,-2.6,-2.8
BNCI2014_001,2,20260724,True,0.5,False,2,1.0,0.283,0.2726,0.0104,1.0,0.2691,0.2691,-0.3333,1.0,0.2865,0.2691,1.3333,2.6667,2.6667,0.2743,0.2795,0.1667,0.5,0.25,0.2726,-2.1667,-1.1667
BNCI2014_001,2,20260724,True,1.0,False,2,1.0,0.283,0.2847,-0.0017,1.0,0.2691,0.2691,9.0,1.0,0.2674,0.2535,10.0,-7.0,-5.0,0.2882,0.283,-2.0,-2.0,0.2396,0.2465,26.0,5.0
BNCI2014_001,2,20260724,True,1.5,False,2,1.0,0.283,0.2708,0.0122,1.0,0.2691,0.2691,-0.1429,1.0,0.2743,0.25,0.2857,3.0,3.0,0.2726,0.2795,0.1429,0.4286,0.2569,0.2778,-1.1429,-0.7143
BNCI2014_001,2,20260724,True,2.0,True,2,1.0,0.283,0.2656,0.0174,1.0,0.2691,0.2691,0.2,1.0,0.2691,0.2535,0.2,1.9,1.5,0.2622,0.2778,-0.2,0.1,0.2743,0.2639,0.5,1.6
BNCI2014_001,2,20260725,True,0.5,False,4,0.5,0.283,0.2743,0.0087,1.0,0.276,0.2812,0.2,0.4,0.276,0.276,0.2,1.0,0.8,0.2743,0.2812,0.0,0.2,0.2847,0.2917,1.2,0.2
BNCI2014_001,2,20260725,True,1.0,False,4,0.5,0.283,0.2812,0.0017,1.0,0.2708,0.2812,-6.0,-5.0,0.2812,0.2778,0.0,3.0,0.0,0.2743,0.2795,-4.0,-2.0,0.2795,0.3038,-1.0,-13.0
BNCI2014_001,2,20260725,True,1.5,False,4,0.5,0.283,0.2778,0.0052,1.0,0.2795,0.2812,0.3333,0.6667,0.2656,0.2812,-2.3333,-2.0,-4.3333,0.2743,0.2778,-0.6667,0.3333,0.2708,0.3003,-1.3333,-4.6667
BNCI2014_001,2,20260725,True,2.0,True,4,0.5,0.283,0.2726,0.0104,1.0,0.2691,0.2812,-0.3333,-0.1667,0.2743,0.2882,0.1667,-0.3333,0.8333,0.2708,0.2778,-0.1667,0.3333,0.2517,0.2795,-2.0,-1.6667
BNCI2014_001,2,20260726,True,0.5,False,2,0.5,0.283,0.2708,0.0122,1.0,0.2726,0.2812,0.1429,0.2857,0.2708,0.2795,0.0,0.2857,0.1429,0.2778,0.276,0.5714,1.1429,0.276,0.2899,0.4286,-0.1429
BNCI2014_001,2,20260726,True,1.0,True,2,0.5,0.283,0.283,0.0,,0.2656,0.2812,,,0.2639,0.276,,,,0.2812,0.283,,,0.2726,0.2656,,
BNCI2014_001,2,20260726,True,1.5,False,2,0.5,0.283,0.2726,0.0104,1.0,0.2726,0.2812,0.0,0.1667,0.2604,0.2778,-1.1667,-0.6667,0.5,0.276,0.283,0.3333,0.3333,0.2604,0.283,-1.1667,-1.1667
BNCI2014_001,2,20260726,True,2.0,False,2,0.5,0.283,0.2674,0.0156,1.0,0.2587,0.2812,-0.5556,-0.4444,0.2517,0.2743,-1.0,-0.4444,1.2222,0.2691,0.283,0.1111,0.1111,0.2674,0.2847,0.0,-0.1111
BNCI2014_001,2,20260727,True,0.5,False,4,0.5,0.283,0.2674,0.0156,1.0,0.2778,0.2812,0.6667,0.7778,0.2691,0.2812,0.1111,0.2222,0.3333,0.2674,0.276,0.0,0.4444,0.276,0.2865,0.5556,0.3333
BNCI2014_001,2,20260727,True,1.0,True,4,0.5,0.283,0.2656,0.0174,1.0,0.2726,0.2812,0.4,0.5,0.2708,0.2812,0.3,0.4,0.1,0.2674,0.2743,0.1,0.6,0.25,0.2847,-0.9,-1.0
BNCI2014_001,2,20260727,True,1.5,False,4,0.5,0.283,0.2674,0.0156,1.0,0.2656,0.2812,-0.1111,0.0,0.2622,0.2778,-0.3333,-0.0,-0.4444,0.2622,0.276,-0.3333,0.1111,0.25,0.2743,-1.1111,-0.5556
BNCI2014_001,2,20260727,True,2.0,False,4,0.5,0.283,0.2674,0.0156,1.0,0.2656,0.2812,-0.1111,0.0,0.2622,0.2743,-0.3333,0.2222,0.1111,0.2639,0.276,-0.2222,0.2222,0.2535,0.2674,-0.8889,0.1111
BNCI2014_001,2,20260728,True,0.5,False,4,1.0,0.283,0.276,0.0069,1.0,0.2691,0.2691,-1.0,1.0,0.2708,0.276,-0.75,0.25,1.75,0.2743,0.2778,-0.25,0.5,0.2622,0.2604,-2.0,1.25
BNCI2014_001,2,20260728,True,1.0,True,4,1.0,0.283,0.283,0.0,,0.2691,0.2691,,,0.283,0.2778,,,,0.2778,0.2778,,,0.2622,0.2587,,
BNCI2014_001,2,20260728,True,1.5,False,4,1.0,0.283,0.2726,0.0104,1.0,0.2691,0.2691,-0.3333,1.0,0.2865,0.2795,1.3333,1.6667,3.1667,0.2865,0.2708,1.3333,2.5,0.2795,0.2569,0.6667,3.1667
BNCI2014_001,2,20260728,True,2.0,False,4,1.0,0.283,0.283,0.0,,0.2691,0.2691,,,0.2917,0.2812,,,,0.283,0.283,,,0.2743,0.2552,,
BNCI2014_001,3,0,False,0.5,False,4,1.0,0.4826,0.4931,-0.0104,1.0,0.4653,0.4653,2.6667,1.0,0.4931,0.474,-0.0,-0.8333,-0.5,0.4948,0.4792,-0.1667,-0.5,0.4427,0.4444,4.8333,1.1667
BNCI2014_001,3,0,False,1.0,True,4,1.0,0.4826,0.5104,-0.0278,1.0,0.4653,0.4653,1.625,1.0,0.5087,0.4757,0.0625,-0.1875,-0.6875,0.4965,0.4792,0.5,0.375,0.4444,0.4358,2.375,0.6875
BNCI2014_001,3,0,False,1.5,False,4,1.0,0.4826,0.5278,-0.0451,1.0,0.4653,0.4653,1.3846,1.0,0.5139,0.4722,0.3077,0.0769,0.0385,0.5278,0.4844,-0.0,0.0385,0.4392,0.4201,1.9615,0.5769
BNCI2014_001,3,0,False,2.0,False,4,1.0,0.4826,0.5278,-0.0451,1.0,0.4653,0.4653,1.3846,1.0,0.5312,0.4722,-0.0769,-0.3077,0.1923,0.5278,0.4792,-0.0,-0.0769,0.4306,0.4062,2.1538,0.4615
BNCI2014_001,3,20260721,True,0.5,False,4,1.0,0.4826,0.4601,0.0226,1.0,0.4653,0.4653,0.2308,1.0,0.4635,0.4757,0.1538,0.4615,0.8462,0.4635,0.4757,0.1538,0.4615,0.4149,0.4184,-2.0,0.8462
BNCI2014_001,3,20260721,True,1.0,True,4,1.0,0.4826,0.4531,0.0295,1.0,0.4653,0.4653,0.4118,1.0,0.4635,0.4618,0.3529,1.0588,0.7647,0.4601,0.4826,0.2353,0.2353,0.4028,0.4236,-1.7059,0.2941
BNCI2014_001,3,20260721,True,1.5,False,4,1.0,0.4826,0.4323,0.0503,1.0,0.4653,0.4653,0.6552,1.0,0.4531,0.4618,0.4138,0.8276,0.8621,0.4444,0.4757,0.2414,0.3793,0.3819,0.3993,-1.0,0.6552
BNCI2014_001,3,20260721,True,2.0,False,4,1.0,0.4826,0.401,0.0816,1.0,0.4653,0.4653,0.7872,1.0,0.4444,0.4635,0.5319,0.766,0.9149,0.4375,0.4844,0.4468,0.4255,0.3837,0.3958,-0.2128,0.8511
BNCI2014_001,3,20260722,True,0.5,False,4,1.0,0.4826,0.4774,0.0052,1.0,0.4653,0.4653,-2.3333,1.0,0.4635,0.4688,-2.6667,-0.0,-1.3333,0.4809,0.4809,0.6667,1.0,0.4045,0.3924,-14.0,3.3333
BNCI2014_001,3,20260722,True,1.0,True,4,1.0,0.4826,0.4653,0.0174,1.0,0.4653,0.4653,0.0,1.0,0.4514,0.4635,-0.8,0.3,-0.1,0.4722,0.4774,0.4,0.7,0.375,0.3958,-5.2,-0.2
BNCI2014_001,3,20260722,True,1.5,False,4,1.0,0.4826,0.4549,0.0278,1.0,0.4653,0.4653,0.375,1.0,0.4375,0.4618,-0.625,0.125,-0.125,0.4688,0.4792,0.5,0.625,0.3594,0.3906,-3.4375,-0.125
BNCI2014_001,3,20260722,True,2.0,False,4,1.0,0.4826,0.4427,0.0399,1.0,0.4653,0.4653,0.5652,1.0,0.4219,0.4601,-0.5217,0.0435,-0.1739,0.4618,0.4774,0.4783,0.6087,0.3576,0.3889,-2.1304,0.2174
BNCI2014_001,3,20260723,True,0.5,False,4,0.5,0.4826,0.4792,0.0035,1.0,0.4705,0.4774,-2.5,-1.0,0.4688,0.4688,-3.0,1.0,2.0,0.4774,0.4774,-0.5,1.0,0.3958,0.3958,-24.0,1.0
BNCI2014_001,3,20260723,True,1.0,False,4,0.5,0.4826,0.4653,0.0174,1.0,0.474,0.4774,0.5,0.8,0.4653,0.467,0.0,0.9,-0.4,0.4653,0.474,0.0,0.5,0.3837,0.3872,-4.7,0.8
BNCI2014_001,3,20260723,True,1.5,False,4,0.5,0.4826,0.4514,0.0312,1.0,0.4688,0.4774,0.5556,0.7222,0.4514,0.4653,0.0,0.5556,-0.1667,0.4514,0.4809,0.0,0.0556,0.3715,0.3924,-2.5556,0.3333
BNCI2014_001,3,20260723,True,2.0,True,4,0.5,0.4826,0.4358,0.0469,1.0,0.467,0.4774,0.6667,0.7778,0.4375,0.4688,0.037,0.3333,-0.2593,0.4358,0.4844,0.0,-0.037,0.3646,0.4045,-1.5185,0.1481
BNCI2014_001,3,20260724,True,0.5,False,4,1.0,0.4826,0.474,0.0087,1.0,0.4653,0.4653,-1.0,1.0,0.4653,0.4757,-1.0,-0.2,-0.0,0.467,0.4809,-0.8,-0.6,0.3819,0.3872,-10.6,0.4
BNCI2014_001,3,20260724,True,1.0,True,4,1.0,0.4826,0.4566,0.026,1.0,0.4653,0.4653,0.3333,1.0,0.4566,0.4757,0.0,0.2667,0.6,0.4601,0.4757,0.1333,0.4,0.3767,0.3941,-3.0667,0.3333
BNCI2014_001,3,20260724,True,1.5,False,4,1.0,0.4826,0.4253,0.0573,1.0,0.4653,0.4653,0.697,1.0,0.4497,0.474,0.4242,0.5758,0.5758,0.4358,0.4861,0.1818,0.1212,0.375,0.3976,-0.8788,0.6061
BNCI2014_001,3,20260724,True,2.0,False,4,1.0,0.4826,0.3906,0.092,1.0,0.4653,0.4653,0.8113,1.0,0.4375,0.4722,0.5094,0.6226,0.6226,0.4028,0.4792,0.1321,0.1698,0.3733,0.3958,-0.1887,0.7547
BNCI2014_001,3,20260725,True,0.5,False,1,0.5,0.4826,0.4757,0.0069,1.0,0.4757,0.4774,0.0,0.75,0.4792,0.4688,0.5,2.5,2.0,0.4757,0.4809,0.0,0.25,0.4531,0.4514,-3.25,1.25
BNCI2014_001,3,20260725,True,1.0,True,1,0.5,0.4826,0.4635,0.0191,1.0,0.4774,0.4774,0.7273,1.0,0.4688,0.4688,0.2727,1.0,-0.0,0.4635,0.4792,0.0,0.1818,0.4253,0.441,-2.0,0.1818
BNCI2014_001,3,20260725,True,1.5,False,1,0.5,0.4826,0.4444,0.0382,1.0,0.4722,0.4774,0.7273,0.8636,0.4549,0.4705,0.2727,0.5909,0.2727,0.4497,0.4809,0.1364,0.1818,0.4132,0.4392,-0.8182,0.3182
BNCI2014_001,3,20260725,True,2.0,False,1,0.5,0.4826,0.4358,0.0469,1.0,0.467,0.4774,0.6667,0.7778,0.441,0.4722,0.1111,0.3333,-0.0741,0.4375,0.4844,0.037,-0.0,0.3958,0.434,-0.8519,0.1852
BNCI2014_001,3,20260726,True,0.5,False,1,0.5,0.4826,0.4878,-0.0052,1.0,0.4757,0.4774,2.3333,1.3333,0.474,0.4688,2.6667,0.0,-1.3333,0.4878,0.4809,-0.0,-0.3333,0.4653,0.4583,4.3333,-0.3333
BNCI2014_001,3,20260726,True,1.0,True,1,0.5,0.4826,0.4983,-0.0156,1.0,0.4757,0.4774,1.4444,1.1111,0.4965,0.4722,0.1111,-0.5556,-0.3333,0.4983,0.4826,-0.0,-0.0,0.4688,0.4549,1.8889,0.1111
BNCI2014_001,3,20260726,True,1.5,False,1,0.5,0.4826,0.5069,-0.0243,1.0,0.4878,0.4774,0.7857,0.5714,0.5087,0.4722,-0.0714,-0.5,0.5714,0.5035,0.4844,0.1429,0.2143,0.4601,0.4427,1.9286,0.2857
BNCI2014_001,3,20260726,True,2.0,False,1,0.5,0.4826,0.5017,-0.0191,1.0,0.4965,0.4774,0.2727,0.0,0.5174,0.4722,-0.8182,-1.3636,0.3636,0.5017,0.4809,-0.0,-0.0909,0.4497,0.441,2.7273,0.5455
BNCI2014_001,3,20260727,True,0.5,False,1,1.0,0.4826,0.467,0.0156,1.0,0.4653,0.4653,-0.1111,1.0,0.4583,0.4705,-0.5556,0.2222,0.1111,0.4688,0.4792,0.1111,0.3333,0.4531,0.4601,-0.8889,0.5556
BNCI2014_001,3,20260727,True,1.0,False,1,1.0,0.4826,0.4566,0.026,1.0,0.4653,0.4653,0.3333,1.0,0.4549,0.4705,-0.0667,0.4,0.6,0.4549,0.4792,-0.0667,0.0667,0.434,0.4583,-0.8667,0.0667
BNCI2014_001,3,20260727,True,1.5,False,1,1.0,0.4826,0.4375,0.0451,1.0,0.4653,0.4653,0.6154,1.0,0.4392,0.4688,0.0385,0.3462,0.0385,0.4444,0.4861,0.1538,0.0769,0.4167,0.4653,-0.4615,-0.0769
BNCI2014_001,3,20260727,True,2.0,True,1,1.0,0.4826,0.408,0.0747,1.0,0.4653,0.4653,0.7674,1.0,0.4115,0.474,0.0465,0.1628,0.1628,0.4253,0.4774,0.2326,0.3023,0.3854,0.467,-0.3023,-0.093
