candidate_id,seed,target,level,regime,candidate_order,raw_replay_index,candidate_role,origin,is_erm,selected_oaci,epoch,lambda,R_src,shared_tau,risk_slack_to_tau,feasible,balanced_err,train_surrogate,selection_leakage_point,audit_leakage_point,source_guard_worst_bacc,source_guard_worst_nll,source_guard_worst_ece,source_audit_worst_bacc,source_audit_worst_nll,source_audit_worst_ece,target_worst_bacc,target_worst_nll,target_worst_ece,actual_selector_score_name,actual_selector_score_ucl,actual_selector_score_available,per_candidate_selector_ucl_available,actual_selector_rank_known,actual_selector_rank,actual_selector_relation,selection_reason,selection_status,n_feasible,checkpoint_hash_available,checkpoint_hash_emitted,tie_break_metadata_available
s0_t001_l000_S2_rare_cells_o002,0,1,0,S2_rare_cells,2,3,OACI,OACI,0,0,19,1.462698252170848,0.7317111608748813,0.8758297793538434,0.14411861847896212,1,0.2806712962962963,1.5771221776103632,1.3269712892931511,0.5541393859967463,0.5920138888888888,0.9682634373810277,0.13257528963736329,0.2934027777777778,1.8254073572319456,0.26254612268916555,0.4201388888888889,1.4224228169851616,0.1722029717140371,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o002,0,1,0,S3_nonestimable_cells,2,3,OACI,OACI,0,0,19,1.462698252170848,0.7317111608748813,0.8758297793538434,0.14411861847896212,1,0.2806712962962963,1.5771221776103632,1.3269712892931511,0.5541393859967463,0.5920138888888888,0.9682634373810277,0.13257528963736329,0.2934027777777778,1.8254073572319456,0.26254612268916555,0.4201388888888889,1.4224228169851616,0.1722029717140371,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o003,0,1,0,S0_full_support,3,4,OACI,OACI,0,0,24,1.207996439177839,0.7902330345155351,0.8758297793538434,0.08559674483830837,1,0.3090277777777778,0.9297079971602218,1.327486523180292,0.6257326435692728,0.5225694444444444,1.0599487128356988,0.16388274158195978,0.26041666666666663,1.8769158131886716,0.3246559594555494,0.4392361111111111,1.3542359764644125,0.14733163849313383,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o003,0,1,0,S2_rare_cells,3,4,OACI,OACI,0,0,24,1.207996439177839,0.7902330345155351,0.8758297793538434,0.08559674483830837,1,0.3090277777777778,0.9297079971602218,1.327486523180292,0.6257326435692728,0.5225694444444444,1.0599487128356988,0.16388274158195978,0.26041666666666663,1.8769158131886716,0.3246559594555494,0.4392361111111111,1.3542359764644125,0.14733163849313383,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o003,0,1,0,S3_nonestimable_cells,3,4,OACI,OACI,0,0,24,1.207996439177839,0.7902330345155351,0.8758297793538434,0.08559674483830837,1,0.3090277777777778,0.9297079971602218,1.327486523180292,0.6257326435692728,0.5225694444444444,1.0599487128356988,0.16388274158195978,0.26041666666666663,1.8769158131886716,0.3246559594555494,0.4392361111111111,1.3542359764644125,0.14733163849313383,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o004,0,1,0,S0_full_support,4,5,OACI,OACI,0,0,74,18.914500236075295,0.8139855926887136,0.8758297793538434,0.06184418666512981,1,0.32436342592592593,1.659233357439007,1.17918590543771,0.6256516086278326,0.5173611111111112,1.0871243530916241,0.12343725426041684,0.3072916666666667,1.6873666426661653,0.2257897409745431,0.4565972222222222,1.3265517645740117,0.12522133788755746,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o004,0,1,0,S2_rare_cells,4,5,OACI,OACI,0,0,74,18.914500236075295,0.8139855926887136,0.8758297793538434,0.06184418666512981,1,0.32436342592592593,1.659233357439007,1.17918590543771,0.6256516086278326,0.5173611111111112,1.0871243530916241,0.12343725426041684,0.3072916666666667,1.6873666426661653,0.2257897409745431,0.4565972222222222,1.3265517645740117,0.12522133788755746,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o004,0,1,0,S3_nonestimable_cells,4,5,OACI,OACI,0,0,74,18.914500236075295,0.8139855926887136,0.8758297793538434,0.06184418666512981,1,0.32436342592592593,1.659233357439007,1.17918590543771,0.6256516086278326,0.5173611111111112,1.0871243530916241,0.12343725426041684,0.3072916666666667,1.6873666426661653,0.2257897409745431,0.4565972222222222,1.3265517645740117,0.12522133788755746,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o005,0,1,0,S0_full_support,5,6,OACI,OACI,0,0,79,14.442114079653347,0.7426481461653878,0.8758297793538434,0.13318163318845566,1,0.28096064814814814,1.7739630648302411,1.134057341468519,0.6285516359615312,0.5833333333333334,1.0072151376277771,0.1425455609790721,0.2760416666666667,1.6330269573758314,0.24178456468636036,0.4982638888888889,1.3286295102592205,0.13462289743106776,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o005,0,1,0,S2_rare_cells,5,6,OACI,OACI,0,0,79,14.442114079653347,0.7426481461653878,0.8758297793538434,0.13318163318845566,1,0.28096064814814814,1.7739630648302411,1.134057341468519,0.6285516359615312,0.5833333333333334,1.0072151376277771,0.1425455609790721,0.2760416666666667,1.6330269573758314,0.24178456468636036,0.4982638888888889,1.3286295102592205,0.13462289743106776,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o005,0,1,0,S3_nonestimable_cells,5,6,OACI,OACI,0,0,79,14.442114079653347,0.7426481461653878,0.8758297793538434,0.13318163318845566,1,0.28096064814814814,1.7739630648302411,1.134057341468519,0.6285516359615312,0.5833333333333334,1.0072151376277771,0.1425455609790721,0.2760416666666667,1.6330269573758314,0.24178456468636036,0.4982638888888889,1.3286295102592205,0.13462289743106776,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o006,0,1,0,S0_full_support,6,7,OACI,OACI,0,0,84,7.279757832432359,0.6974411829069709,0.8758297793538434,0.17838859644687255,1,0.2586805555555556,1.780992434041764,1.2087910387119085,0.6206126176478748,0.6145833333333333,0.9441670094972634,0.15880115020631236,0.2951388888888889,1.663558675506261,0.22957752910137624,0.46354166666666663,1.4353006433371744,0.15197938514983783,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o006,0,1,0,S2_rare_cells,6,7,OACI,OACI,0,0,84,7.279757832432359,0.6974411829069709,0.8758297793538434,0.17838859644687255,1,0.2586805555555556,1.780992434041764,1.2087910387119085,0.6206126176478748,0.6145833333333333,0.9441670094972634,0.15880115020631236,0.2951388888888889,1.663558675506261,0.22957752910137624,0.46354166666666663,1.4353006433371744,0.15197938514983783,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o006,0,1,0,S3_nonestimable_cells,6,7,OACI,OACI,0,0,84,7.279757832432359,0.6974411829069709,0.8758297793538434,0.17838859644687255,1,0.2586805555555556,1.780992434041764,1.2087910387119085,0.6206126176478748,0.6145833333333333,0.9441670094972634,0.15880115020631236,0.2951388888888889,1.663558675506261,0.22957752910137624,0.46354166666666663,1.4353006433371744,0.15197938514983783,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o007,0,1,0,S0_full_support,7,8,OACI,OACI,0,0,89,0.0,0.6862917286613015,0.8758297793538434,0.18953805069254193,1,0.25752314814814814,1.790356922641877,1.1914990790473123,0.6171506926633599,0.6319444444444444,0.9235749451117061,0.13398416052589066,0.2934027777777778,1.6627832206819448,0.24031860800256788,0.5086805555555556,1.3274812784575138,0.10656977556002546,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o007,0,1,0,S2_rare_cells,7,8,OACI,OACI,0,0,89,0.0,0.6862917286613015,0.8758297793538434,0.18953805069254193,1,0.25752314814814814,1.790356922641877,1.1914990790473123,0.6171506926633599,0.6319444444444444,0.9235749451117061,0.13398416052589066,0.2934027777777778,1.6627832206819448,0.24031860800256788,0.5086805555555556,1.3274812784575138,0.10656977556002546,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o007,0,1,0,S3_nonestimable_cells,7,8,OACI,OACI,0,0,89,0.0,0.6862917286613015,0.8758297793538434,0.18953805069254193,1,0.25752314814814814,1.790356922641877,1.1914990790473123,0.6171506926633599,0.6319444444444444,0.9235749451117061,0.13398416052589066,0.2934027777777778,1.6627832206819448,0.24031860800256788,0.5086805555555556,1.3274812784575138,0.10656977556002546,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o008,0,1,0,S0_full_support,8,9,OACI,OACI,0,0,94,0.0,0.7020797403531591,0.8758297793538434,0.1737500390006843,1,0.2641782407407407,1.7901044632762935,1.161871497176001,0.6182284766015322,0.6371527777777778,0.9234598265028708,0.1270964799366886,0.3055555555555556,1.636618354492815,0.22491685651396467,0.5208333333333333,1.2659139761222344,0.10018607275958685,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o008,0,1,0,S2_rare_cells,8,9,OACI,OACI,0,0,94,0.0,0.7020797403531591,0.8758297793538434,0.1737500390006843,1,0.2641782407407407,1.7901044632762935,1.161871497176001,0.6182284766015322,0.6371527777777778,0.9234598265028708,0.1270964799366886,0.3055555555555556,1.636618354492815,0.22491685651396467,0.5208333333333333,1.2659139761222344,0.10018607275958685,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o008,0,1,0,S3_nonestimable_cells,8,9,OACI,OACI,0,0,94,0.0,0.7020797403531591,0.8758297793538434,0.1737500390006843,1,0.2641782407407407,1.7901044632762935,1.161871497176001,0.6182284766015322,0.6371527777777778,0.9234598265028708,0.1270964799366886,0.3055555555555556,1.636618354492815,0.22491685651396467,0.5208333333333333,1.2659139761222344,0.10018607275958685,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o009,0,1,0,S0_full_support,9,10,OACI,OACI,0,0,99,0.0,0.8335808504057767,0.8758297793538434,0.042248928948066755,1,0.32552083333333337,1.787511832199016,1.117510157642891,0.6122290910766794,0.5729166666666667,1.198142189555176,0.08334811554357792,0.3298611111111111,1.9966647845608192,0.26221714635827764,0.4756944444444444,1.2663980028547168,0.13286440554052387,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o009,0,1,0,S2_rare_cells,9,10,OACI,OACI,0,0,99,0.0,0.8335808504057767,0.8758297793538434,0.042248928948066755,1,0.32552083333333337,1.787511832199016,1.117510157642891,0.6122290910766794,0.5729166666666667,1.198142189555176,0.08334811554357792,0.3298611111111111,1.9966647845608192,0.26221714635827764,0.4756944444444444,1.2663980028547168,0.13286440554052387,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o009,0,1,0,S3_nonestimable_cells,9,10,OACI,OACI,0,0,99,0.0,0.8335808504057767,0.8758297793538434,0.042248928948066755,1,0.32552083333333337,1.787511832199016,1.117510157642891,0.6122290910766794,0.5729166666666667,1.198142189555176,0.08334811554357792,0.3298611111111111,1.9966647845608192,0.26221714635827764,0.4756944444444444,1.2663980028547168,0.13286440554052387,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o010,0,1,0,S0_full_support,10,11,OACI,OACI,0,0,109,1.674834814022446,0.8737347551414132,0.8758297793538434,0.002095024212430241,1,0.3506944444444444,1.5168217091431873,1.328657799089496,0.608259792906434,0.501736111111111,1.1231663712521265,0.11533965405243037,0.2795138888888889,1.659294135126834,0.2513227103030852,0.4305555555555556,1.3536143994911294,0.1506560200511848,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o010,0,1,0,S2_rare_cells,10,11,OACI,OACI,0,0,109,1.674834814022446,0.8737347551414132,0.8758297793538434,0.002095024212430241,1,0.3506944444444444,1.5168217091431873,1.328657799089496,0.608259792906434,0.501736111111111,1.1231663712521265,0.11533965405243037,0.2795138888888889,1.659294135126834,0.2513227103030852,0.4305555555555556,1.3536143994911294,0.1506560200511848,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o010,0,1,0,S3_nonestimable_cells,10,11,OACI,OACI,0,0,109,1.674834814022446,0.8737347551414132,0.8758297793538434,0.002095024212430241,1,0.3506944444444444,1.5168217091431873,1.328657799089496,0.608259792906434,0.501736111111111,1.1231663712521265,0.11533965405243037,0.2795138888888889,1.659294135126834,0.2513227103030852,0.4305555555555556,1.3536143994911294,0.1506560200511848,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o011,0,1,0,S0_full_support,11,12,OACI,OACI,0,0,124,1.693215799605797,0.8548600560869057,0.8758297793538434,0.02096972326693769,1,0.3524305555555556,1.3052651478519695,1.132052731652756,0.5422593682628389,0.4774305555555556,1.1459130033401905,0.13277500558098157,0.26041666666666663,1.750303424947901,0.2658682877190481,0.4600694444444444,1.3632641232301463,0.13208506199190226,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o011,0,1,0,S2_rare_cells,11,12,OACI,OACI,0,0,124,1.693215799605797,0.8548600560869057,0.8758297793538434,0.02096972326693769,1,0.3524305555555556,1.3052651478519695,1.132052731652756,0.5422593682628389,0.4774305555555556,1.1459130033401905,0.13277500558098157,0.26041666666666663,1.750303424947901,0.2658682877190481,0.4600694444444444,1.3632641232301463,0.13208506199190226,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o011,0,1,0,S3_nonestimable_cells,11,12,OACI,OACI,0,0,124,1.693215799605797,0.8548600560869057,0.8758297793538434,0.02096972326693769,1,0.3524305555555556,1.3052651478519695,1.132052731652756,0.5422593682628389,0.4774305555555556,1.1459130033401905,0.13277500558098157,0.26041666666666663,1.750303424947901,0.2658682877190481,0.4600694444444444,1.3632641232301463,0.13208506199190226,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o012,0,1,0,S0_full_support,12,13,OACI,OACI,0,0,139,1.5208699521836615,0.8670796605172453,0.8758297793538434,0.008750118836598153,1,0.34375,0.8818684785237567,1.023760193525869,0.5829337060519642,0.5381944444444444,1.0913242987556684,0.168414238910648,0.2777777777777778,1.685817270260301,0.2467661070854663,0.45312500000000006,1.227260488714287,0.11836683370893325,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o012,0,1,0,S2_rare_cells,12,13,OACI,OACI,0,0,139,1.5208699521836615,0.8670796605172453,0.8758297793538434,0.008750118836598153,1,0.34375,0.8818684785237567,1.023760193525869,0.5829337060519642,0.5381944444444444,1.0913242987556684,0.168414238910648,0.2777777777777778,1.685817270260301,0.2467661070854663,0.45312500000000006,1.227260488714287,0.11836683370893325,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o012,0,1,0,S3_nonestimable_cells,12,13,OACI,OACI,0,0,139,1.5208699521836615,0.8670796605172453,0.8758297793538434,0.008750118836598153,1,0.34375,0.8818684785237567,1.023760193525869,0.5829337060519642,0.5381944444444444,1.0913242987556684,0.168414238910648,0.2777777777777778,1.685817270260301,0.2467661070854663,0.45312500000000006,1.227260488714287,0.11836683370893325,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o013,0,1,0,S0_full_support,13,14,OACI,OACI,0,0,149,2.5787290201346824,0.8402831071950745,0.8758297793538434,0.035546672158768944,1,0.3373842592592593,1.3399558632245319,1.1745782761942383,0.5380011376704416,0.5225694444444444,1.1050680632707335,0.1563148588097008,0.2916666666666667,1.6587393943560231,0.2333789430612942,0.4583333333333333,1.2087064914327104,0.08228849340746949,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o013,0,1,0,S2_rare_cells,13,14,OACI,OACI,0,0,149,2.5787290201346824,0.8402831071950745,0.8758297793538434,0.035546672158768944,1,0.3373842592592593,1.3399558632245319,1.1745782761942383,0.5380011376704416,0.5225694444444444,1.1050680632707335,0.1563148588097008,0.2916666666666667,1.6587393943560231,0.2333789430612942,0.4583333333333333,1.2087064914327104,0.08228849340746949,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o013,0,1,0,S3_nonestimable_cells,13,14,OACI,OACI,0,0,149,2.5787290201346824,0.8402831071950745,0.8758297793538434,0.035546672158768944,1,0.3373842592592593,1.3399558632245319,1.1745782761942383,0.5380011376704416,0.5225694444444444,1.1050680632707335,0.1563148588097008,0.2916666666666667,1.6587393943560231,0.2333789430612942,0.4583333333333333,1.2087064914327104,0.08228849340746949,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o014,0,1,0,S0_full_support,14,15,OACI,OACI,0,0,154,2.003358341960173,0.8729881734470333,0.8758297793538434,0.002841605906810152,1,0.35358796296296297,1.2546422413161056,1.253587474553741,0.5963709817039843,0.49826388888888884,1.1476224110192779,0.1269284329113514,0.2760416666666667,1.6820233784689382,0.23923389624161057,0.4288194444444445,1.173268466253636,0.10386673430635637,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o014,0,1,0,S2_rare_cells,14,15,OACI,OACI,0,0,154,2.003358341960173,0.8729881734470333,0.8758297793538434,0.002841605906810152,1,0.35358796296296297,1.2546422413161056,1.253587474553741,0.5963709817039843,0.49826388888888884,1.1476224110192779,0.1269284329113514,0.2760416666666667,1.6820233784689382,0.23923389624161057,0.4288194444444445,1.173268466253636,0.10386673430635637,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o014,0,1,0,S3_nonestimable_cells,14,15,OACI,OACI,0,0,154,2.003358341960173,0.8729881734470333,0.8758297793538434,0.002841605906810152,1,0.35358796296296297,1.2546422413161056,1.253587474553741,0.5963709817039843,0.49826388888888884,1.1476224110192779,0.1269284329113514,0.2760416666666667,1.6820233784689382,0.23923389624161057,0.4288194444444445,1.173268466253636,0.10386673430635637,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o015,0,1,0,S0_full_support,15,16,OACI,OACI,0,1,164,2.0178584990796296,0.8457576690785884,0.8758297793538434,0.030072110275255026,1,0.3333333333333333,1.1423023796251075,0.974831609010045,0.5923190431208819,0.5347222222222222,1.0607021386136362,0.15007626417410172,0.2829861111111111,1.6256141834385025,0.21488356902938338,0.44097222222222227,1.2444099363388108,0.1291202992977053,selection_bootstrap_ucl,1.2986926248128179,1,0,1,1,selected_by_actual_rule,stage2_best,estimable,20,1,0,0
s0_t001_l000_S2_rare_cells_o015,0,1,0,S2_rare_cells,15,16,OACI,OACI,0,1,164,2.0178584990796296,0.8457576690785884,0.8758297793538434,0.030072110275255026,1,0.3333333333333333,1.1423023796251075,0.974831609010045,0.5923190431208819,0.5347222222222222,1.0607021386136362,0.15007626417410172,0.2829861111111111,1.6256141834385025,0.21488356902938338,0.44097222222222227,1.2444099363388108,0.1291202992977053,selection_bootstrap_ucl,1.2986926248128179,1,0,1,1,selected_by_actual_rule,stage2_best,estimable,20,1,0,0
s0_t001_l000_S3_nonestimable_cells_o015,0,1,0,S3_nonestimable_cells,15,16,OACI,OACI,0,1,164,2.0178584990796296,0.8457576690785884,0.8758297793538434,0.030072110275255026,1,0.3333333333333333,1.1423023796251075,0.974831609010045,0.5923190431208819,0.5347222222222222,1.0607021386136362,0.15007626417410172,0.2829861111111111,1.6256141834385025,0.21488356902938338,0.44097222222222227,1.2444099363388108,0.1291202992977053,selection_bootstrap_ucl,1.2986926248128179,1,0,1,1,selected_by_actual_rule,stage2_best,estimable,20,1,0,0
s0_t001_l000_S0_full_support_o016,0,1,0,S0_full_support,16,17,OACI,OACI,0,0,169,2.1630568707303373,0.8743473269805354,0.8758297793538434,0.0014824523733080186,1,0.35677083333333337,1.0061860537698524,1.138590250123518,0.5727535860125404,0.5208333333333334,1.0984784142940516,0.1638316729138686,0.2777777777777778,1.677853303460341,0.24580070108666524,0.46701388888888884,1.1888278592776347,0.060520156634030875,selection_bootstrap_ucl,,0,0,0,,not_selected_by_actual_rule,,estimable,20,1,0,0
